ID;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;TotaalOverigeToevoegingen_3;LateResponsNieuwbouw_4;TotaalInBestaandePanden_5;Transformatie_6;LateResponsTransformatie_7;Woningsplitsing_8;Woningsamenvoeging_9;OverigDoorVerbouw_10;TotaalAdministratief_11;CorrectieZorgvastgoed_12;CorrectieWooneenheden_13;VanLogiesfunctieNaarWoonfunctie_14;VanOverigeFunctieNaarWoonfunctie_15;OverigAdministratief_16;Sloop_17;TotaalOverigeOnttrekkingen_18;LateResponsSloop_19;TotaalInBestaandePanden_20;Woningsplitsing_21;Woningsamenvoeging_22;OverigDoorVerbouw_23;TotaalAdministratief_24;CorrectieZorgvastgoed_25;CorrectieWooneenheden_26;VanWoonNaarLogiesfunctie_27;VanWoonfunctieNaarOverigeFunctie_28;OverigAdministratief_29;SaldoVoorraad_30;EindstandVoorraad_31;SaldoWoningsplitsing_32;SaldoWoningsamenvoeging_33
18;Groningen (PV);2019;279660.0;2390.0;1105.0;0.0;640.0;295.0;5.0;225.0;15.0;100.0;465.0;120.0;135.0;0.0;65.0;150.0;500.0;615.0;60.0;150.0;85.0;50.0;10.0;405.0;30.0;235.0;0.0;25.0;110.0;2385.0;282045.0;140.0;-35.0
19;Groningen (PV);2020;282045.0;3155.0;1180.0;0.0;860.0;345.0;75.0;305.0;5.0;130.0;320.0;25.0;75.0;5.0;60.0;155.0;705.0;665.0;145.0;140.0;100.0;15.0;25.0;375.0;15.0;25.0;185.0;25.0;125.0;2965.0;285010.0;205.0;-10.0
20;Groningen (PV);2021;285010.0;2400.0;1480.0;0.0;1190.0;550.0;15.0;430.0;5.0;190.0;295.0;15.0;100.0;0.0;80.0;100.0;665.0;660.0;30.0;195.0;160.0;15.0;15.0;435.0;110.0;85.0;0.0;65.0;170.0;2555.0;287570.0;270.0;-10.0
21;Groningen (PV);2022;287570.0;3205.0;1440.0;0.0;1005.0;455.0;10.0;390.0;5.0;145.0;440.0;85.0;90.0;0.0;95.0;165.0;755.0;900.0;100.0;165.0;140.0;10.0;15.0;630.0;10.0;30.0;365.0;20.0;200.0;2995.0;290560.0;250.0;-5.0
22;Fryslân (PV);2012;287340.0;1270.0;2795.0;;340.0;305.0;;35.0;0.0;;2455.0;120.0;40.0;30.0;940.0;1325.0;565.0;1455.0;105.0;25.0;10.0;15.0;;1330.0;10.0;20.0;955.0;65.0;280.0;2040.0;289380.0;25.0;-15.0
23;Fryslân (PV);2013;289380.0;1360.0;3300.0;15.0;540.0;460.0;30.0;40.0;5.0;;2745.0;1730.0;10.0;60.0;215.0;730.0;350.0;1515.0;80.0;35.0;15.0;20.0;;1400.0;30.0;20.0;930.0;135.0;290.0;2800.0;292180.0;25.0;-15.0
24;Fryslân (PV);2014;292180.0;1595.0;1955.0;0.0;555.0;355.0;150.0;45.0;5.0;;1400.0;605.0;135.0;215.0;70.0;380.0;710.0;850.0;170.0;35.0;20.0;15.0;;645.0;40.0;5.0;245.0;95.0;260.0;1990.0;294170.0;25.0;-10.0
25;Fryslân (PV);2015;294170.0;1330.0;1000.0;5.0;555.0;425.0;20.0;40.0;5.0;70.0;445.0;115.0;10.0;35.0;65.0;225.0;400.0;560.0;175.0;45.0;20.0;5.0;20.0;340.0;20.0;30.0;10.0;80.0;200.0;1370.0;295540.0;20.0;0.0
26;Fryslân (PV);2016;295540.0;1415.0;875.0;25.0;520.0;330.0;30.0;35.0;5.0;115.0;335.0;25.0;75.0;50.0;40.0;145.0;365.0;1005.0;150.0;55.0;15.0;20.0;20.0;800.0;325.0;280.0;20.0;40.0;135.0;925.0;296465.0;20.0;-15.0
27;Fryslân (PV);2017;296465.0;1710.0;1085.0;15.0;715.0;430.0;35.0;70.0;5.0;180.0;355.0;50.0;45.0;30.0;90.0;140.0;335.0;495.0;130.0;50.0;25.0;10.0;15.0;315.0;50.0;0.0;125.0;25.0;115.0;1960.0;298425.0;45.0;-5.0
28;Fryslân (PV);2018;298425.0;1925.0;980.0;0.0;615.0;315.0;30.0;45.0;5.0;220.0;365.0;90.0;60.0;10.0;30.0;175.0;385.0;710.0;140.0;50.0;15.0;15.0;20.0;515.0;230.0;55.0;90.0;30.0;105.0;1815.0;300240.0;30.0;-10.0
29;Fryslân (PV);2019;300240.0;2195.0;1275.0;5.0;900.0;745.0;10.0;45.0;0.0;95.0;375.0;80.0;95.0;5.0;35.0;160.0;760.0;375.0;130.0;45.0;20.0;10.0;15.0;200.0;35.0;5.0;10.0;35.0;120.0;2340.0;302580.0;25.0;-10.0
30;Fryslân (PV);2020;302580.0;2165.0;805.0;0.0;455.0;320.0;10.0;40.0;5.0;80.0;350.0;65.0;60.0;5.0;80.0;135.0;605.0;250.0;45.0;30.0;15.0;10.0;10.0;170.0;10.0;5.0;5.0;20.0;130.0;2115.0;304695.0;25.0;-5.0
31;Fryslân (PV);2021;304695.0;1935.0;875.0;0.0;625.0;380.0;20.0;60.0;0.0;165.0;250.0;35.0;55.0;5.0;60.0;90.0;630.0;240.0;30.0;50.0;30.0;5.0;20.0;160.0;5.0;20.0;15.0;20.0;100.0;1940.0;306635.0;30.0;-5.0
32;Fryslân (PV);2022;306635.0;2260.0;955.0;0.0;665.0;435.0;15.0;45.0;0.0;170.0;290.0;15.0;15.0;5.0;60.0;190.0;370.0;710.0;280.0;30.0;20.0;5.0;5.0;400.0;15.0;40.0;175.0;45.0;120.0;2135.0;308770.0;25.0;-5.0
33;Drenthe (PV);2012;219430.0;735.0;1360.0;;110.0;80.0;;30.0;0.0;;1245.0;190.0;5.0;75.0;10.0;965.0;260.0;6380.0;205.0;15.0;5.0;10.0;;6160.0;35.0;5.0;3380.0;2340.0;400.0;-4540.0;214890.0;25.0;-10.0
34;Drenthe (PV);2013;214890.0;1300.0;3195.0;45.0;445.0;380.0;0.0;55.0;10.0;;2705.0;1710.0;5.0;5.0;25.0;960.0;580.0;780.0;40.0;50.0;20.0;30.0;;690.0;30.0;5.0;255.0;125.0;270.0;3135.0;218025.0;35.0;-20.0
35;Drenthe (PV);2014;218025.0;640.0;650.0;0.0;245.0;185.0;0.0;55.0;0.0;;405.0;140.0;15.0;0.0;25.0;230.0;250.0;680.0;120.0;25.0;20.0;5.0;;540.0;40.0;150.0;40.0;115.0;195.0;360.0;218385.0;35.0;-5.0
36;Drenthe (PV);2015;218385.0;740.0;510.0;0.0;200.0;90.0;5.0;30.0;5.0;65.0;315.0;90.0;0.0;5.0;25.0;190.0;495.0;515.0;110.0;35.0;10.0;15.0;10.0;370.0;35.0;15.0;30.0;130.0;160.0;240.0;218625.0;20.0;-10.0
37;Drenthe (PV);2016;218625.0;1020.0;780.0;0.0;340.0;195.0;5.0;50.0;5.0;85.0;440.0;95.0;20.0;85.0;30.0;215.0;495.0;695.0;105.0;35.0;10.0;10.0;15.0;555.0;20.0;5.0;10.0;405.0;115.0;615.0;219240.0;40.0;-5.0
38;Drenthe (PV);2017;219240.0;1395.0;715.0;0.0;465.0;305.0;15.0;40.0;0.0;105.0;250.0;60.0;0.0;10.0;25.0;150.0;325.0;210.0;70.0;30.0;15.0;5.0;10.0;110.0;15.0;0.0;0.0;20.0;75.0;1580.0;220820.0;25.0;-5.0
39;Drenthe (PV);2018;220820.0;1345.0;690.0;0.0;380.0;230.0;10.0;35.0;0.0;105.0;310.0;100.0;10.0;10.0;35.0;155.0;435.0;225.0;40.0;30.0;10.0;0.0;15.0;155.0;5.0;0.0;0.0;10.0;135.0;1380.0;222195.0;25.0;0.0
40;Drenthe (PV);2019;222195.0;1570.0;635.0;0.0;410.0;260.0;10.0;50.0;5.0;85.0;220.0;70.0;5.0;10.0;25.0;115.0;395.0;755.0;35.0;50.0;15.0;15.0;20.0;670.0;15.0;0.0;465.0;95.0;95.0;1055.0;223250.0;35.0;-10.0
41;Drenthe (PV);2020;223250.0;1450.0;685.0;30.0;330.0;230.0;5.0;45.0;0.0;50.0;325.0;85.0;0.0;5.0;95.0;135.0;280.0;550.0;65.0;30.0;15.0;5.0;10.0;455.0;140.0;0.0;255.0;10.0;50.0;1305.0;224555.0;30.0;-5.0
42;Drenthe (PV);2021;224555.0;1740.0;660.0;0.0;445.0;255.0;60.0;35.0;5.0;90.0;215.0;20.0;25.0;10.0;65.0;100.0;420.0;220.0;20.0;35.0;10.0;20.0;10.0;160.0;0.0;0.0;30.0;25.0;105.0;1765.0;226320.0;25.0;-15.0
43;Drenthe (PV);2022;226320.0;1460.0;860.0;5.0;370.0;225.0;10.0;40.0;5.0;90.0;485.0;305.0;25.0;0.0;60.0;95.0;345.0;385.0;30.0;30.0;15.0;10.0;5.0;330.0;50.0;0.0;180.0;10.0;90.0;1590.0;227905.0;25.0;-5.0
44;Overijssel (PV);2012;482575.0;2535.0;2715.0;;380.0;170.0;;205.0;5.0;;2330.0;110.0;10.0;0.0;260.0;1950.0;875.0;1565.0;155.0;105.0;70.0;35.0;;1305.0;55.0;30.0;20.0;285.0;915.0;2815.0;485390.0;135.0;-30.0
45;Overijssel (PV);2013;485390.0;2785.0;3030.0;5.0;555.0;340.0;5.0;180.0;30.0;;2470.0;1260.0;25.0;15.0;95.0;1080.0;1445.0;2190.0;150.0;145.0;65.0;80.0;;1895.0;170.0;50.0;1245.0;70.0;355.0;2185.0;487575.0;115.0;-50.0
46;Overijssel (PV);2014;487575.0;3365.0;1830.0;5.0;485.0;260.0;10.0;185.0;25.0;;1340.0;545.0;5.0;125.0;110.0;555.0;1155.0;1390.0;280.0;140.0;65.0;75.0;;970.0;110.0;10.0;445.0;150.0;255.0;2650.0;490225.0;120.0;-50.0
47;Overijssel (PV);2015;490225.0;3660.0;1680.0;15.0;845.0;465.0;5.0;200.0;10.0;165.0;820.0;230.0;35.0;75.0;110.0;370.0;875.0;940.0;150.0;130.0;70.0;35.0;25.0;660.0;40.0;90.0;250.0;80.0;195.0;3530.0;493755.0;130.0;-25.0
48;Overijssel (PV);2016;493755.0;3650.0;2395.0;5.0;1365.0;600.0;55.0;295.0;15.0;410.0;1025.0;440.0;60.0;10.0;70.0;445.0;1050.0;1395.0;180.0;185.0;95.0;40.0;50.0;1025.0;100.0;425.0;200.0;65.0;230.0;3605.0;497360.0;200.0;-25.0
49;Overijssel (PV);2017;497360.0;3815.0;1875.0;0.0;1090.0;510.0;5.0;215.0;45.0;315.0;785.0;180.0;260.0;25.0;45.0;280.0;410.0;2695.0;145.0;265.0;80.0;145.0;45.0;2285.0;115.0;1795.0;10.0;60.0;300.0;2590.0;499950.0;135.0;-100.0
50;Overijssel (PV);2018;499950.0;4170.0;2360.0;15.0;1885.0;1305.0;20.0;160.0;15.0;385.0;455.0;125.0;20.0;10.0;65.0;240.0;510.0;625.0;170.0;145.0;60.0;40.0;45.0;310.0;15.0;5.0;5.0;60.0;225.0;5390.0;505345.0;100.0;-25.0
51;Overijssel (PV);2019;505345.0;4610.0;1735.0;5.0;1190.0;775.0;10.0;145.0;20.0;240.0;545.0;120.0;65.0;10.0;35.0;315.0;490.0;905.0;200.0;130.0;55.0;45.0;30.0;575.0;230.0;30.0;20.0;80.0;220.0;4955.0;510295.0;90.0;-25.0
52;Overijssel (PV);2020;510295.0;4045.0;1395.0;0.0;1020.0;635.0;15.0;150.0;10.0;205.0;380.0;90.0;15.0;5.0;65.0;200.0;360.0;380.0;80.0;115.0;55.0;35.0;25.0;185.0;5.0;20.0;15.0;25.0;125.0;4695.0;514995.0;95.0;-25.0
53;Overijssel (PV);2021;514995.0;3555.0;1095.0;5.0;845.0;475.0;20.0;125.0;15.0;210.0;250.0;25.0;0.0;0.0;60.0;165.0;650.0;435.0;55.0;105.0;45.0;45.0;15.0;275.0;50.0;0.0;0.0;35.0;190.0;3565.0;518560.0;80.0;-30.0
54;Overijssel (PV);2022;518560.0;3920.0;1510.0;10.0;965.0;550.0;80.0;105.0;10.0;230.0;535.0;190.0;0.0;5.0;150.0;190.0;475.0;600.0;50.0;80.0;35.0;30.0;20.0;470.0;45.0;0.0;135.0;45.0;245.0;4360.0;522915.0;70.0;-20.0
55;Flevoland (PV);2012;158060.0;1150.0;490.0;;115.0;105.0;;10.0;0.0;;375.0;0.0;0.0;0.0;5.0;370.0;140.0;60.0;5.0;5.0;5.0;0.0;;50.0;0.0;0.0;0.0;0.0;50.0;1435.0;159495.0;5.0;0.0
56;Flevoland (PV);2013;159495.0;1135.0;1075.0;0.0;105.0;85.0;5.0;15.0;0.0;;970.0;365.0;10.0;0.0;10.0;585.0;140.0;55.0;15.0;5.0;5.0;0.0;;30.0;5.0;0.0;0.0;0.0;25.0;2015.0;161510.0;10.0;0.0
57;Flevoland (PV);2014;161510.0;1005.0;390.0;0.0;135.0;125.0;0.0;5.0;0.0;;255.0;75.0;0.0;0.0;105.0;70.0;45.0;130.0;20.0;10.0;0.0;5.0;;100.0;15.0;0.0;20.0;25.0;40.0;1220.0;162730.0;5.0;-5.0
58;Flevoland (PV);2015;162730.0;1110.0;205.0;0.0;90.0;65.0;5.0;10.0;0.0;10.0;115.0;15.0;20.0;0.0;25.0;60.0;50.0;1075.0;5.0;5.0;5.0;0.0;0.0;1065.0;0.0;0.0;975.0;10.0;80.0;185.0;162920.0;5.0;0.0
59;Flevoland (PV);2016;162920.0;1340.0;160.0;0.0;115.0;80.0;5.0;5.0;0.0;25.0;45.0;0.0;0.0;0.0;25.0;15.0;125.0;60.0;25.0;5.0;0.0;0.0;0.0;30.0;5.0;0.0;0.0;5.0;20.0;1310.0;164230.0;5.0;0.0
60;Flevoland (PV);2017;164230.0;2245.0;450.0;10.0;320.0;300.0;0.0;15.0;0.0;5.0;120.0;65.0;0.0;0.0;20.0;30.0;30.0;410.0;10.0;5.0;5.0;0.0;0.0;395.0;40.0;0.0;335.0;10.0;10.0;2260.0;166485.0;10.0;0.0
61;Flevoland (PV);2018;166485.0;2570.0;355.0;0.0;315.0;270.0;5.0;30.0;0.0;5.0;40.0;0.0;0.0;0.0;10.0;30.0;65.0;110.0;10.0;15.0;10.0;5.0;0.0;90.0;5.0;0.0;60.0;10.0;15.0;2750.0;169235.0;20.0;-5.0
62;Flevoland (PV);2019;169235.0;2765.0;340.0;0.0;295.0;235.0;0.0;45.0;0.0;15.0;45.0;15.0;0.0;0.0;10.0;20.0;65.0;50.0;10.0;15.0;15.0;0.0;0.0;25.0;10.0;0.0;5.0;5.0;10.0;2990.0;172225.0;30.0;0.0
63;Flevoland (PV);2020;172225.0;2595.0;170.0;0.0;140.0;105.0;0.0;20.0;0.0;15.0;30.0;5.0;0.0;0.0;5.0;20.0;35.0;300.0;120.0;10.0;5.0;0.0;0.0;170.0;5.0;0.0;5.0;5.0;160.0;2430.0;174660.0;15.0;0.0
64;Flevoland (PV);2021;174660.0;3000.0;455.0;0.0;165.0;75.0;5.0;40.0;0.0;45.0;290.0;40.0;0.0;0.0;5.0;245.0;50.0;65.0;5.0;20.0;15.0;5.0;0.0;45.0;5.0;0.0;0.0;10.0;30.0;3340.0;178000.0;25.0;-5.0
65;Flevoland (PV);2022;178000.0;2820.0;455.0;0.0;410.0;355.0;5.0;15.0;0.0;40.0;40.0;0.0;0.0;0.0;5.0;35.0;55.0;50.0;0.0;10.0;5.0;5.0;0.0;40.0;5.0;0.0;0.0;0.0;30.0;3165.0;181165.0;10.0;-5.0
66;Gelderland (PV);2012;845200.0;6985.0;12515.0;;1545.0;1110.0;;405.0;25.0;;10970.0;290.0;5010.0;380.0;835.0;4455.0;1615.0;3250.0;235.0;260.0;140.0;120.0;;2755.0;115.0;200.0;925.0;450.0;1060.0;14635.0;859855.0;265.0;-95.0
67;Gelderland (PV);2013;859855.0;6115.0;7835.0;235.0;1395.0;995.0;40.0;325.0;40.0;;6205.0;3270.0;180.0;160.0;220.0;2375.0;2085.0;2305.0;250.0;240.0;125.0;115.0;;1820.0;115.0;65.0;415.0;280.0;950.0;9555.0;869410.0;200.0;-75.0
68;Gelderland (PV);2014;869410.0;6975.0;4055.0;60.0;1620.0;1200.0;15.0;335.0;70.0;;2375.0;715.0;140.0;40.0;120.0;1365.0;1040.0;1735.0;180.0;310.0;120.0;195.0;;1245.0;65.0;30.0;45.0;300.0;800.0;8250.0;877660.0;215.0;-125.0
69;Gelderland (PV);2015;877660.0;6715.0;4270.0;20.0;2250.0;1430.0;50.0;345.0;20.0;405.0;2000.0;175.0;200.0;310.0;460.0;855.0;1660.0;1315.0;285.0;260.0;115.0;85.0;60.0;770.0;40.0;15.0;90.0;210.0;410.0;8005.0;885680.0;230.0;-65.0
70;Gelderland (PV);2016;885680.0;7975.0;4365.0;95.0;2020.0;1240.0;40.0;255.0;35.0;450.0;2250.0;315.0;1105.0;20.0;290.0;520.0;1030.0;8925.0;175.0;230.0;85.0;95.0;45.0;8525.0;305.0;7585.0;130.0;120.0;385.0;2385.0;888060.0;170.0;-60.0
71;Gelderland (PV);2017;888060.0;8315.0;2265.0;10.0;1335.0;685.0;15.0;225.0;40.0;365.0;920.0;110.0;190.0;5.0;165.0;450.0;3480.0;1170.0;285.0;235.0;85.0;95.0;50.0;655.0;70.0;65.0;105.0;90.0;320.0;5925.0;893990.0;140.0;-55.0
72;Gelderland (PV);2018;893990.0;8975.0;3375.0;5.0;1845.0;1130.0;15.0;260.0;55.0;380.0;1530.0;260.0;175.0;85.0;255.0;745.0;895.0;2195.0;220.0;245.0;85.0;110.0;50.0;1735.0;150.0;75.0;870.0;75.0;565.0;9260.0;903255.0;175.0;-55.0
73;Gelderland (PV);2019;903255.0;8830.0;2805.0;20.0;1835.0;1195.0;25.0;265.0;40.0;310.0;950.0;150.0;120.0;35.0;115.0;525.0;1395.0;1125.0;180.0;255.0;100.0;105.0;50.0;695.0;95.0;15.0;25.0;100.0;460.0;9115.0;912370.0;165.0;-65.0
74;Gelderland (PV);2020;912370.0;9390.0;2705.0;5.0;1390.0;715.0;50.0;280.0;15.0;330.0;1305.0;170.0;150.0;285.0;140.0;560.0;985.0;960.0;125.0;215.0;110.0;60.0;45.0;620.0;40.0;40.0;15.0;85.0;435.0;10150.0;922525.0;170.0;-45.0
75;Gelderland (PV);2021;922525.0;7380.0;4150.0;5.0;2710.0;1445.0;45.0;385.0;25.0;815.0;1435.0;275.0;185.0;320.0;270.0;385.0;940.0;995.0;85.0;255.0;145.0;65.0;50.0;655.0;45.0;160.0;25.0;120.0;310.0;9590.0;932115.0;240.0;-40.0
76;Gelderland (PV);2022;932115.0;7815.0;2940.0;15.0;1785.0;1040.0;15.0;380.0;20.0;330.0;1145.0;240.0;80.0;125.0;235.0;460.0;890.0;1125.0;65.0;270.0;150.0;65.0;60.0;790.0;180.0;15.0;40.0;115.0;440.0;8740.0;940860.0;230.0;-45.0
77;Utrecht (PV);2012;528125.0;5690.0;3710.0;;760.0;515.0;;235.0;10.0;;2950.0;185.0;20.0;5.0;330.0;2410.0;935.0;2000.0;140.0;110.0;65.0;45.0;;1755.0;40.0;55.0;15.0;390.0;1255.0;6470.0;534595.0;170.0;-35.0
78;Utrecht (PV);2013;534595.0;3765.0;3745.0;15.0;800.0;565.0;60.0;160.0;15.0;;2930.0;1265.0;20.0;45.0;185.0;1415.0;580.0;2440.0;115.0;80.0;45.0;40.0;;2250.0;240.0;20.0;1090.0;175.0;725.0;4485.0;539080.0;115.0;-25.0
79;Utrecht (PV);2014;539080.0;3505.0;2610.0;5.0;840.0;685.0;25.0;120.0;10.0;;1765.0;1025.0;70.0;5.0;105.0;570.0;485.0;1235.0;75.0;75.0;30.0;45.0;;1085.0;165.0;15.0;520.0;110.0;270.0;4395.0;543475.0;90.0;-35.0
80;Utrecht (PV);2015;543475.0;3985.0;1890.0;5.0;1175.0;715.0;5.0;145.0;15.0;295.0;710.0;235.0;5.0;35.0;150.0;280.0;705.0;530.0;110.0;105.0;40.0;40.0;25.0;315.0;10.0;5.0;40.0;55.0;205.0;4640.0;548115.0;105.0;-25.0
81;Utrecht (PV);2016;548115.0;5440.0;2235.0;0.0;1320.0;810.0;105.0;155.0;15.0;235.0;915.0;90.0;80.0;190.0;75.0;480.0;630.0;855.0;185.0;115.0;40.0;55.0;20.0;560.0;15.0;150.0;10.0;60.0;325.0;6190.0;554305.0;115.0;-40.0
82;Utrecht (PV);2017;554305.0;5785.0;3435.0;5.0;1805.0;1265.0;10.0;150.0;40.0;345.0;1625.0;85.0;1010.0;45.0;80.0;400.0;570.0;5385.0;520.0;165.0;45.0;90.0;35.0;4700.0;590.0;3675.0;10.0;75.0;350.0;3260.0;557565.0;105.0;-50.0
83;Utrecht (PV);2018;557565.0;5600.0;2060.0;0.0;1540.0;1115.0;20.0;105.0;20.0;285.0;520.0;80.0;70.0;5.0;130.0;235.0;470.0;495.0;85.0;90.0;30.0;40.0;20.0;320.0;10.0;0.0;40.0;65.0;200.0;6695.0;564255.0;75.0;-20.0
84;Utrecht (PV);2019;578905.0;6020.0;1995.0;0.0;1335.0;850.0;20.0;175.0;10.0;275.0;665.0;135.0;225.0;55.0;100.0;150.0;400.0;600.0;100.0;115.0;55.0;35.0;25.0;380.0;90.0;70.0;10.0;55.0;155.0;7020.0;585925.0;120.0;-25.0
