ID;SICOrInstitutionalSector;TypeOfCapitalAsset;Periods;CapitalStockOpeningBalanceSheet_1;Revaluation_2;InvestInFixedAssetsProdAndImport_3;Depreciation_4;TradeAndOtherChanges_5;StatisticalDiscrepancy_6;CapitalStockClosingBalanceSheet_7;VolumeIndices2021100_8
4962;20 Manufacture of chemicals;Total capital stock;1998;23948.0;122.0;1614.0;1473.0;0.0;0.0;24211.0;87.3
4963;20 Manufacture of chemicals;Total capital stock;1999;24211.0;171.0;1675.0;1476.0;0.0;0.0;24581.0;88.0
4964;20 Manufacture of chemicals;Total capital stock;2000;24581.0;588.0;1540.0;1507.0;0.0;1.0;25203.0;88.1
4965;20 Manufacture of chemicals;Total capital stock;2001;25203.0;501.0;1239.0;1533.0;0.0;-1.0;25409.0;87.1
4966;20 Manufacture of chemicals;Total capital stock;2002;25409.0;732.0;1909.0;1564.0;0.0;1.0;26487.0;88.3
4967;20 Manufacture of chemicals;Total capital stock;2003;26487.0;154.0;1947.0;1579.0;0.0;0.0;27009.0;89.5
4968;20 Manufacture of chemicals;Total capital stock;2004;27009.0;392.0;1426.0;1594.0;0.0;0.0;27233.0;88.9
4969;20 Manufacture of chemicals;Total capital stock;2005;27233.0;420.0;1398.0;1604.0;0.0;1.0;27448.0;88.3
4970;20 Manufacture of chemicals;Total capital stock;2006;27448.0;486.0;1763.0;1623.0;0.0;0.0;28074.0;88.7
4971;20 Manufacture of chemicals;Total capital stock;2007;28074.0;614.0;1500.0;1652.0;0.0;0.0;28536.0;88.2
4972;20 Manufacture of chemicals;Total capital stock;2008;28536.0;842.0;1855.0;1705.0;0.0;0.0;29528.0;88.7
4973;20 Manufacture of chemicals;Total capital stock;2009;29528.0;572.0;1599.0;1737.0;0.0;0.0;29962.0;88.3
4974;20 Manufacture of chemicals;Total capital stock;2010;29962.0;536.0;1255.0;1749.0;0.0;0.0;30004.0;86.9
4975;20 Manufacture of chemicals;Total capital stock;2011;30004.0;261.0;1926.0;1753.0;0.0;0.0;30438.0;87.4
4976;20 Manufacture of chemicals;Total capital stock;2012;30438.0;613.0;1988.0;1773.0;0.0;1.0;31267.0;88.0
4977;20 Manufacture of chemicals;Total capital stock;2013;31267.0;238.0;1557.0;1779.0;0.0;-1.0;31282.0;87.3
4978;20 Manufacture of chemicals;Total capital stock;2014;31282.0;297.0;1352.0;1806.0;0.0;1.0;31126.0;86.1
4979;20 Manufacture of chemicals;Total capital stock;2015;31126.0;788.0;2443.0;1841.0;0.0;0.0;32516.0;87.7
4980;20 Manufacture of chemicals;Total capital stock;2016;32516.0;212.0;2889.0;1848.0;0.0;-1.0;33768.0;90.5
4981;20 Manufacture of chemicals;Total capital stock;2017;33768.0;173.0;3036.0;1889.0;0.0;1.0;35089.0;93.6
4982;20 Manufacture of chemicals;Total capital stock;2018;35089.0;494.0;3245.0;1942.0;0.0;0.0;36886.0;97.0
4983;20 Manufacture of chemicals;Total capital stock;2019;36886.0;928.0;3091.0;2019.0;0.0;-1.0;38885.0;99.7
4984;20 Manufacture of chemicals;Total capital stock;2020;38885.0;444.0;2612.0;2085.0;0.0;-1.0;39855.0;101.1
4985;20 Manufacture of chemicals;Total capital stock;2021;39855.0;868.0;1689.0;2120.0;0.0;0.0;40292.0;100.0
4986;20 Manufacture of chemicals;Total capital stock;2022;40292.0;3186.0;2297.0;2263.0;0.0;-1.0;43511.0;100.1
4987;20 Manufacture of chemicals;Total capital stock;2023;;;;;;;;
4988;20 Manufacture of chemicals;Dwellings;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4989;20 Manufacture of chemicals;Dwellings;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4990;20 Manufacture of chemicals;Dwellings;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4991;20 Manufacture of chemicals;Dwellings;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4992;20 Manufacture of chemicals;Dwellings;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4993;20 Manufacture of chemicals;Dwellings;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4994;20 Manufacture of chemicals;Dwellings;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4995;20 Manufacture of chemicals;Dwellings;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4996;20 Manufacture of chemicals;Dwellings;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4997;20 Manufacture of chemicals;Dwellings;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4998;20 Manufacture of chemicals;Dwellings;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4999;20 Manufacture of chemicals;Dwellings;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5000;20 Manufacture of chemicals;Dwellings;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5001;20 Manufacture of chemicals;Dwellings;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5002;20 Manufacture of chemicals;Dwellings;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5003;20 Manufacture of chemicals;Dwellings;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5004;20 Manufacture of chemicals;Dwellings;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5005;20 Manufacture of chemicals;Dwellings;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5006;20 Manufacture of chemicals;Dwellings;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5007;20 Manufacture of chemicals;Dwellings;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5008;20 Manufacture of chemicals;Dwellings;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5009;20 Manufacture of chemicals;Dwellings;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5010;20 Manufacture of chemicals;Dwellings;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5011;20 Manufacture of chemicals;Dwellings;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5012;20 Manufacture of chemicals;Dwellings;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5013;20 Manufacture of chemicals;Dwellings;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5014;20 Manufacture of chemicals;Dwellings;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5015;20 Manufacture of chemicals;Dwellings;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5016;20 Manufacture of chemicals;Dwellings;2023;;;;;;;;
5017;20 Manufacture of chemicals;Non-residential buildings;1995;2385.0;144.0;93.0;114.0;0.0;1.0;2509.0;136.0
5018;20 Manufacture of chemicals;Non-residential buildings;1996;2509.0;84.0;75.0;116.0;0.0;0.0;2552.0;133.8
5019;20 Manufacture of chemicals;Non-residential buildings;1997;2552.0;59.0;111.0;118.0;0.0;1.0;2605.0;133.5
5020;20 Manufacture of chemicals;Non-residential buildings;1998;2605.0;70.0;80.0;120.0;0.0;1.0;2636.0;131.6
5021;20 Manufacture of chemicals;Non-residential buildings;1999;2636.0;84.0;137.0;123.0;0.0;0.0;2734.0;132.3
5022;20 Manufacture of chemicals;Non-residential buildings;2000;2734.0;137.0;92.0;131.0;0.0;2.0;2834.0;130.6
5023;20 Manufacture of chemicals;Non-residential buildings;2001;2834.0;155.0;88.0;135.0;0.0;1.0;2943.0;128.5
5024;20 Manufacture of chemicals;Non-residential buildings;2002;2943.0;137.0;122.0;138.0;0.0;-2.0;3062.0;127.8
5025;20 Manufacture of chemicals;Non-residential buildings;2003;3062.0;67.0;75.0;143.0;0.0;0.0;3061.0;125.0
5026;20 Manufacture of chemicals;Non-residential buildings;2004;3061.0;53.0;126.0;144.0;0.0;2.0;3098.0;124.4
5027;20 Manufacture of chemicals;Non-residential buildings;2005;3098.0;76.0;79.0;145.0;0.0;-1.0;3107.0;121.8
5028;20 Manufacture of chemicals;Non-residential buildings;2006;3107.0;111.0;107.0;151.0;0.0;1.0;3175.0;120.1
5029;20 Manufacture of chemicals;Non-residential buildings;2007;3175.0;73.0;81.0;150.0;0.0;0.0;3179.0;117.6
5030;20 Manufacture of chemicals;Non-residential buildings;2008;3179.0;112.0;96.0;151.0;0.0;-3.0;3233.0;115.5
5031;20 Manufacture of chemicals;Non-residential buildings;2009;3233.0;121.0;60.0;155.0;0.0;-1.0;3258.0;112.2
5032;20 Manufacture of chemicals;Non-residential buildings;2010;3258.0;61.0;52.0;154.0;0.0;-1.0;3216.0;108.7
5033;20 Manufacture of chemicals;Non-residential buildings;2011;3216.0;-9.0;120.0;153.0;0.0;1.0;3175.0;107.6
5034;20 Manufacture of chemicals;Non-residential buildings;2012;3175.0;-25.0;107.0;151.0;0.0;2.0;3108.0;106.2
5035;20 Manufacture of chemicals;Non-residential buildings;2013;3108.0;38.0;110.0;150.0;0.0;0.0;3106.0;104.8
5036;20 Manufacture of chemicals;Non-residential buildings;2014;3106.0;11.0;63.0;149.0;0.0;0.0;3031.0;102.0
5037;20 Manufacture of chemicals;Non-residential buildings;2015;3031.0;-63.0;69.0;141.0;0.0;0.0;2896.0;99.5
5038;20 Manufacture of chemicals;Non-residential buildings;2016;2896.0;-22.0;226.0;139.0;0.0;-1.0;2960.0;102.5
5039;20 Manufacture of chemicals;Non-residential buildings;2017;2960.0;1.0;103.0;141.0;0.0;1.0;2924.0;101.2
5040;20 Manufacture of chemicals;Non-residential buildings;2018;2924.0;43.0;200.0;142.0;0.0;0.0;3025.0;103.2
5041;20 Manufacture of chemicals;Non-residential buildings;2019;3025.0;74.0;173.0;148.0;0.0;1.0;3125.0;104.0
5042;20 Manufacture of chemicals;Non-residential buildings;2020;3125.0;128.0;98.0;152.0;0.0;-1.0;3198.0;102.3
5043;20 Manufacture of chemicals;Non-residential buildings;2021;3198.0;106.0;82.0;155.0;0.0;0.0;3231.0;100.0
5044;20 Manufacture of chemicals;Non-residential buildings;2022;3231.0;113.0;186.0;160.0;0.0;1.0;3371.0;100.8
5045;20 Manufacture of chemicals;Non-residential buildings;2023;;;;;;;;
5046;20 Manufacture of chemicals;Civil engineering works;1995;1332.0;5.0;12.0;37.0;0.0;0.0;1312.0;31.6
5047;20 Manufacture of chemicals;Civil engineering works;1996;1312.0;33.0;15.0;38.0;0.0;1.0;1323.0;31.1
5048;20 Manufacture of chemicals;Civil engineering works;1997;1323.0;19.0;34.0;38.0;0.0;0.0;1338.0;31.0
5049;20 Manufacture of chemicals;Civil engineering works;1998;1338.0;26.0;25.0;38.0;0.0;0.0;1351.0;30.7
5050;20 Manufacture of chemicals;Civil engineering works;1999;1351.0;27.0;33.0;39.0;0.0;0.0;1372.0;30.5
5051;20 Manufacture of chemicals;Civil engineering works;2000;1372.0;51.0;55.0;40.0;0.0;-1.0;1437.0;30.8
5052;20 Manufacture of chemicals;Civil engineering works;2001;1437.0;63.0;33.0;42.0;0.0;0.0;1491.0;30.7
5053;20 Manufacture of chemicals;Civil engineering works;2002;1491.0;53.0;29.0;44.0;0.0;1.0;1530.0;30.4
5054;20 Manufacture of chemicals;Civil engineering works;2003;1530.0;34.0;18.0;44.0;0.0;0.0;1538.0;29.9
5055;20 Manufacture of chemicals;Civil engineering works;2004;1538.0;6.0;28.0;44.0;0.0;-1.0;1527.0;29.5
5056;20 Manufacture of chemicals;Civil engineering works;2005;1527.0;11.0;13.0;44.0;0.0;1.0;1508.0;29.0
5057;20 Manufacture of chemicals;Civil engineering works;2006;1508.0;42.0;22.0;44.0;0.0;-1.0;1527.0;28.5
5058;20 Manufacture of chemicals;Civil engineering works;2007;1527.0;49.0;25.0;45.0;0.0;-1.0;1555.0;28.2
5059;20 Manufacture of chemicals;Civil engineering works;2008;1555.0;71.0;17.0;47.0;0.0;0.0;1596.0;27.6
5060;20 Manufacture of chemicals;Civil engineering works;2009;1596.0;-20.0;10.0;45.0;0.0;0.0;1541.0;27.0
5061;20 Manufacture of chemicals;Civil engineering works;2010;1541.0;29.0;6.0;45.0;0.0;0.0;1531.0;26.4
5062;20 Manufacture of chemicals;Civil engineering works;2011;1531.0;27.0;11.0;45.0;0.0;0.0;1524.0;25.8
5063;20 Manufacture of chemicals;Civil engineering works;2012;1524.0;23.0;15.0;45.0;0.0;0.0;1517.0;25.3
5064;20 Manufacture of chemicals;Civil engineering works;2013;1517.0;11.0;19.0;45.0;0.0;1.0;1503.0;24.9
5065;20 Manufacture of chemicals;Civil engineering works;2014;1503.0;3.0;19.0;44.0;0.0;-1.0;1480.0;24.4
5066;20 Manufacture of chemicals;Civil engineering works;2015;1480.0;-14.0;599.0;49.0;0.0;-1.0;2015.0;33.6
5067;20 Manufacture of chemicals;Civil engineering works;2016;2015.0;-12.0;890.0;64.0;0.0;1.0;2830.0;47.5
5068;20 Manufacture of chemicals;Civil engineering works;2017;2830.0;76.0;1111.0;86.0;0.0;0.0;3931.0;64.2
5069;20 Manufacture of chemicals;Civil engineering works;2018;3931.0;134.0;1321.0;114.0;0.0;0.0;5272.0;83.2
5070;20 Manufacture of chemicals;Civil engineering works;2019;5272.0;139.0;872.0;139.0;0.0;0.0;6144.0;94.5
5071;20 Manufacture of chemicals;Civil engineering works;2020;6144.0;53.0;645.0;155.0;0.0;1.0;6688.0;102.0
5072;20 Manufacture of chemicals;Civil engineering works;2021;6688.0;312.0;31.0;169.0;0.0;0.0;6862.0;100.0
5073;20 Manufacture of chemicals;Civil engineering works;2022;6862.0;879.0;110.0;190.0;0.0;0.0;7661.0;99.0
5074;20 Manufacture of chemicals;Civil engineering works;2023;;;;;;;;
5075;20 Manufacture of chemicals;Cost of ownership transfer on land;1995;10.0;1.0;1.0;1.0;0.0;0.0;11.0;832.9
5076;20 Manufacture of chemicals;Cost of ownership transfer on land;1996;11.0;1.0;0.0;1.0;0.0;-1.0;10.0;694.1
5077;20 Manufacture of chemicals;Cost of ownership transfer on land;1997;10.0;1.0;1.0;1.0;0.0;0.0;11.0;694.1
5078;20 Manufacture of chemicals;Cost of ownership transfer on land;1998;11.0;1.0;1.0;1.0;0.0;-1.0;11.0;636.2
5079;20 Manufacture of chemicals;Cost of ownership transfer on land;1999;11.0;1.0;1.0;1.0;0.0;1.0;13.0;689.2
5080;20 Manufacture of chemicals;Cost of ownership transfer on land;2000;13.0;1.0;0.0;1.0;0.0;0.0;13.0;640.0
5081;20 Manufacture of chemicals;Cost of ownership transfer on land;2001;13.0;1.0;1.0;1.0;0.0;-1.0;13.0;594.3
5082;20 Manufacture of chemicals;Cost of ownership transfer on land;2002;13.0;0.0;0.0;1.0;0.0;0.0;12.0;548.6
5083;20 Manufacture of chemicals;Cost of ownership transfer on land;2003;12.0;0.0;0.0;1.0;0.0;0.0;11.0;502.9
5084;20 Manufacture of chemicals;Cost of ownership transfer on land;2004;11.0;0.0;0.0;1.0;0.0;0.0;10.0;457.1
5085;20 Manufacture of chemicals;Cost of ownership transfer on land;2005;10.0;0.0;0.0;1.0;0.0;0.0;9.0;411.4
5086;20 Manufacture of chemicals;Cost of ownership transfer on land;2006;9.0;0.0;0.0;1.0;0.0;1.0;9.0;411.4
5087;20 Manufacture of chemicals;Cost of ownership transfer on land;2007;9.0;0.0;1.0;1.0;0.0;0.0;9.0;411.4
5088;20 Manufacture of chemicals;Cost of ownership transfer on land;2008;9.0;0.0;0.0;1.0;0.0;0.0;8.0;365.7
5089;20 Manufacture of chemicals;Cost of ownership transfer on land;2009;8.0;0.0;0.0;1.0;0.0;0.0;7.0;320.0
5090;20 Manufacture of chemicals;Cost of ownership transfer on land;2010;7.0;0.0;0.0;1.0;0.0;1.0;7.0;320.0
5091;20 Manufacture of chemicals;Cost of ownership transfer on land;2011;7.0;-1.0;0.0;1.0;0.0;0.0;5.0;266.7
5092;20 Manufacture of chemicals;Cost of ownership transfer on land;2012;5.0;-1.0;0.0;0.0;0.0;0.0;4.0;266.7
5093;20 Manufacture of chemicals;Cost of ownership transfer on land;2013;4.0;0.0;0.0;0.0;0.0;-1.0;3.0;200.0
5094;20 Manufacture of chemicals;Cost of ownership transfer on land;2014;3.0;0.0;0.0;0.0;0.0;0.0;3.0;200.0
5095;20 Manufacture of chemicals;Cost of ownership transfer on land;2015;3.0;0.0;0.0;0.0;0.0;0.0;3.0;200.0
5096;20 Manufacture of chemicals;Cost of ownership transfer on land;2016;3.0;1.0;0.0;0.0;0.0;-1.0;3.0;150.0
5097;20 Manufacture of chemicals;Cost of ownership transfer on land;2017;3.0;0.0;0.0;0.0;0.0;0.0;3.0;150.0
5098;20 Manufacture of chemicals;Cost of ownership transfer on land;2018;3.0;0.0;0.0;0.0;0.0;-1.0;2.0;100.0
5099;20 Manufacture of chemicals;Cost of ownership transfer on land;2019;2.0;0.0;0.0;0.0;0.0;0.0;2.0;100.0
5100;20 Manufacture of chemicals;Cost of ownership transfer on land;2020;2.0;0.0;0.0;0.0;0.0;0.0;2.0;100.0
5101;20 Manufacture of chemicals;Cost of ownership transfer on land;2021;2.0;0.0;0.0;0.0;0.0;0.0;2.0;100.0
5102;20 Manufacture of chemicals;Cost of ownership transfer on land;2022;2.0;0.0;0.0;0.0;0.0;0.0;2.0;100.0
5103;20 Manufacture of chemicals;Cost of ownership transfer on land;2023;;;;;;;;
5104;20 Manufacture of chemicals;Total transport equipment;1995;54.0;0.0;8.0;10.0;0.0;-1.0;51.0;131.6
5105;20 Manufacture of chemicals;Total transport equipment;1996;51.0;1.0;6.0;10.0;0.0;0.0;48.0;121.5
5106;20 Manufacture of chemicals;Total transport equipment;1997;48.0;0.0;12.0;9.0;0.0;-1.0;50.0;126.5
5107;20 Manufacture of chemicals;Total transport equipment;1998;50.0;0.0;8.0;9.0;0.0;-1.0;48.0;121.5
5108;20 Manufacture of chemicals;Total transport equipment;1999;48.0;0.0;11.0;9.0;0.0;0.0;50.0;126.5
5109;20 Manufacture of chemicals;Total transport equipment;2000;50.0;2.0;13.0;10.0;0.0;-1.0;54.0;131.4
5110;20 Manufacture of chemicals;Total transport equipment;2001;54.0;1.0;11.0;10.0;0.0;0.0;56.0;133.8
5111;20 Manufacture of chemicals;Total transport equipment;2002;56.0;0.0;9.0;10.0;0.0;0.0;55.0;131.4
5112;20 Manufacture of chemicals;Total transport equipment;2003;55.0;0.0;9.0;10.0;0.0;0.0;54.0;129.0
5113;20 Manufacture of chemicals;Total transport equipment;2004;54.0;1.0;9.0;10.0;0.0;0.0;54.0;126.7
5114;20 Manufacture of chemicals;Total transport equipment;2005;54.0;1.0;7.0;10.0;0.0;0.0;52.0;119.8
5115;20 Manufacture of chemicals;Total transport equipment;2006;52.0;1.0;12.0;9.0;0.0;-1.0;55.0;124.3
5116;20 Manufacture of chemicals;Total transport equipment;2007;55.0;1.0;13.0;11.0;0.0;1.0;59.0;130.9
5117;20 Manufacture of chemicals;Total transport equipment;2008;59.0;-1.0;18.0;11.0;0.0;0.0;65.0;146.7
5118;20 Manufacture of chemicals;Total transport equipment;2009;65.0;0.0;7.0;11.0;0.0;1.0;62.0;140.0
5119;20 Manufacture of chemicals;Total transport equipment;2010;62.0;0.0;3.0;11.0;0.0;1.0;55.0;124.2
5120;20 Manufacture of chemicals;Total transport equipment;2011;55.0;-1.0;14.0;9.0;0.0;0.0;59.0;135.7
5121;20 Manufacture of chemicals;Total transport equipment;2012;59.0;0.0;12.0;10.0;0.0;0.0;61.0;140.2
5122;20 Manufacture of chemicals;Total transport equipment;2013;61.0;0.0;8.0;10.0;0.0;0.0;59.0;135.7
5123;20 Manufacture of chemicals;Total transport equipment;2014;59.0;0.0;5.0;10.0;0.0;1.0;55.0;126.5
5124;20 Manufacture of chemicals;Total transport equipment;2015;55.0;1.0;6.0;9.0;0.0;-1.0;52.0;117.4
5125;20 Manufacture of chemicals;Total transport equipment;2016;52.0;1.0;5.0;9.0;0.0;1.0;50.0;110.8
5126;20 Manufacture of chemicals;Total transport equipment;2017;50.0;1.0;6.0;8.0;0.0;-1.0;48.0;104.3
5127;20 Manufacture of chemicals;Total transport equipment;2018;48.0;1.0;5.0;8.0;0.0;0.0;46.0;97.9
5128;20 Manufacture of chemicals;Total transport equipment;2019;46.0;1.0;10.0;8.0;0.0;0.0;49.0;102.0
5129;20 Manufacture of chemicals;Total transport equipment;2020;49.0;2.0;6.0;9.0;0.0;1.0;49.0;98.0
5130;20 Manufacture of chemicals;Total transport equipment;2021;49.0;1.0;9.0;8.0;0.0;0.0;51.0;100.0
5131;20 Manufacture of chemicals;Total transport equipment;2022;51.0;3.0;9.0;9.0;0.0;0.0;54.0;100.0
5132;20 Manufacture of chemicals;Total transport equipment;2023;;;;;;;;
5133;20 Manufacture of chemicals;Passenger cars;1995;47.0;0.0;6.0;9.0;0.0;0.0;44.0;160.2
5134;20 Manufacture of chemicals;Passenger cars;1996;44.0;1.0;5.0;9.0;0.0;0.0;41.0;145.9
5135;20 Manufacture of chemicals;Passenger cars;1997;41.0;0.0;11.0;8.0;0.0;-1.0;43.0;153.1
5136;20 Manufacture of chemicals;Passenger cars;1998;43.0;0.0;7.0;8.0;0.0;0.0;42.0;149.5
5137;20 Manufacture of chemicals;Passenger cars;1999;42.0;0.0;9.0;8.0;0.0;0.0;43.0;153.1
5138;20 Manufacture of chemicals;Passenger cars;2000;43.0;1.0;11.0;9.0;0.0;1.0;47.0;163.5
5139;20 Manufacture of chemicals;Passenger cars;2001;47.0;1.0;10.0;9.0;0.0;-1.0;48.0;163.5
5140;20 Manufacture of chemicals;Passenger cars;2002;48.0;0.0;8.0;9.0;0.0;1.0;48.0;163.5
5141;20 Manufacture of chemicals;Passenger cars;2003;48.0;0.0;7.0;9.0;0.0;0.0;46.0;156.7
5142;20 Manufacture of chemicals;Passenger cars;2004;46.0;1.0;8.0;9.0;0.0;0.0;46.0;153.3
5143;20 Manufacture of chemicals;Passenger cars;2005;46.0;1.0;6.0;9.0;0.0;1.0;45.0;146.8
5144;20 Manufacture of chemicals;Passenger cars;2006;45.0;1.0;10.0;8.0;0.0;-1.0;47.0;150.0
5145;20 Manufacture of chemicals;Passenger cars;2007;47.0;1.0;10.0;9.0;0.0;0.0;49.0;153.1
5146;20 Manufacture of chemicals;Passenger cars;2008;49.0;-1.0;16.0;9.0;0.0;0.0;55.0;175.5
5147;20 Manufacture of chemicals;Passenger cars;2009;55.0;0.0;6.0;9.0;0.0;0.0;52.0;165.9
5148;20 Manufacture of chemicals;Passenger cars;2010;52.0;0.0;3.0;9.0;0.0;1.0;47.0;149.9
5149;20 Manufacture of chemicals;Passenger cars;2011;47.0;-1.0;14.0;8.0;0.0;0.0;52.0;169.5
5150;20 Manufacture of chemicals;Passenger cars;2012;52.0;0.0;12.0;9.0;0.0;0.0;55.0;179.3
5151;20 Manufacture of chemicals;Passenger cars;2013;55.0;0.0;8.0;9.0;0.0;0.0;54.0;176.0
5152;20 Manufacture of chemicals;Passenger cars;2014;54.0;0.0;5.0;9.0;0.0;1.0;51.0;166.2
5153;20 Manufacture of chemicals;Passenger cars;2015;51.0;1.0;6.0;8.0;0.0;-1.0;49.0;156.7
5154;20 Manufacture of chemicals;Passenger cars;2016;49.0;1.0;3.0;8.0;0.0;0.0;45.0;141.0
5155;20 Manufacture of chemicals;Passenger cars;2017;45.0;1.0;5.0;7.0;0.0;-1.0;43.0;131.8
5156;20 Manufacture of chemicals;Passenger cars;2018;43.0;1.0;4.0;7.0;0.0;0.0;41.0;122.8
5157;20 Manufacture of chemicals;Passenger cars;2019;41.0;1.0;4.0;7.0;0.0;0.0;39.0;114.0
5158;20 Manufacture of chemicals;Passenger cars;2020;39.0;1.0;4.0;7.0;0.0;1.0;38.0;108.3
5159;20 Manufacture of chemicals;Passenger cars;2021;38.0;1.0;3.0;6.0;0.0;0.0;36.0;100.0
5160;20 Manufacture of chemicals;Passenger cars;2022;36.0;2.0;5.0;6.0;0.0;0.0;37.0;97.4
5161;20 Manufacture of chemicals;Passenger cars;2023;;;;;;;;
5162;20 Manufacture of chemicals;Other road transport equipment;1995;7.0;0.0;2.0;1.0;0.0;-1.0;7.0;46.7
5163;20 Manufacture of chemicals;Other road transport equipment;1996;7.0;0.0;1.0;1.0;0.0;0.0;7.0;46.7
5164;20 Manufacture of chemicals;Other road transport equipment;1997;7.0;0.0;1.0;1.0;0.0;-1.0;6.0;40.0
5165;20 Manufacture of chemicals;Other road transport equipment;1998;6.0;0.0;1.0;1.0;0.0;0.0;6.0;40.0
5166;20 Manufacture of chemicals;Other road transport equipment;1999;6.0;0.0;2.0;1.0;0.0;0.0;7.0;46.7
5167;20 Manufacture of chemicals;Other road transport equipment;2000;7.0;0.0;2.0;1.0;0.0;0.0;8.0;53.3
5168;20 Manufacture of chemicals;Other road transport equipment;2001;8.0;0.0;1.0;1.0;0.0;-1.0;7.0;46.7
5169;20 Manufacture of chemicals;Other road transport equipment;2002;7.0;0.0;1.0;1.0;0.0;0.0;7.0;46.7
5170;20 Manufacture of chemicals;Other road transport equipment;2003;7.0;0.0;2.0;1.0;0.0;0.0;8.0;53.3
5171;20 Manufacture of chemicals;Other road transport equipment;2004;8.0;0.0;1.0;1.0;0.0;-1.0;7.0;46.7
5172;20 Manufacture of chemicals;Other road transport equipment;2005;7.0;0.0;1.0;1.0;0.0;0.0;7.0;46.7
5173;20 Manufacture of chemicals;Other road transport equipment;2006;7.0;0.0;2.0;1.0;0.0;0.0;8.0;53.3
5174;20 Manufacture of chemicals;Other road transport equipment;2007;8.0;0.0;3.0;2.0;0.0;0.0;9.0;60.0
5175;20 Manufacture of chemicals;Other road transport equipment;2008;9.0;0.0;2.0;2.0;0.0;1.0;10.0;66.7
5176;20 Manufacture of chemicals;Other road transport equipment;2009;10.0;0.0;1.0;2.0;0.0;0.0;9.0;60.0
5177;20 Manufacture of chemicals;Other road transport equipment;2010;9.0;0.0;0.0;2.0;0.0;1.0;8.0;53.3
5178;20 Manufacture of chemicals;Other road transport equipment;2011;8.0;0.0;0.0;1.0;0.0;0.0;7.0;46.7
5179;20 Manufacture of chemicals;Other road transport equipment;2012;7.0;0.0;0.0;1.0;0.0;0.0;6.0;40.0
5180;20 Manufacture of chemicals;Other road transport equipment;2013;6.0;0.0;0.0;1.0;0.0;0.0;5.0;33.3
5181;20 Manufacture of chemicals;Other road transport equipment;2014;5.0;0.0;0.0;1.0;0.0;0.0;4.0;26.7
5182;20 Manufacture of chemicals;Other road transport equipment;2015;4.0;0.0;0.0;1.0;0.0;1.0;4.0;26.7
5183;20 Manufacture of chemicals;Other road transport equipment;2016;4.0;0.0;2.0;1.0;0.0;0.0;5.0;33.3
5184;20 Manufacture of chemicals;Other road transport equipment;2017;5.0;0.0;1.0;1.0;0.0;0.0;5.0;33.3
5185;20 Manufacture of chemicals;Other road transport equipment;2018;5.0;0.0;1.0;1.0;0.0;0.0;5.0;33.3
5186;20 Manufacture of chemicals;Other road transport equipment;2019;5.0;0.0;6.0;1.0;0.0;0.0;10.0;66.7
5187;20 Manufacture of chemicals;Other road transport equipment;2020;10.0;0.0;2.0;2.0;0.0;0.0;10.0;66.7
5188;20 Manufacture of chemicals;Other road transport equipment;2021;10.0;0.0;6.0;2.0;0.0;1.0;15.0;100.0
5189;20 Manufacture of chemicals;Other road transport equipment;2022;15.0;1.0;4.0;3.0;0.0;0.0;17.0;106.2
5190;20 Manufacture of chemicals;Other road transport equipment;2023;;;;;;;;
5191;20 Manufacture of chemicals;Trains and trams;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5192;20 Manufacture of chemicals;Trains and trams;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
