ID;Afvalsoort;RegioS;Perioden;HuishoudelijkRestafvalKgPerInwoner_1;HuishoudelijkRestafvalTonnages_2
1475;Organische natte fractie wv biogranulaat;Haarlem;2023;0.0;0.0
1476;Organische natte fractie wv biogranulaat;Haarlemmermeer;2023;;
1477;Organische natte fractie wv biogranulaat;Halderberge;2023;;
1478;Organische natte fractie wv biogranulaat;Hardenberg;2023;;
1479;Organische natte fractie wv biogranulaat;Harderwijk;2023;22.9;1119.6
1480;Organische natte fractie wv biogranulaat;Hardinxveld-Giessendam;2023;0.0;0.0
1481;Organische natte fractie wv biogranulaat;Harlingen;2023;30.8;499.1
1482;Organische natte fractie wv biogranulaat;Hattem;2023;;
1483;Organische natte fractie wv biogranulaat;Heemskerk;2023;0.0;0.0
1484;Organische natte fractie wv biogranulaat;Heemstede;2023;;
1485;Organische natte fractie wv biogranulaat;Heerde;2023;;
1486;Organische natte fractie wv biogranulaat;Heerenveen;2023;18.9;973.8
1487;Organische natte fractie wv biogranulaat;Heerlen;2023;;
1488;Organische natte fractie wv biogranulaat;Heeze-Leende;2023;;
1489;Organische natte fractie wv biogranulaat;Heiloo;2023;;
1490;Organische natte fractie wv biogranulaat;Den Helder;2023;;
1491;Organische natte fractie wv biogranulaat;Hellendoorn;2023;;
1492;Organische natte fractie wv biogranulaat;Helmond;2023;;
1493;Organische natte fractie wv biogranulaat;Hendrik-Ido-Ambacht;2023;;
1494;Organische natte fractie wv biogranulaat;Hengelo (O.);2023;;
1495;Organische natte fractie wv biogranulaat;'s-Hertogenbosch;2023;;
1496;Organische natte fractie wv biogranulaat;Heumen;2023;;
1497;Organische natte fractie wv biogranulaat;Heusden;2023;;
1498;Organische natte fractie wv biogranulaat;Hillegom;2023;;
1499;Organische natte fractie wv biogranulaat;Hilvarenbeek;2023;;
1500;Organische natte fractie wv biogranulaat;Hilversum;2023;;
1501;Organische natte fractie wv biogranulaat;Hoeksche Waard;2023;;
1502;Organische natte fractie wv biogranulaat;Hof van Twente;2023;;
1503;Organische natte fractie wv biogranulaat;Het Hogeland;2023;5.8;281.0
1504;Organische natte fractie wv biogranulaat;Hollands Kroon;2023;;
1505;Organische natte fractie wv biogranulaat;Hoogeveen;2023;;
1506;Organische natte fractie wv biogranulaat;Hoorn;2023;;
1507;Organische natte fractie wv biogranulaat;Horst aan de Maas;2023;;
1508;Organische natte fractie wv biogranulaat;Houten;2023;0.0;0.0
1509;Organische natte fractie wv biogranulaat;Huizen;2023;;
1510;Organische natte fractie wv biogranulaat;Hulst;2023;;
1511;Organische natte fractie wv biogranulaat;IJsselstein;2023;;
1512;Organische natte fractie wv biogranulaat;Kaag en Braassem;2023;;
1513;Organische natte fractie wv biogranulaat;Kampen;2023;;
1514;Organische natte fractie wv biogranulaat;Kapelle;2023;;
1515;Organische natte fractie wv biogranulaat;Katwijk;2023;;
1516;Organische natte fractie wv biogranulaat;Kerkrade;2023;;
1517;Organische natte fractie wv biogranulaat;Koggenland;2023;0.0;0.0
1518;Organische natte fractie wv biogranulaat;Krimpen aan den IJssel;2023;;
1519;Organische natte fractie wv biogranulaat;Krimpenerwaard;2023;;
1520;Organische natte fractie wv biogranulaat;Laarbeek;2023;;
1521;Organische natte fractie wv biogranulaat;Land van Cuijk;2023;;
1522;Organische natte fractie wv biogranulaat;Landgraaf;2023;;
1523;Organische natte fractie wv biogranulaat;Landsmeer;2023;0.0;0.0
1524;Organische natte fractie wv biogranulaat;Lansingerland;2023;;
1525;Organische natte fractie wv biogranulaat;Laren (NH.);2023;;
1526;Organische natte fractie wv biogranulaat;Leeuwarden;2023;24.3;3089.2
1527;Organische natte fractie wv biogranulaat;Leiden;2023;0.0;0.0
1528;Organische natte fractie wv biogranulaat;Leiderdorp;2023;0.0;0.0
1529;Organische natte fractie wv biogranulaat;Leidschendam-Voorburg;2023;0.0;0.0
1530;Organische natte fractie wv biogranulaat;Lelystad;2023;;
1531;Organische natte fractie wv biogranulaat;Leudal;2023;;
1532;Organische natte fractie wv biogranulaat;Leusden;2023;;
1533;Organische natte fractie wv biogranulaat;Lingewaard;2023;;
1534;Organische natte fractie wv biogranulaat;Lisse;2023;;
1535;Organische natte fractie wv biogranulaat;Lochem;2023;;
1536;Organische natte fractie wv biogranulaat;Loon op Zand;2023;;
1537;Organische natte fractie wv biogranulaat;Lopik;2023;;
1538;Organische natte fractie wv biogranulaat;Losser;2023;;
1539;Organische natte fractie wv biogranulaat;Maasdriel;2023;;
1540;Organische natte fractie wv biogranulaat;Maasgouw;2023;;
1541;Organische natte fractie wv biogranulaat;Maashorst;2023;;
1542;Organische natte fractie wv biogranulaat;Maassluis;2023;;
1543;Organische natte fractie wv biogranulaat;Maastricht;2023;;
1544;Organische natte fractie wv biogranulaat;Medemblik;2023;0.0;0.0
1545;Organische natte fractie wv biogranulaat;Meerssen;2023;;
1546;Organische natte fractie wv biogranulaat;Meierijstad;2023;;
1547;Organische natte fractie wv biogranulaat;Meppel;2023;;
1548;Organische natte fractie wv biogranulaat;Middelburg (Z.);2023;;
1549;Organische natte fractie wv biogranulaat;Midden-Delfland;2023;;
1550;Organische natte fractie wv biogranulaat;Midden-Drenthe;2023;;
1551;Organische natte fractie wv biogranulaat;Midden-Groningen;2023;;
1552;Organische natte fractie wv biogranulaat;Moerdijk;2023;;
1553;Organische natte fractie wv biogranulaat;Molenlanden;2023;0.0;0.0
1554;Organische natte fractie wv biogranulaat;Montferland;2023;;
1555;Organische natte fractie wv biogranulaat;Montfoort;2023;;
1556;Organische natte fractie wv biogranulaat;Mook en Middelaar;2023;;
1557;Organische natte fractie wv biogranulaat;Neder-Betuwe;2023;;
1558;Organische natte fractie wv biogranulaat;Nederweert;2023;;
1559;Organische natte fractie wv biogranulaat;Nieuwegein;2023;0.0;0.0
1560;Organische natte fractie wv biogranulaat;Nieuwkoop;2023;;
1561;Organische natte fractie wv biogranulaat;Nijkerk;2023;;
1562;Organische natte fractie wv biogranulaat;Nijmegen;2023;0.0;0.0
1563;Organische natte fractie wv biogranulaat;Nissewaard;2023;;
1564;Organische natte fractie wv biogranulaat;Noardeast-Fryslân;2023;30.1;1379.7
1565;Organische natte fractie wv biogranulaat;Noord-Beveland;2023;0.0;0.0
1566;Organische natte fractie wv biogranulaat;Noordenveld;2023;;
1567;Organische natte fractie wv biogranulaat;Noordoostpolder;2023;;
1568;Organische natte fractie wv biogranulaat;Noordwijk;2023;;
1569;Organische natte fractie wv biogranulaat;Nuenen, Gerwen en Nederwetten;2023;;
1570;Organische natte fractie wv biogranulaat;Nunspeet;2023;29.6;851.6
1571;Organische natte fractie wv biogranulaat;Oegstgeest;2023;0.0;0.0
1572;Organische natte fractie wv biogranulaat;Oirschot;2023;;
1573;Organische natte fractie wv biogranulaat;Oisterwijk;2023;;
1574;Organische natte fractie wv biogranulaat;Oldambt;2023;;
1575;Organische natte fractie wv biogranulaat;Oldebroek;2023;22.0;534.3
1576;Organische natte fractie wv biogranulaat;Oldenzaal;2023;;
1577;Organische natte fractie wv biogranulaat;Olst-Wijhe;2023;;
1578;Organische natte fractie wv biogranulaat;Ommen;2023;;
1579;Organische natte fractie wv biogranulaat;Oost Gelre;2023;;
1580;Organische natte fractie wv biogranulaat;Oosterhout;2023;;
1581;Organische natte fractie wv biogranulaat;Ooststellingwerf;2023;20.2;521.7
1582;Organische natte fractie wv biogranulaat;Oostzaan;2023;;
1583;Organische natte fractie wv biogranulaat;Opmeer;2023;;
1584;Organische natte fractie wv biogranulaat;Opsterland;2023;22.9;687.3
1585;Organische natte fractie wv biogranulaat;Oss;2023;;
1586;Organische natte fractie wv biogranulaat;Oude IJsselstreek;2023;;
1587;Organische natte fractie wv biogranulaat;Ouder-Amstel;2023;0.0;0.0
1588;Organische natte fractie wv biogranulaat;Oudewater;2023;;
1589;Organische natte fractie wv biogranulaat;Overbetuwe;2023;;
1590;Organische natte fractie wv biogranulaat;Papendrecht;2023;0.0;0.0
1591;Organische natte fractie wv biogranulaat;Peel en Maas;2023;;
1592;Organische natte fractie wv biogranulaat;Pekela;2023;;
1593;Organische natte fractie wv biogranulaat;Pijnacker-Nootdorp;2023;;
1594;Organische natte fractie wv biogranulaat;Purmerend;2023;0.0;0.0
1595;Organische natte fractie wv biogranulaat;Putten;2023;9.5;237.8
1596;Organische natte fractie wv biogranulaat;Raalte;2023;;
1597;Organische natte fractie wv biogranulaat;Reimerswaal;2023;;
1598;Organische natte fractie wv biogranulaat;Renkum;2023;0.0;0.0
1599;Organische natte fractie wv biogranulaat;Renswoude;2023;0.0;0.0
1600;Organische natte fractie wv biogranulaat;Reusel-De Mierden;2023;;
1601;Organische natte fractie wv biogranulaat;Rheden;2023;;
1602;Organische natte fractie wv biogranulaat;Rhenen;2023;;
1603;Organische natte fractie wv biogranulaat;Ridderkerk;2023;0.0;0.0
1604;Organische natte fractie wv biogranulaat;Rijssen-Holten;2023;;
1605;Organische natte fractie wv biogranulaat;Rijswijk (ZH.);2023;0.0;0.0
1606;Organische natte fractie wv biogranulaat;Roerdalen;2023;;
1607;Organische natte fractie wv biogranulaat;Roermond;2023;;
1608;Organische natte fractie wv biogranulaat;De Ronde Venen;2023;;
1609;Organische natte fractie wv biogranulaat;Roosendaal;2023;;
1610;Organische natte fractie wv biogranulaat;Rotterdam;2023;0.0;0.0
1611;Organische natte fractie wv biogranulaat;Rozendaal;2023;;
1612;Organische natte fractie wv biogranulaat;Rucphen;2023;;
1613;Organische natte fractie wv biogranulaat;Schagen;2023;0.0;0.0
1614;Organische natte fractie wv biogranulaat;Scherpenzeel;2023;;
1615;Organische natte fractie wv biogranulaat;Schiedam;2023;34.4;2772.0
1616;Organische natte fractie wv biogranulaat;Schiermonnikoog;2023;56.9;55.9
1617;Organische natte fractie wv biogranulaat;Schouwen-Duiveland;2023;;
1618;Organische natte fractie wv biogranulaat;Simpelveld;2023;;
1619;Organische natte fractie wv biogranulaat;Sint-Michielsgestel;2023;;
1620;Organische natte fractie wv biogranulaat;Sittard-Geleen;2023;0.0;0.0
1621;Organische natte fractie wv biogranulaat;Sliedrecht;2023;;
1622;Organische natte fractie wv biogranulaat;Sluis;2023;;
1623;Organische natte fractie wv biogranulaat;Smallingerland;2023;0.0;0.0
1624;Organische natte fractie wv biogranulaat;Soest;2023;0.0;0.0
1625;Organische natte fractie wv biogranulaat;Someren;2023;;
1626;Organische natte fractie wv biogranulaat;Son en Breugel;2023;;
1627;Organische natte fractie wv biogranulaat;Stadskanaal;2023;;
1628;Organische natte fractie wv biogranulaat;Staphorst;2023;;
1629;Organische natte fractie wv biogranulaat;Stede Broec;2023;0.0;0.0
1630;Organische natte fractie wv biogranulaat;Steenbergen;2023;;
1631;Organische natte fractie wv biogranulaat;Steenwijkerland;2023;;
1632;Organische natte fractie wv biogranulaat;Stein (L.);2023;0.0;0.0
1633;Organische natte fractie wv biogranulaat;Stichtse Vecht;2023;;
1634;Organische natte fractie wv biogranulaat;Súdwest-Fryslân;2023;29.8;2711.0
1635;Organische natte fractie wv biogranulaat;Terneuzen;2023;0.0;0.0
1636;Organische natte fractie wv biogranulaat;Terschelling;2023;51.5;254.0
1637;Organische natte fractie wv biogranulaat;Texel;2023;;
1638;Organische natte fractie wv biogranulaat;Teylingen;2023;;
1639;Organische natte fractie wv biogranulaat;Tholen;2023;;
1640;Organische natte fractie wv biogranulaat;Tiel;2023;;
1641;Organische natte fractie wv biogranulaat;Tilburg;2023;;
1642;Organische natte fractie wv biogranulaat;Tubbergen;2023;;
1643;Organische natte fractie wv biogranulaat;Twenterand;2023;;
1644;Organische natte fractie wv biogranulaat;Tynaarlo;2023;;
1645;Organische natte fractie wv biogranulaat;Tytsjerksteradiel;2023;22.4;725.8
1646;Organische natte fractie wv biogranulaat;Uitgeest;2023;;
1647;Organische natte fractie wv biogranulaat;Uithoorn;2023;;
1648;Organische natte fractie wv biogranulaat;Urk;2023;;
1649;Organische natte fractie wv biogranulaat;Utrecht (gemeente);2023;0.0;0.0
1650;Organische natte fractie wv biogranulaat;Utrechtse Heuvelrug;2023;;
1651;Organische natte fractie wv biogranulaat;Vaals;2023;;
1652;Organische natte fractie wv biogranulaat;Valkenburg aan de Geul;2023;;
1653;Organische natte fractie wv biogranulaat;Valkenswaard;2023;;
1654;Organische natte fractie wv biogranulaat;Veendam;2023;;
1655;Organische natte fractie wv biogranulaat;Veenendaal;2023;;
1656;Organische natte fractie wv biogranulaat;Veere;2023;;
1657;Organische natte fractie wv biogranulaat;Veldhoven;2023;;
1658;Organische natte fractie wv biogranulaat;Velsen;2023;0.0;0.0
1659;Organische natte fractie wv biogranulaat;Venlo;2023;;
1660;Organische natte fractie wv biogranulaat;Venray;2023;;
1661;Organische natte fractie wv biogranulaat;Vijfheerenlanden;2023;0.0;0.0
1662;Organische natte fractie wv biogranulaat;Vlaardingen;2023;41.6;3123.4
1663;Organische natte fractie wv biogranulaat;Vlieland;2023;74.0;95.5
1664;Organische natte fractie wv biogranulaat;Vlissingen;2023;;
1665;Organische natte fractie wv biogranulaat;Voerendaal;2023;;
1666;Organische natte fractie wv biogranulaat;Voorne aan Zee;2023;;
1667;Organische natte fractie wv biogranulaat;Voorschoten;2023;;
1668;Organische natte fractie wv biogranulaat;Voorst;2023;;
1669;Organische natte fractie wv biogranulaat;Vught;2023;;
1670;Organische natte fractie wv biogranulaat;Waadhoeke;2023;29.7;1386.5
1671;Organische natte fractie wv biogranulaat;Waalre;2023;;
1672;Organische natte fractie wv biogranulaat;Waalwijk;2023;;
1673;Organische natte fractie wv biogranulaat;Waddinxveen;2023;;
1674;Organische natte fractie wv biogranulaat;Wageningen;2023;0.0;0.0
1675;Organische natte fractie wv biogranulaat;Wassenaar;2023;0.0;0.0
1676;Organische natte fractie wv biogranulaat;Waterland;2023;;
1677;Organische natte fractie wv biogranulaat;Weert;2023;0.0;0.0
1678;Organische natte fractie wv biogranulaat;West Betuwe;2023;;
1679;Organische natte fractie wv biogranulaat;West Maas en Waal;2023;;
1680;Organische natte fractie wv biogranulaat;Westerkwartier;2023;;
1681;Organische natte fractie wv biogranulaat;Westerveld;2023;;
1682;Organische natte fractie wv biogranulaat;Westervoort;2023;;
1683;Organische natte fractie wv biogranulaat;Westerwolde;2023;27.1;720.0
1684;Organische natte fractie wv biogranulaat;Westland;2023;0.0;0.0
1685;Organische natte fractie wv biogranulaat;Weststellingwerf;2023;34.4;911.4
1686;Organische natte fractie wv biogranulaat;Wierden;2023;;
1687;Organische natte fractie wv biogranulaat;Wijchen;2023;;
1688;Organische natte fractie wv biogranulaat;Wijdemeren;2023;;
1689;Organische natte fractie wv biogranulaat;Wijk bij Duurstede;2023;;
1690;Organische natte fractie wv biogranulaat;Winterswijk;2023;;
1691;Organische natte fractie wv biogranulaat;Woensdrecht;2023;;
1692;Organische natte fractie wv biogranulaat;Woerden;2023;;
1693;Organische natte fractie wv biogranulaat;De Wolden;2023;;
1694;Organische natte fractie wv biogranulaat;Wormerland;2023;;
1695;Organische natte fractie wv biogranulaat;Woudenberg;2023;;
1696;Organische natte fractie wv biogranulaat;Zaanstad;2023;0.0;0.0
1697;Organische natte fractie wv biogranulaat;Zaltbommel;2023;;
1698;Organische natte fractie wv biogranulaat;Zandvoort;2023;0.0;0.0
1699;Organische natte fractie wv biogranulaat;Zeewolde;2023;;
1700;Organische natte fractie wv biogranulaat;Zeist;2023;0.0;0.0
1701;Organische natte fractie wv biogranulaat;Zevenaar;2023;;
1702;Organische natte fractie wv biogranulaat;Zoetermeer;2023;;
1703;Organische natte fractie wv biogranulaat;Zoeterwoude;2023;;
1704;Organische natte fractie wv biogranulaat;Zuidplas;2023;;
1705;Organische natte fractie wv biogranulaat;Zundert;2023;;
1706;Organische natte fractie wv biogranulaat;Zutphen;2023;;
1707;Organische natte fractie wv biogranulaat;Zwartewaterland;2023;;
1708;Organische natte fractie wv biogranulaat;Zwijndrecht;2023;;
1709;Organische natte fractie wv biogranulaat;Zwolle;2023;;
1710;Organische natte fractie wv digestaat;Aa en Hunze;2023;;
1711;Organische natte fractie wv digestaat;Aalsmeer;2023;0.0;0.0
1712;Organische natte fractie wv digestaat;Aalten;2023;;
1713;Organische natte fractie wv digestaat;Achtkarspelen;2023;0.0;0.0
1714;Organische natte fractie wv digestaat;Alblasserdam;2023;;
1715;Organische natte fractie wv digestaat;Albrandswaard;2023;0.0;0.0
1716;Organische natte fractie wv digestaat;Alkmaar;2023;0.0;0.0
1717;Organische natte fractie wv digestaat;Almelo;2023;;
1718;Organische natte fractie wv digestaat;Almere;2023;0.0;0.0
1719;Organische natte fractie wv digestaat;Alphen aan den Rijn;2023;;
1720;Organische natte fractie wv digestaat;Alphen-Chaam;2023;;
1721;Organische natte fractie wv digestaat;Altena;2023;;
1722;Organische natte fractie wv digestaat;Ameland;2023;0.0;0.0
1723;Organische natte fractie wv digestaat;Amersfoort;2023;;
1724;Organische natte fractie wv digestaat;Amstelveen;2023;;
1725;Organische natte fractie wv digestaat;Amsterdam;2023;0.0;0.0
1726;Organische natte fractie wv digestaat;Apeldoorn;2023;;
1727;Organische natte fractie wv digestaat;Arnhem;2023;;
1728;Organische natte fractie wv digestaat;Assen;2023;;
1729;Organische natte fractie wv digestaat;Asten;2023;;
1730;Organische natte fractie wv digestaat;Baarle-Nassau;2023;;
1731;Organische natte fractie wv digestaat;Baarn;2023;0.0;0.0
1732;Organische natte fractie wv digestaat;Barendrecht;2023;0.0;0.0
1733;Organische natte fractie wv digestaat;Barneveld;2023;;
1734;Organische natte fractie wv digestaat;Beek (L.);2023;0.0;0.0
1735;Organische natte fractie wv digestaat;Beekdaelen;2023;;
1736;Organische natte fractie wv digestaat;Beesel;2023;;
1737;Organische natte fractie wv digestaat;Berg en Dal;2023;;
1738;Organische natte fractie wv digestaat;Bergeijk;2023;;
1739;Organische natte fractie wv digestaat;Bergen (L.);2023;;
1740;Organische natte fractie wv digestaat;Bergen (NH.);2023;;
1741;Organische natte fractie wv digestaat;Bergen op Zoom;2023;;
1742;Organische natte fractie wv digestaat;Berkelland;2023;;
1743;Organische natte fractie wv digestaat;Bernheze;2023;;
1744;Organische natte fractie wv digestaat;Best;2023;;
1745;Organische natte fractie wv digestaat;Beuningen;2023;;
1746;Organische natte fractie wv digestaat;Beverwijk;2023;7.0;300.0
1747;Organische natte fractie wv digestaat;De Bilt;2023;;
1748;Organische natte fractie wv digestaat;Bladel;2023;;
1749;Organische natte fractie wv digestaat;Blaricum;2023;;
1750;Organische natte fractie wv digestaat;Bloemendaal;2023;;
1751;Organische natte fractie wv digestaat;Bodegraven-Reeuwijk;2023;;
1752;Organische natte fractie wv digestaat;Boekel;2023;;
1753;Organische natte fractie wv digestaat;Borger-Odoorn;2023;;
1754;Organische natte fractie wv digestaat;Borne;2023;;
1755;Organische natte fractie wv digestaat;Borsele;2023;;
1756;Organische natte fractie wv digestaat;Boxtel;2023;;
1757;Organische natte fractie wv digestaat;Breda;2023;;
1758;Organische natte fractie wv digestaat;Bronckhorst;2023;;
1759;Organische natte fractie wv digestaat;Brummen;2023;;
1760;Organische natte fractie wv digestaat;Brunssum;2023;;
1761;Organische natte fractie wv digestaat;Bunnik;2023;;
1762;Organische natte fractie wv digestaat;Bunschoten;2023;0.0;0.0
1763;Organische natte fractie wv digestaat;Buren;2023;;
1764;Organische natte fractie wv digestaat;Capelle aan den IJssel;2023;0.0;0.0
1765;Organische natte fractie wv digestaat;Castricum;2023;;
1766;Organische natte fractie wv digestaat;Coevorden;2023;;
1767;Organische natte fractie wv digestaat;Cranendonck;2023;;
1768;Organische natte fractie wv digestaat;Culemborg;2023;;
1769;Organische natte fractie wv digestaat;Dalfsen;2023;;
1770;Organische natte fractie wv digestaat;Dantumadiel;2023;0.0;0.0
1771;Organische natte fractie wv digestaat;Delft;2023;0.0;0.0
1772;Organische natte fractie wv digestaat;Deurne;2023;;
1773;Organische natte fractie wv digestaat;Deventer;2023;;
1774;Organische natte fractie wv digestaat;Diemen;2023;;
1775;Organische natte fractie wv digestaat;Dijk en Waard;2023;0.0;0.0
1776;Organische natte fractie wv digestaat;Dinkelland;2023;;
1777;Organische natte fractie wv digestaat;Doesburg;2023;;
1778;Organische natte fractie wv digestaat;Doetinchem;2023;;
1779;Organische natte fractie wv digestaat;Dongen;2023;;
1780;Organische natte fractie wv digestaat;Dordrecht;2023;;
1781;Organische natte fractie wv digestaat;Drechterland;2023;;
1782;Organische natte fractie wv digestaat;Drimmelen;2023;;
1783;Organische natte fractie wv digestaat;Dronten;2023;;
1784;Organische natte fractie wv digestaat;Druten;2023;;
1785;Organische natte fractie wv digestaat;Duiven;2023;;
1786;Organische natte fractie wv digestaat;Echt-Susteren;2023;;
1787;Organische natte fractie wv digestaat;Edam-Volendam;2023;;
1788;Organische natte fractie wv digestaat;Ede;2023;;
1789;Organische natte fractie wv digestaat;Eemnes;2023;;
1790;Organische natte fractie wv digestaat;Eemsdelta;2023;0.0;0.0
1791;Organische natte fractie wv digestaat;Eersel;2023;;
1792;Organische natte fractie wv digestaat;Eijsden-Margraten;2023;;
1793;Organische natte fractie wv digestaat;Eindhoven;2023;;
1794;Organische natte fractie wv digestaat;Elburg;2023;0.0;0.0
1795;Organische natte fractie wv digestaat;Emmen;2023;;
1796;Organische natte fractie wv digestaat;Enkhuizen;2023;;
1797;Organische natte fractie wv digestaat;Enschede;2023;;
1798;Organische natte fractie wv digestaat;Epe;2023;;
1799;Organische natte fractie wv digestaat;Ermelo;2023;0.0;0.0
1800;Organische natte fractie wv digestaat;Etten-Leur;2023;;
1801;Organische natte fractie wv digestaat;De Fryske Marren;2023;0.0;0.0
1802;Organische natte fractie wv digestaat;Geertruidenberg;2023;;
1803;Organische natte fractie wv digestaat;Geldrop-Mierlo;2023;;
1804;Organische natte fractie wv digestaat;Gemert-Bakel;2023;;
1805;Organische natte fractie wv digestaat;Gennep;2023;;
1806;Organische natte fractie wv digestaat;Gilze en Rijen;2023;;
1807;Organische natte fractie wv digestaat;Goeree-Overflakkee;2023;;
1808;Organische natte fractie wv digestaat;Goes;2023;;
1809;Organische natte fractie wv digestaat;Goirle;2023;;
1810;Organische natte fractie wv digestaat;Gooise Meren;2023;;
1811;Organische natte fractie wv digestaat;Gorinchem;2023;0.0;0.0
1812;Organische natte fractie wv digestaat;Gouda;2023;;
1813;Organische natte fractie wv digestaat;'s-Gravenhage (gemeente);2023;0.0;0.0
1814;Organische natte fractie wv digestaat;Groningen (gemeente);2023;0.0;0.0
1815;Organische natte fractie wv digestaat;Gulpen-Wittem;2023;;
1816;Organische natte fractie wv digestaat;Haaksbergen;2023;;
1817;Organische natte fractie wv digestaat;Haarlem;2023;0.0;0.0
1818;Organische natte fractie wv digestaat;Haarlemmermeer;2023;;
1819;Organische natte fractie wv digestaat;Halderberge;2023;;
1820;Organische natte fractie wv digestaat;Hardenberg;2023;;
1821;Organische natte fractie wv digestaat;Harderwijk;2023;0.0;0.0
1822;Organische natte fractie wv digestaat;Hardinxveld-Giessendam;2023;0.0;0.0
1823;Organische natte fractie wv digestaat;Harlingen;2023;0.0;0.0
1824;Organische natte fractie wv digestaat;Hattem;2023;;
1825;Organische natte fractie wv digestaat;Heemskerk;2023;0.0;0.0
1826;Organische natte fractie wv digestaat;Heemstede;2023;;
1827;Organische natte fractie wv digestaat;Heerde;2023;;
1828;Organische natte fractie wv digestaat;Heerenveen;2023;0.0;0.0
1829;Organische natte fractie wv digestaat;Heerlen;2023;;
1830;Organische natte fractie wv digestaat;Heeze-Leende;2023;;
1831;Organische natte fractie wv digestaat;Heiloo;2023;;
1832;Organische natte fractie wv digestaat;Den Helder;2023;;
1833;Organische natte fractie wv digestaat;Hellendoorn;2023;;
1834;Organische natte fractie wv digestaat;Helmond;2023;;
1835;Organische natte fractie wv digestaat;Hendrik-Ido-Ambacht;2023;;
1836;Organische natte fractie wv digestaat;Hengelo (O.);2023;;
1837;Organische natte fractie wv digestaat;'s-Hertogenbosch;2023;;
1838;Organische natte fractie wv digestaat;Heumen;2023;;
1839;Organische natte fractie wv digestaat;Heusden;2023;;
1840;Organische natte fractie wv digestaat;Hillegom;2023;;
1841;Organische natte fractie wv digestaat;Hilvarenbeek;2023;;
1842;Organische natte fractie wv digestaat;Hilversum;2023;;
1843;Organische natte fractie wv digestaat;Hoeksche Waard;2023;;
1844;Organische natte fractie wv digestaat;Hof van Twente;2023;;
1845;Organische natte fractie wv digestaat;Het Hogeland;2023;26.3;1268.5
1846;Organische natte fractie wv digestaat;Hollands Kroon;2023;;
1847;Organische natte fractie wv digestaat;Hoogeveen;2023;;
1848;Organische natte fractie wv digestaat;Hoorn;2023;;
1849;Organische natte fractie wv digestaat;Horst aan de Maas;2023;;
1850;Organische natte fractie wv digestaat;Houten;2023;0.0;0.0
1851;Organische natte fractie wv digestaat;Huizen;2023;;
1852;Organische natte fractie wv digestaat;Hulst;2023;;
1853;Organische natte fractie wv digestaat;IJsselstein;2023;;
1854;Organische natte fractie wv digestaat;Kaag en Braassem;2023;;
1855;Organische natte fractie wv digestaat;Kampen;2023;;
1856;Organische natte fractie wv digestaat;Kapelle;2023;;
1857;Organische natte fractie wv digestaat;Katwijk;2023;;
1858;Organische natte fractie wv digestaat;Kerkrade;2023;;
1859;Organische natte fractie wv digestaat;Koggenland;2023;0.0;0.0
1860;Organische natte fractie wv digestaat;Krimpen aan den IJssel;2023;;
1861;Organische natte fractie wv digestaat;Krimpenerwaard;2023;;
1862;Organische natte fractie wv digestaat;Laarbeek;2023;;
1863;Organische natte fractie wv digestaat;Land van Cuijk;2023;;
1864;Organische natte fractie wv digestaat;Landgraaf;2023;;
1865;Organische natte fractie wv digestaat;Landsmeer;2023;0.0;0.0
1866;Organische natte fractie wv digestaat;Lansingerland;2023;;
1867;Organische natte fractie wv digestaat;Laren (NH.);2023;;
1868;Organische natte fractie wv digestaat;Leeuwarden;2023;0.0;0.0
1869;Organische natte fractie wv digestaat;Leiden;2023;0.0;0.0
1870;Organische natte fractie wv digestaat;Leiderdorp;2023;0.0;0.0
1871;Organische natte fractie wv digestaat;Leidschendam-Voorburg;2023;0.0;0.0
1872;Organische natte fractie wv digestaat;Lelystad;2023;;
1873;Organische natte fractie wv digestaat;Leudal;2023;;
1874;Organische natte fractie wv digestaat;Leusden;2023;;
1875;Organische natte fractie wv digestaat;Lingewaard;2023;;
1876;Organische natte fractie wv digestaat;Lisse;2023;;
1877;Organische natte fractie wv digestaat;Lochem;2023;;
1878;Organische natte fractie wv digestaat;Loon op Zand;2023;;
1879;Organische natte fractie wv digestaat;Lopik;2023;;
1880;Organische natte fractie wv digestaat;Losser;2023;;
1881;Organische natte fractie wv digestaat;Maasdriel;2023;;
1882;Organische natte fractie wv digestaat;Maasgouw;2023;;
1883;Organische natte fractie wv digestaat;Maashorst;2023;;
1884;Organische natte fractie wv digestaat;Maassluis;2023;;
1885;Organische natte fractie wv digestaat;Maastricht;2023;;
1886;Organische natte fractie wv digestaat;Medemblik;2023;0.0;0.0
1887;Organische natte fractie wv digestaat;Meerssen;2023;;
1888;Organische natte fractie wv digestaat;Meierijstad;2023;;
1889;Organische natte fractie wv digestaat;Meppel;2023;;
1890;Organische natte fractie wv digestaat;Middelburg (Z.);2023;;
1891;Organische natte fractie wv digestaat;Midden-Delfland;2023;;
1892;Organische natte fractie wv digestaat;Midden-Drenthe;2023;;
1893;Organische natte fractie wv digestaat;Midden-Groningen;2023;;
1894;Organische natte fractie wv digestaat;Moerdijk;2023;;
1895;Organische natte fractie wv digestaat;Molenlanden;2023;0.0;0.0
1896;Organische natte fractie wv digestaat;Montferland;2023;;
1897;Organische natte fractie wv digestaat;Montfoort;2023;;
1898;Organische natte fractie wv digestaat;Mook en Middelaar;2023;;
1899;Organische natte fractie wv digestaat;Neder-Betuwe;2023;;
