ID;LeeftijdVoertuig;BrandstofsoortVoertuig;Perioden;KilometersNederlandsePersonenautoS_1;GemiddeldJaarkilometrage_2;NederlandsePersonenautoSInGebruik_3
68;1 jaar;LPG;2017;22.9;24653;931
69;1 jaar;LPG;2018;30.4;24315;1252
70;1 jaar;LPG;2019;25.8;25144;1028
71;1 jaar;LPG;2020;11.7;20752;562
72;2 jaar;Totaal;2015;9114.3;20367;447496
73;2 jaar;Totaal;2016;8705.4;20494;424777
74;2 jaar;Totaal;2017;10655.1;21390;498145
75;2 jaar;Totaal;2018;8098.9;18841;429849
76;2 jaar;Totaal;2019;8920.1;19028;468787
77;2 jaar;Totaal;2020;7623.1;14997;508305
78;2 jaar;Benzine/overige;2015;5236.3;15789;331629
79;2 jaar;Benzine/overige;2016;4659.2;15162;307303
80;2 jaar;Benzine/overige;2017;5719.6;16210;352851
81;2 jaar;Benzine/overige;2018;5217.1;15225;342663
82;2 jaar;Benzine/overige;2019;5984.8;15610;383404
83;2 jaar;Benzine/overige;2020;5860.5;13199;444010
84;2 jaar;Diesel;2015;3831.8;33714;113656
85;2 jaar;Diesel;2016;4020.9;34555;116362
86;2 jaar;Diesel;2017;4924.1;34001;144821
87;2 jaar;Diesel;2018;2859.0;33165;86204
88;2 jaar;Diesel;2019;2904.1;34543;84074
89;2 jaar;Diesel;2020;1740.1;27529;63208
90;2 jaar;LPG;2015;46.3;20918;2211
91;2 jaar;LPG;2016;25.3;22788;1112
92;2 jaar;LPG;2017;11.4;24210;472
93;2 jaar;LPG;2018;22.9;23298;982
94;2 jaar;LPG;2019;31.2;23825;1309
95;2 jaar;LPG;2020;22.6;20766;1087
96;3 jaar;Totaal;2015;10143.1;18751;540946
97;3 jaar;Totaal;2016;8595.4;18766;458026
98;3 jaar;Totaal;2017;8237.6;18757;439167
99;3 jaar;Totaal;2018;10223.0;19924;513094
100;3 jaar;Totaal;2019;7814.2;17518;446068
101;3 jaar;Totaal;2020;6787.1;13935;487052
102;3 jaar;Benzine/overige;2015;5434.2;14392;377574
103;3 jaar;Benzine/overige;2016;5049.4;14855;339916
104;3 jaar;Benzine/overige;2017;4521.9;14255;317214
105;3 jaar;Benzine/overige;2018;5594.5;15380;363761
106;3 jaar;Benzine/overige;2019;5110.8;14362;355844
107;3 jaar;Benzine/overige;2020;4753.9;11859;400857
108;3 jaar;Diesel;2015;4538.1;29428;154213
109;3 jaar;Diesel;2016;3500.8;30212;115876
110;3 jaar;Diesel;2017;3690.0;30550;120784
111;3 jaar;Diesel;2018;4616.8;31023;148817
112;3 jaar;Diesel;2019;2680.3;30050;89195
113;3 jaar;Diesel;2020;2007.8;23670;84824
114;3 jaar;LPG;2015;170.8;18652;9159
115;3 jaar;LPG;2016;45.2;20228;2234
116;3 jaar;LPG;2017;25.7;21984;1169
117;3 jaar;LPG;2018;11.8;22780;516
118;3 jaar;LPG;2019;23.1;22438;1029
119;3 jaar;LPG;2020;25.4;18539;1371
120;4 jaar;Totaal;2015;9274.2;15875;584184
121;4 jaar;Totaal;2016;8851.3;16331;542001
122;4 jaar;Totaal;2017;7819.3;16703;468134
123;4 jaar;Totaal;2018;7543.7;16727;450992
124;4 jaar;Totaal;2019;9261.2;17708;522986
125;4 jaar;Totaal;2020;5749.6;12490;460315
126;4 jaar;Benzine/overige;2015;5250.8;12603;416645
127;4 jaar;Benzine/overige;2016;4997.5;13021;383811
128;4 jaar;Benzine/overige;2017;4782.7;13726;348449
129;4 jaar;Benzine/overige;2018;4335.5;13233;327618
130;4 jaar;Benzine/overige;2019;5356.2;14234;376289
131;4 jaar;Benzine/overige;2020;3997.1;10745;372005
132;4 jaar;Diesel;2015;3879.2;24317;159527
133;4 jaar;Diesel;2016;3686.1;24736;149014
134;4 jaar;Diesel;2017;2992.3;25483;117424
135;4 jaar;Diesel;2018;3182.4;26055;122142
136;4 jaar;Diesel;2019;3892.7;26640;146123
137;4 jaar;Diesel;2020;1733.3;19871;87227
138;4 jaar;LPG;2015;144.2;17994;8012
139;4 jaar;LPG;2016;167.7;18281;9175
140;4 jaar;LPG;2017;44.2;19552;2261
141;4 jaar;LPG;2018;25.9;20988;1232
142;4 jaar;LPG;2019;12.3;21510;574
143;4 jaar;LPG;2020;19.1;17663;1083
144;5 jaar;Totaal;2015;6918.2;14042;492677
145;5 jaar;Totaal;2016;8555.0;14874;575153
146;5 jaar;Totaal;2017;8073.7;15089;535072
147;5 jaar;Totaal;2018;7148.3;15275;467982
148;5 jaar;Totaal;2019;6786.0;15058;450651
149;5 jaar;Totaal;2020;6527.1;12661;515529
150;5 jaar;Benzine/overige;2015;4677.8;11787;396844
151;5 jaar;Benzine/overige;2016;4988.6;11876;420044
152;5 jaar;Benzine/overige;2017;4691.6;12113;387323
153;5 jaar;Benzine/overige;2018;4499.7;12698;354369
154;5 jaar;Benzine/overige;2019;4133.8;12293;336280
155;5 jaar;Benzine/overige;2020;4165.9;10789;386131
156;5 jaar;Diesel;2015;2151.4;23579;91242
157;5 jaar;Diesel;2016;3423.0;23276;147062
158;5 jaar;Diesel;2017;3220.4;23241;138563
159;5 jaar;Diesel;2018;2605.6;23408;111311
160;5 jaar;Diesel;2019;2625.8;23226;113055
161;5 jaar;Diesel;2020;2350.2;18254;128749
162;5 jaar;LPG;2015;89.0;19395;4591
163;5 jaar;LPG;2016;143.4;17817;8047
164;5 jaar;LPG;2017;161.6;17597;9186
165;5 jaar;LPG;2018;43.0;18667;2302
166;5 jaar;LPG;2019;26.3;20001;1316
167;5 jaar;LPG;2020;11.0;17018;649
168;6 jaar;Totaal;2015;5174.4;13592;380680
169;6 jaar;Totaal;2016;6774.7;13744;492932
170;6 jaar;Totaal;2017;8292.2;14435;574439
171;6 jaar;Totaal;2018;7705.8;14536;530135
172;6 jaar;Totaal;2019;6680.9;14469;461744
173;6 jaar;Totaal;2020;5244.6;11846;442742
174;6 jaar;Benzine/overige;2015;3689.5;11629;317268
175;6 jaar;Benzine/overige;2016;4646.1;11573;401464
176;6 jaar;Benzine/overige;2017;4912.5;11536;425823
177;6 jaar;Benzine/overige;2018;4568.0;11693;390656
178;6 jaar;Benzine/overige;2019;4290.4;11994;357704
179;6 jaar;Benzine/overige;2020;3380.8;9864;342742
180;6 jaar;Diesel;2015;1397.3;23610;59184
181;6 jaar;Diesel;2016;2037.6;23486;86758
182;6 jaar;Diesel;2017;3241.5;23061;140561
183;6 jaar;Diesel;2018;2982.0;22884;130308
184;6 jaar;Diesel;2019;2347.3;23080;101703
185;6 jaar;Diesel;2020;1841.5;18672;98625
186;6 jaar;LPG;2015;87.5;20701;4228
187;6 jaar;LPG;2016;91.0;19312;4710
188;6 jaar;LPG;2017;138.2;17152;8055
189;6 jaar;LPG;2018;155.8;16991;9171
190;6 jaar;LPG;2019;43.2;18502;2337
191;6 jaar;LPG;2020;22.3;16250;1375
192;7 jaar;Totaal;2015;6179.2;13506;457505
193;7 jaar;Totaal;2016;5164.6;13306;388132
194;7 jaar;Totaal;2017;6666.5;13344;499603
195;7 jaar;Totaal;2018;8092.5;13979;578888
196;7 jaar;Totaal;2019;7513.4;14129;531778
197;7 jaar;Totaal;2020;5412.4;11709;462225
198;7 jaar;Benzine/overige;2015;4189.1;11406;367280
199;7 jaar;Benzine/overige;2016;3771.8;11559;326305
200;7 jaar;Benzine/overige;2017;4655.1;11371;409403
201;7 jaar;Benzine/overige;2018;4900.2;11311;433238
202;7 jaar;Benzine/overige;2019;4588.9;11537;397764
203;7 jaar;Benzine/overige;2020;3617.5;9931;364268
204;7 jaar;Diesel;2015;1783.6;22298;79989
205;7 jaar;Diesel;2016;1306.4;22702;57547
206;7 jaar;Diesel;2017;1921.7;22502;85404
207;7 jaar;Diesel;2018;3059.1;22234;137582
208;7 jaar;Diesel;2019;2772.6;22202;124885
209;7 jaar;Diesel;2020;1759.4;18404;95599
210;7 jaar;LPG;2015;206.5;20175;10236
211;7 jaar;LPG;2016;86.3;20164;4280
212;7 jaar;LPG;2017;89.7;18702;4796
213;7 jaar;LPG;2018;133.3;16518;8068
214;7 jaar;LPG;2019;151.9;16639;9129
215;7 jaar;LPG;2020;35.5;15071;2358
216;8 jaar;Totaal;2015;6069.1;13253;457949
217;8 jaar;Totaal;2016;6079.3;13236;459314
218;8 jaar;Totaal;2017;5117.5;12900;396720
219;8 jaar;Totaal;2018;6547.5;12964;505068
220;8 jaar;Totaal;2019;7875.0;13552;581084
221;8 jaar;Totaal;2020;6001.7;11256;533201
222;8 jaar;Benzine/overige;2015;4133.8;11286;366288
223;8 jaar;Benzine/overige;2016;4234.3;11365;372570
224;8 jaar;Benzine/overige;2017;3828.8;11380;336448
225;8 jaar;Benzine/overige;2018;4672.4;11213;416704
226;8 jaar;Benzine/overige;2019;4919.6;11163;440700
227;8 jaar;Benzine/overige;2020;3835.8;9444;406146
228;8 jaar;Diesel;2015;1755.0;21268;82520
229;8 jaar;Diesel;2016;1645.1;21464;76643
230;8 jaar;Diesel;2017;1204.8;21517;55991
231;8 jaar;Diesel;2018;1788.4;21408;83537
232;8 jaar;Diesel;2019;2825.7;21347;132369
233;8 jaar;Diesel;2020;2043.4;17314;118024
234;8 jaar;LPG;2015;180.3;19726;9141
235;8 jaar;LPG;2016;199.9;19794;10101
236;8 jaar;LPG;2017;83.9;19599;4281
237;8 jaar;LPG;2018;86.7;17962;4827
238;8 jaar;LPG;2019;129.8;16193;8015
239;8 jaar;LPG;2020;122.5;13560;9031
240;9 jaar;Totaal;2015;6605.2;13522;488466
241;9 jaar;Totaal;2016;5926.6;12985;456418
242;9 jaar;Totaal;2017;5884.6;12777;460571
243;9 jaar;Totaal;2018;5032.4;12476;403377
244;9 jaar;Totaal;2019;6375.6;12571;507185
245;9 jaar;Totaal;2020;6262.8;10801;579815
246;9 jaar;Benzine/overige;2015;4109.7;11142;368835
247;9 jaar;Benzine/overige;2016;4157.4;11226;370345
248;9 jaar;Benzine/overige;2017;4214.4;11149;378005
249;9 jaar;Benzine/overige;2018;3854.4;11161;345336
250;9 jaar;Benzine/overige;2019;4657.2;11012;422934
251;9 jaar;Benzine/overige;2020;4080.8;9109;447983
252;9 jaar;Diesel;2015;2264.3;21017;107735
253;9 jaar;Diesel;2016;1595.1;20662;77197
254;9 jaar;Diesel;2017;1482.0;20359;72792
255;9 jaar;Diesel;2018;1099.0;20414;53836
256;9 jaar;Diesel;2019;1634.6;20566;79481
257;9 jaar;Diesel;2020;2077.1;16763;123909
258;9 jaar;LPG;2015;231.2;19437;11896
259;9 jaar;LPG;2016;174.1;19612;8876
260;9 jaar;LPG;2017;188.1;19250;9774
261;9 jaar;LPG;2018;79.0;18787;4205
262;9 jaar;LPG;2019;83.8;17566;4770
263;9 jaar;LPG;2020;104.8;13231;7923
264;10 jaar;Totaal;2015;5990.8;13095;457486
265;10 jaar;Totaal;2016;6364.8;13224;481301
266;10 jaar;Totaal;2017;5696.0;12561;453458
267;10 jaar;Totaal;2018;5641.2;12298;458714
268;10 jaar;Totaal;2019;4905.1;12065;406561
269;10 jaar;Totaal;2020;5114.5;10116;505565
270;10 jaar;Benzine/overige;2015;3876.5;10989;352773
271;10 jaar;Benzine/overige;2016;4148.9;11144;372291
272;10 jaar;Benzine/overige;2017;4124.9;11044;373509
273;10 jaar;Benzine/overige;2018;4167.7;10926;381464
274;10 jaar;Benzine/overige;2019;3863.1;10966;352271
275;10 jaar;Benzine/overige;2020;3870.7;9050;427699
276;10 jaar;Diesel;2015;1919.2;20287;94601
277;10 jaar;Diesel;2016;1997.4;20456;97644
278;10 jaar;Diesel;2017;1407.9;19692;71497
279;10 jaar;Diesel;2018;1302.3;19159;67975
280;10 jaar;Diesel;2019;967.4;19263;50220
281;10 jaar;Diesel;2020;1178.1;16092;73210
282;10 jaar;LPG;2015;195.1;19298;10112
283;10 jaar;LPG;2016;218.4;19220;11366
284;10 jaar;LPG;2017;163.2;19310;8452
285;10 jaar;LPG;2018;171.2;18454;9275
286;10 jaar;LPG;2019;74.6;18326;4070
287;10 jaar;LPG;2020;65.7;14106;4656
288;11 jaar;Totaal;2015;5662.6;12495;453198
289;11 jaar;Totaal;2016;5705.6;12797;445839
290;11 jaar;Totaal;2017;5995.6;12721;471321
291;11 jaar;Totaal;2018;5402.4;12070;447583
292;11 jaar;Totaal;2019;5360.6;11832;453066
293;11 jaar;Totaal;2020;3978.0;9799;405950
294;11 jaar;Benzine/overige;2015;3958.4;10802;366465
295;11 jaar;Benzine/overige;2016;3880.4;10986;353195
296;11 jaar;Benzine/overige;2017;4107.0;10973;374286
297;11 jaar;Benzine/overige;2018;4048.2;10809;374525
298;11 jaar;Benzine/overige;2019;4090.6;10685;382851
299;11 jaar;Benzine/overige;2020;3254.9;9110;357290
300;11 jaar;Diesel;2015;1519.4;19643;77352
301;11 jaar;Diesel;2016;1643.1;19761;83148
302;11 jaar;Diesel;2017;1689.2;19536;86467
303;11 jaar;Diesel;2018;1207.1;18555;65056
304;11 jaar;Diesel;2019;1114.3;18097;61572
305;11 jaar;Diesel;2020;666.0;14863;44807
306;11 jaar;LPG;2015;184.7;19688;9381
307;11 jaar;LPG;2016;182.1;19178;9496
308;11 jaar;LPG;2017;199.4;18868;10568
309;11 jaar;LPG;2018;147.1;18385;8002
310;11 jaar;LPG;2019;155.8;18021;8643
311;11 jaar;LPG;2020;57.1;14827;3853
312;12 jaar;Totaal;2015;5185.4;11928;434714
313;12 jaar;Totaal;2016;5377.3;12249;439000
314;12 jaar;Totaal;2017;5312.1;12294;432089
315;12 jaar;Totaal;2018;5561.0;12149;457735
316;12 jaar;Totaal;2019;5082.6;11615;437574
317;12 jaar;Totaal;2020;4260.9;9623;442777
318;12 jaar;Benzine/overige;2015;3893.0;10625;366414
319;12 jaar;Benzine/overige;2016;3930.9;10808;363693
320;12 jaar;Benzine/overige;2017;3793.5;10788;351628
321;12 jaar;Benzine/overige;2018;4010.0;10742;373296
322;12 jaar;Benzine/overige;2019;3946.0;10587;372726
323;12 jaar;Benzine/overige;2020;3386.7;8886;381132
324;12 jaar;Diesel;2015;1108.1;18911;58595
325;12 jaar;Diesel;2016;1277.4;19172;66627
326;12 jaar;Diesel;2017;1356.1;18892;71781
327;12 jaar;Diesel;2018;1373.9;18380;74747
328;12 jaar;Diesel;2019;1005.7;17496;57479
329;12 jaar;Diesel;2020;759.2;14116;53786
330;12 jaar;LPG;2015;184.3;18990;9705
331;12 jaar;LPG;2016;169.0;19466;8680
332;12 jaar;LPG;2017;162.5;18721;8680
333;12 jaar;LPG;2018;177.2;18284;9692
334;12 jaar;LPG;2019;131.0;17779;7369
335;12 jaar;LPG;2020;114.9;14625;7859
336;13 jaar;Totaal;2015;4865.2;11472;424089
337;13 jaar;Totaal;2016;4906.7;11732;418243
338;13 jaar;Totaal;2017;4995.2;11801;423306
339;13 jaar;Totaal;2018;4886.4;11754;415724
340;13 jaar;Totaal;2019;5109.3;11592;440765
341;13 jaar;Totaal;2020;4029.8;9496;424350
342;13 jaar;Benzine/overige;2015;3832.2;10434;367265
343;13 jaar;Benzine/overige;2016;3824.6;10622;360065
344;13 jaar;Benzine/overige;2017;3800.4;10596;358676
345;13 jaar;Benzine/overige;2018;3659.3;10542;347107
346;13 jaar;Benzine/overige;2019;3873.8;10490;369281
347;13 jaar;Benzine/overige;2020;3265.0;8868;368162
348;13 jaar;Diesel;2015;832.6;18139;45904
349;13 jaar;Diesel;2016;918.6;18553;49511
350;13 jaar;Diesel;2017;1045.4;18423;56743
351;13 jaar;Diesel;2018;1083.5;17853;60693
352;13 jaar;Diesel;2019;1081.5;17219;62807
353;13 jaar;Diesel;2020;667.1;13479;49493
354;13 jaar;LPG;2015;200.4;18355;10920
355;13 jaar;LPG;2016;163.6;18874;8667
356;13 jaar;LPG;2017;149.4;18948;7887
357;13 jaar;LPG;2018;143.5;18113;7924
358;13 jaar;LPG;2019;154.0;17745;8677
359;13 jaar;LPG;2020;97.8;14602;6695
360;14 jaar;Totaal;2015;4393.0;11117;395167
361;14 jaar;Totaal;2016;4562.2;11286;404227
362;14 jaar;Totaal;2017;4528.6;11310;400402
363;14 jaar;Totaal;2018;4576.6;11297;405112
364;14 jaar;Totaal;2019;4445.0;11221;396151
365;14 jaar;Totaal;2020;4011.1;9534;420713
366;14 jaar;Benzine/overige;2015;3538.1;10231;345828
367;14 jaar;Benzine/overige;2016;3719.8;10427;356733
368;14 jaar;Benzine/overige;2017;3647.0;10391;350992
369;14 jaar;Benzine/overige;2018;3620.5;10333;350370
370;14 jaar;Benzine/overige;2019;3484.8;10286;338794
371;14 jaar;Benzine/overige;2020;3210.3;8878;361611
372;14 jaar;Diesel;2015;651.1;17203;37851
373;14 jaar;Diesel;2016;668.5;17605;37971
374;14 jaar;Diesel;2017;739.6;17691;41805
375;14 jaar;Diesel;2018;827.9;17357;47696
376;14 jaar;Diesel;2019;836.8;16648;50266
377;14 jaar;Diesel;2020;687.7;13354;51500
378;14 jaar;LPG;2015;203.7;17733;11488
379;14 jaar;LPG;2016;173.9;18265;9523
380;14 jaar;LPG;2017;142.0;18673;7605
381;14 jaar;LPG;2018;128.2;18190;7046
382;14 jaar;LPG;2019;123.5;17411;7091
383;14 jaar;LPG;2020;113.1;14882;7602
384;15 jaar;Totaal;2015;4421.2;10660;414748
385;15 jaar;Totaal;2016;4067.6;10963;371034
386;15 jaar;Totaal;2017;4187.8;10926;383295
387;15 jaar;Totaal;2018;4130.9;10854;380580
388;15 jaar;Totaal;2019;4147.0;10786;384477
389;15 jaar;Totaal;2020;3454.2;9228;374335
390;15 jaar;Benzine/overige;2015;3667.9;9913;370005
391;15 jaar;Benzine/overige;2016;3378.4;10222;330494
392;15 jaar;Benzine/overige;2017;3500.8;10197;343302
393;15 jaar;Benzine/overige;2018;3424.1;10106;338821
394;15 jaar;Benzine/overige;2019;3404.4;10049;338783
395;15 jaar;Benzine/overige;2020;2839.9;8679;327229
396;15 jaar;Diesel;2015;591.8;16759;35315
397;15 jaar;Diesel;2016;514.6;16786;30658
398;15 jaar;Diesel;2017;539.3;17008;31712
399;15 jaar;Diesel;2018;587.3;16766;35028
400;15 jaar;Diesel;2019;632.0;16037;39412
401;15 jaar;Diesel;2020;524.0;12845;40797
402;15 jaar;LPG;2015;161.5;17132;9428
403;15 jaar;LPG;2016;174.6;17670;9882
404;15 jaar;LPG;2017;147.7;17835;8281
405;15 jaar;LPG;2018;119.5;17748;6731
406;15 jaar;LPG;2019;110.5;17593;6282
407;15 jaar;LPG;2020;90.3;14307;6309
408;16 jaar;Totaal;2015;3820.2;10220;373784
409;16 jaar;Totaal;2016;4022.4;10499;383122
410;16 jaar;Totaal;2017;3651.9;10591;344810
411;16 jaar;Totaal;2018;3761.0;10502;358137
412;16 jaar;Totaal;2019;3691.7;10398;355058
413;16 jaar;Totaal;2020;3220.7;8962;359365
414;16 jaar;Benzine/overige;2015;3253.2;9597;338975
415;16 jaar;Benzine/overige;2016;3426.8;9881;346813
416;16 jaar;Benzine/overige;2017;3103.5;9964;311472
417;16 jaar;Benzine/overige;2018;3207.8;9878;324727
418;16 jaar;Benzine/overige;2019;3137.9;9792;320456
419;16 jaar;Benzine/overige;2020;2748.4;8535;322033
420;16 jaar;Diesel;2015;444.5;16245;27360
421;16 jaar;Diesel;2016;457.4;16164;28297
422;16 jaar;Diesel;2017;402.9;16133;24974
423;16 jaar;Diesel;2018;429.5;16327;26307
424;16 jaar;Diesel;2019;452.3;15709;28792
425;16 jaar;Diesel;2020;391.2;12297;31812
426;16 jaar;LPG;2015;122.5;16450;7449
427;16 jaar;LPG;2016;138.1;17242;8012
428;16 jaar;LPG;2017;145.5;17395;8364
429;16 jaar;LPG;2018;123.7;17413;7103
430;16 jaar;LPG;2019;101.6;17481;5810
431;16 jaar;LPG;2020;81.1;14692;5520
432;17 jaar;Totaal;2015;2641.3;9772;270305
433;17 jaar;Totaal;2016;3382.0;10061;336141
434;17 jaar;Totaal;2017;3522.8;10103;348698
435;17 jaar;Totaal;2018;3169.9;10098;313923
436;17 jaar;Totaal;2019;3249.9;9964;326180
437;17 jaar;Totaal;2020;2810.6;8650;324928
438;17 jaar;Benzine/overige;2015;2287.7;9228;247906
439;17 jaar;Benzine/overige;2016;2946.9;9550;308573
440;17 jaar;Benzine/overige;2017;3069.3;9598;319801
441;17 jaar;Benzine/overige;2018;2749.2;9590;286677
442;17 jaar;Benzine/overige;2019;2833.0;9474;299040
443;17 jaar;Benzine/overige;2020;2462.2;8305;296475
444;17 jaar;Diesel;2015;248.6;15627;15907
445;17 jaar;Diesel;2016;332.9;15538;21427
446;17 jaar;Diesel;2017;342.7;15408;22241
447;17 jaar;Diesel;2018;303.6;14962;20290
448;17 jaar;Diesel;2019;318.3;14996;21227
449;17 jaar;Diesel;2020;276.1;11780;23443
450;17 jaar;LPG;2015;105.0;16171;6492
451;17 jaar;LPG;2016;102.2;16639;6141
452;17 jaar;LPG;2017;110.8;16643;6656
453;17 jaar;LPG;2018;117.1;16839;6956
454;17 jaar;LPG;2019;98.6;16671;5913
455;17 jaar;LPG;2020;72.2;14407;5010
456;18 jaar;Totaal;2015;1750.7;9194;190413
457;18 jaar;Totaal;2016;2237.3;9556;234119
458;18 jaar;Totaal;2017;2844.6;9597;296414
459;18 jaar;Totaal;2018;2947.5;9583;307586
460;18 jaar;Totaal;2019;2637.9;9533;276698
461;18 jaar;Totaal;2020;2420.3;8328;290637
462;18 jaar;Benzine/overige;2015;1548.0;8732;177282
463;18 jaar;Benzine/overige;2016;1972.1;9103;216638
464;18 jaar;Benzine/overige;2017;2523.4;9177;274980
465;18 jaar;Benzine/overige;2018;2613.4;9177;284775
466;18 jaar;Benzine/overige;2019;2327.4;9128;254975
467;18 jaar;Benzine/overige;2020;2163.4;8051;268713
468;18 jaar;Diesel;2015;128.5;14902;8621
469;18 jaar;Diesel;2016;177.7;14560;12207
470;18 jaar;Diesel;2017;239.5;14604;16403
471;18 jaar;Diesel;2018;247.2;14166;17450
472;18 jaar;Diesel;2019;217.9;13549;16084
473;18 jaar;Diesel;2020;192.0;11244;17078
474;18 jaar;LPG;2015;74.2;16463;4510
475;18 jaar;LPG;2016;87.4;16573;5274
476;18 jaar;LPG;2017;81.7;16234;5031
477;18 jaar;LPG;2018;86.9;16202;5361
478;18 jaar;LPG;2019;92.6;16418;5639
479;18 jaar;LPG;2020;64.8;13382;4846
480;19 jaar;Totaal;2015;1148.5;8648;132804
481;19 jaar;Totaal;2016;1430.6;8963;159610
482;19 jaar;Totaal;2017;1815.3;9135;198718
483;19 jaar;Totaal;2018;2288.7;9087;251858
484;19 jaar;Totaal;2019;2347.9;8975;261590
485;19 jaar;Totaal;2020;1902.8;7987;238235
486;19 jaar;Benzine/overige;2015;1053.9;8352;126196
487;19 jaar;Benzine/overige;2016;1279.3;8564;149380
488;19 jaar;Benzine/overige;2017;1616.3;8735;185039
489;19 jaar;Benzine/overige;2018;2056.2;8735;235406
490;19 jaar;Benzine/overige;2019;2112.6;8661;243908
491;19 jaar;Benzine/overige;2020;1715.5;7766;220915
492;19 jaar;Diesel;2015;61.5;13774;4462
493;19 jaar;Diesel;2016;89.7;13733;6529
494;19 jaar;Diesel;2017;128.1;13764;9306
495;19 jaar;Diesel;2018;170.7;13717;12444
496;19 jaar;Diesel;2019;168.2;12545;13410
497;19 jaar;Diesel;2020;126.4;9979;12669
498;19 jaar;LPG;2015;33.1;15415;2146
499;19 jaar;LPG;2016;61.7;16665;3701
500;19 jaar;LPG;2017;70.9;16204;4373
501;19 jaar;LPG;2018;61.8;15422;4008
502;19 jaar;LPG;2019;67.1;15696;4272
503;19 jaar;LPG;2020;60.8;13079;4651
504;20 jaar;Totaal;2015;732.9;8202;89354
505;20 jaar;Totaal;2016;900.3;8420;106927
506;20 jaar;Totaal;2017;1126.3;8547;131775
507;20 jaar;Totaal;2018;1408.9;8651;162854
508;20 jaar;Totaal;2019;1745.8;8486;205723
