ID;HoutTextielEdelsteenEnMetaal;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
9464;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 februari;;;;;                         
9465;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 maart;;;;;                         
9466;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 april;;;;;                         
9467;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 mei;;;;;                         
9468;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 juni;;;;;                         
9469;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 juli;;;;;                         
9470;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 augustus;;;;;                         
9471;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 september;;;;;                         
9472;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 oktober;;;;;                         
9473;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 november;;;;;                         
9474;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016 december;;;;;                         
9475;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2016;;;;;                         
9476;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 januari;;;;;                         
9477;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 februari;;;;;                         
9478;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 maart;;;;;                         
9479;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 april;;;;;                         
9480;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 mei;;;;;                         
9481;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 juni;;;;;                         
9482;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 juli;;;;;                         
9483;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 augustus;;;;;                         
9484;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 september;;;;;                         
9485;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 oktober;;;;;                         
9486;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 november;;;;;                         
9487;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017 december;;;;;                         
9488;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2017;;;;;                         
9489;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 januari;;;;;                         
9490;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 februari;;;;;                         
9491;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 maart;;;;;                         
9492;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 april;;;;;                         
9493;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 mei;;;;;                         
9494;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 juni;;;0.0;0.0;stuks                    
9495;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 juli;;;;;                         
9496;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 augustus;;;;;                         
9497;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 september;;;;;                         
9498;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 oktober;;;0.0;2.0;stuks                    
9499;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 november;;;;;                         
9500;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018 december;;;;;                         
9501;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2018;;;0.0;2.0;stuks                    
9502;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 januari;;;;;                         
9503;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 februari;;;;;                         
9504;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 maart;;;;;                         
9505;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 april;;;;;                         
9506;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 mei;;;;;                         
9507;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 juni;;;;;                         
9508;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 juli;;;;;                         
9509;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 augustus;;;;;                         
9510;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 september;;;;;                         
9511;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 oktober;;;;;                         
9512;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 november;;;;;                         
9513;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019 december;;;;;                         
9514;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2019;;;;;                         
9515;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 januari;;;;;                         
9516;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 februari;;;;;                         
9517;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 maart;;;;;                         
9518;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 april;;;;;                         
9519;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 mei;;;;;                         
9520;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 juni;;;;;                         
9521;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 juli;;;;;                         
9522;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 augustus;;;;;                         
9523;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 september;;;;;                         
9524;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 oktober;;;;;                         
9525;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 november;;;;;                         
9526;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020 december;;;;;                         
9527;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2020;;;;;                         
9528;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 januari;;;;;                         
9529;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 februari;;;;;                         
9530;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 maart;;;;;                         
9531;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 april;;;;;                         
9532;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 mei;;;;;                         
9533;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 juni;;;;;                         
9534;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 juli;;;;;                         
9535;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 augustus;;;;;                         
9536;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 september ;;;;;                         
9537;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 oktober;;;;;                         
9538;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 november;;;;;                         
9539;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021 december;;;;;                         
9540;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2021;;;;;                         
9541;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 januari;;;;;                         
9542;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 februari;;;;;                         
9543;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 maart;;;;;                         
9544;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 april;;;;;                         
9545;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 mei;;;;;                         
9546;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 juni;;;;;                         
9547;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 juli;;;;;                         
9548;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 augustus;;;;;                         
9549;4102210000 Huiden en vellen van schap...;EU (exclusief Nederland);2022 januari-augustus;;;;;                         
9550;4102210000 Huiden en vellen van schap...;Niet-EU;2008 januari;;;586.0;125560.0;stuks                    
9551;4102210000 Huiden en vellen van schap...;Niet-EU;2008 februari;;;606.0;126710.0;stuks                    
9552;4102210000 Huiden en vellen van schap...;Niet-EU;2008 maart;46.0;16970.0;556.0;101447.0;stuks                    
9553;4102210000 Huiden en vellen van schap...;Niet-EU;2008 april;12.0;5780.0;298.0;61045.0;stuks                    
9554;4102210000 Huiden en vellen van schap...;Niet-EU;2008 mei;13.0;5760.0;496.0;92487.0;stuks                    
9555;4102210000 Huiden en vellen van schap...;Niet-EU;2008 juni;13.0;5720.0;235.0;75830.0;stuks                    
9556;4102210000 Huiden en vellen van schap...;Niet-EU;2008 juli;;;387.0;92200.0;stuks                    
9557;4102210000 Huiden en vellen van schap...;Niet-EU;2008 augustus;;;366.0;66590.0;stuks                    
9558;4102210000 Huiden en vellen van schap...;Niet-EU;2008 september;8.0;5160.0;343.0;76970.0;stuks                    
9559;4102210000 Huiden en vellen van schap...;Niet-EU;2008 oktober;;;290.0;51151.0;stuks                    
9560;4102210000 Huiden en vellen van schap...;Niet-EU;2008 november;;;230.0;47740.0;stuks                    
9561;4102210000 Huiden en vellen van schap...;Niet-EU;2008 december;;;119.0;39800.0;stuks                    
9562;4102210000 Huiden en vellen van schap...;Niet-EU;2008;92.0;39390.0;4513.0;957530.0;stuks                    
9563;4102210000 Huiden en vellen van schap...;Niet-EU;2009 januari;;;122.0;36587.0;stuks                    
9564;4102210000 Huiden en vellen van schap...;Niet-EU;2009 februari;;;92.0;34295.0;stuks                    
9565;4102210000 Huiden en vellen van schap...;Niet-EU;2009 maart;;;277.0;72700.0;stuks                    
9566;4102210000 Huiden en vellen van schap...;Niet-EU;2009 april;;;111.0;42590.0;stuks                    
9567;4102210000 Huiden en vellen van schap...;Niet-EU;2009 mei;;;98.0;28850.0;stuks                    
9568;4102210000 Huiden en vellen van schap...;Niet-EU;2009 juni;;;176.0;54077.0;stuks                    
9569;4102210000 Huiden en vellen van schap...;Niet-EU;2009 juli;;;130.0;43849.0;stuks                    
9570;4102210000 Huiden en vellen van schap...;Niet-EU;2009 augustus;;;98.0;44465.0;stuks                    
9571;4102210000 Huiden en vellen van schap...;Niet-EU;2009 september;;;61.0;20880.0;stuks                    
9572;4102210000 Huiden en vellen van schap...;Niet-EU;2009 oktober;;;72.0;25455.0;stuks                    
9573;4102210000 Huiden en vellen van schap...;Niet-EU;2009 november;;;128.0;44605.0;stuks                    
9574;4102210000 Huiden en vellen van schap...;Niet-EU;2009 december;;;166.0;48435.0;stuks                    
9575;4102210000 Huiden en vellen van schap...;Niet-EU;2009;;;1530.0;496788.0;stuks                    
9576;4102210000 Huiden en vellen van schap...;Niet-EU;2010 januari;;;216.0;62698.0;stuks                    
9577;4102210000 Huiden en vellen van schap...;Niet-EU;2010 februari;;;186.0;48715.0;stuks                    
9578;4102210000 Huiden en vellen van schap...;Niet-EU;2010 maart;;;402.0;103690.0;stuks                    
9579;4102210000 Huiden en vellen van schap...;Niet-EU;2010 april;;;390.0;95385.0;stuks                    
9580;4102210000 Huiden en vellen van schap...;Niet-EU;2010 mei;;;564.0;115766.0;stuks                    
9581;4102210000 Huiden en vellen van schap...;Niet-EU;2010 juni;;;550.0;68946.0;stuks                    
9582;4102210000 Huiden en vellen van schap...;Niet-EU;2010 juli;;;551.0;80540.0;stuks                    
9583;4102210000 Huiden en vellen van schap...;Niet-EU;2010 augustus;;;441.0;75800.0;stuks                    
9584;4102210000 Huiden en vellen van schap...;Niet-EU;2010 september;;;611.0;97966.0;stuks                    
9585;4102210000 Huiden en vellen van schap...;Niet-EU;2010 oktober;;;564.0;105700.0;stuks                    
9586;4102210000 Huiden en vellen van schap...;Niet-EU;2010 november;;;741.0;93695.0;stuks                    
9587;4102210000 Huiden en vellen van schap...;Niet-EU;2010 december;;;788.0;111380.0;stuks                    
9588;4102210000 Huiden en vellen van schap...;Niet-EU;2010;;;6006.0;1060281.0;stuks                    
9589;4102210000 Huiden en vellen van schap...;Niet-EU;2011 januari;19.0;2174.0;578.0;58310.0;stuks                    
9590;4102210000 Huiden en vellen van schap...;Niet-EU;2011 februari;;;724.0;82338.0;stuks                    
9591;4102210000 Huiden en vellen van schap...;Niet-EU;2011 maart;;;1356.0;109470.0;stuks                    
9592;4102210000 Huiden en vellen van schap...;Niet-EU;2011 april;;;925.0;83702.0;stuks                    
9593;4102210000 Huiden en vellen van schap...;Niet-EU;2011 mei;;;736.0;72147.0;stuks                    
9594;4102210000 Huiden en vellen van schap...;Niet-EU;2011 juni;;;623.0;49334.0;stuks                    
9595;4102210000 Huiden en vellen van schap...;Niet-EU;2011 juli;;;655.0;79824.0;stuks                    
9596;4102210000 Huiden en vellen van schap...;Niet-EU;2011 augustus;;;754.0;83347.0;stuks                    
9597;4102210000 Huiden en vellen van schap...;Niet-EU;2011 september;;;713.0;61739.0;stuks                    
9598;4102210000 Huiden en vellen van schap...;Niet-EU;2011 oktober;;;777.0;67790.0;stuks                    
9599;4102210000 Huiden en vellen van schap...;Niet-EU;2011 november;;;1092.0;90575.0;stuks                    
9600;4102210000 Huiden en vellen van schap...;Niet-EU;2011 december;;;609.0;34208.0;stuks                    
9601;4102210000 Huiden en vellen van schap...;Niet-EU;2011;19.0;2174.0;9542.0;872784.0;stuks                    
9602;4102210000 Huiden en vellen van schap...;Niet-EU;2012 januari;;;935.0;78710.0;stuks                    
9603;4102210000 Huiden en vellen van schap...;Niet-EU;2012 februari;;;675.0;63249.0;stuks                    
9604;4102210000 Huiden en vellen van schap...;Niet-EU;2012 maart;34.0;4516.0;717.0;57635.0;stuks                    
9605;4102210000 Huiden en vellen van schap...;Niet-EU;2012 april;;;542.0;35230.0;stuks                    
9606;4102210000 Huiden en vellen van schap...;Niet-EU;2012 mei;;;276.0;16081.0;stuks                    
9607;4102210000 Huiden en vellen van schap...;Niet-EU;2012 juni;;;379.0;42583.0;stuks                    
9608;4102210000 Huiden en vellen van schap...;Niet-EU;2012 juli;;;393.0;44125.0;stuks                    
9609;4102210000 Huiden en vellen van schap...;Niet-EU;2012 augustus;;;411.0;60531.0;stuks                    
9610;4102210000 Huiden en vellen van schap...;Niet-EU;2012 september;;;492.0;92010.0;stuks                    
9611;4102210000 Huiden en vellen van schap...;Niet-EU;2012 oktober;;;251.0;45381.0;stuks                    
9612;4102210000 Huiden en vellen van schap...;Niet-EU;2012 november;;;786.0;37585.0;stuks                    
9613;4102210000 Huiden en vellen van schap...;Niet-EU;2012 december;;;369.0;38757.0;stuks                    
9614;4102210000 Huiden en vellen van schap...;Niet-EU;2012;34.0;4516.0;6225.0;611877.0;stuks                    
9615;4102210000 Huiden en vellen van schap...;Niet-EU;2013 januari;;;549.0;63777.0;stuks                    
9616;4102210000 Huiden en vellen van schap...;Niet-EU;2013 februari;;;478.0;55308.0;stuks                    
9617;4102210000 Huiden en vellen van schap...;Niet-EU;2013 maart;;;1102.0;119930.0;stuks                    
9618;4102210000 Huiden en vellen van schap...;Niet-EU;2013 april;;;790.0;87965.0;stuks                    
9619;4102210000 Huiden en vellen van schap...;Niet-EU;2013 mei;;;560.0;66110.0;stuks                    
9620;4102210000 Huiden en vellen van schap...;Niet-EU;2013 juni;;;387.0;64885.0;stuks                    
9621;4102210000 Huiden en vellen van schap...;Niet-EU;2013 juli;;;1051.0;101776.0;stuks                    
9622;4102210000 Huiden en vellen van schap...;Niet-EU;2013 augustus;;;560.0;73760.0;stuks                    
9623;4102210000 Huiden en vellen van schap...;Niet-EU;2013 september;;;475.0;49745.0;stuks                    
9624;4102210000 Huiden en vellen van schap...;Niet-EU;2013 oktober;;;632.0;91674.0;stuks                    
9625;4102210000 Huiden en vellen van schap...;Niet-EU;2013 november;;;583.0;78525.0;stuks                    
9626;4102210000 Huiden en vellen van schap...;Niet-EU;2013 december;;;494.0;68800.0;stuks                    
9627;4102210000 Huiden en vellen van schap...;Niet-EU;2013 ;;;7661.0;922255.0;stuks                    
9628;4102210000 Huiden en vellen van schap...;Niet-EU;2014 januari;;;297.0;39545.0;stuks                    
9629;4102210000 Huiden en vellen van schap...;Niet-EU;2014 februari;;;484.0;73960.0;stuks                    
9630;4102210000 Huiden en vellen van schap...;Niet-EU;2014 maart;;;502.0;71615.0;stuks                    
9631;4102210000 Huiden en vellen van schap...;Niet-EU;2014 april;;;287.0;67530.0;stuks                    
9632;4102210000 Huiden en vellen van schap...;Niet-EU;2014 mei;;;303.0;22785.0;stuks                    
9633;4102210000 Huiden en vellen van schap...;Niet-EU;2014 juni;;;208.0;200.0;stuks                    
9634;4102210000 Huiden en vellen van schap...;Niet-EU;2014 juli;;;334.0;283.0;stuks                    
9635;4102210000 Huiden en vellen van schap...;Niet-EU;2014 augustus;;;375.0;324.0;stuks                    
9636;4102210000 Huiden en vellen van schap...;Niet-EU;2014 september;;;420.0;21715.0;stuks                    
9637;4102210000 Huiden en vellen van schap...;Niet-EU;2014 oktober;;;306.0;342.0;stuks                    
9638;4102210000 Huiden en vellen van schap...;Niet-EU;2014 november;;;337.0;358.0;stuks                    
9639;4102210000 Huiden en vellen van schap...;Niet-EU;2014 december;;;282.0;349.0;stuks                    
9640;4102210000 Huiden en vellen van schap...;Niet-EU;2014;;;4134.0;299006.0;stuks                    
9641;4102210000 Huiden en vellen van schap...;Niet-EU;2015 januari;;;284.0;345.0;stuks                    
9642;4102210000 Huiden en vellen van schap...;Niet-EU;2015 februari;;;355.0;412.0;stuks                    
9643;4102210000 Huiden en vellen van schap...;Niet-EU;2015 maart;;;465.0;497.0;stuks                    
9644;4102210000 Huiden en vellen van schap...;Niet-EU;2015 april;;;494.0;644.0;stuks                    
9645;4102210000 Huiden en vellen van schap...;Niet-EU;2015 mei;;;278.0;467.0;stuks                    
9646;4102210000 Huiden en vellen van schap...;Niet-EU;2015 juni;;;305.0;530.0;stuks                    
9647;4102210000 Huiden en vellen van schap...;Niet-EU;2015 juli;;;327.0;395.0;stuks                    
9648;4102210000 Huiden en vellen van schap...;Niet-EU;2015 augustus;;;192.0;213.0;stuks                    
9649;4102210000 Huiden en vellen van schap...;Niet-EU;2015 september;;;211.0;223.0;stuks                    
9650;4102210000 Huiden en vellen van schap...;Niet-EU;2015 oktober;;;278.0;427.0;stuks                    
9651;4102210000 Huiden en vellen van schap...;Niet-EU;2015 november;;;255.0;335.0;stuks                    
9652;4102210000 Huiden en vellen van schap...;Niet-EU;2015 december;;;262.0;370.0;stuks                    
9653;4102210000 Huiden en vellen van schap...;Niet-EU;2015;;;3706.0;4858.0;stuks                    
9654;4102210000 Huiden en vellen van schap...;Niet-EU;2016 januari;;;230.0;344.0;stuks                    
9655;4102210000 Huiden en vellen van schap...;Niet-EU;2016 februari;;;223.0;338.0;stuks                    
9656;4102210000 Huiden en vellen van schap...;Niet-EU;2016 maart;;;192.0;340.0;stuks                    
9657;4102210000 Huiden en vellen van schap...;Niet-EU;2016 april;;;293.0;486.0;stuks                    
9658;4102210000 Huiden en vellen van schap...;Niet-EU;2016 mei;;;306.0;5450.0;stuks                    
9659;4102210000 Huiden en vellen van schap...;Niet-EU;2016 juni;;;292.0;427.0;stuks                    
9660;4102210000 Huiden en vellen van schap...;Niet-EU;2016 juli;;;162.0;489.0;stuks                    
9661;4102210000 Huiden en vellen van schap...;Niet-EU;2016 augustus;;;159.0;172.0;stuks                    
9662;4102210000 Huiden en vellen van schap...;Niet-EU;2016 september;;;206.0;219.0;stuks                    
9663;4102210000 Huiden en vellen van schap...;Niet-EU;2016 oktober;;;303.0;324.0;stuks                    
9664;4102210000 Huiden en vellen van schap...;Niet-EU;2016 november;;;244.0;274.0;stuks                    
9665;4102210000 Huiden en vellen van schap...;Niet-EU;2016 december;;;184.0;255.0;stuks                    
9666;4102210000 Huiden en vellen van schap...;Niet-EU;2016;;;2795.0;9118.0;stuks                    
9667;4102210000 Huiden en vellen van schap...;Niet-EU;2017 januari;;;72.0;124.0;stuks                    
9668;4102210000 Huiden en vellen van schap...;Niet-EU;2017 februari;;;231.0;201.0;stuks                    
9669;4102210000 Huiden en vellen van schap...;Niet-EU;2017 maart;;;358.0;607.0;stuks                    
9670;4102210000 Huiden en vellen van schap...;Niet-EU;2017 april;;;321.0;530.0;stuks                    
9671;4102210000 Huiden en vellen van schap...;Niet-EU;2017 mei;;;383.0;285.0;stuks                    
9672;4102210000 Huiden en vellen van schap...;Niet-EU;2017 juni;;;583.0;441.0;stuks                    
9673;4102210000 Huiden en vellen van schap...;Niet-EU;2017 juli;;;243.0;213.0;stuks                    
9674;4102210000 Huiden en vellen van schap...;Niet-EU;2017 augustus;;;456.0;284.0;stuks                    
9675;4102210000 Huiden en vellen van schap...;Niet-EU;2017 september;;;391.0;455.0;stuks                    
9676;4102210000 Huiden en vellen van schap...;Niet-EU;2017 oktober;;;379.0;22712.0;stuks                    
9677;4102210000 Huiden en vellen van schap...;Niet-EU;2017 november;;;298.0;275.0;stuks                    
9678;4102210000 Huiden en vellen van schap...;Niet-EU;2017 december;;;193.0;214.0;stuks                    
9679;4102210000 Huiden en vellen van schap...;Niet-EU;2017;;;3908.0;26341.0;stuks                    
9680;4102210000 Huiden en vellen van schap...;Niet-EU;2018 januari;;;176.0;187.0;stuks                    
9681;4102210000 Huiden en vellen van schap...;Niet-EU;2018 februari;;;289.0;480.0;stuks                    
9682;4102210000 Huiden en vellen van schap...;Niet-EU;2018 maart;;;233.0;179.0;stuks                    
9683;4102210000 Huiden en vellen van schap...;Niet-EU;2018 april;;;207.0;187.0;stuks                    
9684;4102210000 Huiden en vellen van schap...;Niet-EU;2018 mei;;;369.0;288.0;stuks                    
9685;4102210000 Huiden en vellen van schap...;Niet-EU;2018 juni;;;202.0;7765.0;stuks                    
9686;4102210000 Huiden en vellen van schap...;Niet-EU;2018 juli;;;181.0;6147.0;stuks                    
9687;4102210000 Huiden en vellen van schap...;Niet-EU;2018 augustus;;;142.0;185.0;stuks                    
9688;4102210000 Huiden en vellen van schap...;Niet-EU;2018 september;;;81.0;149.0;stuks                    
9689;4102210000 Huiden en vellen van schap...;Niet-EU;2018 oktober;;;104.0;154.0;stuks                    
9690;4102210000 Huiden en vellen van schap...;Niet-EU;2018 november;;;115.0;4800.0;stuks                    
9691;4102210000 Huiden en vellen van schap...;Niet-EU;2018 december;;;58.0;80.0;stuks                    
9692;4102210000 Huiden en vellen van schap...;Niet-EU;2018;;;2157.0;20601.0;stuks                    
9693;4102210000 Huiden en vellen van schap...;Niet-EU;2019 januari;;;156.0;297.0;stuks                    
9694;4102210000 Huiden en vellen van schap...;Niet-EU;2019 februari;;;108.0;157.0;stuks                    
9695;4102210000 Huiden en vellen van schap...;Niet-EU;2019 maart;;;294.0;434.0;stuks                    
9696;4102210000 Huiden en vellen van schap...;Niet-EU;2019 april;;;681.0;783.0;stuks                    
9697;4102210000 Huiden en vellen van schap...;Niet-EU;2019 mei;;;231.0;257.0;stuks                    
9698;4102210000 Huiden en vellen van schap...;Niet-EU;2019 juni;;;80.0;13426.0;stuks                    
9699;4102210000 Huiden en vellen van schap...;Niet-EU;2019 juli;;;106.0;833.0;stuks                    
9700;4102210000 Huiden en vellen van schap...;Niet-EU;2019 augustus;;;52.0;666.0;stuks                    
9701;4102210000 Huiden en vellen van schap...;Niet-EU;2019 september;;;40.0;4659.0;stuks                    
9702;4102210000 Huiden en vellen van schap...;Niet-EU;2019 oktober;;;12.0;8925.0;stuks                    
9703;4102210000 Huiden en vellen van schap...;Niet-EU;2019 november;;;38.0;11544.0;stuks                    
9704;4102210000 Huiden en vellen van schap...;Niet-EU;2019 december;;;33.0;15096.0;stuks                    
9705;4102210000 Huiden en vellen van schap...;Niet-EU;2019;;;1833.0;57077.0;stuks                    
9706;4102210000 Huiden en vellen van schap...;Niet-EU;2020 januari;;;9.0;38.0;stuks                    
9707;4102210000 Huiden en vellen van schap...;Niet-EU;2020 februari;;;40.0;688.0;stuks                    
9708;4102210000 Huiden en vellen van schap...;Niet-EU;2020 maart;;;;;                         
9709;4102210000 Huiden en vellen van schap...;Niet-EU;2020 april;;;6.0;31.0;stuks                    
9710;4102210000 Huiden en vellen van schap...;Niet-EU;2020 mei;;;;;                         
9711;4102210000 Huiden en vellen van schap...;Niet-EU;2020 juni;;;87.0;2998.0;stuks                    
9712;4102210000 Huiden en vellen van schap...;Niet-EU;2020 juli;;;18.0;16950.0;stuks                    
9713;4102210000 Huiden en vellen van schap...;Niet-EU;2020 augustus;;;;;                         
9714;4102210000 Huiden en vellen van schap...;Niet-EU;2020 september;;;;;                         
9715;4102210000 Huiden en vellen van schap...;Niet-EU;2020 oktober;;;;;                         
9716;4102210000 Huiden en vellen van schap...;Niet-EU;2020 november;;;;;                         
9717;4102210000 Huiden en vellen van schap...;Niet-EU;2020 december;;;11.0;8475.0;stuks                    
9718;4102210000 Huiden en vellen van schap...;Niet-EU;2020;;;171.0;29180.0;stuks                    
9719;4102210000 Huiden en vellen van schap...;Niet-EU;2021 januari;;;;;                         
9720;4102210000 Huiden en vellen van schap...;Niet-EU;2021 februari;;;17.0;50.0;stuks                    
9721;4102210000 Huiden en vellen van schap...;Niet-EU;2021 maart;;;16.0;50.0;stuks                    
9722;4102210000 Huiden en vellen van schap...;Niet-EU;2021 april;;;14.0;50.0;stuks                    
9723;4102210000 Huiden en vellen van schap...;Niet-EU;2021 mei;;;7.0;300.0;stuks                    
9724;4102210000 Huiden en vellen van schap...;Niet-EU;2021 juni;;;;;                         
9725;4102210000 Huiden en vellen van schap...;Niet-EU;2021 juli;;;64.0;10350.0;stuks                    
9726;4102210000 Huiden en vellen van schap...;Niet-EU;2021 augustus;;;;;                         
9727;4102210000 Huiden en vellen van schap...;Niet-EU;2021 september ;;;66.0;7971.0;stuks                    
9728;4102210000 Huiden en vellen van schap...;Niet-EU;2021 oktober;;;10.0;21000.0;stuks                    
9729;4102210000 Huiden en vellen van schap...;Niet-EU;2021 november;;;;;                         
9730;4102210000 Huiden en vellen van schap...;Niet-EU;2021 december;;;;;                         
9731;4102210000 Huiden en vellen van schap...;Niet-EU;2021;;;192.0;39771.0;stuks                    
9732;4102210000 Huiden en vellen van schap...;Niet-EU;2022 januari;;;;;                         
9733;4102210000 Huiden en vellen van schap...;Niet-EU;2022 februari;;;10.0;21000.0;stuks                    
9734;4102210000 Huiden en vellen van schap...;Niet-EU;2022 maart;;;4.0;7600.0;stuks                    
9735;4102210000 Huiden en vellen van schap...;Niet-EU;2022 april;;;9.0;5000.0;stuks                    
9736;4102210000 Huiden en vellen van schap...;Niet-EU;2022 mei;;;;;                         
9737;4102210000 Huiden en vellen van schap...;Niet-EU;2022 juni;;;;;                         
9738;4102210000 Huiden en vellen van schap...;Niet-EU;2022 juli;;;11.0;5000.0;stuks                    
9739;4102210000 Huiden en vellen van schap...;Niet-EU;2022 augustus;;;7.0;5000.0;stuks                    
9740;4102210000 Huiden en vellen van schap...;Niet-EU;2022 januari-augustus;;;41.0;43600.0;stuks                    
9741;4102290000 Huiden en vellen van schap...;Totaal landen;2008 januari;1.0;2.0;;;stuks                    
9742;4102290000 Huiden en vellen van schap...;Totaal landen;2008 februari;;;;;                         
9743;4102290000 Huiden en vellen van schap...;Totaal landen;2008 maart;22.0;2.0;;;stuks                    
9744;4102290000 Huiden en vellen van schap...;Totaal landen;2008 april;;;;;                         
9745;4102290000 Huiden en vellen van schap...;Totaal landen;2008 mei;5.0;4.0;;;stuks                    
9746;4102290000 Huiden en vellen van schap...;Totaal landen;2008 juni;28.0;2.0;;;stuks                    
9747;4102290000 Huiden en vellen van schap...;Totaal landen;2008 juli;58.0;6.0;;;stuks                    
