ID;Bedrijfstypen;Rechtsvorm;TypeActiviteit;Perioden;AantalBedrijven_1;StandaardOpbrengstSOWaarde_2;TotaalActiva_3;ImmaterieleVasteActiva_4;MaterieleVasteActiva_5;FinancieleVasteActiva_6;Voorraden_7;Vorderingen_8;Effecten_9;LiquideMiddelen_10;TotaalPassiva_11;TotaalEigenVermogen_12;Oudedagsreserve_13;Ondernemingsvermogen_14;Terugkeerreserve_15;TotaalVoorzieningen_16;LanglopendeSchulden_17;KortlopendeSchulden_18;TotaalBedrijfsopbrengsten_19;NettoOmzet_20;TotaalBedrijfskosten_21;KostenGrondEnHulpstoffen_22;Personeelskosten_23;Afschrijving_24;OverigeImmaterieleEnMaterieleActiva_25;WaardeverminderingVanVlottendeActiva_26;OverigeBedrijfskosten_27;TotaalFinancieleBatenEnLasten_28;Renteopbrengsten_29;KostenVanSchulden_30;ResultaatUitGewoneBedrijfsuitoefening_31;TotaalResultaten_32;BuitengewoneBaten_33;BuitengewoneLasten_34;SaldoFiscaleWinstberekening_35
10;Totaal bedrijfstype;Totaal rechtsvormen;Alle activiteiten;2020;52695.0;25082.6;94256.4;1168.9;74846.7;3364.9;4359.5;5066.2;88.1;5362.2;94256.4;55254.7;1749.8;47286.5;21.0;735.2;30549.8;7695.6;31503.0;28908.5;26774.9;15212.1;3009.2;2290.4;-89.0;1.7;6350.4;-721.6;26.0;744.7;4006.6;1775.0;1931.2;156.3;5864.3
11;Totaal bedrijfstype;Totaal rechtsvormen;Alle activiteiten;2021;52107.0;25032.0;99219.6;1228.6;77928.4;3678.6;4681.8;5826.3;109.4;5766.4;99219.6;59749.1;1709.3;50832.4;19.6;701.7;30448.4;8300.8;34325.4;31132.9;28552.3;16523.5;3168.1;2314.4;-136.5;-4.2;6686.9;-690.3;20.9;719.1;5082.8;2846.2;3011.8;165.7;8061.5
12;Totaal bedrijfstype;Totaal rechtsvormen;Alle activiteiten;2022;50975.0;25132.0;105869.0;1348.4;82335.9;4356.4;4927.7;6329.5;108.7;6463.2;105869.9;66445.3;1725.7;56494.8;17.6;779.0;29990.9;8637.1;37305.8;34002.3;30221.9;17765.0;3076.3;2590.6;-200.4;-1.4;7328.0;-680.5;19.8;723.5;6403.4;3341.7;3579.9;238.2;9844.8
13;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2010;72324.0;19607.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2011;70392.0;19313.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2012;68810.0;19059.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2013;67481.0;21226.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2014;65507.0;21220.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2015;63913.0;21434.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2016;55688.0;24100.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2017;54849.0;24008.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2018;53910.0;23841.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2019;53233.0;23877.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2020;52695.0;25082.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2021;52107.0;25032.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Totaal bedrijfstype;Totaal rechtsvormen;Agrarische activeiten;2022;50975.0;25132.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2010;72324.0;19607.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2011;70392.0;19313.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2012;68810.0;19059.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2013;67481.0;21226.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2014;65507.0;21220.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2015;63913.0;21434.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2016;55688.0;24100.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2017;54849.0;24008.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2018;53910.0;23841.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2019;53233.0;23877.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2020;52695.0;25082.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2021;52107.0;25032.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Totaal bedrijfstype;Totaal rechtsvormen;Overige activiteiten;2022;50975.0;25132.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2010;40089.0;5663.6;23664.3;626.4;18471.5;620.3;1114.8;1489.6;11.7;1330.0;23664.3;9283.5;911.3;8155.5;2.1;171.8;12267.7;1939.3;9014.0;8074.4;7227.6;4139.6;479.1;937.2;-116.5;-3.7;1791.9;-529.5;23.3;573.6;1256.9;1425.6;1534.9;109.3;2682.6
40;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2011;38333.0;5386.2;24463.2;526.9;19499.0;658.6;1084.1;1367.0;17.2;1310.5;24463.2;10321.6;863.6;9297.4;2.1;178.4;11954.8;2006.4;9169.4;8190.8;7401.3;4286.3;470.7;929.8;-92.1;-4.3;1810.8;-503.0;19.9;561.6;1265.1;1318.7;1433.7;115.0;2583.2
41;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2012;36247.0;4929.2;23603.1;367.1;19056.6;614.6;1076.8;1272.5;9.0;1206.5;23603.1;10395.9;792.4;9484.1;1.3;170.3;11140.8;1894.8;8526.2;7626.1;6928.1;4018.6;445.1;820.2;-35.7;0.0;1679.9;-461.2;18.6;515.2;1137.0;1141.6;1266.6;125.0;2278.6
42;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2013;34578.0;5292.3;22731.2;228.9;18474.8;550.1;1015.5;1235.4;7.8;1218.9;22731.2;10415.3;736.4;9603.2;2.2;163.4;10317.8;1832.5;8490.7;7692.9;6923.5;4111.3;448.4;794.9;-49.9;3.8;1615.1;-413.0;15.9;457.0;1154.2;883.6;986.6;103.0;2037.8
43;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2014;32389.0;4950.9;21843.5;112.0;17986.1;486.7;964.3;1086.6;7.5;1200.3;21843.5;10324.4;683.5;9573.9;2.4;168.8;9656.6;1691.4;7708.0;6947.6;6318.0;3592.5;425.3;728.0;25.8;2.3;1544.1;-384.2;12.1;418.7;1005.8;793.8;886.0;92.2;1799.6
44;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2015;28908.0;4286.6;19609.5;59.6;16089.5;494.3;856.1;1010.3;9.3;1090.3;19609.5;9307.1;601.0;8653.5;3.8;149.9;8630.6;1518.1;6955.1;6158.7;5748.6;3360.6;382.3;579.3;104.5;0.3;1321.6;-315.3;10.5;350.6;891.1;757.7;1005.1;247.4;1648.8
45;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2016;21475.0;4457.3;17831.3;65.4;14744.4;416.1;755.9;866.9;9.0;973.5;17831.3;8683.2;510.8;8140.7;3.6;134.5;7709.9;1300.2;5606.4;5013.0;4534.2;2670.3;303.8;497.1;-49.5;-0.1;1112.7;-266.9;7.4;289.5;805.4;617.6;668.2;50.7;1423.0
46;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2017;20505.0;4148.2;16661.7;76.6;13726.8;367.6;659.2;769.2;8.1;1054.3;16661.7;8402.6;458.8;7893.9;4.4;146.9;6965.0;1142.9;5198.4;4655.0;4166.8;2383.4;261.8;478.5;-19.3;0.2;1062.1;-210.5;11.1;240.5;821.1;437.7;473.5;35.9;1258.7
47;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2018;19465.0;3808.1;16092.3;145.3;13247.3;325.5;589.5;725.4;7.6;1051.8;16092.3;8465.5;439.0;7972.4;4.4;140.3;6407.4;1074.6;4818.4;4274.3;3909.3;2232.9;255.2;420.9;-18.1;0.3;1018.2;-179.2;9.9;205.4;730.0;456.3;493.8;37.5;1186.7
48;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2019;18680.0;3565.0;15741.6;151.4;12914.8;311.0;587.3;669.1;6.6;1101.5;15741.6;8628.1;416.9;8147.5;5.0;131.6;5943.3;1033.6;4594.8;4114.7;3723.5;2083.2;249.9;433.4;-12.5;0.6;968.9;-165.5;5.9;183.3;705.7;381.7;414.8;33.1;1087.6
49;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2020;17960.0;3444.6;15008.7;162.2;12433.3;283.7;511.3;575.0;4.8;1038.4;15008.7;8473.4;382.1;8032.3;4.7;112.6;5520.8;897.2;4088.3;3649.9;3367.7;1888.7;222.2;377.6;-7.5;0.1;886.5;-146.7;3.7;159.4;573.9;399.3;428.3;29.0;973.4
50;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2021;17403.0;3245.0;15332.8;165.9;12601.8;299.2;533.1;646.4;5.9;1080.4;15332.8;9019.3;363.3;8597.4;4.5;98.7;5273.5;936.8;4171.9;3657.9;3358.8;1900.0;224.0;366.2;-21.7;-0.7;891.1;-135.9;3.1;148.2;677.1;592.3;620.9;28.7;1270.4
51;Totaal bedrijfstype;Eenmanszaak;Alle activiteiten;2022;16399.0;3036.7;15821.2;158.0;12889.2;334.8;551.5;674.1;5.9;1207.7;15821.2;10010.0;372.2;9571.9;3.5;109.6;4801.8;896.4;4522.5;4007.6;3528.8;2044.9;211.5;384.4;-25.2;0.0;967.0;-128.8;2.5;140.1;864.9;645.2;683.4;38.3;1510.2
52;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2010;40089.0;5663.6;20927.6;605.4;16566.8;528.3;920.8;1215.4;11.2;1079.7;20927.6;8259.1;779.8;7280.7;2.6;150.5;10924.6;1590.8;6953.4;6104.7;5514.4;3114.7;301.5;778.0;-115.0;-5.3;1440.4;-462.1;20.1;505.3;976.9;1320.1;1422.3;102.2;2297.1
53;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2011;38333.0;5386.2;21827.4;505.7;17674.9;559.1;902.6;1100.8;16.8;1067.5;21827.4;9295.7;742.0;8408.5;2.9;156.2;10725.9;1646.7;7183.9;6288.9;5759.1;3294.5;301.2;780.6;-82.4;-3.9;1469.1;-449.8;16.8;497.9;975.0;1251.3;1358.8;107.5;2225.8
54;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2012;36247.0;4929.2;21094.6;349.8;17300.8;521.1;892.0;1032.6;8.6;989.7;21094.6;9368.2;681.2;8579.9;1.8;152.3;10008.8;1563.5;6696.2;5860.0;5406.5;3099.9;283.7;694.7;-34.2;0.6;1361.9;-410.4;16.3;457.5;879.3;1102.1;1219.0;116.9;1981.4
55;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2013;34578.0;5292.3;20206.0;215.7;16694.0;463.2;834.1;989.2;7.2;1002.6;20206.0;9337.5;625.1;8642.1;2.4;145.0;9245.2;1475.8;6631.7;5894.5;5368.8;3182.1;272.1;672.5;-50.1;3.7;1288.5;-365.7;14.0;403.7;897.2;839.4;936.2;96.8;1736.6
56;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2014;32389.0;4950.9;18808.8;96.1;15736.2;415.0;762.9;838.1;6.6;953.8;18808.8;8935.9;567.4;8307.7;2.2;145.1;8392.0;1333.5;5823.4;5134.2;4767.1;2691.3;254.9;604.1;15.9;1.7;1199.2;-328.8;10.4;357.9;727.5;729.2;811.7;82.5;1456.7
57;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2015;28908.0;4286.6;16528.6;47.9;13807.4;394.4;676.9;775.2;8.0;818.8;16528.6;7855.9;493.1;7314.6;3.0;122.8;7381.4;1165.5;5084.1;4374.5;4218.5;2448.5;216.2;462.1;94.0;-0.1;997.8;-264.7;8.8;295.8;600.9;702.0;898.3;196.3;1303.0
58;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2016;21475.0;4457.3;15415.4;56.4;12893.3;357.9;619.4;700.7;7.2;780.4;15415.4;7475.2;439.8;7005.8;3.4;111.8;6773.5;1051.5;4427.7;3895.5;3564.6;2116.6;200.7;408.2;-44.9;0.3;883.8;-231.9;6.3;251.7;631.2;560.2;605.9;45.7;1191.5
59;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2017;20505.0;4148.2;14627.6;68.3;12180.5;310.4;552.9;632.4;7.4;875.6;14627.6;7366.1;400.7;6928.2;3.5;119.4;6209.6;928.9;4274.3;3782.8;3395.7;1950.4;184.0;403.2;-17.6;0.2;875.6;-186.9;9.7;212.5;691.7;401.1;430.3;29.2;1092.8
60;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2018;19465.0;3808.1;14209.7;137.4;11817.2;289.4;491.1;595.7;6.8;872.1;14209.7;7461.7;384.7;7034.0;3.6;113.7;5746.9;883.8;3914.4;3419.9;3158.5;1796.4;178.4;357.8;-17.9;0.1;843.6;-158.6;8.8;181.9;597.4;428.5;462.2;33.7;1025.9
61;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2019;18680.0;3565.0;13829.0;141.6;11447.0;274.9;492.1;548.8;6.3;918.4;13829.0;7582.6;366.8;7170.0;4.6;105.3;5289.0;847.5;3755.0;3318.8;3030.3;1695.9;172.4;368.7;-7.9;0.5;800.7;-145.1;5.4;161.1;579.6;349.1;378.3;29.2;928.8
62;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2020;17960.0;3444.6;13287.2;151.8;11087.3;250.9;437.2;483.7;4.5;871.7;13287.2;7495.9;342.0;7116.6;4.4;97.1;4929.9;759.9;3371.7;2976.1;2782.0;1561.3;159.8;324.4;-7.0;0.1;743.2;-130.1;3.3;141.5;459.6;370.8;397.3;26.4;830.4
63;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2021;17403.0;3245.0;13620.9;154.8;11286.2;264.2;451.1;546.1;5.5;913.0;13620.9;8020.5;324.7;7652.6;4.2;86.2;4719.1;790.9;3444.4;2984.0;2767.0;1565.5;160.5;315.7;-20.8;-0.8;746.9;-120.3;2.7;131.2;557.1;539.9;566.2;26.3;1097.0
64;Totaal bedrijfstype;Eenmanszaak;Agrarische activeiten;2022;16399.0;3036.7;14100.9;150.4;11563.6;302.3;471.1;578.1;5.7;1029.7;14100.9;8924.9;333.0;8537.9;3.0;95.0;4310.1;767.8;3834.4;3361.5;2981.1;1739.5;157.2;332.8;-19.4;-0.1;816.7;-114.5;2.3;124.6;738.8;597.5;633.4;35.9;1336.3
65;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2010;40089.0;5663.6;2736.7;20.9;1904.7;92.1;194.0;274.2;0.5;250.3;2736.7;1024.4;131.5;874.8;-0.4;21.3;1343.1;348.4;2060.6;1969.7;1713.2;1024.9;177.6;159.2;-1.5;1.6;351.4;-67.4;3.2;68.3;280.0;105.5;112.6;7.1;385.5
66;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2011;38333.0;5386.2;2635.8;21.2;1824.1;99.5;181.5;266.1;0.5;243.0;2635.8;1025.9;121.6;888.9;-0.8;22.2;1228.8;359.7;1985.5;1901.9;1642.2;991.9;169.5;149.2;-9.7;-0.4;341.7;-53.1;3.1;63.7;290.1;67.3;74.9;7.6;357.4
67;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2012;36247.0;4929.2;2508.6;17.3;1755.8;93.5;184.8;239.9;0.4;216.8;2508.6;1027.6;111.1;904.2;-0.4;18.0;1132.0;331.3;1830.1;1766.2;1521.6;918.8;161.3;125.5;-1.5;-0.5;318.0;-50.8;2.3;57.7;257.7;39.5;47.6;8.1;297.2
68;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2013;34578.0;5292.3;2525.3;13.2;1780.8;86.8;181.4;246.2;0.6;216.3;2525.3;1077.8;111.3;961.1;-0.3;18.4;1072.6;356.7;1858.9;1798.4;1554.6;929.2;176.3;122.4;0.2;0.1;326.6;-47.3;1.9;53.3;257.0;44.2;50.4;6.3;301.2
69;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2014;32389.0;4950.9;3034.7;15.9;2249.8;71.7;201.4;248.6;0.9;246.5;3034.7;1388.5;116.2;1266.2;0.2;23.6;1264.6;357.8;1884.5;1813.4;1550.9;901.2;170.4;123.8;9.9;0.6;344.9;-55.4;1.7;60.8;278.3;64.6;74.4;9.8;342.9
70;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2015;28908.0;4286.6;3081.0;11.7;2282.1;99.8;179.2;235.2;1.4;271.6;3081.0;1451.2;108.0;1338.9;0.8;27.0;1249.2;352.7;1871.0;1784.2;1530.1;912.2;166.1;117.2;10.5;0.4;323.8;-50.6;1.7;54.8;290.2;55.6;106.8;51.2;345.9
71;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2016;21475.0;4457.3;2415.9;9.0;1851.0;58.2;136.5;166.3;1.8;193.1;2415.9;1208.0;71.0;1134.9;0.2;22.6;936.4;248.7;1178.7;1117.5;969.6;553.7;103.1;88.8;-4.6;-0.4;228.9;-35.0;1.1;37.8;174.2;57.3;62.3;5.0;231.5
72;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2017;20505.0;4148.2;2034.1;8.2;1546.3;57.1;106.3;136.8;0.7;178.7;2034.1;1036.5;58.2;965.6;0.8;27.4;755.3;214.1;924.1;872.3;771.1;433.0;77.8;75.4;-1.7;0.0;186.6;-23.6;1.5;28.0;129.4;36.6;43.3;6.7;166.0
73;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2018;19465.0;3808.1;1882.6;7.9;1430.0;36.1;98.4;129.7;0.7;179.7;1882.6;1003.8;54.3;938.4;0.8;26.6;660.5;190.9;904.0;854.4;750.8;436.5;76.8;63.0;-0.3;0.2;174.6;-20.6;1.1;23.4;132.6;27.8;31.6;3.8;160.9
74;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2019;18680.0;3565.0;1912.6;9.9;1467.7;36.1;95.1;120.4;0.3;183.1;1912.6;1045.6;50.2;977.5;0.3;26.4;654.2;186.1;839.8;795.9;693.3;387.3;77.5;64.7;-4.7;0.2;168.2;-20.4;0.5;22.2;126.1;32.6;36.5;3.9;158.8
75;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2020;17960.0;3444.6;1721.5;10.3;1346.0;32.8;74.0;91.2;0.3;166.7;1721.5;977.5;40.1;915.7;0.3;15.5;590.9;137.4;716.6;673.8;585.7;327.4;62.3;53.3;-0.6;0.0;143.3;-16.6;0.4;17.9;114.3;28.5;31.0;2.5;143.0
76;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2021;17403.0;3245.0;1711.9;11.1;1315.6;34.9;82.0;100.3;0.4;167.5;1711.9;998.8;38.6;944.8;0.3;12.5;554.4;145.9;727.4;673.9;591.8;334.5;63.5;50.5;-1.0;0.0;144.2;-15.6;0.3;17.1;120.1;52.4;54.8;2.4;173.4
77;Totaal bedrijfstype;Eenmanszaak;Overige activiteiten;2022;16399.0;3036.7;1720.4;7.6;1325.6;32.5;80.4;96.0;0.2;178.0;1720.4;1085.1;39.2;1034.0;0.4;14.6;491.7;128.6;688.1;646.1;547.7;305.4;54.3;51.7;-5.8;0.1;150.3;-14.3;0.2;15.5;126.1;47.7;50.0;2.3;173.9
78;Totaal bedrijfstype;Samenwerkingsverbanden;Alle activiteiten;2010;28052.0;9581.0;33228.6;1034.8;25303.6;1407.9;1576.0;2166.6;20.9;1718.9;33228.6;12692.4;1338.9;10952.3;3.3;254.7;17591.4;2686.9;12364.9;11050.1;9656.8;5257.2;717.4;1478.2;-204.9;-6.5;2415.4;-685.2;33.1;794.6;2022.9;1628.9;1748.4;119.6;3655.2
79;Totaal bedrijfstype;Samenwerkingsverbanden;Alle activiteiten;2011;27684.0;9489.3;36236.1;927.1;28315.6;1382.5;1651.4;2164.5;16.8;1778.2;36236.1;15315.4;1238.5;13726.5;1.9;266.3;17671.7;2980.8;13265.3;11740.4;10537.3;5864.1;719.9;1541.2;-104.0;-2.3;2518.4;-709.6;31.2;820.8;2018.4;1846.2;1983.7;137.5;3864.8
80;Totaal bedrijfstype;Samenwerkingsverbanden;Alle activiteiten;2012;28344.0;9595.9;41116.1;779.1;33021.2;1484.4;1840.7;2142.2;18.7;1829.6;41116.1;19316.3;1280.2;17756.7;1.8;245.5;18500.9;3051.7;14096.9;12506.3;11222.7;6386.8;731.6;1552.1;-39.4;0.3;2591.2;-724.5;35.4;842.5;2149.7;1786.6;1955.8;169.2;3939.4
