ID;Sex;Age;MaritalStatus;CountryOfBirth;Periods;Immigration_1;EmigrationInclAdmCorrections_2;NetMigrationInclAdmCorrections_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
796;Total male and female;Total;Total marital status;Saint Vincent and the Grenadines;2020;2.0;6.0;-4.0;0.0;1.0;-1.0
797;Total male and female;Total;Total marital status;Saint Vincent and the Grenadines;2021;4.0;3.0;1.0;0.0;0.0;0.0
798;Total male and female;Total;Total marital status;Saint Vincent and the Grenadines;2022;4.0;2.0;2.0;0.0;0.0;0.0
799;Total male and female;Total;Total marital status;Saint Vincent and the Grenadines;2023;2.0;2.0;0.0;0.0;0.0;0.0
800;Total male and female;Total;Total marital status;Solomon Islands;2020;0.0;0.0;0.0;0.0;0.0;0.0
801;Total male and female;Total;Total marital status;Solomon Islands;2021;0.0;0.0;0.0;0.0;0.0;0.0
802;Total male and female;Total;Total marital status;Solomon Islands;2022;0.0;0.0;0.0;0.0;0.0;0.0
803;Total male and female;Total;Total marital status;Solomon Islands;2023;1.0;0.0;1.0;0.0;0.0;0.0
804;Total male and female;Total;Total marital status;Samoa;2020;0.0;3.0;-3.0;0.0;2.0;-2.0
805;Total male and female;Total;Total marital status;Samoa;2021;1.0;1.0;0.0;0.0;0.0;0.0
806;Total male and female;Total;Total marital status;Samoa;2022;2.0;1.0;1.0;0.0;1.0;-1.0
807;Total male and female;Total;Total marital status;Samoa;2023;1.0;-1.0;2.0;1.0;0.0;1.0
808;Total male and female;Total;Total marital status;San Marino;2020;3.0;0.0;3.0;0.0;0.0;0.0
809;Total male and female;Total;Total marital status;San Marino;2021;4.0;0.0;4.0;0.0;0.0;0.0
810;Total male and female;Total;Total marital status;San Marino;2022;3.0;1.0;2.0;0.0;0.0;0.0
811;Total male and female;Total;Total marital status;San Marino;2023;3.0;4.0;-1.0;0.0;1.0;-1.0
812;Total male and female;Total;Total marital status;Sao Tomé and Principe;2020;16.0;0.0;16.0;2.0;1.0;1.0
813;Total male and female;Total;Total marital status;Sao Tomé and Principe;2021;9.0;2.0;7.0;2.0;2.0;0.0
814;Total male and female;Total;Total marital status;Sao Tomé and Principe;2022;20.0;13.0;7.0;3.0;8.0;-5.0
815;Total male and female;Total;Total marital status;Sao Tomé and Principe;2023;20.0;5.0;15.0;2.0;6.0;-4.0
816;Total male and female;Total;Total marital status;Saudi Arabia;2020;581.0;230.0;351.0;16.0;71.0;-55.0
817;Total male and female;Total;Total marital status;Saudi Arabia;2021;782.0;189.0;593.0;15.0;57.0;-42.0
818;Total male and female;Total;Total marital status;Saudi Arabia;2022;962.0;199.0;763.0;11.0;31.0;-20.0
819;Total male and female;Total;Total marital status;Saudi Arabia;2023;1210.0;244.0;966.0;12.0;50.0;-38.0
820;Total male and female;Total;Total marital status;Senegal;2020;82.0;47.0;35.0;4.0;20.0;-16.0
821;Total male and female;Total;Total marital status;Senegal;2021;103.0;31.0;72.0;8.0;10.0;-2.0
822;Total male and female;Total;Total marital status;Senegal;2022;94.0;28.0;66.0;12.0;15.0;-3.0
823;Total male and female;Total;Total marital status;Senegal;2023;86.0;49.0;37.0;3.0;16.0;-13.0
824;Total male and female;Total;Total marital status;Serbia;2020;495.0;273.0;222.0;41.0;85.0;-44.0
825;Total male and female;Total;Total marital status;Serbia;2021;547.0;295.0;252.0;35.0;66.0;-31.0
826;Total male and female;Total;Total marital status;Serbia;2022;692.0;311.0;381.0;25.0;64.0;-39.0
827;Total male and female;Total;Total marital status;Serbia;2023;582.0;315.0;267.0;16.0;70.0;-54.0
828;Total male and female;Total;Total marital status;Serbia and Montenegro;2020;0.0;0.0;0.0;0.0;0.0;0.0
829;Total male and female;Total;Total marital status;Serbia and Montenegro;2021;0.0;0.0;0.0;0.0;0.0;0.0
830;Total male and female;Total;Total marital status;Serbia and Montenegro;2022;0.0;0.0;0.0;0.0;0.0;0.0
831;Total male and female;Total;Total marital status;Serbia and Montenegro;2023;0.0;0.0;0.0;0.0;0.0;0.0
832;Total male and female;Total;Total marital status;Seychelles;2020;3.0;4.0;-1.0;0.0;1.0;-1.0
833;Total male and female;Total;Total marital status;Seychelles;2021;12.0;4.0;8.0;0.0;1.0;-1.0
834;Total male and female;Total;Total marital status;Seychelles;2022;6.0;5.0;1.0;0.0;0.0;0.0
835;Total male and female;Total;Total marital status;Seychelles;2023;4.0;4.0;0.0;0.0;1.0;-1.0
836;Total male and female;Total;Total marital status;Sierra Leone;2020;127.0;72.0;55.0;46.0;68.0;-22.0
837;Total male and female;Total;Total marital status;Sierra Leone;2021;160.0;105.0;55.0;36.0;96.0;-60.0
838;Total male and female;Total;Total marital status;Sierra Leone;2022;131.0;101.0;30.0;36.0;80.0;-44.0
839;Total male and female;Total;Total marital status;Sierra Leone;2023;172.0;73.0;99.0;29.0;51.0;-22.0
840;Total male and female;Total;Total marital status;Singapore;2020;467.0;516.0;-49.0;4.0;68.0;-64.0
841;Total male and female;Total;Total marital status;Singapore;2021;385.0;250.0;135.0;4.0;40.0;-36.0
842;Total male and female;Total;Total marital status;Singapore;2022;683.0;329.0;354.0;5.0;19.0;-14.0
843;Total male and female;Total;Total marital status;Singapore;2023;680.0;425.0;255.0;3.0;52.0;-49.0
844;Total male and female;Total;Total marital status;Saint Helena;2020;0.0;0.0;0.0;0.0;0.0;0.0
845;Total male and female;Total;Total marital status;Saint Helena;2021;0.0;0.0;0.0;0.0;0.0;0.0
846;Total male and female;Total;Total marital status;Saint Helena;2022;0.0;0.0;0.0;0.0;0.0;0.0
847;Total male and female;Total;Total marital status;Saint Helena;2023;0.0;0.0;0.0;0.0;0.0;0.0
848;Total male and female;Total;Total marital status;Saint Lucia;2020;3.0;3.0;0.0;0.0;0.0;0.0
849;Total male and female;Total;Total marital status;Saint Lucia;2021;10.0;2.0;8.0;0.0;1.0;-1.0
850;Total male and female;Total;Total marital status;Saint Lucia;2022;5.0;5.0;0.0;0.0;2.0;-2.0
851;Total male and female;Total;Total marital status;Saint Lucia;2023;3.0;4.0;-1.0;0.0;2.0;-2.0
852;Total male and female;Total;Total marital status;Saint Maarten (Dutch part);2020;299.0;100.0;199.0;61.0;59.0;2.0
853;Total male and female;Total;Total marital status;Saint Maarten (Dutch part);2021;341.0;116.0;225.0;28.0;41.0;-13.0
854;Total male and female;Total;Total marital status;Saint Maarten (Dutch part);2022;324.0;135.0;189.0;38.0;46.0;-8.0
855;Total male and female;Total;Total marital status;Saint Maarten (Dutch part);2023;308.0;156.0;152.0;29.0;62.0;-33.0
856;Total male and female;Total;Total marital status;Slovenia;2020;240.0;225.0;15.0;7.0;24.0;-17.0
857;Total male and female;Total;Total marital status;Slovenia;2021;333.0;146.0;187.0;10.0;20.0;-10.0
858;Total male and female;Total;Total marital status;Slovenia;2022;345.0;238.0;107.0;7.0;35.0;-28.0
859;Total male and female;Total;Total marital status;Slovenia;2023;328.0;230.0;98.0;5.0;25.0;-20.0
860;Total male and female;Total;Total marital status;Slovakia;2020;1526.0;1094.0;432.0;40.0;253.0;-213.0
861;Total male and female;Total;Total marital status;Slovakia;2021;1884.0;1082.0;802.0;27.0;251.0;-224.0
862;Total male and female;Total;Total marital status;Slovakia;2022;1912.0;1175.0;737.0;24.0;255.0;-231.0
863;Total male and female;Total;Total marital status;Slovakia;2023;1811.0;1205.0;606.0;24.0;299.0;-275.0
864;Total male and female;Total;Total marital status;Sudan;2020;303.0;130.0;173.0;39.0;94.0;-55.0
865;Total male and female;Total;Total marital status;Sudan;2021;299.0;136.0;163.0;36.0;92.0;-56.0
866;Total male and female;Total;Total marital status;Sudan;2022;385.0;97.0;288.0;36.0;47.0;-11.0
867;Total male and female;Total;Total marital status;Sudan;2023;686.0;96.0;590.0;39.0;68.0;-29.0
868;Total male and female;Total;Total marital status;Somalia;2020;617.0;660.0;-43.0;265.0;320.0;-55.0
869;Total male and female;Total;Total marital status;Somalia;2021;762.0;779.0;-17.0;209.0;342.0;-133.0
870;Total male and female;Total;Total marital status;Somalia;2022;1171.0;595.0;576.0;177.0;242.0;-65.0
871;Total male and female;Total;Total marital status;Somalia;2023;1971.0;520.0;1451.0;187.0;277.0;-90.0
872;Total male and female;Total;Total marital status;(former) Soviet Union;2020;9541.0;5982.0;3559.0;252.0;1445.0;-1193.0
873;Total male and female;Total;Total marital status;(former) Soviet Union;2021;12464.0;5595.0;6869.0;247.0;1475.0;-1228.0
874;Total male and female;Total;Total marital status;(former) Soviet Union;2022;120372.0;22729.0;97643.0;345.0;4957.0;-4612.0
875;Total male and female;Total;Total marital status;(former) Soviet Union;2023;52664.0;26898.0;25766.0;613.0;8414.0;-7801.0
876;Total male and female;Total;Total marital status;Spain;2020;4994.0;3869.0;1125.0;96.0;586.0;-490.0
877;Total male and female;Total;Total marital status;Spain;2021;7231.0;3582.0;3649.0;129.0;481.0;-352.0
878;Total male and female;Total;Total marital status;Spain;2022;8453.0;4855.0;3598.0;60.0;646.0;-586.0
879;Total male and female;Total;Total marital status;Spain;2023;8239.0;5720.0;2519.0;79.0;966.0;-887.0
880;Total male and female;Total;Total marital status;Sri Lanka;2020;173.0;124.0;49.0;20.0;49.0;-29.0
881;Total male and female;Total;Total marital status;Sri Lanka;2021;264.0;125.0;139.0;23.0;50.0;-27.0
882;Total male and female;Total;Total marital status;Sri Lanka;2022;490.0;107.0;383.0;14.0;28.0;-14.0
883;Total male and female;Total;Total marital status;Sri Lanka;2023;420.0;106.0;314.0;12.0;24.0;-12.0
884;Total male and female;Total;Total marital status;Surinam;2020;2232.0;624.0;1608.0;827.0;727.0;100.0
885;Total male and female;Total;Total marital status;Surinam;2021;2300.0;716.0;1584.0;513.0;502.0;11.0
886;Total male and female;Total;Total marital status;Surinam;2022;2715.0;868.0;1847.0;386.0;498.0;-112.0
887;Total male and female;Total;Total marital status;Surinam;2023;3653.0;911.0;2742.0;423.0;557.0;-134.0
888;Total male and female;Total;Total marital status;Swaziland;2020;;;;;;
889;Total male and female;Total;Total marital status;Swaziland;2021;;;;;;
890;Total male and female;Total;Total marital status;Swaziland;2022;;;;;;
891;Total male and female;Total;Total marital status;Swaziland;2023;;;;;;
892;Total male and female;Total;Total marital status;Syria;2020;6015.0;399.0;5616.0;154.0;307.0;-153.0
893;Total male and female;Total;Total marital status;Syria;2021;11647.0;527.0;11120.0;138.0;256.0;-118.0
894;Total male and female;Total;Total marital status;Syria;2022;17042.0;766.0;16276.0;154.0;316.0;-162.0
895;Total male and female;Total;Total marital status;Syria;2023;18833.0;850.0;17983.0;179.0;380.0;-201.0
896;Total male and female;Total;Total marital status;Tajikistan;2020;26.0;13.0;13.0;1.0;2.0;-1.0
897;Total male and female;Total;Total marital status;Tajikistan;2021;24.0;15.0;9.0;0.0;5.0;-5.0
898;Total male and female;Total;Total marital status;Tajikistan;2022;130.0;21.0;109.0;2.0;11.0;-9.0
899;Total male and female;Total;Total marital status;Tajikistan;2023;55.0;36.0;19.0;3.0;13.0;-10.0
900;Total male and female;Total;Total marital status;Taiwan;2020;623.0;720.0;-97.0;2.0;91.0;-89.0
901;Total male and female;Total;Total marital status;Taiwan;2021;724.0;435.0;289.0;3.0;75.0;-72.0
902;Total male and female;Total;Total marital status;Taiwan;2022;1034.0;417.0;617.0;1.0;31.0;-30.0
903;Total male and female;Total;Total marital status;Taiwan;2023;1086.0;610.0;476.0;3.0;59.0;-56.0
904;Total male and female;Total;Total marital status;Tanzania;2020;84.0;61.0;23.0;7.0;26.0;-19.0
905;Total male and female;Total;Total marital status;Tanzania;2021;93.0;56.0;37.0;5.0;19.0;-14.0
906;Total male and female;Total;Total marital status;Tanzania;2022;122.0;50.0;72.0;17.0;15.0;2.0
907;Total male and female;Total;Total marital status;Tanzania;2023;133.0;60.0;73.0;7.0;29.0;-22.0
908;Total male and female;Total;Total marital status;Thailand;2020;741.0;486.0;255.0;39.0;122.0;-83.0
909;Total male and female;Total;Total marital status;Thailand;2021;932.0;399.0;533.0;34.0;66.0;-32.0
910;Total male and female;Total;Total marital status;Thailand;2022;942.0;473.0;469.0;25.0;59.0;-34.0
911;Total male and female;Total;Total marital status;Thailand;2023;999.0;555.0;444.0;24.0;85.0;-61.0
912;Total male and female;Total;Total marital status;Timor Leste;2020;3.0;0.0;3.0;0.0;0.0;0.0
913;Total male and female;Total;Total marital status;Timor Leste;2021;2.0;0.0;2.0;0.0;0.0;0.0
914;Total male and female;Total;Total marital status;Timor Leste;2022;2.0;0.0;2.0;0.0;0.0;0.0
915;Total male and female;Total;Total marital status;Timor Leste;2023;2.0;0.0;2.0;0.0;0.0;0.0
916;Total male and female;Total;Total marital status;Togo;2020;23.0;20.0;3.0;7.0;12.0;-5.0
917;Total male and female;Total;Total marital status;Togo;2021;24.0;21.0;3.0;6.0;13.0;-7.0
918;Total male and female;Total;Total marital status;Togo;2022;39.0;23.0;16.0;7.0;15.0;-8.0
919;Total male and female;Total;Total marital status;Togo;2023;39.0;22.0;17.0;1.0;11.0;-10.0
920;Total male and female;Total;Total marital status;Tokelau;2020;0.0;0.0;0.0;0.0;0.0;0.0
921;Total male and female;Total;Total marital status;Tokelau;2021;0.0;0.0;0.0;0.0;0.0;0.0
922;Total male and female;Total;Total marital status;Tokelau;2022;0.0;0.0;0.0;0.0;0.0;0.0
923;Total male and female;Total;Total marital status;Tokelau;2023;0.0;0.0;0.0;0.0;0.0;0.0
924;Total male and female;Total;Total marital status;Tonga;2020;0.0;1.0;-1.0;0.0;0.0;0.0
925;Total male and female;Total;Total marital status;Tonga;2021;2.0;2.0;0.0;0.0;1.0;-1.0
926;Total male and female;Total;Total marital status;Tonga;2022;0.0;0.0;0.0;0.0;0.0;0.0
927;Total male and female;Total;Total marital status;Tonga;2023;0.0;0.0;0.0;0.0;0.0;0.0
928;Total male and female;Total;Total marital status;Trinidad and Tobago;2020;36.0;18.0;18.0;5.0;4.0;1.0
929;Total male and female;Total;Total marital status;Trinidad and Tobago;2021;46.0;37.0;9.0;2.0;6.0;-4.0
930;Total male and female;Total;Total marital status;Trinidad and Tobago;2022;51.0;19.0;32.0;1.0;4.0;-3.0
931;Total male and female;Total;Total marital status;Trinidad and Tobago;2023;66.0;19.0;47.0;2.0;7.0;-5.0
932;Total male and female;Total;Total marital status;Chad;2020;5.0;8.0;-3.0;0.0;2.0;-2.0
933;Total male and female;Total;Total marital status;Chad;2021;9.0;3.0;6.0;0.0;2.0;-2.0
934;Total male and female;Total;Total marital status;Chad;2022;6.0;4.0;2.0;0.0;2.0;-2.0
935;Total male and female;Total;Total marital status;Chad;2023;11.0;4.0;7.0;0.0;3.0;-3.0
936;Total male and female;Total;Total marital status;Czech Republic;2020;865.0;724.0;141.0;25.0;122.0;-97.0
937;Total male and female;Total;Total marital status;Czech Republic;2021;987.0;595.0;392.0;24.0;119.0;-95.0
938;Total male and female;Total;Total marital status;Czech Republic;2022;1076.0;659.0;417.0;18.0;105.0;-87.0
939;Total male and female;Total;Total marital status;Czech Republic;2023;1137.0;815.0;322.0;15.0;135.0;-120.0
940;Total male and female;Total;Total marital status;(Former) Czechoslovakia;2020;2391.0;1818.0;573.0;65.0;375.0;-310.0
941;Total male and female;Total;Total marital status;(Former) Czechoslovakia;2021;2871.0;1677.0;1194.0;51.0;370.0;-319.0
942;Total male and female;Total;Total marital status;(Former) Czechoslovakia;2022;2988.0;1834.0;1154.0;42.0;360.0;-318.0
943;Total male and female;Total;Total marital status;(Former) Czechoslovakia;2023;2948.0;2020.0;928.0;39.0;434.0;-395.0
944;Total male and female;Total;Total marital status;Tunisia;2020;244.0;114.0;130.0;32.0;42.0;-10.0
945;Total male and female;Total;Total marital status;Tunisia;2021;312.0;99.0;213.0;35.0;39.0;-4.0
946;Total male and female;Total;Total marital status;Tunisia;2022;490.0;104.0;386.0;20.0;38.0;-18.0
947;Total male and female;Total;Total marital status;Tunisia;2023;438.0;145.0;293.0;7.0;47.0;-40.0
948;Total male and female;Total;Total marital status;Turkey;2020;6742.0;3325.0;3417.0;587.0;1064.0;-477.0
949;Total male and female;Total;Total marital status;Turkey;2021;9498.0;3052.0;6446.0;446.0;784.0;-338.0
950;Total male and female;Total;Total marital status;Turkey;2022;15096.0;3056.0;12040.0;356.0;729.0;-373.0
951;Total male and female;Total;Total marital status;Turkey;2023;14706.0;3637.0;11069.0;330.0;922.0;-592.0
952;Total male and female;Total;Total marital status;Turkmenistan;2020;18.0;10.0;8.0;0.0;2.0;-2.0
953;Total male and female;Total;Total marital status;Turkmenistan;2021;28.0;4.0;24.0;0.0;1.0;-1.0
954;Total male and female;Total;Total marital status;Turkmenistan;2022;433.0;39.0;394.0;5.0;23.0;-18.0
955;Total male and female;Total;Total marital status;Turkmenistan;2023;55.0;135.0;-80.0;7.0;80.0;-73.0
956;Total male and female;Total;Total marital status;Turks and Caicos islands;2020;0.0;0.0;0.0;0.0;0.0;0.0
957;Total male and female;Total;Total marital status;Turks and Caicos islands;2021;1.0;0.0;1.0;0.0;0.0;0.0
958;Total male and female;Total;Total marital status;Turks and Caicos islands;2022;0.0;0.0;0.0;0.0;0.0;0.0
959;Total male and female;Total;Total marital status;Turks and Caicos islands;2023;0.0;0.0;0.0;0.0;0.0;0.0
960;Total male and female;Total;Total marital status;Tuvalu;2020;0.0;0.0;0.0;0.0;0.0;0.0
961;Total male and female;Total;Total marital status;Tuvalu;2021;0.0;0.0;0.0;0.0;0.0;0.0
962;Total male and female;Total;Total marital status;Tuvalu;2022;0.0;0.0;0.0;0.0;0.0;0.0
963;Total male and female;Total;Total marital status;Tuvalu;2023;0.0;0.0;0.0;0.0;0.0;0.0
964;Total male and female;Total;Total marital status;Uganda;2020;255.0;110.0;145.0;13.0;62.0;-49.0
965;Total male and female;Total;Total marital status;Uganda;2021;249.0;106.0;143.0;21.0;72.0;-51.0
966;Total male and female;Total;Total marital status;Uganda;2022;274.0;108.0;166.0;14.0;44.0;-30.0
967;Total male and female;Total;Total marital status;Uganda;2023;380.0;89.0;291.0;33.0;52.0;-19.0
968;Total male and female;Total;Total marital status;Uruguay;2020;93.0;49.0;44.0;2.0;5.0;-3.0
969;Total male and female;Total;Total marital status;Uruguay;2021;122.0;49.0;73.0;1.0;8.0;-7.0
970;Total male and female;Total;Total marital status;Uruguay;2022;190.0;87.0;103.0;2.0;5.0;-3.0
971;Total male and female;Total;Total marital status;Uruguay;2023;141.0;102.0;39.0;1.0;14.0;-13.0
972;Total male and female;Total;Total marital status;Vanuatu;2020;0.0;1.0;-1.0;0.0;0.0;0.0
973;Total male and female;Total;Total marital status;Vanuatu;2021;1.0;2.0;-1.0;0.0;0.0;0.0
974;Total male and female;Total;Total marital status;Vanuatu;2022;0.0;0.0;0.0;0.0;0.0;0.0
975;Total male and female;Total;Total marital status;Vanuatu;2023;1.0;0.0;1.0;0.0;0.0;0.0
976;Total male and female;Total;Total marital status;Vatican City;2020;0.0;0.0;0.0;0.0;0.0;0.0
977;Total male and female;Total;Total marital status;Vatican City;2021;0.0;0.0;0.0;0.0;0.0;0.0
978;Total male and female;Total;Total marital status;Vatican City;2022;0.0;0.0;0.0;0.0;0.0;0.0
979;Total male and female;Total;Total marital status;Vatican City;2023;0.0;0.0;0.0;0.0;0.0;0.0
980;Total male and female;Total;Total marital status;Venezuela;2020;643.0;253.0;390.0;21.0;77.0;-56.0
981;Total male and female;Total;Total marital status;Venezuela;2021;863.0;272.0;591.0;13.0;74.0;-61.0
982;Total male and female;Total;Total marital status;Venezuela;2022;919.0;307.0;612.0;16.0;59.0;-43.0
983;Total male and female;Total;Total marital status;Venezuela;2023;971.0;382.0;589.0;14.0;75.0;-61.0
984;Total male and female;Total;Total marital status;United Kingdom;2020;7058.0;4565.0;2493.0;114.0;668.0;-554.0
985;Total male and female;Total;Total marital status;United Kingdom;2021;4145.0;4004.0;141.0;105.0;551.0;-446.0
986;Total male and female;Total;Total marital status;United Kingdom;2022;4255.0;3796.0;459.0;71.0;466.0;-395.0
987;Total male and female;Total;Total marital status;United Kingdom;2023;4343.0;3548.0;795.0;47.0;449.0;-402.0
988;Total male and female;Total;Total marital status;United Arab Emirates;2020;520.0;135.0;385.0;9.0;29.0;-20.0
989;Total male and female;Total;Total marital status;United Arab Emirates;2021;569.0;147.0;422.0;10.0;28.0;-18.0
990;Total male and female;Total;Total marital status;United Arab Emirates;2022;671.0;162.0;509.0;5.0;18.0;-13.0
991;Total male and female;Total;Total marital status;United Arab Emirates;2023;775.0;203.0;572.0;6.0;20.0;-14.0
992;Total male and female;Total;Total marital status;United States of America;2020;5191.0;4819.0;372.0;81.0;670.0;-589.0
993;Total male and female;Total;Total marital status;United States of America;2021;5287.0;3651.0;1636.0;113.0;379.0;-266.0
994;Total male and female;Total;Total marital status;United States of America;2022;6448.0;3903.0;2545.0;72.0;332.0;-260.0
995;Total male and female;Total;Total marital status;United States of America;2023;6735.0;4427.0;2308.0;43.0;444.0;-401.0
996;Total male and female;Total;Total marital status;Remote Islands of the United States;2020;0.0;0.0;0.0;0.0;0.0;0.0
997;Total male and female;Total;Total marital status;Remote Islands of the United States;2021;0.0;0.0;0.0;0.0;0.0;0.0
998;Total male and female;Total;Total marital status;Remote Islands of the United States;2022;0.0;0.0;0.0;0.0;0.0;0.0
999;Total male and female;Total;Total marital status;Remote Islands of the United States;2023;1.0;0.0;1.0;0.0;0.0;0.0
1000;Total male and female;Total;Total marital status;Vietnam;2020;700.0;580.0;120.0;27.0;110.0;-83.0
1001;Total male and female;Total;Total marital status;Vietnam;2021;850.0;430.0;420.0;27.0;146.0;-119.0
1002;Total male and female;Total;Total marital status;Vietnam;2022;1004.0;450.0;554.0;19.0;74.0;-55.0
1003;Total male and female;Total;Total marital status;Vietnam;2023;1078.0;496.0;582.0;11.0;103.0;-92.0
1004;Total male and female;Total;Total marital status;Wallis and Futuna islands;2020;0.0;0.0;0.0;0.0;0.0;0.0
1005;Total male and female;Total;Total marital status;Wallis and Futuna islands;2021;0.0;0.0;0.0;0.0;0.0;0.0
1006;Total male and female;Total;Total marital status;Wallis and Futuna islands;2022;0.0;0.0;0.0;0.0;0.0;0.0
1007;Total male and female;Total;Total marital status;Wallis and Futuna islands;2023;0.0;0.0;0.0;0.0;0.0;0.0
1008;Total male and female;Total;Total marital status;Belarus;2020;274.0;86.0;188.0;6.0;19.0;-13.0
1009;Total male and female;Total;Total marital status;Belarus;2021;436.0;115.0;321.0;5.0;25.0;-20.0
1010;Total male and female;Total;Total marital status;Belarus;2022;932.0;143.0;789.0;4.0;36.0;-32.0
1011;Total male and female;Total;Total marital status;Belarus;2023;667.0;182.0;485.0;10.0;43.0;-33.0
1012;Total male and female;Total;Total marital status;Zambia;2020;84.0;41.0;43.0;4.0;13.0;-9.0
1013;Total male and female;Total;Total marital status;Zambia;2021;69.0;38.0;31.0;5.0;14.0;-9.0
1014;Total male and female;Total;Total marital status;Zambia;2022;103.0;44.0;59.0;3.0;13.0;-10.0
1015;Total male and female;Total;Total marital status;Zambia;2023;61.0;63.0;-2.0;3.0;21.0;-18.0
1016;Total male and female;Total;Total marital status;Zimbabwe;2020;227.0;125.0;102.0;9.0;32.0;-23.0
1017;Total male and female;Total;Total marital status;Zimbabwe;2021;203.0;125.0;78.0;10.0;30.0;-20.0
1018;Total male and female;Total;Total marital status;Zimbabwe;2022;313.0;98.0;215.0;7.0;21.0;-14.0
1019;Total male and female;Total;Total marital status;Zimbabwe;2023;264.0;153.0;111.0;8.0;34.0;-26.0
1020;Total male and female;Total;Total marital status;South Africa;2020;2930.0;1061.0;1869.0;17.0;139.0;-122.0
1021;Total male and female;Total;Total marital status;South Africa;2021;3829.0;1087.0;2742.0;27.0;110.0;-83.0
1022;Total male and female;Total;Total marital status;South Africa;2022;5797.0;1181.0;4616.0;24.0;102.0;-78.0
1023;Total male and female;Total;Total marital status;South Africa;2023;5425.0;1455.0;3970.0;14.0;123.0;-109.0
1024;Total male and female;Total;Total marital status;South Korea;2020;729.0;1369.0;-640.0;17.0;208.0;-191.0
1025;Total male and female;Total;Total marital status;South Korea;2021;1034.0;723.0;311.0;28.0;137.0;-109.0
1026;Total male and female;Total;Total marital status;South Korea;2022;1392.0;752.0;640.0;10.0;66.0;-56.0
1027;Total male and female;Total;Total marital status;South Korea;2023;1511.0;1130.0;381.0;16.0;94.0;-78.0
1028;Total male and female;Total;Total marital status;South Sudan;2020;4.0;1.0;3.0;0.0;0.0;0.0
1029;Total male and female;Total;Total marital status;South Sudan;2021;3.0;0.0;3.0;0.0;0.0;0.0
1030;Total male and female;Total;Total marital status;South Sudan;2022;0.0;0.0;0.0;0.0;0.0;0.0
1031;Total male and female;Total;Total marital status;South Sudan;2023;3.0;0.0;3.0;0.0;0.0;0.0
1032;Total male and female;Total;Total marital status;Sweden;2020;766.0;803.0;-37.0;11.0;58.0;-47.0
1033;Total male and female;Total;Total marital status;Sweden;2021;972.0;613.0;359.0;24.0;43.0;-19.0
1034;Total male and female;Total;Total marital status;Sweden;2022;1087.0;770.0;317.0;4.0;42.0;-38.0
1035;Total male and female;Total;Total marital status;Sweden;2023;1164.0;827.0;337.0;5.0;65.0;-60.0
1036;Total male and female;Total;Total marital status;Switzerland;2020;749.0;637.0;112.0;5.0;40.0;-35.0
1037;Total male and female;Total;Total marital status;Switzerland;2021;1069.0;537.0;532.0;14.0;49.0;-35.0
1038;Total male and female;Total;Total marital status;Switzerland;2022;1173.0;724.0;449.0;4.0;38.0;-34.0
1039;Total male and female;Total;Total marital status;Switzerland;2023;1021.0;809.0;212.0;7.0;49.0;-42.0
1040;Total male and female;Total;Total marital status;Unknown country of birth;2020;0.0;0.0;0.0;0.0;0.0;0.0
1041;Total male and female;Total;Total marital status;Unknown country of birth;2021;3.0;3.0;0.0;1.0;0.0;1.0
1042;Total male and female;Total;Total marital status;Unknown country of birth;2022;0.0;0.0;0.0;0.0;0.0;0.0
1043;Total male and female;Total;Total marital status;Unknown country of birth;2023;0.0;0.0;0.0;0.0;0.0;0.0
1044;Total male and female;Total;Never married;Total;2020;174508.0;121558.0;52950.0;16688.0;34069.0;-17381.0
1045;Total male and female;Total;Never married;Total;2021;201685.0;111475.0;90210.0;13592.0;28945.0;-15353.0
1046;Total male and female;Total;Never married;Total;2022;320024.0;139882.0;180142.0;11114.0;31453.0;-20339.0
1047;Total male and female;Total;Never married;Total;2023;265241.0;158118.0;107123.0;11373.0;39992.0;-28619.0
1048;Total male and female;Total;Never married;The Netherlands;2020;20252.0;21310.0;-1058.0;10150.0;10138.0;12.0
1049;Total male and female;Total;Never married;The Netherlands;2021;16096.0;23935.0;-7839.0;7871.0;7512.0;359.0
1050;Total male and female;Total;Never married;The Netherlands;2022;15960.0;29464.0;-13504.0;6356.0;7735.0;-1379.0
1051;Total male and female;Total;Never married;The Netherlands;2023;17060.0;29289.0;-12229.0;6519.0;8472.0;-1953.0
1052;Total male and female;Total;Never married;Total abroad;2020;154256.0;100248.0;54008.0;6538.0;23931.0;-17393.0
1053;Total male and female;Total;Never married;Total abroad;2021;185586.0;87537.0;98049.0;5720.0;21433.0;-15713.0
1054;Total male and female;Total;Never married;Total abroad;2022;304064.0;110418.0;193646.0;4758.0;23718.0;-18960.0
1055;Total male and female;Total;Never married;Total abroad;2023;248181.0;128829.0;119352.0;4854.0;31520.0;-26666.0
1056;Total male and female;Total;Never married;Africa;2020;10150.0;4076.0;6074.0;1279.0;2197.0;-918.0
1057;Total male and female;Total;Never married;Africa;2021;12112.0;4221.0;7891.0;1082.0;2170.0;-1088.0
1058;Total male and female;Total;Never married;Africa;2022;17077.0;4334.0;12743.0;950.0;2017.0;-1067.0
1059;Total male and female;Total;Never married;Africa;2023;16200.0;5505.0;10695.0;916.0;2584.0;-1668.0
1060;Total male and female;Total;Never married;America;2020;17849.0;10371.0;7478.0;2041.0;3172.0;-1131.0
