ID;Arbeidspositie;Persoonskenmerken;Perioden;TotaalPersonen_1;TotaalMetLangdurendeZorgsituatie_2;TotaalGezorgdVoorZieke_3;GezorgdVoorKindInHuishouden_4;GezorgdVoorPartner_5;GezorgdVoorOuder_6;TotaalPersonen_7;Zorgduur1Tot4UurPerWeek_8;Zorgduur4Tot12UurPerWeek_9;Zorgduur12Tot21UurPerWeek_10;Zorgduur21UurOfMeerPerWeek_11;ZorgduurOnbekend_12;PersoonHeeftNietGezorgdVoorZieke_13;PersonenZonderLangdurendeZorgsituatie_14
26;1;Leeftijd 45 tot 55 jaar;2009;2404.0;460.0;345.0;46.0;49.0;261.0;345.0;116.0;105.0;58.0;59.0;7.0;116.0;1944.0
27;1;Leeftijd 45 tot 55 jaar;2011;2454.0;320.0;242.0;38.0;34.0;174.0;242.0;66.0;83.0;42.0;50.0;;79.0;2134.0
28;1;Leeftijd 55 tot 65 jaar;2005;1923.0;281.0;217.0;12.0;48.0;159.0;217.0;57.0;76.0;36.0;41.0;7.0;64.0;1642.0
29;1;Leeftijd 55 tot 65 jaar;2007;2034.0;308.0;233.0;12.0;53.0;171.0;233.0;57.0;82.0;45.0;43.0;6.0;75.0;1727.0
30;1;Leeftijd 55 tot 65 jaar;2009;2108.0;357.0;266.0;14.0;68.0;188.0;266.0;73.0;86.0;53.0;47.0;6.0;91.0;1751.0
31;1;Leeftijd 55 tot 65 jaar;2011;2152.0;284.0;221.0;15.0;55.0;154.0;221.0;53.0;70.0;38.0;59.0;;63.0;1868.0
32;1;Migratieachtergrond: Nederland;2005;7509.0;939.0;733.0;79.0;116.0;555.0;733.0;242.0;236.0;122.0;114.0;20.0;205.0;6570.0
33;1;Migratieachtergrond: Nederland;2007;7463.0;952.0;696.0;84.0;119.0;508.0;696.0;191.0;233.0;125.0;128.0;18.0;257.0;6510.0
34;1;Migratieachtergrond: Nederland;2009;7440.0;1042.0;769.0;99.0;144.0;545.0;769.0;244.0;240.0;136.0;134.0;15.0;273.0;6398.0
35;1;Migratieachtergrond: Nederland;2011;7238.0;729.0;556.0;78.0;100.0;387.0;556.0;138.0;189.0;96.0;133.0;;173.0;6509.0
36;1;Migratieachtergrond: westers;2005;798.0;90.0;63.0;5.0;12.0;47.0;63.0;20.0;19.0;11.0;12.0;2.0;26.0;708.0
37;1;Migratieachtergrond: westers;2007;793.0;86.0;60.0;7.0;11.0;43.0;60.0;13.0;19.0;12.0;15.0;;26.0;707.0
38;1;Migratieachtergrond: westers;2009;824.0;105.0;74.0;9.0;14.0;53.0;74.0;19.0;20.0;14.0;17.0;4.0;30.0;719.0
39;1;Migratieachtergrond: westers;2011;914.0;76.0;58.0;10.0;14.0;35.0;58.0;14.0;14.0;11.0;19.0;;18.0;838.0
40;1;Migratieachtergrond: niet-westers;2005;892.0;67.0;50.0;9.0;11.0;30.0;50.0;9.0;17.0;9.0;14.0;2.0;17.0;825.0
41;1;Migratieachtergrond: niet-westers;2007;929.0;79.0;56.0;9.0;16.0;32.0;56.0;10.0;12.0;11.0;18.0;5.0;23.0;850.0
42;1;Migratieachtergrond: niet-westers;2009;946.0;105.0;76.0;17.0;18.0;43.0;76.0;16.0;18.0;17.0;19.0;6.0;29.0;840.0
43;1;Migratieachtergrond: niet-westers;2011;975.0;64.0;48.0;9.0;10.0;30.0;48.0;10.0;11.0;8.0;19.0;;16.0;911.0
44;1;Migratieachtergrond: onbekend;2005;;;;;;;;;;;;;;
45;1;Migratieachtergrond: onbekend;2007;;;;;;;;;;;;;;
46;1;Migratieachtergrond: onbekend;2009;;;;;;;;;;;;;;
47;1;Migratieachtergrond: onbekend;2011;9.0;;;;;;;;;;;;;8.0
48;1;Onderwijsniveau: laag;2005;2691.0;327.0;258.0;28.0;53.0;183.0;258.0;64.0;88.0;45.0;52.0;8.0;69.0;2364.0
49;1;Onderwijsniveau: laag;2007;2474.0;312.0;236.0;33.0;52.0;156.0;236.0;50.0;72.0;46.0;59.0;9.0;76.0;2162.0
50;1;Onderwijsniveau: laag;2009;2518.0;353.0;262.0;40.0;67.0;160.0;262.0;65.0;76.0;49.0;61.0;11.0;91.0;2164.0
51;1;Onderwijsniveau: laag;2011;2354.0;227.0;172.0;22.0;49.0;104.0;172.0;33.0;49.0;31.0;58.0;;55.0;2127.0
52;1;Onderwijsniveau: middelbaar;2005;3904.0;479.0;372.0;40.0;59.0;280.0;372.0;122.0;117.0;65.0;60.0;8.0;106.0;3425.0
53;1;Onderwijsniveau: middelbaar;2007;3941.0;480.0;349.0;44.0;61.0;253.0;349.0;98.0;114.0;61.0;66.0;10.0;132.0;3460.0
54;1;Onderwijsniveau: middelbaar;2009;3818.0;527.0;394.0;52.0;69.0;283.0;394.0;121.0;117.0;77.0;68.0;10.0;133.0;3291.0
55;1;Onderwijsniveau: middelbaar;2011;3771.0;361.0;275.0;48.0;47.0;187.0;275.0;64.0;87.0;51.0;73.0;;85.0;3410.0
56;1;Onderwijsniveau: hoog;2005;2604.0;290.0;217.0;24.0;27.0;170.0;217.0;84.0;66.0;31.0;28.0;7.0;73.0;2314.0
57;1;Onderwijsniveau: hoog;2007;2711.0;320.0;224.0;24.0;32.0;172.0;224.0;66.0;78.0;40.0;35.0;5.0;96.0;2390.0
58;1;Onderwijsniveau: hoog;2009;2844.0;370.0;263.0;32.0;40.0;198.0;263.0;92.0;85.0;42.0;40.0;4.0;107.0;2474.0
59;1;Onderwijsniveau: hoog;2011;2947.0;277.0;211.0;28.0;28.0;158.0;211.0;65.0;76.0;32.0;39.0;;66.0;2669.0
60;1;Onderwijsniveau: onbekend;2005;;;;;;;;;;;;;;
61;1;Onderwijsniveau: onbekend;2007;60.0;5.0;3.0;;;;3.0;;;;;;2.0;54.0
62;1;Onderwijsniveau: onbekend;2009;30.0;;;;;;;;;;;;;28.0
63;1;Onderwijsniveau: onbekend;2011;64.0;6.0;4.0;;;3.0;4.0;;;;;;;58.0
64;1;580;2005;2035.0;146.0;131.0;9.0;15.0;108.0;131.0;37.0;42.0;21.0;27.0;4.0;15.0;1888.0
65;1;580;2007;2025.0;158.0;134.0;14.0;12.0;110.0;134.0;29.0;45.0;24.0;31.0;5.0;24.0;1867.0
66;1;580;2009;2050.0;194.0;162.0;16.0;19.0;129.0;162.0;44.0;50.0;31.0;32.0;4.0;33.0;1855.0
67;1;580;2011;2074.0;148.0;130.0;12.0;13.0;106.0;130.0;32.0;42.0;24.0;32.0;;18.0;1926.0
68;1;510;2005;1653.0;114.0;101.0;;12.0;87.0;101.0;31.0;30.0;16.0;20.0;3.0;14.0;1539.0
69;1;510;2007;1637.0;115.0;96.0;;10.0;85.0;96.0;21.0;34.0;18.0;20.0;3.0;19.0;1522.0
70;1;510;2009;1644.0;143.0;117.0;2.0;14.0;102.0;117.0;33.0;36.0;25.0;20.0;;26.0;1502.0
71;1;510;2011;1687.0;112.0;98.0;;11.0;87.0;98.0;26.0;32.0;18.0;23.0;;14.0;1575.0
72;1;520;2005;174.0;12.0;12.0;4.0;;7.0;12.0;3.0;4.0;;4.0;;;162.0
73;1;520;2007;173.0;15.0;13.0;5.0;;7.0;13.0;2.0;3.0;2.0;4.0;;2.0;158.0
74;1;520;2009;171.0;19.0;16.0;6.0;;9.0;16.0;4.0;4.0;;4.0;;3.0;152.0
75;1;520;2011;155.0;11.0;10.0;4.0;;6.0;10.0;;3.0;2.0;3.0;;;144.0
76;1;530;2005;207.0;20.0;19.0;4.0;2.0;13.0;19.0;4.0;8.0;4.0;3.0;;;187.0
77;1;530;2007;215.0;28.0;25.0;7.0;;17.0;25.0;5.0;8.0;4.0;7.0;;3.0;187.0
78;1;530;2009;234.0;33.0;29.0;7.0;4.0;18.0;29.0;7.0;9.0;3.0;7.0;;4.0;201.0
79;1;530;2011;233.0;25.0;22.0;7.0;;13.0;22.0;5.0;7.0;3.0;6.0;;3.0;207.0
80;1;590;2005;7101.0;947.0;713.0;83.0;124.0;522.0;713.0;233.0;230.0;119.0;112.0;20.0;234.0;6153.0
81;1;590;2007;7110.0;956.0;674.0;86.0;134.0;469.0;674.0;186.0;218.0;123.0;127.0;20.0;281.0;6154.0
82;1;590;2009;7105.0;1054.0;755.0;108.0;157.0;510.0;755.0;233.0;228.0;137.0;136.0;20.0;299.0;6050.0
83;1;590;2011;6986.0;716.0;527.0;85.0;110.0;341.0;527.0;129.0;171.0;89.0;138.0;;189.0;6271.0
84;1;540;2005;2924.0;372.0;282.0;9.0;58.0;219.0;282.0;85.0;103.0;47.0;40.0;6.0;90.0;2551.0
85;1;540;2007;2955.0;393.0;280.0;4.0;67.0;213.0;280.0;76.0;100.0;54.0;44.0;7.0;113.0;2562.0
86;1;540;2009;3061.0;437.0;308.0;6.0;79.0;229.0;308.0;92.0;101.0;58.0;48.0;9.0;128.0;2624.0
87;1;540;2011;2908.0;310.0;230.0;8.0;60.0;165.0;230.0;54.0;81.0;39.0;56.0;;79.0;2599.0
88;1;550;2005;2602.0;307.0;226.0;49.0;35.0;147.0;226.0;80.0;57.0;37.0;44.0;8.0;81.0;2295.0
89;1;550;2007;2548.0;267.0;182.0;48.0;35.0;104.0;182.0;47.0;52.0;30.0;47.0;6.0;85.0;2281.0
90;1;550;2009;2480.0;294.0;209.0;62.0;37.0;114.0;209.0;65.0;54.0;34.0;48.0;8.0;85.0;2186.0
91;1;550;2011;2460.0;185.0;133.0;43.0;23.0;69.0;133.0;31.0;39.0;23.0;40.0;;52.0;2275.0
92;1;560;2005;1575.0;268.0;205.0;24.0;30.0;155.0;205.0;67.0;70.0;34.0;28.0;5.0;63.0;1307.0
93;1;560;2007;1607.0;295.0;212.0;35.0;32.0;152.0;212.0;62.0;67.0;39.0;37.0;8.0;83.0;1312.0
94;1;560;2009;1564.0;323.0;238.0;40.0;40.0;167.0;238.0;76.0;72.0;45.0;41.0;4.0;86.0;1241.0
95;1;560;2011;1618.0;221.0;164.0;34.0;27.0;107.0;164.0;44.0;50.0;27.0;42.0;;58.0;1396.0
96;1;570;2005;64.0;3.0;3.0;;;3.0;3.0;;;;;;;61.0
97;1;570;2007;50.0;4.0;4.0;;;4.0;4.0;;;;;;;46.0
98;1;570;2009;55.0;3.0;3.0;;;2.0;3.0;;;;;;;52.0
99;1;570;2011;75.0;7.0;6.0;;;5.0;6.0;;;;;;;68.0
100;2;Totaal;2005;6296.0;743.0;544.0;59.0;81.0;413.0;544.0;199.0;173.0;86.0;74.0;12.0;199.0;5553.0
101;2;Totaal;2007;6558.0;766.0;524.0;65.0;88.0;381.0;524.0;157.0;173.0;89.0;91.0;14.0;242.0;5792.0
102;2;Totaal;2009;6737.0;888.0;622.0;82.0;109.0;445.0;622.0;211.0;190.0;110.0;99.0;13.0;266.0;5849.0
103;2;Totaal;2011;6673.0;602.0;438.0;67.0;71.0;307.0;438.0;123.0;147.0;71.0;97.0;;164.0;6071.0
104;2;Man;2005;3606.0;434.0;268.0;32.0;56.0;183.0;268.0;104.0;79.0;43.0;34.0;8.0;166.0;3172.0
105;2;Man;2007;3698.0;442.0;257.0;33.0;61.0;169.0;257.0;83.0;81.0;42.0;43.0;8.0;186.0;3256.0
106;2;Man;2009;3736.0;504.0;303.0;43.0;68.0;198.0;303.0;107.0;90.0;51.0;48.0;7.0;202.0;3231.0
107;2;Man;2011;3651.0;327.0;201.0;32.0;43.0;129.0;201.0;61.0;61.0;31.0;48.0;;125.0;3324.0
108;2;Vrouw;2005;2690.0;309.0;276.0;27.0;25.0;230.0;276.0;95.0;94.0;43.0;40.0;4.0;33.0;2381.0
109;2;Vrouw;2007;2860.0;324.0;267.0;33.0;27.0;212.0;267.0;74.0;92.0;47.0;48.0;6.0;57.0;2536.0
110;2;Vrouw;2009;3002.0;384.0;320.0;39.0;40.0;247.0;320.0;104.0;100.0;59.0;51.0;6.0;64.0;2618.0
111;2;Vrouw;2011;3023.0;275.0;236.0;35.0;28.0;178.0;236.0;61.0;86.0;40.0;49.0;;39.0;2747.0
112;2;Leeftijd 15 tot 25 jaar;2005;247.0;12.0;9.0;;;8.0;9.0;2.0;4.0;3.0;;;3.0;235.0
113;2;Leeftijd 15 tot 25 jaar;2007;264.0;13.0;8.0;;;6.0;8.0;3.0;;;;;6.0;251.0
114;2;Leeftijd 15 tot 25 jaar;2009;271.0;13.0;9.0;;;7.0;9.0;2.0;2.0;;;;4.0;258.0
115;2;Leeftijd 15 tot 25 jaar;2011;231.0;6.0;5.0;;;4.0;5.0;;;;;;;224.0
116;2;Leeftijd 25 tot 35 jaar;2005;1541.0;101.0;76.0;12.0;13.0;53.0;76.0;26.0;22.0;14.0;12.0;2.0;25.0;1440.0
117;2;Leeftijd 25 tot 35 jaar;2007;1552.0;88.0;57.0;9.0;12.0;37.0;57.0;17.0;17.0;10.0;12.0;;31.0;1464.0
118;2;Leeftijd 25 tot 35 jaar;2009;1528.0;95.0;65.0;9.0;16.0;42.0;65.0;17.0;19.0;13.0;14.0;3.0;30.0;1433.0
119;2;Leeftijd 25 tot 35 jaar;2011;1506.0;57.0;40.0;8.0;9.0;23.0;40.0;10.0;13.0;7.0;11.0;;17.0;1449.0
120;2;Leeftijd 35 tot 45 jaar;2005;2056.0;228.0;164.0;21.0;23.0;123.0;164.0;61.0;46.0;27.0;26.0;4.0;64.0;1828.0
121;2;Leeftijd 35 tot 45 jaar;2007;2063.0;212.0;144.0;27.0;25.0;95.0;144.0;38.0;44.0;28.0;31.0;3.0;68.0;1851.0
122;2;Leeftijd 35 tot 45 jaar;2009;2035.0;233.0;161.0;33.0;30.0;101.0;161.0;54.0;46.0;30.0;28.0;3.0;72.0;1802.0
123;2;Leeftijd 35 tot 45 jaar;2011;1897.0;139.0;106.0;23.0;18.0;67.0;106.0;25.0;33.0;16.0;31.0;;34.0;1758.0
124;2;Leeftijd 45 tot 55 jaar;2005;1682.0;280.0;210.0;22.0;27.0;165.0;210.0;81.0;73.0;29.0;23.0;4.0;70.0;1402.0
125;2;Leeftijd 45 tot 55 jaar;2007;1786.0;310.0;218.0;24.0;31.0;168.0;218.0;69.0;76.0;34.0;32.0;8.0;92.0;1476.0
126;2;Leeftijd 45 tot 55 jaar;2009;1887.0;361.0;261.0;32.0;37.0;199.0;261.0;95.0;79.0;43.0;39.0;5.0;100.0;1526.0
127;2;Leeftijd 45 tot 55 jaar;2011;1945.0;252.0;183.0;27.0;25.0;134.0;183.0;55.0;64.0;31.0;33.0;;69.0;1693.0
128;2;Leeftijd 55 tot 65 jaar;2005;769.0;123.0;85.0;5.0;17.0;64.0;85.0;28.0;29.0;13.0;13.0;2.0;38.0;646.0
129;2;Leeftijd 55 tot 65 jaar;2007;892.0;142.0;97.0;5.0;18.0;75.0;97.0;31.0;34.0;16.0;15.0;;45.0;750.0
130;2;Leeftijd 55 tot 65 jaar;2009;1017.0;187.0;127.0;7.0;25.0;96.0;127.0;43.0;43.0;22.0;17.0;;60.0;830.0
131;2;Leeftijd 55 tot 65 jaar;2011;1094.0;147.0;104.0;8.0;18.0;78.0;104.0;32.0;35.0;16.0;21.0;;43.0;947.0
132;2;Migratieachtergrond: Nederland;2005;5296.0;638.0;471.0;51.0;68.0;360.0;471.0;177.0;149.0;73.0;62.0;10.0;167.0;4658.0
133;2;Migratieachtergrond: Nederland;2007;5473.0;663.0;455.0;55.0;74.0;334.0;455.0;141.0;154.0;74.0;76.0;11.0;209.0;4809.0
134;2;Migratieachtergrond: Nederland;2009;5600.0;754.0;531.0;69.0;90.0;384.0;531.0;187.0;165.0;89.0;81.0;8.0;224.0;4846.0
135;2;Migratieachtergrond: Nederland;2011;5424.0;514.0;371.0;56.0;57.0;264.0;371.0;106.0;131.0;61.0;74.0;;143.0;4910.0
136;2;Migratieachtergrond: westers;2005;520.0;64.0;42.0;3.0;7.0;32.0;42.0;15.0;11.0;8.0;7.0;;22.0;456.0
137;2;Migratieachtergrond: westers;2007;549.0;56.0;37.0;5.0;6.0;27.0;37.0;10.0;11.0;7.0;8.0;;19.0;493.0
138;2;Migratieachtergrond: westers;2009;569.0;71.0;48.0;6.0;9.0;34.0;48.0;14.0;14.0;9.0;10.0;;23.0;499.0
139;2;Migratieachtergrond: westers;2011;637.0;49.0;37.0;6.0;8.0;23.0;37.0;11.0;9.0;6.0;12.0;;12.0;588.0
140;2;Migratieachtergrond: niet-westers;2005;480.0;41.0;31.0;5.0;5.0;21.0;31.0;6.0;12.0;6.0;5.0;;10.0;439.0
141;2;Migratieachtergrond: niet-westers;2007;536.0;47.0;33.0;5.0;8.0;20.0;33.0;6.0;8.0;8.0;7.0;2.0;14.0;490.0
142;2;Migratieachtergrond: niet-westers;2009;568.0;63.0;44.0;8.0;9.0;27.0;44.0;10.0;11.0;12.0;8.0;3.0;20.0;505.0
143;2;Migratieachtergrond: niet-westers;2011;605.0;38.0;29.0;5.0;6.0;19.0;29.0;6.0;8.0;4.0;11.0;;9.0;567.0
144;2;Migratieachtergrond: onbekend;2005;;;;;;;;;;;;;;
145;2;Migratieachtergrond: onbekend;2007;;;;;;;;;;;;;;
146;2;Migratieachtergrond: onbekend;2009;;;;;;;;;;;;;;
147;2;Migratieachtergrond: onbekend;2011;7.0;;;;;;;;;;;;;5.0
148;2;Onderwijsniveau: laag;2005;1397.0;175.0;123.0;15.0;23.0;88.0;123.0;38.0;42.0;21.0;18.0;4.0;52.0;1222.0
149;2;Onderwijsniveau: laag;2007;1356.0;166.0;114.0;17.0;23.0;76.0;114.0;28.0;35.0;21.0;25.0;4.0;52.0;1190.0
150;2;Onderwijsniveau: laag;2009;1436.0;199.0;135.0;19.0;32.0;86.0;135.0;39.0;41.0;25.0;25.0;4.0;65.0;1236.0
151;2;Onderwijsniveau: laag;2011;1356.0;120.0;81.0;12.0;21.0;49.0;81.0;17.0;25.0;16.0;23.0;;38.0;1237.0
152;2;Onderwijsniveau: middelbaar;2005;2771.0;332.0;250.0;27.0;37.0;190.0;250.0;90.0;78.0;42.0;34.0;5.0;82.0;2438.0
153;2;Onderwijsniveau: middelbaar;2007;2900.0;338.0;235.0;29.0;39.0;171.0;235.0;74.0;78.0;39.0;39.0;6.0;103.0;2562.0
154;2;Onderwijsniveau: middelbaar;2009;2875.0;383.0;274.0;38.0;46.0;197.0;274.0;91.0;80.0;52.0;45.0;6.0;109.0;2492.0
155;2;Onderwijsniveau: middelbaar;2011;2798.0;255.0;189.0;32.0;29.0;132.0;189.0;51.0;61.0;31.0;45.0;;67.0;2542.0
156;2;Onderwijsniveau: hoog;2005;2128.0;236.0;171.0;17.0;21.0;135.0;171.0;70.0;52.0;23.0;22.0;4.0;65.0;1892.0
157;2;Onderwijsniveau: hoog;2007;2265.0;258.0;172.0;19.0;24.0;132.0;172.0;55.0;59.0;29.0;26.0;4.0;86.0;2007.0
158;2;Onderwijsniveau: hoog;2009;2404.0;304.0;213.0;26.0;31.0;162.0;213.0;80.0;68.0;33.0;30.0;3.0;91.0;2100.0
159;2;Onderwijsniveau: hoog;2011;2472.0;223.0;165.0;23.0;21.0;124.0;165.0;54.0;60.0;24.0;28.0;;58.0;2249.0
160;2;Onderwijsniveau: onbekend;2005;;;;;;;;;;;;;;
161;2;Onderwijsniveau: onbekend;2007;36.0;4.0;2.0;;;;2.0;;;;;;;32.0
162;2;Onderwijsniveau: onbekend;2009;22.0;;;;;;;;;;;;;21.0
163;2;Onderwijsniveau: onbekend;2011;47.0;4.0;3.0;;;;3.0;;;;;;;43.0
164;2;580;2005;1245.0;85.0;78.0;4.0;7.0;68.0;78.0;25.0;27.0;12.0;13.0;2.0;7.0;1160.0
165;2;580;2007;1340.0;98.0;81.0;8.0;5.0;68.0;81.0;21.0;29.0;13.0;16.0;2.0;17.0;1242.0
166;2;580;2009;1362.0;119.0;100.0;6.0;10.0;84.0;100.0;29.0;33.0;19.0;17.0;;19.0;1244.0
167;2;580;2011;1346.0;89.0;78.0;6.0;6.0;67.0;78.0;23.0;27.0;13.0;15.0;;11.0;1257.0
168;2;510;2005;1030.0;67.0;61.0;;5.0;55.0;61.0;20.0;20.0;10.0;9.0;;6.0;963.0
169;2;510;2007;1097.0;72.0;58.0;;4.0;53.0;58.0;16.0;22.0;9.0;10.0;;14.0;1025.0
170;2;510;2009;1093.0;88.0;73.0;;7.0;66.0;73.0;20.0;25.0;17.0;11.0;;15.0;1005.0
171;2;510;2011;1083.0;67.0;58.0;;4.0;54.0;58.0;19.0;18.0;10.0;11.0;;9.0;1016.0
172;2;520;2005;88.0;7.0;7.0;;;4.0;7.0;;2.0;;;;;81.0
173;2;520;2007;100.0;7.0;6.0;2.0;;3.0;6.0;;;;;;;93.0
174;2;520;2009;110.0;10.0;8.0;;;6.0;8.0;3.0;2.0;;;;;100.0
175;2;520;2011;97.0;5.0;5.0;;;3.0;5.0;;3.0;;;;;91.0
176;2;530;2005;127.0;11.0;11.0;;;8.0;11.0;3.0;4.0;;;;;115.0
177;2;530;2007;142.0;18.0;16.0;4.0;;12.0;16.0;4.0;5.0;2.0;4.0;;;124.0
178;2;530;2009;159.0;21.0;19.0;3.0;3.0;13.0;19.0;6.0;6.0;;4.0;;2.0;138.0
179;2;530;2011;166.0;17.0;15.0;4.0;;10.0;15.0;4.0;6.0;2.0;3.0;;2.0;149.0
180;2;590;2005;5012.0;657.0;465.0;55.0;74.0;344.0;465.0;174.0;146.0;74.0;61.0;10.0;192.0;4354.0
181;2;590;2007;5187.0;665.0;440.0;58.0;82.0;310.0;440.0;136.0;144.0;76.0;74.0;12.0;225.0;4522.0
182;2;590;2009;5343.0;768.0;521.0;76.0;99.0;359.0;521.0;181.0;156.0;90.0;82.0;11.0;247.0;4575.0
183;2;590;2011;5275.0;509.0;357.0;61.0;65.0;237.0;357.0;98.0;120.0;57.0;82.0;;153.0;4766.0
184;2;540;2005;1847.0;220.0;155.0;5.0;28.0;125.0;155.0;54.0;56.0;25.0;17.0;2.0;65.0;1627.0
185;2;540;2007;1932.0;233.0;151.0;;34.0;118.0;151.0;48.0;53.0;26.0;20.0;3.0;82.0;1699.0
186;2;540;2009;2095.0;283.0;185.0;4.0;41.0;142.0;185.0;65.0;62.0;32.0;22.0;4.0;98.0;1812.0
187;2;540;2011;1967.0;190.0;134.0;5.0;30.0;101.0;134.0;35.0;51.0;22.0;26.0;;57.0;1776.0
188;2;550;2005;2020.0;237.0;166.0;35.0;28.0;106.0;166.0;63.0;41.0;27.0;30.0;4.0;72.0;1783.0
189;2;550;2007;2048.0;210.0;135.0;33.0;26.0;80.0;135.0;37.0;40.0;24.0;31.0;3.0;75.0;1838.0
190;2;550;2009;2041.0;234.0;160.0;44.0;30.0;89.0;160.0;55.0;41.0;26.0;33.0;5.0;75.0;1807.0
191;2;550;2011;2041.0;150.0;104.0;33.0;18.0;55.0;104.0;25.0;32.0;18.0;29.0;;46.0;1892.0
192;2;560;2005;1144.0;200.0;144.0;15.0;18.0;113.0;144.0;57.0;48.0;21.0;15.0;4.0;56.0;944.0
193;2;560;2007;1207.0;223.0;154.0;23.0;22.0;113.0;154.0;50.0;51.0;25.0;23.0;5.0;69.0;984.0
194;2;560;2009;1207.0;251.0;176.0;28.0;28.0;127.0;176.0;62.0;53.0;31.0;27.0;2.0;75.0;956.0
195;2;560;2011;1268.0;170.0;119.0;24.0;17.0;81.0;119.0;37.0;37.0;18.0;27.0;;51.0;1098.0
196;2;570;2005;39.0;;;;;;;;;;;;;39.0
