ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2
951;N Renting and other business support;2009 July - 2010 June;104.6;-3.2
952;N Renting and other business support;2009 October - 2010 September;104.8;-2.4
953;N Renting and other business support;2010 January - 2010 December;104.9;-2.2
954;N Renting and other business support;2010 April - 2011 March;106.2;1.1
955;N Renting and other business support;2010 July - 2011 June;106.8;2.1
956;N Renting and other business support;2010 October - 2011 September;107.1;2.2
957;N Renting and other business support;2011 January - 2011 December;108.1;3.1
958;N Renting and other business support;2011 April - 2012 March;107.9;1.6
959;N Renting and other business support;2011 July - 2012 June;108.6;1.7
960;N Renting and other business support;2011 October - 2012 September;109.6;2.3
961;N Renting and other business support;2012 January - 2012 December;109.5;1.3
962;N Renting and other business support;2012 April - 2013 March;110.6;2.5
963;N Renting and other business support;2012 July - 2013 June;111.4;2.6
964;N Renting and other business support;2012 October - 2013 September;111.6;1.8
965;N Renting and other business support;2013 January - 2013 December;111.9;2.2
966;O-U Noncommercial services;2001;85.7;
967;O-U Noncommercial services;2002;89.4;4.3
968;O-U Noncommercial services;2003;92.1;3.0
969;O-U Noncommercial services;2004;94.7;2.8
970;O-U Noncommercial services;2005;97.6;3.1
971;O-U Noncommercial services;2006;100.0;2.5
972;O-U Noncommercial services;2007;103.7;3.7
973;O-U Noncommercial services;2008;107.0;3.2
974;O-U Noncommercial services;2009;109.9;2.7
975;O-U Noncommercial services;2010;111.7;1.6
976;O-U Noncommercial services;2011;112.6;0.8
977;O-U Noncommercial services;2012;114.7;1.9
978;O-U Noncommercial services;2013;115.8;1.0
979;O-U Noncommercial services;2006 January - 2006 December;100.0;2.5
980;O-U Noncommercial services;2006 April - 2007 March;101.2;
981;O-U Noncommercial services;2006 July - 2007 June;102.0;
982;O-U Noncommercial services;2006 October - 2007 September;102.6;
983;O-U Noncommercial services;2007 January - 2007 December;103.7;3.7
984;O-U Noncommercial services;2007 April - 2008 March;104.6;3.4
985;O-U Noncommercial services;2007 July - 2008 June;105.3;3.2
986;O-U Noncommercial services;2007 October - 2008 September;105.6;2.9
987;O-U Noncommercial services;2008 January - 2008 December;107.0;3.2
988;O-U Noncommercial services;2008 April - 2009 March;107.4;2.7
989;O-U Noncommercial services;2008 July - 2009 June;108.7;3.2
990;O-U Noncommercial services;2008 October - 2009 September;109.2;3.4
991;O-U Noncommercial services;2009 January - 2009 December;109.9;2.7
992;O-U Noncommercial services;2009 April - 2010 March;110.3;2.7
993;O-U Noncommercial services;2009 July - 2010 June;111.5;2.6
994;O-U Noncommercial services;2009 October - 2010 September;111.6;2.2
995;O-U Noncommercial services;2010 January - 2010 December;111.7;1.6
996;O-U Noncommercial services;2010 April - 2011 March;111.6;1.2
997;O-U Noncommercial services;2010 July - 2011 June;111.5;0.0
998;O-U Noncommercial services;2010 October - 2011 September;111.6;0.0
999;O-U Noncommercial services;2011 January - 2011 December;112.6;0.8
1000;O-U Noncommercial services;2011 April - 2012 March;112.7;1.0
1001;O-U Noncommercial services;2011 July - 2012 June;113.2;1.5
1002;O-U Noncommercial services;2011 October - 2012 September;114.1;2.2
1003;O-U Noncommercial services;2012 January - 2012 December;114.7;1.9
1004;O-U Noncommercial services;2012 April - 2013 March;115.8;2.8
1005;O-U Noncommercial services;2012 July - 2013 June;116.1;2.6
1006;O-U Noncommercial services;2012 October - 2013 September;115.9;1.6
1007;O-U Noncommercial services;2013 January - 2013 December;115.8;1.0
1008;O-Q Government and care;2001;85.9;
1009;O-Q Government and care;2002;89.3;4.0
1010;O-Q Government and care;2003;91.9;2.9
1011;O-Q Government and care;2004;94.5;2.8
1012;O-Q Government and care;2005;97.5;3.2
1013;O-Q Government and care;2006;100.0;2.6
1014;O-Q Government and care;2007;103.8;3.8
1015;O-Q Government and care;2008;107.2;3.3
1016;O-Q Government and care;2009;110.2;2.8
1017;O-Q Government and care;2010;112.0;1.6
1018;O-Q Government and care;2011;112.9;0.8
1019;O-Q Government and care;2012;115.0;1.9
1020;O-Q Government and care;2013;116.1;1.0
1021;O-Q Government and care;2006 January - 2006 December;100.0;2.6
1022;O-Q Government and care;2006 April - 2007 March;101.2;
1023;O-Q Government and care;2006 July - 2007 June;102.0;
1024;O-Q Government and care;2006 October - 2007 September;102.6;
1025;O-Q Government and care;2007 January - 2007 December;103.8;3.8
1026;O-Q Government and care;2007 April - 2008 March;104.8;3.6
1027;O-Q Government and care;2007 July - 2008 June;105.5;3.4
1028;O-Q Government and care;2007 October - 2008 September;105.8;3.1
1029;O-Q Government and care;2008 January - 2008 December;107.2;3.3
1030;O-Q Government and care;2008 April - 2009 March;107.6;2.7
1031;O-Q Government and care;2008 July - 2009 June;108.9;3.2
1032;O-Q Government and care;2008 October - 2009 September;109.4;3.4
1033;O-Q Government and care;2009 January - 2009 December;110.2;2.8
1034;O-Q Government and care;2009 April - 2010 March;110.6;2.8
1035;O-Q Government and care;2009 July - 2010 June;111.8;2.7
1036;O-Q Government and care;2009 October - 2010 September;111.9;2.3
1037;O-Q Government and care;2010 January - 2010 December;112.0;1.6
1038;O-Q Government and care;2010 April - 2011 March;111.9;1.2
1039;O-Q Government and care;2010 July - 2011 June;111.7;-0.1
1040;O-Q Government and care;2010 October - 2011 September;111.9;0.0
1041;O-Q Government and care;2011 January - 2011 December;112.9;0.8
1042;O-Q Government and care;2011 April - 2012 March;113.0;1.0
1043;O-Q Government and care;2011 July - 2012 June;113.5;1.6
1044;O-Q Government and care;2011 October - 2012 September;114.4;2.2
1045;O-Q Government and care;2012 January - 2012 December;115.0;1.9
1046;O-Q Government and care;2012 April - 2013 March;116.1;2.7
1047;O-Q Government and care;2012 July - 2013 June;116.3;2.5
1048;O-Q Government and care;2012 October - 2013 September;116.2;1.6
1049;O-Q Government and care;2013 January - 2013 December;116.1;1.0
1050;O Public administration and services;2001;86.1;
1051;O Public administration and services;2002;89.3;3.7
1052;O Public administration and services;2003;90.8;1.7
1053;O Public administration and services;2004;94.5;4.1
1054;O Public administration and services;2005;96.8;2.4
1055;O Public administration and services;2006;100.0;3.3
1056;O Public administration and services;2007;103.7;3.7
1057;O Public administration and services;2008;107.5;3.7
1058;O Public administration and services;2009;109.6;2.0
1059;O Public administration and services;2010;109.2;-0.4
1060;O Public administration and services;2011;108.5;-0.6
1061;O Public administration and services;2012;111.3;2.6
1062;O Public administration and services;2013;110.2;-1.0
1063;O Public administration and services;2006 January - 2006 December;100.0;3.3
1064;O Public administration and services;2006 April - 2007 March;101.2;
1065;O Public administration and services;2006 July - 2007 June;102.0;
1066;O Public administration and services;2006 October - 2007 September;102.5;
1067;O Public administration and services;2007 January - 2007 December;103.7;3.7
1068;O Public administration and services;2007 April - 2008 March;104.9;3.7
1069;O Public administration and services;2007 July - 2008 June;105.5;3.4
1070;O Public administration and services;2007 October - 2008 September;105.6;3.0
1071;O Public administration and services;2008 January - 2008 December;107.5;3.7
1072;O Public administration and services;2008 April - 2009 March;107.6;2.6
1073;O Public administration and services;2008 July - 2009 June;108.9;3.2
1074;O Public administration and services;2008 October - 2009 September;109.1;3.3
1075;O Public administration and services;2009 January - 2009 December;109.6;2.0
1076;O Public administration and services;2009 April - 2010 March;109.5;1.8
1077;O Public administration and services;2009 July - 2010 June;110.1;1.1
1078;O Public administration and services;2009 October - 2010 September;109.4;0.3
1079;O Public administration and services;2010 January - 2010 December;109.2;-0.4
1080;O Public administration and services;2010 April - 2011 March;109.1;-0.4
1081;O Public administration and services;2010 July - 2011 June;108.3;-1.6
1082;O Public administration and services;2010 October - 2011 September;107.9;-1.4
1083;O Public administration and services;2011 January - 2011 December;108.5;-0.6
1084;O Public administration and services;2011 April - 2012 March;108.6;-0.5
1085;O Public administration and services;2011 July - 2012 June;109.2;0.8
1086;O Public administration and services;2011 October - 2012 September;110.2;2.1
1087;O Public administration and services;2012 January - 2012 December;111.3;2.6
1088;O Public administration and services;2012 April - 2013 March;111.8;2.9
1089;O Public administration and services;2012 July - 2013 June;111.5;2.1
1090;O Public administration and services;2012 October - 2013 September;110.8;0.5
1091;O Public administration and services;2013 January - 2013 December;110.2;-1.0
1092;P Education;2001;84.9;
1093;P Education;2002;88.1;3.8
1094;P Education;2003;90.5;2.7
1095;P Education;2004;94.3;4.2
1096;P Education;2005;98.1;4.0
1097;P Education;2006;100.0;1.9
1098;P Education;2007;104.1;4.1
1099;P Education;2008;105.7;1.5
1100;P Education;2009;111.4;5.4
1101;P Education;2010;115.1;3.3
1102;P Education;2011;116.2;1.0
1103;P Education;2012;116.8;0.5
1104;P Education;2013;116.2;-0.5
1105;P Education;2006 January - 2006 December;100.0;1.9
1106;P Education;2006 April - 2007 March;100.9;
1107;P Education;2006 July - 2007 June;101.6;
1108;P Education;2006 October - 2007 September;102.4;
1109;P Education;2007 January - 2007 December;104.1;4.1
1110;P Education;2007 April - 2008 March;104.8;3.9
1111;P Education;2007 July - 2008 June;105.2;3.5
1112;P Education;2007 October - 2008 September;104.5;2.1
1113;P Education;2008 January - 2008 December;105.7;1.5
1114;P Education;2008 April - 2009 March;107.1;2.2
1115;P Education;2008 July - 2009 June;109.1;3.7
1116;P Education;2008 October - 2009 September;110.3;5.6
1117;P Education;2009 January - 2009 December;111.4;5.4
1118;P Education;2009 April - 2010 March;112.0;4.6
1119;P Education;2009 July - 2010 June;113.7;4.2
1120;P Education;2009 October - 2010 September;114.8;4.1
1121;P Education;2010 January - 2010 December;115.1;3.3
1122;P Education;2010 April - 2011 March;115.1;2.8
1123;P Education;2010 July - 2011 June;115.1;1.2
1124;P Education;2010 October - 2011 September;115.4;0.5
1125;P Education;2011 January - 2011 December;116.2;1.0
1126;P Education;2011 April - 2012 March;116.2;1.0
1127;P Education;2011 July - 2012 June;116.4;1.1
1128;P Education;2011 October - 2012 September;116.9;1.3
1129;P Education;2012 January - 2012 December;116.8;0.5
1130;P Education;2012 April - 2013 March;117.5;1.1
1131;P Education;2012 July - 2013 June;117.4;0.9
1132;P Education;2012 October - 2013 September;117.0;0.1
1133;P Education;2013 January - 2013 December;116.2;-0.5
1134;Q Health and social work activities;2001;86.3;
1135;Q Health and social work activities;2002;90.1;4.4
1136;Q Health and social work activities;2003;93.7;4.0
1137;Q Health and social work activities;2004;94.6;1.0
1138;Q Health and social work activities;2005;97.8;3.4
1139;Q Health and social work activities;2006;100.0;2.2
1140;Q Health and social work activities;2007;103.7;3.7
1141;Q Health and social work activities;2008;107.9;4.1
1142;Q Health and social work activities;2009;109.8;1.8
1143;Q Health and social work activities;2010;112.2;2.2
1144;Q Health and social work activities;2011;114.0;1.6
1145;Q Health and social work activities;2012;116.6;2.3
1146;Q Health and social work activities;2013;120.0;2.9
1147;Q Health and social work activities;2006 January - 2006 December;100.0;2.2
1148;Q Health and social work activities;2006 April - 2007 March;101.4;
1149;Q Health and social work activities;2006 July - 2007 June;102.3;
1150;Q Health and social work activities;2006 October - 2007 September;102.8;
1151;Q Health and social work activities;2007 January - 2007 December;103.7;3.7
1152;Q Health and social work activities;2007 April - 2008 March;104.7;3.3
1153;Q Health and social work activities;2007 July - 2008 June;105.6;3.2
1154;Q Health and social work activities;2007 October - 2008 September;106.6;3.7
1155;Q Health and social work activities;2008 January - 2008 December;107.9;4.1
1156;Q Health and social work activities;2008 April - 2009 March;107.8;3.0
1157;Q Health and social work activities;2008 July - 2009 June;108.8;3.0
1158;Q Health and social work activities;2008 October - 2009 September;109.2;2.4
1159;Q Health and social work activities;2009 January - 2009 December;109.8;1.8
1160;Q Health and social work activities;2009 April - 2010 March;110.4;2.4
1161;Q Health and social work activities;2009 July - 2010 June;111.8;2.8
1162;Q Health and social work activities;2009 October - 2010 September;111.9;2.5
1163;Q Health and social work activities;2010 January - 2010 December;112.2;2.2
1164;Q Health and social work activities;2010 April - 2011 March;112.0;1.4
1165;Q Health and social work activities;2010 July - 2011 June;112.2;0.4
1166;Q Health and social work activities;2010 October - 2011 September;112.6;0.6
1167;Q Health and social work activities;2011 January - 2011 December;114.0;1.6
1168;Q Health and social work activities;2011 April - 2012 March;114.2;2.0
1169;Q Health and social work activities;2011 July - 2012 June;114.9;2.4
1170;Q Health and social work activities;2011 October - 2012 September;116.0;3.0
1171;Q Health and social work activities;2012 January - 2012 December;116.6;2.3
1172;Q Health and social work activities;2012 April - 2013 March;118.3;3.6
1173;Q Health and social work activities;2012 July - 2013 June;119.1;3.7
1174;Q Health and social work activities;2012 October - 2013 September;119.5;3.0
1175;Q Health and social work activities;2013 January - 2013 December;120.0;2.9
1176;R-U Culture, recreation, other services;2001;84.5;
1177;R-U Culture, recreation, other services;2002;89.8;6.3
1178;R-U Culture, recreation, other services;2003;94.4;5.1
1179;R-U Culture, recreation, other services;2004;96.9;2.6
1180;R-U Culture, recreation, other services;2005;98.1;1.2
1181;R-U Culture, recreation, other services;2006;100.0;1.9
1182;R-U Culture, recreation, other services;2007;102.3;2.3
1183;R-U Culture, recreation, other services;2008;104.5;2.2
1184;R-U Culture, recreation, other services;2009;107.2;2.6
1185;R-U Culture, recreation, other services;2010;108.2;0.9
1186;R-U Culture, recreation, other services;2011;109.8;1.5
1187;R-U Culture, recreation, other services;2012;111.0;1.1
1188;R-U Culture, recreation, other services;2013;113.0;1.8
1189;R-U Culture, recreation, other services;2006 January - 2006 December;100.0;1.9
1190;R-U Culture, recreation, other services;2006 April - 2007 March;100.9;
1191;R-U Culture, recreation, other services;2006 July - 2007 June;101.4;
1192;R-U Culture, recreation, other services;2006 October - 2007 September;102.0;
1193;R-U Culture, recreation, other services;2007 January - 2007 December;102.3;2.3
1194;R-U Culture, recreation, other services;2007 April - 2008 March;102.8;1.9
1195;R-U Culture, recreation, other services;2007 July - 2008 June;103.3;1.9
1196;R-U Culture, recreation, other services;2007 October - 2008 September;103.5;1.5
1197;R-U Culture, recreation, other services;2008 January - 2008 December;104.5;2.2
1198;R-U Culture, recreation, other services;2008 April - 2009 March;105.4;2.5
1199;R-U Culture, recreation, other services;2008 July - 2009 June;106.5;3.1
1200;R-U Culture, recreation, other services;2008 October - 2009 September;106.9;3.3
1201;R-U Culture, recreation, other services;2009 January - 2009 December;107.2;2.6
1202;R-U Culture, recreation, other services;2009 April - 2010 March;107.4;1.9
1203;R-U Culture, recreation, other services;2009 July - 2010 June;108.2;1.6
1204;R-U Culture, recreation, other services;2009 October - 2010 September;108.2;1.2
1205;R-U Culture, recreation, other services;2010 January - 2010 December;108.2;0.9
1206;R-U Culture, recreation, other services;2010 April - 2011 March;108.3;0.8
1207;R-U Culture, recreation, other services;2010 July - 2011 June;108.5;0.3
1208;R-U Culture, recreation, other services;2010 October - 2011 September;108.9;0.6
1209;R-U Culture, recreation, other services;2011 January - 2011 December;109.8;1.5
1210;R-U Culture, recreation, other services;2011 April - 2012 March;109.8;1.4
1211;R-U Culture, recreation, other services;2011 July - 2012 June;110.1;1.5
1212;R-U Culture, recreation, other services;2011 October - 2012 September;110.8;1.7
1213;R-U Culture, recreation, other services;2012 January - 2012 December;111.0;1.1
1214;R-U Culture, recreation, other services;2012 April - 2013 March;112.6;2.6
1215;R-U Culture, recreation, other services;2012 July - 2013 June;112.9;2.5
1216;R-U Culture, recreation, other services;2012 October - 2013 September;112.9;1.9
1217;R-U Culture, recreation, other services;2013 January - 2013 December;113.0;1.8
