ID;HuishoudensKenmerken;Perioden;Vermogenssaldo_1;Totaal_2;ChartaalGeldEnDepositoS_3;Schuldbewijzen_4;Leningen_5;AandelenEnOverigeDeelnemingen_6;VerzekeringsPensioenregelingen_7;FinancieleDerivatenEnAandelenopties_8;OverigeVorderingen_9;Totaal_10;Leningen_11;FinancieleDerivatenEnAandelenopties_12;OverigeSchulden_13;Totaal_14;WoningenEnGrondOnderWoningen_15;OverigeNietFinancieleActiva_16;Vermogenssaldo_17;Totaal_18;ChartaalGeldEnDepositoS_19;Schuldbewijzen_20;Leningen_21;AandelenEnOverigeDeelnemingen_22;VerzekeringsPensioenregelingen_23;FinancieleDerivatenEnAandelenopties_24;OverigeVorderingen_25;Totaal_26;Leningen_27;FinancieleDerivatenEnAandelenopties_28;OverigeSchulden_29;Totaal_30;WoningenEnGrondOnderWoningen_31;OverigeNietFinancieleActiva_32;Vermogenssaldo_33;Totaal_34;ChartaalGeldEnDepositoS_35;Schuldbewijzen_36;Leningen_37;AandelenEnOverigeDeelnemingen_38;VerzekeringsPensioenregelingen_39;FinancieleDerivatenEnAandelenopties_40;OverigeVorderingen_41;Totaal_42;Leningen_43;FinancieleDerivatenEnAandelenopties_44;OverigeSchulden_45;Totaal_46;WoningenEnGrondOnderWoningen_47;OverigeNietFinancieleActiva_48;Vermogenssaldo_49;Totaal_50;ChartaalGeldEnDepositoS_51;Schuldbewijzen_52;Leningen_53;AandelenEnOverigeDeelnemingen_54;VerzekeringsPensioenregelingen_55;FinancieleDerivatenEnAandelenopties_56;OverigeVorderingen_57;Totaal_58;Leningen_59;FinancieleDerivatenEnAandelenopties_60;OverigeSchulden_61;Totaal_62;WoningenEnGrondOnderWoningen_63;OverigeNietFinancieleActiva_64
87;Eenouderhuishouden;2012;86204;69730;15846;657;289;9901;38975;22;4041;44638;38350;0;6288;61112;56744;4368;169.7;137.3;31.2;1.3;0.6;19.5;76.7;0.0;8.0;87.9;75.5;0.0;12.4;120.3;111.7;8.6;115.6;93.5;21.2;0.9;0.4;13.3;52.3;0.0;5.4;59.9;51.4;0.0;8.4;82.0;76.1;5.9;100;80.9;18.4;0.8;0.3;11.5;45.2;0.0;4.7;51.8;44.5;0.0;7.3;70.9;65.8;5.1
88;Eenouderhuishouden;2013;85022;72627;15390;614;276;13954;38017;34;4343;47448;39965;0;7482;59843;55155;4688;163.0;139.3;29.5;1.2;0.5;26.8;72.9;0.1;8.3;91.0;76.6;0.0;14.3;114.8;105.8;9.0;111.1;94.9;20.1;0.8;0.4;18.2;49.7;0.0;5.7;62.0;52.2;0.0;9.8;78.2;72.1;6.1;100;85.4;18.1;0.7;0.3;16.4;44.7;0.0;5.1;55.8;47.0;0.0;8.8;70.4;64.9;5.5
89;Eenouderhuishouden;2014;86467;71673;16268;174;298;5448;45476;13;3996;46185;39528;1;6656;60978;55380;5598;162.4;134.6;30.6;0.3;0.6;10.2;85.4;0.0;7.5;86.7;74.2;0.0;12.5;114.5;104.0;10.5;110.8;91.8;20.8;0.2;0.4;7.0;58.2;0.0;5.1;59.2;50.6;0.0;8.5;78.1;70.9;7.2;100;82.9;18.8;0.2;0.3;6.3;52.6;0.0;4.6;53.4;45.7;0.0;7.7;70.5;64.0;6.5
90;Paar: met kind(eren);2005;740064;446092;87696;8381;2294;78147;244994;174;24406;297010;275522;14;21474;590983;507768;83215;374.8;225.9;44.4;4.2;1.2;39.6;124.1;0.1;12.4;150.4;139.5;0.0;10.9;299.3;257.2;42.1;199.7;120.4;23.7;2.3;0.6;21.1;66.1;0.0;6.6;80.2;74.4;0.0;5.8;159.5;137.0;22.5;100;60.3;11.8;1.1;0.3;10.6;33.1;0.0;3.3;40.1;37.2;0.0;2.9;79.9;68.6;11.2
91;Paar: met kind(eren);2006;736804;435829;88793;7805;2330;74285;241432;173;21011;317568;300940;201;16427;618543;534551;83992;376.4;222.6;45.4;4.0;1.2;37.9;123.3;0.1;10.7;162.2;153.7;0.1;8.4;316.0;273.1;42.9;200.6;118.7;24.2;2.1;0.6;20.2;65.7;0.0;5.7;86.5;81.9;0.1;4.5;168.4;145.5;22.9;100;59.2;12.1;1.1;0.3;10.1;32.8;0.0;2.9;43.1;40.8;0.0;2.2;83.9;72.5;11.4
92;Paar: met kind(eren);2007;772138;442012;93597;8097;2378;71529;246885;174;19352;327402;310191;207;17004;657527;564938;92589;396.7;227.1;48.1;4.2;1.2;36.8;126.9;0.1;9.9;168.2;159.4;0.1;8.7;337.8;290.3;47.6;211.5;121.1;25.6;2.2;0.7;19.6;67.6;0.0;5.3;89.7;85.0;0.1;4.7;180.1;154.8;25.4;100;57.2;12.1;1.0;0.3;9.3;32.0;0.0;2.5;42.4;40.2;0.0;2.2;85.2;73.2;12.0
93;Paar: met kind(eren);2008;803709;474452;100572;8404;2425;70185;274588;162;18115;355363;333674;12;21677;684619;586750;97870;413.6;244.1;51.8;4.3;1.2;36.1;141.3;0.1;9.3;182.9;171.7;0.0;11.2;352.3;301.9;50.4;220.6;130.2;27.6;2.3;0.7;19.3;75.4;0.0;5.0;97.5;91.6;0.0;5.9;187.9;161.0;26.9;100;59.0;12.5;1.0;0.3;8.7;34.2;0.0;2.3;44.2;41.5;0.0;2.7;85.2;73.0;12.2
94;Paar: met kind(eren);2009;774348;481532;103707;7600;2439;67993;281475;155;18164;369088;345250;10;23829;661904;566401;95503;399.9;248.7;53.6;3.9;1.3;35.1;145.4;0.1;9.4;190.6;178.3;0.0;12.3;341.8;292.5;49.3;213.3;132.6;28.6;2.1;0.7;18.7;77.5;0.0;5.0;101.7;95.1;0.0;6.6;182.3;156.0;26.3;100;62.2;13.4;1.0;0.3;8.8;36.3;0.0;2.3;47.7;44.6;0.0;3.1;85.5;73.1;12.3
95;Paar: met kind(eren);2010;799271;520912;109700;6707;2480;70827;311495;195;19510;392264;366309;61;25894;670623;573844;96779;396.2;258.2;54.4;3.3;1.2;35.1;154.4;0.1;9.7;194.4;181.6;0.0;12.8;332.4;284.4;48.0;211.4;137.8;29.0;1.8;0.7;18.7;82.4;0.1;5.2;103.7;96.9;0.0;6.8;177.4;151.8;25.6;100;65.2;13.7;0.8;0.3;8.9;39.0;0.0;2.4;49.1;45.8;0.0;3.2;83.9;71.8;12.1
96;Paar: met kind(eren);2011;800168;532363;108624;5431;2093;69824;332939;187;13264;388264;368818;12;19435;656069;558877;97192;397.5;264.5;54.0;2.7;1.0;34.7;165.4;0.1;6.6;192.9;183.2;0.0;9.7;325.9;277.6;48.3;212.1;141.1;28.8;1.4;0.6;18.5;88.2;0.0;3.5;102.9;97.8;0.0;5.2;173.9;148.1;25.8;100;66.0;13.5;0.7;0.3;8.7;41.3;0.0;1.6;48.5;46.1;0.0;2.4;81.4;69.3;12.1
97;Paar: met kind(eren);2012;749766;524190;114279;4935;2082;74380;314550;168;13795;394253;372781;8;21464;619829;518374;101455;372.1;260.1;56.7;2.4;1.0;36.9;156.1;0.1;6.8;195.7;185.0;0.0;10.7;307.6;257.3;50.3;198.7;138.9;30.3;1.3;0.6;19.7;83.4;0.0;3.7;104.5;98.8;0.0;5.7;164.2;137.4;26.9;100;69.9;15.2;0.7;0.3;9.9;42.0;0.0;1.8;52.6;49.7;0.0;2.9;82.7;69.1;13.5
98;Paar: met kind(eren);2013;709237;514601;114936;3404;2061;77410;303406;187;13196;386491;363750;9;22733;581127;480437;100691;353.0;256.1;57.2;1.7;1.0;38.5;151.0;0.1;6.6;192.3;181.0;0.0;11.3;289.2;239.1;50.1;188.6;136.8;30.6;0.9;0.5;20.6;80.7;0.0;3.5;102.8;96.7;0.0;6.0;154.5;127.7;26.8;100;72.6;16.2;0.5;0.3;10.9;42.8;0.0;1.9;54.5;51.3;0.0;3.2;81.9;67.7;14.2
99;Paar: met kind(eren);2014;748582;540436;109651;1759;2008;54995;355539;133;16350;386087;358844;11;27232;594233;492787;101446;374.1;270.1;54.8;0.9;1.0;27.5;177.7;0.1;8.2;193.0;179.3;0.0;13.6;297.0;246.3;50.7;199.8;144.3;29.3;0.5;0.5;14.7;94.9;0.0;4.4;103.1;95.8;0.0;7.3;158.6;131.6;27.1;100;72.2;14.6;0.2;0.3;7.3;47.5;0.0;2.2;51.6;47.9;0.0;3.6;79.4;65.8;13.6
100;Paar: zonder kind;2005;847604;587845;112648;11142;2946;103885;332361;231;24632;206613;184935;5;21673;466372;434861;31511;414.9;287.7;55.1;5.5;1.4;50.9;162.7;0.1;12.1;101.1;90.5;0.0;10.6;228.3;212.9;15.4;302.8;210.0;40.2;4.0;1.1;37.1;118.8;0.1;8.8;73.8;66.1;0.0;7.7;166.6;155.4;11.3;100;69.4;13.3;1.3;0.3;12.3;39.2;0.0;2.9;24.4;21.8;0.0;2.6;55.0;51.3;3.7
101;Paar: zonder kind;2006;905985;607450;118249;11842;3102;112699;339590;263;21706;206147;189092;85;16970;504682;469139;35543;440.0;295.0;57.4;5.8;1.5;54.7;164.9;0.1;10.5;100.1;91.8;0.0;8.2;245.1;227.9;17.3;321.2;215.4;41.9;4.2;1.1;40.0;120.4;0.1;7.7;73.1;67.0;0.0;6.0;178.9;166.3;12.6;100;67.0;13.1;1.3;0.3;12.4;37.5;0.0;2.4;22.8;20.9;0.0;1.9;55.7;51.8;3.9
102;Paar: zonder kind;2007;926617;605246;128792;12399;3272;109537;330163;266;20817;214690;196313;86;18291;536061;497385;38676;445.9;291.3;62.0;6.0;1.6;52.7;158.9;0.1;10.0;103.3;94.5;0.0;8.8;258.0;239.4;18.6;325.5;212.6;45.2;4.4;1.1;38.5;116.0;0.1;7.3;75.4;69.0;0.0;6.4;188.3;174.7;13.6;100;65.3;13.9;1.3;0.4;11.8;35.6;0.0;2.2;23.2;21.2;0.0;2.0;57.9;53.7;4.2
103;Paar: zonder kind;2008;1005560;668772;136204;11659;3284;97367;402367;225;17666;226809;205664;5;21140;563596;517345;46251;482.1;320.7;65.3;5.6;1.6;46.7;192.9;0.1;8.5;108.7;98.6;0.0;10.1;270.2;248.1;22.2;351.9;234.1;47.7;4.1;1.1;34.1;140.8;0.1;6.2;79.4;72.0;0.0;7.4;197.2;181.1;16.2;100;66.5;13.5;1.2;0.3;9.7;40.0;0.0;1.8;22.6;20.5;0.0;2.1;56.0;51.4;4.6
104;Paar: zonder kind;2009;1004723;677596;142949;10271;3361;91881;411698;209;17227;232013;209408;5;22599;559139;508391;50749;478.1;322.5;68.0;4.9;1.6;43.7;195.9;0.1;8.2;110.4;99.7;0.0;10.8;266.1;241.9;24.2;349.0;235.4;49.7;3.6;1.2;31.9;143.0;0.1;6.0;80.6;72.7;0.0;7.8;194.2;176.6;17.6;100;67.4;14.2;1.0;0.3;9.1;41.0;0.0;1.7;23.1;20.8;0.0;2.2;55.7;50.6;5.1
105;Paar: zonder kind;2010;1049581;739905;142068;9928;3211;104845;460922;288;18643;242641;217867;30;24744;552316;505035;47281;490.3;345.7;66.4;4.6;1.5;49.0;215.3;0.1;8.7;113.4;101.8;0.0;11.6;258.0;235.9;22.1;357.9;252.3;48.4;3.4;1.1;35.8;157.2;0.1;6.4;82.7;74.3;0.0;8.4;188.3;172.2;16.1;100;70.5;13.5;0.9;0.3;10.0;43.9;0.0;1.8;23.1;20.8;0.0;2.4;52.6;48.1;4.5
106;Paar: zonder kind;2011;1101874;800589;153346;7037;2955;90460;528607;242;17942;246213;219919;6;26288;547498;496881;50617;515.0;374.2;71.7;3.3;1.4;42.3;247.1;0.1;8.4;115.1;102.8;0.0;12.3;255.9;232.2;23.7;375.9;273.1;52.3;2.4;1.0;30.9;180.3;0.1;6.1;84.0;75.0;0.0;9.0;186.8;169.5;17.3;100;72.5;13.9;0.6;0.3;8.2;47.9;0.0;1.6;22.3;20.0;0.0;2.4;49.6;45.0;4.6
107;Paar: zonder kind;2012;1156834;874042;155347;6008;2830;90538;605212;204;13903;234347;212711;4;21632;517139;464271;52868;537.8;406.3;72.2;2.8;1.3;42.1;281.4;0.1;6.5;108.9;98.9;0.0;10.1;240.4;215.8;24.6;392.6;296.6;52.7;2.0;1.0;30.7;205.4;0.1;4.7;79.5;72.2;0.0;7.3;175.5;157.5;17.9;100;75.6;13.4;0.5;0.2;7.8;52.3;0.0;1.2;20.3;18.4;0.0;1.9;44.7;40.1;4.6
108;Paar: zonder kind;2013;1118414;857384;154838;4066;2777;92447;588762;223;14272;234661;210071;4;24586;495691;444513;51178;515.4;395.1;71.4;1.9;1.3;42.6;271.3;0.1;6.6;108.1;96.8;0.0;11.3;228.4;204.9;23.6;376.2;288.4;52.1;1.4;0.9;31.1;198.1;0.1;4.8;78.9;70.7;0.0;8.3;166.7;149.5;17.2;100;76.7;13.8;0.4;0.2;8.3;52.6;0.0;1.3;21.0;18.8;0.0;2.2;44.3;39.7;4.6
109;Paar: zonder kind;2014;1263695;988305;155843;3328;2854;104030;706329;252;15669;235819;209714;6;26099;511209;455370;55839;581.2;454.5;71.7;1.5;1.3;47.8;324.9;0.1;7.2;108.5;96.5;0.0;12.0;235.1;209.4;25.7;424.2;331.8;52.3;1.1;1.0;34.9;237.1;0.1;5.3;79.2;70.4;0.0;8.8;171.6;152.9;18.7;100;78.2;12.3;0.3;0.2;8.2;55.9;0.0;1.2;18.7;16.6;0.0;2.1;40.5;36.0;4.4
110;Overige huishoudens;2005;104013;70491;17377;919;454;8570;40532;19;2620;26006;23699;2;2305;59527;48531;10996;256.8;174.1;42.9;2.3;1.1;21.2;100.1;0.0;6.5;64.2;58.5;0.0;5.7;147.0;119.8;27.2;174.4;118.2;29.1;1.5;0.8;14.4;68.0;0.0;4.4;43.6;39.7;0.0;3.9;99.8;81.4;18.4;100;67.8;16.7;0.9;0.4;8.2;39.0;0.0;2.5;25.0;22.8;0.0;2.2;57.2;46.7;10.6
111;Overige huishoudens;2006;109277;72718;17502;1073;459;10210;41218;24;2232;25704;23934;25;1745;62263;51957;10306;268.6;178.7;43.0;2.6;1.1;25.1;101.3;0.1;5.5;63.2;58.8;0.1;4.3;153.0;127.7;25.3;181.8;121.0;29.1;1.8;0.8;17.0;68.6;0.0;3.7;42.8;39.8;0.0;2.9;103.6;86.5;17.2;100;66.5;16.0;1.0;0.4;9.3;37.7;0.0;2.0;23.5;21.9;0.0;1.6;57.0;47.5;9.4
112;Overige huishoudens;2007;111789;73062;18137;1255;461;11088;39938;27;2156;28368;26450;23;1895;67095;56660;10435;274.2;179.2;44.5;3.1;1.1;27.2;98.0;0.1;5.3;69.6;64.9;0.1;4.6;164.6;139.0;25.6;185.7;121.4;30.1;2.1;0.8;18.4;66.3;0.0;3.6;47.1;43.9;0.0;3.1;111.5;94.1;17.3;100;65.4;16.2;1.1;0.4;9.9;35.7;0.0;1.9;25.4;23.7;0.0;1.7;60.0;50.7;9.3
113;Overige huishoudens;2008;122876;83182;19297;1483;465;12382;47105;29;2422;31362;28463;1;2898;71056;59790;11266;301.0;203.8;47.3;3.6;1.1;30.3;115.4;0.1;5.9;76.8;69.7;0.0;7.1;174.1;146.5;27.6;204.8;138.6;32.2;2.5;0.8;20.6;78.5;0.0;4.0;52.3;47.4;0.0;4.8;118.4;99.6;18.8;100;67.7;15.7;1.2;0.4;10.1;38.3;0.0;2.0;25.5;23.2;0.0;2.4;57.8;48.7;9.2
114;Overige huishoudens;2009;123890;85422;20800;1248;489;11168;49530;25;2162;30819;27982;1;2836;69287;59268;10019;296.7;204.6;49.8;3.0;1.2;26.7;118.6;0.1;5.2;73.8;67.0;0.0;6.8;165.9;142.0;24.0;201.8;139.1;33.9;2.0;0.8;18.2;80.7;0.0;3.5;50.2;45.6;0.0;4.6;112.8;96.5;16.3;100;68.9;16.8;1.0;0.4;9.0;40.0;0.0;1.7;24.9;22.6;0.0;2.3;55.9;47.8;8.1
115;Overige huishoudens;2010;99759;65063;17659;696;399;7346;37025;20;1917;21559;19006;8;2544;56256;43927;12329;292.2;190.6;51.7;2.0;1.2;21.5;108.5;0.1;5.6;63.2;55.7;0.0;7.5;164.8;128.7;36.1;212.7;138.7;37.7;1.5;0.9;15.7;78.9;0.0;4.1;46.0;40.5;0.0;5.4;119.9;93.7;26.3;100;65.2;17.7;0.7;0.4;7.4;37.1;0.0;1.9;21.6;19.1;0.0;2.6;56.4;44.0;12.4
116;Overige huishoudens;2011;101033;70612;16672;648;321;8335;43128;22;1484;20718;18542;1;2174;51139;39177;11963;299.7;209.4;49.4;1.9;1.0;24.7;127.9;0.1;4.4;61.4;55.0;0.0;6.4;151.7;116.2;35.5;218.2;152.5;36.0;1.4;0.7;18.0;93.1;0.0;3.2;44.7;40.0;0.0;4.7;110.4;84.6;25.8;100;69.0;16.3;0.6;0.3;8.1;42.2;0.0;1.5;20.5;18.4;0.0;2.1;50.0;38.3;11.7
117;Overige huishoudens;2012;103167;74173;18083;478;329;7199;46982;16;1086;19704;18014;1;1689;48697;36638;12059;309.9;222.8;54.3;1.4;1.0;21.6;141.1;0.0;3.3;59.2;54.1;0.0;5.1;146.3;110.1;36.2;225.4;162.1;39.5;1.0;0.7;15.7;102.7;0.0;2.4;43.1;39.4;0.0;3.7;106.4;80.0;26.3;100;71.9;17.5;0.5;0.3;7.0;45.5;0.0;1.1;19.1;17.5;0.0;1.6;47.2;35.5;11.7
118;Overige huishoudens;2013;101074;75050;17571;305;315;6940;48811;17;1091;18241;16360;1;1880;44265;32372;11893;279.7;207.7;48.6;0.8;0.9;19.2;135.1;0.0;3.0;50.5;45.3;0.0;5.2;122.5;89.6;32.9;210.4;156.2;36.6;0.6;0.7;14.4;101.6;0.0;2.3;38.0;34.1;0.0;3.9;92.1;67.4;24.8;100;74.3;17.4;0.3;0.3;6.9;48.3;0.0;1.1;18.0;16.2;0.0;1.9;43.8;32.0;11.8
119;Overige huishoudens;2014;105668;86614;19046;257;349;8032;57388;19;1524;21119;18580;1;2538;40173;29683;10490;295.1;241.9;53.2;0.7;1.0;22.4;160.3;0.1;4.3;59.0;51.9;0.0;7.1;112.2;82.9;29.3;220.0;180.3;39.7;0.5;0.7;16.7;119.5;0.0;3.2;44.0;38.7;0.0;5.3;83.6;61.8;21.8;100;82.0;18.0;0.2;0.3;7.6;54.3;0.0;1.4;20.0;17.6;0.0;2.4;38.0;28.1;9.9
120;Inkomstenbron: eigen onderneming;2005;568379;314965;58941;9981;1542;93059;128881;207;22355;123268;103574;24;19669;376681;235986;140695;744.4;412.5;77.2;13.1;2.0;121.9;168.8;0.3;29.3;161.4;135.6;0.0;25.8;493.3;309.1;184.3;473.4;262.3;49.1;8.3;1.3;77.5;107.3;0.2;18.6;102.7;86.3;0.0;16.4;313.7;196.5;117.2;100;55.4;10.4;1.8;0.3;16.4;22.7;0.0;3.9;21.7;18.2;0.0;3.5;66.3;41.5;24.8
121;Inkomstenbron: eigen onderneming;2006;591305;318229;61766;9907;1620;94284;132409;220;18023;130968;116518;359;14091;404044;254156;149888;770.7;414.8;80.5;12.9;2.1;122.9;172.6;0.3;23.5;170.7;151.9;0.5;18.4;526.6;331.3;195.4;489.5;263.4;51.1;8.2;1.3;78.0;109.6;0.2;14.9;108.4;96.5;0.3;11.7;334.5;210.4;124.1;100;53.8;10.4;1.7;0.3;15.9;22.4;0.0;3.0;22.1;19.7;0.1;2.4;68.3;43.0;25.3
122;Inkomstenbron: eigen onderneming;2007;717085;406428;73302;16801;1862;148422;142166;361;23513;155958;134938;360;20660;466616;305228;161388;879.2;498.3;89.9;20.6;2.3;182.0;174.3;0.4;28.8;191.2;165.4;0.4;25.3;572.1;374.2;197.9;558.8;316.7;57.1;13.1;1.5;115.7;110.8;0.3;18.3;121.5;105.1;0.3;16.1;363.6;237.8;125.8;100;56.7;10.2;2.3;0.3;20.7;19.8;0.1;3.3;21.7;18.8;0.1;2.9;65.1;42.6;22.5
123;Inkomstenbron: eigen onderneming;2008;704247;377615;79584;11827;1919;98764;166832;229;18462;166136;144023;21;22092;492768;315755;177012;817.4;438.3;92.4;13.7;2.2;114.6;193.6;0.3;21.4;192.8;167.2;0.0;25.6;572.0;366.5;205.5;521.5;279.6;58.9;8.8;1.4;73.1;123.5;0.2;13.7;123.0;106.7;0.0;16.4;364.9;233.8;131.1;100;53.6;11.3;1.7;0.3;14.0;23.7;0.0;2.6;23.6;20.5;0.0;3.1;70.0;44.8;25.1
124;Inkomstenbron: eigen onderneming;2009;666073;354259;76682;9713;1803;86895;161255;198;17713;163605;140349;19;23237;475419;295866;179553;798.1;424.5;91.9;11.6;2.2;104.1;193.2;0.2;21.2;196.0;168.2;0.0;27.8;569.7;354.5;215.1;508.6;270.5;58.5;7.4;1.4;66.3;123.1;0.2;13.5;124.9;107.2;0.0;17.7;363.0;225.9;137.1;100;53.2;11.5;1.5;0.3;13.0;24.2;0.0;2.7;24.6;21.1;0.0;3.5;71.4;44.4;27.0
125;Inkomstenbron: eigen onderneming;2010;695429;388009;78847;9951;1782;105087;172355;289;19699;176452;150193;114;26145;483871;303868;180003;803.9;448.5;91.1;11.5;2.1;121.5;199.2;0.3;22.8;204.0;173.6;0.1;30.2;559.3;351.2;208.1;512.0;285.7;58.0;7.3;1.3;77.4;126.9;0.2;14.5;129.9;110.6;0.1;19.2;356.2;223.7;132.5;100;55.8;11.3;1.4;0.3;15.1;24.8;0.0;2.8;25.4;21.6;0.0;3.8;69.6;43.7;25.9
126;Inkomstenbron: eigen onderneming;2011;686293;382095;77754;7227;1498;92904;187340;248;15122;175400;153221;22;22157;479598;296767;182831;774.0;430.9;87.7;8.2;1.7;104.8;211.3;0.3;17.1;197.8;172.8;0.0;25.0;540.9;334.7;206.2;491.7;273.8;55.7;5.2;1.1;66.6;134.2;0.2;10.8;125.7;109.8;0.0;15.9;343.6;212.6;131.0;100;55.5;11.3;1.1;0.2;13.5;27.2;0.0;2.2;25.6;22.3;0.0;3.2;69.7;43.1;26.6
127;Inkomstenbron: eigen onderneming;2012;684623;394205;80205;5999;1461;90403;200085;204;15847;183543;158871;14;24658;473961;285253;188708;745.2;429.1;87.3;6.5;1.6;98.4;217.8;0.2;17.2;199.8;172.9;0.0;26.8;515.9;310.5;205.4;475.2;273.6;55.7;4.2;1.0;62.8;138.9;0.1;11.0;127.4;110.3;0.0;17.1;329.0;198.0;131.0;100;57.6;11.7;0.9;0.2;13.2;29.2;0.0;2.3;26.8;23.2;0.0;3.6;69.2;41.7;27.6
128;Inkomstenbron: eigen onderneming;2013;644962;375384;76576;3789;1373;86163;192637;208;14637;179727;154497;16;25215;449305;259857;189448;695.8;404.9;82.6;4.1;1.5;92.9;207.8;0.2;15.8;193.9;166.7;0.0;27.2;484.7;280.3;204.4;445.2;259.1;52.9;2.6;0.9;59.5;133.0;0.1;10.1;124.1;106.6;0.0;17.4;310.1;179.4;130.8;100;58.2;11.9;0.6;0.2;13.4;29.9;0.0;2.3;27.9;24.0;0.0;3.9;69.7;40.3;29.4
129;Inkomstenbron: eigen onderneming;2014;698313;422027;79541;2815;1457;88004;231035;213;18962;197204;165600;21;31583;473490;281381;192109;727.0;439.4;82.8;2.9;1.5;91.6;240.5;0.2;19.7;205.3;172.4;0.0;32.9;493.0;292.9;200.0;465.3;281.2;53.0;1.9;1.0;58.6;153.9;0.1;12.6;131.4;110.3;0.0;21.0;315.5;187.5;128.0;100;60.4;11.4;0.4;0.2;12.6;33.1;0.0;2.7;28.2;23.7;0.0;4.5;67.8;40.3;27.5
130;Inkomstenbron: uit arbeid;2005;921602;639827;132777;10713;3473;99888;361614;222;31141;452146;424745;1;27400;733921;729761;4159;238.9;165.9;34.4;2.8;0.9;25.9;93.7;0.1;8.1;117.2;110.1;0.0;7.1;190.3;189.2;1.1;160.5;111.4;23.1;1.9;0.6;17.4;63.0;0.0;5.4;78.7;74.0;0.0;4.8;127.8;127.1;0.7;100;69.4;14.4;1.2;0.4;10.8;39.2;0.0;3.4;49.1;46.1;0.0;3.0;79.6;79.2;0.5
131;Inkomstenbron: uit arbeid;2006;956316;656984;138184;11465;3625;109111;364075;254;30270;476469;452804;0;23666;775801;775818;-17;245.0;168.3;35.4;2.9;0.9;28.0;93.3;0.1;7.8;122.1;116.0;0.0;6.1;198.8;198.8;0.0;165.0;113.4;23.8;2.0;0.6;18.8;62.8;0.0;5.2;82.2;78.1;0.0;4.1;133.9;133.9;0.0;100;68.7;14.4;1.2;0.4;11.4;38.1;0.0;3.2;49.8;47.3;0.0;2.5;81.1;81.1;0.0
132;Inkomstenbron: uit arbeid;2007;904910;602898;141899;6558;3605;57933;369055;141;23708;492579;471748;0;20831;794591;794787;-195;229.3;152.8;36.0;1.7;0.9;14.7;93.5;0.0;6.0;124.8;119.6;0.0;5.3;201.4;201.4;0.0;155.2;103.4;24.3;1.1;0.6;9.9;63.3;0.0;4.1;84.5;80.9;0.0;3.6;136.3;136.3;0.0;100;66.6;15.7;0.7;0.4;6.4;40.8;0.0;2.6;54.4;52.1;0.0;2.3;87.8;87.8;0.0
133;Inkomstenbron: uit arbeid;2008;1008629;693394;150527;10366;3629;86565;418715;200;23392;521583;493591;0;27992;836818;836883;-64;252.3;173.4;37.7;2.6;0.9;21.7;104.7;0.1;5.9;130.5;123.5;0.0;7.0;209.3;209.3;0.0;171.6;118.0;25.6;1.8;0.6;14.7;71.2;0.0;4.0;88.7;84.0;0.0;4.8;142.4;142.4;0.0;100;68.7;14.9;1.0;0.4;8.6;41.5;0.0;2.3;51.7;48.9;0.0;2.8;83.0;83.0;0.0
134;Inkomstenbron: uit arbeid;2009;994718;722561;159141;9950;3742;89010;436831;202;23686;544711;513638;0;31073;816868;816868;0;249.1;180.9;39.8;2.5;0.9;22.3;109.4;0.1;5.9;136.4;128.6;0.0;7.8;204.5;204.5;0.0;169.1;122.8;27.1;1.7;0.6;15.1;74.3;0.0;4.0;92.6;87.3;0.0;5.3;138.9;138.9;0.0;100;72.6;16.0;1.0;0.4;8.9;43.9;0.0;2.4;54.8;51.6;0.0;3.1;82.1;82.1;0.0
135;Inkomstenbron: uit arbeid;2010;972050;736579;159361;7510;3602;79309;463451;218;23128;545317;514621;0;30697;780788;780788;0;246.1;186.5;40.3;1.9;0.9;20.1;117.3;0.1;5.9;138.0;130.3;0.0;7.8;197.6;197.6;0.0;167.2;126.7;27.4;1.3;0.6;13.6;79.7;0.0;4.0;93.8;88.5;0.0;5.3;134.3;134.3;0.0;100;75.8;16.4;0.8;0.4;8.2;47.7;0.0;2.4;56.1;52.9;0.0;3.2;80.3;80.3;0.0
136;Inkomstenbron: uit arbeid;2011;985057;763941;160787;5870;3099;75465;502555;202;15964;535697;512307;0;23390;756812;756812;0;249.8;193.8;40.8;1.5;0.8;19.1;127.5;0.1;4.0;135.9;129.9;0.0;5.9;192.0;192.0;0.0;170.4;132.1;27.8;1.0;0.5;13.1;86.9;0.0;2.8;92.6;88.6;0.0;4.0;130.9;130.9;0.0;100;76.7;16.1;0.6;0.3;7.6;50.5;0.0;1.6;54.4;52.0;0.0;2.3;76.0;76.0;0.0
137;Inkomstenbron: uit arbeid;2012;926730;769916;165169;5263;3009;79315;500619;179;16362;537544;512086;0;25458;694359;694359;0;235.4;195.6;42.0;1.3;0.8;20.1;127.2;0.0;4.2;136.5;130.1;0.0;6.5;176.4;176.4;0.0;161.0;133.7;28.7;0.9;0.5;13.8;87.0;0.0;2.8;93.4;88.9;0.0;4.4;120.6;120.6;0.0;100;83.1;17.8;0.6;0.3;8.6;54.0;0.0;1.8;58.0;55.3;0.0;2.7;74.9;74.9;0.0
