ID;Geslacht;Leeftijd;Nationaliteit;Perioden;AlleenstaandeMinderjarigeVreemdelingen_1
31;Totaal mannen en vrouwen;10000;Afghaans ;2023;100
32;Totaal mannen en vrouwen;10000;Albanees ;2008;0
33;Totaal mannen en vrouwen;10000;Albanees ;2009;0
34;Totaal mannen en vrouwen;10000;Albanees ;2010;0
35;Totaal mannen en vrouwen;10000;Albanees ;2011;0
36;Totaal mannen en vrouwen;10000;Albanees ;2012;0
37;Totaal mannen en vrouwen;10000;Albanees ;2013;0
38;Totaal mannen en vrouwen;10000;Albanees ;2014;5
39;Totaal mannen en vrouwen;10000;Albanees ;2015;25
40;Totaal mannen en vrouwen;10000;Albanees ;2016;40
41;Totaal mannen en vrouwen;10000;Albanees ;2017;30
42;Totaal mannen en vrouwen;10000;Albanees ;2018;30
43;Totaal mannen en vrouwen;10000;Albanees ;2019;10
44;Totaal mannen en vrouwen;10000;Albanees ;2020;5
45;Totaal mannen en vrouwen;10000;Albanees ;2021;0
46;Totaal mannen en vrouwen;10000;Albanees ;2022;5
47;Totaal mannen en vrouwen;10000;Albanees ;2023;0
48;Totaal mannen en vrouwen;10000;Algerijns ;2008;0
49;Totaal mannen en vrouwen;10000;Algerijns ;2009;0
50;Totaal mannen en vrouwen;10000;Algerijns ;2010;0
51;Totaal mannen en vrouwen;10000;Algerijns ;2011;0
52;Totaal mannen en vrouwen;10000;Algerijns ;2012;5
53;Totaal mannen en vrouwen;10000;Algerijns ;2013;5
54;Totaal mannen en vrouwen;10000;Algerijns ;2014;0
55;Totaal mannen en vrouwen;10000;Algerijns ;2015;5
56;Totaal mannen en vrouwen;10000;Algerijns ;2016;60
57;Totaal mannen en vrouwen;10000;Algerijns ;2017;55
58;Totaal mannen en vrouwen;10000;Algerijns ;2018;55
59;Totaal mannen en vrouwen;10000;Algerijns ;2019;70
60;Totaal mannen en vrouwen;10000;Algerijns ;2020;60
61;Totaal mannen en vrouwen;10000;Algerijns ;2021;70
62;Totaal mannen en vrouwen;10000;Algerijns ;2022;70
63;Totaal mannen en vrouwen;10000;Algerijns ;2023;80
64;Totaal mannen en vrouwen;10000;Chinees ;2008;50
65;Totaal mannen en vrouwen;10000;Chinees ;2009;10
66;Totaal mannen en vrouwen;10000;Chinees ;2010;20
67;Totaal mannen en vrouwen;10000;Chinees ;2011;10
68;Totaal mannen en vrouwen;10000;Chinees ;2012;0
69;Totaal mannen en vrouwen;10000;Chinees ;2013;5
70;Totaal mannen en vrouwen;10000;Chinees ;2014;5
71;Totaal mannen en vrouwen;10000;Chinees ;2015;0
72;Totaal mannen en vrouwen;10000;Chinees ;2016;0
73;Totaal mannen en vrouwen;10000;Chinees ;2017;5
74;Totaal mannen en vrouwen;10000;Chinees ;2018;0
75;Totaal mannen en vrouwen;10000;Chinees ;2019;0
76;Totaal mannen en vrouwen;10000;Chinees ;2020;0
77;Totaal mannen en vrouwen;10000;Chinees ;2021;0
78;Totaal mannen en vrouwen;10000;Chinees ;2022;0
79;Totaal mannen en vrouwen;10000;Chinees ;2023;5
80;Totaal mannen en vrouwen;10000;Eritrees ;2008;20
81;Totaal mannen en vrouwen;10000;Eritrees ;2009;40
82;Totaal mannen en vrouwen;10000;Eritrees ;2010;25
83;Totaal mannen en vrouwen;10000;Eritrees ;2011;10
84;Totaal mannen en vrouwen;10000;Eritrees ;2012;10
85;Totaal mannen en vrouwen;10000;Eritrees ;2013;35
86;Totaal mannen en vrouwen;10000;Eritrees ;2014;530
87;Totaal mannen en vrouwen;10000;Eritrees ;2015;1240
88;Totaal mannen en vrouwen;10000;Eritrees ;2016;775
89;Totaal mannen en vrouwen;10000;Eritrees ;2017;480
90;Totaal mannen en vrouwen;10000;Eritrees ;2018;430
91;Totaal mannen en vrouwen;10000;Eritrees ;2019;110
92;Totaal mannen en vrouwen;10000;Eritrees ;2020;80
93;Totaal mannen en vrouwen;10000;Eritrees ;2021;235
94;Totaal mannen en vrouwen;10000;Eritrees ;2022;605
95;Totaal mannen en vrouwen;10000;Eritrees ;2023;1030
96;Totaal mannen en vrouwen;10000;Ethiopisch ;2008;5
97;Totaal mannen en vrouwen;10000;Ethiopisch ;2009;5
98;Totaal mannen en vrouwen;10000;Ethiopisch ;2010;5
99;Totaal mannen en vrouwen;10000;Ethiopisch ;2011;5
100;Totaal mannen en vrouwen;10000;Ethiopisch ;2012;0
101;Totaal mannen en vrouwen;10000;Ethiopisch ;2013;5
102;Totaal mannen en vrouwen;10000;Ethiopisch ;2014;5
103;Totaal mannen en vrouwen;10000;Ethiopisch ;2015;10
104;Totaal mannen en vrouwen;10000;Ethiopisch ;2016;45
105;Totaal mannen en vrouwen;10000;Ethiopisch ;2017;10
106;Totaal mannen en vrouwen;10000;Ethiopisch ;2018;0
107;Totaal mannen en vrouwen;10000;Ethiopisch ;2019;5
108;Totaal mannen en vrouwen;10000;Ethiopisch ;2020;0
109;Totaal mannen en vrouwen;10000;Ethiopisch ;2021;15
110;Totaal mannen en vrouwen;10000;Ethiopisch ;2022;50
111;Totaal mannen en vrouwen;10000;Ethiopisch ;2023;100
112;Totaal mannen en vrouwen;10000;Gambiaans ;2008;0
113;Totaal mannen en vrouwen;10000;Gambiaans ;2009;0
114;Totaal mannen en vrouwen;10000;Gambiaans ;2010;5
115;Totaal mannen en vrouwen;10000;Gambiaans ;2011;0
116;Totaal mannen en vrouwen;10000;Gambiaans ;2012;0
117;Totaal mannen en vrouwen;10000;Gambiaans ;2013;0
118;Totaal mannen en vrouwen;10000;Gambiaans ;2014;0
119;Totaal mannen en vrouwen;10000;Gambiaans ;2015;0
120;Totaal mannen en vrouwen;10000;Gambiaans ;2016;20
121;Totaal mannen en vrouwen;10000;Gambiaans ;2017;20
122;Totaal mannen en vrouwen;10000;Gambiaans ;2018;30
123;Totaal mannen en vrouwen;10000;Gambiaans ;2019;25
124;Totaal mannen en vrouwen;10000;Gambiaans ;2020;15
125;Totaal mannen en vrouwen;10000;Gambiaans ;2021;10
126;Totaal mannen en vrouwen;10000;Gambiaans ;2022;5
127;Totaal mannen en vrouwen;10000;Gambiaans ;2023;90
128;Totaal mannen en vrouwen;10000;Guinees ;2008;35
129;Totaal mannen en vrouwen;10000;Guinees ;2009;45
130;Totaal mannen en vrouwen;10000;Guinees ;2010;35
131;Totaal mannen en vrouwen;10000;Guinees ;2011;10
132;Totaal mannen en vrouwen;10000;Guinees ;2012;40
133;Totaal mannen en vrouwen;10000;Guinees ;2013;30
134;Totaal mannen en vrouwen;10000;Guinees ;2014;10
135;Totaal mannen en vrouwen;10000;Guinees ;2015;25
136;Totaal mannen en vrouwen;10000;Guinees ;2016;35
137;Totaal mannen en vrouwen;10000;Guinees ;2017;45
138;Totaal mannen en vrouwen;10000;Guinees ;2018;55
139;Totaal mannen en vrouwen;10000;Guinees ;2019;25
140;Totaal mannen en vrouwen;10000;Guinees ;2020;10
141;Totaal mannen en vrouwen;10000;Guinees ;2021;0
142;Totaal mannen en vrouwen;10000;Guinees ;2022;10
143;Totaal mannen en vrouwen;10000;Guinees ;2023;35
144;Totaal mannen en vrouwen;10000;Iraaks ;2008;185
145;Totaal mannen en vrouwen;10000;Iraaks ;2009;65
146;Totaal mannen en vrouwen;10000;Iraaks ;2010;30
147;Totaal mannen en vrouwen;10000;Iraaks ;2011;25
148;Totaal mannen en vrouwen;10000;Iraaks ;2012;15
149;Totaal mannen en vrouwen;10000;Iraaks ;2013;10
150;Totaal mannen en vrouwen;10000;Iraaks ;2014;15
151;Totaal mannen en vrouwen;10000;Iraaks ;2015;135
152;Totaal mannen en vrouwen;10000;Iraaks ;2016;35
153;Totaal mannen en vrouwen;10000;Iraaks ;2017;20
154;Totaal mannen en vrouwen;10000;Iraaks ;2018;70
155;Totaal mannen en vrouwen;10000;Iraaks ;2019;65
156;Totaal mannen en vrouwen;10000;Iraaks ;2020;20
157;Totaal mannen en vrouwen;10000;Iraaks ;2021;165
158;Totaal mannen en vrouwen;10000;Iraaks ;2022;95
159;Totaal mannen en vrouwen;10000;Iraaks ;2023;335
160;Totaal mannen en vrouwen;10000;Iraans ;2008;5
161;Totaal mannen en vrouwen;10000;Iraans ;2009;20
162;Totaal mannen en vrouwen;10000;Iraans ;2010;15
163;Totaal mannen en vrouwen;10000;Iraans ;2011;10
164;Totaal mannen en vrouwen;10000;Iraans ;2012;10
165;Totaal mannen en vrouwen;10000;Iraans ;2013;10
166;Totaal mannen en vrouwen;10000;Iraans ;2014;5
167;Totaal mannen en vrouwen;10000;Iraans ;2015;25
168;Totaal mannen en vrouwen;10000;Iraans ;2016;20
169;Totaal mannen en vrouwen;10000;Iraans ;2017;5
170;Totaal mannen en vrouwen;10000;Iraans ;2018;25
171;Totaal mannen en vrouwen;10000;Iraans ;2019;20
172;Totaal mannen en vrouwen;10000;Iraans ;2020;5
173;Totaal mannen en vrouwen;10000;Iraans ;2021;5
174;Totaal mannen en vrouwen;10000;Iraans ;2022;10
175;Totaal mannen en vrouwen;10000;Iraans ;2023;15
176;Totaal mannen en vrouwen;10000;Jemenitisch ;2008;0
177;Totaal mannen en vrouwen;10000;Jemenitisch ;2009;0
178;Totaal mannen en vrouwen;10000;Jemenitisch ;2010;0
179;Totaal mannen en vrouwen;10000;Jemenitisch ;2011;0
180;Totaal mannen en vrouwen;10000;Jemenitisch ;2012;0
181;Totaal mannen en vrouwen;10000;Jemenitisch ;2013;5
182;Totaal mannen en vrouwen;10000;Jemenitisch ;2014;0
183;Totaal mannen en vrouwen;10000;Jemenitisch ;2015;5
184;Totaal mannen en vrouwen;10000;Jemenitisch ;2016;0
185;Totaal mannen en vrouwen;10000;Jemenitisch ;2017;5
186;Totaal mannen en vrouwen;10000;Jemenitisch ;2018;10
187;Totaal mannen en vrouwen;10000;Jemenitisch ;2019;25
188;Totaal mannen en vrouwen;10000;Jemenitisch ;2020;20
189;Totaal mannen en vrouwen;10000;Jemenitisch ;2021;70
190;Totaal mannen en vrouwen;10000;Jemenitisch ;2022;190
191;Totaal mannen en vrouwen;10000;Jemenitisch ;2023;170
192;Totaal mannen en vrouwen;10000;Marokkaans ;2008;0
193;Totaal mannen en vrouwen;10000;Marokkaans ;2009;0
194;Totaal mannen en vrouwen;10000;Marokkaans ;2010;0
195;Totaal mannen en vrouwen;10000;Marokkaans ;2011;0
196;Totaal mannen en vrouwen;10000;Marokkaans ;2012;5
197;Totaal mannen en vrouwen;10000;Marokkaans ;2013;5
198;Totaal mannen en vrouwen;10000;Marokkaans ;2014;10
199;Totaal mannen en vrouwen;10000;Marokkaans ;2015;10
200;Totaal mannen en vrouwen;10000;Marokkaans ;2016;70
201;Totaal mannen en vrouwen;10000;Marokkaans ;2017;75
202;Totaal mannen en vrouwen;10000;Marokkaans ;2018;145
203;Totaal mannen en vrouwen;10000;Marokkaans ;2019;165
204;Totaal mannen en vrouwen;10000;Marokkaans ;2020;145
205;Totaal mannen en vrouwen;10000;Marokkaans ;2021;135
206;Totaal mannen en vrouwen;10000;Marokkaans ;2022;70
207;Totaal mannen en vrouwen;10000;Marokkaans ;2023;45
208;Totaal mannen en vrouwen;10000;Soedanees ;2008;5
209;Totaal mannen en vrouwen;10000;Soedanees ;2009;10
210;Totaal mannen en vrouwen;10000;Soedanees ;2010;10
211;Totaal mannen en vrouwen;10000;Soedanees ;2011;0
212;Totaal mannen en vrouwen;10000;Soedanees ;2012;0
213;Totaal mannen en vrouwen;10000;Soedanees ;2013;0
214;Totaal mannen en vrouwen;10000;Soedanees ;2014;0
215;Totaal mannen en vrouwen;10000;Soedanees ;2015;20
216;Totaal mannen en vrouwen;10000;Soedanees ;2016;25
217;Totaal mannen en vrouwen;10000;Soedanees ;2017;60
218;Totaal mannen en vrouwen;10000;Soedanees ;2018;25
219;Totaal mannen en vrouwen;10000;Soedanees ;2019;10
220;Totaal mannen en vrouwen;10000;Soedanees ;2020;20
221;Totaal mannen en vrouwen;10000;Soedanees ;2021;15
222;Totaal mannen en vrouwen;10000;Soedanees ;2022;20
223;Totaal mannen en vrouwen;10000;Soedanees ;2023;240
224;Totaal mannen en vrouwen;10000;Somalisch ;2008;200
225;Totaal mannen en vrouwen;10000;Somalisch ;2009;355
226;Totaal mannen en vrouwen;10000;Somalisch ;2010;120
227;Totaal mannen en vrouwen;10000;Somalisch ;2011;40
228;Totaal mannen en vrouwen;10000;Somalisch ;2012;40
229;Totaal mannen en vrouwen;10000;Somalisch ;2013;10
230;Totaal mannen en vrouwen;10000;Somalisch ;2014;35
231;Totaal mannen en vrouwen;10000;Somalisch ;2015;40
232;Totaal mannen en vrouwen;10000;Somalisch ;2016;25
233;Totaal mannen en vrouwen;10000;Somalisch ;2017;20
234;Totaal mannen en vrouwen;10000;Somalisch ;2018;15
235;Totaal mannen en vrouwen;10000;Somalisch ;2019;25
236;Totaal mannen en vrouwen;10000;Somalisch ;2020;25
237;Totaal mannen en vrouwen;10000;Somalisch ;2021;185
238;Totaal mannen en vrouwen;10000;Somalisch ;2022;320
239;Totaal mannen en vrouwen;10000;Somalisch ;2023;480
240;Totaal mannen en vrouwen;10000;Syrisch ;2008;0
241;Totaal mannen en vrouwen;10000;Syrisch ;2009;0
242;Totaal mannen en vrouwen;10000;Syrisch ;2010;5
243;Totaal mannen en vrouwen;10000;Syrisch ;2011;5
244;Totaal mannen en vrouwen;10000;Syrisch ;2012;10
245;Totaal mannen en vrouwen;10000;Syrisch ;2013;25
246;Totaal mannen en vrouwen;10000;Syrisch ;2014;155
247;Totaal mannen en vrouwen;10000;Syrisch ;2015;1455
248;Totaal mannen en vrouwen;10000;Syrisch ;2016;180
249;Totaal mannen en vrouwen;10000;Syrisch ;2017;135
250;Totaal mannen en vrouwen;10000;Syrisch ;2018;170
251;Totaal mannen en vrouwen;10000;Syrisch ;2019;310
252;Totaal mannen en vrouwen;10000;Syrisch ;2020;445
253;Totaal mannen en vrouwen;10000;Syrisch ;2021;1080
254;Totaal mannen en vrouwen;10000;Syrisch ;2022;2425
255;Totaal mannen en vrouwen;10000;Syrisch ;2023;2795
256;Totaal mannen en vrouwen;10000;Turks ;2008;0
257;Totaal mannen en vrouwen;10000;Turks ;2009;0
258;Totaal mannen en vrouwen;10000;Turks ;2010;5
259;Totaal mannen en vrouwen;10000;Turks ;2011;5
260;Totaal mannen en vrouwen;10000;Turks ;2012;0
261;Totaal mannen en vrouwen;10000;Turks ;2013;0
262;Totaal mannen en vrouwen;10000;Turks ;2014;0
263;Totaal mannen en vrouwen;10000;Turks ;2015;5
264;Totaal mannen en vrouwen;10000;Turks ;2016;5
265;Totaal mannen en vrouwen;10000;Turks ;2017;0
266;Totaal mannen en vrouwen;10000;Turks ;2018;5
267;Totaal mannen en vrouwen;10000;Turks ;2019;5
268;Totaal mannen en vrouwen;10000;Turks ;2020;5
269;Totaal mannen en vrouwen;10000;Turks ;2021;5
270;Totaal mannen en vrouwen;10000;Turks ;2022;50
271;Totaal mannen en vrouwen;10000;Turks ;2023;55
272;Totaal mannen en vrouwen;10000;Onbekend;2008;10
273;Totaal mannen en vrouwen;10000;Onbekend;2009;25
274;Totaal mannen en vrouwen;10000;Onbekend;2010;15
275;Totaal mannen en vrouwen;10000;Onbekend;2011;15
276;Totaal mannen en vrouwen;10000;Onbekend;2012;0
277;Totaal mannen en vrouwen;10000;Onbekend;2013;0
278;Totaal mannen en vrouwen;10000;Onbekend;2014;10
279;Totaal mannen en vrouwen;10000;Onbekend;2015;15
280;Totaal mannen en vrouwen;10000;Onbekend;2016;35
281;Totaal mannen en vrouwen;10000;Onbekend;2017;25
282;Totaal mannen en vrouwen;10000;Onbekend;2018;25
283;Totaal mannen en vrouwen;10000;Onbekend;2019;35
284;Totaal mannen en vrouwen;10000;Onbekend;2020;30
285;Totaal mannen en vrouwen;10000;Onbekend;2021;70
286;Totaal mannen en vrouwen;10000;Onbekend;2022;70
287;Totaal mannen en vrouwen;10000;Onbekend;2023;70
288;Totaal mannen en vrouwen;10000;Staatloos;2008;5
289;Totaal mannen en vrouwen;10000;Staatloos;2009;0
290;Totaal mannen en vrouwen;10000;Staatloos;2010;5
291;Totaal mannen en vrouwen;10000;Staatloos;2011;5
292;Totaal mannen en vrouwen;10000;Staatloos;2012;5
293;Totaal mannen en vrouwen;10000;Staatloos;2013;0
294;Totaal mannen en vrouwen;10000;Staatloos;2014;50
295;Totaal mannen en vrouwen;10000;Staatloos;2015;220
296;Totaal mannen en vrouwen;10000;Staatloos;2016;30
297;Totaal mannen en vrouwen;10000;Staatloos;2017;5
298;Totaal mannen en vrouwen;10000;Staatloos;2018;0
299;Totaal mannen en vrouwen;10000;Staatloos;2019;0
300;Totaal mannen en vrouwen;10000;Staatloos;2020;0
301;Totaal mannen en vrouwen;10000;Staatloos;2021;0
302;Totaal mannen en vrouwen;10000;Staatloos;2022;0
303;Totaal mannen en vrouwen;10000;Staatloos;2023;0
304;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2008;30
305;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2009;55
306;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2010;45
307;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2011;30
308;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2012;35
309;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2013;35
310;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2014;75
311;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2015;450
312;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2016;155
313;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2017;85
314;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2018;130
315;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2019;180
316;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2020;165
317;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2021;370
318;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2022;500
319;Totaal mannen en vrouwen;jonger dan 14 jaar;Totaal;2023;710
320;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2008;5
321;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2009;0
322;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2010;0
323;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2011;15
324;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2012;20
325;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2013;5
326;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2014;0
327;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2015;50
328;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2016;30
329;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2017;10
330;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2018;10
331;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2019;10
332;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2020;5
333;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2021;10
334;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2022;10
335;Totaal mannen en vrouwen;jonger dan 14 jaar;Afghaans ;2023;5
336;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2008;0
337;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2009;0
338;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2010;0
339;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2011;0
340;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2012;0
341;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2013;0
342;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2014;0
343;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2015;0
344;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2016;0
345;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2017;0
346;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2018;0
347;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2019;0
348;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2020;0
349;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2021;0
350;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2022;0
351;Totaal mannen en vrouwen;jonger dan 14 jaar;Albanees ;2023;0
352;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2008;0
353;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2009;0
354;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2010;0
355;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2011;0
356;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2012;0
357;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2013;0
358;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2014;0
359;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2015;0
360;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2016;0
361;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2017;0
362;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2018;0
363;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2019;0
364;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2020;0
365;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2021;0
366;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2022;0
367;Totaal mannen en vrouwen;jonger dan 14 jaar;Algerijns ;2023;0
368;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2008;0
369;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2009;0
370;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2010;0
371;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2011;0
372;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2012;0
373;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2013;0
374;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2014;0
375;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2015;0
376;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2016;0
377;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2017;0
378;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2018;0
379;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2019;0
380;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2020;0
381;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2021;0
382;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2022;0
383;Totaal mannen en vrouwen;jonger dan 14 jaar;Chinees ;2023;0
384;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2008;0
385;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2009;0
386;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2010;0
387;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2011;0
388;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2012;0
389;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2013;0
390;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2014;20
391;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2015;40
392;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2016;25
393;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2017;15
394;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2018;20
395;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2019;10
396;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2020;5
397;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2021;5
398;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2022;5
399;Totaal mannen en vrouwen;jonger dan 14 jaar;Eritrees ;2023;5
400;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2008;0
401;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2009;0
402;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2010;0
403;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2011;0
404;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2012;0
405;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2013;5
406;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2014;0
407;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2015;0
408;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2016;0
409;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2017;0
410;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2018;0
411;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2019;0
412;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2020;0
413;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2021;0
414;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2022;0
415;Totaal mannen en vrouwen;jonger dan 14 jaar;Ethiopisch ;2023;0
416;Totaal mannen en vrouwen;jonger dan 14 jaar;Gambiaans ;2008;0
