ID;Bronnen;Perioden;CO2_1;NMVOS_2;CH4_3;SO2_4;N2O_5;CO_6;NOx_7;NH3_8;PM10_9;PM25_10
239;Overige industrie;2021 ;9400;23.01;1.63;3.6;0.19;10.2;6.7;0.98;4.37;2.18
240;F Bouwnijverheid;1990;500;21.89;0.04;0.6;0.0;0.1;0.5;0.15;1.01;0.35
241;F Bouwnijverheid;1995;700;17.18;0.05;0.5;0.0;0.2;0.5;0.1;1.08;0.38
242;F Bouwnijverheid;2000;700;15.05;0.06;0.7;0.0;0.6;1.2;0.01;1.4;0.54
243;F Bouwnijverheid;2001;800;12.27;0.07;0.4;0.0;0.6;1.1;0.0;1.44;0.56
244;F Bouwnijverheid;2002;800;11.98;0.07;0.6;0.0;0.3;0.9;0.0;1.36;0.52
245;F Bouwnijverheid;2003;900;9.41;0.08;0.1;0.0;0.4;0.9;0.0;1.41;0.61
246;F Bouwnijverheid;2004;800;7.44;0.08;0.2;0.0;0.9;0.8;0.0;1.17;0.42
247;F Bouwnijverheid;2005;800;9.13;0.07;0.1;0.0;0.9;0.9;0.0;1.19;0.42
248;F Bouwnijverheid;2006;800;8.67;0.07;0.2;0.0;0.8;0.8;0.0;1.24;0.44
249;F Bouwnijverheid;2007;800;8.88;0.07;0.1;0.0;1.4;0.9;0.0;1.35;0.49
250;F Bouwnijverheid;2008;800;5.84;0.07;0.1;0.0;1.0;0.8;0.0;1.4;0.5
251;F Bouwnijverheid;2009;700;7.7;0.07;0.1;0.0;0.2;0.5;0.0;1.29;0.45
252;F Bouwnijverheid;2010;800;8.03;0.08;0.1;0.0;0.7;0.7;0.0;1.15;0.41
253;F Bouwnijverheid;2011;800;7.03;0.07;0.1;0.0;0.7;0.7;0.0;1.12;0.4
254;F Bouwnijverheid;2012;800;6.42;0.08;0.1;0.0;0.6;0.7;0.0;1.05;0.37
255;F Bouwnijverheid;2013 ;800;5.91;0.08;0.1;0.0;0.4;0.6;0.0;1.06;0.37
256;F Bouwnijverheid;2014 ;700;6.75;0.07;0.1;0.0;0.4;0.6;0.0;1.08;0.38
257;F Bouwnijverheid;2015 ;600;5.89;0.07;0.1;0.0;0.6;0.6;0.0;1.14;0.4
258;F Bouwnijverheid;2016 ;600;4.84;0.08;0.1;0.0;0.6;0.5;0.0;1.13;0.4
259;F Bouwnijverheid;2017 ;700;4.8;0.09;0.1;0.0;0.6;0.5;0.01;1.13;0.4
260;F Bouwnijverheid;2018 ;700;4.73;0.08;0.0;0.0;0.8;0.4;0.0;1.16;0.41
261;F Bouwnijverheid;2019 ;600;4.63;0.08;0.0;0.0;0.7;0.5;0.01;1.22;0.44
262;F Bouwnijverheid;2020 ;500;4.85;0.08;0.0;0.0;0.5;0.3;0.01;1.22;0.43
263;F Bouwnijverheid;2021 ;500;5.17;0.08;0.0;0.0;0.7;0.4;0.01;1.28;0.45
264;Particulier huishouden;1990;22300;48.77;27.67;1.2;0.36;82.3;21.4;10.17;9.41;8.69
265;Particulier huishouden;1995;25100;50.41;29.03;0.8;0.55;91.9;24.2;7.37;10.25;9.32
266;Particulier huishouden;2000;22200;46.86;25.72;0.5;0.46;82.7;20.5;6.44;9.68;8.58
267;Particulier huishouden;2001;23600;47.21;26.45;0.5;0.53;86.8;21.7;7.57;9.53;8.58
268;Particulier huishouden;2002;22800;46.13;25.63;0.5;0.48;82.6;20.9;7.38;9.43;8.39
269;Particulier huishouden;2003;23400;46.29;26.03;0.5;0.49;86.8;20.8;7.27;9.97;8.77
270;Particulier huishouden;2004;22500;45.51;25.21;0.5;0.52;88.6;19.4;7.17;9.97;8.77
271;Particulier huishouden;2005;21700;45.66;24.61;0.4;0.55;88.1;17.9;7.62;9.82;8.63
272;Particulier huishouden;2006;21900;46.32;24.38;0.4;0.55;89.0;15.0;7.27;9.93;8.68
273;Particulier huishouden;2007;19700;47.27;22.4;0.4;0.5;84.4;13.0;7.04;9.36;8.26
274;Particulier huishouden;2008;22200;46.63;24.27;0.5;0.52;90.8;14.0;6.54;9.53;8.48
275;Particulier huishouden;2009;22100;46.88;24.2;0.5;0.58;91.8;13.7;6.61;9.59;8.46
276;Particulier huishouden;2010;25800;48.44;27.03;0.5;0.58;106.8;15.2;7.12;10.46;9.27
277;Particulier huishouden;2011;20200;45.07;22.63;0.5;0.56;86.2;11.5;7.34;9.09;7.96
278;Particulier huishouden;2012;21600;47.0;23.72;0.5;0.57;91.4;11.7;7.67;9.56;8.32
279;Particulier huishouden;2013 ;22900;47.42;24.65;0.5;0.61;95.3;11.8;8.14;9.85;8.49
280;Particulier huishouden;2014 ;17300;45.32;20.25;0.4;0.57;75.7;8.8;7.61;8.71;7.35
281;Particulier huishouden;2015 ;18500;45.64;21.12;0.4;0.59;81.7;8.9;7.54;8.91;7.58
282;Particulier huishouden;2016 ;19200;45.61;22.87;0.4;0.6;81.4;8.7;7.79;8.81;7.48
283;Particulier huishouden;2017 ;18600;45.12;22.12;0.4;0.55;76.5;7.7;7.49;8.58;7.2
284;Particulier huishouden;2018 ;18500;45.29;21.83;0.5;0.6;74.4;7.5;7.58;8.86;7.26
285;Particulier huishouden;2019 ;17900;45.64;21.14;0.4;0.58;71.0;7.1;7.56;8.42;6.89
286;Particulier huishouden;2020 ;17100;83.6;20.32;0.4;0.56;65.9;6.7;7.48;7.71;6.37
287;Particulier huishouden;2021 ;19500;93.91;21.89;0.4;0.53;71.2;7.5;7.39;6.25;5.71
288;A,E,G-U Overige sectoren (stationair);1990;21000;153.18;1145.88;5.4;35.43;8.5;76.3;328.67;7.45;1.8
289;A,E,G-U Overige sectoren (stationair);1995;22600;102.71;1057.28;1.0;35.21;7.6;73.5;204.43;6.21;0.92
290;A,E,G-U Overige sectoren (stationair);2000;23100;93.78;882.3;0.4;28.84;7.3;64.0;159.94;6.52;0.87
291;A,E,G-U Overige sectoren (stationair);2001;23200;91.64;856.06;0.4;27.64;7.3;60.5;152.15;6.59;0.88
292;A,E,G-U Overige sectoren (stationair);2002;22500;89.14;811.5;0.3;25.54;6.7;56.6;145.05;6.31;0.83
293;A,E,G-U Overige sectoren (stationair);2003;23200;96.15;780.83;0.4;24.96;7.6;56.3;141.77;5.57;0.76
294;A,E,G-U Overige sectoren (stationair);2004;24300;89.04;767.16;0.3;24.26;7.4;55.7;140.89;6.02;0.81
295;A,E,G-U Overige sectoren (stationair);2005;23700;92.7;706.43;0.4;23.9;7.3;55.1;138.78;6.39;0.85
296;A,E,G-U Overige sectoren (stationair);2006;23200;94.04;693.74;0.4;24.38;7.9;56.4;142.55;6.39;0.87
297;A,E,G-U Overige sectoren (stationair);2007;23200;98.29;695.11;0.4;23.38;8.7;56.6;139.41;6.71;0.87
298;A,E,G-U Overige sectoren (stationair);2008;25000;101.21;701.21;0.5;22.93;10.4;59.2;127.53;6.98;0.9
299;A,E,G-U Overige sectoren (stationair);2009;25900;109.72;700.13;0.5;22.11;10.4;57.5;123.74;6.84;0.89
300;A,E,G-U Overige sectoren (stationair);2010;28800;113.97;690.51;0.6;22.04;11.7;55.9;121.1;6.94;0.9
301;A,E,G-U Overige sectoren (stationair);2011;26200;114.03;672.2;0.7;21.32;10.5;52.8;118.95;7.42;0.9
302;A,E,G-U Overige sectoren (stationair);2012;27400;112.59;657.19;0.5;20.67;10.3;51.4;113.49;7.24;0.91
303;A,E,G-U Overige sectoren (stationair);2013 ;27400;114.1;659.42;0.4;21.4;10.2;52.1;110.73;7.24;0.92
304;A,E,G-U Overige sectoren (stationair);2014 ;24400;105.44;647.29;0.4;21.69;8.7;49.6;115.12;7.36;0.91
305;A,E,G-U Overige sectoren (stationair);2015 ;25300;117.67;655.28;0.5;22.3;9.3;52.3;116.55;7.24;0.94
306;A,E,G-U Overige sectoren (stationair);2016 ;25600;121.13;659.94;1.3;22.01;9.4;51.2;117.22;7.09;0.93
307;A,E,G-U Overige sectoren (stationair);2017 ;25600;120.74;650.83;1.1;22.59;10.0;49.3;119.38;6.86;0.92
308;A,E,G-U Overige sectoren (stationair);2018 ;25400;117.36;630.39;0.7;22.34;10.2;48.4;117.11;6.62;0.91
309;A,E,G-U Overige sectoren (stationair);2019 ;24700;115.41;626.0;0.6;21.94;10.3;46.4;112.09;6.52;0.93
310;A,E,G-U Overige sectoren (stationair);2020 ;23800;115.37;616.1;0.6;21.99;10.2;45.1;111.19;6.33;0.93
311;A,E,G-U Overige sectoren (stationair);2021 ;24500;113.88;607.32;0.7;21.43;10.8;44.5;109.87;6.13;0.93
312;01 Landbouw (stationaire bronnen);1990;8000;97.71;583.87;0.0;32.11;2.1;58.8;328.12;4.83;0.57
313;01 Landbouw (stationaire bronnen);1995;8400;66.32;561.13;0.0;31.75;2.5;58.9;202.89;4.85;0.57
314;01 Landbouw (stationaire bronnen);2000;7700;71.36;494.09;0.0;25.51;2.4;50.6;158.22;5.34;0.6
315;01 Landbouw (stationaire bronnen);2001;7500;69.49;490.24;0.0;24.36;2.3;47.7;150.38;5.42;0.6
316;01 Landbouw (stationaire bronnen);2002;7000;68.1;464.71;0.0;22.32;2.1;45.3;143.3;5.3;0.58
317;01 Landbouw (stationaire bronnen);2003;7100;75.3;456.06;0.0;21.84;2.3;45.2;140.09;4.61;0.5
318;01 Landbouw (stationaire bronnen);2004;7300;69.0;455.99;0.0;21.11;2.5;45.4;139.09;5.07;0.55
319;01 Landbouw (stationaire bronnen);2005;7600;67.88;455.6;0.0;20.76;3.0;46.1;136.98;5.33;0.57
320;01 Landbouw (stationaire bronnen);2006;7100;69.4;460.84;0.0;21.26;3.5;47.4;140.78;5.29;0.56
321;01 Landbouw (stationaire bronnen);2007;7700;73.02;477.36;0.0;20.24;4.5;48.2;137.58;5.66;0.6
322;01 Landbouw (stationaire bronnen);2008;8600;76.34;496.7;0.0;19.77;5.9;50.2;125.68;5.85;0.62
323;01 Landbouw (stationaire bronnen);2009;8800;86.39;504.51;0.0;18.98;6.0;48.5;121.89;5.9;0.62
324;01 Landbouw (stationaire bronnen);2010;10400;87.78;508.24;0.1;18.92;7.2;46.0;119.31;5.98;0.63
325;01 Landbouw (stationaire bronnen);2011;9300;88.18;501.09;0.1;18.14;6.7;44.0;117.14;6.47;0.64
326;01 Landbouw (stationaire bronnen);2012;9400;87.54;495.49;0.1;17.51;6.4;42.7;111.67;6.3;0.63
327;01 Landbouw (stationaire bronnen);2013 ;9200;89.83;505.86;0.1;18.29;6.4;43.6;108.96;6.25;0.64
328;01 Landbouw (stationaire bronnen);2014 ;7900;81.09;503.47;0.1;18.55;5.3;42.0;113.4;6.36;0.64
329;01 Landbouw (stationaire bronnen);2015 ;8300;93.37;521.86;0.1;19.13;5.8;44.4;114.86;6.22;0.64
330;01 Landbouw (stationaire bronnen);2016 ;8300;97.23;533.46;0.1;18.7;5.6;43.6;115.35;6.13;0.64
331;01 Landbouw (stationaire bronnen);2017 ;8400;96.17;532.48;0.1;19.28;6.0;41.7;117.49;5.93;0.63
332;01 Landbouw (stationaire bronnen);2018 ;8800;92.65;515.76;0.1;19.02;6.4;41.4;115.25;5.69;0.62
333;01 Landbouw (stationaire bronnen);2019 ;8800;90.71;515.88;0.1;18.63;6.8;39.5;110.28;5.52;0.61
334;01 Landbouw (stationaire bronnen);2020 ;8500;89.76;512.39;0.1;18.68;6.8;38.6;109.31;5.42;0.62
335;01 Landbouw (stationaire bronnen);2021 ;8900;89.43;507.54;0.1;18.12;7.3;38.1;107.92;5.22;0.61
336;Diensten, afval en water;1990;13000;55.46;562.02;5.4;3.32;6.4;17.5;0.55;2.63;1.23
337;Diensten, afval en water;1995;14200;36.39;496.14;0.9;3.46;5.1;14.7;1.54;1.36;0.35
338;Diensten, afval en water;2000;15500;22.41;388.21;0.4;3.34;4.9;13.4;1.72;1.18;0.27
339;Diensten, afval en water;2001;15800;22.15;365.83;0.3;3.28;5.0;12.7;1.78;1.17;0.28
340;Diensten, afval en water;2002;15600;21.04;346.79;0.3;3.22;4.6;11.3;1.76;1.01;0.25
341;Diensten, afval en water;2003;16200;20.85;324.77;0.3;3.13;5.3;11.1;1.68;0.95;0.26
342;Diensten, afval en water;2004;17100;20.03;311.17;0.3;3.15;4.9;10.4;1.79;0.95;0.26
343;Diensten, afval en water;2005;16100;24.81;250.83;0.4;3.13;4.4;9.0;1.8;1.06;0.28
344;Diensten, afval en water;2006;16100;24.64;232.9;0.4;3.12;4.4;9.0;1.78;1.11;0.31
345;Diensten, afval en water;2007;15500;25.27;217.75;0.4;3.14;4.2;8.4;1.82;1.06;0.27
346;Diensten, afval en water;2008;16400;24.87;204.51;0.5;3.16;4.5;9.1;1.85;1.13;0.29
347;Diensten, afval en water;2009;17100;23.33;195.62;0.5;3.13;4.3;9.0;1.85;0.94;0.27
348;Diensten, afval en water;2010;18400;26.19;182.27;0.5;3.11;4.5;9.8;1.79;0.96;0.26
349;Diensten, afval en water;2011;16900;25.85;171.1;0.6;3.18;3.8;8.7;1.81;0.95;0.26
350;Diensten, afval en water;2012;18100;25.05;161.7;0.4;3.16;3.9;8.6;1.82;0.94;0.28
351;Diensten, afval en water;2013 ;18200;24.27;153.56;0.4;3.11;3.8;8.6;1.77;1.0;0.28
352;Diensten, afval en water;2014 ;16500;24.35;143.83;0.4;3.13;3.4;7.6;1.73;1.01;0.27
353;Diensten, afval en water;2015 ;17000;24.3;133.42;0.4;3.17;3.5;7.9;1.69;1.02;0.29
354;Diensten, afval en water;2016 ;17300;23.9;126.48;1.3;3.31;3.9;7.6;1.88;0.96;0.3
355;Diensten, afval en water;2017 ;17100;24.57;118.35;1.0;3.31;3.9;7.5;1.89;0.93;0.29
356;Diensten, afval en water;2018 ;16600;24.71;114.63;0.6;3.31;3.8;7.0;1.86;0.92;0.29
357;Diensten, afval en water;2019 ;16000;24.7;110.12;0.5;3.31;3.5;6.9;1.81;1.0;0.32
358;Diensten, afval en water;2020 ;15200;25.6;103.71;0.5;3.31;3.5;6.6;1.89;0.9;0.31
359;Diensten, afval en water;2021 ;15600;24.46;99.78;0.6;3.32;3.5;6.5;1.96;0.9;0.31
360;"Mobiele bronnen; totaal";1990;34600;213.91;8.53;72.3;0.5;833.0;439.8;0.94;30.99;28.59
361;"Mobiele bronnen; totaal";1995;36600;141.38;5.84;73.1;0.96;604.1;382.2;2.21;26.6;24.13
362;"Mobiele bronnen; totaal";2000;40700;94.65;4.48;76.8;1.1;509.7;371.5;4.45;25.04;22.37
363;"Mobiele bronnen; totaal";2001;41200;87.68;4.33;74.1;1.09;505.5;366.8;4.82;24.43;21.75
364;"Mobiele bronnen; totaal";2002;41400;80.51;4.21;72.9;1.08;505.4;357.5;5.11;23.39;20.71
365;"Mobiele bronnen; totaal";2003;41900;75.35;4.11;71.8;1.06;505.7;353.3;5.25;22.65;19.96
366;"Mobiele bronnen; totaal";2004;42600;71.11;4.02;69.1;1.05;505.3;350.3;5.42;21.87;19.15
367;"Mobiele bronnen; totaal";2005;42100;66.74;3.89;71.6;1.02;487.4;344.7;5.14;21.47;18.71
368;"Mobiele bronnen; totaal";2006;42200;63.95;3.8;74.6;1.02;477.4;344.8;4.95;21.03;18.25
369;"Mobiele bronnen; totaal";2007;41800;60.99;3.75;67.0;1.04;473.0;332.8;4.77;19.61;16.84
370;"Mobiele bronnen; totaal";2008;41500;59.26;3.7;45.3;1.06;460.6;313.7;4.36;17.34;14.66
371;"Mobiele bronnen; totaal";2009;40500;55.86;3.53;42.5;1.07;449.7;293.8;4.11;16.24;13.59
372;"Mobiele bronnen; totaal";2010;40500;52.25;3.38;37.1;1.11;440.0;285.5;3.91;15.09;12.47
373;"Mobiele bronnen; totaal";2011;40700;49.81;3.27;26.6;1.17;430.7;283.8;3.67;13.65;11.08
374;"Mobiele bronnen; totaal";2012;39800;46.61;3.15;24.6;1.23;413.8;267.8;3.39;12.67;10.14
375;"Mobiele bronnen; totaal";2013 ;38700;44.99;3.14;22.7;1.26;401.5;251.5;3.34;11.79;9.31
376;"Mobiele bronnen; totaal";2014 ;39000;43.14;3.15;24.0;1.25;388.2;253.2;3.21;11.68;9.18
377;"Mobiele bronnen; totaal";2015 ;39800;42.58;3.21;12.5;1.34;382.8;257.5;3.26;10.96;8.45
378;"Mobiele bronnen; totaal";2016 ;40300;42.2;3.24;6.0;1.37;371.6;252.5;3.3;9.85;7.3
379;"Mobiele bronnen; totaal";2017 ;40400;42.02;3.29;5.7;1.48;369.3;245.1;3.52;9.45;6.87
380;"Mobiele bronnen; totaal";2018 ;41200;40.44;3.73;5.2;1.47;353.1;243.7;3.43;9.39;6.77
381;"Mobiele bronnen; totaal";2019 ;41100;39.33;3.95;4.8;1.49;334.1;239.5;3.44;9.11;6.47
382;"Mobiele bronnen; totaal";2020 ;37600;36.28;3.89;4.0;1.39;295.8;225.6;3.13;8.4;6.04
383;"Mobiele bronnen; totaal";2021 ;38100;35.68;3.79;3.9;1.43;285.6;217.2;3.3;8.24;5.81
384;Vervoer;1990;30100;197.95;7.81;66.7;0.46;739.4;380.9;0.93;24.99;22.88
385;Vervoer;1995;31900;126.83;5.19;67.3;0.92;519.1;319.3;2.2;21.09;18.89
386;Vervoer;2000;35900;81.22;3.87;70.9;1.06;430.3;305.2;4.44;19.86;17.44
387;Vervoer;2001;36400;74.77;3.75;68.3;1.05;427.7;301.8;4.81;19.37;16.93
388;Vervoer;2002;36900;68.56;3.67;67.6;1.04;430.4;297.4;5.1;18.72;16.26
389;Vervoer;2003;37500;64.17;3.6;66.6;1.02;432.5;295.9;5.24;18.21;15.73
390;Vervoer;2004;38200;60.54;3.54;64.1;1.01;433.2;295.1;5.41;17.65;15.14
391;Vervoer;2005;37600;56.47;3.42;66.4;0.98;415.5;289.5;5.13;17.29;14.73
392;Vervoer;2006;37800;54.41;3.37;69.5;0.98;407.0;292.5;4.94;17.14;14.55
393;Vervoer;2007;37500;52.1;3.34;62.2;1.0;404.4;282.6;4.76;15.94;13.35
394;Vervoer;2008;37200;50.9;3.32;42.5;1.02;393.0;265.2;4.35;14.22;11.69
395;Vervoer;2009;36200;48.1;3.18;41.0;1.04;383.5;247.6;4.1;13.54;11.02
396;Vervoer;2010;36400;45.09;3.05;36.3;1.08;375.4;242.4;3.9;12.69;10.18
397;Vervoer;2011;36500;42.83;2.94;26.3;1.13;365.8;241.2;3.65;11.36;8.9
398;Vervoer;2012;35900;40.22;2.85;24.5;1.2;350.5;229.5;3.38;10.63;8.19
399;Vervoer;2013 ;34800;38.8;2.86;22.5;1.22;338.3;213.6;3.33;9.81;7.42
400;Vervoer;2014 ;34900;37.21;2.87;23.7;1.22;324.8;215.4;3.2;9.75;7.34
401;Vervoer;2015 ;35900;37.09;2.95;12.3;1.3;320.4;221.8;3.24;9.21;6.78
402;Vervoer;2016 ;36300;36.96;2.99;5.8;1.33;309.4;217.9;3.27;8.17;5.7
403;Vervoer;2017 ;36600;37.22;3.06;5.6;1.45;308.8;213.4;3.47;7.94;5.44
404;Vervoer;2018 ;37200;35.83;3.52;5.0;1.43;293.4;211.6;3.36;7.92;5.36
405;Vervoer;2019 ;37200;35.01;3.75;4.6;1.46;276.3;208.1;3.35;7.73;5.16
406;Vervoer;2020 ;33700;32.17;3.7;3.8;1.35;239.0;195.2;3.02;7.07;4.77
407;Vervoer;2021 ;34200;31.85;3.61;3.8;1.39;230.8;187.9;3.18;7.03;4.66
408;Railverkeer;1990;100;0.07;0.0;0.1;0.0;0.3;2.3;0.0;0.06;0.05
409;Railverkeer;1995;100;0.08;0.0;0.1;0.0;0.3;2.4;0.0;0.06;0.06
410;Railverkeer;2000;100;0.09;0.0;0.1;0.0;0.3;2.9;0.0;0.07;0.07
411;Railverkeer;2001;100;0.08;0.0;0.1;0.0;0.3;2.8;0.0;0.07;0.06
412;Railverkeer;2002;100;0.08;0.0;0.1;0.0;0.3;2.7;0.0;0.06;0.06
413;Railverkeer;2003;100;0.08;0.0;0.1;0.0;0.3;2.6;0.0;0.06;0.06
414;Railverkeer;2004;100;0.08;0.0;0.1;0.0;0.3;2.8;0.0;0.07;0.06
415;Railverkeer;2005;100;0.08;0.0;0.1;0.0;0.3;2.7;0.0;0.06;0.06
416;Railverkeer;2006;100;0.08;0.0;0.1;0.0;0.3;2.7;0.0;0.06;0.06
417;Railverkeer;2007;100;0.08;0.0;0.1;0.0;0.3;2.7;0.0;0.06;0.06
418;Railverkeer;2008;100;0.08;0.0;0.1;0.0;0.3;2.7;0.0;0.06;0.06
419;Railverkeer;2009;100;0.07;0.0;0.0;0.0;0.3;2.4;0.0;0.06;0.06
420;Railverkeer;2010;100;0.08;0.0;0.0;0.0;0.3;2.7;0.0;0.06;0.06
421;Railverkeer;2011;100;0.08;0.0;0.0;0.0;0.3;2.6;0.0;0.06;0.06
422;Railverkeer;2012;100;0.07;0.0;0.0;0.0;0.2;2.2;0.0;0.06;0.05
423;Railverkeer;2013 ;100;0.07;0.0;0.0;0.0;0.2;2.1;0.0;0.06;0.05
424;Railverkeer;2014 ;100;0.07;0.0;0.0;0.0;0.3;2.1;0.0;0.06;0.06
425;Railverkeer;2015 ;100;0.08;0.0;0.0;0.0;0.3;2.3;0.0;0.06;0.06
426;Railverkeer;2016 ;100;0.08;0.0;0.0;0.0;0.3;2.3;0.0;0.06;0.06
427;Railverkeer;2017 ;100;0.08;0.0;0.0;0.0;0.3;2.1;0.0;0.06;0.06
428;Railverkeer;2018 ;100;0.07;0.0;0.0;0.0;0.2;1.8;0.0;0.05;0.05
429;Railverkeer;2019 ;100;0.06;0.0;0.0;0.0;0.2;1.7;0.0;0.05;0.05
430;Railverkeer;2020 ;100;0.07;0.0;0.0;0.0;0.2;1.7;0.0;0.05;0.05
431;Railverkeer;2021 ;100;0.07;0.0;0.0;0.0;0.2;1.7;0.0;0.05;0.05
432;Wegverkeer;1990;24200;186.47;7.59;12.8;0.31;709.7;258.0;0.92;17.4;15.67
433;Wegverkeer;1995;25800;113.93;4.97;11.9;0.76;488.0;196.7;2.18;13.3;11.49
434;Wegverkeer;2000;28500;69.55;3.63;3.0;0.87;395.0;158.8;4.42;10.64;8.68
435;Wegverkeer;2001;28900;62.56;3.51;0.8;0.86;391.6;151.7;4.78;10.15;8.18
436;Wegverkeer;2002;29300;57.09;3.43;0.8;0.84;393.9;145.8;5.08;9.63;7.63
437;Wegverkeer;2003;29500;52.58;3.36;0.5;0.82;394.5;140.7;5.22;9.17;7.15
438;Wegverkeer;2004;30200;49.25;3.3;0.6;0.81;394.9;138.2;5.39;8.92;6.86
439;Wegverkeer;2005;29600;45.71;3.18;0.2;0.78;377.4;131.8;5.1;8.37;6.27
440;Wegverkeer;2006;29500;43.23;3.12;0.3;0.77;369.0;128.4;4.91;7.87;5.75
441;Wegverkeer;2007;29500;41.58;3.12;0.3;0.8;366.9;126.6;4.74;7.54;5.37
442;Wegverkeer;2008;29400;40.79;3.1;0.2;0.83;355.5;122.7;4.33;7.05;4.88
443;Wegverkeer;2009;29000;38.46;2.96;0.2;0.85;346.8;115.1;4.08;6.49;4.34
444;Wegverkeer;2010;29000;35.76;2.85;0.2;0.89;338.9;109.3;3.88;6.08;3.92
445;Wegverkeer;2011;28700;33.66;2.73;0.2;0.93;328.7;104.7;3.63;5.66;3.49
446;Wegverkeer;2012;28200;31.25;2.64;0.2;1.0;313.8;99.1;3.36;5.2;3.05
447;Wegverkeer;2013 ;27600;30.39;2.66;0.2;1.04;302.5;91.8;3.31;4.78;2.66
448;Wegverkeer;2014 ;27300;29.44;2.66;0.2;1.03;288.4;86.7;3.17;4.48;2.34
449;Wegverkeer;2015 ;27700;29.24;2.7;0.2;1.1;283.9;85.1;3.22;4.37;2.19
450;Wegverkeer;2016 ;28400;29.21;2.74;0.2;1.13;273.0;81.8;3.25;4.25;1.99
451;Wegverkeer;2017 ;28800;29.51;2.81;0.2;1.25;272.5;78.8;3.44;4.2;1.9
452;Wegverkeer;2018 ;29000;27.88;2.71;0.2;1.22;256.3;74.8;3.34;4.08;1.74
453;Wegverkeer;2019 ;28900;27.33;2.66;0.2;1.25;239.4;69.4;3.33;3.95;1.59
454;Wegverkeer;2020 ;25700;24.91;2.36;0.2;1.16;204.3;59.5;3.0;3.46;1.35
455;Wegverkeer;2021 ;26400;24.73;2.34;0.2;1.2;196.0;57.3;3.16;3.49;1.31
456;Scheepvaart;1990;5500;10.93;0.21;53.7;0.14;25.7;119.2;0.02;7.49;7.12
457;Scheepvaart;1995;5600;12.34;0.2;55.1;0.14;26.6;118.1;0.02;7.67;7.29
458;Scheepvaart;2000;6600;11.14;0.23;67.6;0.16;30.7;140.9;0.02;9.09;8.63
459;Scheepvaart;2001;6800;11.71;0.23;67.2;0.17;31.8;144.7;0.02;9.08;8.63
460;Scheepvaart;2002;6900;10.97;0.23;66.5;0.17;32.3;146.3;0.02;8.96;8.51
461;Scheepvaart;2003;7100;11.03;0.23;65.8;0.18;33.3;149.6;0.02;8.91;8.46
462;Scheepvaart;2004;7100;10.7;0.23;63.2;0.18;33.6;151.1;0.02;8.59;8.16
463;Scheepvaart;2005;7100;10.14;0.23;65.8;0.18;33.2;151.9;0.02;8.79;8.35
464;Scheepvaart;2006;7400;10.55;0.23;68.9;0.18;33.1;158.2;0.02;9.13;8.67
465;Scheepvaart;2007;7100;9.89;0.22;61.6;0.18;32.6;150.0;0.02;8.27;7.86
466;Scheepvaart;2008;6900;9.48;0.21;42.0;0.17;32.5;136.5;0.02;7.04;6.69
467;Scheepvaart;2009;6400;9.07;0.2;40.5;0.16;31.9;127.1;0.02;6.92;6.57
468;Scheepvaart;2010;6500;8.76;0.19;35.8;0.16;31.7;127.2;0.02;6.48;6.15
469;Scheepvaart;2011;6900;8.57;0.2;25.9;0.17;32.2;130.6;0.02;5.58;5.29
470;Scheepvaart;2012;6800;8.38;0.2;24.0;0.17;32.1;124.9;0.02;5.31;5.04
471;Scheepvaart;2013 ;6300;7.84;0.19;22.0;0.16;31.3;116.2;0.02;4.92;4.66
472;Scheepvaart;2014 ;6700;7.2;0.21;23.3;0.17;31.9;123.0;0.02;5.16;4.89
473;Scheepvaart;2015 ;7300;7.28;0.24;11.9;0.18;32.1;130.8;0.02;4.73;4.48
474;Scheepvaart;2016 ;6900;7.16;0.25;5.4;0.17;31.8;130.0;0.02;3.8;3.61
475;Scheepvaart;2017 ;6900;7.13;0.25;5.1;0.17;31.8;128.5;0.02;3.63;3.44
476;Scheepvaart;2018 ;7200;7.36;0.81;4.6;0.18;32.5;130.8;0.02;3.72;3.53
477;Scheepvaart;2019 ;7300;7.1;1.08;4.1;0.18;32.2;132.8;0.02;3.68;3.49
478;Scheepvaart;2020 ;7400;6.92;1.34;3.5;0.18;32.0;131.7;0.02;3.54;3.35
479;Scheepvaart;2021 ;7100;6.75;1.27;3.4;0.17;31.7;126.4;0.02;3.46;3.28
480;Binnenvaart;1990;1900;8.2;0.09;1.9;0.04;22.1;30.7;0.01;1.36;1.29
481;Binnenvaart;1995;1900;9.54;0.09;2.0;0.04;22.9;27.3;0.01;1.37;1.3
482;Binnenvaart;2000;2100;7.71;0.08;2.2;0.05;26.2;30.0;0.01;1.36;1.3
483;Binnenvaart;2001;2200;8.23;0.09;2.3;0.05;27.2;31.2;0.01;1.39;1.32
484;Binnenvaart;2002;2100;7.45;0.08;2.2;0.05;27.7;30.3;0.01;1.33;1.26
485;Binnenvaart;2003;2200;7.45;0.08;2.2;0.05;28.5;31.1;0.01;1.34;1.27
486;Binnenvaart;2004;2000;7.07;0.08;2.1;0.05;28.7;29.1;0.01;1.24;1.18
487;Binnenvaart;2005;2000;6.44;0.07;2.0;0.05;28.3;28.1;0.01;1.18;1.12
488;Binnenvaart;2006;1900;6.64;0.07;2.0;0.05;27.9;27.6;0.01;1.14;1.08
489;Binnenvaart;2007;2000;6.31;0.07;2.0;0.05;27.6;28.0;0.01;1.14;1.09
