ID;ForecastInterval;Periods;TotalPopulation_1;k_0To20Years_2;k_20To65Years_3;k_65YearsAndOlder_4;k_0To20Years_5;k_20To65Years_6;k_65YearsAndOlder_7;DemographicBurden_8;LiveBirths_9;TotalFertilityRate_10;Deaths_11;LifeExpectancyMen_12;LifeExpectancyWomen_13;Immigration_14;EmigrationInclNetAdmCorrections_15;NetMigrationInclNetAdmCorr_16
184;4;2041;16750280.0;3398066.0;8810236.0;4287280.0;19.8;51.3;24.3;84.86;154639;1.51;187656;80.63;83.65;107089;102172;-83
185;4;2042;16706895.0;3376622.0;8800434.0;4260605.0;19.8;51.3;24.2;84.4;153760;1.51;188784;80.7;83.71;107122;102071;-353
186;4;2043;16661275.0;3356762.0;8804176.0;4227383.0;19.7;51.4;24.0;83.93;153225;1.51;189732;80.77;83.76;107141;102022;-397
187;4;2044;16611200.0;3341254.0;8796740.0;4200661.0;19.7;51.5;23.9;83.63;152830;1.5;190479;80.84;83.82;107130;101816;-502
188;4;2045;16559845.0;3324534.0;8799282.0;4175306.0;19.6;51.6;23.8;83.16;152551;1.5;190863;80.9;83.87;107114;102081;-282
189;4;2046;16509480.0;3309106.0;8788542.0;4150279.0;19.6;51.6;23.7;82.71;152092;1.5;190978;80.97;83.93;107104;101893;-194
190;4;2047;16460220.0;3290805.0;8777244.0;4120025.0;19.5;51.7;23.6;82.2;151429;1.49;191479;81.04;83.98;107093;101777;14
191;4;2048;16414955.0;3269356.0;8780171.0;4094915.0;19.4;51.8;23.5;81.78;151025;1.49;192300;81.1;84.04;107089;101884;117
192;4;2049;16372270.0;3257824.0;8780661.0;4063038.0;19.3;52.0;23.4;81.25;150855;1.49;192986;81.16;84.09;107082;101923;60
193;4;2050;16328830.0;3239863.0;8772416.0;4036393.0;19.2;52.0;23.3;80.82;150713;1.48;192949;81.22;84.14;107109;101750;20
194;4;2051;16276460.0;3223324.0;8756704.0;4015044.0;19.2;52.1;23.2;80.44;150131;1.48;193044;81.27;84.19;107133;102044;-37
195;4;2052;16222095.0;3209290.0;8743668.0;3995045.0;19.1;52.2;23.1;80.06;149532;1.48;193243;81.33;84.24;107154;101597;366
196;4;2053;16181210.0;3190946.0;8735061.0;3977087.0;19.0;52.2;23.0;79.82;149015;1.47;193563;81.38;84.29;107152;101856;722
197;4;2054;16136510.0;3174001.0;8720410.0;3958684.0;19.0;52.2;22.9;79.56;148502;1.47;193667;81.44;84.34;107190;101965;1156
198;4;2055;16099675.0;3155633.0;8694494.0;3936642.0;18.9;52.3;22.9;79.4;147996;1.47;192957;81.49;84.39;107184;101904;1472
199;4;2056;16063140.0;3147084.0;8674230.0;3929268.0;18.9;52.3;22.8;79.47;147135;1.47;191716;81.55;84.44;107217;101621;1895
200;4;2057;16025265.0;3134130.0;8643012.0;3917914.0;18.8;52.2;22.8;79.52;146255;1.46;190628;81.6;84.49;107218;101893;1951
201;4;2058;15976640.0;3115582.0;8619934.0;3913286.0;18.8;52.2;22.8;79.56;145606;1.46;189764;81.66;84.54;107227;102400;2184
202;4;2059;15942765.0;3099630.0;8595549.0;3902907.0;18.8;52.2;22.7;79.57;144942;1.46;188816;81.71;84.59;107230;102695;2112
203;4;2060;15895510.0;3083420.0;8571112.0;3900420.0;18.8;52.1;22.7;79.65;145400;1.45;187086;81.77;84.64;107253;103247;2651
204;5;2010;;;;;;;;;185907;1.84;141159;79.2;83.09;160096;128276;45946
205;5;2011;16668585.0;3915980.0;10158402.0;2599270.0;23.5;61.0;15.6;64.19;185807;1.85;144329;79.56;83.4;167456;131155;50764
206;5;2012;16764600.0;3904305.0;10146861.0;2724425.0;23.3;60.6;16.3;65.44;186342;1.85;147266;79.87;83.68;170902;133968;52151
207;5;2013;16858404.0;3895069.0;10142934.0;2840125.0;23.1;60.2;16.9;66.6;187435;1.86;149884;80.16;83.93;170515;136767;49005
208;5;2014;16949450.0;3886444.0;10147837.0;2942405.0;23.0;59.9;17.4;67.58;188856;1.86;151802;80.44;84.17;170194;139903;45669
209;5;2015;17036080.0;3878499.0;10158604.0;3037154.0;22.8;59.7;17.9;68.44;190230;1.87;154295;80.71;84.38;171344;142601;44426
210;5;2016;17123590.0;3877035.0;10165169.0;3126727.0;22.7;59.5;18.4;69.33;191911;1.87;156546;80.97;84.59;172719;144496;43819
211;5;2017;17200600.0;3877003.0;10173655.0;3211784.0;22.6;59.3;18.8;70.18;193672;1.88;159214;81.22;84.78;174173;145766;44189
212;5;2018;17281536.0;3878611.0;10176267.0;3300832.0;22.5;59.1;19.3;71.1;195712;1.88;161453;81.46;84.97;175629;146537;44701
213;5;2019;17373464.0;3871877.0;10186218.0;3385283.0;22.4;58.9;19.7;71.89;197874;1.89;163938;81.69;85.14;177003;147337;45389
214;5;2020;17455840.0;3868959.0;10201780.0;3471014.0;22.3;58.7;20.2;72.72;200125;1.89;166243;81.9;85.31;178159;148076;45667
215;5;2021;17546110.0;3862236.0;10218940.0;3557974.0;22.2;58.5;20.6;73.48;202306;1.9;168678;82.1;85.46;179054;148519;45752
216;5;2022;17626980.0;3863522.0;10225814.0;3643456.0;22.1;58.3;21.1;74.34;203868;1.91;171423;82.28;85.62;179615;148831;45299
217;5;2023;17711440.0;3865797.0;10229952.0;3731380.0;22.0;58.1;21.5;75.24;205104;1.91;174497;82.45;85.76;179996;149205;44824
218;5;2024;17801044.0;3874234.0;10224101.0;3818160.0;21.9;57.9;22.0;76.25;206217;1.92;177540;82.62;85.9;180261;149578;44388
219;5;2025;17876410.0;3887938.0;10207746.0;3914712.0;21.9;57.6;22.4;77.47;207472;1.92;181084;82.78;86.03;180439;149925;44053
220;5;2026;17951944.0;3908564.0;10189224.0;4008115.0;22.0;57.3;22.9;78.75;208668;1.93;184575;82.92;86.16;180589;150108;44072
221;5;2027;18027960.0;3932718.0;10159739.0;4102055.0;22.0;57.0;23.4;80.19;209363;1.93;188523;83.07;86.29;180679;150404;43813
222;5;2028;18103444.0;3958957.0;10125371.0;4197717.0;22.1;56.6;23.8;81.76;210376;1.94;192008;83.2;86.41;180755;150560;43622
223;5;2029;18177824.0;3982436.0;10094100.0;4285640.0;22.1;56.2;24.3;83.32;211045;1.94;195501;83.34;86.53;180853;150710;43100
224;5;2030;18240280.0;4006876.0;10062902.0;4375318.0;22.2;55.9;24.8;84.89;211539;1.94;198608;83.47;86.65;180951;150455;42988
225;5;2031;18298596.0;4036353.0;10029030.0;4453719.0;22.3;55.6;25.2;86.3;211638;1.95;202393;83.6;86.76;181043;150585;42787
226;5;2032;18357770.0;4058421.0;10001809.0;4528765.0;22.3;55.3;25.6;87.71;211724;1.95;205704;83.73;86.88;181179;150551;42992
227;5;2033;18415100.0;4079287.0;9974095.0;4598134.0;22.4;55.0;25.9;89.03;211602;1.96;209082;83.85;86.99;181390;150297;43133
228;5;2034;18479960.0;4102035.0;9950082.0;4666728.0;22.5;54.8;26.3;90.3;210810;1.96;212129;83.98;87.11;181615;150216;43654
229;5;2035;18537510.0;4130717.0;9916427.0;4743209.0;22.6;54.5;26.7;91.71;209696;1.96;215493;84.11;87.23;181964;150209;43998
230;5;2036;18589336.0;4154689.0;9884128.0;4809907.0;22.6;54.2;27.0;93.01;208936;1.97;218384;84.25;87.35;182288;149906;43943
231;5;2037;18632560.0;4175797.0;9863873.0;4867211.0;22.7;54.0;27.3;94.08;208512;1.97;221006;84.38;87.47;182606;149962;43743
232;5;2038;18670460.0;4191639.0;9859164.0;4906004.0;22.7;53.9;27.5;94.7;208277;1.98;223301;84.52;87.59;182888;150139;43664
233;5;2039;18713236.0;4211669.0;9880328.0;4920951.0;22.8;53.9;27.6;94.91;207897;1.98;225362;84.65;87.71;183164;150011;43348
234;5;2040;18754230.0;4229381.0;9902247.0;4937821.0;22.7;54.0;27.6;94.98;207748;1.98;226638;84.79;87.83;183399;150404;43296
235;5;2041;18783776.0;4234139.0;9935160.0;4939177.0;22.8;54.1;27.6;94.9;207617;1.99;227910;84.93;87.95;183585;150741;43704
236;5;2042;18813456.0;4244071.0;9967020.0;4939972.0;22.8;54.2;27.5;94.77;208134;1.99;228517;85.06;88.07;183757;150636;43976
237;5;2043;18848044.0;4244004.0;10006808.0;4937422.0;22.8;54.4;27.6;94.56;208676;1.99;228845;85.2;88.19;183895;151137;44253
238;5;2044;18880550.0;4236128.0;10040684.0;4931443.0;22.8;54.5;27.5;94.22;209560;2.0;229412;85.33;88.31;183989;151468;44658
239;5;2045;18902396.0;4238794.0;10091050.0;4926118.0;22.8;54.6;27.5;93.91;210747;2.0;230540;85.47;88.43;184064;151788;44232
240;5;2046;18919236.0;4234306.0;10123240.0;4921802.0;22.8;54.7;27.5;93.71;212028;2.0;231658;85.6;88.55;184138;152241;43853
241;5;2047;18969920.0;4238571.0;10159274.0;4906469.0;22.9;54.9;27.4;93.47;213461;2.01;232124;85.72;88.67;184220;152924;43476
242;5;2048;19001744.0;4254297.0;10203412.0;4886520.0;22.9;55.0;27.4;93.07;214341;2.01;232031;85.85;88.78;184303;153743;42974
243;5;2049;19039360.0;4260262.0;10240731.0;4875512.0;22.9;55.2;27.3;92.47;215972;2.01;232282;85.97;88.9;184376;154497;42410
244;5;2050;19074844.0;4263999.0;10280328.0;4862320.0;22.9;55.3;27.2;92.13;217585;2.02;232905;86.08;89.01;184462;154736;42343
245;5;2051;19104960.0;4258871.0;10310688.0;4854444.0;22.9;55.4;27.2;91.8;219562;2.02;233598;86.2;89.12;184540;155464;42132
246;5;2052;19130310.0;4259475.0;10332715.0;4852564.0;22.9;55.5;27.1;91.65;220356;2.02;233848;86.31;89.23;184613;154850;41930
247;5;2053;19158604.0;4271744.0;10354530.0;4855063.0;22.9;55.6;27.2;91.56;221736;2.02;233143;86.43;89.33;184656;154703;41742
248;5;2054;19188656.0;4274552.0;10389999.0;4856253.0;23.0;55.7;27.1;91.4;222684;2.03;232583;86.54;89.44;184732;155159;41486
249;5;2055;19220056.0;4290199.0;10401264.0;4857426.0;23.0;55.7;27.2;91.29;223996;2.03;231836;86.65;89.55;184758;155530;41128
250;5;2056;19248584.0;4316982.0;10426474.0;4873166.0;23.1;55.7;27.1;91.31;225119;2.03;231167;86.76;89.65;184819;156144;40104
251;5;2057;19290324.0;4333716.0;10438710.0;4881824.0;23.1;55.7;27.2;91.4;226360;2.04;230064;86.87;89.76;184851;156643;39358
252;5;2058;19319404.0;4346676.0;10449306.0;4886575.0;23.2;55.7;27.2;91.54;227808;2.04;228606;86.98;89.86;184889;157529;38548
253;5;2059;19355070.0;4365962.0;10466234.0;4895097.0;23.3;55.7;27.3;91.61;228447;2.04;226834;87.09;89.97;184915;158078;37333
254;5;2060;19375596.0;4385801.0;10484228.0;4904374.0;23.3;55.7;27.3;91.75;228792;2.05;225065;87.2;90.07;184927;158365;37624
