ID;Geslacht;TypeWerkenden;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonen_1;Banen_2;Arbeidsjaren_3;GewerkteUren_4
0;1100;Totaal;A-U Alle economische activiteiten;1969;5365;5640;4879;9900
1;1100;Totaal;A-U Alle economische activiteiten;1970;5451;5730;4945;9847
2;1100;Totaal;A-U Alle economische activiteiten;1971;5510;5795;4981;9772
3;1100;Totaal;A-U Alle economische activiteiten;1972;5486;5775;4946;9720
4;1100;Totaal;A-U Alle economische activiteiten;1973;5531;5823;4963;9656
5;1100;Totaal;A-U Alle economische activiteiten;1974;5573;5870;4981;9436
6;1100;Totaal;A-U Alle economische activiteiten;1975;5578;5879;4961;9153
7;1100;Totaal;A-U Alle economische activiteiten;1976;5631;5938;4978;9152
8;1100;Totaal;A-U Alle economische activiteiten;1977;5684;5993;5008;9125
9;1100;Totaal;A-U Alle economische activiteiten;1978;5751;6065;5049;9071
10;1100;Totaal;A-U Alle economische activiteiten;1979;5872;6194;5130;9138
11;1100;Totaal;A-U Alle economische activiteiten;1980;5955;6285;5177;9250
12;1100;Totaal;A-U Alle economische activiteiten;1981;5928;6262;5119;9205
13;1100;Totaal;A-U Alle economische activiteiten;1982;5840;6173;4998;8985
14;1100;Totaal;A-U Alle economische activiteiten;1983;5788;6122;4917;8820
15;1100;Totaal;A-U Alle economische activiteiten;1984;5835;6173;4924;8845
16;1100;Totaal;A-U Alle economische activiteiten;1985;5944;6289;5014;8914
17;1100;Totaal;A-U Alle economische activiteiten;1986;6085;6438;5117;9036
18;1100;Totaal;A-U Alle economische activiteiten;1987;6215;6578;5201;9099
19;1100;Totaal;A-U Alle economische activiteiten;1988;6327;6704;5279;9243
20;1100;Totaal;A-U Alle economische activiteiten;1989;6497;6886;5392;9461
21;1100;Totaal;A-U Alle economische activiteiten;1990;6695;7105;5536;9711
22;1100;Totaal;A-U Alle economische activiteiten;1991;6824;7241;5609;9837
23;1100;Totaal;A-U Alle economische activiteiten;1992;6920;7366;5682;10019
24;1100;Totaal;A-U Alle economische activiteiten;1993;6948;7405;5682;9989
25;1100;Totaal;A-U Alle economische activiteiten;1994;6997;7467;5671;10112
26;1100;Totaal;A-U Alle economische activiteiten;1995;7155;7646;5774;10416
27;1100;Totaal;A-U Alle economische activiteiten;1996;7315;7839;5908;10680
28;1100;Totaal;A-U Alle economische activiteiten;1997;7541;8051;6089;10942
29;1100;Totaal;A-U Alle economische activiteiten;1998;7738;8294;6266;11142
30;1100;Totaal;A-U Alle economische activiteiten;1999;7937;8500;6414;11405
31;1100;Totaal;A-U Alle economische activiteiten;2000;8115;8683;6534;11645
32;1100;Totaal;A-U Alle economische activiteiten;2001;8282;8811;6636;11791
33;1100;Totaal;A-U Alle economische activiteiten;2002;8324;8851;6620;11723
34;1100;Totaal;A-U Alle economische activiteiten;2003;8283;8796;6547;11604
35;1100;Totaal;A-U Alle economische activiteiten;2004;8211;8723;6480;11489
36;1100;Totaal;A-U Alle economische activiteiten;2005;8251;8769;6478;11496
37;1100;Totaal;A-U Alle economische activiteiten;2006;8392;8920;6583;11679
38;1100;Totaal;A-U Alle economische activiteiten;2007;8606;9150;6728;11950
39;1100;Totaal;A-U Alle economische activiteiten;2008;8733;9287;6832;12155
40;1100;Totaal;A-U Alle economische activiteiten;2009;8671;9222;6759;11999
41;1100;Totaal;A-U Alle economische activiteiten;2010;8637;9190;6719;11929
42;1100;Totaal;A-U Alle economische activiteiten;2011;8699;9259;6753;12021
43;1100;Totaal;A-U Alle economische activiteiten;2012;8682;9246;6735;12015
44;1100;Totaal;A Landbouw, bosbouw en visserij;1969;318;331;298;701
45;1100;Totaal;A Landbouw, bosbouw en visserij;1970;311;324;291;683
46;1100;Totaal;A Landbouw, bosbouw en visserij;1971;305;317;283;667
47;1100;Totaal;A Landbouw, bosbouw en visserij;1972;302;314;278;659
48;1100;Totaal;A Landbouw, bosbouw en visserij;1973;297;310;273;648
49;1100;Totaal;A Landbouw, bosbouw en visserij;1974;294;306;268;637
50;1100;Totaal;A Landbouw, bosbouw en visserij;1975;291;303;264;626
51;1100;Totaal;A Landbouw, bosbouw en visserij;1976;288;300;260;615
52;1100;Totaal;A Landbouw, bosbouw en visserij;1977;284;295;255;600
53;1100;Totaal;A Landbouw, bosbouw en visserij;1978;281;293;251;591
54;1100;Totaal;A Landbouw, bosbouw en visserij;1979;277;289;247;581
55;1100;Totaal;A Landbouw, bosbouw en visserij;1980;277;289;245;582
56;1100;Totaal;A Landbouw, bosbouw en visserij;1981;274;285;240;585
57;1100;Totaal;A Landbouw, bosbouw en visserij;1982;274;285;239;568
58;1100;Totaal;A Landbouw, bosbouw en visserij;1983;276;288;240;560
59;1100;Totaal;A Landbouw, bosbouw en visserij;1984;278;290;240;562
60;1100;Totaal;A Landbouw, bosbouw en visserij;1985;278;290;239;560
61;1100;Totaal;A Landbouw, bosbouw en visserij;1986;278;290;237;551
62;1100;Totaal;A Landbouw, bosbouw en visserij;1987;277;289;235;542
63;1100;Totaal;A Landbouw, bosbouw en visserij;1988;278;291;235;535
64;1100;Totaal;A Landbouw, bosbouw en visserij;1989;278;293;234;534
65;1100;Totaal;A Landbouw, bosbouw en visserij;1990;274;288;230;514
66;1100;Totaal;A Landbouw, bosbouw en visserij;1991;275;292;233;511
67;1100;Totaal;A Landbouw, bosbouw en visserij;1992;281;297;236;520
68;1100;Totaal;A Landbouw, bosbouw en visserij;1993;278;300;234;515
69;1100;Totaal;A Landbouw, bosbouw en visserij;1994;270;292;226;498
70;1100;Totaal;A Landbouw, bosbouw en visserij;1995;265;291;222;480
71;1100;Totaal;A Landbouw, bosbouw en visserij;1996;269;297;227;490
72;1100;Totaal;A Landbouw, bosbouw en visserij;1997;273;299;228;492
73;1100;Totaal;A Landbouw, bosbouw en visserij;1998;262;290;224;442
74;1100;Totaal;A Landbouw, bosbouw en visserij;1999;262;293;225;475
75;1100;Totaal;A Landbouw, bosbouw en visserij;2000;262;292;223;539
76;1100;Totaal;A Landbouw, bosbouw en visserij;2001;264;287;215;515
77;1100;Totaal;A Landbouw, bosbouw en visserij;2002;263;286;212;507
78;1100;Totaal;A Landbouw, bosbouw en visserij;2003;258;281;206;485
79;1100;Totaal;A Landbouw, bosbouw en visserij;2004;250;273;198;474
80;1100;Totaal;A Landbouw, bosbouw en visserij;2005;245;266;196;468
81;1100;Totaal;A Landbouw, bosbouw en visserij;2006;240;262;192;457
82;1100;Totaal;A Landbouw, bosbouw en visserij;2007;237;258;189;448
83;1100;Totaal;A Landbouw, bosbouw en visserij;2008;233;253;185;445
84;1100;Totaal;A Landbouw, bosbouw en visserij;2009;228;248;183;441
85;1100;Totaal;A Landbouw, bosbouw en visserij;2010;226;247;180;434
86;1100;Totaal;A Landbouw, bosbouw en visserij;2011;225;245;178;429
87;1100;Totaal;A Landbouw, bosbouw en visserij;2012;216;236;174;419
88;1100;Totaal;01 Landbouw;1969;309;322;290;680
89;1100;Totaal;01 Landbouw;1970;303;315;282;664
90;1100;Totaal;01 Landbouw;1971;297;309;275;648
91;1100;Totaal;01 Landbouw;1972;294;306;270;641
92;1100;Totaal;01 Landbouw;1973;289;301;265;630
93;1100;Totaal;01 Landbouw;1974;286;298;261;619
94;1100;Totaal;01 Landbouw;1975;283;294;256;609
95;1100;Totaal;01 Landbouw;1976;281;292;253;599
96;1100;Totaal;01 Landbouw;1977;276;287;248;583
97;1100;Totaal;01 Landbouw;1978;273;285;244;575
98;1100;Totaal;01 Landbouw;1979;270;281;240;565
99;1100;Totaal;01 Landbouw;1980;270;281;238;566
100;1100;Totaal;01 Landbouw;1981;266;277;234;569
101;1100;Totaal;01 Landbouw;1982;266;277;232;553
102;1100;Totaal;01 Landbouw;1983;269;280;233;544
103;1100;Totaal;01 Landbouw;1984;271;282;233;546
104;1100;Totaal;01 Landbouw;1985;271;282;232;545
105;1100;Totaal;01 Landbouw;1986;270;282;230;536
106;1100;Totaal;01 Landbouw;1987;270;281;228;526
107;1100;Totaal;01 Landbouw;1988;270;283;228;520
108;1100;Totaal;01 Landbouw;1989;271;286;227;519
109;1100;Totaal;01 Landbouw;1990;266;281;223;499
110;1100;Totaal;01 Landbouw;1991;268;284;226;496
111;1100;Totaal;01 Landbouw;1992;274;290;230;506
112;1100;Totaal;01 Landbouw;1993;271;293;228;502
113;1100;Totaal;01 Landbouw;1994;264;286;221;485
114;1100;Totaal;01 Landbouw;1995;259;284;216;467
115;1100;Totaal;01 Landbouw;1996;262;290;221;478
116;1100;Totaal;01 Landbouw;1997;267;292;222;480
117;1100;Totaal;01 Landbouw;1998;256;283;219;431
118;1100;Totaal;01 Landbouw;1999;256;286;220;463
119;1100;Totaal;01 Landbouw;2000;256;286;218;526
120;1100;Totaal;01 Landbouw;2001;258;281;210;503
121;1100;Totaal;01 Landbouw;2002;257;280;207;496
122;1100;Totaal;01 Landbouw;2003;252;275;202;475
123;1100;Totaal;01 Landbouw;2004;245;267;193;463
