ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;Bevolking_1
4863;Totaal mannen en vrouwen;11 jaar;Gescheiden;2013;
4864;Totaal mannen en vrouwen;11 jaar;Gescheiden;2014;
4865;Totaal mannen en vrouwen;11 jaar;Gescheiden;2015;
4866;Totaal mannen en vrouwen;11 jaar;Gescheiden;2016;
4867;Totaal mannen en vrouwen;11 jaar;Gescheiden;2017;
4868;Totaal mannen en vrouwen;11 jaar;Gescheiden;2018;
4869;Totaal mannen en vrouwen;11 jaar;Gescheiden;2019;
4870;Totaal mannen en vrouwen;11 jaar;Gescheiden;2020;
4871;Totaal mannen en vrouwen;11 jaar;Gescheiden;2021;
4872;Totaal mannen en vrouwen;11 jaar;Gescheiden;2022;
4873;Totaal mannen en vrouwen;11 jaar;Gescheiden;2023;
4874;Totaal mannen en vrouwen;11 jaar;Gescheiden;2024;
4875;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1950;159755.0
4876;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1951;167702.0
4877;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1952;169774.0
4878;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1953;173489.0
4879;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1954;168981.0
4880;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1955;176653.0
4881;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1956;192060.0
4882;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1957;199488.0
4883;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1958;188228.0
4884;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1959;264444.0
4885;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1960;252590.0
4886;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1961;236234.0
4887;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1962;226593.0
4888;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1963;220468.0
4889;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1964;218326.0
4890;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1965;223445.0
4891;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1966;221336.0
4892;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1967;222469.0
4893;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1968;223070.0
4894;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1969;226526.0
4895;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1970;229427.0
4896;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1971;232267.0
4897;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1972;238217.0
4898;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1973;235967.0
4899;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1974;244759.0
4900;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1975;244121.0
4901;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1976;249201.0
4902;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1977;251690.0
4903;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1978;246363.0
4904;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1979;241467.0
4905;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1980;240833.0
4906;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1981;241507.0
4907;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1982;253097.0
4908;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1983;244594.0
4909;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1984;233013.0
4910;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1985;219260.0
4911;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1986;200340.0
4912;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1987;191409.0
4913;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1988;182392.0
4914;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1989;180571.0
4915;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1990;177640.0
4916;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1991;180173.0
4917;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1992;179798.0
4918;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1993;185692.0
4919;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1994;183198.0
4920;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1995;177571.0
4921;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1996;176312.0
4922;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1997;181090.0
4923;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1998;185351.0
4924;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;1999;191537.0
4925;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2000;193687.0
4926;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2001;193715.0
4927;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2002;196420.0
4928;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2003;204844.0
4929;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2004;204485.0
4930;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2005;201597.0
4931;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2006;199107.0
4932;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2007;199162.0
4933;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2008;193508.0
4934;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2009;193216.0
4935;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2010;194826.0
4936;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2011;200899.0
4937;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2012;202440.0
4938;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2013;207168.0
4939;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2014;203576.0
4940;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2015;202009.0
4941;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2016;201667.0
4942;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2017;195938.0
4943;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2018;191108.0
4944;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2019;190026.0
4945;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2020;187633.0
4946;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2021;192004.0
4947;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2022;192560.0
4948;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2023;194363.0
4949;Totaal mannen en vrouwen;12 jaar;Totaal burgerlijke staat;2024;190604.0
4950;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1950;159755.0
4951;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1951;167702.0
4952;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1952;169774.0
4953;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1953;173489.0
4954;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1954;168981.0
4955;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1955;176653.0
4956;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1956;192060.0
4957;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1957;199488.0
4958;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1958;188228.0
4959;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1959;264444.0
4960;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1960;252590.0
4961;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1961;236234.0
4962;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1962;226593.0
4963;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1963;220468.0
4964;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1964;218326.0
4965;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1965;223445.0
4966;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1966;221336.0
4967;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1967;222469.0
4968;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1968;223070.0
4969;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1969;226526.0
4970;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1970;229427.0
4971;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1971;232267.0
4972;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1972;238217.0
4973;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1973;235967.0
4974;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1974;244759.0
4975;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1975;244121.0
4976;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1976;249201.0
4977;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1977;251690.0
4978;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1978;246363.0
4979;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1979;241467.0
4980;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1980;240833.0
4981;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1981;241507.0
4982;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1982;253097.0
4983;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1983;244594.0
4984;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1984;233013.0
4985;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1985;219260.0
4986;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1986;200340.0
4987;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1987;191409.0
4988;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1988;182392.0
4989;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1989;180571.0
4990;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1990;177640.0
4991;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1991;180173.0
4992;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1992;179798.0
4993;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1993;185692.0
4994;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1994;183198.0
4995;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1995;177571.0
4996;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1996;176312.0
4997;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1997;181090.0
4998;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1998;185351.0
4999;Totaal mannen en vrouwen;12 jaar;Ongehuwd;1999;191537.0
5000;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2000;193687.0
5001;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2001;193715.0
5002;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2002;196420.0
5003;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2003;204844.0
5004;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2004;204485.0
5005;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2005;201597.0
5006;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2006;199107.0
5007;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2007;199162.0
5008;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2008;193508.0
5009;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2009;193216.0
5010;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2010;194826.0
5011;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2011;200899.0
5012;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2012;202440.0
5013;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2013;207168.0
5014;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2014;203576.0
5015;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2015;202009.0
5016;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2016;201667.0
5017;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2017;195938.0
5018;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2018;191108.0
5019;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2019;190026.0
5020;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2020;187633.0
5021;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2021;192004.0
5022;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2022;192560.0
5023;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2023;194363.0
5024;Totaal mannen en vrouwen;12 jaar;Ongehuwd;2024;190604.0
5025;Totaal mannen en vrouwen;12 jaar;Gehuwd;1950;
5026;Totaal mannen en vrouwen;12 jaar;Gehuwd;1951;
5027;Totaal mannen en vrouwen;12 jaar;Gehuwd;1952;
5028;Totaal mannen en vrouwen;12 jaar;Gehuwd;1953;
5029;Totaal mannen en vrouwen;12 jaar;Gehuwd;1954;
5030;Totaal mannen en vrouwen;12 jaar;Gehuwd;1955;
5031;Totaal mannen en vrouwen;12 jaar;Gehuwd;1956;
5032;Totaal mannen en vrouwen;12 jaar;Gehuwd;1957;
5033;Totaal mannen en vrouwen;12 jaar;Gehuwd;1958;
5034;Totaal mannen en vrouwen;12 jaar;Gehuwd;1959;
5035;Totaal mannen en vrouwen;12 jaar;Gehuwd;1960;
5036;Totaal mannen en vrouwen;12 jaar;Gehuwd;1961;
5037;Totaal mannen en vrouwen;12 jaar;Gehuwd;1962;
5038;Totaal mannen en vrouwen;12 jaar;Gehuwd;1963;
5039;Totaal mannen en vrouwen;12 jaar;Gehuwd;1964;
5040;Totaal mannen en vrouwen;12 jaar;Gehuwd;1965;
5041;Totaal mannen en vrouwen;12 jaar;Gehuwd;1966;
5042;Totaal mannen en vrouwen;12 jaar;Gehuwd;1967;
5043;Totaal mannen en vrouwen;12 jaar;Gehuwd;1968;
5044;Totaal mannen en vrouwen;12 jaar;Gehuwd;1969;
5045;Totaal mannen en vrouwen;12 jaar;Gehuwd;1970;
5046;Totaal mannen en vrouwen;12 jaar;Gehuwd;1971;
5047;Totaal mannen en vrouwen;12 jaar;Gehuwd;1972;
5048;Totaal mannen en vrouwen;12 jaar;Gehuwd;1973;
5049;Totaal mannen en vrouwen;12 jaar;Gehuwd;1974;
5050;Totaal mannen en vrouwen;12 jaar;Gehuwd;1975;
5051;Totaal mannen en vrouwen;12 jaar;Gehuwd;1976;
5052;Totaal mannen en vrouwen;12 jaar;Gehuwd;1977;
5053;Totaal mannen en vrouwen;12 jaar;Gehuwd;1978;
5054;Totaal mannen en vrouwen;12 jaar;Gehuwd;1979;
5055;Totaal mannen en vrouwen;12 jaar;Gehuwd;1980;
5056;Totaal mannen en vrouwen;12 jaar;Gehuwd;1981;
5057;Totaal mannen en vrouwen;12 jaar;Gehuwd;1982;
5058;Totaal mannen en vrouwen;12 jaar;Gehuwd;1983;
5059;Totaal mannen en vrouwen;12 jaar;Gehuwd;1984;
5060;Totaal mannen en vrouwen;12 jaar;Gehuwd;1985;
5061;Totaal mannen en vrouwen;12 jaar;Gehuwd;1986;
5062;Totaal mannen en vrouwen;12 jaar;Gehuwd;1987;
5063;Totaal mannen en vrouwen;12 jaar;Gehuwd;1988;
5064;Totaal mannen en vrouwen;12 jaar;Gehuwd;1989;
5065;Totaal mannen en vrouwen;12 jaar;Gehuwd;1990;
5066;Totaal mannen en vrouwen;12 jaar;Gehuwd;1991;
5067;Totaal mannen en vrouwen;12 jaar;Gehuwd;1992;
5068;Totaal mannen en vrouwen;12 jaar;Gehuwd;1993;
5069;Totaal mannen en vrouwen;12 jaar;Gehuwd;1994;
5070;Totaal mannen en vrouwen;12 jaar;Gehuwd;1995;
5071;Totaal mannen en vrouwen;12 jaar;Gehuwd;1996;
5072;Totaal mannen en vrouwen;12 jaar;Gehuwd;1997;
5073;Totaal mannen en vrouwen;12 jaar;Gehuwd;1998;
5074;Totaal mannen en vrouwen;12 jaar;Gehuwd;1999;
5075;Totaal mannen en vrouwen;12 jaar;Gehuwd;2000;
5076;Totaal mannen en vrouwen;12 jaar;Gehuwd;2001;
5077;Totaal mannen en vrouwen;12 jaar;Gehuwd;2002;
5078;Totaal mannen en vrouwen;12 jaar;Gehuwd;2003;
5079;Totaal mannen en vrouwen;12 jaar;Gehuwd;2004;
5080;Totaal mannen en vrouwen;12 jaar;Gehuwd;2005;
5081;Totaal mannen en vrouwen;12 jaar;Gehuwd;2006;
5082;Totaal mannen en vrouwen;12 jaar;Gehuwd;2007;
5083;Totaal mannen en vrouwen;12 jaar;Gehuwd;2008;
5084;Totaal mannen en vrouwen;12 jaar;Gehuwd;2009;
5085;Totaal mannen en vrouwen;12 jaar;Gehuwd;2010;
5086;Totaal mannen en vrouwen;12 jaar;Gehuwd;2011;
5087;Totaal mannen en vrouwen;12 jaar;Gehuwd;2012;
5088;Totaal mannen en vrouwen;12 jaar;Gehuwd;2013;
5089;Totaal mannen en vrouwen;12 jaar;Gehuwd;2014;
5090;Totaal mannen en vrouwen;12 jaar;Gehuwd;2015;
5091;Totaal mannen en vrouwen;12 jaar;Gehuwd;2016;
5092;Totaal mannen en vrouwen;12 jaar;Gehuwd;2017;
5093;Totaal mannen en vrouwen;12 jaar;Gehuwd;2018;
5094;Totaal mannen en vrouwen;12 jaar;Gehuwd;2019;
5095;Totaal mannen en vrouwen;12 jaar;Gehuwd;2020;
5096;Totaal mannen en vrouwen;12 jaar;Gehuwd;2021;
5097;Totaal mannen en vrouwen;12 jaar;Gehuwd;2022;
5098;Totaal mannen en vrouwen;12 jaar;Gehuwd;2023;
5099;Totaal mannen en vrouwen;12 jaar;Gehuwd;2024;
5100;Totaal mannen en vrouwen;12 jaar;Verweduwd;1950;
5101;Totaal mannen en vrouwen;12 jaar;Verweduwd;1951;
5102;Totaal mannen en vrouwen;12 jaar;Verweduwd;1952;
5103;Totaal mannen en vrouwen;12 jaar;Verweduwd;1953;
5104;Totaal mannen en vrouwen;12 jaar;Verweduwd;1954;
5105;Totaal mannen en vrouwen;12 jaar;Verweduwd;1955;
5106;Totaal mannen en vrouwen;12 jaar;Verweduwd;1956;
5107;Totaal mannen en vrouwen;12 jaar;Verweduwd;1957;
5108;Totaal mannen en vrouwen;12 jaar;Verweduwd;1958;
5109;Totaal mannen en vrouwen;12 jaar;Verweduwd;1959;
5110;Totaal mannen en vrouwen;12 jaar;Verweduwd;1960;
5111;Totaal mannen en vrouwen;12 jaar;Verweduwd;1961;
5112;Totaal mannen en vrouwen;12 jaar;Verweduwd;1962;
5113;Totaal mannen en vrouwen;12 jaar;Verweduwd;1963;
5114;Totaal mannen en vrouwen;12 jaar;Verweduwd;1964;
5115;Totaal mannen en vrouwen;12 jaar;Verweduwd;1965;
5116;Totaal mannen en vrouwen;12 jaar;Verweduwd;1966;
5117;Totaal mannen en vrouwen;12 jaar;Verweduwd;1967;
5118;Totaal mannen en vrouwen;12 jaar;Verweduwd;1968;
5119;Totaal mannen en vrouwen;12 jaar;Verweduwd;1969;
5120;Totaal mannen en vrouwen;12 jaar;Verweduwd;1970;
5121;Totaal mannen en vrouwen;12 jaar;Verweduwd;1971;
5122;Totaal mannen en vrouwen;12 jaar;Verweduwd;1972;
5123;Totaal mannen en vrouwen;12 jaar;Verweduwd;1973;
5124;Totaal mannen en vrouwen;12 jaar;Verweduwd;1974;
5125;Totaal mannen en vrouwen;12 jaar;Verweduwd;1975;
5126;Totaal mannen en vrouwen;12 jaar;Verweduwd;1976;
5127;Totaal mannen en vrouwen;12 jaar;Verweduwd;1977;
5128;Totaal mannen en vrouwen;12 jaar;Verweduwd;1978;
5129;Totaal mannen en vrouwen;12 jaar;Verweduwd;1979;
5130;Totaal mannen en vrouwen;12 jaar;Verweduwd;1980;
5131;Totaal mannen en vrouwen;12 jaar;Verweduwd;1981;
5132;Totaal mannen en vrouwen;12 jaar;Verweduwd;1982;
5133;Totaal mannen en vrouwen;12 jaar;Verweduwd;1983;
5134;Totaal mannen en vrouwen;12 jaar;Verweduwd;1984;
5135;Totaal mannen en vrouwen;12 jaar;Verweduwd;1985;
5136;Totaal mannen en vrouwen;12 jaar;Verweduwd;1986;
5137;Totaal mannen en vrouwen;12 jaar;Verweduwd;1987;
5138;Totaal mannen en vrouwen;12 jaar;Verweduwd;1988;
5139;Totaal mannen en vrouwen;12 jaar;Verweduwd;1989;
5140;Totaal mannen en vrouwen;12 jaar;Verweduwd;1990;
5141;Totaal mannen en vrouwen;12 jaar;Verweduwd;1991;
5142;Totaal mannen en vrouwen;12 jaar;Verweduwd;1992;
5143;Totaal mannen en vrouwen;12 jaar;Verweduwd;1993;
5144;Totaal mannen en vrouwen;12 jaar;Verweduwd;1994;
5145;Totaal mannen en vrouwen;12 jaar;Verweduwd;1995;
5146;Totaal mannen en vrouwen;12 jaar;Verweduwd;1996;
5147;Totaal mannen en vrouwen;12 jaar;Verweduwd;1997;
5148;Totaal mannen en vrouwen;12 jaar;Verweduwd;1998;
5149;Totaal mannen en vrouwen;12 jaar;Verweduwd;1999;
5150;Totaal mannen en vrouwen;12 jaar;Verweduwd;2000;
5151;Totaal mannen en vrouwen;12 jaar;Verweduwd;2001;
5152;Totaal mannen en vrouwen;12 jaar;Verweduwd;2002;
5153;Totaal mannen en vrouwen;12 jaar;Verweduwd;2003;
5154;Totaal mannen en vrouwen;12 jaar;Verweduwd;2004;
5155;Totaal mannen en vrouwen;12 jaar;Verweduwd;2005;
5156;Totaal mannen en vrouwen;12 jaar;Verweduwd;2006;
5157;Totaal mannen en vrouwen;12 jaar;Verweduwd;2007;
5158;Totaal mannen en vrouwen;12 jaar;Verweduwd;2008;
5159;Totaal mannen en vrouwen;12 jaar;Verweduwd;2009;
5160;Totaal mannen en vrouwen;12 jaar;Verweduwd;2010;
5161;Totaal mannen en vrouwen;12 jaar;Verweduwd;2011;
5162;Totaal mannen en vrouwen;12 jaar;Verweduwd;2012;
5163;Totaal mannen en vrouwen;12 jaar;Verweduwd;2013;
5164;Totaal mannen en vrouwen;12 jaar;Verweduwd;2014;
5165;Totaal mannen en vrouwen;12 jaar;Verweduwd;2015;
5166;Totaal mannen en vrouwen;12 jaar;Verweduwd;2016;
5167;Totaal mannen en vrouwen;12 jaar;Verweduwd;2017;
5168;Totaal mannen en vrouwen;12 jaar;Verweduwd;2018;
5169;Totaal mannen en vrouwen;12 jaar;Verweduwd;2019;
5170;Totaal mannen en vrouwen;12 jaar;Verweduwd;2020;
5171;Totaal mannen en vrouwen;12 jaar;Verweduwd;2021;
5172;Totaal mannen en vrouwen;12 jaar;Verweduwd;2022;
5173;Totaal mannen en vrouwen;12 jaar;Verweduwd;2023;
5174;Totaal mannen en vrouwen;12 jaar;Verweduwd;2024;
5175;Totaal mannen en vrouwen;12 jaar;Gescheiden;1950;
5176;Totaal mannen en vrouwen;12 jaar;Gescheiden;1951;
5177;Totaal mannen en vrouwen;12 jaar;Gescheiden;1952;
5178;Totaal mannen en vrouwen;12 jaar;Gescheiden;1953;
5179;Totaal mannen en vrouwen;12 jaar;Gescheiden;1954;
5180;Totaal mannen en vrouwen;12 jaar;Gescheiden;1955;
5181;Totaal mannen en vrouwen;12 jaar;Gescheiden;1956;
5182;Totaal mannen en vrouwen;12 jaar;Gescheiden;1957;
5183;Totaal mannen en vrouwen;12 jaar;Gescheiden;1958;
5184;Totaal mannen en vrouwen;12 jaar;Gescheiden;1959;
5185;Totaal mannen en vrouwen;12 jaar;Gescheiden;1960;
5186;Totaal mannen en vrouwen;12 jaar;Gescheiden;1961;
5187;Totaal mannen en vrouwen;12 jaar;Gescheiden;1962;
5188;Totaal mannen en vrouwen;12 jaar;Gescheiden;1963;
5189;Totaal mannen en vrouwen;12 jaar;Gescheiden;1964;
5190;Totaal mannen en vrouwen;12 jaar;Gescheiden;1965;
5191;Totaal mannen en vrouwen;12 jaar;Gescheiden;1966;
5192;Totaal mannen en vrouwen;12 jaar;Gescheiden;1967;
5193;Totaal mannen en vrouwen;12 jaar;Gescheiden;1968;
5194;Totaal mannen en vrouwen;12 jaar;Gescheiden;1969;
5195;Totaal mannen en vrouwen;12 jaar;Gescheiden;1970;
5196;Totaal mannen en vrouwen;12 jaar;Gescheiden;1971;
5197;Totaal mannen en vrouwen;12 jaar;Gescheiden;1972;
5198;Totaal mannen en vrouwen;12 jaar;Gescheiden;1973;
5199;Totaal mannen en vrouwen;12 jaar;Gescheiden;1974;
5200;Totaal mannen en vrouwen;12 jaar;Gescheiden;1975;
5201;Totaal mannen en vrouwen;12 jaar;Gescheiden;1976;
5202;Totaal mannen en vrouwen;12 jaar;Gescheiden;1977;
5203;Totaal mannen en vrouwen;12 jaar;Gescheiden;1978;
5204;Totaal mannen en vrouwen;12 jaar;Gescheiden;1979;
5205;Totaal mannen en vrouwen;12 jaar;Gescheiden;1980;
5206;Totaal mannen en vrouwen;12 jaar;Gescheiden;1981;
5207;Totaal mannen en vrouwen;12 jaar;Gescheiden;1982;
5208;Totaal mannen en vrouwen;12 jaar;Gescheiden;1983;
5209;Totaal mannen en vrouwen;12 jaar;Gescheiden;1984;
5210;Totaal mannen en vrouwen;12 jaar;Gescheiden;1985;
5211;Totaal mannen en vrouwen;12 jaar;Gescheiden;1986;
5212;Totaal mannen en vrouwen;12 jaar;Gescheiden;1987;
5213;Totaal mannen en vrouwen;12 jaar;Gescheiden;1988;
5214;Totaal mannen en vrouwen;12 jaar;Gescheiden;1989;
5215;Totaal mannen en vrouwen;12 jaar;Gescheiden;1990;
5216;Totaal mannen en vrouwen;12 jaar;Gescheiden;1991;
5217;Totaal mannen en vrouwen;12 jaar;Gescheiden;1992;
5218;Totaal mannen en vrouwen;12 jaar;Gescheiden;1993;
5219;Totaal mannen en vrouwen;12 jaar;Gescheiden;1994;
5220;Totaal mannen en vrouwen;12 jaar;Gescheiden;1995;
5221;Totaal mannen en vrouwen;12 jaar;Gescheiden;1996;
5222;Totaal mannen en vrouwen;12 jaar;Gescheiden;1997;
5223;Totaal mannen en vrouwen;12 jaar;Gescheiden;1998;
5224;Totaal mannen en vrouwen;12 jaar;Gescheiden;1999;
5225;Totaal mannen en vrouwen;12 jaar;Gescheiden;2000;
5226;Totaal mannen en vrouwen;12 jaar;Gescheiden;2001;
5227;Totaal mannen en vrouwen;12 jaar;Gescheiden;2002;
5228;Totaal mannen en vrouwen;12 jaar;Gescheiden;2003;
5229;Totaal mannen en vrouwen;12 jaar;Gescheiden;2004;
5230;Totaal mannen en vrouwen;12 jaar;Gescheiden;2005;
5231;Totaal mannen en vrouwen;12 jaar;Gescheiden;2006;
5232;Totaal mannen en vrouwen;12 jaar;Gescheiden;2007;
5233;Totaal mannen en vrouwen;12 jaar;Gescheiden;2008;
5234;Totaal mannen en vrouwen;12 jaar;Gescheiden;2009;
5235;Totaal mannen en vrouwen;12 jaar;Gescheiden;2010;
5236;Totaal mannen en vrouwen;12 jaar;Gescheiden;2011;
5237;Totaal mannen en vrouwen;12 jaar;Gescheiden;2012;
5238;Totaal mannen en vrouwen;12 jaar;Gescheiden;2013;
5239;Totaal mannen en vrouwen;12 jaar;Gescheiden;2014;
