ID;Sectors;CombinedHeatAndPowerCHP;InstallationTypes;Periods;TotalInput_1;NaturalGasInput_2;FuelOilInput_3;HardCoalInput_4;OtherFuelInput_5;TotalInput_6;NaturalGasInput_7;FuelOilInput_8;HardCoalInput_9;OtherFuelInput_10;TotalOutput_11;ElectricityOutput_12;HeatOutput_13;TotalOutput_14;ElectricityOutput_15;HeatOutput_16;ElectricalPower_17;ThermalPower_18;Installations_19
1675;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2009;77030.0;1960389.0;;;14984.0;77030.0;62046.0;;;14984.0;63917.0;4509839.0;47682.0;63917.0;16235.0;47682.0;889.0;10384899.0;65.0
1676;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2010;80460.0;2082480.0;;;14550.0;80460.0;65910.0;;;14550.0;65663.0;4626390.0;49008.0;65663.0;16655.0;49008.0;934.0;10658921.0;66.0
1677;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2011;76359.0;1921529.0;;;15543.0;76359.0;60816.0;;;15543.0;61958.0;4598087.0;45405.0;61958.0;16553.0;45405.0;939.0;10728921.0;67.0
1678;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2012;75650.0;1880365.0;;;16137.0;75650.0;59514.0;;;16137.0;63096.0;4368155.0;47371.0;63096.0;15725.0;47371.0;895.0;10375921.0;64.0
1679;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2013;74889.0;1956712.0;;;12959.0;74889.0;61930.0;;;12959.0;60852.0;4284854.0;45426.0;60852.0;15425.0;45426.0;897.0;10471271.0;65.0
1680;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2014;63709.0;1515363.0;;;15748.0;63709.0;47961.0;;;15748.0;48780.0;3801619.0;35094.0;48780.0;13686.0;35094.0;868.0;10345271.0;64.0
1681;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2015;54720.0;1533396.0;;;6188.0;54720.0;48532.0;;;6188.0;39711.0;3395204.0;27489.0;39711.0;12223.0;27489.0;980.0;10897353.0;62.0
1682;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2016;51789.0;1473858.0;;;5141.0;51789.0;46648.0;;;5141.0;41209.0;3692653.0;27916.0;41209.0;13294.0;27916.0;871.0;10441582.0;63.0
1683;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2017;46945.0;1270628.0;;;6730.0;46945.0;40215.0;;;6730.0;38763.0;3467466.0;26280.0;38763.0;12483.0;26280.0;871.0;10441582.0;63.0
1684;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2018;40985.0;1118595.0;;;5582.0;40985.0;35404.0;;;5582.0;34148.0;3202691.0;22618.0;34148.0;11530.0;22618.0;800.0;9750130.0;55.0
1685;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2019;44075.0;1170270.0;;;7036.0;44075.0;37039.0;;;7036.0;37310.0;3326067.0;25336.0;37310.0;11974.0;25336.0;810.0;9890530.0;56.0
1686;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2020;46469.0;1271156.0;;;6237.0;46469.0;40232.0;;;6237.0;39284.0;3496128.0;26698.0;39284.0;12586.0;26698.0;796.0;12342681.0;53.0
1687;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2021;45249.0;1256701.0;;;5474.0;45249.0;39775.0;;;5474.0;37556.0;3433929.0;25194.0;37556.0;12362.0;25194.0;793.0;12312920.0;52.0
1688;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2022;39489.0;994465.0;;;8014.0;39489.0;31475.0;;;8014.0;33742.0;3025634.0;22850.0;33742.0;10892.0;22850.0;785.0;12145044.0;51.0
1689;Decentral electricity production;Total CHP and Eonly installations;Gas turbines;2023;37751.0;959089.0;;;7396.0;37751.0;30355.0;;;7396.0;30930.0;2861753.0;20627.0;30930.0;10302.0;20627.0;771.0;11810804.0;47.0
1690;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;1998;;;;;;;;;;;;;;;;;;;
1691;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;1999;;;;;;;;;;;;;;;;;;;
1692;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2000;;;;;;;;;;;;;;;;;;;
1693;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2001;;;;;;;;;;;;;;;;;;;
1694;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2002;;;;;;;;;;;;;;;;;;;
1695;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2003;;;;;;;;;;;;;;;;;;;
1696;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2004;;;;;;;;;;;;;;;;;;;
1697;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2005;;;;;;;;;;;;;;;;;;;
1698;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2006;;;;;;;;;;;;;;;;;;;
1699;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2007;;;;;;;;;;;;;;;;;;;
1700;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2008;;;;;;;;;;;;;;;;;;;
1701;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2009;;;;;;;;;;;;;;;;;;;
1702;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2010;;;;;;;;;;;;;;;;;;;
1703;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2011;;;;;;;;;;;;;;;;;;;
1704;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2012;;;;;;;;;;;;;;;;;;;
1705;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2013;;;;;;;;;;;;;;;;;;;
1706;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2014;;;;;;;;;;;;;;;;;;;
1707;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2015;;;;;;;;;;;;;;;;;;;
1708;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2016;;;;;;;;;;;;;;;;;;;
1709;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2017;;;;;;;;;;;;;;;;;;;
1710;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2018;;;;;;;;;;;;;;;;;;;
1711;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2019;;;;;;;;;;;;;;;;;;;
1712;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2020;;;;;;;;;;;;;;;;;;;
1713;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2021;;;;;;;;;;;;;;;;;;;
1714;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2022;;;;;;;;;;;;;;;;;;;
1715;Decentral electricity production;Total CHP and Eonly installations;Nuclear energy plant;2023;;;;;;;;;;;;;;;;;;;
1716;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;1998;;;;;;;;;;;404.0;112310.0;;404.0;404.0;;37.0;;5.0
1717;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;1999;;;;;;;;;;;325.0;90249.0;;325.0;325.0;;37.0;;5.0
1718;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2000;;;;;;;;;;;513.0;142393.0;;513.0;513.0;;37.0;;6.0
1719;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2001;;;;;;;;;;;422.0;117324.0;;422.0;422.0;;37.0;;6.0
1720;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2002;;;;;;;;;;;395.0;109636.0;;395.0;395.0;;37.0;;6.0
1721;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2003;;;;;;;;;;;259.0;72023.0;;259.0;259.0;;37.0;;6.0
1722;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2004;;;;;;;;;;;345.0;95732.0;;345.0;345.0;;37.0;;6.0
1723;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2005;;;;;;;;;;;317.0;88000.0;;317.0;317.0;;37.0;;6.0
1724;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2006;;;;;;;;;;;379.0;105199.0;;379.0;379.0;;37.0;;6.0
1725;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2007;;;;;;;;;;;385.0;107000.0;;385.0;385.0;;37.0;;6.0
1726;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2008;;;;;;;;;;;367.0;102000.0;;367.0;367.0;;37.0;;6.0
1727;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2009;;;;;;;;;;;353.0;98000.0;;353.0;353.0;;37.0;;6.0
1728;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2010;;;;;;;;;;;375.0;104166.0;;375.0;375.0;;37.0;;7.0
1729;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2011;;;;;;;;;;;205.0;56944.0;;205.0;205.0;;37.0;;7.0
1730;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2012;;;;;;;;;;;376.0;104388.0;;376.0;376.0;;37.0;;7.0
1731;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2013;;;;;;;;;;;412.0;114312.0;;412.0;412.0;;37.0;;7.0
1732;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2014;;;;;;;;;;;403.0;112000.0;;403.0;403.0;;37.0;;7.0
1733;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2015;;;;;;;;;;;334.0;92700.0;;334.0;334.0;;37.0;;7.0
1734;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2016;;;;;;;;;;;360.0;100079.0;;360.0;360.0;;37.0;;7.0
1735;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2017;;;;;;;;;;;219.0;60757.0;;219.0;219.0;;37.0;;7.0
1736;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2018;;;;;;;;;;;260.0;72348.0;;260.0;260.0;;37.0;;7.0
1737;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2019;;;;;;;;;;;267.0;74182.0;;267.0;267.0;;37.0;;7.0
1738;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2020;;;;;;;;;;;166.0;46066.0;;166.0;166.0;;37.0;;7.0
1739;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2021;;;;;;;;;;;318.0;88240.0;;318.0;318.0;;38.0;;8.0
1740;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2022;;;;;;;;;;;180.0;49998.0;;180.0;180.0;;38.0;;8.0
1741;Decentral electricity production;Total CHP and Eonly installations;Hydro power plant;2023;;;;;;;;;;;250.0;69369.0;;250.0;250.0;;38.0;;8.0
1742;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;1998;;;;;;;;;;;2304.0;640000.0;;2304.0;2304.0;;363.0;;1193.0
1743;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;1999;;;;;;;;;;;2322.0;645000.0;;2322.0;2322.0;;410.0;;1253.0
1744;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2000;;;;;;;;;;;2984.0;829000.0;;2984.0;2984.0;;447.0;;1291.0
1745;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2001;;;;;;;;;;;2970.0;825000.0;;2970.0;2970.0;;485.0;;1342.0
1746;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2002;;;;;;;;;;;3406.0;946000.0;;3406.0;3406.0;;670.0;;1450.0
1747;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2003;;;;;;;;;;;4745.0;1318000.0;;4745.0;4745.0;;906.0;;1595.0
1748;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2004;;;;;;;;;;;6721.0;1867000.0;;6721.0;6721.0;;1073.0;;1651.0
1749;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2005;;;;;;;;;;;7441.0;2067000.0;;7441.0;7441.0;;1224.0;;1709.0
1750;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2006;;;;;;;;;;;9842.0;2734000.0;;9842.0;9842.0;;1559.0;;1828.0
1751;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2007;;;;;;;;;;;12373.0;3437000.0;;12373.0;12373.0;;1748.0;;1889.0
1752;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2008;;;;;;;;;;;15336.0;4260000.0;;15336.0;15336.0;;2149.0;;2038.0
1753;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2009;;;;;;;;;;;16492.0;4581000.0;;16492.0;16492.0;;2222.0;;1972.0
1754;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2010;;;;;;;;;;;14375.0;3993000.0;;14375.0;14375.0;;2237.0;;1973.0
1755;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2011;;;;;;;;;;;18361.0;5100171.0;;18361.0;18361.0;;2316.0;;1978.0
1756;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2012;;;;;;;;;;;17935.0;4981829.0;;17935.0;17935.0;;2434.0;;1984.0
1757;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2013;;;;;;;;;;;20258.0;5627148.0;;20258.0;20258.0;;2707.0;;2071.0
1758;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2014;;;;;;;;;;;20869.0;5797000.0;;20869.0;20869.0;;2873.0;;2085.0
1759;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2015;;;;;;;;;;;27179.0;7549858.0;;27179.0;27179.0;;3391.0;;2171.0
1760;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2016;;;;;;;;;;;29414.0;8170446.0;;29414.0;29414.0;;4257.0;;2331.0
1761;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2017;;;;;;;;;;;38048.0;10568801.0;;38048.0;38048.0;;4202.0;;2270.0
1762;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2018;;;;;;;;;;;37975.0;10548511.0;;37975.0;37975.0;;4393.0;;2318.0
1763;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2019;;;;;;;;;;;41429.0;11507927.0;;41429.0;41429.0;;4484.0;;2321.0
1764;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2020;;;;;;;;;;;55000.0;15277726.0;;55000.0;55000.0;;6648.0;;2612.0
1765;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2021;;;;;;;;;;;65244.0;18123360.0;;65244.0;65244.0;;7646.0;;2770.0
1766;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2022;;;;;;;;;;;77637.0;21565971.0;;77637.0;77637.0;;8700.0;;2918.0
1767;Decentral electricity production;Total CHP and Eonly installations;Wind turbine;2023;;;;;;;;;;;106290.0;29525082.0;;106290.0;106290.0;;10734.0;;3157.0
1768;Decentral electricity production;Total CHP and Eonly installations;Solar cells;1998;;;;;;;;;;;13.0;3500.0;;13.0;13.0;;6.0;;
1769;Decentral electricity production;Total CHP and Eonly installations;Solar cells;1999;;;;;;;;;;;19.0;5270.0;;19.0;19.0;;9.0;;
1770;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2000;;;;;;;;;;;28.0;7710.0;;28.0;28.0;;13.0;;
1771;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2001;;;;;;;;;;;47.0;13060.0;;47.0;47.0;;21.0;;
1772;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2002;;;;;;;;;;;61.0;17040.0;;61.0;61.0;;26.0;;
1773;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2003;;;;;;;;;;;111.0;30740.0;;111.0;111.0;;46.0;;
1774;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2004;;;;;;;;;;;119.0;33140.0;;119.0;119.0;;50.0;;
1775;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2005;;;;;;;;;;;123.0;34199.0;;123.0;123.0;;51.0;;
1776;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2006;;;;;;;;;;;127.0;35223.0;;127.0;127.0;;53.0;;
1777;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2007;;;;;;;;;;;129.0;35712.0;;129.0;129.0;;53.0;;
1778;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2008;;;;;;;;;;;138.0;38460.0;;138.0;138.0;;57.0;;
1779;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2009;;;;;;;;;;;166.0;46000.0;;166.0;166.0;;68.0;;
1780;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2010;;;;;;;;;;;214.0;59442.0;;214.0;214.0;;88.0;;
1781;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2011;;;;;;;;;;;361.0;100344.0;;361.0;361.0;;145.0;;
1782;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2012;;;;;;;;;;;914.0;253753.0;;914.0;914.0;;365.0;;
1783;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2013;;;;;;;;;;;1857.0;515900.0;;1857.0;1857.0;;739.0;;
1784;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2014;;;;;;;;;;;2826.0;785000.0;;2826.0;2826.0;;1021.0;;
1785;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2015;;;;;;;;;;;3991.0;1108520.0;;3991.0;3991.0;;1526.0;;
1786;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2016;;;;;;;;;;;5767.0;1601808.0;;5767.0;5767.0;;2135.0;;
1787;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2017;;;;;;;;;;;7936.0;2204346.0;;7936.0;7936.0;;2911.0;;
1788;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2018;;;;;;;;;;;13348.0;3707792.0;;13348.0;13348.0;;4608.0;;
1789;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2019;;;;;;;;;;;19438.0;5399406.0;;19438.0;19438.0;;7228.0;;0.0
1790;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2020;;;;;;;;;;;30841.0;8567013.0;;30841.0;30841.0;;11110.0;;0.0
1791;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2021;;;;;;;;;;;40694.0;11303873.0;;40694.0;40694.0;;14823.0;;1730285.0
1792;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2022;;;;;;;;;;;59964.0;16656805.0;;59964.0;59964.0;;17356.0;;2298859.0
1793;Decentral electricity production;Total CHP and Eonly installations;Solar cells;2023;;;;;;;;;;;70481.0;19578188.0;;70481.0;70481.0;;21275.0;;2875487.0
1794;Decentral electricity production;Total CHP and Eonly installations;Other installation types;1998;770.0;6975.0;13276.0;;;770.0;221.0;549.0;;;1103.0;264782.0;149.0;1103.0;953.0;149.0;72.0;90253.0;30.0
1795;Decentral electricity production;Total CHP and Eonly installations;Other installation types;1999;605.0;3999.0;11637.0;;;605.0;127.0;478.0;;;949.0;218874.0;162.0;949.0;788.0;162.0;67.0;84853.0;26.0
1796;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2000;592.0;3999.0;11332.0;;;592.0;127.0;466.0;;;1040.0;248241.0;146.0;1040.0;894.0;146.0;67.0;83187.0;25.0
1797;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2001;592.0;3999.0;11334.0;;;592.0;127.0;466.0;;;972.0;229320.0;146.0;972.0;826.0;146.0;67.0;83187.0;26.0
1798;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2002;592.0;3999.0;11334.0;;;592.0;127.0;466.0;;;1001.0;237487.0;146.0;1001.0;855.0;146.0;67.0;83187.0;26.0
1799;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2003;610.0;3999.0;11332.0;;;610.0;127.0;484.0;;;996.0;236126.0;146.0;996.0;850.0;146.0;67.0;81521.0;25.0
1800;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2004;592.0;3408.0;11328.0;;;592.0;108.0;484.0;;;927.0;215649.0;150.0;927.0;776.0;150.0;64.0;69200.0;18.0
1801;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2005;639.0;4083.0;12413.0;;;639.0;129.0;510.0;;;1169.0;257339.0;242.0;1169.0;926.0;242.0;64.0;69200.0;18.0
1802;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2006;659.0;4638.0;12434.0;;;659.0;147.0;512.0;;;966.0;198883.0;250.0;966.0;716.0;250.0;64.0;69200.0;18.0
1803;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2007;439.0;2392.0;8798.0;;;439.0;76.0;363.0;;;926.0;222219.0;126.0;926.0;800.0;126.0;65.0;69200.0;19.0
1804;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2008;337.0;2860.0;8448.0;;242.0;337.0;91.0;5.0;;242.0;893.0;207153.0;147.0;893.0;746.0;147.0;72.0;97909.0;21.0
1805;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2009;764.0;2457.0;8489.0;;324.0;764.0;78.0;362.0;;324.0;877.0;198053.0;164.0;877.0;713.0;164.0;65.0;97909.0;18.0
1806;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2010;751.0;2400.0;8310.0;;320.0;751.0;76.0;355.0;;320.0;942.0;217525.0;159.0;942.0;783.0;159.0;65.0;97909.0;18.0
1807;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2011;447.0;4110.0;5720.0;;72.0;447.0;130.0;244.0;;72.0;718.0;161398.0;137.0;718.0;581.0;137.0;64.0;97909.0;17.0
1808;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2012;308.0;1992.0;3816.0;;82.0;308.0;63.0;163.0;;82.0;604.0;144963.0;82.0;604.0;522.0;82.0;53.0;97909.0;12.0
1809;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2013;535.0;16400.0;368.0;;;535.0;519.0;16.0;;;825.0;181820.0;171.0;825.0;655.0;171.0;45.0;58200.0;11.0
1810;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2014;640.0;20160.0;215.0;;;640.0;638.0;2.0;;;823.0;177412.0;185.0;823.0;639.0;185.0;43.0;58200.0;10.0
1811;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2015;626.0;19205.0;423.0;;;626.0;608.0;18.0;;;681.0;179249.0;35.0;681.0;645.0;35.0;40.0;60000.0;10.0
1812;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2016;601.0;18729.0;190.0;;;601.0;593.0;8.0;;;764.0;196479.0;56.0;764.0;707.0;56.0;40.0;60000.0;10.0
1813;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2017;560.0;17284.0;305.0;;;560.0;547.0;13.0;;;791.0;187314.0;117.0;791.0;674.0;117.0;40.0;60000.0;10.0
1814;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2018;576.0;17930.0;199.0;;;576.0;567.0;9.0;;;690.0;160594.0;112.0;690.0;578.0;112.0;40.0;60000.0;11.0
1815;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2019;553.0;17181.0;224.0;;;553.0;544.0;10.0;;;672.0;156477.0;108.0;672.0;563.0;108.0;40.0;60000.0;11.0
1816;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2020;552.0;17241.0;158.0;;;552.0;546.0;7.0;;;765.0;183978.0;103.0;765.0;662.0;103.0;48.0;70200.0;11.0
1817;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2021;513.0;16070.0;102.0;;;513.0;509.0;4.0;;;796.0;188557.0;117.0;796.0;679.0;117.0;48.0;70200.0;11.0
1818;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2022;809.0;16449.0;89.0;;285.0;809.0;521.0;4.0;;285.0;1056.0;261477.0;115.0;1056.0;941.0;115.0;182.0;70200.0;35.0
1819;Decentral electricity production;Total CHP and Eonly installations;Other installation types;2023;888.0;16453.0;112.0;;363.0;888.0;521.0;5.0;;363.0;1033.0;254857.0;115.0;1033.0;917.0;115.0;281.0;68400.0;52.0
1820;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;1998;341962.0;8665470.0;405659.0;;51064.0;341962.0;274262.0;16635.0;;51064.0;274224.0;25443388.0;182628.0;274224.0;91596.0;182628.0;4797.0;47598801.0;3846.0
1821;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;1999;348194.0;8918971.0;365442.0;;50923.0;348194.0;282285.0;14986.0;;50923.0;276562.0;26223523.0;182157.0;276562.0;94405.0;182157.0;4775.0;46361866.0;3921.0
1822;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2000;348223.0;8888511.0;354582.0;;52361.0;348223.0;281321.0;14540.0;;52361.0;278427.0;26218965.0;184039.0;278427.0;94388.0;184039.0;4805.0;46388091.0;3930.0
1823;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2001;353443.0;9030668.0;339845.0;;53688.0;353443.0;285821.0;13935.0;;53688.0;276085.0;27151358.0;178340.0;276085.0;97745.0;178340.0;5108.0;46618247.0;3825.0
1824;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2002;345326.0;8872100.0;350501.0;;50153.0;345326.0;280802.0;14371.0;;50153.0;273436.0;26446426.0;178229.0;273436.0;95207.0;178229.0;5078.0;46349065.0;3725.0
1825;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2003;344862.0;8876548.0;348232.0;;49622.0;344862.0;280943.0;14297.0;;49622.0;272705.0;26612618.0;176900.0;272705.0;95805.0;176900.0;5080.0;46411276.0;3519.0
1826;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2004;340434.0;8824868.0;359023.0;;46388.0;340434.0;279307.0;14739.0;;46388.0;267641.0;26332866.0;172842.0;267641.0;94798.0;172842.0;5145.0;46264258.0;3584.0
1827;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2005;347691.0;8760582.0;269176.0;;59381.0;347691.0;277272.0;11037.0;;59381.0;271714.0;26241622.0;177244.0;271714.0;94470.0;177244.0;5375.0;47088146.0;3693.0
1828;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2006;361110.0;8664252.0;259201.0;;76257.0;361110.0;274224.0;10629.0;;76257.0;274115.0;26849406.0;177458.0;274115.0;96658.0;177458.0;6117.0;50363869.0;4042.0
1829;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2007;391333.0;9325803.0;273673.0;;84948.0;391333.0;295162.0;11223.0;;84948.0;294412.0;30018371.0;186346.0;294412.0;108066.0;186346.0;6853.0;52916723.0;4397.0
1830;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2008;435220.0;10565641.0;278049.0;;89759.0;435220.0;334403.0;11059.0;;89759.0;327138.0;34073443.0;204473.0;327138.0;122664.0;204473.0;7484.0;56281435.0;4633.0
1831;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2009;409055.0;10136605.0;8489.0;;87869.0;409055.0;320824.0;362.0;;87869.0;304631.0;34544709.0;180270.0;304631.0;124361.0;180270.0;7606.0;56936988.0;4528.0
1832;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2010;428830.0;10636325.0;8310.0;;91836.0;428830.0;336640.0;355.0;;91836.0;317117.0;36059588.0;187302.0;317117.0;129815.0;187302.0;7590.0;54482702.0;4395.0
1833;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2011;422932.0;10064903.0;7858.0;;104042.0;422932.0;318554.0;336.0;;104042.0;312830.0;35548462.0;184855.0;312830.0;127974.0;184855.0;7715.0;55658151.0;4398.0
1834;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2012;399709.0;9117312.0;8281.0;;110793.0;399709.0;288563.0;354.0;;110793.0;299547.0;31405223.0;186488.0;299547.0;113059.0;186488.0;7673.0;55159944.0;4391.0
1835;Decentral electricity production;Combined Heat and Power (CHP);Total of installations;2013;395303.0;8724702.0;3581.0;;119014.0;395303.0;276137.0;153.0;;119014.0;290922.0;30312521.0;181797.0;290922.0;109125.0;181797.0;7591.0;52993057.0;4360.0
