ID;Herkomstland;Geboorteland;Perioden;BevolkingOp1Januari_1;LevendGeborenKinderen_2;Overledenen_3;Immigratie_4;EmigratieInclusiefCorrecties_5;MigratiesaldoInclusiefCorrecties_6
78;Totaal;Geboren in Nederland;2053;3274064.0;73364.0;14002;14499;28411;-13912
79;Totaal;Geboren in Nederland;2054;3319513.0;73658.0;14238;14657;28682;-14025
80;Totaal;Geboren in Nederland;2055;3364908.0;73959.0;14477;14797;28961;-14164
81;Totaal;Geboren in Nederland;2056;3410225.0;74271.0;14718;14964;29243;-14279
82;Totaal;Geboren in Nederland;2057;3455499.0;74606.0;14960;15103;29527;-14424
83;Totaal;Geboren in Nederland;2058;3500720.0;74969.0;15203;15263;29810;-14547
84;Totaal;Geboren in Nederland;2059;3545940.0;75346.0;15448;15452;30088;-14636
85;Totaal;Geboren in Nederland;2060;3591201.0;75762.0;15698;15589;30362;-14773
86;Totaal;Geboren in Nederland;2061;3636492.0;76201.0;15957;15776;30633;-14857
87;Totaal;Geboren in Nederland;2062;3681879.0;76653.0;16228;15946;30897;-14951
88;Totaal;Geboren in Nederland;2063;3727353.0;77126.0;16514;16112;31155;-15043
89;Totaal;Geboren in Nederland;2064;3772921.0;77593.0;16824;16308;31407;-15099
90;Totaal;Geboren in Nederland;2065;3818592.0;78054.0;17161;16444;31655;-15211
91;Totaal;Geboren in Nederland;2066;3864275.0;78501.0;17532;16631;31899;-15268
92;Totaal;Geboren in Nederland;2067;3909976.0;78927.0;17939;16781;32138;-15356
93;Totaal;Geboren in Nederland;2068;3955607.0;79319.0;18386;16893;32370;-15477
94;Totaal;Geboren in Nederland;2069;4001062.0;79683.0;18871;17047;32596;-15549
95;Totaal;Geboren in Nederland;2070;4046326.0;80008.0;19395;17180;32817;-15637
96;Totaal;Geboren buiten Nederland;2023;;;16058;311469;151319;160150
97;Totaal;Geboren buiten Nederland;2024;2921043.0;;16407;296526;159244;137282
98;Totaal;Geboren buiten Nederland;2025;3041918.0;;16759;288048;166326;121722
99;Totaal;Geboren buiten Nederland;2026;3146881.0;;17114;278940;172868;106072
100;Totaal;Geboren buiten Nederland;2027;3235838.0;;17474;279055;181470;97584
101;Totaal;Geboren buiten Nederland;2028;3315948.0;;17838;278530;190644;87886
102;Totaal;Geboren buiten Nederland;2029;3385995.0;;18211;279404;192401;87003
103;Totaal;Geboren buiten Nederland;2030;3454788.0;;18716;280006;193625;86381
104;Totaal;Geboren buiten Nederland;2031;3522453.0;;19230;280283;194446;85837
105;Totaal;Geboren buiten Nederland;2032;3589059.0;;19751;280146;194881;85265
106;Totaal;Geboren buiten Nederland;2033;3654573.0;;20280;279122;194894;84228
107;Totaal;Geboren buiten Nederland;2034;3718521.0;;20817;278100;195446;82654
108;Totaal;Geboren buiten Nederland;2035;3780358.0;;21364;278100;196009;82091
109;Totaal;Geboren buiten Nederland;2036;3841084.0;;21923;278100;196688;81413
110;Totaal;Geboren buiten Nederland;2037;3900573.0;;22495;278100;197386;80714
111;Totaal;Geboren buiten Nederland;2038;3958793.0;;23079;278100;198010;80090
112;Totaal;Geboren buiten Nederland;2039;4015804.0;;23675;278100;198558;79542
113;Totaal;Geboren buiten Nederland;2040;4071671.0;;24278;278100;199070;79030
114;Totaal;Geboren buiten Nederland;2041;4126424.0;;24892;278100;199528;78572
115;Totaal;Geboren buiten Nederland;2042;4180103.0;;25510;278100;199943;78157
116;Totaal;Geboren buiten Nederland;2043;4232749.0;;26137;278100;200345;77755
117;Totaal;Geboren buiten Nederland;2044;4284368.0;;26765;278100;200711;77389
118;Totaal;Geboren buiten Nederland;2045;4334993.0;;27396;278100;201036;77064
119;Totaal;Geboren buiten Nederland;2046;4384660.0;;28028;278100;201303;76797
120;Totaal;Geboren buiten Nederland;2047;4433428.0;;28660;278100;201514;76586
121;Totaal;Geboren buiten Nederland;2048;4481354.0;;29295;278100;201699;76401
122;Totaal;Geboren buiten Nederland;2049;4528461.0;;29934;278100;201862;76238
123;Totaal;Geboren buiten Nederland;2050;4574765.0;;30576;278100;201978;76122
124;Totaal;Geboren buiten Nederland;2051;4620311.0;;31225;278100;202166;75934
125;Totaal;Geboren buiten Nederland;2052;4665020.0;;31875;278100;202267;75833
126;Totaal;Geboren buiten Nederland;2053;4708978.0;;32523;278100;202294;75806
127;Totaal;Geboren buiten Nederland;2054;4752262.0;;33165;278100;202321;75778
128;Totaal;Geboren buiten Nederland;2055;4794874.0;;33800;278100;202355;75745
129;Totaal;Geboren buiten Nederland;2056;4836819.0;;34425;278100;202395;75705
130;Totaal;Geboren buiten Nederland;2057;4878100.0;;35038;278100;202441;75659
131;Totaal;Geboren buiten Nederland;2058;4918721.0;;35638;278100;202494;75606
132;Totaal;Geboren buiten Nederland;2059;4958688.0;;36224;278100;202547;75553
133;Totaal;Geboren buiten Nederland;2060;4998017.0;;36792;278100;202598;75501
134;Totaal;Geboren buiten Nederland;2061;5036727.0;;37348;278100;202652;75448
135;Totaal;Geboren buiten Nederland;2062;5074828.0;;37890;278100;202704;75396
136;Totaal;Geboren buiten Nederland;2063;5112334.0;;38417;278100;202759;75341
137;Totaal;Geboren buiten Nederland;2064;5149259.0;;38931;278100;202816;75284
138;Totaal;Geboren buiten Nederland;2065;5185612.0;;39437;278100;202877;75223
139;Totaal;Geboren buiten Nederland;2066;5221398.0;;39936;278100;202937;75163
140;Totaal;Geboren buiten Nederland;2067;5256625.0;;40434;278100;202997;75103
141;Totaal;Geboren buiten Nederland;2068;5291295.0;;40927;278100;203054;75046
142;Totaal;Geboren buiten Nederland;2069;5325413.0;;41421;278100;203111;74989
143;Totaal;Geboren buiten Nederland;2070;5358982.0;;41919;278100;203168;74932
144;Europa (exclusief Nederland);Totaal;2023;;14819.0;12062;172842;112365;60477
145;Europa (exclusief Nederland);Totaal;2024;1687721.0;15161.0;12150;159819;113745;46075
146;Europa (exclusief Nederland);Totaal;2025;1736804.0;15571.0;12226;151790;114224;37566
147;Europa (exclusief Nederland);Totaal;2026;1777715.0;16069.0;12288;143226;113954;29272
148;Europa (exclusief Nederland);Totaal;2027;1810768.0;16656.0;12346;144040;115446;28594
149;Europa (exclusief Nederland);Totaal;2028;1843671.0;17318.0;12398;143316;116930;26386
150;Europa (exclusief Nederland);Totaal;2029;1874977.0;18045.0;12444;142807;116866;25941
151;Europa (exclusief Nederland);Totaal;2030;1906520.0;18815.0;12566;142216;116580;25636
152;Europa (exclusief Nederland);Totaal;2031;1938407.0;19594.0;12669;141572;116089;25483
153;Europa (exclusief Nederland);Totaal;2032;1970815.0;20363.0;12757;140791;115397;25394
154;Europa (exclusief Nederland);Totaal;2033;2003815.0;21104.0;12828;139842;114501;25341
155;Europa (exclusief Nederland);Totaal;2034;2037433.0;21796.0;12882;138870;114402;24468
156;Europa (exclusief Nederland);Totaal;2035;2070817.0;22411.0;12921;138932;114402;24531
157;Europa (exclusief Nederland);Totaal;2036;2104837.0;22932.0;12948;138997;114591;24405
158;Europa (exclusief Nederland);Totaal;2037;2139227.0;23328.0;12963;139065;114869;24196
159;Europa (exclusief Nederland);Totaal;2038;2173785.0;23575.0;12971;139147;115136;24011
160;Europa (exclusief Nederland);Totaal;2039;2208400.0;23688.0;12971;139224;115392;23832
161;Europa (exclusief Nederland);Totaal;2040;2242950.0;23790.0;12967;139300;115641;23659
162;Europa (exclusief Nederland);Totaal;2041;2277432.0;23885.0;12964;139372;115870;23502
163;Europa (exclusief Nederland);Totaal;2042;2311855.0;23979.0;12967;139455;116075;23380
164;Europa (exclusief Nederland);Totaal;2043;2346247.0;24072.0;12975;139531;116269;23262
165;Europa (exclusief Nederland);Totaal;2044;2380606.0;24165.0;12995;139619;116458;23161
166;Europa (exclusief Nederland);Totaal;2045;2414936.0;24265.0;13032;139674;116633;23041
167;Europa (exclusief Nederland);Totaal;2046;2449209.0;24366.0;13089;139725;116792;22934
168;Europa (exclusief Nederland);Totaal;2047;2483421.0;24462.0;13168;139764;116934;22830
169;Europa (exclusief Nederland);Totaal;2048;2517546.0;24560.0;13276;139812;117067;22745
170;Europa (exclusief Nederland);Totaal;2049;2551574.0;24657.0;13414;139851;117185;22666
171;Europa (exclusief Nederland);Totaal;2050;2585484.0;24745.0;13576;139894;117284;22610
172;Europa (exclusief Nederland);Totaal;2051;2619265.0;24836.0;13764;139942;117418;22524
173;Europa (exclusief Nederland);Totaal;2052;2652860.0;24923.0;13971;139976;117528;22448
174;Europa (exclusief Nederland);Totaal;2053;2686259.0;25011.0;14200;140008;117633;22375
175;Europa (exclusief Nederland);Totaal;2054;2719444.0;25096.0;14443;140047;117741;22306
176;Europa (exclusief Nederland);Totaal;2055;2752402.0;25182.0;14695;140091;117854;22237
177;Europa (exclusief Nederland);Totaal;2056;2785127.0;25277.0;14954;140130;117963;22167
178;Europa (exclusief Nederland);Totaal;2057;2817615.0;25374.0;15215;140178;118073;22105
179;Europa (exclusief Nederland);Totaal;2058;2849878.0;25484.0;15475;140224;118183;22041
180;Europa (exclusief Nederland);Totaal;2059;2881928.0;25594.0;15732;140271;118294;21976
181;Europa (exclusief Nederland);Totaal;2060;2913768.0;25724.0;15979;140321;118405;21915
182;Europa (exclusief Nederland);Totaal;2061;2945425.0;25862.0;16220;140390;118518;21872
183;Europa (exclusief Nederland);Totaal;2062;2976938.0;26003.0;16451;140448;118630;21817
184;Europa (exclusief Nederland);Totaal;2063;3008308.0;26156.0;16673;140496;118746;21749
185;Europa (exclusief Nederland);Totaal;2064;3039543.0;26309.0;16886;140564;118857;21707
186;Europa (exclusief Nederland);Totaal;2065;3070673.0;26458.0;17095;140603;118969;21634
187;Europa (exclusief Nederland);Totaal;2066;3101671.0;26606.0;17301;140667;119080;21587
188;Europa (exclusief Nederland);Totaal;2067;3132562.0;26747.0;17507;140714;119188;21526
189;Europa (exclusief Nederland);Totaal;2068;3163327.0;26877.0;17720;140762;119296;21466
190;Europa (exclusief Nederland);Totaal;2069;3193951.0;26999.0;17937;140800;119400;21400
191;Europa (exclusief Nederland);Totaal;2070;3224413.0;27109.0;18165;140842;119500;21342
192;Europa (exclusief Nederland);Geboren in Nederland;2023;;14819.0;7422;2161;5436;-3275
193;Europa (exclusief Nederland);Geboren in Nederland;2024;609048.0;15161.0;7419;2192;5614;-3421
194;Europa (exclusief Nederland);Geboren in Nederland;2025;613367.0;15571.0;7409;2286;5795;-3509
195;Europa (exclusief Nederland);Geboren in Nederland;2026;618019.0;16069.0;7386;2359;5996;-3637
196;Europa (exclusief Nederland);Geboren in Nederland;2027;623065.0;16656.0;7354;2453;6208;-3755
197;Europa (exclusief Nederland);Geboren in Nederland;2028;628611.0;17318.0;7312;2580;6424;-3844
198;Europa (exclusief Nederland);Geboren in Nederland;2029;634773.0;18045.0;7259;2659;6552;-3893
199;Europa (exclusief Nederland);Geboren in Nederland;2030;641667.0;18815.0;7244;2721;6683;-3962
200;Europa (exclusief Nederland);Geboren in Nederland;2031;649277.0;19594.0;7211;2806;6817;-4011
201;Europa (exclusief Nederland);Geboren in Nederland;2032;657651.0;20363.0;7162;2876;6953;-4077
202;Europa (exclusief Nederland);Geboren in Nederland;2033;666774.0;21104.0;7099;2951;7088;-4137
203;Europa (exclusief Nederland);Geboren in Nederland;2034;676643.0;21796.0;7020;3001;7252;-4251
204;Europa (exclusief Nederland);Geboren in Nederland;2035;687170.0;22411.0;6927;3063;7420;-4356
205;Europa (exclusief Nederland);Geboren in Nederland;2036;698298.0;22932.0;6823;3128;7591;-4463
206;Europa (exclusief Nederland);Geboren in Nederland;2037;709943.0;23328.0;6708;3196;7762;-4566
207;Europa (exclusief Nederland);Geboren in Nederland;2038;721996.0;23575.0;6584;3278;7920;-4642
208;Europa (exclusief Nederland);Geboren in Nederland;2039;734345.0;23688.0;6451;3355;8065;-4710
209;Europa (exclusief Nederland);Geboren in Nederland;2040;746872.0;23790.0;6309;3431;8190;-4759
210;Europa (exclusief Nederland);Geboren in Nederland;2041;759592.0;23885.0;6165;3503;8299;-4796
211;Europa (exclusief Nederland);Geboren in Nederland;2042;772518.0;23979.0;6020;3586;8394;-4808
212;Europa (exclusief Nederland);Geboren in Nederland;2043;785669.0;24072.0;5873;3662;8481;-4819
213;Europa (exclusief Nederland);Geboren in Nederland;2044;799048.0;24165.0;5731;3750;8562;-4812
214;Europa (exclusief Nederland);Geboren in Nederland;2045;812670.0;24265.0;5598;3805;8639;-4834
215;Europa (exclusief Nederland);Geboren in Nederland;2046;826502.0;24366.0;5472;3856;8714;-4858
216;Europa (exclusief Nederland);Geboren in Nederland;2047;840539.0;24462.0;5359;3895;8787;-4892
217;Europa (exclusief Nederland);Geboren in Nederland;2048;854750.0;24560.0;5264;3943;8861;-4918
218;Europa (exclusief Nederland);Geboren in Nederland;2049;869128.0;24657.0;5189;3982;8937;-4955
219;Europa (exclusief Nederland);Geboren in Nederland;2050;883641.0;24745.0;5130;4025;9016;-4991
220;Europa (exclusief Nederland);Geboren in Nederland;2051;898266.0;24836.0;5087;4073;9102;-5029
221;Europa (exclusief Nederland);Geboren in Nederland;2052;912986.0;24923.0;5057;4107;9192;-5085
222;Europa (exclusief Nederland);Geboren in Nederland;2053;927766.0;25011.0;5040;4139;9285;-5146
223;Europa (exclusief Nederland);Geboren in Nederland;2054;942590.0;25096.0;5033;4178;9381;-5203
224;Europa (exclusief Nederland);Geboren in Nederland;2055;957450.0;25182.0;5031;4222;9481;-5259
225;Europa (exclusief Nederland);Geboren in Nederland;2056;972343.0;25277.0;5031;4261;9581;-5320
226;Europa (exclusief Nederland);Geboren in Nederland;2057;987267.0;25374.0;5031;4309;9682;-5373
227;Europa (exclusief Nederland);Geboren in Nederland;2058;1002236.0;25484.0;5028;4355;9784;-5429
228;Europa (exclusief Nederland);Geboren in Nederland;2059;1017263.0;25594.0;5021;4402;9883;-5482
229;Europa (exclusief Nederland);Geboren in Nederland;2060;1032355.0;25724.0;5005;4452;9981;-5530
230;Europa (exclusief Nederland);Geboren in Nederland;2061;1047542.0;25862.0;4982;4521;10078;-5557
231;Europa (exclusief Nederland);Geboren in Nederland;2062;1062863.0;26003.0;4950;4579;10173;-5594
232;Europa (exclusief Nederland);Geboren in Nederland;2063;1078323.0;26156.0;4910;4627;10267;-5640
233;Europa (exclusief Nederland);Geboren in Nederland;2064;1093930.0;26309.0;4863;4695;10357;-5662
234;Europa (exclusief Nederland);Geboren in Nederland;2065;1109715.0;26458.0;4811;4734;10445;-5711
235;Europa (exclusief Nederland);Geboren in Nederland;2066;1125652.0;26606.0;4758;4798;10532;-5734
236;Europa (exclusief Nederland);Geboren in Nederland;2067;1141766.0;26747.0;4705;4845;10617;-5772
237;Europa (exclusief Nederland);Geboren in Nederland;2068;1158036.0;26877.0;4656;4893;10700;-5807
238;Europa (exclusief Nederland);Geboren in Nederland;2069;1174450.0;26999.0;4614;4931;10781;-5850
239;Europa (exclusief Nederland);Geboren in Nederland;2070;1190984.0;27109.0;4580;4973;10858;-5885
240;Europa (exclusief Nederland);Geboren buiten Nederland;2023;;;4640;170681;106929;63752
241;Europa (exclusief Nederland);Geboren buiten Nederland;2024;1078673.0;;4731;157627;108131;49496
242;Europa (exclusief Nederland);Geboren buiten Nederland;2025;1123437.0;;4817;149504;108429;41075
243;Europa (exclusief Nederland);Geboren buiten Nederland;2026;1159696.0;;4902;140867;107958;32909
244;Europa (exclusief Nederland);Geboren buiten Nederland;2027;1187703.0;;4992;141587;109238;32349
245;Europa (exclusief Nederland);Geboren buiten Nederland;2028;1215060.0;;5086;140736;110506;30230
246;Europa (exclusief Nederland);Geboren buiten Nederland;2029;1240204.0;;5185;140148;110314;29834
247;Europa (exclusief Nederland);Geboren buiten Nederland;2030;1264853.0;;5322;139495;109897;29598
248;Europa (exclusief Nederland);Geboren buiten Nederland;2031;1289130.0;;5458;138766;109272;29494
249;Europa (exclusief Nederland);Geboren buiten Nederland;2032;1313164.0;;5595;137915;108444;29471
250;Europa (exclusief Nederland);Geboren buiten Nederland;2033;1337041.0;;5729;136891;107413;29478
251;Europa (exclusief Nederland);Geboren buiten Nederland;2034;1360790.0;;5862;135869;107150;28719
252;Europa (exclusief Nederland);Geboren buiten Nederland;2035;1383647.0;;5994;135869;106982;28887
253;Europa (exclusief Nederland);Geboren buiten Nederland;2036;1406539.0;;6125;135869;107000;28868
254;Europa (exclusief Nederland);Geboren buiten Nederland;2037;1429284.0;;6255;135869;107107;28762
255;Europa (exclusief Nederland);Geboren buiten Nederland;2038;1451789.0;;6387;135869;107216;28653
256;Europa (exclusief Nederland);Geboren buiten Nederland;2039;1474055.0;;6520;135869;107327;28542
257;Europa (exclusief Nederland);Geboren buiten Nederland;2040;1496078.0;;6658;135869;107451;28418
258;Europa (exclusief Nederland);Geboren buiten Nederland;2041;1517840.0;;6799;135869;107571;28298
259;Europa (exclusief Nederland);Geboren buiten Nederland;2042;1539337.0;;6947;135869;107681;28188
260;Europa (exclusief Nederland);Geboren buiten Nederland;2043;1560578.0;;7102;135869;107788;28081
261;Europa (exclusief Nederland);Geboren buiten Nederland;2044;1581558.0;;7264;135869;107896;27973
262;Europa (exclusief Nederland);Geboren buiten Nederland;2045;1602266.0;;7434;135869;107994;27875
263;Europa (exclusief Nederland);Geboren buiten Nederland;2046;1622707.0;;7617;135869;108078;27792
264;Europa (exclusief Nederland);Geboren buiten Nederland;2047;1642882.0;;7809;135869;108147;27722
265;Europa (exclusief Nederland);Geboren buiten Nederland;2048;1662796.0;;8012;135869;108206;27663
266;Europa (exclusief Nederland);Geboren buiten Nederland;2049;1682446.0;;8225;135869;108248;27621
267;Europa (exclusief Nederland);Geboren buiten Nederland;2050;1701843.0;;8446;135869;108268;27601
268;Europa (exclusief Nederland);Geboren buiten Nederland;2051;1720999.0;;8677;135869;108316;27553
269;Europa (exclusief Nederland);Geboren buiten Nederland;2052;1739874.0;;8914;135869;108336;27533
270;Europa (exclusief Nederland);Geboren buiten Nederland;2053;1758493.0;;9160;135869;108348;27521
271;Europa (exclusief Nederland);Geboren buiten Nederland;2054;1776854.0;;9410;135869;108360;27509
272;Europa (exclusief Nederland);Geboren buiten Nederland;2055;1794952.0;;9664;135869;108373;27496
273;Europa (exclusief Nederland);Geboren buiten Nederland;2056;1812784.0;;9923;135869;108382;27487
274;Europa (exclusief Nederland);Geboren buiten Nederland;2057;1830348.0;;10184;135869;108391;27478
275;Europa (exclusief Nederland);Geboren buiten Nederland;2058;1847642.0;;10447;135869;108399;27470
276;Europa (exclusief Nederland);Geboren buiten Nederland;2059;1864665.0;;10711;135869;108411;27458
277;Europa (exclusief Nederland);Geboren buiten Nederland;2060;1881413.0;;10974;135869;108424;27445
278;Europa (exclusief Nederland);Geboren buiten Nederland;2061;1897883.0;;11238;135869;108440;27429
279;Europa (exclusief Nederland);Geboren buiten Nederland;2062;1914075.0;;11501;135869;108457;27411
280;Europa (exclusief Nederland);Geboren buiten Nederland;2063;1929985.0;;11763;135869;108479;27389
281;Europa (exclusief Nederland);Geboren buiten Nederland;2064;1945613.0;;12023;135869;108500;27369
282;Europa (exclusief Nederland);Geboren buiten Nederland;2065;1960958.0;;12284;135869;108524;27345
283;Europa (exclusief Nederland);Geboren buiten Nederland;2066;1976019.0;;12543;135869;108548;27321
284;Europa (exclusief Nederland);Geboren buiten Nederland;2067;1990796.0;;12802;135869;108571;27298
285;Europa (exclusief Nederland);Geboren buiten Nederland;2068;2005291.0;;13064;135869;108596;27273
286;Europa (exclusief Nederland);Geboren buiten Nederland;2069;2019501.0;;13323;135869;108619;27250
287;Europa (exclusief Nederland);Geboren buiten Nederland;2070;2033429.0;;13585;135869;108642;27227
288;Buiten Europa;Totaal;2023;;32221.0;13761;146415;53331;93084
289;Buiten Europa;Totaal;2024;3320196.0;33052.0;14113;144017;60908;83109
290;Buiten Europa;Totaal;2025;3422248.0;33932.0;14473;143423;68626;74796
291;Buiten Europa;Totaal;2026;3516502.0;34841.0;14852;142814;76690;66123
292;Buiten Europa;Totaal;2027;3602615.0;35785.0;15239;142230;85150;57079
293;Buiten Europa;Totaal;2028;3680243.0;36712.0;15629;143020;94317;48702
294;Buiten Europa;Totaal;2029;3750029.0;37689.0;16038;144961;96531;48431
295;Buiten Europa;Totaal;2030;3820112.0;38746.0;16568;146619;98450;48171
296;Buiten Europa;Totaal;2031;3890459.0;39794.0;17121;148219;100155;48064
297;Buiten Europa;Totaal;2032;3961198.0;40811.0;17692;149430;101660;47771
298;Buiten Europa;Totaal;2033;4032089.0;41778.0;18285;149895;102905;46992
299;Buiten Europa;Totaal;2034;4102570.0;42675.0;18899;150260;103924;46336
300;Buiten Europa;Totaal;2035;4172687.0;43482.0;19537;150530;104861;45669
301;Buiten Europa;Totaal;2036;4242299.0;44166.0;20201;150683;105755;44930
302;Buiten Europa;Totaal;2037;4311199.0;44714.0;20885;150799;106587;44213
303;Buiten Europa;Totaal;2038;4379241.0;45099.0;21592;150902;107329;43573
304;Buiten Europa;Totaal;2039;4446319.0;45380.0;22318;151021;107984;43038
305;Buiten Europa;Totaal;2040;4512417.0;45640.0;23054;151152;108567;42586
306;Buiten Europa;Totaal;2041;4577589.0;45876.0;23804;151272;109089;42182
307;Buiten Europa;Totaal;2042;4641844.0;46105.0;24559;151411;109568;41844
308;Buiten Europa;Totaal;2043;4705236.0;46327.0;25314;151522;110031;41492
