ID;VrachtautoSTrekkersLaadvermogenLV;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseVrachtvoertuigenInGebruik_10
370;Vrachtauto (LV) tot 7 000 kg;Voertuig 5 jaar oud;2022;41.4;39.5;1.9;44.4;41.4;4.9;38400;34189;4211;1156
371;Vrachtauto (LV) tot 7 000 kg;Voertuig 5 jaar oud;2023;45.7;43.8;1.9;48.8;45.7;5.1;37961;34022;3940;1286
372;Vrachtauto (LV) tot 7 000 kg;Voertuig 6 jaar oud;2018;42.6;40.4;2.2;47.6;40.4;7.2;37272;31668;5605;1276
373;Vrachtauto (LV) tot 7 000 kg;Voertuig 6 jaar oud;2019;39.5;37.6;1.9;43.3;37.6;5.7;35769;31049;4719;1210
374;Vrachtauto (LV) tot 7 000 kg;Voertuig 6 jaar oud;2020;30.2;28.8;1.4;32.5;28.8;3.8;33033;29212;3822;985
375;Vrachtauto (LV) tot 7 000 kg;Voertuig 6 jaar oud;2021;33.0;31.8;1.2;35.3;33.0;3.5;32252;29020;3232;1096
376;Vrachtauto (LV) tot 7 000 kg;Voertuig 6 jaar oud;2022;44.0;41.9;2.1;47.4;44.0;5.5;35861;31727;4134;1322
377;Vrachtauto (LV) tot 7 000 kg;Voertuig 6 jaar oud;2023;36.7;35.1;1.7;39.4;36.7;4.3;34358;30575;3783;1147
378;Vrachtauto (LV) tot 7 000 kg;Voertuig 7 jaar oud;2018;35.4;33.5;1.9;39.6;33.5;6.1;32973;27927;5046;1200
379;Vrachtauto (LV) tot 7 000 kg;Voertuig 7 jaar oud;2019;37.0;35.2;1.8;40.6;35.2;5.4;32709;28373;4336;1240
380;Vrachtauto (LV) tot 7 000 kg;Voertuig 7 jaar oud;2020;30.9;28.8;2.1;34.5;28.8;5.7;29862;24942;4920;1155
381;Vrachtauto (LV) tot 7 000 kg;Voertuig 7 jaar oud;2021;25.3;23.6;1.7;28.4;25.3;4.8;30849;25614;5235;921
382;Vrachtauto (LV) tot 7 000 kg;Voertuig 7 jaar oud;2022;30.9;29.7;1.2;32.8;30.9;3.1;30032;27163;2870;1093
383;Vrachtauto (LV) tot 7 000 kg;Voertuig 7 jaar oud;2023;39.7;37.5;2.2;43.2;39.7;5.7;33653;29188;4466;1285
384;Vrachtauto (LV) tot 7 000 kg;Voertuig 8 jaar oud;2018;27.0;25.7;1.3;29.8;25.7;4.1;27983;24144;3839;1064
385;Vrachtauto (LV) tot 7 000 kg;Voertuig 8 jaar oud;2019;30.1;28.9;1.2;32.5;28.9;3.6;28827;25623;3204;1128
386;Vrachtauto (LV) tot 7 000 kg;Voertuig 8 jaar oud;2020;28.5;27.1;1.4;31.0;27.1;3.9;27810;24313;3497;1113
387;Vrachtauto (LV) tot 7 000 kg;Voertuig 8 jaar oud;2021;25.2;23.6;1.7;28.3;25.2;4.8;27401;22801;4601;1034
388;Vrachtauto (LV) tot 7 000 kg;Voertuig 8 jaar oud;2022;24.0;22.9;1.1;25.7;24.0;2.8;28858;25708;3151;892
389;Vrachtauto (LV) tot 7 000 kg;Voertuig 8 jaar oud;2023;26.3;24.9;1.3;28.4;26.3;3.5;27464;24098;3367;1034
390;Vrachtauto (LV) tot 7 000 kg;Voertuig 9 jaar of ouder;2018;158.2;153.5;4.7;168.7;153.5;15.2;11475;10439;1036;14704
391;Vrachtauto (LV) tot 7 000 kg;Voertuig 9 jaar of ouder;2019;152.1;148.3;3.9;159.9;148.3;11.6;11102;10296;806;14401
392;Vrachtauto (LV) tot 7 000 kg;Voertuig 9 jaar of ouder;2020;133.7;128.3;5.4;143.1;128.3;14.8;10190;9135;1055;14042
393;Vrachtauto (LV) tot 7 000 kg;Voertuig 9 jaar of ouder;2021;138.3;133.4;4.9;147.4;138.3;14.0;10698;9683;1015;13775
394;Vrachtauto (LV) tot 7 000 kg;Voertuig 9 jaar of ouder;2022;137.2;130.3;6.9;148.3;137.2;18.1;10823;9504;1318;13707
395;Vrachtauto (LV) tot 7 000 kg;Voertuig 9 jaar of ouder;2023;131.3;126.8;4.5;138.4;131.3;11.6;10495;9614;880;13192
396;Vrachtauto (LV) 7 000 tot 12 000 kg;Totaal leeftijd voertuig;2018;624.5;587.9;36.5;705.9;587.9;118.0;37026;30839;6187;19065
397;Vrachtauto (LV) 7 000 tot 12 000 kg;Totaal leeftijd voertuig;2019;614.8;578.3;36.5;688.3;578.3;109.9;36022;30269;5753;19107
398;Vrachtauto (LV) 7 000 tot 12 000 kg;Totaal leeftijd voertuig;2020;577.5;541.5;36.0;639.6;541.5;98.1;34445;29163;5282;18568
399;Vrachtauto (LV) 7 000 tot 12 000 kg;Totaal leeftijd voertuig;2021;579.6;542.9;36.7;647.7;579.6;104.8;35726;29946;5780;18130
400;Vrachtauto (LV) 7 000 tot 12 000 kg;Totaal leeftijd voertuig;2022;589.5;551.6;37.9;651.3;589.5;99.7;35557;30115;5441;18316
401;Vrachtauto (LV) 7 000 tot 12 000 kg;Totaal leeftijd voertuig;2023;580.8;543.6;37.2;640.8;580.8;97.2;34332;29126;5207;18664
402;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 0 jaar oud;2018;39.3;37.8;1.5;42.8;37.8;5.0;32835;29006;3829;1303
403;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 0 jaar oud;2019;40.2;37.2;3.0;46.2;37.2;9.0;32501;26163;6338;1421
404;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 0 jaar oud;2020;28.9;27.2;1.7;31.8;27.2;4.5;30994;26560;4435;1025
405;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 0 jaar oud;2021;25.1;23.9;1.2;27.4;25.1;3.5;29285;25559;3727;934
406;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 0 jaar oud;2022;23.8;22.1;1.7;26.6;23.8;4.5;26272;21842;4430;1013
407;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 0 jaar oud;2023;30.4;29.3;1.1;32.1;30.4;2.8;25459;23225;2234;1261
408;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 1 jaar oud;2018;58.8;55.3;3.5;66.6;55.3;11.3;58611;48652;9959;1136
409;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 1 jaar oud;2019;68.2;64.4;3.8;75.8;64.4;11.3;57741;49104;8637;1312
410;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 1 jaar oud;2020;72.3;68.3;4.0;79.2;68.3;10.9;56080;48359;7721;1413
411;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 1 jaar oud;2021;51.0;48.1;2.9;56.5;51.0;8.4;55922;47617;8304;1010
412;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 1 jaar oud;2022;45.7;42.7;3.0;50.6;45.7;7.9;55127;46527;8599;918
413;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 1 jaar oud;2023;44.5;40.7;3.8;50.7;44.5;9.9;49873;40103;9770;1016
414;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 2 jaar oud;2018;60.9;57.3;3.6;68.8;57.3;11.5;61936;51617;10319;1111
415;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 2 jaar oud;2019;57.6;54.0;3.6;64.9;54.0;10.9;56928;47337;9590;1140
416;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 2 jaar oud;2020;67.6;63.6;4.0;74.4;63.6;10.8;56362;48186;8177;1320
417;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 2 jaar oud;2021;70.7;65.7;5.0;80.0;70.7;14.3;56290;46211;10079;1422
418;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 2 jaar oud;2022;52.0;48.5;3.5;57.7;52.0;9.2;56811;47786;9025;1015
419;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 2 jaar oud;2023;44.5;41.2;3.3;49.8;44.5;8.7;54174;44738;9436;920
420;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 3 jaar oud;2018;47.9;44.3;3.6;55.8;44.3;11.5;62169;49329;12840;898
421;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 3 jaar oud;2019;56.9;52.8;4.1;65.3;52.8;12.5;58681;47470;11210;1112
422;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 3 jaar oud;2020;54.5;50.2;4.3;61.9;50.2;11.7;54161;43885;10276;1143
423;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 3 jaar oud;2021;67.7;63.3;4.5;76.0;67.7;12.7;56669;47187;9482;1341
424;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 3 jaar oud;2022;71.7;67.1;4.6;79.3;71.7;12.2;55100;46614;8486;1439
425;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 3 jaar oud;2023;50.2;46.7;3.6;56.0;50.2;9.3;54180;45198;8982;1033
426;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 4 jaar oud;2018;34.3;32.3;2.0;38.7;32.3;6.3;58245;48712;9533;664
427;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 4 jaar oud;2019;46.5;43.5;3.0;52.4;43.5;9.0;58335;48363;9972;899
428;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 4 jaar oud;2020;52.9;48.3;4.6;60.9;48.3;12.6;54546;43232;11314;1117
429;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 4 jaar oud;2021;54.7;50.8;3.9;61.9;54.7;11.1;53521;43911;9611;1157
430;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 4 jaar oud;2022;67.8;63.2;4.6;75.3;67.8;12.2;54825;45962;8863;1374
431;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 4 jaar oud;2023;69.0;64.4;4.5;76.2;69.0;11.8;52032;43981;8051;1465
432;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 5 jaar oud;2018;47.2;44.4;2.8;53.5;44.4;9.1;58603;48671;9932;913
433;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 5 jaar oud;2019;31.2;29.0;2.2;35.6;29.0;6.6;52523;42794;9729;678
434;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 5 jaar oud;2020;43.1;40.2;2.9;48.1;40.2;8.0;53823;44913;8910;894
435;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 5 jaar oud;2021;53.0;49.1;3.9;60.3;53.0;11.2;53107;43237;9870;1135
436;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 5 jaar oud;2022;54.9;51.3;3.6;60.8;54.9;9.5;51353;43334;8019;1184
437;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 5 jaar oud;2023;66.0;61.9;4.2;72.8;66.0;10.9;52231;44408;7823;1393
438;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 6 jaar oud;2018;43.9;41.3;2.6;49.8;41.3;8.5;55411;45971;9440;898
439;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 6 jaar oud;2019;41.9;38.7;3.1;48.2;38.7;9.5;53626;43094;10532;899
440;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 6 jaar oud;2020;27.6;25.4;2.2;31.4;25.4;6.0;46578;37684;8894;675
441;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 6 jaar oud;2021;40.6;37.6;2.9;46.0;40.6;8.4;50904;41621;9283;904
442;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 6 jaar oud;2022;53.2;50.0;3.3;58.6;53.2;8.6;50632;43193;7439;1157
443;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 6 jaar oud;2023;51.6;48.9;2.8;56.1;51.6;7.3;47345;41226;6120;1185
444;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 7 jaar oud;2018;42.9;40.0;2.9;49.4;40.0;9.4;49812;40354;9458;992
445;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 7 jaar oud;2019;38.2;35.6;2.6;43.3;35.6;7.8;49031;40262;8769;884
446;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 7 jaar oud;2020;35.8;32.9;2.9;40.8;32.9;7.9;46637;37595;9043;874
447;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 7 jaar oud;2021;26.0;24.0;2.0;29.7;26.0;5.8;43757;35284;8473;679
448;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 7 jaar oud;2022;39.0;36.5;2.5;43.1;39.0;6.6;47230;40035;7195;912
449;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 7 jaar oud;2023;48.3;44.3;3.9;54.6;48.3;10.3;46924;38074;8850;1164
450;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 8 jaar oud;2018;39.7;37.0;2.7;45.7;37.0;8.7;44919;36342;8577;1018
451;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 8 jaar oud;2019;37.2;34.8;2.4;42.0;34.8;7.1;43621;36194;7427;962
452;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 8 jaar oud;2020;29.7;27.6;2.1;33.3;27.6;5.8;41205;34058;7147;809
453;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 8 jaar oud;2021;31.2;28.6;2.7;36.2;31.2;7.7;44701;35251;9450;810
454;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 8 jaar oud;2022;25.5;24.2;1.3;27.7;25.5;3.5;40479;35312;5167;685
455;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 8 jaar oud;2023;35.0;33.0;2.0;38.3;35.0;5.3;42886;36985;5901;893
456;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 9 jaar of ouder;2018;209.5;198.1;11.4;234.8;198.1;36.7;23176;19557;3619;10132
457;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 9 jaar of ouder;2019;197.1;188.4;8.7;214.6;188.4;26.3;21899;19220;2680;9800
458;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 9 jaar of ouder;2020;165.1;157.9;7.3;177.7;157.9;19.8;19109;16980;2129;9298
459;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 9 jaar of ouder;2021;159.6;152.0;7.6;173.7;159.6;21.8;19879;17390;2489;8738
460;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 9 jaar of ouder;2022;155.8;146.0;9.7;171.6;155.8;25.5;19906;16944;2962;8619
461;Vrachtauto (LV) 7 000 tot 12 000 kg;Voertuig 9 jaar of ouder;2023;141.3;133.2;8.0;154.2;141.3;21.0;18502;15987;2515;8334
462;Vrachtauto (LV) 12 000 tot 18 000 kg;Totaal leeftijd voertuig;2018;731.8;666.5;65.4;877.5;666.5;211.0;56203;42687;13517;15613
463;Vrachtauto (LV) 12 000 tot 18 000 kg;Totaal leeftijd voertuig;2019;725.5;654.4;71.2;868.8;654.4;214.4;54395;40970;13425;15972
464;Vrachtauto (LV) 12 000 tot 18 000 kg;Totaal leeftijd voertuig;2020;717.9;639.4;78.6;853.6;639.4;214.2;54135;40548;13587;15768
465;Vrachtauto (LV) 12 000 tot 18 000 kg;Totaal leeftijd voertuig;2021;717.7;638.9;78.8;864.0;717.7;225.2;54894;40589;14306;15740
466;Vrachtauto (LV) 12 000 tot 18 000 kg;Totaal leeftijd voertuig;2022;716.0;637.4;78.5;843.8;716.0;206.4;53012;40047;12965;15917
467;Vrachtauto (LV) 12 000 tot 18 000 kg;Totaal leeftijd voertuig;2023;693.1;615.0;78.1;818.7;693.1;203.8;50079;37616;12463;16349
468;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 0 jaar oud;2018;49.7;46.6;3.1;56.7;46.6;10.1;42435;34844;7592;1336
469;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 0 jaar oud;2019;49.6;45.0;4.6;58.9;45.0;14.0;44062;33625;10437;1337
470;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 0 jaar oud;2020;33.1;28.5;4.7;41.2;28.5;12.7;45276;31286;13990;910
471;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 0 jaar oud;2021;31.1;27.1;3.9;38.4;31.1;11.3;46275;32684;13591;830
472;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 0 jaar oud;2022;30.9;28.2;2.7;35.3;30.9;7.1;39817;31815;8002;886
473;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 0 jaar oud;2023;36.5;33.1;3.3;41.9;36.5;8.7;34374;27198;7175;1218
474;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 1 jaar oud;2018;85.9;78.8;7.1;101.8;78.8;23.0;90170;69811;20359;1129
475;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 1 jaar oud;2019;87.3;77.9;9.3;106.0;77.9;28.1;86051;63258;22793;1232
476;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 1 jaar oud;2020;89.6;80.7;8.9;104.9;80.7;24.2;80951;62264;18687;1296
477;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 1 jaar oud;2021;56.4;48.7;7.7;70.6;56.4;21.9;77935;53752;24183;906
478;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 1 jaar oud;2022;53.4;45.2;8.2;66.8;53.4;21.6;81913;55455;26458;815
479;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 1 jaar oud;2023;57.1;50.0;7.2;68.6;57.1;18.7;78803;57382;21421;871
480;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 2 jaar oud;2018;76.5;68.5;8.0;94.2;68.5;25.7;88557;64385;24172;1064
481;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 2 jaar oud;2019;83.2;75.5;7.7;98.7;75.5;23.2;87971;67320;20652;1122
482;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 2 jaar oud;2020;86.4;74.9;11.5;106.4;74.9;31.5;86552;60943;25609;1229
483;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 2 jaar oud;2021;89.9;81.2;8.7;106.0;89.9;24.7;81903;62786;19117;1294
484;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 2 jaar oud;2022;60.1;54.2;6.0;69.9;60.1;15.7;76543;59320;17222;913
485;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 2 jaar oud;2023;52.9;45.4;7.5;65.0;52.9;19.6;79341;55380;23961;819
486;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 3 jaar oud;2018;65.5;58.1;7.3;81.8;58.1;23.7;90511;64316;26195;904
487;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 3 jaar oud;2019;70.8;60.6;10.2;91.4;60.6;30.8;85050;56392;28658;1075
488;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 3 jaar oud;2020;78.5;67.7;10.8;97.2;67.7;29.5;86242;60056;26186;1127
489;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 3 jaar oud;2021;87.2;75.9;11.3;108.1;87.2;32.2;86839;60988;25851;1245
490;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 3 jaar oud;2022;88.7;80.1;8.6;102.8;88.7;22.7;78427;61104;17323;1311
491;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 3 jaar oud;2023;57.4;51.0;6.3;67.6;57.4;16.6;73307;55347;17960;922
492;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 4 jaar oud;2018;46.2;41.9;4.2;55.6;41.9;13.6;83556;63054;20503;665
493;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 4 jaar oud;2019;60.4;52.9;7.5;75.6;52.9;22.7;82325;57610;24715;918
494;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 4 jaar oud;2020;70.7;60.3;10.4;88.6;60.3;28.3;81406;55440;25966;1088
495;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 4 jaar oud;2021;78.1;68.0;10.1;96.8;78.1;28.7;84213;59193;25020;1149
496;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 4 jaar oud;2022;83.6;70.1;13.5;105.7;83.6;35.6;81525;54064;27461;1296
497;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 4 jaar oud;2023;86.5;78.8;7.7;99.0;86.5;20.2;73192;58267;14925;1352
498;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 5 jaar oud;2018;62.6;55.6;7.0;78.1;55.6;22.5;83836;59652;24184;932
499;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 5 jaar oud;2019;46.2;42.9;3.3;52.9;42.9;10.0;77064;62501;14563;686
500;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 5 jaar oud;2020;58.6;50.4;8.2;72.8;50.4;22.4;78243;54137;24106;931
501;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 5 jaar oud;2021;71.2;61.9;9.4;88.6;71.2;26.8;79423;55424;23998;1116
502;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 5 jaar oud;2022;79.6;71.6;8.0;92.7;79.6;21.1;78403;60543;17860;1182
503;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 5 jaar oud;2023;82.7;72.1;10.6;99.7;82.7;27.6;75670;54722;20948;1318
504;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 6 jaar oud;2018;51.9;46.1;5.8;64.7;46.1;18.6;71764;51119;20644;902
505;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 6 jaar oud;2019;52.7;44.5;8.2;69.2;44.5;24.6;74207;47796;26411;932
506;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 6 jaar oud;2020;38.9;33.5;5.3;48.1;33.5;14.6;70331;49006;21325;684
507;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 6 jaar oud;2021;56.1;49.0;7.2;69.5;56.1;20.5;73546;51802;21743;945
508;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 6 jaar oud;2022;67.2;58.7;8.5;81.1;67.2;22.4;72179;52261;19918;1123
509;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 6 jaar oud;2023;72.0;65.1;6.9;83.2;72.0;18.0;70300;55062;15238;1183
510;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 7 jaar oud;2018;55.7;48.8;6.9;71.0;48.8;22.1;68106;46878;21228;1042
511;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 7 jaar oud;2019;46.1;41.2;4.9;55.8;41.2;14.6;63242;46667;16574;883
512;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 7 jaar oud;2020;50.1;43.6;6.5;61.4;43.6;17.8;66755;47406;19349;920
513;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 7 jaar oud;2021;37.2;32.8;4.4;45.4;37.2;12.6;65162;47093;18069;696
514;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 7 jaar oud;2022;53.2;47.2;6.0;63.0;53.2;15.9;66087;49429;16658;954
515;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 7 jaar oud;2023;57.7;49.2;8.5;71.4;57.7;22.3;64886;44644;20242;1101
516;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 8 jaar oud;2018;40.7;37.2;3.5;48.5;37.2;11.3;53488;41010;12478;907
517;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 8 jaar oud;2019;46.7;41.6;5.1;57.0;41.6;15.4;57684;42067;15617;988
518;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 8 jaar oud;2020;39.0;33.8;5.1;47.8;33.8;14.0;57092;40338;16754;838
519;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 8 jaar oud;2021;41.7;35.4;6.3;53.3;41.7;17.9;60303;40064;20239;884
520;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 8 jaar oud;2022;34.0;30.8;3.2;39.2;34.0;8.4;57830;45490;12340;678
521;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 8 jaar oud;2023;46.5;42.7;3.8;52.7;46.5;10.0;57133;46305;10827;922
522;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 9 jaar of ouder;2018;197.2;184.8;12.5;225.1;184.8;40.3;33430;27447;5983;6732
523;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 9 jaar of ouder;2019;182.6;172.3;10.3;203.3;172.3;31.0;29901;25335;4566;6799
524;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 9 jaar of ouder;2020;173.0;166.0;7.0;185.1;166.0;19.2;27449;24605;2844;6745
525;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 9 jaar of ouder;2021;168.8;158.8;10.0;187.4;168.8;28.5;28069;23797;4272;6675
526;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 9 jaar of ouder;2022;165.1;151.5;13.7;187.4;165.1;36.0;27728;22408;5320;6759
527;Vrachtauto (LV) 12 000 tot 18 000 kg;Voertuig 9 jaar of ouder;2023;143.7;127.6;16.1;169.7;143.7;42.1;25546;19210;6336;6643
528;Vrachtauto (LV) 18 000 kg of meer;Totaal leeftijd voertuig;2018;262.6;240.2;22.4;312.6;240.2;72.4;42463;32624;9839;7362
529;Vrachtauto (LV) 18 000 kg of meer;Totaal leeftijd voertuig;2019;264.8;240.4;24.4;314.0;240.4;73.6;40076;30680;9396;7835
530;Vrachtauto (LV) 18 000 kg of meer;Totaal leeftijd voertuig;2020;271.6;243.7;27.8;319.6;243.7;75.9;40712;31046;9666;7851
531;Vrachtauto (LV) 18 000 kg of meer;Totaal leeftijd voertuig;2021;276.4;247.5;28.9;330.0;276.4;82.6;41967;31467;10499;7864
532;Vrachtauto (LV) 18 000 kg of meer;Totaal leeftijd voertuig;2022;274.4;245.1;29.3;322.2;274.4;77.1;40651;30926;9725;7925
533;Vrachtauto (LV) 18 000 kg of meer;Totaal leeftijd voertuig;2023;261.2;231.8;29.4;308.5;261.2;76.7;38047;28588;9459;8107
534;Vrachtauto (LV) 18 000 kg of meer;Voertuig 0 jaar oud;2018;16.2;15.2;1.0;18.5;15.2;3.3;27505;22582;4923;673
535;Vrachtauto (LV) 18 000 kg of meer;Voertuig 0 jaar oud;2019;20.7;18.8;1.9;24.6;18.8;5.8;26927;20545;6382;913
536;Vrachtauto (LV) 18 000 kg of meer;Voertuig 0 jaar oud;2020;13.6;11.6;1.9;16.8;11.6;5.2;31315;21639;9676;538
537;Vrachtauto (LV) 18 000 kg of meer;Voertuig 0 jaar oud;2021;11.1;9.7;1.4;13.7;11.1;4.0;27342;19312;8030;502
538;Vrachtauto (LV) 18 000 kg of meer;Voertuig 0 jaar oud;2022;9.6;8.7;0.8;10.9;9.6;2.2;24785;19803;4982;441
539;Vrachtauto (LV) 18 000 kg of meer;Voertuig 0 jaar oud;2023;13.0;11.8;1.2;14.9;13.0;3.1;24764;19589;5176;601
540;Vrachtauto (LV) 18 000 kg of meer;Voertuig 1 jaar oud;2018;30.9;28.3;2.6;36.6;28.3;8.3;55468;42932;12536;659
541;Vrachtauto (LV) 18 000 kg of meer;Voertuig 1 jaar oud;2019;29.6;26.4;3.2;36.0;26.4;9.5;51918;38160;13758;693
