ID;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;TotaalOverigeToevoegingen_3;TotaalFysiekeToevoeging_4;LateResponsNieuwbouw_5;Transformatie_6;LateResponsTransformatie_7;Woningsplitsing_8;Woningsamenvoeging_9;OverigDoorVerbouw_10;TotaalToevoegingDoorFunctiewijziging_11;VanLogiesfunctieNaarWoonfunctie_12;VanOverigeFunctieNaarWoonfunctie_13;TotaalAdministratieveToevoeging_14;Sloop_15;TotaalOverigeOnttrekkingen_16;TotaalFysiekeOnttrekking_17;LateResponsSloop_18;Woningsplitsing_19;Woningsamenvoeging_20;OverigDoorVerbouw_21;TotaalOnttrekkingDoorFunctiewijziging_22;VanWoonNaarLogiesfunctie_23;VanWoonfunctieNaarOverigeFunctie_24;TotaalAdministratieveOnttrekking_25;SaldoVoorraad_26;EindstandVoorraad_27;SaldoWoningsplitsing_28;SaldoWoningsamenvoeging_29;SaldoOverigDoorVerbouw_30
828;Houten;2020;20415.0;120.0;155.0;150.0;0.0;50.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;265.0;20680.0;0.0;0.0;100.0
829;Houten;2021;20680.0;130.0;75.0;70.0;0.0;65.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195.0;20875.0;0.0;0.0;0.0
830;Houten;2022;20875.0;290.0;60.0;55.0;0.0;30.0;0.0;5.0;0.0;25.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;345.0;21215.0;5.0;0.0;25.0
831;Houten;2023;21215.0;115.0;40.0;35.0;0.0;25.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;35.0;5.0;120.0;21335.0;0.0;0.0;15.0
832;Huizen;2020;18925.0;55.0;50.0;40.0;0.0;10.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;95.0;19020.0;0.0;0.0;30.0
833;Huizen;2021;19020.0;75.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;25.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;60.0;19080.0;0.0;0.0;5.0
834;Huizen;2022;19080.0;40.0;25.0;15.0;0.0;5.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;50.0;19130.0;5.0;0.0;5.0
835;Huizen;2023;19130.0;35.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;10.0;30.0;19155.0;0.0;0.0;5.0
836;Hulst;2020;13585.0;90.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;55.0;20.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;5.0;15.0;30.0;13620.0;0.0;0.0;5.0
837;Hulst;2021;13620.0;55.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;10.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;10.0;13630.0;0.0;0.0;0.0
838;Hulst;2022;13630.0;80.0;20.0;15.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;55.0;30.0;5.0;5.0;0.0;0.0;0.0;10.0;0.0;10.0;10.0;20.0;13650.0;5.0;0.0;5.0
839;Hulst;2023;13650.0;65.0;25.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;10.0;0.0;10.0;10.0;45.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;35.0;13685.0;0.0;0.0;5.0
840;IJsselstein;2020;14405.0;15.0;30.0;30.0;0.0;5.0;0.0;5.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;14445.0;5.0;0.0;20.0
841;IJsselstein;2021;14445.0;15.0;15.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;14465.0;0.0;0.0;0.0
842;IJsselstein;2022;14465.0;95.0;30.0;20.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;15.0;35.0;20.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;15.0;65.0;14535.0;0.0;0.0;5.0
843;IJsselstein;2023;14535.0;0.0;15.0;15.0;0.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.0;14545.0;0.0;0.0;0.0
844;Kaag en Braassem;2020;11725.0;155.0;20.0;15.0;0.0;10.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;170.0;11895.0;0.0;0.0;0.0
845;Kaag en Braassem;2021;11895.0;225.0;45.0;40.0;0.0;25.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;245.0;12140.0;10.0;0.0;-10.0
846;Kaag en Braassem;2022;12140.0;265.0;45.0;40.0;0.0;30.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;30.0;45.0;25.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;20.0;235.0;12380.0;0.0;0.0;-20.0
847;Kaag en Braassem;2023;12380.0;295.0;60.0;40.0;0.0;30.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;20.0;5.0;15.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;345.0;12720.0;5.0;0.0;5.0
848;Kampen;2020;22515.0;210.0;75.0;70.0;0.0;30.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;5.0;10.0;10.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;270.0;22785.0;0.0;0.0;35.0
849;Kampen;2021;22785.0;130.0;40.0;35.0;0.0;15.0;0.0;5.0;0.0;15.0;0.0;0.0;0.0;5.0;55.0;10.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;110.0;22895.0;5.0;0.0;10.0
850;Kampen;2022;22895.0;275.0;210.0;60.0;0.0;35.0;0.0;5.0;0.0;15.0;130.0;0.0;130.0;20.0;15.0;25.0;5.0;0.0;0.0;0.0;0.0;10.0;5.0;5.0;10.0;445.0;23340.0;5.0;0.0;15.0
851;Kampen;2023;23340.0;220.0;55.0;50.0;0.0;10.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;5.0;60.0;25.0;20.0;20.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;190.0;23530.0;0.0;0.0;30.0
852;Kapelle;2020;5405.0;55.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;55.0;5460.0;0.0;0.0;0.0
853;Kapelle;2021;5460.0;45.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;5505.0;0.0;0.0;0.0
854;Kapelle;2022;5505.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;5530.0;0.0;0.0;0.0
855;Kapelle;2023;5530.0;5.0;10.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0;5525.0;0.0;0.0;0.0
856;Katwijk;2020;26870.0;275.0;45.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;30.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;295.0;27165.0;0.0;0.0;5.0
857;Katwijk;2021;27165.0;80.0;35.0;20.0;0.0;15.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;5.0;45.0;35.0;25.0;20.0;0.0;0.0;5.0;5.0;0.0;0.0;5.0;35.0;27200.0;0.0;0.0;0.0
858;Katwijk;2022;27200.0;265.0;25.0;20.0;0.0;10.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;5.0;45.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;240.0;27445.0;5.0;0.0;10.0
859;Katwijk;2023;27445.0;115.0;40.0;35.0;0.0;15.0;0.0;0.0;0.0;20.0;5.0;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;150.0;27595.0;0.0;-5.0;20.0
860;Kerkrade;2020;23770.0;70.0;105.0;90.0;0.0;75.0;0.0;5.0;0.0;10.0;5.0;0.0;5.0;15.0;0.0;10.0;10.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;165.0;23935.0;5.0;-5.0;10.0
861;Kerkrade;2021;23935.0;70.0;20.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;25.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;15.0;60.0;24000.0;5.0;0.0;-5.0
862;Kerkrade;2022;24000.0;45.0;145.0;135.0;0.0;10.0;0.0;10.0;0.0;115.0;5.0;0.0;5.0;5.0;0.0;20.0;10.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;170.0;24165.0;5.0;-5.0;115.0
863;Kerkrade;2023;24165.0;5.0;25.0;15.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;205.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;-185.0;23980.0;0.0;0.0;5.0
864;Koggenland;2020;9475.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;25.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;135.0;9610.0;0.0;0.0;5.0
865;Koggenland;2021;9610.0;55.0;10.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;9655.0;0.0;0.0;5.0
866;Koggenland;2022;9655.0;135.0;30.0;25.0;0.0;15.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;9805.0;5.0;0.0;5.0
867;Koggenland;2023;9805.0;60.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;9870.0;5.0;0.0;5.0
868;Krimpen aan den IJssel;2020;12635.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;10.0;12650.0;0.0;0.0;0.0
869;Krimpen aan den IJssel;2021;12650.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-75.0;12575.0;0.0;0.0;0.0
870;Krimpen aan den IJssel;2022;12575.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0;12570.0;0.0;0.0;0.0
871;Krimpen aan den IJssel;2023;12570.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;12615.0;0.0;0.0;0.0
872;Krimpenerwaard;2020;23935.0;85.0;50.0;15.0;0.0;5.0;0.0;0.0;0.0;10.0;30.0;0.0;30.0;10.0;105.0;20.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;5.0;10.0;10.0;23945.0;0.0;0.0;10.0
873;Krimpenerwaard;2021;23945.0;250.0;45.0;30.0;0.0;10.0;0.0;0.0;0.0;20.0;10.0;0.0;10.0;5.0;80.0;20.0;5.0;0.0;0.0;0.0;5.0;10.0;5.0;5.0;5.0;195.0;24140.0;0.0;0.0;15.0
874;Krimpenerwaard;2022;24140.0;280.0;85.0;35.0;0.0;15.0;0.0;0.0;0.0;20.0;25.0;0.0;25.0;25.0;35.0;20.0;10.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;10.0;310.0;24450.0;0.0;-5.0;15.0
875;Krimpenerwaard;2023;24450.0;75.0;95.0;80.0;0.0;20.0;0.0;5.0;0.0;60.0;10.0;0.0;10.0;5.0;80.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;80.0;24530.0;5.0;0.0;60.0
876;Laarbeek;2020;9530.0;215.0;55.0;35.0;0.0;15.0;0.0;0.0;0.0;20.0;15.0;0.0;15.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;260.0;9795.0;0.0;0.0;20.0
877;Laarbeek;2021;9795.0;55.0;20.0;15.0;0.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;9855.0;0.0;0.0;5.0
878;Laarbeek;2022;9855.0;45.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;9910.0;0.0;0.0;5.0
879;Laarbeek;2023;9910.0;75.0;30.0;25.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;30.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;70.0;9980.0;0.0;0.0;0.0
880;Land van Cuijk;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
881;Land van Cuijk;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
882;Land van Cuijk;2022;39330.0;520.0;60.0;50.0;0.0;15.0;0.0;15.0;0.0;15.0;5.0;0.0;5.0;5.0;25.0;20.0;15.0;5.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;535.0;39870.0;10.0;-5.0;10.0
883;Land van Cuijk;2023;39870.0;345.0;30.0;15.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;10.0;5.0;45.0;15.0;10.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;320.0;40185.0;0.0;0.0;5.0
884;Landerd;2020;6405.0;50.0;20.0;15.0;0.0;5.0;5.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;0.0;15.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;60.0;6460.0;0.0;0.0;10.0
885;Landerd;2021;6460.0;30.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;35.0;6495.0;0.0;0.0;5.0
886;Landerd;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
887;Landerd;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
888;Landgraaf;2020;18140.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;18150.0;0.0;0.0;0.0
889;Landgraaf;2021;18150.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;30.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;18135.0;0.0;0.0;0.0
890;Landgraaf;2022;18135.0;15.0;25.0;15.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;5.0;30.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;18140.0;0.0;0.0;5.0
891;Landgraaf;2023;18140.0;15.0;75.0;70.0;0.0;5.0;0.0;0.0;0.0;65.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;80.0;18220.0;0.0;-5.0;65.0
892;Landsmeer;2020;4895.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4895.0;0.0;0.0;0.0
893;Landsmeer;2021;4895.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4900.0;0.0;0.0;0.0
894;Landsmeer;2022;4900.0;0.0;15.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;4915.0;0.0;0.0;0.0
895;Landsmeer;2023;4915.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;4925.0;0.0;0.0;0.0
896;Langedijk;2020;11650.0;115.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;125.0;11775.0;0.0;0.0;5.0
897;Langedijk;2021;11775.0;150.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;155.0;11925.0;0.0;0.0;0.0
898;Langedijk;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
899;Langedijk;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;Lansingerland;2020;24245.0;435.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;440.0;24685.0;0.0;0.0;0.0
901;Lansingerland;2021;24685.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;25.0;20.0;20.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;140.0;24830.0;0.0;0.0;-5.0
902;Lansingerland;2022;24830.0;100.0;15.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;60.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;35.0;24865.0;0.0;0.0;0.0
903;Lansingerland;2023;24865.0;705.0;20.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;20.0;30.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;25.0;675.0;25540.0;0.0;0.0;0.0
904;Laren (NH.);2020;5400.0;50.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;5440.0;0.0;0.0;0.0
905;Laren (NH.);2021;5440.0;0.0;20.0;15.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;5445.0;5.0;0.0;5.0
906;Laren (NH.);2022;5445.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;30.0;5475.0;0.0;0.0;0.0
907;Laren (NH.);2023;5475.0;15.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;15.0;5490.0;0.0;0.0;5.0
908;Leeuwarden;2020;62600.0;415.0;295.0;265.0;0.0;140.0;0.0;15.0;5.0;110.0;15.0;0.0;15.0;15.0;180.0;70.0;50.0;0.0;5.0;5.0;35.0;0.0;0.0;0.0;15.0;470.0;63065.0;10.0;0.0;75.0
909;Leeuwarden;2021;63065.0;645.0;355.0;315.0;0.0;170.0;0.0;40.0;0.0;100.0;20.0;0.0;20.0;20.0;15.0;60.0;35.0;5.0;15.0;0.0;10.0;5.0;0.0;5.0;25.0;920.0;63990.0;25.0;0.0;90.0
910;Leeuwarden;2022;63990.0;540.0;295.0;260.0;0.0;175.0;5.0;10.0;0.0;70.0;20.0;0.0;20.0;15.0;55.0;85.0;65.0;5.0;5.0;0.0;55.0;10.0;5.0;5.0;15.0;695.0;64685.0;5.0;0.0;15.0
911;Leeuwarden;2023;64685.0;575.0;395.0;375.0;0.0;270.0;0.0;20.0;0.0;85.0;10.0;0.0;10.0;10.0;5.0;55.0;30.0;0.0;10.0;5.0;15.0;10.0;0.0;10.0;15.0;910.0;65595.0;10.0;-5.0;70.0
912;Leiden;2020;59830.0;570.0;450.0;420.0;0.0;140.0;5.0;130.0;5.0;140.0;20.0;0.0;20.0;10.0;165.0;145.0;125.0;5.0;45.0;25.0;55.0;5.0;0.0;5.0;15.0;705.0;60540.0;85.0;-20.0;85.0
913;Leiden;2021;60540.0;1000.0;345.0;325.0;0.0;110.0;0.0;125.0;0.0;90.0;10.0;0.0;10.0;10.0;140.0;140.0;90.0;0.0;50.0;5.0;35.0;5.0;0.0;5.0;45.0;1065.0;61605.0;75.0;-5.0;55.0
914;Leiden;2022;61605.0;805.0;435.0;400.0;0.0;175.0;0.0;150.0;5.0;70.0;25.0;0.0;25.0;10.0;130.0;120.0;100.0;5.0;50.0;20.0;20.0;10.0;0.0;10.0;10.0;995.0;62600.0;100.0;-15.0;50.0
915;Leiden;2023;62600.0;1215.0;225.0;205.0;0.0;35.0;0.0;80.0;0.0;85.0;5.0;0.0;5.0;15.0;105.0;80.0;60.0;0.0;25.0;5.0;25.0;5.0;0.0;0.0;15.0;1255.0;63855.0;55.0;-5.0;60.0
916;Leiderdorp;2020;12120.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;12380.0;0.0;0.0;0.0
917;Leiderdorp;2021;12380.0;100.0;55.0;50.0;0.0;0.0;0.0;0.0;0.0;45.0;5.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;145.0;12525.0;0.0;0.0;45.0
918;Leiderdorp;2022;12525.0;0.0;180.0;175.0;0.0;170.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;175.0;12700.0;5.0;0.0;0.0
919;Leiderdorp;2023;12700.0;20.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-15.0;12685.0;0.0;0.0;0.0
920;Leidschendam-Voorburg;2020;36945.0;5.0;35.0;25.0;0.0;5.0;5.0;10.0;5.0;5.0;5.0;0.0;5.0;5.0;5.0;25.0;20.0;0.0;5.0;10.0;5.0;0.0;0.0;0.0;5.0;10.0;36955.0;5.0;-5.0;0.0
921;Leidschendam-Voorburg;2021;36955.0;165.0;110.0;100.0;0.0;75.0;0.0;0.0;0.0;25.0;5.0;0.0;5.0;10.0;10.0;20.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;10.0;245.0;37200.0;0.0;-5.0;20.0
922;Leidschendam-Voorburg;2022;37200.0;365.0;145.0;135.0;0.0;60.0;0.0;0.0;0.0;70.0;5.0;0.0;5.0;5.0;5.0;15.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;490.0;37690.0;0.0;0.0;65.0
923;Leidschendam-Voorburg;2023;37690.0;30.0;50.0;40.0;0.0;10.0;0.0;5.0;0.0;20.0;0.0;0.0;0.0;10.0;10.0;15.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;55.0;37745.0;0.0;0.0;20.0
924;Lelystad;2020;33385.0;350.0;15.0;15.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;350.0;33735.0;5.0;0.0;0.0
925;Lelystad;2021;33735.0;705.0;125.0;120.0;0.0;25.0;0.0;30.0;0.0;65.0;0.0;0.0;0.0;0.0;5.0;25.0;20.0;0.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;795.0;34530.0;20.0;0.0;60.0
926;Lelystad;2022;34530.0;475.0;90.0;90.0;0.0;85.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;30.0;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;525.0;35060.0;0.0;-5.0;5.0
927;Lelystad;2023;35060.0;525.0;75.0;65.0;0.0;50.0;0.0;0.0;0.0;15.0;5.0;0.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;590.0;35645.0;0.0;0.0;15.0
928;Leudal;2020;15990.0;170.0;20.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;5.0;15.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;165.0;16155.0;0.0;-5.0;0.0
929;Leudal;2021;16155.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;45.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;55.0;16210.0;0.0;0.0;5.0
930;Leudal;2022;16210.0;95.0;15.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;16310.0;0.0;0.0;0.0
931;Leudal;2023;16310.0;45.0;20.0;20.0;0.0;5.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;15.0;10.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;45.0;16355.0;0.0;0.0;15.0
