ID;Landen;Perioden;KapitaalgoederenvoorraadTotaal_1;ICTKapitaalgoederenvoorraad_2;InvesteringsquoteBedrijvensector_3;ICTInvesteringenTotaal_4;ITApparatuur_5;Communicatiemiddelen_6;Software_7;GeinvesteerdDurfkapitaalTotaal_8;GeinvesteerdDurfkapitaalVroegeFase_9;GeinvesteerdDurfkapitaalVervolgfase_10;DBIInkomend_11;DBIUitgaand_12;DBISaldoUitgaandInkomend_13;DBIInkomendVoorraad_14;DBIUitgaandVoorraad_15;DBISaldoUitgaandInkomendVoorraad_16
262;Nederland;2010;;;9.7;;;;;0.1;0.02;0.08;;7.1;;76.1;123.4;47.3
263;Nederland;2011;;;10.1;;;;;0.11;0.02;0.09;2.0;3.8;1.8;69.6;117.0;47.4
264;Oostenrijk;1990;240.0;2.32;14.4;9.8;36.0;46.8;17.2;0.01;0.0;0.0;0.4;1.0;0.6;6.7;2.9;-3.9
265;Oostenrijk;1991;238.0;2.51;15.3;10.2;33.7;49.5;16.8;0.0;0.0;0.0;0.2;0.7;0.5;7.7;3.5;-4.2
266;Oostenrijk;1992;238.0;2.69;14.6;10.0;33.9;49.7;16.4;0.0;0.0;0.0;0.7;0.9;0.1;6.8;3.4;-3.4
267;Oostenrijk;1993;242.0;2.85;14.1;10.2;33.4;50.6;16.0;0.0;0.0;0.0;0.6;0.6;0.0;7.4;4.2;-3.2
268;Oostenrijk;1994;241.0;3.09;14.3;10.8;35.5;46.3;18.2;0.0;0.0;0.0;1.0;0.6;-0.4;8.1;4.7;-3.4
269;Oostenrijk;1995;239.0;3.32;13.7;11.3;35.8;45.0;19.2;0.0;0.0;0.0;0.7;0.4;-0.4;9.0;5.0;-4.0
270;Oostenrijk;1996;238.0;3.58;14.3;10.8;38.2;40.1;21.7;0.0;0.0;0.0;1.9;0.7;-1.2;9.1;5.6;-3.5
271;Oostenrijk;1997;238.0;3.94;15.0;11.2;38.0;36.5;25.5;0.01;0.0;0.0;1.3;0.9;-0.4;10.3;6.7;-3.5
272;Oostenrijk;1998;234.0;4.59;15.3;12.6;37.6;32.4;30.0;0.02;0.01;0.01;2.1;1.2;-0.8;11.7;8.2;-3.5
273;Oostenrijk;1999;232.0;5.45;15.4;13.5;36.8;33.0;30.2;0.04;0.01;0.03;1.3;1.4;0.1;11.5;9.0;-2.5
274;Oostenrijk;2000;230.0;6.28;16.4;13.4;33.9;34.1;32.0;0.07;0.03;0.04;4.4;2.9;-1.6;16.2;12.9;-3.3
275;Oostenrijk;2001;234.0;7.3;17.0;14.0;35.9;26.8;37.3;0.06;0.02;0.04;3.0;1.6;-1.4;18.3;14.9;-3.4
276;Oostenrijk;2002;237.0;8.2;15.9;14.5;36.2;23.9;39.9;0.06;0.01;0.05;0.1;2.8;2.7;21.6;20.5;-1.2
277;Oostenrijk;2003;240.0;8.95;16.8;13.1;36.6;22.9;40.5;0.05;0.01;0.03;2.4;2.7;0.3;22.7;22.0;-0.6
278;Oostenrijk;2004;239.0;9.47;16.7;12.4;37.1;19.4;43.5;0.05;0.01;0.05;1.1;2.8;1.7;24.3;23.9;-0.3
279;Oostenrijk;2005;238.0;10.05;16.3;11.9;38.4;18.2;43.5;0.05;0.01;0.04;3.5;3.7;0.1;27.1;23.6;-3.5
280;Oostenrijk;2006;;;15.9;12.1;37.4;18.3;44.3;0.04;0.0;0.03;2.4;4.2;1.8;34.2;32.5;-1.6
281;Oostenrijk;2007;;;16.0;12.3;37.0;18.4;44.6;0.03;0.01;0.02;8.3;10.4;2.1;43.4;39.7;-3.7
282;Oostenrijk;2008;;;15.7;;;;;0.02;0.01;0.02;1.7;7.1;5.4;35.8;35.9;0.2
283;Oostenrijk;2009;;;14.9;;;;;0.04;0.01;0.03;2.4;2.6;0.2;45.2;42.8;-2.5
284;Oostenrijk;2010;;;14.7;;;;;0.02;0.0;0.02;1.1;2.0;0.9;44.3;44.9;0.6
285;Oostenrijk;2011;;;15.0;;;;;0.02;0.01;0.02;3.4;7.3;3.9;39.5;46.9;7.4
286;Polen;1990;;;;;;;;;;;0.1;;;0.2;;
287;Polen;1991;;;;;;;;;;;0.4;;;0.5;;
288;Polen;1992;;;;;;;;;;;0.7;0.0;-0.7;1.5;0.1;-1.4
289;Polen;1993;;;;;;;;;;;1.8;0.0;-1.8;2.5;0.2;-2.2
290;Polen;1994;;;;;;;;;;;1.7;0.0;-1.7;3.5;0.4;-3.1
291;Polen;1995;;;;;;;;;;;2.6;0.0;-2.6;5.6;0.4;-5.3
292;Polen;1996;;;;;;;;;;;2.9;0.0;-2.8;7.3;0.5;-6.8
293;Polen;1997;;;;;;;;;;;3.1;0.0;-3.1;9.3;0.4;-8.9
294;Polen;1998;;;;;;;;0.07;0.03;0.04;3.7;0.2;-3.5;13.0;0.7;-12.3
295;Polen;1999;;;;;;;;0.11;0.01;0.1;4.3;0.0;-4.3;15.5;0.6;-14.9
296;Polen;2000;;;;;;;;0.11;0.02;0.09;5.5;0.0;-5.5;20.0;0.6;-19.4
297;Polen;2001;;;;;;;;0.07;0.01;0.06;3.0;;;21.7;0.6;-21.1
298;Polen;2002;;;;;;;;0.05;0.01;0.04;2.1;0.1;-2.0;24.4;0.7;-23.6
299;Polen;2003;;;;;;;;0.04;0.0;0.04;2.1;0.1;-2.0;26.7;1.0;-25.7
300;Polen;2004;;;;;;;;0.05;0.0;0.05;5.1;0.4;-4.7;34.3;1.3;-33.0
301;Polen;2005;;;;;;;;0.04;0.0;0.04;3.4;1.1;-2.3;29.9;2.1;-27.8
302;Polen;2006;;;;;;;;0.01;0.0;0.01;5.7;2.6;-3.1;36.8;4.2;-32.6
303;Polen;2007;;;;;;;;0.03;0.0;0.03;5.5;1.3;-4.3;42.0;5.0;-37.0
304;Polen;2008;;;;;;;;0.05;0.0;0.05;2.8;0.8;-2.0;31.0;4.6;-26.5
305;Polen;2009;;;;;;;;0.02;0.0;0.02;3.0;1.1;-1.9;43.0;6.8;-36.2
306;Polen;2010;;;;;;;;0.05;0.0;0.05;1.9;1.2;-0.7;42.8;8.3;-34.5
307;Polen;2011;;;;;;;;0.06;0.0;0.06;2.9;1.1;-1.8;38.4;9.7;-28.7
308;Spanje;1990;;;;13.7;31.7;42.9;25.4;0.02;0.0;0.01;2.7;0.7;-2.0;12.7;3.0;-9.6
309;Spanje;1991;;;;12.5;33.6;38.3;28.2;0.03;0.01;0.03;2.2;0.8;-1.4;14.2;3.7;-10.5
310;Spanje;1992;;;;11.6;33.9;34.9;31.2;0.03;0.01;0.02;2.2;0.4;-1.8;14.0;3.0;-11.0
311;Spanje;1993;;;;12.6;30.4;38.3;31.4;0.03;0.0;0.02;1.9;0.6;-1.3;15.7;4.0;-11.7
312;Spanje;1994;;;;12.9;30.4;37.7;31.9;0.02;0.0;0.02;1.8;0.8;-1.0;18.7;4.9;-13.8
313;Spanje;1995;;;;12.5;32.3;35.6;32.0;0.03;0.0;0.03;1.4;0.8;-0.6;18.5;5.2;-13.3
314;Spanje;1996;;;;14.6;32.0;37.4;30.6;0.04;0.0;0.04;1.5;1.1;-0.4;17.9;5.6;-12.3
315;Spanje;1997;;;;14.5;32.2;37.3;30.5;0.04;0.0;0.04;1.6;2.5;1.0;18.4;7.7;-10.7
316;Spanje;1998;;;;14.7;29.5;39.8;30.8;0.04;0.01;0.03;2.4;3.4;1.0;21.0;10.3;-10.7
317;Spanje;1999;;;;14.9;27.6;39.4;32.9;0.1;0.02;0.08;3.0;7.2;4.1;20.3;15.7;-4.6
318;Spanje;2000;;;;14.7;26.8;40.8;32.4;0.13;0.03;0.1;6.8;10.0;3.2;26.9;22.3;-4.7
319;Spanje;2001;;;;14.3;27.3;35.5;37.2;0.15;0.02;0.13;4.7;5.4;0.8;29.1;23.6;-5.5
320;Spanje;2002;;;;13.8;26.0;33.9;40.1;0.1;0.02;0.09;5.7;4.8;-0.9;37.5;23.8;-13.6
321;Spanje;2003;;;;13.6;26.7;31.0;42.3;0.12;0.01;0.12;2.9;3.3;0.3;38.4;25.0;-13.4
322;Spanje;2004;;;;13.3;24.4;34.4;41.2;0.15;0.01;0.15;2.4;5.8;3.4;39.0;27.0;-12.0
323;Spanje;2005;;;;12.7;23.7;35.3;41.0;0.09;0.01;0.08;2.2;3.7;1.5;34.0;27.0;-7.0
324;Spanje;2006;;;;13.0;23.6;36.4;40.0;0.13;0.03;0.1;2.5;8.4;5.9;37.3;35.3;-2.1
325;Spanje;2007;;;;13.6;;;;0.12;0.01;0.11;4.5;9.5;5.1;40.6;40.4;-0.3
326;Spanje;2008;;;;13.7;;;;0.09;0.01;0.08;4.8;4.7;-0.1;37.0;37.1;0.1
327;Spanje;2009;;;;;;;;0.06;0.0;0.05;0.7;0.9;0.2;43.4;43.0;-0.4
328;Spanje;2010;;;;;;;;0.06;0.0;0.05;2.9;2.8;-0.2;46.0;46.8;0.8
329;Spanje;2011;;;;;;;;0.04;0.01;0.04;2.0;2.5;0.5;42.5;42.9;0.4
330;Tsjechië;1990;;;;;;;;;;;;;;;;
331;Tsjechië;1991;;;;;;;;;;;;;;;;
332;Tsjechië;1992;;;;;;;;;;;;;;;;
333;Tsjechië;1993;;;;;;;;;;;1.7;0.2;-1.4;8.8;0.5;-8.3
334;Tsjechië;1994;;;;;;;;;;;1.9;0.3;-1.6;10.0;0.7;-9.3
335;Tsjechië;1995;366.0;2.93;;;;;;;;;4.4;0.1;-4.4;12.7;0.6;-12.1
336;Tsjechië;1996;369.0;3.28;;;;;;;;;2.2;0.2;-2.0;13.2;0.8;-12.4
337;Tsjechië;1997;388.0;3.74;;;;;;;;;2.2;0.0;-2.1;15.5;0.9;-14.6
338;Tsjechië;1998;406.0;4.35;;;;;;0.01;0.01;0.01;5.8;0.2;-5.6;22.5;1.3;-21.3
339;Tsjechië;1999;412.0;5.49;;;;;;0.05;0.0;0.05;10.2;0.1;-10.0;28.2;1.1;-27.1
340;Tsjechië;2000;412.0;6.66;;;;;;0.2;0.03;0.17;8.5;0.1;-8.4;36.8;1.3;-35.6
341;Tsjechië;2001;419.0;8.05;;;;;;0.04;0.01;0.03;8.8;0.3;-8.5;42.1;1.8;-40.3
342;Tsjechië;2002;424.0;8.31;;;;;;0.04;0.0;0.04;10.8;0.3;-10.6;49.3;1.9;-47.4
343;Tsjechië;2003;424.0;8.42;;;;;;0.0;0.0;0.0;2.2;0.2;-2.0;47.5;2.4;-45.1
344;Tsjechië;2004;420.0;8.52;;;;;;0.01;0.0;0.01;4.4;0.9;-3.5;50.2;3.3;-46.9
345;Tsjechië;2005;406.0;8.57;;;;;;0.01;0.0;0.01;9.0;;;46.6;2.8;-43.9
346;Tsjechië;2006;;;;;;;;0.0;0.0;0.0;3.7;1.0;-2.7;53.8;3.4;-50.4
347;Tsjechië;2007;;;;;;;;0.03;0.0;0.03;5.8;0.9;-4.9;62.3;4.7;-57.5
348;Tsjechië;2008;;;;;;;;0.01;0.0;0.01;2.9;1.9;-0.9;50.2;5.6;-44.6
349;Tsjechië;2009;;;;;;;;0.01;0.0;0.01;1.5;0.5;-1.0;64.1;7.5;-56.6
350;Tsjechië;2010;;;;;;;;0.01;0.01;0.01;3.1;0.6;-2.5;65.0;7.5;-57.5
351;Tsjechië;2011;;;;;;;;0.01;0.0;0.0;2.5;0.5;-2.0;58.2;7.2;-51.0
352;Verenigd Koninkrijk;1990;156.0;4.39;8.4;15.9;42.9;15.7;41.4;0.12;0.02;0.1;3.4;1.9;-1.4;23.0;23.3;0.3
353;Verenigd Koninkrijk;1991;161.0;4.59;7.8;18.2;37.3;11.8;50.8;0.1;0.01;0.09;1.5;1.6;0.0;22.8;22.7;-0.1
354;Verenigd Koninkrijk;1992;165.0;4.79;7.5;18.5;39.8;13.2;47.0;0.08;0.01;0.08;1.5;1.8;0.3;18.1;21.0;2.9
355;Verenigd Koninkrijk;1993;165.0;5.01;7.1;19.1;39.9;12.7;47.4;0.07;0.01;0.07;1.7;2.8;1.1;20.5;26.1;5.5
356;Verenigd Koninkrijk;1994;162.0;5.35;7.1;20.8;40.9;14.3;44.8;0.09;0.01;0.08;1.0;3.3;2.3;19.1;26.9;7.8
357;Verenigd Koninkrijk;1995;162.0;6.05;7.5;23.0;40.0;20.2;39.8;0.09;0.0;0.09;1.9;4.2;2.4;19.6;28.6;9.0
358;Verenigd Koninkrijk;1996;161.0;6.97;8.0;25.1;40.2;20.7;39.2;0.09;0.0;0.09;2.2;3.0;0.8;21.2;29.5;8.2
359;Verenigd Koninkrijk;1997;161.0;7.81;8.5;23.8;36.8;18.2;45.0;0.13;0.01;0.12;2.8;4.5;1.7;21.1;28.3;7.1
360;Verenigd Koninkrijk;1998;164.0;9.34;9.8;25.6;37.4;19.5;43.0;0.16;0.01;0.15;5.1;8.4;3.3;24.4;35.4;11.0
361;Verenigd Koninkrijk;1999;167.0;10.98;9.9;27.2;35.3;20.3;44.4;0.2;0.02;0.18;5.9;13.5;7.6;26.9;47.1;20.2
362;Verenigd Koninkrijk;2000;169.0;13.04;9.9;30.0;33.5;23.6;42.9;0.39;0.1;0.29;8.3;15.9;7.7;31.4;62.5;31.2
363;Verenigd Koninkrijk;2001;173.0;14.95;9.0;28.0;31.9;21.6;46.4;0.18;0.06;0.13;3.7;4.2;0.5;35.8;60.8;25.0
364;Verenigd Koninkrijk;2002;177.0;16.44;8.8;26.5;32.0;17.6;50.4;0.17;0.04;0.13;1.6;3.3;1.7;34.1;63.7;29.7
365;Verenigd Koninkrijk;2003;178.0;17.43;8.2;24.5;31.1;13.8;55.1;0.25;0.04;0.21;1.5;3.6;2.1;34.1;66.3;32.2
366;Verenigd Koninkrijk;2004;178.0;18.65;8.0;25.0;31.3;15.6;53.0;0.22;0.05;0.18;2.6;4.3;1.7;33.6;59.5;25.9
367;Verenigd Koninkrijk;2005;182.0;20.01;9.3;24.6;32.3;14.9;52.8;0.35;0.05;0.31;7.8;3.5;-4.3;37.3;53.3;16.0
368;Verenigd Koninkrijk;2006;;;8.7;24.7;32.0;13.8;54.2;0.61;0.22;0.4;6.4;3.4;-3.0;46.4;58.9;12.5
369;Verenigd Koninkrijk;2007;;;9.4;23.8;31.1;14.5;54.4;0.27;0.02;0.25;7.1;11.6;4.5;43.7;64.1;20.4
370;Verenigd Koninkrijk;2008;;;9.5;;;;;0.32;0.04;0.28;3.4;6.9;3.6;36.5;59.1;22.6
371;Verenigd Koninkrijk;2009;;;8.6;;;;;0.21;0.03;0.19;3.5;1.8;-1.7;50.9;72.8;21.9
372;Verenigd Koninkrijk;2010;;;8.6;;;;;0.26;0.02;0.24;2.2;1.7;-0.5;51.4;71.9;20.5
373;Verenigd Koninkrijk;2011;;;8.5;;;;;0.22;0.02;0.2;2.2;4.4;2.2;49.6;71.7;22.0
374;Verenigde Staten;1990;139.0;5.17;7.7;23.8;37.2;30.6;32.2;;;;0.8;0.6;-0.2;8.8;10.7;1.9
375;Verenigde Staten;1991;143.0;5.48;7.3;25.4;35.8;28.8;35.4;;;;0.4;0.6;0.2;9.0;10.8;1.9
376;Verenigde Staten;1992;142.0;5.91;7.3;26.9;37.2;27.9;34.9;;;;0.3;0.8;0.5;8.6;10.6;2.0
377;Verenigde Staten;1993;142.0;6.33;7.7;26.7;37.6;26.9;35.5;;;;0.8;1.3;0.5;9.0;10.9;2.0
378;Verenigde Staten;1994;141.0;6.81;8.1;26.6;37.0;28.6;34.4;;;;0.7;1.1;0.5;8.8;11.2;2.4
379;Verenigde Staten;1995;143.0;7.47;8.7;27.2;38.4;28.3;33.3;0.1;0.04;0.06;0.8;1.3;0.6;9.2;12.0;2.8
380;Verenigde Staten;1996;143.0;8.35;9.2;27.8;37.1;28.5;34.4;0.14;0.05;0.09;1.1;1.2;0.1;9.6;12.7;3.1
381;Verenigde Staten;1997;144.0;9.62;9.9;28.9;34.7;27.8;37.4;0.17;0.06;0.11;1.3;1.3;0.0;10.0;12.9;2.9
382;Verenigde Staten;1998;146.0;11.25;10.6;29.1;33.2;27.6;39.2;0.22;0.08;0.15;2.0;1.6;-0.4;10.5;13.7;3.2
383;Verenigde Staten;1999;147.0;13.34;11.1;30.6;30.5;27.4;42.1;0.55;0.15;0.4;3.1;2.4;-0.7;11.8;15.2;3.4
384;Verenigde Staten;2000;150.0;15.46;11.7;32.0;27.7;29.9;42.4;;;;3.2;1.6;-1.6;14.4;15.5;1.1
385;Verenigde Staten;2001;155.0;16.92;11.3;30.3;25.4;28.9;45.8;;;;1.6;1.4;-0.2;14.8;16.5;1.7
386;Verenigde Staten;2002;158.0;17.8;10.2;29.1;25.6;24.9;49.5;;;;0.8;1.5;0.7;14.2;17.6;3.5
387;Verenigde Staten;2003;159.0;18.7;10.0;28.9;25.9;23.9;50.2;;;;0.6;1.3;0.8;14.2;18.5;4.3
388;Verenigde Staten;2004;157.0;19.68;10.3;28.1;25.1;23.7;51.1;;;;1.2;2.7;1.4;14.6;21.2;6.5
389;Verenigde Staten;2005;158.0;21.03;10.7;26.5;24.5;23.0;52.5;;;;0.9;0.3;-0.6;14.9;21.1;6.2
390;Verenigde Staten;2006;;;11.2;25.6;24.6;23.7;51.6;;;;1.8;1.8;0.0;16.2;22.1;6.0
391;Verenigde Staten;2007;;;11.7;26.0;24.5;22.9;52.6;;;;1.6;3.0;1.4;16.8;25.4;8.6
392;Verenigde Staten;2008;;;11.7;26.3;;;;;;;2.2;2.3;0.1;16.9;26.4;9.5
393;Verenigde Staten;2009;;;9.9;;;;;;;;1.1;2.1;1.0;17.3;29.1;11.8
394;Verenigde Staten;2010;;;10.1;;;;;;;;1.4;2.3;0.8;18.0;29.8;11.8
395;Verenigde Staten;2011;;;10.7;;;;;;;;1.6;2.8;1.2;19.4;31.2;11.8
396;Zuid-Korea;1990;;;23.0;7.1;;;;;;;0.3;0.4;0.1;;;
397;Zuid-Korea;1991;;;23.8;7.3;;;;;;;0.4;0.5;0.1;;;
398;Zuid-Korea;1992;;;22.9;7.5;;;;;;;0.2;0.3;0.1;;;
399;Zuid-Korea;1993;;;23.0;7.7;;;;;;;0.2;0.4;0.2;;;
400;Zuid-Korea;1994;;;24.8;8.2;;;;;;;0.2;0.6;0.4;;;
401;Zuid-Korea;1995;;;26.5;9.0;;;;;;;0.3;0.7;0.3;;;
402;Zuid-Korea;1996;;;26.7;10.6;;;;;;;0.4;0.8;0.4;;;
403;Zuid-Korea;1997;;;24.6;11.8;;;;;;;0.5;0.8;0.3;;;
404;Zuid-Korea;1998;;;18.8;13.3;;;;;;;1.5;1.2;-0.3;;;
405;Zuid-Korea;1999;;;19.3;14.9;;;;;;;2.0;0.8;-1.2;;;
406;Zuid-Korea;2000;;;21.0;17.0;;;;;;;1.7;0.8;-0.9;;;
407;Zuid-Korea;2001;;;19.6;15.1;;;;;;;0.7;0.4;-0.3;10.5;4.0;-6.6
408;Zuid-Korea;2002;;;19.8;13.9;;;;;;;0.4;0.5;0.1;10.9;3.6;-7.3
409;Zuid-Korea;2003;;;19.7;11.8;;;;;;;0.5;0.6;0.1;10.3;3.9;-6.4
410;Zuid-Korea;2004;;;19.2;11.8;;;;;;;1.3;0.8;-0.5;12.2;4.5;-7.7
411;Zuid-Korea;2005;;;18.8;12.2;;;;;;;0.7;0.8;0.0;12.4;4.6;-7.8
412;Zuid-Korea;2006;;;19.2;;;;;;;;0.4;1.2;0.8;12.2;5.2;-7.0
413;Zuid-Korea;2007;;;19.6;;;;;;;;0.2;1.9;1.7;11.6;7.1;-4.5
414;Zuid-Korea;2008;;;19.0;;;;;;;;0.4;2.2;1.8;10.2;10.5;0.3
415;Zuid-Korea;2009;;;17.8;;;;;;;;0.3;2.1;1.8;14.5;14.4;-0.1
416;Zuid-Korea;2010;;;19.3;;;;;;;;0.1;2.3;2.2;13.2;14.1;0.9
417;Zuid-Korea;2011;;;18.6;;;;;;;;0.4;1.8;1.4;12.2;14.4;2.2
418;Zweden;1990;;;11.0;14.8;44.8;19.6;35.7;0.02;0.0;0.02;0.8;6.0;5.2;5.2;20.8;15.6
419;Zweden;1991;;;9.4;16.3;43.3;20.2;36.5;0.01;0.0;0.01;2.5;2.7;0.3;7.0;21.3;14.2
420;Zweden;1992;;;8.2;19.3;40.6;20.6;38.8;0.01;0.0;0.01;0.0;0.2;0.1;5.3;18.3;13.0
421;Zweden;1993;165.0;5.23;7.6;25.7;37.9;20.9;41.2;0.01;0.0;0.01;1.9;0.7;-1.2;6.5;22.5;16.0
422;Zweden;1994;164.0;5.62;8.6;24.7;40.9;19.6;39.5;0.05;0.0;0.05;2.9;3.1;0.2;10.4;27.7;17.3
423;Zweden;1995;165.0;6.15;10.0;24.1;39.7;20.2;40.1;0.02;0.0;0.01;5.7;4.4;-1.3;12.3;28.8;16.6
424;Zweden;1996;170.0;6.52;10.7;23.3;38.7;17.4;43.9;0.11;0.0;0.11;2.0;1.8;-0.1;12.6;26.1;13.5
425;Zweden;1997;173.0;6.95;10.9;24.8;37.6;16.2;46.1;0.04;0.0;0.04;4.3;5.0;0.7;16.4;30.9;14.5
426;Zweden;1998;175.0;7.64;11.5;27.1;37.8;13.6;48.6;0.06;0.01;0.04;7.8;9.6;1.8;20.0;36.7;16.7
427;Zweden;1999;176.0;8.32;11.9;28.7;34.2;14.3;51.5;0.19;0.1;0.09;23.6;8.5;-15.1;28.3;41.1;12.7
428;Zweden;2000;176.0;9.04;12.3;31.3;31.7;15.9;52.4;0.21;0.09;0.13;9.5;16.6;7.1;38.0;49.9;11.8
429;Zweden;2001;181.0;9.34;11.8;28.7;28.7;15.0;56.3;0.4;0.09;0.3;4.8;3.2;-1.6;40.4;54.2;13.8
430;Zweden;2002;182.0;9.34;10.9;26.3;29.2;13.7;57.0;0.25;0.09;0.16;4.9;4.2;-0.7;47.6;58.4;10.8
431;Zweden;2003;184.0;9.42;10.8;24.7;28.7;10.0;61.3;0.15;0.06;0.09;1.6;6.7;5.1;49.9;58.4;8.4
432;Zweden;2004;182.0;9.75;10.8;24.3;28.2;7.7;64.1;0.23;0.08;0.15;3.3;6.1;2.8;54.6;59.1;4.6
433;Zweden;2005;182.0;10.27;11.4;25.6;29.7;10.9;59.5;0.29;0.05;0.24;3.2;7.5;4.3;46.6;55.8;9.2
434;Zweden;2006;;;11.9;25.0;29.2;10.7;60.1;0.3;0.06;0.24;7.2;6.7;-0.6;57.0;65.7;8.7
435;Zweden;2007;;;12.7;;;;;0.23;0.07;0.15;6.0;8.4;2.4;63.4;71.8;8.4
436;Zweden;2008;;;13.2;;;;;0.26;0.05;0.21;7.6;6.4;-1.2;57.3;66.4;9.1
437;Zweden;2009;;;11.5;;;;;0.2;0.04;0.16;2.5;6.4;3.9;81.8;87.1;5.2
438;Zweden;2010;;;11.3;;;;;0.23;0.04;0.19;;3.9;;75.7;79.8;4.1
439;Zweden;2011;;;11.8;;;;;0.09;0.03;0.05;2.3;5.0;2.7;62.9;66.7;3.8
440;EU-15;1990;;;11.2;;;;;;;;1.4;1.9;0.5;;;
441;EU-15;1991;;;11.2;;;;;;;;1.1;1.4;0.4;;;
442;EU-15;1992;;;10.8;;;;;;;;0.9;1.3;0.4;;;
443;EU-15;1993;;;9.9;;;;;;;;1.0;1.3;0.3;;;
444;EU-15;1994;;;9.8;;;;;;;;1.0;1.6;0.6;;;
445;EU-15;1995;;;10.1;;;;;;;;1.3;1.9;0.5;;;
446;EU-15;1996;;;10.2;;;;;0.06;0.01;0.05;1.3;2.1;0.8;;;
447;EU-15;1997;;;10.4;;;;;0.06;0.01;0.05;1.6;2.7;1.0;;;
448;EU-15;1998;;;10.9;;;;;0.09;0.02;0.07;3.1;4.8;1.7;;;
449;EU-15;1999;;;11.3;;;;;0.14;0.04;0.1;5.8;8.4;2.7;;;
450;EU-15;2000;;;11.7;;;;;0.38;0.07;0.31;10.0;11.7;1.7;;;
451;EU-15;2001;;;;;;;;0.14;0.04;0.1;4.4;5.4;0.9;;;
452;EU-15;2002;;;;;;;;0.11;0.03;0.08;3.2;3.0;-0.2;34.1;41.2;7.1
453;EU-15;2003;;;;;;;;0.11;0.02;0.09;2.4;2.7;0.3;36.0;42.4;6.4
454;EU-15;2004;;;;;;;;0.11;0.02;0.08;;2.9;;;;
455;EU-15;2005;;;;;;;;0.14;0.02;0.11;;4.4;;;;
456;EU-15;2006;;;;;;;;0.18;0.05;0.13;;4.7;;;;
457;EU-15;2007;;;;;;;;0.11;0.02;0.09;;7.4;;;;
458;EU-15;2008;;;;;;;;0.13;0.02;0.11;;5.4;;;;
459;EU-15;2009;;;;;;;;0.1;0.02;0.08;;2.4;;;;
460;EU-15;2010;;;;;;;;0.1;0.02;0.09;;3.0;;;;
461;EU-15;2011;;;;;;;;0.09;0.02;0.07;;3.2;;;;
462;OESO;1990;;;9.8;;;;;;;;1.0;1.3;0.3;8.0;9.8;1.8
463;OESO;1991;;;9.7;;;;;;;;0.6;1.0;0.4;8.2;10.1;1.9
464;OESO;1992;;;9.3;;;;;;;;0.6;0.9;0.3;7.5;9.6;2.1
465;OESO;1993;;;8.9;;;;;;;;0.7;1.0;0.3;7.9;10.2;2.3
466;OESO;1994;;;9.0;;;;;;;;0.7;1.1;0.4;8.3;10.9;2.6
467;OESO;1995;;;9.5;;;;;;;;0.9;1.3;0.4;8.6;11.0;2.4
468;OESO;1996;;;9.7;;;;;;;;1.0;1.4;0.4;9.4;12.2;2.8
469;OESO;1997;;;10.2;;;;;;;;1.3;1.7;0.4;10.4;13.4;3.0
470;OESO;1998;;;10.4;;;;;;;;2.2;2.6;0.5;12.8;15.9;3.1
471;OESO;1999;;;10.7;;;;;;;;3.5;4.0;0.5;13.9;17.6;3.7
472;OESO;2000;;;11.2;;;;;;;;4.9;4.7;-0.2;17.0;20.4;3.4
473;OESO;2001;;;;;;;;;;;2.4;2.6;0.2;18.3;22.5;4.1
474;OESO;2002;;;;;;;;;;;1.8;1.9;0.1;20.5;24.5;4.0
475;OESO;2003;;;;;;;;;;;1.3;1.8;0.5;22.2;26.1;3.9
476;OESO;2004;;;;;;;;;;;1.4;2.4;1.1;23.4;27.6;4.2
477;OESO;2005;;;;;;;;;;;1.8;2.2;0.3;22.5;26.8;4.3
478;OESO;2006;;;;;;;;;;;2.7;3.1;0.5;26.1;30.6;4.4
479;OESO;2007;;;;;;;;;;;3.3;4.7;1.4;29.1;34.3;5.2
480;OESO;2008;;;;;;;;;;;2.4;3.8;1.3;25.9;33.2;7.3
481;OESO;2009;;;;;;;;;;;1.6;2.2;0.6;30.3;39.0;8.7
482;OESO;2010;;;;;;;;;;;1.6;2.5;0.9;29.7;39.3;9.6
483;OESO;2011;;;;;;;;;;;1.8;2.8;1.0;;;
