ID;Landen;Perioden;KapitaalgoederenvoorraadTotaal_1;ICTKapitaalgoederenvoorraad_2;InvesteringsquoteBedrijvensector_3;ICTInvesteringenTotaal_4;ITApparatuur_5;Communicatiemiddelen_6;Software_7;GeinvesteerdDurfkapitaalTotaal_8;GeinvesteerdDurfkapitaalVroegeFase_9;GeinvesteerdDurfkapitaalVervolgfase_10;DBIInkomend_11;DBIUitgaand_12;DBISaldoUitgaandInkomend_13;DBIInkomendVoorraad_14;DBIUitgaandVoorraad_15;DBISaldoUitgaandInkomendVoorraad_16
0;Australië;1990;223.0;2.89;11.8;15.3;36.4;27.5;36.1;;;;2.6;0.2;-2.4;24.8;11.6;-13.2
1;Australië;1991;226.0;3.1;10.1;17.3;36.7;26.9;36.5;;;;0.8;;;24.7;10.8;-13.9
2;Australië;1992;221.0;3.37;9.7;18.6;36.9;24.1;39.0;;;;1.5;1.2;-0.3;24.4;11.8;-12.6
3;Australië;1993;216.0;3.69;9.5;18.6;41.1;20.5;38.4;;;;1.7;0.8;-0.9;27.6;14.3;-13.3
4;Australië;1994;212.0;4.1;10.3;18.8;43.8;20.8;35.4;;;;1.2;0.5;-0.7;27.9;14.8;-13.1
5;Australië;1995;208.0;4.49;11.2;19.1;42.5;24.0;33.5;;;;3.4;1.1;-2.3;28.3;15.4;-12.9
6;Australië;1996;206.0;5.09;12.4;19.9;38.5;27.7;33.9;;;;1.1;1.2;0.1;28.2;16.8;-11.3
7;Australië;1997;205.0;5.92;12.9;21.1;41.6;25.9;32.6;;;;1.9;1.4;-0.5;24.3;17.8;-6.6
8;Australië;1998;202.0;6.89;12.6;21.0;40.7;25.0;34.2;;;;2.0;1.2;-0.8;29.0;22.1;-6.8
9;Australië;1999;201.0;8.28;12.7;22.6;38.0;26.0;36.0;;;;0.6;0.1;-0.5;29.8;23.2;-6.6
10;Australië;2000;202.0;9.46;12.3;24.8;35.5;25.0;39.5;;;;3.8;1.0;-2.8;29.0;23.4;-5.6
11;Australië;2001;202.0;10.55;11.8;23.7;36.7;23.9;39.3;;;;2.8;3.5;0.7;31.2;31.3;0.1
12;Australië;2002;206.0;12.29;12.9;21.2;40.2;18.0;41.8;;;;3.5;1.7;-1.7;34.5;29.6;-4.9
13;Australië;2003;210.0;14.56;14.3;21.0;38.7;22.1;39.3;;;;1.7;3.3;1.6;38.4;33.0;-5.4
14;Australië;2004;218.0;17.03;14.9;16.8;40.8;15.2;44.1;;;;6.3;1.6;-4.7;42.1;33.8;-8.2
15;Australië;2005;229.0;19.68;16.5;14.9;41.3;15.6;43.1;;;;;;;31.9;27.5;-4.4
16;Australië;2006;;;17.4;14.3;38.9;19.6;41.5;;;;3.8;3.1;-0.7;36.3;32.7;-3.6
17;Australië;2007;;;18.8;13.3;40.7;17.5;41.8;;;;4.6;1.7;-2.9;39.3;34.5;-4.7
18;Australië;2008;;;19.6;;;;;;;;4.5;3.2;-1.3;29.2;22.9;-6.2
19;Australië;2009;;;18.8;;;;;;;;2.6;1.7;-1.0;42.5;34.1;-8.4
20;Australië;2010;;;18.3;;;;;;;;2.6;2.1;-0.5;40.1;32.2;-7.9
21;Australië;2011;;;19.4;;;;;;;;4.4;1.1;-3.4;36.5;25.1;-11.3
22;België;1990;;;13.6;17.7;59.5;19.5;21.0;;;;;;;28.8;20.0;-8.8
23;België;1991;;;12.8;17.8;57.4;21.2;21.4;;;;;;;33.7;23.3;-10.5
24;België;1992;;;12.5;18.8;55.2;21.4;23.4;;;;;;;32.6;24.0;-8.6
25;België;1993;;;11.9;15.9;47.6;29.4;23.0;;;;;;;42.5;28.2;-14.3
26;België;1994;;;11.3;16.9;49.4;26.2;24.3;;;;;;;43.8;28.7;-15.0
27;België;1995;;;11.4;18.0;50.9;24.4;24.7;0.05;0.0;0.05;;;;39.7;28.4;-11.3
28;België;1996;;;12.0;18.4;51.1;24.8;24.1;0.05;0.01;0.04;;;;44.9;31.7;-13.3
29;België;1997;;;12.3;19.4;50.2;25.8;24.0;0.08;0.01;0.07;;;;51.5;37.9;-13.6
30;België;1998;;;12.9;21.5;49.5;23.4;27.1;0.1;0.06;0.04;;;;70.6;52.8;-17.8
31;België;1999;;;12.5;21.7;47.5;25.0;27.4;0.26;0.09;0.17;;;;70.7;59.6;-11.1
32;België;2000;;;13.0;24.2;55.9;20.9;23.1;0.21;0.11;0.11;;;;78.1;77.3;-0.8
33;België;2001;;;13.3;23.3;53.5;21.0;25.5;0.12;0.04;0.08;;;;77.2;78.1;0.9
34;België;2002;;;12.4;20.3;51.4;22.0;26.6;0.09;0.04;0.05;6.4;4.9;-1.6;101.2;88.8;-12.4
35;België;2003;;;12.2;19.9;52.3;19.5;28.3;0.05;0.01;0.03;10.8;12.3;1.6;114.7;100.9;-13.8
36;België;2004;;;12.9;20.1;51.8;20.7;27.4;0.08;0.02;0.06;12.1;9.4;-2.6;130.3;102.1;-28.2
37;België;2005;;;13.2;;;;;0.04;0.02;0.02;9.1;8.6;-0.5;126.6;100.4;-26.3
38;België;2006;;;13.1;;;;;0.17;0.01;0.16;14.7;12.7;-2.1;154.8;120.5;-34.2
39;België;2007;;;13.7;;;;;0.14;0.03;0.1;20.3;17.4;-2.9;170.7;135.2;-35.6
40;België;2008;;;14.3;;;;;0.1;0.03;0.07;38.2;43.5;5.3;168.1;160.5;-7.7
41;België;2009;;;13.3;;;;;0.17;0.04;0.13;13.0;1.9;-11.1;199.9;188.4;-11.6
42;België;2010;;;12.7;;;;;0.08;0.02;0.06;17.3;11.9;-5.4;191.4;192.0;0.6
43;België;2011;;;13.3;;;;;0.1;0.02;0.08;17.4;13.8;-3.6;195.1;189.5;-5.6
44;Canada;1990;;;10.8;13.2;34.2;28.4;37.3;;;;1.3;0.9;-0.4;19.4;14.6;-4.8
45;Canada;1991;;;10.7;14.2;32.1;29.4;38.5;;;;0.5;1.0;0.5;19.6;15.8;-3.8
46;Canada;1992;;;9.8;16.1;32.8;29.7;37.5;;;;0.8;0.6;-0.2;18.7;15.2;-3.6
47;Canada;1993;;;9.4;16.9;29.7;27.4;42.9;;;;0.8;1.0;0.2;19.0;16.4;-2.6
48;Canada;1994;;;9.8;16.4;31.2;23.6;45.2;;;;1.5;1.6;0.2;19.5;18.5;-1.0
49;Canada;1995;;;10.0;16.8;33.8;23.7;42.5;;;;1.6;1.9;0.4;20.9;20.0;-0.9
50;Canada;1996;;;10.3;18.0;35.0;22.3;42.7;;;;1.6;2.1;0.6;21.7;21.6;-0.1
51;Canada;1997;;;12.1;17.5;33.1;25.2;41.7;;;;1.8;3.6;1.8;21.3;24.0;2.7
52;Canada;1998;;;12.3;18.8;37.9;20.8;41.3;;;;3.7;5.6;1.9;23.2;27.9;4.6
53;Canada;1999;;;12.4;19.9;37.1;22.9;39.9;;;;3.7;2.6;-1.1;26.5;30.5;4.0
54;Canada;2000;;;12.4;20.6;36.9;25.4;37.7;;;;9.2;6.2;-3.1;29.3;32.8;3.4
55;Canada;2001;;;12.2;20.2;33.5;25.2;41.3;;;;3.9;5.0;1.2;29.9;35.0;5.2
56;Canada;2002;;;11.4;19.2;33.6;24.4;42.1;;;;3.0;3.6;0.6;30.7;37.5;6.8
57;Canada;2003;;;11.9;18.8;33.5;21.6;44.9;;;;0.9;2.6;1.8;33.4;36.8;3.4
58;Canada;2004;;;12.5;18.5;34.7;19.5;45.9;;;;;4.4;;31.8;37.6;5.8
59;Canada;2005;;;13.6;17.6;33.3;17.5;49.2;;;;2.3;2.4;0.2;30.1;34.3;4.1
60;Canada;2006;;;14.6;17.0;35.4;16.6;48.0;;;;4.7;3.5;-1.2;29.3;34.8;5.5
61;Canada;2007;;;14.7;16.5;31.2;17.3;51.5;;;;8.1;4.1;-4.0;36.3;36.5;0.2
62;Canada;2008;;;15.2;16.2;;;;;;;3.8;5.3;1.5;29.5;34.9;5.4
63;Canada;2009;;;12.4;;;;;;;;1.6;3.1;1.5;39.1;44.4;5.3
64;Canada;2010;;;12.9;;;;;;;;1.5;2.4;1.0;35.6;39.1;3.5
65;Canada;2011;;;14.4;;;;;;;;2.4;2.9;0.5;34.3;38.6;4.3
66;Denemarken;1990;278.0;1.75;11.3;17.8;59.3;8.0;32.8;0.01;0.01;0.01;0.9;1.2;0.3;;;
67;Denemarken;1991;278.0;1.91;11.1;18.3;60.8;6.7;32.5;0.02;0.01;0.01;1.1;1.5;0.4;10.8;11.4;0.6
68;Denemarken;1992;276.0;2.13;10.7;18.4;62.7;5.6;31.7;0.01;0.0;0.01;0.7;1.5;0.8;;;
69;Denemarken;1993;277.0;2.48;10.2;21.3;60.6;4.3;35.2;0.01;0.0;0.01;1.2;0.9;-0.3;;;
70;Denemarken;1994;267.0;2.87;10.5;21.3;57.5;5.6;36.9;0.01;0.0;0.01;3.2;2.6;-0.6;11.6;12.8;1.2
71;Denemarken;1995;262.0;3.3;11.4;19.7;59.2;4.8;36.0;0.02;0.0;0.02;2.3;1.7;-0.6;;;
72;Denemarken;1996;259.0;3.8;11.7;18.5;51.8;4.4;43.9;0.02;0.0;0.02;0.4;1.4;1.0;12.1;15.0;2.9
73;Denemarken;1997;256.0;4.69;12.7;19.8;50.0;4.0;46.0;0.02;0.0;0.01;1.6;2.5;0.8;0.0;0.0;0.0
