ID;StatusCijfer;AlleRegioS;Perioden;TotaalMannenEnVrouwen_1;JongerDan20Jaar_2;k_20Tot65Jaar_3;k_65Tot75Jaar_4;k_75Tot85Jaar_5;k_85JaarOfOuder_6;TotaalMannen_7;JongerDan20Jaar_8;k_20Tot65Jaar_9;k_65Tot75Jaar_10;k_75Tot85Jaar_11;k_85JaarOfOuder_12;TotaalVrouwen_13;JongerDan20Jaar_14;k_20Tot65Jaar_15;k_65Tot75Jaar_16;k_75Tot85Jaar_17;k_85JaarOfOuder_18;TotaalStedelijkGebied_19;ZeerSterkStedelijk_20;SterkStedelijk_21;MatigStedelijk_22;TotaalLandelijkGebied_23;WeinigStedelijk_24;NietStedelijk_25;LokaalKlantenpotentieel_26;LokaalKlantenpotentieelRel_27;RegionaalKlantenpotentieel_28;RegionaalKlantenpotentieelRel_29;WoonkernenTotaal_30;LandGfFvwTotaal_31;LandGfFvwBuitengebiedGfFvw_32;LandGfFvwWoonkernenGfFvw_33;BinnenwaterGfFvwTotaal_34;BuitenwaterGfFvwTotaal_35;BebouwingTotaal_36;BebouwingWoonkernenGfFvw_37;BebouwingBuitengebiedGfFvw_38;PercentageSlechteGrond_39;KleiKleiveenVeenTotaal_40;KleiKleiveenVeenWoonkernenGfFvw_41;KleiKleiveenVeenBuitengebiedGfFvw_42;BodemfactorTotaal_43;BodemfactorWoonkernenGfFvw_44;BodemfactorBuitengebiedGfFvw_45;OeverlengteTotaal_46;Eenouderhuishoudens_47;TotaalAantalHuishoudensMetInkomen_48;LageInkomens2e3eEn4eDeciel_49;WaardeWoningen_50;WaardeNietWoningen_51;Woningvoorraad_52;Wooneenhedenvoorraad_53;Recreatiewoningvoorraad_54;CapaciteitBijzonderWoongebouwen_55;TotaalAantalWWBOfWIJUitkeringen_56;WWBOfWIJ_57;BBZ_58;IOAW_59;IOAZ_60;Adreslozen_61;Omgevingsadressendichtheid_62;Minderheden_63;Bedrijfsvestigingen_64;Regiocode_65
0;Voorlopig;Nederland;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL01  
1;Voorlopig;Nederland;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;431912.0;406896.0;1103.0;19955.0;3958.0;;;;;NL01  
2;Voorlopig;Nederland;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400932.0;372517.0;1371.0;21382.0;3784.0;1878.0;;;;NL01  
3;Voorlopig;Nederland;2000;;;;;;;;;;;;;;;;;;;6526600.0;3007330.0;3519270.0;2757690.0;6475930.0;3163130.0;3312800.0;;;;;3146.0;;;;;;;;;;;;;;;;;;;;;;;;;;370293.0;344430.0;1016.0;19152.0;3481.0;2214.0;1849.0;;;NL01  
4;Voorlopig;Nederland;2001;;;;;;;;;;;;;;;;;;;6630780.0;3068200.0;3562580.0;2770940.0;6462240.0;3164090.0;3298140.0;;;;;3175.0;;;;;;;;;;;;;;;;;;;;;;;;;;355988.0;330216.0;1155.0;18886.0;3172.0;2559.0;1859.0;;;NL01  
5;Voorlopig;Nederland;2002;;;;;;;;;;;;;;;;;;;6745890.0;3105750.0;3640140.0;2778580.0;6462610.0;3167960.0;3294650.0;;;;;3172.0;;;;;;;;;;;;;;;;;;;;891215.0;302372.0;;;;;352894.0;327339.0;1211.0;18387.0;2826.0;3131.0;1862.0;;;NL01  
6;Voorlopig;Nederland;2003;;;;;;;;;;;;;;;;;;;6823740.0;3137920.0;3685820.0;2827090.0;6454460.0;3180970.0;3273490.0;;;;;3185.0;3382311.0;2793991.0;588320.0;172895.0;597589.0;90427.0;65165.0;25262.0;15.0;522986.0;118054.0;404932.0;1.06;1.08;1.05;813267.0;;;;901359.0;311481.0;;;;;366397.0;342257.0;1568.0;16167.0;2538.0;3867.0;1865.0;;;NL01  
7;Voorlopig;Nederland;2004;;;;;;;;;;;;;;;;;;;6943920.0;3193670.0;3750250.0;2867410.0;6381240.0;3158750.0;3222490.0;;;;;3198.0;3377643.0;2783053.0;594590.0;177682.0;597469.0;91745.0;66327.0;25419.0;15.0;522137.0;119037.0;403100.0;1.06;1.08;1.05;822765.0;;;;912805.0;319805.0;6810472.0;108762.0;93530.0;349096.0;366289.0;344823.0;1784.0;13571.0;2303.0;3808.0;1873.0;;;NL01  
8;Voorlopig;Nederland;2005;;;;;;;;;;;;;;;;;;;6998920.0;3223370.0;3775550.0;2895530.0;6363590.0;3157830.0;3205750.0;;;;;3198.0;3376565.0;2776727.0;599838.0;179101.0;597127.0;92733.0;67067.0;25667.0;15.0;522152.0;120425.0;401727.0;1.06;1.08;1.05;833371.0;;;;1392355.0;379341.0;6861877.0;111866.0;95017.0;345768.0;;;;;;;1866.0;;;NL01  
9;Voorlopig;Nederland;2006;;;;;;;;;;;;;;;;;;;7041100.0;3259790.0;3781310.0;2936370.0;6328060.0;3151220.0;3176840.0;;;;;3191.0;3375096.0;2772553.0;602543.0;180762.0;598450.0;94151.0;68061.0;26091.0;15.0;522103.0;121422.0;400681.0;1.06;1.08;1.05;845121.0;;;;1401851.0;384792.0;6913588.0;112842.0;97002.0;347086.0;;;;;;;1874.0;;;NL01  
10;Voorlopig;Noord-Nederland (LD);1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LD01  
11;Voorlopig;Noord-Nederland (LD);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48593.0;45684.0;109.0;2261.0;539.0;;;;;LD01  
12;Voorlopig;Noord-Nederland (LD);1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44248.0;40581.0;293.0;2545.0;542.0;287.0;;;;LD01  
13;Voorlopig;Noord-Nederland (LD);2000;;;;;;;;;;;;;;;;;;;295320.0;129560.0;165760.0;256140.0;1096850.0;360680.0;736170.0;;;;;830.0;;;;;;;;;;;;;;;;;;;;;;;;;;39616.0;36368.0;153.0;2337.0;492.0;266.0;1009.0;;;LD01  
14;Voorlopig;Noord-Nederland (LD);2001;;;;;;;;;;;;;;;;;;;298710.0;130650.0;168060.0;253540.0;1104700.0;364310.0;740390.0;;;;;840.0;;;;;;;;;;;;;;;;;;;;;;;;;;37378.0;34224.0;219.0;2197.0;443.0;295.0;1009.0;;;LD01  
15;Voorlopig;Noord-Nederland (LD);2002;;;;;;;;;;;;;;;;;;;301160.0;130610.0;170550.0;258040.0;1112340.0;367130.0;745210.0;;;;;840.0;;;;;;;;;;;;;;;;;;;;70491.0;25962.0;;;;;37244.0;34196.0;178.0;2125.0;388.0;357.0;1008.0;;;LD01  
16;Voorlopig;Noord-Nederland (LD);2003;;;;;;;;;;;;;;;;;;;302460.0;131590.0;170870.0;265360.0;1117640.0;373870.0;743770.0;;;;;843.0;833159.0;738606.0;94553.0;29614.0;276141.0;11803.0;7690.0;4113.0;10.0;85954.0;11057.0;74897.0;1.03;1.04;1.03;189450.0;;;;71676.0;27177.0;;;;;39785.0;36770.0;258.0;1863.0;353.0;541.0;1011.0;;;LD01  
17;Voorlopig;Noord-Nederland (LD);2004;;;;;;;;;;;;;;;;;;;303090.0;132460.0;170640.0;273160.0;1117790.0;377740.0;740050.0;;;;;844.0;832306.0;736735.0;95571.0;30579.0;276029.0;11942.0;7819.0;4123.0;10.0;85928.0;11096.0;74832.0;1.03;1.04;1.03;189579.0;;;;72767.0;27863.0;714262.0;17249.0;16512.0;36487.0;41370.0;38399.0;391.0;1686.0;330.0;564.0;1018.0;;;LD01  
18;Voorlopig;Noord-Nederland (LD);2005;;;;;;;;;;;;;;;;;;;304930.0;135290.0;169640.0;275480.0;1118450.0;382070.0;736390.0;;;;;846.0;832306.0;735631.0;96675.0;30579.0;276029.0;11989.0;7914.0;4076.0;10.0;85928.0;11354.0;74573.0;1.03;1.04;1.03;189579.0;;;;113591.0;32206.0;718504.0;17760.0;17100.0;36258.0;;;;;;;1020.0;;;LD01  
