ID;RegioS;SBI1993;Perioden;Volumemutatie_1;Deflator_2
84;Extra-territoriale regio;Totaal bedrijfsactiviteiten;1996;8.3;4.0
85;Extra-territoriale regio;Totaal bedrijfsactiviteiten;1997;-1.0;9.4
86;Extra-territoriale regio;Totaal bedrijfsactiviteiten;1998;-0.9;-9.7
87;Extra-territoriale regio;Totaal bedrijfsactiviteiten;1999;10.1;-10.2
88;Extra-territoriale regio;Totaal bedrijfsactiviteiten;2000;-0.9;47.5
89;Extra-territoriale regio;Totaal bedrijfsactiviteiten;2001;6.0;12.2
90;Extra-territoriale regio;A+B  Landbouw, bosbouw en visserij;1996;;
91;Extra-territoriale regio;A+B  Landbouw, bosbouw en visserij;1997;;
92;Extra-territoriale regio;A+B  Landbouw, bosbouw en visserij;1998;;
93;Extra-territoriale regio;A+B  Landbouw, bosbouw en visserij;1999;;
94;Extra-territoriale regio;A+B  Landbouw, bosbouw en visserij;2000;;
95;Extra-territoriale regio;A+B  Landbouw, bosbouw en visserij;2001;;
96;Extra-territoriale regio;C     Delfstoffenwinning;1996;11.0;4.5
97;Extra-territoriale regio;C     Delfstoffenwinning;1997;-1.1;10.5
98;Extra-territoriale regio;C     Delfstoffenwinning;1998;-1.5;-11.2
99;Extra-territoriale regio;C     Delfstoffenwinning;1999;12.0;-12.2
100;Extra-territoriale regio;C     Delfstoffenwinning;2000;-0.7;54.9
101;Extra-territoriale regio;C     Delfstoffenwinning;2001;7.0;12.9
102;Extra-territoriale regio;D+E  Industrie, openbare nutsbedrijven;1996;;
103;Extra-territoriale regio;D+E  Industrie, openbare nutsbedrijven;1997;;
104;Extra-territoriale regio;D+E  Industrie, openbare nutsbedrijven;1998;;
105;Extra-territoriale regio;D+E  Industrie, openbare nutsbedrijven;1999;;
106;Extra-territoriale regio;D+E  Industrie, openbare nutsbedrijven;2000;;
107;Extra-territoriale regio;D+E  Industrie, openbare nutsbedrijven;2001;;
108;Extra-territoriale regio;F      Bouwnijverheid;1996;;
109;Extra-territoriale regio;F      Bouwnijverheid;1997;;
110;Extra-territoriale regio;F      Bouwnijverheid;1998;;
111;Extra-territoriale regio;F      Bouwnijverheid;1999;;
112;Extra-territoriale regio;F      Bouwnijverheid;2000;;
113;Extra-territoriale regio;F      Bouwnijverheid;2001;;
114;Extra-territoriale regio;G     Handel, reparatie consumentenart.;1996;;
115;Extra-territoriale regio;G     Handel, reparatie consumentenart.;1997;;
116;Extra-territoriale regio;G     Handel, reparatie consumentenart.;1998;;
117;Extra-territoriale regio;G     Handel, reparatie consumentenart.;1999;;
118;Extra-territoriale regio;G     Handel, reparatie consumentenart.;2000;;
119;Extra-territoriale regio;G     Handel, reparatie consumentenart.;2001;;
120;Extra-territoriale regio;H     Horeca;1996;;
121;Extra-territoriale regio;H     Horeca;1997;;
122;Extra-territoriale regio;H     Horeca;1998;;
123;Extra-territoriale regio;H     Horeca;1999;;
124;Extra-territoriale regio;H     Horeca;2000;;
125;Extra-territoriale regio;H     Horeca;2001;;
126;Extra-territoriale regio;I       Vervoer, opslag en communicatie;1996;;
127;Extra-territoriale regio;I       Vervoer, opslag en communicatie;1997;;
128;Extra-territoriale regio;I       Vervoer, opslag en communicatie;1998;;
129;Extra-territoriale regio;I       Vervoer, opslag en communicatie;1999;;
130;Extra-territoriale regio;I       Vervoer, opslag en communicatie;2000;;
131;Extra-territoriale regio;I       Vervoer, opslag en communicatie;2001;;
132;Extra-territoriale regio;J      Financiële instellingen;1996;;
133;Extra-territoriale regio;J      Financiële instellingen;1997;;
134;Extra-territoriale regio;J      Financiële instellingen;1998;;
135;Extra-territoriale regio;J      Financiële instellingen;1999;;
136;Extra-territoriale regio;J      Financiële instellingen;2000;;
137;Extra-territoriale regio;J      Financiële instellingen;2001;;
138;Extra-territoriale regio;K     Verhuur, zakelijke dienstverlening;1996;;
139;Extra-territoriale regio;K     Verhuur, zakelijke dienstverlening;1997;;
140;Extra-territoriale regio;K     Verhuur, zakelijke dienstverlening;1998;;
141;Extra-territoriale regio;K     Verhuur, zakelijke dienstverlening;1999;;
142;Extra-territoriale regio;K     Verhuur, zakelijke dienstverlening;2000;;
143;Extra-territoriale regio;K     Verhuur, zakelijke dienstverlening;2001;;
144;Extra-territoriale regio;L      Overheid, defensie, sociale verz.;1996;-6.6;0.4
145;Extra-territoriale regio;L      Overheid, defensie, sociale verz.;1997;-0.1;1.9
146;Extra-territoriale regio;L      Overheid, defensie, sociale verz.;1998;3.9;0.8
147;Extra-territoriale regio;L      Overheid, defensie, sociale verz.;1999;-1.5;4.1
148;Extra-territoriale regio;L      Overheid, defensie, sociale verz.;2000;-2.4;3.5
149;Extra-territoriale regio;L      Overheid, defensie, sociale verz.;2001;-2.5;5.4
150;Extra-territoriale regio;M     Gesubsidieerd Onderwijs;1996;;
151;Extra-territoriale regio;M     Gesubsidieerd Onderwijs;1997;;
152;Extra-territoriale regio;M     Gesubsidieerd Onderwijs;1998;;
153;Extra-territoriale regio;M     Gesubsidieerd Onderwijs;1999;;
154;Extra-territoriale regio;M     Gesubsidieerd Onderwijs;2000;;
155;Extra-territoriale regio;M     Gesubsidieerd Onderwijs;2001;;
156;Extra-territoriale regio;N     Gezondheids- en welzijnszorg;1996;;
157;Extra-territoriale regio;N     Gezondheids- en welzijnszorg;1997;;
158;Extra-territoriale regio;N     Gezondheids- en welzijnszorg;1998;;
159;Extra-territoriale regio;N     Gezondheids- en welzijnszorg;1999;;
160;Extra-territoriale regio;N     Gezondheids- en welzijnszorg;2000;;
161;Extra-territoriale regio;N     Gezondheids- en welzijnszorg;2001;;
162;Extra-territoriale regio;O+P  Milieu, cultuur en ov. diensten;1996;;
163;Extra-territoriale regio;O+P  Milieu, cultuur en ov. diensten;1997;;
164;Extra-territoriale regio;O+P  Milieu, cultuur en ov. diensten;1998;;
165;Extra-territoriale regio;O+P  Milieu, cultuur en ov. diensten;1999;;
166;Extra-territoriale regio;O+P  Milieu, cultuur en ov. diensten;2000;;
167;Extra-territoriale regio;O+P  Milieu, cultuur en ov. diensten;2001;;
168;Noord-Nederland;Totaal bedrijfsactiviteiten;1996;4.9;1.1
169;Noord-Nederland;Totaal bedrijfsactiviteiten;1997;1.0;2.8
170;Noord-Nederland;Totaal bedrijfsactiviteiten;1998;2.4;-0.4
171;Noord-Nederland;Totaal bedrijfsactiviteiten;1999;0.5;0.4
172;Noord-Nederland;Totaal bedrijfsactiviteiten;2000;2.5;7.7
173;Noord-Nederland;Totaal bedrijfsactiviteiten;2001;2.8;6.1
174;Noord-Nederland;A+B  Landbouw, bosbouw en visserij;1996;2.4;-7.8
175;Noord-Nederland;A+B  Landbouw, bosbouw en visserij;1997;10.5;3.2
176;Noord-Nederland;A+B  Landbouw, bosbouw en visserij;1998;0.0;-7.3
177;Noord-Nederland;A+B  Landbouw, bosbouw en visserij;1999;4.4;-7.9
178;Noord-Nederland;A+B  Landbouw, bosbouw en visserij;2000;3.2;1.0
179;Noord-Nederland;A+B  Landbouw, bosbouw en visserij;2001;-4.0;10.3
180;Noord-Nederland;C     Delfstoffenwinning;1996;15.2;4.5
181;Noord-Nederland;C     Delfstoffenwinning;1997;-13.9;10.4
182;Noord-Nederland;C     Delfstoffenwinning;1998;-1.3;-11.2
183;Noord-Nederland;C     Delfstoffenwinning;1999;-16.2;-12.3
184;Noord-Nederland;C     Delfstoffenwinning;2000;-4.8;54.2
185;Noord-Nederland;C     Delfstoffenwinning;2001;8.4;14.3
186;Noord-Nederland;D+E  Industrie, openbare nutsbedrijven;1996;4.7;0.5
187;Noord-Nederland;D+E  Industrie, openbare nutsbedrijven;1997;1.0;1.0
188;Noord-Nederland;D+E  Industrie, openbare nutsbedrijven;1998;2.5;1.6
189;Noord-Nederland;D+E  Industrie, openbare nutsbedrijven;1999;1.5;2.1
190;Noord-Nederland;D+E  Industrie, openbare nutsbedrijven;2000;5.3;-0.3
191;Noord-Nederland;D+E  Industrie, openbare nutsbedrijven;2001;-0.1;3.5
192;Noord-Nederland;F      Bouwnijverheid;1996;-3.2;4.1
193;Noord-Nederland;F      Bouwnijverheid;1997;2.0;2.3
194;Noord-Nederland;F      Bouwnijverheid;1998;3.1;3.1
195;Noord-Nederland;F      Bouwnijverheid;1999;6.1;4.7
196;Noord-Nederland;F      Bouwnijverheid;2000;2.4;5.9
197;Noord-Nederland;F      Bouwnijverheid;2001;2.5;6.2
198;Noord-Nederland;G     Handel, reparatie consumentenart.;1996;2.1;-1.9
199;Noord-Nederland;G     Handel, reparatie consumentenart.;1997;6.6;-1.9
200;Noord-Nederland;G     Handel, reparatie consumentenart.;1998;5.0;2.2
201;Noord-Nederland;G     Handel, reparatie consumentenart.;1999;4.8;0.8
202;Noord-Nederland;G     Handel, reparatie consumentenart.;2000;5.8;1.5
203;Noord-Nederland;G     Handel, reparatie consumentenart.;2001;1.9;3.1
204;Noord-Nederland;H     Horeca;1996;-5.3;3.0
205;Noord-Nederland;H     Horeca;1997;12.6;1.6
206;Noord-Nederland;H     Horeca;1998;5.7;1.0
207;Noord-Nederland;H     Horeca;1999;3.5;6.1
208;Noord-Nederland;H     Horeca;2000;6.9;3.8
209;Noord-Nederland;H     Horeca;2001;0.0;6.9
210;Noord-Nederland;I       Vervoer, opslag en communicatie;1996;3.1;-0.2
211;Noord-Nederland;I       Vervoer, opslag en communicatie;1997;9.7;-1.1
212;Noord-Nederland;I       Vervoer, opslag en communicatie;1998;11.4;-2.4
213;Noord-Nederland;I       Vervoer, opslag en communicatie;1999;7.0;-4.6
214;Noord-Nederland;I       Vervoer, opslag en communicatie;2000;10.8;-1.9
215;Noord-Nederland;I       Vervoer, opslag en communicatie;2001;13.1;0.3
216;Noord-Nederland;J      Financiële instellingen;1996;10.1;-2.7
217;Noord-Nederland;J      Financiële instellingen;1997;12.6;0.9
218;Noord-Nederland;J      Financiële instellingen;1998;3.6;4.6
219;Noord-Nederland;J      Financiële instellingen;1999;3.1;3.9
220;Noord-Nederland;J      Financiële instellingen;2000;-4.4;11.5
221;Noord-Nederland;J      Financiële instellingen;2001;1.1;7.2
222;Noord-Nederland;K     Verhuur, zakelijke dienstverlening;1996;4.6;3.6
223;Noord-Nederland;K     Verhuur, zakelijke dienstverlening;1997;2.2;3.3
224;Noord-Nederland;K     Verhuur, zakelijke dienstverlening;1998;3.7;3.7
225;Noord-Nederland;K     Verhuur, zakelijke dienstverlening;1999;3.9;3.3
226;Noord-Nederland;K     Verhuur, zakelijke dienstverlening;2000;3.2;3.5
227;Noord-Nederland;K     Verhuur, zakelijke dienstverlening;2001;0.3;3.7
228;Noord-Nederland;L      Overheid, defensie, sociale verz.;1996;1.1;0.0
229;Noord-Nederland;L      Overheid, defensie, sociale verz.;1997;1.4;1.6
230;Noord-Nederland;L      Overheid, defensie, sociale verz.;1998;0.3;0.9
231;Noord-Nederland;L      Overheid, defensie, sociale verz.;1999;0.1;3.5
232;Noord-Nederland;L      Overheid, defensie, sociale verz.;2000;1.3;4.1
233;Noord-Nederland;L      Overheid, defensie, sociale verz.;2001;0.9;5.1
234;Noord-Nederland;M     Gesubsidieerd Onderwijs;1996;0.8;1.6
235;Noord-Nederland;M     Gesubsidieerd Onderwijs;1997;4.0;-1.8
236;Noord-Nederland;M     Gesubsidieerd Onderwijs;1998;3.5;2.1
237;Noord-Nederland;M     Gesubsidieerd Onderwijs;1999;1.3;6.1
238;Noord-Nederland;M     Gesubsidieerd Onderwijs;2000;0.0;5.1
239;Noord-Nederland;M     Gesubsidieerd Onderwijs;2001;1.6;7.7
240;Noord-Nederland;N     Gezondheids- en welzijnszorg;1996;1.8;0.8
241;Noord-Nederland;N     Gezondheids- en welzijnszorg;1997;3.8;3.8
242;Noord-Nederland;N     Gezondheids- en welzijnszorg;1998;0.8;2.9
243;Noord-Nederland;N     Gezondheids- en welzijnszorg;1999;2.5;5.7
244;Noord-Nederland;N     Gezondheids- en welzijnszorg;2000;0.7;6.1
245;Noord-Nederland;N     Gezondheids- en welzijnszorg;2001;4.1;7.0
246;Noord-Nederland;O+P  Milieu, cultuur en ov. diensten;1996;5.2;2.9
247;Noord-Nederland;O+P  Milieu, cultuur en ov. diensten;1997;3.7;3.8
248;Noord-Nederland;O+P  Milieu, cultuur en ov. diensten;1998;-1.2;4.4
249;Noord-Nederland;O+P  Milieu, cultuur en ov. diensten;1999;2.4;3.9
250;Noord-Nederland;O+P  Milieu, cultuur en ov. diensten;2000;0.4;4.1
251;Noord-Nederland;O+P  Milieu, cultuur en ov. diensten;2001;4.4;5.2
252;Oost-Nederland;Totaal bedrijfsactiviteiten;1996;2.3;0.7
253;Oost-Nederland;Totaal bedrijfsactiviteiten;1997;4.0;1.3
254;Oost-Nederland;Totaal bedrijfsactiviteiten;1998;4.1;1.7
255;Oost-Nederland;Totaal bedrijfsactiviteiten;1999;3.3;2.4
256;Oost-Nederland;Totaal bedrijfsactiviteiten;2000;3.7;3.3
257;Oost-Nederland;Totaal bedrijfsactiviteiten;2001;1.5;4.8
258;Oost-Nederland;A+B  Landbouw, bosbouw en visserij;1996;-0.6;-2.3
259;Oost-Nederland;A+B  Landbouw, bosbouw en visserij;1997;4.9;4.5
260;Oost-Nederland;A+B  Landbouw, bosbouw en visserij;1998;-0.7;-10.4
261;Oost-Nederland;A+B  Landbouw, bosbouw en visserij;1999;6.8;-10.2
262;Oost-Nederland;A+B  Landbouw, bosbouw en visserij;2000;1.4;8.4
263;Oost-Nederland;A+B  Landbouw, bosbouw en visserij;2001;-5.6;10.8
264;Oost-Nederland;C     Delfstoffenwinning;1996;1.3;4.0
265;Oost-Nederland;C     Delfstoffenwinning;1997;3.6;7.2
266;Oost-Nederland;C     Delfstoffenwinning;1998;-9.0;-7.1
267;Oost-Nederland;C     Delfstoffenwinning;1999;37.6;-11.6
268;Oost-Nederland;C     Delfstoffenwinning;2000;-20.5;26.7
269;Oost-Nederland;C     Delfstoffenwinning;2001;-7.0;16.1
270;Oost-Nederland;D+E  Industrie, openbare nutsbedrijven;1996;1.7;0.3
271;Oost-Nederland;D+E  Industrie, openbare nutsbedrijven;1997;0.7;0.7
272;Oost-Nederland;D+E  Industrie, openbare nutsbedrijven;1998;3.8;1.6
273;Oost-Nederland;D+E  Industrie, openbare nutsbedrijven;1999;-0.2;2.3
274;Oost-Nederland;D+E  Industrie, openbare nutsbedrijven;2000;4.2;-0.1
275;Oost-Nederland;D+E  Industrie, openbare nutsbedrijven;2001;-0.7;3.6
276;Oost-Nederland;F      Bouwnijverheid;1996;-2.3;4.3
277;Oost-Nederland;F      Bouwnijverheid;1997;3.6;2.4
278;Oost-Nederland;F      Bouwnijverheid;1998;2.7;3.1
279;Oost-Nederland;F      Bouwnijverheid;1999;6.1;4.8
280;Oost-Nederland;F      Bouwnijverheid;2000;6.6;6.0
281;Oost-Nederland;F      Bouwnijverheid;2001;1.7;6.3
282;Oost-Nederland;G     Handel, reparatie consumentenart.;1996;4.9;-2.5
283;Oost-Nederland;G     Handel, reparatie consumentenart.;1997;9.2;-2.2
284;Oost-Nederland;G     Handel, reparatie consumentenart.;1998;6.6;1.9
285;Oost-Nederland;G     Handel, reparatie consumentenart.;1999;5.1;0.8
286;Oost-Nederland;G     Handel, reparatie consumentenart.;2000;5.6;1.4
287;Oost-Nederland;G     Handel, reparatie consumentenart.;2001;0.9;3.0
288;Oost-Nederland;H     Horeca;1996;0.8;3.0
289;Oost-Nederland;H     Horeca;1997;12.8;1.6
290;Oost-Nederland;H     Horeca;1998;5.8;1.0
291;Oost-Nederland;H     Horeca;1999;0.5;6.1
292;Oost-Nederland;H     Horeca;2000;2.7;3.8
293;Oost-Nederland;H     Horeca;2001;-1.4;6.9
294;Oost-Nederland;I       Vervoer, opslag en communicatie;1996;3.3;-0.4
295;Oost-Nederland;I       Vervoer, opslag en communicatie;1997;6.4;-0.8
296;Oost-Nederland;I       Vervoer, opslag en communicatie;1998;11.5;-1.4
297;Oost-Nederland;I       Vervoer, opslag en communicatie;1999;3.5;-2.9
298;Oost-Nederland;I       Vervoer, opslag en communicatie;2000;5.3;-1.6
299;Oost-Nederland;I       Vervoer, opslag en communicatie;2001;5.3;2.3
300;Oost-Nederland;J      Financiële instellingen;1996;5.2;-2.6
301;Oost-Nederland;J      Financiële instellingen;1997;7.9;1.0
302;Oost-Nederland;J      Financiële instellingen;1998;8.0;4.6
303;Oost-Nederland;J      Financiële instellingen;1999;8.0;4.0
304;Oost-Nederland;J      Financiële instellingen;2000;-0.5;11.3
305;Oost-Nederland;J      Financiële instellingen;2001;-2.2;7.0
306;Oost-Nederland;K     Verhuur, zakelijke dienstverlening;1996;4.9;3.6
307;Oost-Nederland;K     Verhuur, zakelijke dienstverlening;1997;3.7;3.3
308;Oost-Nederland;K     Verhuur, zakelijke dienstverlening;1998;2.1;3.7
309;Oost-Nederland;K     Verhuur, zakelijke dienstverlening;1999;5.1;3.3
310;Oost-Nederland;K     Verhuur, zakelijke dienstverlening;2000;5.1;3.5
311;Oost-Nederland;K     Verhuur, zakelijke dienstverlening;2001;3.8;3.7
312;Oost-Nederland;L      Overheid, defensie, sociale verz.;1996;0.1;0.1
313;Oost-Nederland;L      Overheid, defensie, sociale verz.;1997;1.5;1.6
314;Oost-Nederland;L      Overheid, defensie, sociale verz.;1998;3.1;0.9
315;Oost-Nederland;L      Overheid, defensie, sociale verz.;1999;1.0;3.6
316;Oost-Nederland;L      Overheid, defensie, sociale verz.;2000;0.8;4.0
317;Oost-Nederland;L      Overheid, defensie, sociale verz.;2001;2.3;5.1
318;Oost-Nederland;M     Gesubsidieerd Onderwijs;1996;0.8;1.6
319;Oost-Nederland;M     Gesubsidieerd Onderwijs;1997;7.1;-1.8
320;Oost-Nederland;M     Gesubsidieerd Onderwijs;1998;3.3;2.1
321;Oost-Nederland;M     Gesubsidieerd Onderwijs;1999;0.1;6.1
322;Oost-Nederland;M     Gesubsidieerd Onderwijs;2000;0.7;5.2
323;Oost-Nederland;M     Gesubsidieerd Onderwijs;2001;1.6;7.8
324;Oost-Nederland;N     Gezondheids- en welzijnszorg;1996;1.3;0.8
325;Oost-Nederland;N     Gezondheids- en welzijnszorg;1997;1.3;3.8
326;Oost-Nederland;N     Gezondheids- en welzijnszorg;1998;3.9;2.9
327;Oost-Nederland;N     Gezondheids- en welzijnszorg;1999;3.0;5.8
328;Oost-Nederland;N     Gezondheids- en welzijnszorg;2000;2.0;6.0
329;Oost-Nederland;N     Gezondheids- en welzijnszorg;2001;4.5;7.0
330;Oost-Nederland;O+P  Milieu, cultuur en ov. diensten;1996;1.9;3.0
331;Oost-Nederland;O+P  Milieu, cultuur en ov. diensten;1997;2.5;4.0
332;Oost-Nederland;O+P  Milieu, cultuur en ov. diensten;1998;4.2;4.4
333;Oost-Nederland;O+P  Milieu, cultuur en ov. diensten;1999;1.7;4.0
334;Oost-Nederland;O+P  Milieu, cultuur en ov. diensten;2000;1.7;4.3
335;Oost-Nederland;O+P  Milieu, cultuur en ov. diensten;2001;3.7;5.1
336;West-Nederland;Totaal bedrijfsactiviteiten;1996;2.8;0.3
337;West-Nederland;Totaal bedrijfsactiviteiten;1997;4.4;1.5
338;West-Nederland;Totaal bedrijfsactiviteiten;1998;4.2;2.3
339;West-Nederland;Totaal bedrijfsactiviteiten;1999;4.5;1.5
340;West-Nederland;Totaal bedrijfsactiviteiten;2000;3.4;3.8
341;West-Nederland;Totaal bedrijfsactiviteiten;2001;1.5;4.3
342;West-Nederland;A+B  Landbouw, bosbouw en visserij;1996;-3.6;2.3
343;West-Nederland;A+B  Landbouw, bosbouw en visserij;1997;4.8;1.7
344;West-Nederland;A+B  Landbouw, bosbouw en visserij;1998;2.9;0.5
345;West-Nederland;A+B  Landbouw, bosbouw en visserij;1999;3.3;-8.1
346;West-Nederland;A+B  Landbouw, bosbouw en visserij;2000;0.5;2.7
347;West-Nederland;A+B  Landbouw, bosbouw en visserij;2001;-3.0;4.8
348;West-Nederland;C     Delfstoffenwinning;1996;13.2;4.4
349;West-Nederland;C     Delfstoffenwinning;1997;3.5;8.9
350;West-Nederland;C     Delfstoffenwinning;1998;6.3;-9.2
351;West-Nederland;C     Delfstoffenwinning;1999;9.8;-11.3
352;West-Nederland;C     Delfstoffenwinning;2000;8.2;41.1
353;West-Nederland;C     Delfstoffenwinning;2001;-4.6;10.6
354;West-Nederland;D+E  Industrie, openbare nutsbedrijven;1996;-0.9;-1.2
355;West-Nederland;D+E  Industrie, openbare nutsbedrijven;1997;-0.2;1.9
356;West-Nederland;D+E  Industrie, openbare nutsbedrijven;1998;2.3;2.4
357;West-Nederland;D+E  Industrie, openbare nutsbedrijven;1999;2.6;-1.9
358;West-Nederland;D+E  Industrie, openbare nutsbedrijven;2000;2.9;3.8
359;West-Nederland;D+E  Industrie, openbare nutsbedrijven;2001;0.6;2.5
360;West-Nederland;F      Bouwnijverheid;1996;-1.7;4.2
361;West-Nederland;F      Bouwnijverheid;1997;3.8;2.3
362;West-Nederland;F      Bouwnijverheid;1998;3.3;3.2
363;West-Nederland;F      Bouwnijverheid;1999;5.6;4.8
364;West-Nederland;F      Bouwnijverheid;2000;3.4;5.9
365;West-Nederland;F      Bouwnijverheid;2001;3.1;6.3
366;West-Nederland;G     Handel, reparatie consumentenart.;1996;4.3;-2.6
367;West-Nederland;G     Handel, reparatie consumentenart.;1997;6.9;-2.3
368;West-Nederland;G     Handel, reparatie consumentenart.;1998;6.9;1.7
369;West-Nederland;G     Handel, reparatie consumentenart.;1999;7.9;0.7
370;West-Nederland;G     Handel, reparatie consumentenart.;2000;4.1;1.3
371;West-Nederland;G     Handel, reparatie consumentenart.;2001;-0.4;2.9
372;West-Nederland;H     Horeca;1996;0.9;2.9
373;West-Nederland;H     Horeca;1997;2.0;1.6
374;West-Nederland;H     Horeca;1998;6.3;1.0
375;West-Nederland;H     Horeca;1999;3.1;6.0
376;West-Nederland;H     Horeca;2000;3.2;3.8
