ID;Bouwjaren;Eigendom;RegioS;Perioden;VoertuigenMetBromfietskenteken_1;Snorfiets_2;Bromfiets_3;Brommobiel_4;OverigeVoertuigenMetBromfietskenteken_5
1677;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Nederland;2020;296127.0;178725.0;112174.0;3874.0;1354.0
1678;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Nederland;2021;305203.0;186401.0;113568.0;3926.0;1308.0
1679;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Nederland;2022;311699.0;190198.0;116058.0;4082.0;1361.0
1680;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2007;4386.0;2066.0;2136.0;148.0;36.0
1681;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2008;4787.0;2204.0;2373.0;164.0;46.0
1682;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2009;5162.0;2340.0;2607.0;182.0;33.0
1683;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2010;5593.0;2538.0;2830.0;187.0;38.0
1684;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2011;6017.0;2776.0;2992.0;206.0;43.0
1685;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2012;6422.0;3020.0;3152.0;206.0;44.0
1686;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2013;6694.0;3163.0;3263.0;222.0;46.0
1687;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2014;6969.0;3324.0;3384.0;215.0;46.0
1688;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2015;7236.0;3525.0;3423.0;232.0;56.0
1689;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2016;7434.0;3661.0;3502.0;218.0;53.0
1690;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2017;7584.0;3761.0;3560.0;203.0;60.0
1691;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2018;7831.0;3918.0;3653.0;197.0;63.0
1692;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2019;8057.0;4166.0;3614.0;206.0;71.0
1693;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2020;8375.0;4334.0;3742.0;223.0;76.0
1694;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2021;8691.0;4570.0;3833.0;210.0;78.0
1695;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Groningen (PV);2022;9020.0;4736.0;3972.0;228.0;84.0
1696;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2007;5231.0;2225.0;2797.0;163.0;46.0
1697;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2008;5698.0;2317.0;3151.0;190.0;40.0
1698;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2009;6330.0;2448.0;3652.0;208.0;22.0
1699;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2010;6881.0;2584.0;4035.0;228.0;34.0
1700;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2011;7513.0;2835.0;4368.0;269.0;41.0
1701;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2012;7949.0;2988.0;4648.0;271.0;42.0
1702;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2013;8498.0;3213.0;4973.0;271.0;41.0
1703;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2014;8706.0;3401.0;4998.0;261.0;46.0
1704;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2015;8855.0;3484.0;5061.0;255.0;55.0
1705;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2016;9022.0;3653.0;5064.0;257.0;48.0
1706;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2017;9344.0;3858.0;5180.0;253.0;53.0
1707;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2018;9790.0;4132.0;5359.0;243.0;56.0
1708;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2019;10046.0;4371.0;5401.0;226.0;48.0
1709;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2020;10433.0;4612.0;5529.0;224.0;68.0
1710;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2021;10974.0;5005.0;5684.0;226.0;59.0
1711;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Fryslân (PV);2022;11348.0;5259.0;5792.0;235.0;62.0
1712;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2007;3639.0;1459.0;2049.0;107.0;24.0
1713;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2008;4019.0;1573.0;2297.0;121.0;28.0
1714;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2009;4408.0;1694.0;2570.0;119.0;25.0
1715;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2010;4911.0;1928.0;2826.0;130.0;27.0
1716;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2011;5390.0;2112.0;3111.0;137.0;30.0
1717;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2012;5705.0;2267.0;3253.0;151.0;34.0
1718;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2013;6072.0;2519.0;3362.0;156.0;35.0
1719;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2014;6408.0;2752.0;3450.0;166.0;40.0
1720;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2015;6480.0;2863.0;3433.0;141.0;43.0
1721;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2016;6704.0;3090.0;3424.0;143.0;47.0
1722;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2017;7216.0;3597.0;3443.0;134.0;42.0
1723;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2018;7570.0;4019.0;3363.0;140.0;48.0
1724;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2019;7903.0;4338.0;3391.0;133.0;41.0
1725;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2020;8363.0;4747.0;3428.0;142.0;46.0
1726;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2021;8807.0;5117.0;3506.0;133.0;51.0
1727;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Drenthe (PV);2022;9408.0;5554.0;3665.0;134.0;55.0
1728;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2007;9689.0;5124.0;4303.0;160.0;102.0
1729;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2008;10570.0;5497.0;4813.0;179.0;81.0
1730;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2009;11628.0;5985.0;5401.0;211.0;31.0
1731;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2010;12584.0;6567.0;5786.0;197.0;34.0
1732;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2011;13468.0;7047.0;6169.0;215.0;37.0
1733;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2012;14143.0;7498.0;6370.0;229.0;46.0
1734;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2013;14602.0;7905.0;6415.0;234.0;48.0
1735;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2014;15108.0;8252.0;6549.0;255.0;52.0
1736;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2015;15732.0;8704.0;6691.0;281.0;56.0
1737;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2016;16223.0;9121.0;6764.0;279.0;59.0
1738;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2017;16776.0;9562.0;6865.0;289.0;60.0
1739;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2018;17412.0;10104.0;6952.0;287.0;69.0
1740;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2019;18332.0;10941.0;7073.0;254.0;64.0
1741;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2020;18659.0;11060.0;7263.0;251.0;85.0
1742;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2021;19203.0;11549.0;7326.0;237.0;91.0
1743;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Overijssel (PV);2022;19887.0;11983.0;7565.0;255.0;84.0
1744;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2007;2288.0;1187.0;1034.0;54.0;13.0
1745;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2008;2659.0;1307.0;1269.0;71.0;12.0
1746;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2009;3120.0;1451.0;1569.0;90.0;10.0
1747;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2010;3447.0;1604.0;1742.0;91.0;10.0
1748;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2011;3879.0;1811.0;1966.0;86.0;16.0
1749;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2012;4036.0;2017.0;1910.0;94.0;15.0
1750;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2013;4425.0;2335.0;1980.0;94.0;16.0
1751;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2014;4700.0;2597.0;1992.0;97.0;14.0
1752;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2015;4982.0;2942.0;1934.0;97.0;9.0
1753;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2016;5243.0;3124.0;2010.0;100.0;9.0
1754;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2017;5487.0;3394.0;1982.0;93.0;18.0
1755;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2018;5912.0;3785.0;2023.0;83.0;21.0
1756;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2019;6252.0;4156.0;2006.0;70.0;20.0
1757;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2020;6543.0;4438.0;2018.0;71.0;16.0
1758;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2021;6793.0;4694.0;2006.0;80.0;13.0
1759;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Flevoland (PV);2022;7092.0;4940.0;2061.0;75.0;16.0
1760;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2007;19220.0;10059.0;8703.0;355.0;103.0
1761;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2008;20341.0;10602.0;9233.0;384.0;122.0
1762;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2009;22015.0;11565.0;9991.0;401.0;58.0
1763;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2010;23695.0;12392.0;10787.0;452.0;64.0
1764;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2011;25628.0;13597.0;11460.0;495.0;76.0
1765;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2012;27188.0;14664.0;11914.0;529.0;81.0
1766;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2013;28294.0;15533.0;12113.0;545.0;103.0
1767;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2014;29314.0;16591.0;12102.0;510.0;111.0
1768;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2015;30375.0;17503.0;12237.0;522.0;113.0
1769;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2016;31329.0;18412.0;12267.0;516.0;134.0
1770;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2017;32180.0;19269.0;12275.0;486.0;150.0
1771;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2018;32983.0;20195.0;12150.0;483.0;155.0
1772;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2019;34013.0;21259.0;12125.0;470.0;159.0
1773;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2020;35451.0;22444.0;12382.0;470.0;155.0
1774;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2021;36626.0;23319.0;12675.0;494.0;138.0
1775;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Gelderland (PV);2022;37654.0;23890.0;13083.0;526.0;155.0
1776;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2007;9028.0;4917.0;3909.0;143.0;59.0
1777;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2008;10056.0;5241.0;4572.0;170.0;73.0
1778;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2009;10991.0;5714.0;5068.0;184.0;25.0
1779;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2010;12045.0;6259.0;5550.0;204.0;32.0
1780;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2011;12980.0;6801.0;5931.0;211.0;37.0
1781;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2012;13552.0;7194.0;6117.0;203.0;38.0
1782;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2013;14238.0;7561.0;6404.0;231.0;42.0
1783;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2014;14986.0;7838.0;6877.0;226.0;45.0
1784;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2015;15468.0;8298.0;6896.0;224.0;50.0
1785;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2016;16204.0;8841.0;7096.0;202.0;65.0
1786;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2017;16778.0;9327.0;7189.0;196.0;66.0
1787;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2018;17320.0;9929.0;7120.0;188.0;83.0
1788;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2019;18500.0;10810.0;7402.0;197.0;91.0
1789;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2020;19241.0;11250.0;7689.0;212.0;90.0
1790;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2021;19726.0;11501.0;7930.0;199.0;96.0
1791;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Utrecht (PV);2022;19902.0;11255.0;8319.0;219.0;109.0
1792;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2007;22163.0;9655.0;11964.0;372.0;172.0
1793;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2008;24729.0;10468.0;13659.0;413.0;189.0
1794;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2009;27609.0;11821.0;15214.0;445.0;129.0
1795;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2010;30827.0;13442.0;16752.0;488.0;145.0
1796;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2011;34036.0;15180.0;18209.0;485.0;162.0
1797;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2012;36309.0;16787.0;18818.0;516.0;188.0
1798;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2013;38400.0;18335.0;19330.0;546.0;189.0
1799;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2014;40387.0;19984.0;19671.0;538.0;194.0
1800;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2015;42570.0;21654.0;20161.0;553.0;202.0
1801;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2016;44653.0;23339.0;20545.0;546.0;223.0
1802;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2017;46342.0;25061.0;20501.0;540.0;240.0
1803;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2018;47528.0;26406.0;20339.0;530.0;253.0
1804;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2019;47782.0;27114.0;19893.0;503.0;272.0
1805;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2020;48241.0;26949.0;20479.0;529.0;284.0
1806;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2021;48858.0;27183.0;20786.0;617.0;272.0
1807;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Holland (PV);2022;49446.0;27167.0;21327.0;676.0;276.0
1808;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2007;29653.0;14992.0;13829.0;517.0;315.0
1809;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2008;33037.0;16558.0;15564.0;600.0;315.0
1810;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2009;37018.0;18711.0;17554.0;647.0;106.0
1811;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2010;40957.0;20989.0;19185.0;657.0;126.0
1812;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2011;44657.0;23435.0;20428.0;664.0;130.0
1813;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2012;47487.0;25445.0;21243.0;656.0;143.0
1814;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2013;50623.0;27490.0;22295.0;690.0;148.0
1815;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2014;53259.0;29474.0;22928.0;693.0;164.0
1816;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2015;55951.0;31534.0;23535.0;709.0;173.0
1817;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2016;58065.0;33490.0;23716.0;688.0;171.0
1818;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2017;60834.0;35743.0;24200.0;683.0;208.0
1819;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2018;63165.0;38317.0;23971.0;659.0;218.0
1820;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2019;64584.0;40159.0;23569.0;646.0;210.0
1821;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2020;66545.0;41934.0;23731.0;651.0;229.0
1822;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2021;68834.0;44135.0;23807.0;664.0;228.0
1823;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zuid-Holland (PV);2022;69733.0;45020.0;23829.0;662.0;222.0
1824;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2007;3623.0;1652.0;1848.0;90.0;33.0
1825;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2008;3867.0;1687.0;2053.0;95.0;32.0
1826;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2009;4131.0;1746.0;2261.0;106.0;18.0
1827;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2010;4393.0;1779.0;2484.0;112.0;18.0
1828;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2011;4643.0;1896.0;2615.0;116.0;16.0
1829;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2012;4829.0;2033.0;2669.0;109.0;18.0
1830;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2013;5099.0;2144.0;2827.0;104.0;24.0
1831;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2014;5241.0;2232.0;2872.0;109.0;28.0
1832;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2015;5312.0;2327.0;2842.0;115.0;28.0
1833;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2016;5509.0;2483.0;2874.0;119.0;33.0
1834;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2017;5840.0;2717.0;2962.0;117.0;44.0
1835;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2018;6124.0;2948.0;3026.0;107.0;43.0
1836;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2019;6486.0;3204.0;3129.0;107.0;46.0
1837;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2020;6695.0;3399.0;3156.0;98.0;42.0
1838;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2021;7195.0;3816.0;3256.0;77.0;46.0
1839;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Zeeland (PV);2022;7648.0;4092.0;3405.0;101.0;50.0
1840;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2007;23826.0;12106.0;11027.0;480.0;213.0
1841;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2008;25729.0;13051.0;11921.0;527.0;230.0
1842;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2009;28267.0;14514.0;13074.0;591.0;88.0
1843;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2010;30878.0;16162.0;13982.0;630.0;104.0
1844;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2011;33559.0;18197.0;14613.0;628.0;121.0
1845;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2012;35544.0;19791.0;14964.0;659.0;130.0
1846;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2013;36835.0;21051.0;15021.0;639.0;124.0
1847;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2014;38441.0;22558.0;15112.0;642.0;129.0
1848;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2015;39732.0;23792.0;15140.0;658.0;142.0
1849;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2016;40617.0;24785.0;15030.0;637.0;165.0
1850;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2017;41744.0;25960.0;14990.0;628.0;166.0
1851;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2018;43111.0;27438.0;14868.0;634.0;171.0
1852;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2019;43883.0;28665.0;14446.0;612.0;160.0
1853;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2020;44696.0;29500.0;14402.0;617.0;177.0
1854;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2021;46275.0;30869.0;14639.0;608.0;159.0
1855;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Noord-Brabant (PV);2022;47279.0;31466.0;15037.0;606.0;170.0
1856;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2007;12617.0;6225.0;5968.0;325.0;99.0
1857;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2008;13704.0;6699.0;6541.0;360.0;104.0
1858;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2009;14913.0;7265.0;7216.0;397.0;35.0
1859;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2010;16089.0;7916.0;7702.0;426.0;45.0
1860;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2011;17319.0;8745.0;8090.0;439.0;45.0
1861;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2012;18316.0;9471.0;8344.0;442.0;59.0
1862;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2013;19196.0;10097.0;8581.0;454.0;64.0
1863;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2014;19865.0;10702.0;8643.0;453.0;67.0
1864;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2015;20509.0;11311.0;8726.0;414.0;58.0
1865;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2016;21244.0;11858.0;8892.0;417.0;77.0
1866;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2017;21816.0;12513.0;8794.0;423.0;86.0
1867;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2018;22480.0;13262.0;8731.0;398.0;89.0
1868;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2019;22731.0;13730.0;8500.0;411.0;90.0
1869;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2020;22885.0;14058.0;8355.0;386.0;86.0
1870;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2021;23221.0;14643.0;8120.0;381.0;77.0
1871;Totaal alle bouwjaren;Leeftijd: 50 tot 60 jaar;Limburg (PV);2022;23282.0;14836.0;8003.0;365.0;78.0
1872;Totaal alle bouwjaren;Leeftijd: 60 tot 65 jaar;Nederland;2007;52249.0;32013.0;18623.0;1279.0;334.0
1873;Totaal alle bouwjaren;Leeftijd: 60 tot 65 jaar;Nederland;2008;59863.0;36288.0;21606.0;1507.0;462.0
