ID;Opdrachtgever;Bouwfasen;Perioden;TotaleBouwkostenGebouwen_1;BouwkostenGebouwenNietNieuwbouw_2;BouwkostenGebouwenNieuwbouw_3;Wonen_4;ALandbouwBosbouwEnVisserij_5;BFNijverheidEnEnergie_6;GIHandelEnHoreca_7;HJVervoerInformatieEnCommunicatie_8;KNFinancieleEnZakelijkeDiensten_9;OOpenbaarBestuurEnOverheidsdiensten_10;POnderwijs_11;QGezondheidsEnWelzijnszorg_12;RUCultuurRecreatieOverigeDiensten_13
2163;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2021 augustus;1881;414;1467;1053.0;0.0;0.0;0.0;2.0;13.0;84.0;107.0;71.0;137.0
2164;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2021 september;1765;398;1367;980.0;0.0;0.0;0.0;2.0;12.0;82.0;102.0;63.0;126.0
2165;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2021 3e kwartaal;1765;398;1367;980.0;0.0;0.0;0.0;2.0;12.0;82.0;102.0;63.0;126.0
2166;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2021 oktober;1857;396;1461;964.0;0.0;0.0;0.0;2.0;11.0;165.0;115.0;81.0;123.0
2167;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2021 november;1802;410;1393;919.0;0.0;0.0;0.0;1.0;10.0;154.0;104.0;82.0;121.0
2168;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2021 december;1911;414;1498;1004.0;0.0;0.0;0.0;1.0;10.0;151.0;98.0;99.0;134.0
2169;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2021 4e kwartaal;1911;414;1498;1004.0;0.0;0.0;0.0;1.0;10.0;151.0;98.0;99.0;134.0
2170;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2021;1911;414;1498;1004.0;0.0;0.0;0.0;1.0;10.0;151.0;98.0;99.0;134.0
2171;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 januari;1952;417;1536;1055.0;0.0;0.0;0.0;1.0;9.0;144.0;95.0;99.0;133.0
2172;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 februari;1883;392;1491;1011.0;0.0;1.0;0.0;1.0;9.0;142.0;95.0;92.0;141.0
2173;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 maart;1819;393;1426;979.0;0.0;1.0;0.0;1.0;8.0;137.0;85.0;84.0;131.0
2174;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 1e kwartaal;1819;393;1426;979.0;0.0;1.0;0.0;1.0;8.0;137.0;85.0;84.0;131.0
2175;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 april;1845;427;1418;997.0;0.0;1.0;0.0;1.0;7.0;128.0;79.0;82.0;123.0
2176;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 mei;1829;415;1413;1011.0;0.0;1.0;0.0;2.0;7.0;132.0;72.0;76.0;113.0
2177;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 juni;1789;392;1397;985.0;0.0;0.0;0.0;1.0;6.0;129.0;76.0;86.0;113.0
2178;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 2e kwartaal;1789;392;1397;985.0;0.0;0.0;0.0;1.0;6.0;129.0;76.0;86.0;113.0
2179;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 juli;1738;374;1364;984.0;0.0;0.0;0.0;1.0;5.0;122.0;68.0;84.0;98.0
2180;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 augustus;1852;389;1462;1086.0;0.0;0.0;0.0;1.0;5.0;126.0;64.0;82.0;98.0
2181;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 september;1737;384;1352;1008.0;0.0;0.0;0.0;1.0;4.0;119.0;56.0;76.0;89.0
2182;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 3e kwartaal;1737;384;1352;1008.0;0.0;0.0;0.0;1.0;4.0;119.0;56.0;76.0;89.0
2183;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 oktober;1696;381;1315;972.0;0.0;0.0;0.0;1.0;3.0;111.0;58.0;72.0;98.0
2184;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 november;1887;375;1512;1183.0;0.0;6.0;0.0;1.0;3.0;101.0;51.0;71.0;96.0
2185;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 december;1918;363;1555;1239.0;0.0;6.0;0.0;1.0;2.0;97.0;48.0;72.0;90.0
2186;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022 4e kwartaal;1918;363;1555;1239.0;0.0;6.0;0.0;1.0;2.0;97.0;48.0;72.0;90.0
2187;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2022;1918;363;1555;1239.0;0.0;6.0;0.0;1.0;2.0;97.0;48.0;72.0;90.0
2188;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 januari;1955;359;1596;1295.0;0.0;6.0;0.0;3.0;2.0;91.0;52.0;64.0;83.0
2189;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 februari;2020;329;1690;1307.0;0.0;5.0;0.0;3.0;1.0;167.0;46.0;68.0;93.0
2190;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 maart;1945;320;1625;1272.0;0.0;5.0;0.0;6.0;4.0;156.0;40.0;62.0;81.0
2191;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 1e kwartaal;1945;320;1625;1272.0;0.0;5.0;0.0;6.0;4.0;156.0;40.0;62.0;81.0
2192;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 april;2137;320;1817;1412.0;0.0;4.0;0.0;6.0;3.0;216.0;38.0;64.0;72.0
2193;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 mei;2301;346;1954;1491.0;0.0;4.0;0.0;6.0;3.0;206.0;104.0;71.0;70.0
2194;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 juni;2356;388;1968;1511.0;0.0;4.0;0.0;5.0;3.0;191.0;122.0;62.0;70.0
2195;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 2e kwartaal;2356;388;1968;1511.0;0.0;4.0;0.0;5.0;3.0;191.0;122.0;62.0;70.0
2196;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 juli;2456;425;2030;1568.0;0.0;3.0;0.0;5.0;3.0;186.0;125.0;63.0;78.0
2197;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 augustus;2566;476;2090;1643.0;0.0;3.0;0.0;5.0;2.0;179.0;121.0;58.0;78.0
2198;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 september;2549;456;2092;1658.0;0.0;3.0;0.0;4.0;2.0;167.0;114.0;72.0;73.0
2199;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 3e kwartaal;2549;456;2092;1658.0;0.0;3.0;0.0;4.0;2.0;167.0;114.0;72.0;73.0
2200;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 oktober;2528;460;2068;1612.0;0.0;3.0;0.0;4.0;6.0;160.0;143.0;77.0;65.0
2201;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 november;2528;501;2028;1587.0;0.0;2.0;0.0;3.0;5.0;153.0;137.0;76.0;64.0
2202;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 december;2576;539;2037;1620.0;0.0;2.0;0.0;3.0;5.0;145.0;130.0;72.0;61.0
2203;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023 4e kwartaal;2576;539;2037;1620.0;0.0;2.0;0.0;3.0;5.0;145.0;130.0;72.0;61.0
2204;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2023;2576;539;2037;1620.0;0.0;2.0;0.0;3.0;5.0;145.0;130.0;72.0;61.0
2205;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 januari;2720;564;2156;1730.0;0.0;2.0;0.0;3.0;5.0;134.0;144.0;69.0;69.0
2206;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 februari;2667;549;2118;1725.0;0.0;1.0;0.0;2.0;4.0;126.0;135.0;72.0;52.0
2207;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 maart;2740;576;2164;1723.0;0.0;7.0;0.0;6.0;4.0;113.0;196.0;68.0;47.0
2208;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 1e kwartaal;2740;576;2164;1723.0;0.0;7.0;0.0;6.0;4.0;113.0;196.0;68.0;47.0
2209;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 april;2748;600;2147;1723.0;0.0;6.0;0.0;5.0;3.0;106.0;184.0;78.0;42.0
2210;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 mei;2789;573;2216;1802.0;0.0;5.0;0.0;5.0;3.0;93.0;185.0;86.0;36.0
2211;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 juni;2894;582;2312;1887.0;0.0;5.0;0.0;4.0;3.0;97.0;189.0;90.0;38.0
2212;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 2e kwartaal;2894;582;2312;1887.0;0.0;5.0;0.0;4.0;3.0;97.0;189.0;90.0;38.0
2213;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 juli;2889;570;2319;1865.0;0.0;4.0;0.0;4.0;2.0;84.0;180.0;139.0;39.0
2214;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 augustus;2980;588;2392;1928.0;0.0;4.0;0.0;4.0;2.0;107.0;175.0;135.0;37.0
2215;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 september;2962;554;2409;1919.0;0.0;5.0;0.0;4.0;2.0;142.0;164.0;133.0;39.0
2216;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 3e kwartaal;2962;554;2409;1919.0;0.0;5.0;0.0;4.0;2.0;142.0;164.0;133.0;39.0
2217;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 oktober;2954;558;2396;1898.0;0.0;5.0;0.0;4.0;8.0;164.0;157.0;124.0;37.0
2218;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 november;3024;613;2411;1916.0;0.0;40.0;0.0;4.0;7.0;149.0;147.0;116.0;32.0
2219;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 december;2964;595;2368;1879.0;0.0;36.0;0.0;4.0;7.0;137.0;137.0;131.0;37.0
2220;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024 4e kwartaal;2964;595;2368;1879.0;0.0;36.0;0.0;4.0;7.0;137.0;137.0;131.0;37.0
2221;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2024;2964;595;2368;1879.0;0.0;36.0;0.0;4.0;7.0;137.0;137.0;131.0;37.0
2222;Overheid of Woningcorporaties;Nog te produceren bouwwerken;2025 januari;2977;574;2403;1948.0;0.0;34.0;0.0;3.0;6.0;124.0;131.0;124.0;33.0
2223;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 januari;113;38;75;56.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;7.0;4.0
2224;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 februari;168;32;135;116.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;2.0
2225;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 maart;199;28;171;139.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;14.0;10.0
2226;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 1e kwartaal;479;98;381;310.0;0.0;2.0;0.0;0.0;0.0;2.0;21.0;30.0;16.0
2227;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 april;186;28;158;134.0;0.0;0.0;0.0;2.0;0.0;3.0;13.0;4.0;1.0
2228;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 mei;116;33;83;74.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;1.0;0.0
2229;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 juni;177;31;146;68.0;0.0;0.0;0.0;14.0;0.0;38.0;10.0;11.0;5.0
2230;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 2e kwartaal;478;92;387;276.0;0.0;0.0;1.0;17.0;0.0;42.0;28.0;16.0;6.0
2231;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 juli;122;29;93;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;21.0
2232;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 augustus;66;23;43;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0
2233;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 september;175;19;156;47.0;0.0;0.0;0.0;12.0;0.0;6.0;9.0;2.0;80.0
2234;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 3e kwartaal;363;71;293;136.0;0.0;1.0;0.0;12.0;0.0;6.0;9.0;24.0;104.0
2235;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 oktober;101;33;68;42.0;0.0;0.0;0.0;1.0;0.0;14.0;3.0;1.0;8.0
2236;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 november;165;39;126;98.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;11.0;1.0
2237;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 december;98;9;89;50.0;0.0;0.0;1.0;0.0;0.0;0.0;23.0;14.0;0.0
2238;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015 4e kwartaal;364;81;283;189.0;0.0;0.0;1.0;1.0;0.0;14.0;42.0;26.0;10.0
2239;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2015;1685;341;1344;912.0;0.0;2.0;2.0;30.0;0.0;63.0;101.0;97.0;137.0
2240;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 januari;184;14;170;124.0;0.0;6.0;0.0;5.0;0.0;0.0;16.0;17.0;2.0
2241;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 februari;118;32;86;60.0;0.0;0.0;0.0;1.0;0.0;6.0;16.0;1.0;2.0
2242;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 maart;101;19;82;40.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;8.0;15.0
2243;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 1e kwartaal;403;65;338;224.0;0.0;6.0;0.0;7.0;0.0;6.0;51.0;25.0;19.0
2244;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 april;148;27;121;78.0;0.0;0.0;0.0;0.0;0.0;7.0;14.0;22.0;0.0
2245;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 mei;93;25;68;56.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;4.0;4.0
2246;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 juni;141;39;103;64.0;0.0;0.0;0.0;0.0;0.0;16.0;6.0;3.0;13.0
2247;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 2e kwartaal;382;91;292;198.0;0.0;0.0;0.0;0.0;0.0;26.0;22.0;29.0;16.0
2248;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 juli;187;27;160;98.0;0.0;0.0;0.0;3.0;0.0;49.0;7.0;1.0;1.0
2249;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 augustus;32;5;27;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;9.0
2250;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 september;191;37;155;107.0;0.0;0.0;1.0;0.0;0.0;26.0;11.0;9.0;1.0
2251;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 3e kwartaal;410;69;342;220.0;0.0;0.0;1.0;3.0;0.0;75.0;20.0;12.0;11.0
2252;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 oktober;146;32;114;78.0;0.0;0.0;0.0;1.0;0.0;25.0;2.0;0.0;9.0
2253;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 november;159;22;136;131.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0
2254;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 december;84;35;48;39.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0
2255;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016 4e kwartaal;389;90;299;248.0;0.0;0.0;0.0;1.0;0.0;25.0;7.0;6.0;12.0
2256;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2016;1584;315;1270;890.0;0.0;6.0;1.0;11.0;0.0;132.0;100.0;73.0;58.0
2257;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 januari;77;22;55;40.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;3.0
2258;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 februari;122;28;95;67.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;15.0;4.0
2259;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 maart;218;60;158;53.0;0.0;0.0;0.0;0.0;0.0;59.0;21.0;9.0;16.0
2260;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 1e kwartaal;417;110;307;160.0;0.0;0.0;0.0;0.0;0.0;60.0;40.0;25.0;22.0
2261;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 april;102;41;61;52.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;1.0;0.0
2262;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 mei;74;22;52;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2263;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 juni;106;32;74;51.0;0.0;0.0;0.0;10.0;0.0;0.0;3.0;6.0;4.0
2264;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 2e kwartaal;282;95;186;155.0;0.0;1.0;0.0;11.0;0.0;0.0;9.0;7.0;4.0
2265;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 juli;89;33;56;41.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;4.0
2266;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 augustus;49;25;23;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0
2267;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 september;176;48;128;92.0;0.0;2.0;0.0;1.0;0.0;1.0;3.0;5.0;24.0
2268;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 3e kwartaal;314;106;208;149.0;0.0;2.0;0.0;2.0;0.0;2.0;10.0;9.0;35.0
2269;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 oktober;171;37;133;112.0;0.0;0.0;0.0;1.0;0.0;7.0;7.0;3.0;3.0
2270;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 november;108;38;69;57.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;7.0
2271;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 december;127;23;104;43.0;0.0;0.0;0.0;0.0;0.0;57.0;0.0;0.0;4.0
2272;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017 4e kwartaal;405;99;306;212.0;0.0;0.0;0.0;1.0;0.0;63.0;10.0;5.0;15.0
2273;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2017;1418;410;1008;675.0;0.0;2.0;0.0;14.0;0.0;125.0;68.0;46.0;76.0
2274;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 januari;211;27;184;66.0;;;;;;;;;
2275;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 februari;70;20;50;29.0;;;;;;;;;
2276;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 maart;77;25;52;31.0;;;;;;;;;
2277;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 1e kwartaal;358;72;286;126.0;;;;;;;;;
2278;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 april;94;38;56;51.0;;;;;;;;;
2279;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 mei;130;29;101;72.0;;;;;;;;;
2280;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 juni;150;61;89;74.0;;;;;;;;;
2281;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 2e kwartaal;373;128;245;198.0;;;;;;;;;
2282;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 juli;158;50;108;78.0;;;;;;;;;
2283;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 augustus;67;22;45;19.0;;;;;;;;;
2284;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 september;98;43;55;33.0;;;;;;;;;
2285;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 3e kwartaal;323;115;208;131.0;;;;;;;;;
2286;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 oktober;140;25;114;75.0;;;;;;;;;
2287;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 november;295;32;263;105.0;;;;;;;;;
2288;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 december;96;24;71;64.0;;;;;;;;;
2289;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018 4e kwartaal;530;82;448;244.0;;;;;;;;;
2290;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2018;1584;396;1187;699.0;0.0;7.0;0.0;40.0;158.0;13.0;58.0;75.0;136.0
2291;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 januari;63;20;43;25.0;;;;;;;;;
2292;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 februari;158;46;112;46.0;;;;;;;;;
2293;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 maart;145;37;108;84.0;;;;;;;;;
2294;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 1e kwartaal;367;104;263;154.0;;;;;;;;;
2295;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 april;111;41;70;56.0;;;;;;;;;
2296;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 mei;105;34;71;56.0;;;;;;;;;
2297;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 juni;104;31;73;62.0;;;;;;;;;
2298;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 2e kwartaal;320;106;214;174.0;;;;;;;;;
2299;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 juli;67;22;45;39.0;;;;;;;;;
2300;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 augustus;48;16;32;17.0;;;;;;;;;
2301;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 september;113;41;72;39.0;;;;;;;;;
2302;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 3e kwartaal;228;79;149;96.0;;;;;;;;;
2303;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 oktober;133;40;93;48.0;;;;;;;;;
2304;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 november;113;26;87;71.0;;;;;;;;;
2305;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 december;149;49;100;62.0;;;;;;;;;
2306;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019 4e kwartaal;395;115;280;181.0;;;;;;;;;
2307;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2019;1310;404;905;605.0;0.0;3.0;0.0;21.0;0.0;68.0;63.0;40.0;105.0
2308;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 januari;158;24;134;88.0;;;;;;;;;
2309;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 februari;77;42;36;25.0;;;;;;;;;
2310;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 maart;131;43;88;48.0;;;;;;;;;
2311;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 1e kwartaal;366;109;257;161.0;;;;;;;;;
2312;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 april;126;26;101;81.0;;;;;;;;;
2313;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 mei;120;20;100;69.0;;;;;;;;;
2314;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 juni;78;37;41;30.0;;;;;;;;;
2315;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 2e kwartaal;325;83;242;180.0;;;;;;;;;
2316;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 juli;77;19;58;41.0;;;;;;;;;
2317;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 augustus;65;13;52;40.0;;;;;;;;;
2318;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 september;152;34;118;111.0;;;;;;;;;
2319;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 3e kwartaal;295;66;228;192.0;;;;;;;;;
2320;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 oktober;152;55;97;76.0;;;;;;;;;
2321;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 november;141;38;104;86.0;;;;;;;;;
2322;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 december;82;15;67;56.0;;;;;;;;;
2323;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020 4e kwartaal;375;107;268;218.0;;;;;;;;;
2324;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2020;1360;366;995;752.0;0.0;1.0;0.0;22.0;0.0;62.0;65.0;26.0;66.0
2325;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 januari;147;55;92;76.0;;;;;;;;;
2326;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 februari;97;47;50;44.0;;;;;;;;;
2327;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 maart;279;89;190;152.0;;;;;;;;;
2328;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 1e kwartaal;523;191;332;272.0;;;;;;;;;
2329;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 april;129;63;66;59.0;;;;;;;;;
2330;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 mei;120;43;77;60.0;;;;;;;;;
2331;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 juni;284;63;221;74.0;;;;;;;;;
2332;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 2e kwartaal;534;169;364;193.0;;;;;;;;;
2333;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 juli;174;47;127;112.0;;;;;;;;;
2334;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 augustus;105;45;60;28.0;;;;;;;;;
2335;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 september;209;38;171;122.0;;;;;;;;;
2336;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 3e kwartaal;488;129;358;262.0;;;;;;;;;
2337;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 oktober;129;34;95;79.0;;;;;;;;;
2338;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 november;133;45;88;55.0;;;;;;;;;
2339;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 december;141;43;98;79.0;;;;;;;;;
2340;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021 4e kwartaal;403;122;281;212.0;;;;;;;;;
2341;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2021;1947;611;1336;939.0;0.0;2.0;1.0;8.0;94.0;43.0;75.0;70.0;104.0
2342;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2022 januari;178;33;145;103.0;;;;;;;;;
2343;Overheid of Woningcorporaties;Gereedgekomen bouwwerken;2022 februari;193;29;164;118.0;;;;;;;;;
