ID;Marges;EigenaarOfHuurder;KenmerkenHuishoudens;KenmerkenWoningen;Perioden;TotaalWoonlasten_1;NettoWoonuitgaven_2;BijkomendeWoonlasten_3;Woonquote_4;GeenScheefhuur_5;GoedkopeScheefhuur_6;DureScheefhuur_7
4344;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksppervlakte: minder dan 75 m²;2009;821.0;591.4;229.6;31.0;;;
4345;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksppervlakte: minder dan 75 m²;2012;832.8;604.6;228.2;30.2;;;
4346;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksppervlakte: minder dan 75 m²;2015;803.2;619.3;183.9;28.8;;;
4347;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 75 tot 100 m²;2009;815.6;589.0;226.6;28.6;;;
4348;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 75 tot 100 m²;2012;858.3;626.0;232.3;29.8;;;
4349;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 75 tot 100 m²;2015;761.9;565.6;196.3;26.2;;;
4350;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 100 tot 150 m²;2009;857.3;616.8;240.5;28.1;;;
4351;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 100 tot 150 m²;2012;907.8;660.8;247.0;29.1;;;
4352;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 100 tot 150 m²;2015;784.4;567.2;217.2;25.3;;;
4353;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 150 m² of meer;2009;929.0;648.2;280.9;27.5;;;
4354;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 150 m² of meer;2012;1010.1;721.0;289.1;29.1;;;
4355;Waarde;Eigenaar;Huishoudensgrootte: 2 personen;Gebruiksoppervlakte: 150 m² of meer;2015;907.1;640.7;266.4;25.5;;;
4356;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Totaal;2009;1008.5;745.2;263.3;28.0;;;
4357;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Totaal;2012;1061.4;793.5;267.9;29.0;;;
4358;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Totaal;2015;990.9;752.8;238.1;26.5;;;
4359;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Bad en douche separaat;2009;1069.1;790.9;278.2;27.4;;;
4360;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Bad en douche separaat;2012;1127.3;844.5;282.8;28.5;;;
4361;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Bad en douche separaat;2015;1069.6;818.8;250.8;26.7;;;
4362;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Bad of bad/douche;2009;992.1;734.6;257.5;28.9;;;
4363;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Bad of bad/douche;2012;1038.1;774.7;263.3;29.1;;;
4364;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Bad of bad/douche;2015;956.8;720.2;236.6;27.0;;;
4365;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Douche zonder bad;2009;945.3;696.4;248.9;28.2;;;
4366;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Douche zonder bad;2012;994.0;741.8;252.2;29.6;;;
4367;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Badgelegenheid: Douche zonder bad;2015;912.2;688.7;223.5;26.0;;;
4368;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: . .tot 1946;2009;1143.5;861.4;282.1;31.0;;;
4369;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: . .tot 1946;2012;1176.1;893.7;282.4;31.9;;;
4370;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: . .tot 1946;2015;1114.5;865.2;249.3;28.8;;;
4371;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1946 tot 1971;2009;979.1;708.9;270.2;29.3;;;
4372;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1946 tot 1971;2012;1025.6;756.3;269.3;30.5;;;
4373;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1946 tot 1971;2015;944.8;702.1;242.7;27.7;;;
4374;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1971 tot 1986;2009;939.6;676.2;263.4;26.7;;;
4375;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1971 tot 1986;2012;979.7;712.0;267.7;28.0;;;
4376;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1971 tot 1986;2015;928.6;688.8;239.8;25.3;;;
4377;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1986 tot 2001;2009;968.8;718.5;250.2;26.2;;;
4378;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1986 tot 2001;2012;1061.4;800.4;261.0;27.0;;;
4379;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Bouwjaar woning: 1986 tot 2001;2015;914.5;683.0;231.5;24.0;;;
4380;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Bouwjaar woning; vanaf 2001";2009;1028.3;786.5;241.9;26.8;;;
4381;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Bouwjaar woning; vanaf 2001";2012;1077.7;824.6;253.1;27.2;;;
4382;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Bouwjaar woning; vanaf 2001";2015;1090.5;866.8;223.7;27.1;;;
4383;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Erf, tuin, patio, binnenplaats: Ja;2009;1006.3;740.2;266.2;27.9;;;
4384;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Erf, tuin, patio, binnenplaats: Ja;2012;1062.6;791.8;270.9;28.9;;;
4385;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Erf, tuin, patio, binnenplaats: Ja;2015;992.9;751.4;241.5;26.5;;;
4386;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Erf, tuin, patio, binnenplaats: Nee;2009;1041.5;823.2;218.4;29.7;;;
4387;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Erf, tuin, patio, binnenplaats: Nee;2012;1044.6;816.7;227.9;31.0;;;
4388;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Erf, tuin, patio, binnenplaats: Nee;2015;968.0;768.4;199.6;26.6;;;
4389;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Garage/carport aanwezig: Ja;2009;1039.3;755.9;283.4;27.6;;;
4390;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Garage/carport aanwezig: Ja;2012;1093.0;804.8;288.2;28.1;;;
4391;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Garage/carport aanwezig: Ja;2015;1013.4;759.8;253.6;26.0;;;
4392;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Garage/carport aanwezig: Nee;2009;978.6;734.8;243.8;28.5;;;
4393;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Garage/carport aanwezig: Nee;2012;1032.5;783.2;249.4;29.8;;;
4394;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Garage/carport aanwezig: Nee;2015;970.4;746.5;223.9;26.9;;;
4395;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 2 of minder;2009;;;;;;;
4396;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 2 of minder;2012;;;;;;;
4397;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 2 of minder;2015;;;;;;;
4398;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 3 kamers;2009;920.3;689.1;231.2;28.1;;;
4399;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 3 kamers;2012;1008.7;784.6;224.0;29.6;;;
4400;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 3 kamers;2015;984.7;777.7;207.1;28.3;;;
4401;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 4 kamers;2009;971.2;729.2;242.0;28.8;;;
4402;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 4 kamers;2012;1018.3;765.0;253.3;30.7;;;
4403;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 4 kamers;2015;931.9;708.3;223.6;26.8;;;
4404;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 5 kamers;2009;981.5;719.2;262.3;28.1;;;
4405;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 5 kamers;2012;1043.8;779.4;264.4;28.1;;;
4406;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 5 kamers;2015;975.8;739.1;236.7;25.8;;;
4407;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 6 kamers;2009;1074.9;790.3;284.6;25.8;;;
4408;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 6 kamers;2012;1116.4;831.3;285.0;29.2;;;
4409;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 6 kamers;2015;1056.2;804.2;252.0;26.2;;;
4410;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 7 of meer;2009;1225.0;886.9;338.1;28.2;;;
4411;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 7 of meer;2012;1202.2;876.2;326.0;26.4;;;
4412;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Kamers per woning: 7 of meer;2015;1091.3;813.7;277.6;26.8;;;
4413;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Soort keuken: dichte- of woonkeuken;2009;1045.1;766.3;278.8;29.1;;;
4414;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Soort keuken: dichte- of woonkeuken;2012;1082.5;800.6;281.9;29.8;;;
4415;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Soort keuken: dichte- of woonkeuken;2015;978.3;725.7;252.6;27.0;;;
4416;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Soort keuken: open keuken;2009;990.3;734.7;255.6;27.5;;;
4417;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Soort keuken: open keuken;2012;1051.6;790.2;261.5;28.7;;;
4418;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Soort keuken: open keuken;2015;996.3;764.4;231.8;26.2;;;
4419;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: eengezinswoningen totaal;2009;1007.3;740.2;267.1;27.9;;;
4420;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: eengezinswoningen totaal;2012;1063.7;792.3;271.3;28.8;;;
4421;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: eengezinswoningen totaal;2015;988.8;746.9;241.9;26.4;;;
4422;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Woningtype: eengezins; vrijstaand";2009;1110.3;789.6;320.7;28.6;;;
4423;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Woningtype: eengezins; vrijstaand";2012;1163.8;839.4;324.4;28.6;;;
4424;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Woningtype: eengezins; vrijstaand";2015;1083.0;802.1;280.9;26.7;;;
4425;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Woningtype: eengezins; 2-onder-1-kap";2009;1010.5;743.4;267.1;27.4;;;
4426;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Woningtype: eengezins; 2-onder-1-kap";2012;1085.6;811.2;274.4;29.2;;;
4427;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;"Woningtype: eengezins; 2-onder-1-kap";2015;990.4;742.9;247.5;26.3;;;
4428;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: tussenwoning/hoekwoning;2009;964.5;719.0;245.5;27.8;;;
4429;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: tussenwoning/hoekwoning;2012;1020.3;768.9;251.4;28.7;;;
4430;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: tussenwoning/hoekwoning;2015;949.4;725.9;223.5;26.3;;;
4431;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: meergezinswoningen totaal;2009;1022.8;808.0;214.8;30.1;;;
4432;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: meergezinswoningen totaal;2012;1033.5;807.7;225.8;32.1;;;
4433;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woningtype: meergezinswoningen totaal;2015;1011.3;811.9;199.4;27.5;;;
4434;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: woon- en bedrijfsfunctie;2009;1441.3;1116.7;324.6;42.8;;;
4435;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: woon- en bedrijfsfunctie;2012;1360.6;1089.1;271.5;41.1;;;
4436;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: woon- en bedrijfsfunctie;2015;1022.9;795.7;227.3;32.3;;;
4437;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: normale woning;2009;1001.9;739.9;262.0;27.8;;;
4438;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: normale woning;2012;1057.2;789.5;267.7;28.8;;;
4439;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: normale woning;2015;990.7;752.7;238.0;26.4;;;
4440;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: ouderenwoning;2009;982.8;704.8;278.1;25.9;;;
4441;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: ouderenwoning;2012;1035.6;748.5;287.2;34.3;;;
4442;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Woonfunctie: ouderenwoning;2015;959.0;703.4;255.7;26.1;;;
4443;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksppervlakte: minder dan 75 m²;2009;930.8;680.6;250.2;28.8;;;
4444;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksppervlakte: minder dan 75 m²;2012;976.6;726.9;249.7;29.1;;;
4445;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksppervlakte: minder dan 75 m²;2015;972.6;772.6;200.0;30.2;;;
4446;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 75 tot 100 m²;2009;968.7;725.4;243.3;29.5;;;
4447;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 75 tot 100 m²;2012;1003.1;751.6;251.5;31.1;;;
4448;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 75 tot 100 m²;2015;893.4;679.8;213.5;27.7;;;
4449;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 100 tot 150 m²;2009;983.8;729.7;254.1;27.4;;;
4450;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 100 tot 150 m²;2012;1039.6;781.4;258.3;28.7;;;
4451;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 100 tot 150 m²;2015;953.8;723.8;230.1;25.7;;;
4452;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 150 m² of meer;2009;1088.1;797.7;290.4;27.7;;;
4453;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 150 m² of meer;2012;1155.3;858.6;296.7;28.2;;;
4454;Waarde;Eigenaar;Huishoudensgrootte: 3 personen;Gebruiksoppervlakte: 150 m² of meer;2015;1130.7;854.4;276.3;26.5;;;
4455;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Totaal;2009;1063.8;784.6;279.2;27.2;;;
4456;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Totaal;2012;1119.7;836.7;283.0;28.0;;;
4457;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Totaal;2015;1069.4;819.9;249.5;25.4;;;
4458;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Bad en douche separaat;2009;1120.4;829.8;290.6;27.1;;;
4459;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Bad en douche separaat;2012;1190.2;897.2;293.0;27.8;;;
4460;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Bad en douche separaat;2015;1153.8;892.9;260.9;25.3;;;
4461;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Bad of bad/douche;2009;1048.7;777.4;271.3;28.1;;;
4462;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Bad of bad/douche;2012;1070.1;793.4;276.7;28.1;;;
4463;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Bad of bad/douche;2015;1008.6;770.2;238.3;25.7;;;
4464;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Douche zonder bad;2009;970.9;706.3;264.6;26.6;;;
4465;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Douche zonder bad;2012;1030.2;760.5;269.7;28.2;;;
4466;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Badgelegenheid: Douche zonder bad;2015;967.2;729.7;237.4;25.5;;;
4467;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: . .tot 1946;2009;1239.7;931.9;307.8;30.2;;;
4468;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: . .tot 1946;2012;1296.4;994.9;301.5;30.6;;;
4469;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: . .tot 1946;2015;1249.3;983.1;266.2;28.0;;;
4470;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1946 tot 1971;2009;1042.4;757.0;285.4;28.3;;;
4471;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1946 tot 1971;2012;1122.8;831.3;291.5;29.8;;;
4472;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1946 tot 1971;2015;1002.1;746.1;256.0;25.9;;;
4473;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1971 tot 1986;2009;983.9;708.1;275.8;26.5;;;
4474;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1971 tot 1986;2012;1059.1;780.1;279.1;27.1;;;
4475;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1971 tot 1986;2015;985.9;742.2;243.6;25.3;;;
4476;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1986 tot 2001;2009;1008.7;740.8;267.9;25.6;;;
4477;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1986 tot 2001;2012;1043.8;770.1;273.7;26.3;;;
4478;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Bouwjaar woning: 1986 tot 2001;2015;992.8;749.7;243.2;23.7;;;
4479;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Bouwjaar woning; vanaf 2001";2009;1120.0;860.2;259.9;25.9;;;
4480;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Bouwjaar woning; vanaf 2001";2012;1129.8;858.0;271.8;26.6;;;
4481;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Bouwjaar woning; vanaf 2001";2015;1163.8;922.3;241.5;25.0;;;
4482;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Erf, tuin, patio, binnenplaats: Ja;2009;1060.9;780.3;280.6;27.0;;;
4483;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Erf, tuin, patio, binnenplaats: Ja;2012;1121.9;837.3;284.6;27.9;;;
4484;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Erf, tuin, patio, binnenplaats: Ja;2015;1069.6;818.9;250.7;25.3;;;
4485;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Erf, tuin, patio, binnenplaats: Nee;2009;1158.1;924.0;234.1;32.0;;;
4486;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Erf, tuin, patio, binnenplaats: Nee;2012;1056.2;819.2;237.0;29.6;;;
4487;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Erf, tuin, patio, binnenplaats: Nee;2015;1064.1;847.0;217.1;29.1;;;
4488;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Garage/carport aanwezig: Ja;2009;1095.8;801.0;294.8;26.7;;;
4489;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Garage/carport aanwezig: Ja;2012;1153.1;854.0;299.1;28.0;;;
4490;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Garage/carport aanwezig: Ja;2015;1085.7;823.6;262.1;25.0;;;
4491;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Garage/carport aanwezig: Nee;2009;1025.2;764.9;260.3;27.7;;;
4492;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Garage/carport aanwezig: Nee;2012;1083.3;817.9;265.4;27.9;;;
4493;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Garage/carport aanwezig: Nee;2015;1052.9;816.1;236.8;25.9;;;
4494;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 2 of minder;2009;;;;;;;
4495;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 2 of minder;2012;;;;;;;
4496;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 2 of minder;2015;;;;;;;
4497;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 3 kamers;2009;1008.7;747.0;261.8;29.6;;;
4498;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 3 kamers;2012;1011.7;775.4;236.3;29.4;;;
4499;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 3 kamers;2015;976.5;754.7;221.8;27.4;;;
4500;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 4 kamers;2009;966.1;707.1;258.9;27.8;;;
4501;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 4 kamers;2012;1070.5;803.4;267.1;29.6;;;
4502;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 4 kamers;2015;958.7;724.2;234.5;26.0;;;
4503;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 5 kamers;2009;1020.7;750.4;270.3;26.5;;;
4504;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 5 kamers;2012;1081.8;806.8;274.9;27.2;;;
4505;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 5 kamers;2015;1041.2;798.0;243.2;25.3;;;
4506;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 6 kamers;2009;1165.1;871.0;294.1;27.4;;;
4507;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 6 kamers;2012;1142.5;847.1;295.3;26.9;;;
4508;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 6 kamers;2015;1162.3;905.9;256.4;24.6;;;
4509;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 7 of meer;2009;1250.3;921.7;328.6;27.5;;;
4510;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 7 of meer;2012;1295.8;973.8;321.9;28.9;;;
4511;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Kamers per woning: 7 of meer;2015;1202.1;918.0;284.1;25.9;;;
4512;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Soort keuken: dichte- of woonkeuken;2009;1112.2;813.8;298.4;28.5;;;
4513;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Soort keuken: dichte- of woonkeuken;2012;1158.7;860.0;298.7;29.2;;;
4514;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Soort keuken: dichte- of woonkeuken;2015;1065.7;806.0;259.7;26.7;;;
4515;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Soort keuken: open keuken;2009;1040.6;770.7;270.0;26.5;;;
4516;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Soort keuken: open keuken;2012;1104.5;827.7;276.9;27.5;;;
4517;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Soort keuken: open keuken;2015;1070.9;825.7;245.3;24.9;;;
4518;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: eengezinswoningen totaal;2009;1064.4;783.5;280.9;27.1;;;
4519;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: eengezinswoningen totaal;2012;1119.8;834.9;284.9;27.9;;;
4520;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: eengezinswoningen totaal;2015;1067.4;816.5;250.9;25.3;;;
4521;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Woningtype: eengezins; vrijstaand";2009;1206.4;881.4;325.0;28.4;;;
4522;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Woningtype: eengezins; vrijstaand";2012;1255.1;921.6;333.5;29.9;;;
4523;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Woningtype: eengezins; vrijstaand";2015;1184.4;894.4;290.0;26.2;;;
4524;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Woningtype: eengezins; 2-onder-1-kap";2009;1058.8;776.8;282.0;26.7;;;
4525;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Woningtype: eengezins; 2-onder-1-kap";2012;1120.5;837.4;283.1;27.2;;;
4526;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;"Woningtype: eengezins; 2-onder-1-kap";2015;1124.5;870.1;254.4;24.6;;;
4527;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: tussenwoning/hoekwoning;2009;997.4;738.7;258.7;26.6;;;
4528;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: tussenwoning/hoekwoning;2012;1063.3;797.8;265.6;27.3;;;
4529;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: tussenwoning/hoekwoning;2015;993.3;760.2;233.0;25.3;;;
4530;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: meergezinswoningen totaal;2009;1047.4;814.6;232.8;30.0;;;
4531;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: meergezinswoningen totaal;2012;1118.3;882.0;236.3;30.5;;;
4532;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woningtype: meergezinswoningen totaal;2015;1113.3;896.0;217.3;28.4;;;
4533;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woonfunctie: woon- en bedrijfsfunctie;2009;1589.8;1279.2;310.7;40.5;;;
4534;Waarde;Eigenaar;Huishoudensgrootte: 4 personen;Woonfunctie: woon- en bedrijfsfunctie;2012;1316.3;1032.1;284.2;34.5;;;
