ID;MechanischeBestrijding;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16
585;Machinale onkruidbestrijding;Spruitkool;2004;353.0;92.1;3328.0;96.0;0.0;0.0;0.0;30.8;80.2;76.0;13.1;1.3;0.0;0.0;0.0;0.0
586;Machinale onkruidbestrijding;Spruitkool;2008;272.0;90.6;2583.0;79.6;0.0;0.0;0.0;15.7;46.1;67.6;9.8;0.0;0.0;0.0;0.0;0.0
587;Machinale onkruidbestrijding;Spruitkool;2012;174.0;75.0;1457.0;53.8;0.0;0.0;0.0;9.8;26.0;36.2;16.2;0.0;8.5;3.3;0.0;0.0
588;Machinale onkruidbestrijding;Stamslabonen;1995;440.0;38.1;1598.0;34.2;0.0;0.0;0.0;2.7;7.7;21.8;19.2;1.1;0.0;0.0;0.0;0.0
589;Machinale onkruidbestrijding;Stamslabonen;1998;521.0;52.6;2552.0;52.6;0.0;0.0;0.0;0.0;7.3;4.1;33.1;8.2;0.0;0.0;0.0;0.0
590;Machinale onkruidbestrijding;Stamslabonen;2000;336.0;47.2;2038.0;56.2;0.0;0.0;0.0;6.3;11.1;24.8;37.6;20.2;0.7;0.0;0.0;0.0
591;Machinale onkruidbestrijding;Stamslabonen;2004;275.0;45.0;1865.0;42.4;0.0;0.0;0.0;6.3;4.4;7.6;26.2;7.0;0.0;0.0;0.0;0.0
592;Machinale onkruidbestrijding;Stamslabonen;2008;213.0;42.1;1550.0;45.2;2.3;0.0;0.0;5.9;18.7;5.8;24.0;3.2;0.0;0.0;0.0;0.0
593;Machinale onkruidbestrijding;Stamslabonen;2012;124.0;34.5;598.0;25.0;0.0;0.0;0.0;2.9;5.2;10.2;16.0;3.9;0.0;2.4;0.0;0.0
594;Machinale onkruidbestrijding;Waspeen en bospeen;1995;58.0;6.1;184.0;5.6;0.0;0.0;0.0;0.5;0.0;0.0;5.1;0.0;0.0;0.0;0.0;0.0
595;Machinale onkruidbestrijding;Waspeen en bospeen;1998;38.0;5.0;53.0;1.8;1.8;0.0;0.0;1.8;1.8;1.8;1.8;0.0;0.0;0.0;0.0;0.0
596;Machinale onkruidbestrijding;Waspeen en bospeen;2000;44.0;6.4;53.0;1.8;0.0;0.0;0.0;0.0;0.0;1.3;0.5;0.0;0.0;0.0;0.0;0.0
597;Machinale onkruidbestrijding;Waspeen en bospeen;2004;18.0;3.6;84.0;3.5;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
598;Machinale onkruidbestrijding;Waspeen en bospeen;2008;56.0;11.1;267.0;10.0;1.0;0.0;0.0;4.7;5.9;4.1;0.0;0.0;0.0;0.0;0.0;0.0
599;Machinale onkruidbestrijding;Waspeen en bospeen;2012;46.0;10.7;345.0;14.0;0.0;0.0;0.0;5.5;11.4;0.0;2.6;0.0;5.9;0.0;0.0;0.0
600;Machinale onkruidbestrijding;Winterpeen;1995;357.0;21.2;1062.0;22.7;0.0;0.0;0.0;3.5;8.9;9.4;10.3;0.7;0.0;0.0;0.0;0.0
601;Machinale onkruidbestrijding;Winterpeen;1998;227.0;16.3;614.0;12.7;0.0;0.0;0.0;0.0;2.6;4.9;3.0;3.9;0.0;0.0;0.0;0.0
602;Machinale onkruidbestrijding;Winterpeen;2000;247.0;20.0;1369.0;29.0;0.0;0.0;0.0;1.0;5.0;17.1;7.0;15.8;1.3;0.0;0.0;0.0
603;Machinale onkruidbestrijding;Winterpeen;2004;150.0;13.8;807.0;14.8;0.0;0.0;0.0;4.2;0.0;4.2;3.8;3.7;1.1;2.0;0.0;0.0
604;Machinale onkruidbestrijding;Winterpeen;2008;156.0;18.5;1667.0;31.5;0.0;0.0;0.0;6.9;1.2;22.0;22.0;1.4;1.4;0.0;0.0;0.0
605;Machinale onkruidbestrijding;Winterpeen;2012;237.0;26.5;2313.0;37.5;3.8;0.0;0.0;2.3;13.1;18.4;16.3;1.0;0.0;0.0;0.0;0.0
606;Machinale onkruidbestrijding;Witlofwortel;1995;719.0;75.8;2868.0;73.8;0.0;0.0;0.0;5.1;9.6;57.7;29.9;1.9;1.2;0.0;0.0;0.0
607;Machinale onkruidbestrijding;Witlofwortel;1998;744.0;82.4;3412.0;80.4;0.0;0.0;0.0;0.0;15.8;25.5;66.4;19.0;0.0;0.0;0.0;0.0
608;Machinale onkruidbestrijding;Witlofwortel;2000;561.0;69.2;3099.0;73.8;0.0;0.0;0.0;2.1;3.8;42.5;53.1;12.2;0.0;0.0;0.0;0.0
609;Machinale onkruidbestrijding;Witlofwortel;2004;387.0;75.0;2102.0;71.6;0.0;0.0;0.0;3.3;0.0;39.5;58.4;23.5;3.1;0.0;0.0;0.0
610;Machinale onkruidbestrijding;Witlofwortel;2008;322.0;70.0;2407.0;76.1;0.0;0.0;0.0;20.8;4.5;39.0;38.5;9.9;1.3;0.0;0.0;0.0
611;Machinale onkruidbestrijding;Witlofwortel;2012;351.0;75.9;2208.0;65.8;5.5;0.0;0.0;10.5;4.3;32.3;37.6;7.7;0.0;2.1;0.0;0.0
612;Machinale onkruidbestrijding;Teeltsector pit- en steenvruchten;1995;;;999.0;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0.0;0.0;0.0;2.3
613;Machinale onkruidbestrijding;Teeltsector pit- en steenvruchten;1998;;;1385.0;7.6;0.8;0.0;0.0;1.7;2.9;0.7;3.2;0.0;0.0;0.0;0.0;0.0
614;Machinale onkruidbestrijding;Teeltsector pit- en steenvruchten;2000;;;944.0;5.0;0.1;0.0;0.0;2.1;0.8;0.1;3.4;0.0;2.2;0.0;0.0;0.0
615;Machinale onkruidbestrijding;Teeltsector pit- en steenvruchten;2004;;;;;;;;;;;;;;;;
616;Machinale onkruidbestrijding;Teeltsector pit- en steenvruchten;2008;;;396.0;2.4;1.5;0.0;0.0;1.5;2.2;0.0;0.1;1.5;0.0;1.6;0.0;0.0
617;Machinale onkruidbestrijding;Teeltsector pit- en steenvruchten;2012;;;983.0;6.1;5.3;0.0;0.0;3.8;2.4;2.4;2.4;0.1;0.0;0.0;0.0;0.0
618;Machinale onkruidbestrijding;Appels;1995;109.0;3.7;999.0;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3;0.0;0.0;0.0;3.3
619;Machinale onkruidbestrijding;Appels;1998;142.0;5.9;1235.0;9.6;1.2;0.0;0.0;1.9;4.3;0.8;4.7;0.0;0.0;0.0;0.0;0.0
620;Machinale onkruidbestrijding;Appels;2000;101.0;4.4;747.0;5.8;0.0;0.0;0.0;2.0;0.2;0.1;3.6;0.0;3.1;0.0;0.0;0.0
621;Machinale onkruidbestrijding;Appels;2004;;;;;;;;;;;;;;;;
622;Machinale onkruidbestrijding;Appels;2008;67.0;4.2;288.0;3.1;2.9;0.0;0.0;2.9;2.9;0.0;0.2;2.9;0.0;3.1;0.0;0.0
623;Machinale onkruidbestrijding;Appels;2012;82.0;5.9;570.0;7.2;5.5;0.0;0.0;7.1;4.5;4.4;4.5;0.1;0.0;0.0;0.0;0.0
624;Machinale onkruidbestrijding;Peren;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
625;Machinale onkruidbestrijding;Peren;1998;105.0;4.7;150.0;2.8;0.2;0.0;0.0;1.4;0.4;0.4;0.6;0.1;0.0;0.0;0.0;0.0
626;Machinale onkruidbestrijding;Peren;2000;101.0;4.5;197.0;3.3;0.4;0.0;0.0;2.4;2.4;0.0;2.8;0.0;0.0;0.0;0.0;0.0
627;Machinale onkruidbestrijding;Peren;2004;;;;;;;;;;;;;;;;
628;Machinale onkruidbestrijding;Peren;2008;58.0;3.4;108.0;1.4;0.0;0.0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
629;Machinale onkruidbestrijding;Peren;2012;44.0;2.9;414.0;5.1;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
630;Machinale onkruidbestrijding;Teeltsector boomkwekerijgewassen;1995;;;5517.0;64.8;1.0;2.0;7.1;31.9;37.8;40.1;34.8;35.0;11.9;7.7;2.1;0.1
631;Machinale onkruidbestrijding;Teeltsector boomkwekerijgewassen;1998;;;7083.0;70.2;4.7;3.1;8.4;18.3;46.5;23.6;35.1;29.6;14.7;7.8;0.2;1.0
632;Machinale onkruidbestrijding;Teeltsector boomkwekerijgewassen;2000;;;7931.0;60.0;0.7;0.1;4.2;26.4;34.3;34.3;38.7;31.3;28.4;3.1;0.3;0.8
633;Machinale onkruidbestrijding;Teeltsector boomkwekerijgewassen;2004;;;8688.0;62.1;0.3;1.3;5.2;24.9;34.4;35.1;34.9;26.0;13.8;3.7;0.5;0.1
634;Machinale onkruidbestrijding;Teeltsector boomkwekerijgewassen;2008;;;9993.0;67.8;6.2;0.0;0.0;36.3;45.8;42.0;41.9;37.2;25.2;12.8;0.0;0.0
635;Machinale onkruidbestrijding;Teeltsector boomkwekerijgewassen;2012;;;6617.0;40.1;9.2;0.0;0.0;15.2;22.7;21.1;13.4;13.9;7.5;2.8;0.0;0.0
636;Machinale onkruidbestrijding;Bloemkwekerijgewassen open grond;1995;;;;;;;;;;;;;;;;
637;Machinale onkruidbestrijding;Bloemkwekerijgewassen open grond;1998;1296.0;52.3;1132.0;54.4;0.7;7.3;22.1;21.1;37.2;23.6;43.0;23.3;8.1;1.9;0.0;0.3
638;Machinale onkruidbestrijding;Bloemkwekerijgewassen open grond;2000;1258.0;58.0;1371.0;57.9;3.3;1.0;2.3;22.5;45.3;41.3;32.3;13.6;20.1;2.6;1.2;0.0
639;Machinale onkruidbestrijding;Bloemkwekerijgewassen open grond;2004;1094.0;61.6;1683.0;70.0;0.0;0.0;15.1;37.9;46.6;42.8;46.0;25.8;11.2;6.0;0.4;0.3
640;Machinale onkruidbestrijding;Bloemkwekerijgewassen open grond;2008;693.0;47.7;1723.0;66.8;26.8;0.0;0.0;24.5;51.2;53.4;50.6;29.9;18.7;4.3;0.0;0.0
641;Machinale onkruidbestrijding;Bloemkwekerijgewassen open grond;2012;439.0;32.6;880.0;30.2;7.9;0.0;0.0;12.9;15.7;20.8;7.9;10.3;3.5;2.4;0.0;0.0
642;Machinale onkruidbestrijding;Bos- en haagplantsoen;1995;728.0;64.9;1581.0;71.3;2.3;1.3;16.3;43.0;47.8;43.3;28.0;39.7;14.6;7.8;1.5;0.2
643;Machinale onkruidbestrijding;Bos- en haagplantsoen;1998;653.0;62.2;1457.0;64.0;0.0;3.0;10.6;29.4;49.2;25.5;40.4;47.8;10.0;6.8;0.0;2.4
644;Machinale onkruidbestrijding;Bos- en haagplantsoen;2000;630.0;61.4;1804.0;78.9;0.1;0.0;8.9;32.7;29.2;19.2;43.2;28.4;21.2;0.0;1.2;0.0
645;Machinale onkruidbestrijding;Bos- en haagplantsoen;2004;604.0;70.7;1736.0;75.5;0.0;0.0;5.6;31.8;39.4;44.6;43.8;28.2;11.4;1.0;0.0;0.0
646;Machinale onkruidbestrijding;Bos- en haagplantsoen;2008;461.0;56.9;1640.0;56.8;5.8;0.0;0.0;39.3;18.5;25.0;30.0;26.7;23.9;0.7;0.0;0.0
647;Machinale onkruidbestrijding;Bos- en haagplantsoen;2012;325.0;48.7;810.0;30.3;9.9;0.0;0.0;14.3;16.2;8.5;10.7;5.4;10.1;3.3;0.0;0.0
648;Machinale onkruidbestrijding;Laan- en parkbomen;1995;475.0;63.6;1382.0;57.4;1.3;0.0;3.8;30.7;40.1;44.4;39.2;36.3;12.6;14.2;2.0;0.0
649;Machinale onkruidbestrijding;Laan- en parkbomen;1998;521.0;70.0;2581.0;87.3;2.3;0.8;0.8;4.2;71.5;23.6;34.0;27.5;22.8;15.4;0.0;0.0
650;Machinale onkruidbestrijding;Laan- en parkbomen;2000;659.0;89.2;2607.0;82.6;0.3;0.0;3.8;21.4;53.5;64.3;62.7;65.8;69.8;4.3;0.0;0.0
651;Machinale onkruidbestrijding;Laan- en parkbomen;2004;527.0;77.8;1917.0;53.8;0.0;0.0;6.1;34.1;28.9;23.3;33.3;16.9;9.3;3.4;0.1;0.0
652;Machinale onkruidbestrijding;Laan- en parkbomen;2008;376.0;66.7;3941.0;88.7;0.8;0.0;0.0;47.1;71.4;52.0;53.8;47.8;37.8;28.4;0.0;0.0
653;Machinale onkruidbestrijding;Laan- en parkbomen;2012;359.0;69.4;2336.0;51.5;11.0;0.0;0.0;17.2;24.7;27.0;26.7;24.6;9.7;1.0;0.0;0.0
654;Machinale onkruidbestrijding;Rozenstruiken open grond;1995;226.0;56.5;374.0;58.6;0.0;0.0;4.1;28.1;25.3;34.8;23.0;21.2;7.9;0.0;0.0;0.0
655;Machinale onkruidbestrijding;Rozenstruiken open grond;1998;;;;;;;;;;;;;;;;
656;Machinale onkruidbestrijding;Rozenstruiken open grond;2000;161.0;46.4;306.0;49.9;0.0;0.0;5.3;27.2;28.5;30.1;28.3;18.6;13.1;3.6;0.0;7.1
657;Machinale onkruidbestrijding;Rozenstruiken open grond;2004;140.0;65.0;371.0;80.1;3.2;9.5;3.6;8.7;34.1;58.7;47.1;34.9;9.4;3.6;0.0;0.0
658;Machinale onkruidbestrijding;Rozenstruiken open grond;2008;76.0;46.2;288.0;52.7;4.4;0.0;0.0;15.1;23.1;25.1;24.6;16.4;0.0;0.0;0.0;0.0
659;Machinale onkruidbestrijding;Rozenstruiken open grond;2012;62.0;46.7;161.0;32.6;8.9;0.0;0.0;4.7;16.4;24.9;18.3;7.4;7.1;3.9;0.0;0.0
660;Machinale onkruidbestrijding;Sierconiferen;1995;1034.0;50.7;873.0;60.1;0.4;13.8;6.3;28.0;30.3;42.0;42.5;41.1;12.9;10.0;9.6;0.6
661;Machinale onkruidbestrijding;Sierconiferen;1998;935.0;51.2;1303.0;71.5;21.4;4.3;5.9;12.2;19.6;17.8;29.4;12.8;16.9;7.4;0.9;1.1
662;Machinale onkruidbestrijding;Sierconiferen;2000;866.0;47.3;1290.0;55.1;0.0;0.0;1.5;29.9;20.3;19.8;28.1;13.4;9.1;4.2;0.1;0.0
663;Machinale onkruidbestrijding;Sierconiferen;2004;748.0;52.2;1543.0;56.5;0.0;0.8;2.4;19.6;42.2;29.7;28.1;36.6;27.3;8.0;4.0;0.9
664;Machinale onkruidbestrijding;Sierconiferen;2008;440.0;38.1;1690.0;55.6;1.3;0.0;0.0;17.3;37.7;37.4;30.8;34.2;5.1;5.0;0.0;0.0
665;Machinale onkruidbestrijding;Sierconiferen;2012;353.0;40.7;943.0;30.7;10.8;0.0;0.0;14.2;16.4;17.4;14.2;11.4;5.3;3.7;0.0;0.0
666;Machinale onkruidbestrijding;Vaste planten open grond;1995;730.0;64.5;533.0;75.7;0.0;0.0;0.0;37.2;24.6;37.8;30.5;42.4;6.5;2.3;0.0;0.0
667;Machinale onkruidbestrijding;Vaste planten open grond;1998;688.0;55.6;610.0;64.3;0.0;0.4;4.4;25.9;40.0;28.2;19.8;17.6;15.2;1.9;0.0;0.0
668;Machinale onkruidbestrijding;Vaste planten open grond;2000;533.0;41.7;552.0;45.7;2.5;0.0;5.5;21.2;29.7;20.9;16.8;29.2;13.3;1.7;0.0;0.0
669;Machinale onkruidbestrijding;Vaste planten open grond;2004;487.0;45.5;912.0;65.9;0.7;4.3;5.3;13.5;34.2;51.0;50.8;44.9;32.9;7.3;0.7;0.0
670;Machinale onkruidbestrijding;Vaste planten open grond;2008;329.0;45.1;712.0;57.9;19.9;0.0;0.0;29.1;27.0;48.7;39.3;38.2;20.3;4.1;0.0;0.0
671;Machinale onkruidbestrijding;Vaste planten open grond;2012;198.0;33.1;653.0;46.7;11.2;0.0;0.0;21.2;26.9;18.0;16.1;14.9;14.3;5.5;0.0;0.0
672;Machinale onkruidbestrijding;Vruchtbomen;1995;174.0;55.2;774.0;71.2;0.0;0.0;6.6;21.9;39.0;29.5;40.3;28.3;10.6;0.0;0.0;0.0
673;Machinale onkruidbestrijding;Vruchtbomen;1998;;;;;;;;;;;;;;;;
674;Machinale onkruidbestrijding;Vruchtbomen;2000;;;;;;;;;;;;;;;;
675;Machinale onkruidbestrijding;Vruchtbomen;2004;152.0;58.8;526.0;45.9;0.0;0.0;0.0;17.6;31.3;29.1;17.8;20.0;7.0;0.0;0.0;0.0
676;Machinale onkruidbestrijding;Vruchtbomen;2008;;;;;;;;;;;;;;;;
677;Machinale onkruidbestrijding;Vruchtbomen;2012;128.0;65.5;834.0;58.9;3.7;0.0;0.0;16.5;45.1;39.2;3.0;23.7;2.8;0.0;0.0;0.0
678;Machinale onkruidbestrijding;Teeltsector bloembollen en -knollen;1995;;;2319.0;14.2;0.0;0.0;0.0;1.1;2.9;6.1;3.1;4.6;3.0;2.3;0.0;0.0
679;Machinale onkruidbestrijding;Teeltsector bloembollen en -knollen;1998;;;1565.0;9.0;0.5;0.0;0.0;0.1;1.6;4.0;1.0;3.0;0.5;0.3;0.0;0.0
680;Machinale onkruidbestrijding;Teeltsector bloembollen en -knollen;2000;;;819.0;4.1;0.0;0.0;0.0;0.0;2.1;2.2;1.5;1.4;0.7;0.0;0.0;0.0
681;Machinale onkruidbestrijding;Teeltsector bloembollen en -knollen;2004;;;921.0;4.5;0.2;0.0;0.0;0.8;1.3;2.1;3.1;0.1;1.4;0.0;0.0;0.0
682;Machinale onkruidbestrijding;Teeltsector bloembollen en -knollen;2008;;;818.0;3.8;0.5;0.0;0.0;0.0;1.9;0.2;0.5;0.8;1.6;0.1;0.0;0.0
683;Machinale onkruidbestrijding;Teeltsector bloembollen en -knollen;2012;;;541.0;2.6;2.2;0.0;0.0;0.4;0.8;0.1;0.2;0.1;0.6;0.5;0.0;0.0
684;Machinale onkruidbestrijding;Gladiolen;1995;71.0;17.6;367.0;19.9;0.0;0.0;0.0;0.0;2.5;16.2;7.4;3.7;0.0;0.0;0.0;0.0
685;Machinale onkruidbestrijding;Gladiolen;1998;;;;;;;;;;;;;;;;
686;Machinale onkruidbestrijding;Gladiolen;2000;;;;;;;;;;;;;;;;
687;Machinale onkruidbestrijding;Gladiolen;2004;59.0;28.6;333.0;24.6;0.0;0.0;0.0;5.0;0.8;7.0;16.7;0.0;0.0;0.0;0.0;0.0
688;Machinale onkruidbestrijding;Gladiolen;2008;37.0;21.4;236.0;20.3;0.0;0.0;0.0;0.0;2.3;1.1;2.7;3.4;11.5;0.0;0.0;0.0
689;Machinale onkruidbestrijding;Gladiolen;2012;31.0;18.2;110.0;9.9;0.0;0.0;0.0;0.0;9.0;1.1;1.8;0.0;0.0;0.0;0.0;0.0
690;Machinale onkruidbestrijding;Hyacinten (bollen);1995;53.0;19.1;150.0;15.3;0.0;0.0;0.0;1.2;3.5;2.7;0.0;3.0;4.3;5.7;0.0;0.0
691;Machinale onkruidbestrijding;Hyacinten (bollen);1998;37.0;13.8;317.0;26.8;0.0;0.0;0.0;0.0;5.7;0.0;0.0;21.1;0.0;0.0;0.0;0.0
692;Machinale onkruidbestrijding;Hyacinten (bollen);2000;24.0;10.0;137.0;12.2;0.0;0.0;0.0;0.0;0.0;0.0;2.7;9.5;3.6;0.0;0.0;0.0
693;Machinale onkruidbestrijding;Hyacinten (bollen);2004;24.0;11.4;156.0;13.6;0.0;0.0;0.0;0.0;2.9;0.0;2.1;0.0;8.7;0.0;0.0;0.0
694;Machinale onkruidbestrijding;Hyacinten (bollen);2008;14.0;6.7;12.0;0.9;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.1;0.0;0.0;0.0
695;Machinale onkruidbestrijding;Hyacinten (bollen);2012;10.0;6.4;146.0;10.1;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1;0.0;0.0;0.0
696;Machinale onkruidbestrijding;Irissen (bollen);1995;29.0;8.0;69.0;9.6;0.0;0.0;0.0;0.0;0.0;7.3;0.0;2.3;0.0;0.0;0.0;0.0
697;Machinale onkruidbestrijding;Irissen (bollen);1998;21.0;6.9;146.0;21.9;0.0;0.0;0.0;0.0;0.0;12.0;10.0;0.0;0.0;0.0;0.0;0.0
698;Machinale onkruidbestrijding;Irissen (bollen);2000;9.0;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
699;Machinale onkruidbestrijding;Irissen (bollen);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
700;Machinale onkruidbestrijding;Irissen (bollen);2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
701;Machinale onkruidbestrijding;Irissen (bollen);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
702;Machinale onkruidbestrijding;Lelies (bollen);1995;164.0;26.7;648.0;19.7;0.0;0.0;0.0;1.0;5.3;5.3;5.3;12.6;1.8;5.0;0.0;0.0
703;Machinale onkruidbestrijding;Lelies (bollen);1998;44.0;7.4;651.0;17.0;0.0;0.0;0.0;0.3;0.0;16.6;0.0;0.0;0.0;0.0;0.0;0.0
704;Machinale onkruidbestrijding;Lelies (bollen);2000;52.0;8.7;641.0;12.6;0.0;0.0;0.0;0.0;12.6;12.6;6.7;0.0;0.0;0.0;0.0;0.0
705;Machinale onkruidbestrijding;Lelies (bollen);2004;49.0;10.5;124.0;2.7;0.0;0.0;0.0;0.0;0.0;2.4;0.0;0.2;0.1;0.1;0.0;0.0
706;Machinale onkruidbestrijding;Lelies (bollen);2008;36.0;8.7;401.0;8.1;2.2;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0
707;Machinale onkruidbestrijding;Lelies (bollen);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
708;Machinale onkruidbestrijding;Narcissen (bollen);1995;103.0;12.5;206.0;14.7;0.0;0.0;0.0;0.0;2.9;11.5;6.4;3.2;0.0;0.0;0.0;0.0
709;Machinale onkruidbestrijding;Narcissen (bollen);1998;81.0;11.1;139.0;8.8;0.0;0.0;0.0;0.0;2.7;1.3;2.2;0.0;3.8;2.5;0.0;0.0
710;Machinale onkruidbestrijding;Narcissen (bollen);2000;32.0;4.7;39.0;2.1;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;1.8;0.0;0.0;0.0
711;Machinale onkruidbestrijding;Narcissen (bollen);2004;102.0;17.5;205.0;11.4;3.5;0.0;0.0;0.0;8.8;4.4;1.1;0.0;5.0;0.0;0.0;0.0
712;Machinale onkruidbestrijding;Narcissen (bollen);2008;47.0;9.8;132.0;6.7;0.0;0.0;0.0;0.0;1.4;0.0;1.7;3.5;0.0;0.0;0.0;0.0
713;Machinale onkruidbestrijding;Narcissen (bollen);2012;22.0;6.4;36.0;2.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;1.2;0.2;0.0;0.0;0.0
714;Machinale onkruidbestrijding;Tulpen (bollen);1995;139.0;7.0;878.0;10.9;0.0;0.0;0.0;2.5;1.1;0.6;0.0;0.0;6.7;0.0;0.0;0.0
715;Machinale onkruidbestrijding;Tulpen (bollen);1998;69.0;3.7;312.0;3.1;1.0;0.0;0.0;0.0;1.1;0.0;0.1;1.0;0.0;0.0;0.0;0.0
716;Machinale onkruidbestrijding;Tulpen (bollen);2000;22.0;1.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
717;Machinale onkruidbestrijding;Tulpen (bollen);2004;44.0;3.1;103.0;0.9;0.0;0.0;0.0;0.0;0.8;0.2;0.0;0.0;0.0;0.0;0.0;0.0
718;Machinale onkruidbestrijding;Tulpen (bollen);2008;23.0;2.1;37.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0
719;Machinale onkruidbestrijding;Tulpen (bollen);2012;32.0;3.7;250.0;2.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0
720;Machinale onkruidbestrijding;Teeltsector groenten onder glas;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
721;Machinale onkruidbestrijding;Teeltsector groenten onder glas;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
722;Machinale onkruidbestrijding;Teeltsector groenten onder glas;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
723;Machinale onkruidbestrijding;Teeltsector groenten onder glas;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
724;Machinale onkruidbestrijding;Teeltsector groenten onder glas;2008;;;40.0;1.1;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
725;Machinale onkruidbestrijding;Teeltsector groenten onder glas;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
726;Machinale onkruidbestrijding;Aardbeien (glasgroenten);1995;;;;;;;;;;;;;;;;
727;Machinale onkruidbestrijding;Aardbeien (glasgroenten);1998;;;;;;;;;;;;;;;;
728;Machinale onkruidbestrijding;Aardbeien (glasgroenten);2000;;;;;;;;;;;;;;;;
729;Machinale onkruidbestrijding;Aardbeien (glasgroenten);2004;;;;;;;;;;;;;;;;
730;Machinale onkruidbestrijding;Aardbeien (glasgroenten);2008;4.0;1.1;1.0;0.3;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0;0.0
731;Machinale onkruidbestrijding;Aardbeien (glasgroenten);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
732;Machinale onkruidbestrijding;Komkommers;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
733;Machinale onkruidbestrijding;Komkommers;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
734;Machinale onkruidbestrijding;Komkommers;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
735;Machinale onkruidbestrijding;Komkommers;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
736;Machinale onkruidbestrijding;Komkommers;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
737;Machinale onkruidbestrijding;Komkommers;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
738;Machinale onkruidbestrijding;Paprika's;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
739;Machinale onkruidbestrijding;Paprika's;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
740;Machinale onkruidbestrijding;Paprika's;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
