ID;Energiedragers;Perioden;EnergieverbruikInDeSectorVervoer_1
100;1;2010 2e kwartaal;126.0
101;1;2010 3e kwartaal;121.0
102;1;2010 4e kwartaal;126.0
103;1;2010;492.0
104;1;2011 1e kwartaal;122.0
105;1;2011 2e kwartaal;128.0
106;1;2011 3e kwartaal;120.0
107;1;2011 4e kwartaal;129.0
108;1;2011;499.0
109;1;2012 1e kwartaal;120.0
110;1;2012 2e kwartaal;123.0
111;1;2012 3e kwartaal;117.0
112;1;2012 4e kwartaal;121.0
113;1;2012;481.0
114;1;2013 1e kwartaal;118.0
115;1;2013 2e kwartaal;120.0
116;7;1955;
117;7;1956;
118;7;1957;
119;7;1958;
120;7;1959;
121;7;1960;
122;7;1961;
123;7;1962;
124;7;1963;
125;7;1964;
126;7;1965;
127;7;1966;
128;7;1967;
129;7;1968;
130;7;1969;
131;7;1970;
132;7;1971;
133;7;1972;
134;7;1973;
135;7;1974;
136;7;1975;238.0
137;7;1976;265.0
138;7;1977;285.0
139;7;1978;291.0
140;7;1979;303.0
141;7;1980;312.0
142;7;1981;310.0
143;7;1982;308.0
144;7;1983;317.0
145;7;1984;318.0
146;7;1985;322.0
147;7;1986;335.0
148;7;1987;335.0
149;7;1988;349.0
150;7;1989;365.0
151;7;1990;371.0
152;7;1991;371.0
153;7;1992;389.0
154;7;1993;396.0
155;7;1994;402.0
156;7;1995;415.0
157;7;1996;441.0
158;7;1997;437.0
159;7;1998;436.0
160;7;1999 1e kwartaal;107.0
161;7;1999 2e kwartaal;119.0
162;7;1999 3e kwartaal;110.0
163;7;1999 4e kwartaal;115.0
164;7;1999;451.0
165;7;2000 1e kwartaal;114.0
166;7;2000 2e kwartaal;117.0
167;7;2000 3e kwartaal;109.0
168;7;2000 4e kwartaal;117.0
169;7;2000;457.0
170;7;2001 1e kwartaal;112.0
171;7;2001 2e kwartaal;118.0
172;7;2001 3e kwartaal;110.0
173;7;2001 4e kwartaal;122.0
174;7;2001;462.0
175;7;2002 1e kwartaal;114.0
176;7;2002 2e kwartaal;118.0
177;7;2002 3e kwartaal;115.0
178;7;2002 4e kwartaal;123.0
179;7;2002;471.0
180;7;2003 1e kwartaal;114.0
181;7;2003 2e kwartaal;122.0
182;7;2003 3e kwartaal;117.0
183;7;2003 4e kwartaal;124.0
184;7;2003;477.0
185;7;2004 1e kwartaal;118.0
186;7;2004 2e kwartaal;122.0
187;7;2004 3e kwartaal;117.0
188;7;2004 4e kwartaal;125.0
189;7;2004;482.0
190;7;2005 1e kwartaal;116.0
191;7;2005 2e kwartaal;123.0
192;7;2005 3e kwartaal;117.0
193;7;2005 4e kwartaal;124.0
194;7;2005;481.0
195;7;2006 1e kwartaal;122.0
196;7;2006 2e kwartaal;127.0
197;7;2006 3e kwartaal;118.0
198;7;2006 4e kwartaal;127.0
199;7;2006;494.0
200;7;2007 1e kwartaal;123.0
201;7;2007 2e kwartaal;126.0
202;7;2007 3e kwartaal;123.0
203;7;2007 4e kwartaal;127.0
204;7;2007;499.0
205;7;2008 1e kwartaal;125.0
206;7;2008 2e kwartaal;127.0
207;7;2008 3e kwartaal;121.0
208;7;2008 4e kwartaal;126.0
209;7;2008;499.0
210;7;2009 1e kwartaal;119.0
211;7;2009 2e kwartaal;123.0
212;7;2009 3e kwartaal;123.0
213;7;2009 4e kwartaal;118.0
214;7;2009;483.0
215;7;2010 1e kwartaal;117.0
216;7;2010 2e kwartaal;125.0
217;7;2010 3e kwartaal;119.0
218;7;2010 4e kwartaal;124.0
219;7;2010;485.0
220;7;2011 1e kwartaal;121.0
221;7;2011 2e kwartaal;126.0
222;7;2011 3e kwartaal;119.0
223;7;2011 4e kwartaal;127.0
224;7;2011;493.0
225;7;2012 1e kwartaal;118.0
226;7;2012 2e kwartaal;122.0
227;7;2012 3e kwartaal;115.0
228;7;2012 4e kwartaal;120.0
229;7;2012;474.0
230;7;2013 1e kwartaal;116.0
231;7;2013 2e kwartaal;119.0
232;8;1955;
233;8;1956;
234;8;1957;
235;8;1958;
236;8;1959;
237;8;1960;
238;8;1961;
239;8;1962;
240;8;1963;
241;8;1964;
242;8;1965;
243;8;1966;
244;8;1967;
245;8;1968;
246;8;1969;
247;8;1970;
248;8;1971;
249;8;1972;
250;8;1973;
251;8;1974;
252;8;1975;0.0
253;8;1976;0.0
254;8;1977;0.0
255;8;1978;0.0
256;8;1979;0.0
257;8;1980;0.0
258;8;1981;0.0
259;8;1982;0.0
260;8;1983;0.0
261;8;1984;0.0
262;8;1985;0.0
263;8;1986;0.0
264;8;1987;0.0
265;8;1988;0.0
266;8;1989;0.0
267;8;1990;0.0
268;8;1991;0.0
269;8;1992;0.0
270;8;1993;0.0
271;8;1994;0.0
272;8;1995;0.0
273;8;1996;0.0
274;8;1997;0.0
275;8;1998;0.0
276;8;1999 1e kwartaal;0.0
277;8;1999 2e kwartaal;0.0
278;8;1999 3e kwartaal;0.0
279;8;1999 4e kwartaal;0.0
280;8;1999;0.0
281;8;2000 1e kwartaal;0.0
282;8;2000 2e kwartaal;0.0
283;8;2000 3e kwartaal;0.0
284;8;2000 4e kwartaal;0.0
285;8;2000;0.0
286;8;2001 1e kwartaal;0.0
287;8;2001 2e kwartaal;0.0
288;8;2001 3e kwartaal;0.0
289;8;2001 4e kwartaal;0.0
290;8;2001;0.0
291;8;2002 1e kwartaal;0.0
292;8;2002 2e kwartaal;0.0
293;8;2002 3e kwartaal;0.0
294;8;2002 4e kwartaal;0.0
295;8;2002;0.0
296;8;2003 1e kwartaal;0.0
297;8;2003 2e kwartaal;0.0
298;8;2003 3e kwartaal;0.0
299;8;2003 4e kwartaal;0.0
300;8;2003;0.0
301;8;2004 1e kwartaal;0.0
302;8;2004 2e kwartaal;0.0
303;8;2004 3e kwartaal;0.0
304;8;2004 4e kwartaal;0.0
305;8;2004;0.0
306;8;2005 1e kwartaal;0.0
307;8;2005 2e kwartaal;0.0
308;8;2005 3e kwartaal;0.0
309;8;2005 4e kwartaal;0.0
310;8;2005;0.0
311;8;2006 1e kwartaal;0.0
312;8;2006 2e kwartaal;0.0
313;8;2006 3e kwartaal;0.0
314;8;2006 4e kwartaal;0.0
315;8;2006;0.0
316;8;2007 1e kwartaal;0.0
317;8;2007 2e kwartaal;0.0
318;8;2007 3e kwartaal;0.0
319;8;2007 4e kwartaal;0.0
320;8;2007;0.0
321;8;2008 1e kwartaal;0.0
322;8;2008 2e kwartaal;0.0
323;8;2008 3e kwartaal;0.0
324;8;2008 4e kwartaal;0.0
325;8;2008;0.0
326;8;2009 1e kwartaal;0.0
327;8;2009 2e kwartaal;0.0
328;8;2009 3e kwartaal;0.0
329;8;2009 4e kwartaal;0.0
330;8;2009;0.0
331;8;2010 1e kwartaal;0.0
332;8;2010 2e kwartaal;0.0
333;8;2010 3e kwartaal;0.0
334;8;2010 4e kwartaal;0.0
335;8;2010;0.0
336;8;2011 1e kwartaal;0.0
337;8;2011 2e kwartaal;0.0
338;8;2011 3e kwartaal;0.0
339;8;2011 4e kwartaal;0.0
340;8;2011;1.0
341;8;2012 1e kwartaal;0.0
342;8;2012 2e kwartaal;0.0
343;8;2012 3e kwartaal;0.0
344;8;2012 4e kwartaal;0.0
345;8;2012;1.0
346;8;2013 1e kwartaal;0.0
347;8;2013 2e kwartaal;0.0
348;Elektriciteit;1955;
349;Elektriciteit;1956;
350;Elektriciteit;1957;
351;Elektriciteit;1958;
352;Elektriciteit;1959;
353;Elektriciteit;1960;
354;Elektriciteit;1961;
355;Elektriciteit;1962;
356;Elektriciteit;1963;
357;Elektriciteit;1964;
358;Elektriciteit;1965;
359;Elektriciteit;1966;
360;Elektriciteit;1967;
361;Elektriciteit;1968;
362;Elektriciteit;1969;
363;Elektriciteit;1970;
364;Elektriciteit;1971;
365;Elektriciteit;1972;
366;Elektriciteit;1973;
367;Elektriciteit;1974;
368;Elektriciteit;1975;3.0
369;Elektriciteit;1976;3.0
370;Elektriciteit;1977;3.0
371;Elektriciteit;1978;3.0
372;Elektriciteit;1979;3.0
373;Elektriciteit;1980;4.0
374;Elektriciteit;1981;4.0
375;Elektriciteit;1982;4.0
376;Elektriciteit;1983;4.0
377;Elektriciteit;1984;4.0
378;Elektriciteit;1985;4.0
379;Elektriciteit;1986;4.0
380;Elektriciteit;1987;4.0
381;Elektriciteit;1988;4.0
382;Elektriciteit;1989;4.0
383;Elektriciteit;1990;5.0
384;Elektriciteit;1991;5.0
385;Elektriciteit;1992;5.0
386;Elektriciteit;1993;5.0
387;Elektriciteit;1994;5.0
388;Elektriciteit;1995;5.0
389;Elektriciteit;1996;6.0
390;Elektriciteit;1997;6.0
391;Elektriciteit;1998;6.0
392;Elektriciteit;1999 1e kwartaal;2.0
393;Elektriciteit;1999 2e kwartaal;1.0
394;Elektriciteit;1999 3e kwartaal;1.0
395;Elektriciteit;1999 4e kwartaal;2.0
396;Elektriciteit;1999;6.0
397;Elektriciteit;2000 1e kwartaal;2.0
398;Elektriciteit;2000 2e kwartaal;1.0
399;Elektriciteit;2000 3e kwartaal;1.0
400;Elektriciteit;2000 4e kwartaal;1.0
401;Elektriciteit;2000;6.0
402;Elektriciteit;2001 1e kwartaal;2.0
403;Elektriciteit;2001 2e kwartaal;1.0
404;Elektriciteit;2001 3e kwartaal;1.0
405;Elektriciteit;2001 4e kwartaal;1.0
406;Elektriciteit;2001;6.0
407;Elektriciteit;2002 1e kwartaal;2.0
408;Elektriciteit;2002 2e kwartaal;1.0
409;Elektriciteit;2002 3e kwartaal;1.0
410;Elektriciteit;2002 4e kwartaal;1.0
411;Elektriciteit;2002;6.0
412;Elektriciteit;2003 1e kwartaal;2.0
413;Elektriciteit;2003 2e kwartaal;1.0
414;Elektriciteit;2003 3e kwartaal;1.0
415;Elektriciteit;2003 4e kwartaal;2.0
416;Elektriciteit;2003;6.0
417;Elektriciteit;2004 1e kwartaal;2.0
418;Elektriciteit;2004 2e kwartaal;1.0
419;Elektriciteit;2004 3e kwartaal;1.0
420;Elektriciteit;2004 4e kwartaal;1.0
421;Elektriciteit;2004;6.0
422;Elektriciteit;2005 1e kwartaal;2.0
423;Elektriciteit;2005 2e kwartaal;1.0
424;Elektriciteit;2005 3e kwartaal;1.0
425;Elektriciteit;2005 4e kwartaal;2.0
426;Elektriciteit;2005;6.0
427;Elektriciteit;2006 1e kwartaal;2.0
428;Elektriciteit;2006 2e kwartaal;1.0
429;Elektriciteit;2006 3e kwartaal;1.0
430;Elektriciteit;2006 4e kwartaal;1.0
431;Elektriciteit;2006;6.0
432;Elektriciteit;2007 1e kwartaal;1.0
433;Elektriciteit;2007 2e kwartaal;1.0
434;Elektriciteit;2007 3e kwartaal;1.0
435;Elektriciteit;2007 4e kwartaal;2.0
436;Elektriciteit;2007;6.0
437;Elektriciteit;2008 1e kwartaal;2.0
438;Elektriciteit;2008 2e kwartaal;1.0
439;Elektriciteit;2008 3e kwartaal;1.0
440;Elektriciteit;2008 4e kwartaal;2.0
441;Elektriciteit;2008;6.0
442;Elektriciteit;2009 1e kwartaal;2.0
443;Elektriciteit;2009 2e kwartaal;1.0
444;Elektriciteit;2009 3e kwartaal;1.0
445;Elektriciteit;2009 4e kwartaal;2.0
446;Elektriciteit;2009;6.0
447;Elektriciteit;2010 1e kwartaal;2.0
448;Elektriciteit;2010 2e kwartaal;1.0
449;Elektriciteit;2010 3e kwartaal;1.0
450;Elektriciteit;2010 4e kwartaal;2.0
451;Elektriciteit;2010;6.0
452;Elektriciteit;2011 1e kwartaal;2.0
453;Elektriciteit;2011 2e kwartaal;1.0
454;Elektriciteit;2011 3e kwartaal;1.0
455;Elektriciteit;2011 4e kwartaal;2.0
456;Elektriciteit;2011;6.0
457;Elektriciteit;2012 1e kwartaal;2.0
458;Elektriciteit;2012 2e kwartaal;2.0
459;Elektriciteit;2012 3e kwartaal;1.0
460;Elektriciteit;2012 4e kwartaal;2.0
461;Elektriciteit;2012;6.0
462;Elektriciteit;2013 1e kwartaal;2.0
463;Elektriciteit;2013 2e kwartaal;2.0
