ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
57;46 Groothandel en handelsbemiddeling;2016 3e kwartaal;102.9;2.9
58;46 Groothandel en handelsbemiddeling;2016 4e kwartaal;109.7;6.8
59;46 Groothandel en handelsbemiddeling;2016;103.2;3.2
60;46 Groothandel en handelsbemiddeling;2017 1e kwartaal;109.1;12.5
61;46 Groothandel en handelsbemiddeling;2017 2e kwartaal;110.4;7.1
62;46 Groothandel en handelsbemiddeling;2017 3e kwartaal;107.4;4.4
63;46 Groothandel en handelsbemiddeling;2017 4e kwartaal;114.1;4.0
64;46 Groothandel en handelsbemiddeling;2017;110.3;6.8
65;46 Groothandel en handelsbemiddeling;2018 1e kwartaal;111.5;2.2
66;46 Groothandel en handelsbemiddeling;2018 2e kwartaal;116.7;5.7
67;46 Groothandel en handelsbemiddeling;2018 3e kwartaal;114.4;6.5
68;46 Groothandel en handelsbemiddeling;2018 4e kwartaal;120.2;5.4
69;46 Groothandel en handelsbemiddeling;2018;115.7;5.0
70;46 Groothandel en handelsbemiddeling;2019 1e kwartaal;115.0;3.1
71;46 Groothandel en handelsbemiddeling;2019 2e kwartaal;119.5;2.4
72;46 Groothandel en handelsbemiddeling;2019 3e kwartaal;118.5;3.5
73;46 Groothandel en handelsbemiddeling;2019 4e kwartaal;122.3;1.7
74;46 Groothandel en handelsbemiddeling;2019;118.8;2.7
75;46 Groothandel en handelsbemiddeling;2020 1e kwartaal;118.2;2.8
76;46 Groothandel en handelsbemiddeling;2020 2e kwartaal;108.7;-9.0
77;46 Groothandel en handelsbemiddeling;2020 3e kwartaal;116.7;-1.5
78;46 Groothandel en handelsbemiddeling;2020 4e kwartaal;120.4;-1.6
79;46 Groothandel en handelsbemiddeling;2020;116.0;-2.4
80;46 Groothandel en handelsbemiddeling;2021 1e kwartaal;122.7;3.8
81;46 Groothandel en handelsbemiddeling;2021 2e kwartaal;138.0;27.0
82;46 Groothandel en handelsbemiddeling;2021 3e kwartaal;137.1;17.4
83;46 Groothandel en handelsbemiddeling;2021 4e kwartaal;148.3;23.2
84;46 Groothandel en handelsbemiddeling;2021;136.5;17.7
85;46 Groothandel en handelsbemiddeling;2022 1e kwartaal;149.6;21.9
86;46 Groothandel en handelsbemiddeling;2022 2e kwartaal;168.0;21.7
87;46 Groothandel en handelsbemiddeling;2022 3e kwartaal;165.1;20.5
88;46 Groothandel en handelsbemiddeling;2022 4e kwartaal;168.7;13.8
89;46 Groothandel en handelsbemiddeling;2022;162.8;19.3
90;46 Groothandel en handelsbemiddeling;2023;158.5;-2.7
91;46 Groothandel en handelsbemiddeling;2023 1e kwartaal;161.7;8.1
92;46 Groothandel en handelsbemiddeling;2023 2e kwartaal;160.4;-4.5
93;46 Groothandel en handelsbemiddeling;2023 3e kwartaal;154.5;-6.4
94;46 Groothandel en handelsbemiddeling;2023 4e kwartaal;157.2;-6.8
95;462-469 Groothandel;2005 1e kwartaal;75.6;
96;462-469 Groothandel;2005 2e kwartaal;77.9;
97;462-469 Groothandel;2005 3e kwartaal;76.1;
98;462-469 Groothandel;2005 4e kwartaal;84.3;
99;462-469 Groothandel;2005;78.5;
100;462-469 Groothandel;2006 1e kwartaal;81.0;7.0
101;462-469 Groothandel;2006 2e kwartaal;84.2;8.0
102;462-469 Groothandel;2006 3e kwartaal;81.0;6.5
103;462-469 Groothandel;2006 4e kwartaal;88.7;5.2
104;462-469 Groothandel;2006;83.7;6.7
105;462-469 Groothandel;2007 1e kwartaal;88.2;8.9
106;462-469 Groothandel;2007 2e kwartaal;91.9;9.2
107;462-469 Groothandel;2007 3e kwartaal;89.7;10.8
108;462-469 Groothandel;2007 4e kwartaal;102.0;15.0
109;462-469 Groothandel;2007;92.9;11.0
110;462-469 Groothandel;2008 1e kwartaal;98.7;12.0
111;462-469 Groothandel;2008 2e kwartaal;104.6;13.8
112;462-469 Groothandel;2008 3e kwartaal;101.9;13.5
113;462-469 Groothandel;2008 4e kwartaal;99.8;-2.2
114;462-469 Groothandel;2008;101.2;8.9
115;462-469 Groothandel;2009 1e kwartaal;89.6;-9.3
116;462-469 Groothandel;2009 2e kwartaal;91.3;-12.7
117;462-469 Groothandel;2009 3e kwartaal;89.2;-12.5
118;462-469 Groothandel;2009 4e kwartaal;96.8;-2.9
119;462-469 Groothandel;2009;91.7;-9.4
120;462-469 Groothandel;2010 1e kwartaal;94.4;5.4
121;462-469 Groothandel;2010 2e kwartaal;101.1;10.7
122;462-469 Groothandel;2010 3e kwartaal;97.6;9.5
123;462-469 Groothandel;2010 4e kwartaal;108.6;12.2
124;462-469 Groothandel;2010;100.4;9.5
125;462-469 Groothandel;2011 1e kwartaal;107.3;13.7
126;462-469 Groothandel;2011 2e kwartaal;109.9;8.7
127;462-469 Groothandel;2011 3e kwartaal;107.0;9.6
128;462-469 Groothandel;2011 4e kwartaal;108.7;0.1
129;462-469 Groothandel;2011;108.2;7.8
130;462-469 Groothandel;2012 1e kwartaal;107.0;-0.2
131;462-469 Groothandel;2012 2e kwartaal;107.9;-1.8
132;462-469 Groothandel;2012 3e kwartaal;107.5;0.5
133;462-469 Groothandel;2012 4e kwartaal;108.9;0.2
134;462-469 Groothandel;2012;107.8;-0.4
135;462-469 Groothandel;2013 1e kwartaal;102.9;-3.9
136;462-469 Groothandel;2013 2e kwartaal;104.8;-2.9
137;462-469 Groothandel;2013 3e kwartaal;103.2;-4.0
138;462-469 Groothandel;2013 4e kwartaal;104.0;-4.5
139;462-469 Groothandel;2013;103.7;-3.8
140;462-469 Groothandel;2014 1e kwartaal;99.8;-3.1
141;462-469 Groothandel;2014 2e kwartaal;102.8;-1.9
142;462-469 Groothandel;2014 3e kwartaal;99.9;-3.2
143;462-469 Groothandel;2014 4e kwartaal;100.3;-3.6
144;462-469 Groothandel;2014;100.7;-2.9
145;462-469 Groothandel;2015 1e kwartaal;96.3;-3.5
146;462-469 Groothandel;2015 2e kwartaal;101.0;-1.8
147;462-469 Groothandel;2015 3e kwartaal;100.2;0.3
148;462-469 Groothandel;2015 4e kwartaal;102.6;2.3
149;462-469 Groothandel;2015;100.0;-0.7
150;462-469 Groothandel;2016 1e kwartaal;97.0;0.7
151;462-469 Groothandel;2016 2e kwartaal;103.1;2.1
152;462-469 Groothandel;2016 3e kwartaal;102.9;2.7
153;462-469 Groothandel;2016 4e kwartaal;109.7;6.9
154;462-469 Groothandel;2016;103.2;3.2
155;462-469 Groothandel;2017 1e kwartaal;109.1;12.5
156;462-469 Groothandel;2017 2e kwartaal;110.4;7.1
157;462-469 Groothandel;2017 3e kwartaal;107.5;4.5
158;462-469 Groothandel;2017 4e kwartaal;114.0;3.9
159;462-469 Groothandel;2017;110.2;6.9
160;462-469 Groothandel;2018 1e kwartaal;111.4;2.1
161;462-469 Groothandel;2018 2e kwartaal;116.7;5.7
162;462-469 Groothandel;2018 3e kwartaal;114.4;6.5
163;462-469 Groothandel;2018 4e kwartaal;120.1;5.4
164;462-469 Groothandel;2018;115.7;4.9
165;462-469 Groothandel;2019 1e kwartaal;114.9;3.1
166;462-469 Groothandel;2019 2e kwartaal;119.5;2.4
167;462-469 Groothandel;2019 3e kwartaal;118.4;3.5
168;462-469 Groothandel;2019 4e kwartaal;122.1;1.7
169;462-469 Groothandel;2019;118.7;2.6
170;462-469 Groothandel;2020 1e kwartaal;118.0;2.8
171;462-469 Groothandel;2020 2e kwartaal;108.3;-9.4
172;462-469 Groothandel;2020 3e kwartaal;116.4;-1.7
173;462-469 Groothandel;2020 4e kwartaal;120.1;-1.7
174;462-469 Groothandel;2020;115.7;-2.5
175;462-469 Groothandel;2021 1e kwartaal;122.4;3.7
176;462-469 Groothandel;2021 2e kwartaal;137.6;27.0
177;462-469 Groothandel;2021 3e kwartaal;136.9;17.6
178;462-469 Groothandel;2021 4e kwartaal;148.0;23.3
179;462-469 Groothandel;2021;136.2;17.7
180;462-469 Groothandel;2022 1e kwartaal;149.2;21.9
181;462-469 Groothandel;2022 2e kwartaal;167.3;21.6
182;462-469 Groothandel;2022 3e kwartaal;164.7;20.3
183;462-469 Groothandel;2022 4e kwartaal;168.0;13.5
184;462-469 Groothandel;2022;162.3;19.2
185;462-469 Groothandel;2023;157.5;-3.0
186;462-469 Groothandel;2023 1e kwartaal;160.8;7.7
187;462-469 Groothandel;2023 2e kwartaal;159.2;-4.9
188;462-469 Groothandel;2023 3e kwartaal;153.7;-6.7
189;462-469 Groothandel;2023 4e kwartaal;156.2;-7.0
190;462 Groothandel in landbouwproducten;2005 1e kwartaal;46.5;
191;462 Groothandel in landbouwproducten;2005 2e kwartaal;45.0;
192;462 Groothandel in landbouwproducten;2005 3e kwartaal;42.3;
193;462 Groothandel in landbouwproducten;2005 4e kwartaal;49.1;
194;462 Groothandel in landbouwproducten;2005;45.7;
195;462 Groothandel in landbouwproducten;2006 1e kwartaal;50.5;8.7
196;462 Groothandel in landbouwproducten;2006 2e kwartaal;47.3;5.1
197;462 Groothandel in landbouwproducten;2006 3e kwartaal;43.1;2.0
198;462 Groothandel in landbouwproducten;2006 4e kwartaal;48.7;-0.9
199;462 Groothandel in landbouwproducten;2006;47.4;3.7
200;462 Groothandel in landbouwproducten;2007 1e kwartaal;62.5;23.8
201;462 Groothandel in landbouwproducten;2007 2e kwartaal;60.7;28.4
202;462 Groothandel in landbouwproducten;2007 3e kwartaal;63.2;46.5
203;462 Groothandel in landbouwproducten;2007 4e kwartaal;84.4;73.6
204;462 Groothandel in landbouwproducten;2007;67.7;42.9
205;462 Groothandel in landbouwproducten;2008 1e kwartaal;83.8;34.1
206;462 Groothandel in landbouwproducten;2008 2e kwartaal;81.3;34.1
207;462 Groothandel in landbouwproducten;2008 3e kwartaal;91.7;45.1
208;462 Groothandel in landbouwproducten;2008 4e kwartaal;72.5;-14.1
209;462 Groothandel in landbouwproducten;2008;82.3;21.6
210;462 Groothandel in landbouwproducten;2009 1e kwartaal;78.1;-6.8
211;462 Groothandel in landbouwproducten;2009 2e kwartaal;74.2;-8.8
212;462 Groothandel in landbouwproducten;2009 3e kwartaal;68.2;-25.7
213;462 Groothandel in landbouwproducten;2009 4e kwartaal;73.2;1.0
214;462 Groothandel in landbouwproducten;2009;73.4;-10.8
215;462 Groothandel in landbouwproducten;2010 1e kwartaal;76.2;-2.4
216;462 Groothandel in landbouwproducten;2010 2e kwartaal;80.0;7.9
217;462 Groothandel in landbouwproducten;2010 3e kwartaal;77.5;13.7
218;462 Groothandel in landbouwproducten;2010 4e kwartaal;88.7;21.1
219;462 Groothandel in landbouwproducten;2010;80.6;9.8
220;462 Groothandel in landbouwproducten;2011 1e kwartaal;93.8;23.1
221;462 Groothandel in landbouwproducten;2011 2e kwartaal;91.9;14.9
222;462 Groothandel in landbouwproducten;2011 3e kwartaal;84.6;9.2
223;462 Groothandel in landbouwproducten;2011 4e kwartaal;90.7;2.2
224;462 Groothandel in landbouwproducten;2011;90.3;12.0
225;462 Groothandel in landbouwproducten;2012 1e kwartaal;98.0;4.4
226;462 Groothandel in landbouwproducten;2012 2e kwartaal;106.0;15.4
227;462 Groothandel in landbouwproducten;2012 3e kwartaal;103.1;21.8
228;462 Groothandel in landbouwproducten;2012 4e kwartaal;103.5;14.1
229;462 Groothandel in landbouwproducten;2012;102.6;13.7
230;462 Groothandel in landbouwproducten;2013 1e kwartaal;108.8;11.0
231;462 Groothandel in landbouwproducten;2013 2e kwartaal;108.6;2.4
232;462 Groothandel in landbouwproducten;2013 3e kwartaal;94.6;-8.2
233;462 Groothandel in landbouwproducten;2013 4e kwartaal;97.1;-6.2
234;462 Groothandel in landbouwproducten;2013;102.3;-0.4
235;462 Groothandel in landbouwproducten;2014 1e kwartaal;97.4;-10.5
236;462 Groothandel in landbouwproducten;2014 2e kwartaal;100.6;-7.3
237;462 Groothandel in landbouwproducten;2014 3e kwartaal;90.7;-4.1
238;462 Groothandel in landbouwproducten;2014 4e kwartaal;97.4;0.4
239;462 Groothandel in landbouwproducten;2014;96.5;-5.6
240;462 Groothandel in landbouwproducten;2015 1e kwartaal;102.8;5.6
241;462 Groothandel in landbouwproducten;2015 2e kwartaal;100.3;-0.3
242;462 Groothandel in landbouwproducten;2015 3e kwartaal;93.5;3.0
243;462 Groothandel in landbouwproducten;2015 4e kwartaal;103.5;6.2
244;462 Groothandel in landbouwproducten;2015;100.0;3.6
245;462 Groothandel in landbouwproducten;2016 1e kwartaal;100.7;-2.0
246;462 Groothandel in landbouwproducten;2016 2e kwartaal;102.8;2.5
247;462 Groothandel in landbouwproducten;2016 3e kwartaal;96.7;3.5
248;462 Groothandel in landbouwproducten;2016 4e kwartaal;110.9;7.2
249;462 Groothandel in landbouwproducten;2016;102.8;2.8
250;462 Groothandel in landbouwproducten;2017 1e kwartaal;107.4;6.7
251;462 Groothandel in landbouwproducten;2017 2e kwartaal;103.6;0.8
252;462 Groothandel in landbouwproducten;2017 3e kwartaal;92.5;-4.3
253;462 Groothandel in landbouwproducten;2017 4e kwartaal;93.9;-15.3
254;462 Groothandel in landbouwproducten;2017;99.4;-3.3
255;462 Groothandel in landbouwproducten;2018 1e kwartaal;97.0;-9.7
256;462 Groothandel in landbouwproducten;2018 2e kwartaal;101.7;-1.8
257;462 Groothandel in landbouwproducten;2018 3e kwartaal;96.3;4.1
258;462 Groothandel in landbouwproducten;2018 4e kwartaal;101.5;8.1
259;462 Groothandel in landbouwproducten;2018;99.1;-0.3
260;462 Groothandel in landbouwproducten;2019 1e kwartaal;103.8;7.0
261;462 Groothandel in landbouwproducten;2019 2e kwartaal;99.6;-2.1
262;462 Groothandel in landbouwproducten;2019 3e kwartaal;95.8;-0.5
263;462 Groothandel in landbouwproducten;2019 4e kwartaal;95.6;-5.8
264;462 Groothandel in landbouwproducten;2019;98.7;-0.5
265;462 Groothandel in landbouwproducten;2020 1e kwartaal;102.2;-1.5
266;462 Groothandel in landbouwproducten;2020 2e kwartaal;122.3;22.8
267;462 Groothandel in landbouwproducten;2020 3e kwartaal;106.0;10.7
268;462 Groothandel in landbouwproducten;2020 4e kwartaal;107.9;12.9
269;462 Groothandel in landbouwproducten;2020;109.6;11.1
270;462 Groothandel in landbouwproducten;2021 1e kwartaal;123.9;21.2
271;462 Groothandel in landbouwproducten;2021 2e kwartaal;146.6;19.9
272;462 Groothandel in landbouwproducten;2021 3e kwartaal;134.6;27.0
273;462 Groothandel in landbouwproducten;2021 4e kwartaal;135.9;25.9
274;462 Groothandel in landbouwproducten;2021;135.2;23.4
275;462 Groothandel in landbouwproducten;2022 1e kwartaal;147.4;19.0
276;462 Groothandel in landbouwproducten;2022 2e kwartaal;178.3;21.6
277;462 Groothandel in landbouwproducten;2022 3e kwartaal;170.4;26.7
278;462 Groothandel in landbouwproducten;2022 4e kwartaal;170.5;25.5
279;462 Groothandel in landbouwproducten;2022;166.6;23.2
280;462 Groothandel in landbouwproducten;2023;158.0;-5.2
281;462 Groothandel in landbouwproducten;2023 1e kwartaal;168.9;14.6
282;462 Groothandel in landbouwproducten;2023 2e kwartaal;170.1;-4.6
283;462 Groothandel in landbouwproducten;2023 3e kwartaal;;
284;462 Groothandel in landbouwproducten;2023 4e kwartaal;;
285;4621 Groothandel in akkerbouwproducten;2005 1e kwartaal;29.2;
286;4621 Groothandel in akkerbouwproducten;2005 2e kwartaal;28.2;
287;4621 Groothandel in akkerbouwproducten;2005 3e kwartaal;27.8;
288;4621 Groothandel in akkerbouwproducten;2005 4e kwartaal;33.6;
289;4621 Groothandel in akkerbouwproducten;2005;29.7;
290;4621 Groothandel in akkerbouwproducten;2006 1e kwartaal;32.3;10.7
291;4621 Groothandel in akkerbouwproducten;2006 2e kwartaal;28.9;2.7
292;4621 Groothandel in akkerbouwproducten;2006 3e kwartaal;27.3;-1.9
293;4621 Groothandel in akkerbouwproducten;2006 4e kwartaal;34.6;3.1
294;4621 Groothandel in akkerbouwproducten;2006;30.8;3.7
295;4621 Groothandel in akkerbouwproducten;2007 1e kwartaal;49.0;51.6
296;4621 Groothandel in akkerbouwproducten;2007 2e kwartaal;48.5;67.6
297;4621 Groothandel in akkerbouwproducten;2007 3e kwartaal;55.0;101.5
298;4621 Groothandel in akkerbouwproducten;2007 4e kwartaal;81.8;136.7
299;4621 Groothandel in akkerbouwproducten;2007;58.6;90.3
300;4621 Groothandel in akkerbouwproducten;2008 1e kwartaal;73.7;50.5
301;4621 Groothandel in akkerbouwproducten;2008 2e kwartaal;75.2;55.0
302;4621 Groothandel in akkerbouwproducten;2008 3e kwartaal;94.2;71.2
303;4621 Groothandel in akkerbouwproducten;2008 4e kwartaal;63.1;-22.9
304;4621 Groothandel in akkerbouwproducten;2008;76.5;30.7
305;4621 Groothandel in akkerbouwproducten;2009 1e kwartaal;66.6;-9.6
306;4621 Groothandel in akkerbouwproducten;2009 2e kwartaal;62.1;-17.3
307;4621 Groothandel in akkerbouwproducten;2009 3e kwartaal;61.4;-34.8
308;4621 Groothandel in akkerbouwproducten;2009 4e kwartaal;66.2;5.0
309;4621 Groothandel in akkerbouwproducten;2009;64.1;-16.2
310;4621 Groothandel in akkerbouwproducten;2010 1e kwartaal;65.2;-2.2
311;4621 Groothandel in akkerbouwproducten;2010 2e kwartaal;71.4;14.9
312;4621 Groothandel in akkerbouwproducten;2010 3e kwartaal;75.2;22.4
313;4621 Groothandel in akkerbouwproducten;2010 4e kwartaal;89.7;35.4
314;4621 Groothandel in akkerbouwproducten;2010;75.4;17.6
315;4621 Groothandel in akkerbouwproducten;2011 1e kwartaal;90.4;38.7
316;4621 Groothandel in akkerbouwproducten;2011 2e kwartaal;88.0;23.3
317;4621 Groothandel in akkerbouwproducten;2011 3e kwartaal;83.9;11.5
318;4621 Groothandel in akkerbouwproducten;2011 4e kwartaal;90.0;0.3
319;4621 Groothandel in akkerbouwproducten;2011;88.1;16.8
320;4621 Groothandel in akkerbouwproducten;2012 1e kwartaal;94.6;4.7
321;4621 Groothandel in akkerbouwproducten;2012 2e kwartaal;107.4;22.0
322;4621 Groothandel in akkerbouwproducten;2012 3e kwartaal;109.8;30.9
323;4621 Groothandel in akkerbouwproducten;2012 4e kwartaal;107.9;19.9
324;4621 Groothandel in akkerbouwproducten;2012;104.9;19.1
325;4621 Groothandel in akkerbouwproducten;2013 1e kwartaal;108.9;15.2
326;4621 Groothandel in akkerbouwproducten;2013 2e kwartaal;109.2;1.7
327;4621 Groothandel in akkerbouwproducten;2013 3e kwartaal;97.6;-11.1
328;4621 Groothandel in akkerbouwproducten;2013 4e kwartaal;97.4;-9.7
329;4621 Groothandel in akkerbouwproducten;2013;103.3;-1.5
330;4621 Groothandel in akkerbouwproducten;2014 1e kwartaal;92.5;-15.1
331;4621 Groothandel in akkerbouwproducten;2014 2e kwartaal;98.9;-9.5
332;4621 Groothandel in akkerbouwproducten;2014 3e kwartaal;91.4;-6.3
333;4621 Groothandel in akkerbouwproducten;2014 4e kwartaal;98.2;0.9
334;4621 Groothandel in akkerbouwproducten;2014;95.3;-7.8
335;4621 Groothandel in akkerbouwproducten;2015 1e kwartaal;99.5;7.6
336;4621 Groothandel in akkerbouwproducten;2015 2e kwartaal;98.1;-0.8
337;4621 Groothandel in akkerbouwproducten;2015 3e kwartaal;96.0;5.0
338;4621 Groothandel in akkerbouwproducten;2015 4e kwartaal;106.4;8.3
339;4621 Groothandel in akkerbouwproducten;2015;100.0;5.0
340;4621 Groothandel in akkerbouwproducten;2016 1e kwartaal;96.6;-3.0
341;4621 Groothandel in akkerbouwproducten;2016 2e kwartaal;99.9;1.9
342;4621 Groothandel in akkerbouwproducten;2016 3e kwartaal;98.0;2.1
343;4621 Groothandel in akkerbouwproducten;2016 4e kwartaal;114.3;7.5
344;4621 Groothandel in akkerbouwproducten;2016;102.2;2.2
345;4621 Groothandel in akkerbouwproducten;2017 1e kwartaal;103.3;6.9
346;4621 Groothandel in akkerbouwproducten;2017 2e kwartaal;99.3;-0.6
347;4621 Groothandel in akkerbouwproducten;2017 3e kwartaal;90.4;-7.7
348;4621 Groothandel in akkerbouwproducten;2017 4e kwartaal;89.8;-21.5
349;4621 Groothandel in akkerbouwproducten;2017;95.7;-6.4
350;4621 Groothandel in akkerbouwproducten;2018 1e kwartaal;87.9;-14.8
351;4621 Groothandel in akkerbouwproducten;2018 2e kwartaal;96.1;-3.3
352;4621 Groothandel in akkerbouwproducten;2018 3e kwartaal;97.0;7.3
353;4621 Groothandel in akkerbouwproducten;2018 4e kwartaal;99.2;10.5
354;4621 Groothandel in akkerbouwproducten;2018;95.1;-0.7
355;4621 Groothandel in akkerbouwproducten;2019 1e kwartaal;95.7;8.8
356;4621 Groothandel in akkerbouwproducten;2019 2e kwartaal;91.0;-5.3
357;4621 Groothandel in akkerbouwproducten;2019 3e kwartaal;94.3;-2.8
358;4621 Groothandel in akkerbouwproducten;2019 4e kwartaal;88.3;-11.0
359;4621 Groothandel in akkerbouwproducten;2019;92.3;-2.9
360;4621 Groothandel in akkerbouwproducten;2020 1e kwartaal;95.5;-0.2
361;4621 Groothandel in akkerbouwproducten;2020 2e kwartaal;128.5;41.2
362;4621 Groothandel in akkerbouwproducten;2020 3e kwartaal;108.3;14.8
363;4621 Groothandel in akkerbouwproducten;2020 4e kwartaal;108.3;22.7
364;4621 Groothandel in akkerbouwproducten;2020;110.1;19.3
365;4621 Groothandel in akkerbouwproducten;2021 1e kwartaal;120.8;26.6
366;4621 Groothandel in akkerbouwproducten;2021 2e kwartaal;151.3;17.7
367;4621 Groothandel in akkerbouwproducten;2021 3e kwartaal;144.6;33.5
368;4621 Groothandel in akkerbouwproducten;2021 4e kwartaal;140.2;29.4
369;4621 Groothandel in akkerbouwproducten;2021;139.2;26.4
370;4621 Groothandel in akkerbouwproducten;2022 1e kwartaal;151.1;25.1
371;4621 Groothandel in akkerbouwproducten;2022 2e kwartaal;194.6;28.6
372;4621 Groothandel in akkerbouwproducten;2022 3e kwartaal;193.6;33.9
373;4621 Groothandel in akkerbouwproducten;2022 4e kwartaal;188.1;34.2
374;4621 Groothandel in akkerbouwproducten;2022;181.8;30.6
375;4621 Groothandel in akkerbouwproducten;2023;166.4;-8.5
376;4621 Groothandel in akkerbouwproducten;2023 1e kwartaal;179.5;18.8
377;4621 Groothandel in akkerbouwproducten;2023 2e kwartaal;180.2;-7.4
378;4621 Groothandel in akkerbouwproducten;2023 3e kwartaal;158.1;-18.3
379;4621 Groothandel in akkerbouwproducten;2023 4e kwartaal;147.9;-21.4
380;4622 Groothandel in bloemen en planten;2005 1e kwartaal;88.6;
381;4622 Groothandel in bloemen en planten;2005 2e kwartaal;82.6;
382;4622 Groothandel in bloemen en planten;2005 3e kwartaal;67.6;
383;4622 Groothandel in bloemen en planten;2005 4e kwartaal;77.0;
384;4622 Groothandel in bloemen en planten;2005;78.9;
385;4622 Groothandel in bloemen en planten;2006 1e kwartaal;91.2;3.0
386;4622 Groothandel in bloemen en planten;2006 2e kwartaal;86.3;4.5
387;4622 Groothandel in bloemen en planten;2006 3e kwartaal;70.2;3.9
388;4622 Groothandel in bloemen en planten;2006 4e kwartaal;78.4;1.7
389;4622 Groothandel in bloemen en planten;2006;81.5;3.3
390;4622 Groothandel in bloemen en planten;2007 1e kwartaal;98.6;8.0
391;4622 Groothandel in bloemen en planten;2007 2e kwartaal;90.1;4.3
392;4622 Groothandel in bloemen en planten;2007 3e kwartaal;79.3;13.0
