ID;Sectoren;Jaren;Totaal_1;MetAutomatisering_2;MetExterneCommunicatie_3;MetInternet_4;MetAnderNet_5;AlsGebruikerVanNetwerk_6;AlsAanbiederOpNetwerk_7;ElektronischeEtalage_8;ElektronischBestellen_9;ElektronischBetalen_10;Klantondersteuning_11;OpvragenGratisInformatie_12;VerzendenOntvangenBerichten_13;FinancieleTransacties_14;WervenVanPersoneel_15;ContactMetOverheid_16;OpvragenBetaaldeInfo_17;BestellenGoederen_18;BetalingNaBestellen_19;Aantal_20;Telewerk_21;ITPersoneel_22;ArbeidsjVoorSoftwareOntwikkeling_23;ITVacatures_24;PCSTerminals_25;GekoppeldePCS_26;InternetPC_27;Totaal_28;Hardware_29;Software_30;Totaal_31;Hardware_32;Software_33;LoonkostenITPersoneel_34;InhuurITPersoneel_35;OverigeITKosten_36
200;5 tot 20 werknemers van HHR;1997;25388.0;16098.0;10217.0;4418.0;;3561.0;2408.0;1451.0;544.0;578.0;1123.0;3300.0;3083.0;;;;1432.0;;;232462.0;;547.0;0.0;47.0;75414.0;45518.0;10043.0;74.0;58.0;16.0;118.0;67.0;24.0;14.0;10.0;3.0
201;5 tot 20 werknemers van HHR;1998;26029.0;19843.0;13418.0;8525.0;;;;;;;;7358.0;6772.0;;;;2584.0;;;265477.0;5247.0;1430.0;1911.0;208.0;103966.0;82578.0;24427.0;114.0;77.0;37.0;163.0;64.0;39.0;40.0;12.0;9.0
202;5 tot 20 werknemers van HHR;1999;26607.0;21691.0;16403.0;13144.0;11905.0;15285.0;8364.0;6509.0;4622.0;2215.0;2912.0;11707.0;12232.0;11443.0;1326.0;3523.0;2270.0;4899.0;3425.0;312738.0;3228.0;2382.0;684.0;66.0;128659.0;101703.0;40426.0;211.0;143.0;68.0;224.0;80.0;56.0;56.0;21.0;10.0
203;5 tot 20 werknemers van HHR;2000;26607.0;22142.0;;;;;;;;;;;;;;;;;;;;2706.0;;;137991.0;109589.0;53947.0;;;;199.0;;;;;
204;5 tot 20 werknemers van HHR;2001;26607.0;22142.0;18585.0;14745.0;12396.0;17630.0;12912.0;10913.0;7575.0;3612.0;5556.0;14677.0;15869.0;13037.0;1953.0;4186.0;3639.0;7820.0;4957.0;;;3086.0;;;147256.0;118913.0;62431.0;;;;204.0;;;;;
205;20 tot 100 werknemers van HHR;1997;5926.0;5012.0;4178.0;1971.0;;1912.0;1044.0;808.0;279.0;165.0;331.0;1680.0;1463.0;;;;476.0;;;247848.0;;2432.0;171.0;298.0;93711.0;59708.0;12407.0;159.0;113.0;46.0;254.0;108.0;43.0;89.0;10.0;5.0
206;20 tot 100 werknemers van HHR;1998;6247.0;5651.0;4869.0;3478.0;;;;;;;;3137.0;3011.0;;;;1011.0;;;272393.0;4584.0;2146.0;775.0;249.0;103148.0;87368.0;37067.0;176.0;95.0;81.0;309.0;89.0;66.0;78.0;38.0;39.0
207;20 tot 100 werknemers van HHR;1999;6517.0;5671.0;4780.0;4117.0;3855.0;4657.0;2754.0;2052.0;1630.0;814.0;1161.0;3587.0;4093.0;3678.0;786.0;905.0;1033.0;1618.0;1048.0;266900.0;1683.0;2109.0;479.0;193.0;102845.0;85415.0;35276.0;190.0;109.0;81.0;289.0;91.0;69.0;68.0;38.0;23.0
208;20 tot 100 werknemers van HHR;2000;6517.0;5721.0;;;;;;;;;;;;;;;;;;;;2314.0;;;115086.0;95972.0;49513.0;;;;261.0;;;;;
209;20 tot 100 werknemers van HHR;2001;6517.0;5721.0;5247.0;4420.0;3860.0;5130.0;3935.0;3273.0;2782.0;1280.0;1899.0;4294.0;4946.0;3885.0;1482.0;1397.0;1385.0;2335.0;1462.0;;;2596.0;;;122664.0;105129.0;59433.0;;;;270.0;;;;;
210;100 en meer werknemers van HHR;1997;788.0;729.0;650.0;467.0;;433.0;295.0;244.0;64.0;18.0;86.0;367.0;383.0;;;;107.0;;;355091.0;;5858.0;1628.0;380.0;101577.0;79579.0;21508.0;188.0;136.0;52.0;743.0;215.0;73.0;293.0;127.0;34.0
211;100 en meer werknemers van HHR;1998;811.0;771.0;706.0;600.0;;;;;;;;540.0;525.0;;;;225.0;;;375422.0;5017.0;6724.0;1882.0;524.0;123853.0;101827.0;34271.0;224.0;149.0;74.0;992.0;206.0;101.0;354.0;233.0;97.0
212;100 en meer werknemers van HHR;1999;863.0;796.0;736.0;677.0;654.0;723.0;559.0;477.0;337.0;167.0;224.0;657.0;673.0;578.0;286.0;185.0;191.0;407.0;228.0;460081.0;4403.0;8776.0;2424.0;624.0;153676.0;132728.0;50320.0;307.0;184.0;123.0;1182.0;280.0;128.0;374.0;237.0;163.0
213;100 en meer werknemers van HHR;2000;863.0;796.0;;;;;;;;;;;;;;;;;;;;9173.0;;;165643.0;144483.0;66442.0;;;;1217.0;;;;;
214;100 en meer werknemers van HHR;2001;863.0;796.0;770.0;715.0;666.0;770.0;683.0;635.0;470.0;225.0;382.0;713.0;747.0;617.0;470.0;236.0;243.0;526.0;265.0;;;9474.0;;;175538.0;154089.0;86308.0;;;;1264.0;;;;;
215;50 Autohandel en -reparatie;1997;4491.0;3206.0;2430.0;1005.0;;822.0;550.0;367.0;0.0;371.0;187.0;706.0;700.0;;;;199.0;;;81188.0;;377.0;56.0;56.0;28914.0;18739.0;2476.0;26.0;16.0;11.0;56.0;23.0;15.0;15.0;1.0;2.0
216;50 Autohandel en -reparatie;1998;4606.0;3587.0;2703.0;1841.0;;;;;;;;1463.0;1242.0;;;;821.0;;;83986.0;1032.0;526.0;193.0;73.0;32707.0;26857.0;6748.0;37.0;22.0;15.0;106.0;27.0;25.0;16.0;20.0;17.0
217;50 Autohandel en -reparatie;1999;4665.0;4258.0;3356.0;2863.0;2585.0;3315.0;1997.0;1849.0;988.0;513.0;837.0;2201.0;2496.0;2910.0;310.0;1149.0;623.0;1111.0;669.0;102384.0;1098.0;669.0;138.0;44.0;46786.0;40424.0;15252.0;64.0;39.0;26.0;108.0;25.0;25.0;18.0;26.0;14.0
218;50 Autohandel en -reparatie;2000;4665.0;4418.0;;;;;;;;;;;;;;;;;;;;724.0;;;51402.0;45237.0;20991.0;;;;108.0;;;;;
219;50 Autohandel en -reparatie;2001;4665.0;4418.0;3608.0;3233.0;2708.0;3567.0;3092.0;2961.0;1669.0;920.0;1564.0;2744.0;3283.0;3038.0;598.0;1331.0;931.0;1630.0;891.0;;;751.0;;;55115.0;48819.0;24319.0;;;;112.0;;;;;
220;51 Groothandel;1997;11999.0;8952.0;6826.0;3933.0;;3440.0;2056.0;1418.0;547.0;230.0;864.0;3146.0;2858.0;;;;1079.0;;;290788.0;;7026.0;1396.0;543.0;177422.0;123349.0;37223.0;267.0;196.0;71.0;820.0;264.0;81.0;320.0;124.0;30.0
221;51 Groothandel;1998;12538.0;10908.0;8580.0;6435.0;;;;;;;;5656.0;5563.0;;;;1837.0;;;351132.0;8138.0;8325.0;3348.0;669.0;210732.0;179527.0;73877.0;341.0;211.0;131.0;1056.0;241.0;130.0;395.0;203.0;87.0
222;51 Groothandel;1999;12795.0;11144.0;9273.0;8147.0;7380.0;8989.0;5556.0;4230.0;3304.0;1866.0;1975.0;7375.0;7957.0;7088.0;1313.0;1666.0;2046.0;2826.0;1693.0;343792.0;6433.0;9816.0;2427.0;574.0;229262.0;196716.0;85995.0;456.0;276.0;180.0;1165.0;286.0;154.0;382.0;211.0;131.0
223;51 Groothandel;2000;12795.0;11187.0;;;;;;;;;;;;;;;;;;;;10366.0;;;248820.0;213210.0;115450.0;;;;1143.0;;;;;
224;51 Groothandel;2001;12795.0;11187.0;10171.0;8742.0;7428.0;10052.0;7951.0;6740.0;5208.0;2550.0;3570.0;8871.0;9626.0;7741.0;1919.0;2321.0;2921.0;4606.0;2827.0;;;11112.0;;;263214.0;228360.0;140098.0;;;;1176.0;;;;;
225;52 Detailhandel en reparatie;1997;10229.0;6655.0;4202.0;1148.0;;1033.0;505.0;306.0;115.0;107.0;312.0;962.0;807.0;;;;500.0;;;359318.0;;1336.0;333.0;119.0;52350.0;36115.0;2808.0;116.0;86.0;30.0;220.0;93.0;40.0;56.0;21.0;9.0
226;52 Detailhandel en reparatie;1998;10216.0;8233.0;5662.0;2888.0;;;;;;;;2627.0;2371.0;;;;845.0;;;354833.0;4988.0;1292.0;996.0;213.0;70565.0;53761.0;11018.0;116.0;75.0;41.0;279.0;81.0;45.0;56.0;57.0;40.0
227;52 Detailhandel en reparatie;1999;10458.0;8344.0;6372.0;4345.0;4919.0;5902.0;2686.0;1767.0;1448.0;621.0;1116.0;4231.0;4319.0;4278.0;276.0;1157.0;650.0;2342.0;1868.0;448689.0;1573.0;2395.0;965.0;240.0;87638.0;68890.0;18230.0;164.0;106.0;59.0;386.0;127.0;67.0;92.0;52.0;49.0
228;52 Detailhandel en reparatie;2000;10458.0;8438.0;;;;;;;;;;;;;;;;;;;;2676.0;;;94768.0;75953.0;24303.0;;;;395.0;;;;;
229;52 Detailhandel en reparatie;2001;10458.0;8438.0;7333.0;5154.0;5222.0;6874.0;4266.0;2970.0;2604.0;1113.0;2005.0;5317.0;5755.0;4962.0;776.0;1438.0;978.0;3444.0;2390.0;;;2841.0;;;101543.0;83545.0;33439.0;;;;416.0;;;;;
230;55 Horeca;1997;5383.0;3026.0;1586.0;771.0;;611.0;636.0;413.0;224.0;53.0;178.0;533.0;563.0;;;;236.0;;;104108.0;;98.0;14.0;6.0;12017.0;6602.0;1452.0;11.0;9.0;2.0;20.0;10.0;4.0;4.0;1.0;1.0
231;55 Horeca;1998;5727.0;3537.0;2047.0;1440.0;;;;;;;;1288.0;1133.0;;;;317.0;;;123341.0;690.0;156.0;32.0;26.0;16964.0;11629.0;4123.0;19.0;14.0;5.0;23.0;10.0;4.0;5.0;3.0;1.0
232;55 Horeca;1999;6069.0;4413.0;2918.0;2583.0;1531.0;2458.0;1438.0;1193.0;848.0;197.0;369.0;2144.0;2227.0;1422.0;499.0;641.0;175.0;646.0;471.0;144856.0;209.0;386.0;58.0;25.0;21494.0;13816.0;6544.0;23.0;16.0;7.0;36.0;12.0;8.0;7.0;6.0;2.0
233;55 Horeca;2000;6069.0;4615.0;;;;;;;;;;;;;;;;;;;;428.0;;;23731.0;15644.0;9159.0;;;;31.0;;;;;
234;55 Horeca;2001;6069.0;4615.0;3491.0;2750.0;1565.0;3037.0;2220.0;2151.0;1347.0;534.0;698.0;2752.0;2897.0;1798.0;613.0;728.0;438.0;1002.0;576.0;;;451.0;;;25586.0;17408.0;10315.0;;;;35.0;;;;;
235;60 t/m 64 Vervoer, opslag en com.;1997;5992.0;4272.0;3243.0;1425.0;;1238.0;612.0;423.0;107.0;33.0;298.0;884.0;1097.0;;;;450.0;;;347886.0;;6269.0;1891.0;412.0;134897.0;107492.0;13822.0;310.0;180.0;130.0;1291.0;429.0;303.0;314.0;152.0;93.0
236;60 t/m 64 Vervoer, opslag en com.;1998;6209.0;4941.0;3793.0;2383.0;;;;;;;;1983.0;2045.0;;;;797.0;;;379887.0;3971.0;8259.0;2397.0;1022.0;146046.0;139197.0;50347.0;479.0;242.0;236.0;1686.0;422.0;288.0;438.0;334.0;203.0
237;60 t/m 64 Vervoer, opslag en com.;1999;6401.0;5056.0;4066.0;3322.0;3329.0;4054.0;1808.0;1255.0;1270.0;578.0;647.0;3179.0;3194.0;3344.0;489.0;873.0;874.0;1204.0;548.0;336388.0;3973.0;8529.0;1257.0;1331.0;158176.0;144221.0;59578.0;627.0;240.0;387.0;1965.0;242.0;373.0;417.0;404.0;528.0
238;60 t/m 64 Vervoer, opslag en com.;2000;6401.0;5056.0;;;;;;;;;;;;;;;;;;;;9238.0;;;172644.0;159344.0;73991.0;;;;2088.0;;;;;
239;60 t/m 64 Vervoer, opslag en com.;2001;6401.0;5056.0;4300.0;3637.0;3379.0;4254.0;2700.0;2037.0;2019.0;862.0;939.0;3516.0;3728.0;3508.0;646.0;1001.0;1202.0;1814.0;752.0;;;10212.0;;;183419.0;170977.0;86464.0;;;;2135.0;;;;;
240;5 tot 20 werknemers van vervoer;1997;3977.0;2452.0;1743.0;657.0;;553.0;283.0;159.0;21.0;8.0;191.0;295.0;450.0;;;;262.0;;;53661.0;;104.0;11.0;18.0;12052.0;5916.0;1692.0;15.0;7.0;7.0;24.0;10.0;8.0;4.0;2.0;2.0
241;5 tot 20 werknemers van vervoer;1998;4109.0;3095.0;2088.0;1360.0;;;;;;;;1156.0;1225.0;;;;475.0;;;51491.0;793.0;187.0;578.0;64.0;18846.0;16850.0;8163.0;31.0;17.0;14.0;37.0;15.0;11.0;7.0;3.0;1.0
242;5 tot 20 werknemers van vervoer;1999;4255.0;3302.0;2655.0;2128.0;2039.0;2650.0;953.0;632.0;661.0;379.0;413.0;1979.0;1915.0;2216.0;314.0;413.0;621.0;800.0;431.0;54398.0;569.0;536.0;193.0;185.0;19811.0;15999.0;11127.0;43.0;24.0;19.0;46.0;16.0;11.0;8.0;7.0;5.0
243;5 tot 20 werknemers van vervoer;2000;4255.0;3302.0;;;;;;;;;;;;;;;;;;;;564.0;;;22344.0;18405.0;13701.0;;;;39.0;;;;;
244;5 tot 20 werknemers van vervoer;2001;4255.0;3302.0;2761.0;2374.0;2081.0;2760.0;1456.0;988.0;1043.0;536.0;545.0;2187.0;2288.0;2344.0;349.0;471.0;762.0;1166.0;548.0;;;920.0;;;23048.0;19516.0;16530.0;;;;41.0;;;;;
245;20 tot 100 werknemers van vervoer;1997;1738.0;1543.0;1252.0;557.0;;492.0;223.0;172.0;59.0;10.0;55.0;416.0;468.0;;;;138.0;;;76960.0;;544.0;64.0;347.0;20257.0;14778.0;3567.0;21.0;16.0;5.0;62.0;26.0;8.0;21.0;3.0;4.0
246;20 tot 100 werknemers van vervoer;1998;1804.0;1587.0;1466.0;808.0;;;;;;;;622.0;625.0;;;;244.0;;;85260.0;2472.0;590.0;345.0;112.0;21896.0;20643.0;9184.0;55.0;30.0;25.0;90.0;26.0;19.0;23.0;15.0;7.0
247;20 tot 100 werknemers van vervoer;1999;1850.0;1505.0;1168.0;951.0;1074.0;1161.0;667.0;465.0;486.0;138.0;172.0;970.0;1048.0;960.0;99.0;376.0;196.0;297.0;57.0;84161.0;592.0;716.0;134.0;62.0;24372.0;21803.0;10320.0;49.0;26.0;22.0;77.0;28.0;18.0;20.0;7.0;4.0
248;20 tot 100 werknemers van vervoer;2000;1850.0;1505.0;;;;;;;;;;;;;;;;;;;;848.0;;;28020.0;26094.0;15432.0;;;;77.0;;;;;
249;20 tot 100 werknemers van vervoer;2001;1850.0;1505.0;1293.0;1020.0;1082.0;1248.0;1012.0;845.0;809.0;252.0;304.0;1090.0;1200.0;977.0;180.0;441.0;353.0;510.0;109.0;;;940.0;;;31033.0;29149.0;18623.0;;;;81.0;;;;;
250;100 en meer werknemers van vervoer;1997;278.0;277.0;248.0;212.0;;192.0;107.0;92.0;27.0;14.0;51.0;174.0;180.0;;;;50.0;;;217265.0;;5621.0;1815.0;4487.0;102588.0;86799.0;8563.0;274.0;157.0;117.0;1205.0;394.0;287.0;289.0;147.0;87.0
251;100 en meer werknemers van vervoer;1998;296.0;259.0;239.0;215.0;;;;;;;;205.0;195.0;;;;78.0;;;243136.0;706.0;7482.0;1475.0;847.0;105304.0;101704.0;33000.0;393.0;196.0;197.0;1559.0;381.0;259.0;408.0;316.0;195.0
252;100 en meer werknemers van vervoer;1999;296.0;249.0;244.0;244.0;216.0;244.0;188.0;159.0;123.0;60.0;62.0;231.0;231.0;168.0;76.0;84.0;57.0;106.0;60.0;197829.0;2812.0;7278.0;930.0;1084.0;113993.0;106418.0;38131.0;535.0;189.0;346.0;1841.0;198.0;345.0;390.0;389.0;519.0
253;100 en meer werknemers van vervoer;2000;296.0;249.0;;;;;;;;;;;;;;;;;;;;7826.0;;;122280.0;114845.0;44858.0;;;;1972.0;;;;;
254;100 en meer werknemers van vervoer;2001;296.0;249.0;246.0;244.0;216.0;246.0;231.0;205.0;166.0;74.0;91.0;240.0;240.0;186.0;117.0;89.0;86.0;139.0;94.0;;;8352.0;;;129338.0;122312.0;51312.0;;;;2013.0;;;;;
255;65 t/m 74 Financiële en zakel. dienstv.;1997;14721.0;11153.0;8368.0;6009.0;;5854.0;3227.0;2512.0;803.0;593.0;1180.0;5124.0;5467.0;;;;1840.0;;;683586.0;;47422.0;20903.0;735.0;484397.0;414268.0;82299.0;1136.0;873.0;264.0;5153.0;1241.0;561.0;2165.0;853.0;334.0
256;65 t/m 74 Financiële en zakel. dienstv.;1998;16655.0;14252.0;11765.0;9529.0;;;;;;;;8425.0;8483.0;;;;3870.0;;;739037.0;36573.0;72043.0;24367.0;9454.0;600733.0;553383.0;236702.0;1334.0;874.0;459.0;7103.0;1354.0;703.0;3323.0;1139.0;584.0
257;65 t/m 74 Financiële en zakel. dienstv.;1999;17907.0;15448.0;13435.0;12148.0;9841.0;13172.0;7878.0;6452.0;4046.0;1942.0;3341.0;11160.0;11910.0;9231.0;3953.0;4292.0;4694.0;5119.0;2791.0;849200.0;32939.0;82805.0;21656.0;11291.0;658000.0;593928.0;258958.0;1429.0;881.0;548.0;7999.0;1451.0;861.0;3793.0;1236.0;658.0
258;65 t/m 74 Financiële en zakel. dienstv.;2000;17907.0;11554.0;;;;;;;;;;;;;;;;;;;;88973.0;;;713919.0;642087.0;340537.0;;;;8379.0;;;;;
259;65 t/m 74 Financiële en zakel. dienstv.;2001;17907.0;15563.0;14309.0;12870.0;10271.0;14198.0;11030.0;10189.0;5781.0;2780.0;4621.0;12532.0;13337.0;10262.0;5113.0;5431.0;5716.0;6532.0;3539.0;;;96326.0;;;747878.0;676680.0;422319.0;;;;8789.0;;;;;
260;5 tot 20 werkn. van financ. dienstv.;1997;10555.0;7473.0;5198.0;3566.0;;3487.0;1790.0;1367.0;410.0;297.0;637.0;2947.0;3296.0;;;;1020.0;;;96657.0;;4350.0;1484.0;1213.0;65005.0;45028.0;12602.0;91.0;67.0;25.0;267.0;76.0;30.0;147.0;10.0;5.0
261;5 tot 20 werkn. van financ. dienstv.;1998;12094.0;10170.0;8106.0;6461.0;;;;;;;;5643.0;5700.0;;;;2626.0;;;126211.0;5016.0;8830.0;4090.0;2173.0;105144.0;97268.0;46601.0;155.0;110.0;44.0;511.0;94.0;49.0;313.0;25.0;29.0
262;5 tot 20 werkn. van financ. dienstv.;1999;13015.0;11175.0;9600.0;8569.0;6660.0;9388.0;5334.0;4137.0;2843.0;1448.0;2369.0;7784.0;8407.0;6395.0;2285.0;3004.0;3408.0;3432.0;1856.0;162588.0;4270.0;11924.0;4226.0;2826.0;130090.0;112682.0;62760.0;206.0;144.0;62.0;657.0;106.0;62.0;408.0;49.0;33.0
263;5 tot 20 werkn. van financ. dienstv.;2000;13015.0;11266.0;;;;;;;;;;;;;;;;;;;;14690.0;;;146693.0;127352.0;86640.0;;;;747.0;;;;;
264;5 tot 20 werkn. van financ. dienstv.;2001;13015.0;11275.0;10260.0;9170.0;7012.0;10175.0;7693.0;6983.0;4068.0;2006.0;3192.0;8891.0;9492.0;7231.0;3033.0;3936.0;4167.0;4326.0;2402.0;;;17948.0;;;159372.0;140538.0;105762.0;;;;881.0;;;;;
265;20 tot 100 werkn. van financ dienstv.;1997;3341.0;2945.0;2535.0;1907.0;;1861.0;1119.0;863.0;308.0;262.0;429.0;1712.0;1698.0;;;;614.0;;;151970.0;;8688.0;3750.0;2539.0;85821.0;70195.0;16531.0;167.0;124.0;44.0;589.0;145.0;56.0;330.0;41.0;16.0
266;20 tot 100 werkn. van financ dienstv.;1998;3705.0;3324.0;2948.0;2456.0;;;;;;;;2216.0;2232.0;;;;957.0;;;168520.0;8339.0;15154.0;7147.0;2126.0;111754.0;105405.0;46690.0;203.0;138.0;64.0;1076.0;163.0;94.0;627.0;117.0;76.0
267;20 tot 100 werkn. van financ dienstv.;1999;3973.0;3451.0;3037.0;2811.0;2498.0;2996.0;1950.0;1758.0;945.0;374.0;718.0;2661.0;2746.0;2233.0;1222.0;1036.0;1012.0;1307.0;722.0;183046.0;4422.0;13114.0;5872.0;1922.0;127041.0;115106.0;56915.0;239.0;155.0;84.0;1089.0;174.0;104.0;516.0;198.0;96.0
268;20 tot 100 werkn. van financ dienstv.;2000;3973.0;3462.0;;;;;;;;;;;;;;;;;;;;14877.0;;;140794.0;126443.0;73828.0;;;;1188.0;;;;;
269;20 tot 100 werkn. van financ dienstv.;2001;3973.0;3462.0;3229.0;2911.0;2560.0;3204.0;2610.0;2509.0;1323.0;575.0;1077.0;2874.0;3037.0;2382.0;1515.0;1194.0;1219.0;1718.0;849.0;;;17434.0;;;151222.0;137929.0;97694.0;;;;1262.0;;;;;
270;100 en meer werkn. van financ. dienstv.;1997;826.0;735.0;634.0;537.0;;506.0;319.0;283.0;84.0;33.0;114.0;466.0;473.0;;;;206.0;;;434959.0;;34383.0;15669.0;606.0;333571.0;299044.0;53167.0;878.0;682.0;196.0;4297.0;1020.0;474.0;1687.0;802.0;314.0
271;100 en meer werkn. van financ. dienstv.;1998;856.0;758.0;710.0;612.0;;;;;;;;566.0;550.0;;;;286.0;;;444306.0;23217.0;48059.0;13129.0;5155.0;383834.0;350710.0;143410.0;976.0;625.0;350.0;5516.0;1096.0;560.0;2384.0;997.0;479.0
272;100 en meer werkn. van financ. dienstv.;1999;919.0;823.0;799.0;767.0;683.0;788.0;594.0;557.0;258.0;121.0;253.0;715.0;758.0;603.0;445.0;253.0;274.0;380.0;213.0;503566.0;24247.0;57767.0;11558.0;6543.0;400869.0;366139.0;139282.0;985.0;583.0;402.0;6253.0;1172.0;694.0;2869.0;988.0;530.0
273;100 en meer werkn. van financ. dienstv.;2000;919.0;826.0;;;;;;;;;;;;;;;;;;;;59405.0;;;426432.0;388291.0;180069.0;;;;6444.0;;;;;
274;100 en meer werkn. van financ. dienstv.;2001;919.0;826.0;819.0;789.0;699.0;819.0;727.0;697.0;391.0;199.0;352.0;767.0;809.0;648.0;565.0;301.0;330.0;488.0;288.0;;;60944.0;;;437285.0;398213.0;218863.0;;;;6647.0;;;;;
275;65 Banken;1997;386.0;236.0;183.0;128.0;;111.0;75.0;34.0;10.0;5.0;41.0;93.0;101.0;;;;43.0;;;126665.0;;9809.0;2892.0;800.0;133125.0;126369.0;11649.0;503.0;396.0;108.0;2097.0;538.0;243.0;611.0;496.0;210.0
276;65 Banken;1998;488.0;336.0;301.0;223.0;;;;;;;;200.0;198.0;;;;100.0;;;102187.0;502.0;10279.0;3522.0;822.0;121569.0;112482.0;25918.0;376.0;303.0;73.0;2361.0;540.0;254.0;618.0;632.0;318.0
277;65 Banken;1999;538.0;389.0;346.0;327.0;258.0;345.0;236.0;168.0;121.0;45.0;93.0;323.0;321.0;212.0;110.0;90.0;89.0;118.0;61.0;145771.0;1957.0;11672.0;3448.0;875.0;153478.0;146717.0;30565.0;418.0;271.0;147.0;2660.0;625.0;378.0;738.0;653.0;265.0
278;65 Banken;2000;538.0;391.0;;;;;;;;;;;;;;;;;;;;11737.0;;;159409.0;151285.0;35415.0;;;;2733.0;;;;;
279;65 Banken;2001;538.0;400.0;358.0;341.0;267.0;358.0;273.0;243.0;147.0;57.0;125.0;339.0;347.0;240.0;137.0;96.0;121.0;151.0;74.0;;;11856.0;;;161649.0;153894.0;52103.0;;;;2808.0;;;;;
280;66 Verzekeringswezen en pensioenfondsen;1997;332.0;301.0;250.0;132.0;;129.0;73.0;60.0;37.0;14.0;24.0;121.0;116.0;;;;45.0;;;56831.0;;4506.0;2163.0;391.0;62532.0;51216.0;4396.0;89.0;66.0;23.0;697.0;175.0;103.0;205.0;159.0;55.0
281;66 Verzekeringswezen en pensioenfondsen;1998;336.0;296.0;237.0;156.0;;;;;;;;132.0;143.0;;;;38.0;;;63763.0;531.0;4805.0;2342.0;453.0;72621.0;63813.0;8242.0;150.0;85.0;65.0;919.0;252.0;162.0;264.0;185.0;56.0
282;66 Verzekeringswezen en pensioenfondsen;1999;332.0;268.0;241.0;203.0;198.0;238.0;144.0;123.0;68.0;23.0;64.0;199.0;221.0;174.0;53.0;39.0;45.0;53.0;21.0;62142.0;1314.0;5489.0;2413.0;603.0;69711.0;63252.0;8334.0;152.0;88.0;63.0;1031.0;282.0;156.0;301.0;167.0;125.0
283;66 Verzekeringswezen en pensioenfondsen;2000;332.0;268.0;;;;;;;;;;;;;;;;;;;;5826.0;;;72876.0;66277.0;14212.0;;;;1052.0;;;;;
284;66 Verzekeringswezen en pensioenfondsen;2001;332.0;268.0;260.0;233.0;203.0;260.0;206.0;197.0;108.0;30.0;95.0;238.0;256.0;195.0;98.0;41.0;56.0;81.0;32.0;;;6121.0;;;75185.0;68234.0;23292.0;;;;1094.0;;;;;
285;67 Financiële hulpactiviteiten;1997;1152.0;799.0;645.0;361.0;;361.0;144.0;111.0;27.0;18.0;51.0;319.0;327.0;;;;114.0;;;24492.0;;888.0;230.0;139.0;20998.0;15357.0;2206.0;66.0;48.0;19.0;179.0;59.0;28.0;49.0;36.0;7.0
286;67 Financiële hulpactiviteiten;1998;1339.0;1106.0;963.0;753.0;;;;;;;;678.0;689.0;;;;209.0;;;27842.0;2860.0;1725.0;1593.0;412.0;28335.0;25469.0;8923.0;174.0;62.0;113.0;281.0;86.0;48.0;73.0;58.0;17.0
287;67 Financiële hulpactiviteiten;1999;1496.0;1275.0;1214.0;1149.0;988.0;1200.0;680.0;557.0;400.0;126.0;223.0;1036.0;1139.0;812.0;214.0;233.0;330.0;341.0;127.0;36899.0;1570.0;2138.0;550.0;243.0;33607.0;30604.0;12711.0;205.0;80.0;125.0;365.0;93.0;59.0;110.0;66.0;35.0
288;67 Financiële hulpactiviteiten;2000;1496.0;1302.0;;;;;;;;;;;;;;;;;;;;2301.0;;;38671.0;35082.0;20584.0;;;;390.0;;;;;
289;67 Financiële hulpactiviteiten;2001;1496.0;1302.0;1289.0;1211.0;988.0;1289.0;999.0;903.0;652.0;242.0;372.0;1145.0;1220.0;859.0;315.0;277.0;451.0;446.0;193.0;;;2303.0;;;42056.0;38848.0;26831.0;;;;412.0;;;;;
290;70 Verhuur van en handel in onr. goed;1997;1418.0;1132.0;959.0;620.0;;598.0;209.0;147.0;29.0;18.0;21.0;551.0;557.0;;;;151.0;;;32807.0;;487.0;31.0;26.0;25640.0;20695.0;1836.0;39.0;30.0;10.0;88.0;40.0;23.0;17.0;4.0;4.0
291;70 Verhuur van en handel in onr. goed;1998;1603.0;1450.0;1182.0;1013.0;;;;;;;;882.0;890.0;;;;281.0;;;37636.0;1060.0;394.0;37.0;33.0;30877.0;29892.0;6870.0;50.0;35.0;15.0;108.0;34.0;29.0;15.0;10.0;19.0
292;70 Verhuur van en handel in onr. goed;1999;1618.0;1542.0;1319.0;1150.0;1042.0;1310.0;471.0;431.0;94.0;32.0;142.0;1028.0;1086.0;976.0;116.0;346.0;254.0;330.0;174.0;39915.0;269.0;580.0;59.0;40.0;34842.0;32625.0;10297.0;59.0;36.0;24.0;118.0;32.0;34.0;20.0;12.0;20.0
293;70 Verhuur van en handel in onr. goed;2000;1618.0;1542.0;;;;;;;;;;;;;;;;;;;;711.0;;;38671.0;36236.0;20235.0;;;;120.0;;;;;
294;70 Verhuur van en handel in onr. goed;2001;1618.0;1542.0;1438.0;1286.0;1073.0;1432.0;1055.0;1020.0;321.0;129.0;349.0;1321.0;1351.0;1114.0;213.0;546.0;371.0;632.0;324.0;;;785.0;;;40172.0;37876.0;25685.0;;;;123.0;;;;;
295;71 Verhuur van roerende goederen;1997;523.0;356.0;252.0;180.0;;150.0;79.0;70.0;43.0;6.0;0.0;143.0;138.0;;;;23.0;;;13627.0;;899.0;257.0;63.0;11515.0;9508.0;1397.0;28.0;17.0;11.0;92.0;25.0;11.0;33.0;21.0;1.0
