ID;Diensten;Landen;Perioden;InvoerVanDiensten_1;UitvoerVanDiensten_2;SaldoDiensten_3
1905;S Totaal Diensten;Tunesië;2021 1e kwartaal;7.0;7.0;0.0
1906;S Totaal Diensten;Tunesië;2021 2e kwartaal;15.0;10.0;-5.0
1907;S Totaal Diensten;Tunesië;2021 3e kwartaal;13.0;15.0;2.0
1908;S Totaal Diensten;Tunesië;2021 4e kwartaal;9.0;10.0;1.0
1909;S Totaal Diensten;Tunesië;2021;45.0;42.0;-3.0
1910;S Totaal Diensten;Tunesië;2022 1e kwartaal;16.0;12.0;-4.0
1911;S Totaal Diensten;Tunesië;2022 2e kwartaal;18.0;14.0;-4.0
1912;S Totaal Diensten;Tunesië;2022 3e kwartaal;19.0;19.0;0.0
1913;S Totaal Diensten;Tunesië;2022 4e kwartaal;13.0;14.0;0.0
1914;S Totaal Diensten;Tunesië;2022;66.0;59.0;-7.0
1915;S Totaal Diensten;Tunesië;2023 1e kwartaal;12.0;15.0;3.0
1916;S Totaal Diensten;Tunesië;2023 2e kwartaal;17.0;12.0;-5.0
1917;S Totaal Diensten;Tunesië;2023 3e kwartaal;17.0;23.0;5.0
1918;S Totaal Diensten;Tunesië;2023 4e kwartaal;21.0;16.0;-5.0
1919;S Totaal Diensten;Tunesië;2023;67.0;65.0;-2.0
1920;S Totaal Diensten;Tunesië;2024 1e kwartaal;14.0;13.0;-1.0
1921;S Totaal Diensten;Tunesië;2024 2e kwartaal;24.0;17.0;-7.0
1922;S Totaal Diensten;Tunesië;2024 3e kwartaal;27.0;17.0;-10.0
1923;S Totaal Diensten;Tunesië;2024 4e kwartaal;18.0;14.0;-4.0
1924;S Totaal Diensten;Tunesië;2024;83.0;61.0;-21.0
1925;S Totaal Diensten;Turkije;2020 1e kwartaal;120.0;304.0;184.0
1926;S Totaal Diensten;Turkije;2020 2e kwartaal;73.0;238.0;165.0
1927;S Totaal Diensten;Turkije;2020 3e kwartaal;81.0;200.0;119.0
1928;S Totaal Diensten;Turkije;2020 4e kwartaal;101.0;234.0;133.0
1929;S Totaal Diensten;Turkije;2020;375.0;977.0;601.0
1930;S Totaal Diensten;Turkije;2021 1e kwartaal;104.0;215.0;110.0
1931;S Totaal Diensten;Turkije;2021 2e kwartaal;117.0;236.0;119.0
1932;S Totaal Diensten;Turkije;2021 3e kwartaal;342.0;302.0;-40.0
1933;S Totaal Diensten;Turkije;2021 4e kwartaal;160.0;267.0;107.0
1934;S Totaal Diensten;Turkije;2021;723.0;1020.0;297.0
1935;S Totaal Diensten;Turkije;2022 1e kwartaal;146.0;216.0;71.0
1936;S Totaal Diensten;Turkije;2022 2e kwartaal;261.0;277.0;16.0
1937;S Totaal Diensten;Turkije;2022 3e kwartaal;320.0;376.0;56.0
1938;S Totaal Diensten;Turkije;2022 4e kwartaal;263.0;370.0;108.0
1939;S Totaal Diensten;Turkije;2022;989.0;1239.0;250.0
1940;S Totaal Diensten;Turkije;2023 1e kwartaal;173.0;317.0;145.0
1941;S Totaal Diensten;Turkije;2023 2e kwartaal;245.0;363.0;118.0
1942;S Totaal Diensten;Turkije;2023 3e kwartaal;407.0;383.0;-23.0
1943;S Totaal Diensten;Turkije;2023 4e kwartaal;293.0;401.0;107.0
1944;S Totaal Diensten;Turkije;2023;1118.0;1465.0;347.0
1945;S Totaal Diensten;Turkije;2024 1e kwartaal;214.0;338.0;124.0
1946;S Totaal Diensten;Turkije;2024 2e kwartaal;274.0;384.0;110.0
1947;S Totaal Diensten;Turkije;2024 3e kwartaal;296.0;467.0;171.0
1948;S Totaal Diensten;Turkije;2024 4e kwartaal;247.0;444.0;197.0
1949;S Totaal Diensten;Turkije;2024;1031.0;1633.0;602.0
1950;S Totaal Diensten;Uruguay;2020 1e kwartaal;4.0;35.0;31.0
1951;S Totaal Diensten;Uruguay;2020 2e kwartaal;9.0;32.0;23.0
1952;S Totaal Diensten;Uruguay;2020 3e kwartaal;9.0;24.0;16.0
1953;S Totaal Diensten;Uruguay;2020 4e kwartaal;4.0;22.0;18.0
1954;S Totaal Diensten;Uruguay;2020;25.0;114.0;88.0
1955;S Totaal Diensten;Uruguay;2021 1e kwartaal;9.0;11.0;2.0
1956;S Totaal Diensten;Uruguay;2021 2e kwartaal;12.0;14.0;2.0
1957;S Totaal Diensten;Uruguay;2021 3e kwartaal;10.0;12.0;2.0
1958;S Totaal Diensten;Uruguay;2021 4e kwartaal;9.0;18.0;9.0
1959;S Totaal Diensten;Uruguay;2021;39.0;55.0;15.0
1960;S Totaal Diensten;Uruguay;2022 1e kwartaal;15.0;21.0;6.0
1961;S Totaal Diensten;Uruguay;2022 2e kwartaal;11.0;17.0;6.0
1962;S Totaal Diensten;Uruguay;2022 3e kwartaal;13.0;22.0;9.0
1963;S Totaal Diensten;Uruguay;2022 4e kwartaal;8.0;22.0;13.0
1964;S Totaal Diensten;Uruguay;2022;48.0;81.0;34.0
1965;S Totaal Diensten;Uruguay;2023 1e kwartaal;19.0;25.0;6.0
1966;S Totaal Diensten;Uruguay;2023 2e kwartaal;24.0;25.0;1.0
1967;S Totaal Diensten;Uruguay;2023 3e kwartaal;27.0;20.0;-7.0
1968;S Totaal Diensten;Uruguay;2023 4e kwartaal;27.0;29.0;1.0
1969;S Totaal Diensten;Uruguay;2023;98.0;99.0;1.0
1970;S Totaal Diensten;Uruguay;2024 1e kwartaal;19.0;20.0;1.0
1971;S Totaal Diensten;Uruguay;2024 2e kwartaal;11.0;17.0;7.0
1972;S Totaal Diensten;Uruguay;2024 3e kwartaal;18.0;19.0;1.0
1973;S Totaal Diensten;Uruguay;2024 4e kwartaal;20.0;23.0;3.0
1974;S Totaal Diensten;Uruguay;2024;69.0;79.0;11.0
1975;S Totaal Diensten;Venezuela;2020 1e kwartaal;2.0;6.0;4.0
1976;S Totaal Diensten;Venezuela;2020 2e kwartaal;1.0;4.0;3.0
1977;S Totaal Diensten;Venezuela;2020 3e kwartaal;19.0;24.0;6.0
1978;S Totaal Diensten;Venezuela;2020 4e kwartaal;13.0;5.0;-8.0
1979;S Totaal Diensten;Venezuela;2020;35.0;39.0;4.0
1980;S Totaal Diensten;Venezuela;2021 1e kwartaal;20.0;3.0;-17.0
1981;S Totaal Diensten;Venezuela;2021 2e kwartaal;18.0;3.0;-15.0
1982;S Totaal Diensten;Venezuela;2021 3e kwartaal;20.0;8.0;-12.0
1983;S Totaal Diensten;Venezuela;2021 4e kwartaal;20.0;2.0;-18.0
1984;S Totaal Diensten;Venezuela;2021;78.0;15.0;-62.0
1985;S Totaal Diensten;Venezuela;2022 1e kwartaal;12.0;3.0;-9.0
1986;S Totaal Diensten;Venezuela;2022 2e kwartaal;12.0;1.0;-10.0
1987;S Totaal Diensten;Venezuela;2022 3e kwartaal;8.0;2.0;-6.0
1988;S Totaal Diensten;Venezuela;2022 4e kwartaal;4.0;4.0;0.0
1989;S Totaal Diensten;Venezuela;2022;36.0;11.0;-25.0
1990;S Totaal Diensten;Venezuela;2023 1e kwartaal;3.0;2.0;-2.0
1991;S Totaal Diensten;Venezuela;2023 2e kwartaal;4.0;2.0;-2.0
1992;S Totaal Diensten;Venezuela;2023 3e kwartaal;4.0;3.0;-1.0
1993;S Totaal Diensten;Venezuela;2023 4e kwartaal;6.0;3.0;-3.0
1994;S Totaal Diensten;Venezuela;2023;17.0;9.0;-7.0
1995;S Totaal Diensten;Venezuela;2024 1e kwartaal;4.0;2.0;-3.0
1996;S Totaal Diensten;Venezuela;2024 2e kwartaal;8.0;4.0;-3.0
1997;S Totaal Diensten;Venezuela;2024 3e kwartaal;5.0;2.0;-4.0
1998;S Totaal Diensten;Venezuela;2024 4e kwartaal;8.0;5.0;-2.0
1999;S Totaal Diensten;Venezuela;2024;25.0;13.0;-12.0
2000;S Totaal Diensten;Verenigd Koninkrijk;2020 1e kwartaal;6565.0;5987.0;-578.0
2001;S Totaal Diensten;Verenigd Koninkrijk;2020 2e kwartaal;6128.0;5158.0;-970.0
2002;S Totaal Diensten;Verenigd Koninkrijk;2020 3e kwartaal;6247.0;5255.0;-992.0
2003;S Totaal Diensten;Verenigd Koninkrijk;2020 4e kwartaal;7712.0;5822.0;-1889.0
2004;S Totaal Diensten;Verenigd Koninkrijk;2020;26652.0;22223.0;-4429.0
2005;S Totaal Diensten;Verenigd Koninkrijk;2021 1e kwartaal;6279.0;5608.0;-670.0
2006;S Totaal Diensten;Verenigd Koninkrijk;2021 2e kwartaal;6871.0;6169.0;-702.0
2007;S Totaal Diensten;Verenigd Koninkrijk;2021 3e kwartaal;6838.0;6653.0;-184.0
2008;S Totaal Diensten;Verenigd Koninkrijk;2021 4e kwartaal;8272.0;7498.0;-774.0
2009;S Totaal Diensten;Verenigd Koninkrijk;2021;28259.0;25928.0;-2331.0
2010;S Totaal Diensten;Verenigd Koninkrijk;2022 1e kwartaal;8079.0;6175.0;-1903.0
2011;S Totaal Diensten;Verenigd Koninkrijk;2022 2e kwartaal;8366.0;6858.0;-1508.0
2012;S Totaal Diensten;Verenigd Koninkrijk;2022 3e kwartaal;8714.0;7011.0;-1703.0
2013;S Totaal Diensten;Verenigd Koninkrijk;2022 4e kwartaal;10329.0;7300.0;-3029.0
2014;S Totaal Diensten;Verenigd Koninkrijk;2022;35487.0;27344.0;-8143.0
2015;S Totaal Diensten;Verenigd Koninkrijk;2023 1e kwartaal;7546.0;6979.0;-567.0
2016;S Totaal Diensten;Verenigd Koninkrijk;2023 2e kwartaal;8458.0;7277.0;-1181.0
2017;S Totaal Diensten;Verenigd Koninkrijk;2023 3e kwartaal;8586.0;7397.0;-1189.0
2018;S Totaal Diensten;Verenigd Koninkrijk;2023 4e kwartaal;9120.0;8474.0;-646.0
2019;S Totaal Diensten;Verenigd Koninkrijk;2023;33710.0;30127.0;-3582.0
2020;S Totaal Diensten;Verenigd Koninkrijk;2024 1e kwartaal;8755.0;7131.0;-1624.0
2021;S Totaal Diensten;Verenigd Koninkrijk;2024 2e kwartaal;8825.0;7748.0;-1077.0
2022;S Totaal Diensten;Verenigd Koninkrijk;2024 3e kwartaal;8829.0;7370.0;-1458.0
2023;S Totaal Diensten;Verenigd Koninkrijk;2024 4e kwartaal;9903.0;8227.0;-1676.0
2024;S Totaal Diensten;Verenigd Koninkrijk;2024;36312.0;30476.0;-5835.0
2025;S Totaal Diensten;Verenigde Arabische Emiraten;2020 1e kwartaal;432.0;327.0;-106.0
2026;S Totaal Diensten;Verenigde Arabische Emiraten;2020 2e kwartaal;316.0;199.0;-116.0
2027;S Totaal Diensten;Verenigde Arabische Emiraten;2020 3e kwartaal;264.0;244.0;-20.0
2028;S Totaal Diensten;Verenigde Arabische Emiraten;2020 4e kwartaal;196.0;302.0;105.0
2029;S Totaal Diensten;Verenigde Arabische Emiraten;2020;1209.0;1072.0;-137.0
2030;S Totaal Diensten;Verenigde Arabische Emiraten;2021 1e kwartaal;392.0;236.0;-156.0
2031;S Totaal Diensten;Verenigde Arabische Emiraten;2021 2e kwartaal;290.0;256.0;-35.0
2032;S Totaal Diensten;Verenigde Arabische Emiraten;2021 3e kwartaal;287.0;347.0;60.0
2033;S Totaal Diensten;Verenigde Arabische Emiraten;2021 4e kwartaal;372.0;433.0;61.0
2034;S Totaal Diensten;Verenigde Arabische Emiraten;2021;1341.0;1272.0;-69.0
2035;S Totaal Diensten;Verenigde Arabische Emiraten;2022 1e kwartaal;452.0;407.0;-46.0
2036;S Totaal Diensten;Verenigde Arabische Emiraten;2022 2e kwartaal;569.0;472.0;-97.0
2037;S Totaal Diensten;Verenigde Arabische Emiraten;2022 3e kwartaal;611.0;424.0;-188.0
2038;S Totaal Diensten;Verenigde Arabische Emiraten;2022 4e kwartaal;773.0;527.0;-246.0
2039;S Totaal Diensten;Verenigde Arabische Emiraten;2022;2405.0;1829.0;-576.0
2040;S Totaal Diensten;Verenigde Arabische Emiraten;2023 1e kwartaal;362.0;522.0;161.0
2041;S Totaal Diensten;Verenigde Arabische Emiraten;2023 2e kwartaal;420.0;432.0;12.0
2042;S Totaal Diensten;Verenigde Arabische Emiraten;2023 3e kwartaal;466.0;508.0;42.0
2043;S Totaal Diensten;Verenigde Arabische Emiraten;2023 4e kwartaal;351.0;677.0;326.0
2044;S Totaal Diensten;Verenigde Arabische Emiraten;2023;1598.0;2140.0;542.0
2045;S Totaal Diensten;Verenigde Arabische Emiraten;2024 1e kwartaal;700.0;528.0;-172.0
2046;S Totaal Diensten;Verenigde Arabische Emiraten;2024 2e kwartaal;424.0;542.0;119.0
2047;S Totaal Diensten;Verenigde Arabische Emiraten;2024 3e kwartaal;579.0;596.0;17.0
2048;S Totaal Diensten;Verenigde Arabische Emiraten;2024 4e kwartaal;666.0;661.0;-6.0
2049;S Totaal Diensten;Verenigde Arabische Emiraten;2024;2368.0;2327.0;-42.0
2050;S Totaal Diensten;Verenigde Staten;2020 1e kwartaal;10090.0;5501.0;-4589.0
2051;S Totaal Diensten;Verenigde Staten;2020 2e kwartaal;9223.0;5445.0;-3779.0
2052;S Totaal Diensten;Verenigde Staten;2020 3e kwartaal;9522.0;5489.0;-4033.0
2053;S Totaal Diensten;Verenigde Staten;2020 4e kwartaal;10347.0;6154.0;-4193.0
2054;S Totaal Diensten;Verenigde Staten;2020;39182.0;22590.0;-16593.0
2055;S Totaal Diensten;Verenigde Staten;2021 1e kwartaal;9724.0;5003.0;-4720.0
2056;S Totaal Diensten;Verenigde Staten;2021 2e kwartaal;11027.0;6792.0;-4235.0
2057;S Totaal Diensten;Verenigde Staten;2021 3e kwartaal;11094.0;7213.0;-3881.0
2058;S Totaal Diensten;Verenigde Staten;2021 4e kwartaal;12902.0;7838.0;-5064.0
2059;S Totaal Diensten;Verenigde Staten;2021;44747.0;26847.0;-17901.0
2060;S Totaal Diensten;Verenigde Staten;2022 1e kwartaal;11113.0;6015.0;-5098.0
2061;S Totaal Diensten;Verenigde Staten;2022 2e kwartaal;13124.0;7633.0;-5492.0
2062;S Totaal Diensten;Verenigde Staten;2022 3e kwartaal;13576.0;7509.0;-6068.0
2063;S Totaal Diensten;Verenigde Staten;2022 4e kwartaal;16362.0;8316.0;-8046.0
2064;S Totaal Diensten;Verenigde Staten;2022;54176.0;29473.0;-24703.0
2065;S Totaal Diensten;Verenigde Staten;2023 1e kwartaal;11452.0;7385.0;-4067.0
2066;S Totaal Diensten;Verenigde Staten;2023 2e kwartaal;11265.0;7785.0;-3481.0
2067;S Totaal Diensten;Verenigde Staten;2023 3e kwartaal;11359.0;8014.0;-3345.0
2068;S Totaal Diensten;Verenigde Staten;2023 4e kwartaal;13348.0;9718.0;-3631.0
2069;S Totaal Diensten;Verenigde Staten;2023;47424.0;32901.0;-14523.0
2070;S Totaal Diensten;Verenigde Staten;2024 1e kwartaal;11337.0;7159.0;-4178.0
2071;S Totaal Diensten;Verenigde Staten;2024 2e kwartaal;12475.0;7586.0;-4889.0
2072;S Totaal Diensten;Verenigde Staten;2024 3e kwartaal;12868.0;8121.0;-4747.0
2073;S Totaal Diensten;Verenigde Staten;2024 4e kwartaal;13806.0;9867.0;-3939.0
2074;S Totaal Diensten;Verenigde Staten;2024;50486.0;32733.0;-17752.0
2075;S Totaal Diensten;Vietnam;2020 1e kwartaal;24.0;88.0;64.0
2076;S Totaal Diensten;Vietnam;2020 2e kwartaal;13.0;69.0;57.0
2077;S Totaal Diensten;Vietnam;2020 3e kwartaal;16.0;70.0;54.0
2078;S Totaal Diensten;Vietnam;2020 4e kwartaal;16.0;78.0;62.0
2079;S Totaal Diensten;Vietnam;2020;68.0;306.0;238.0
2080;S Totaal Diensten;Vietnam;2021 1e kwartaal;23.0;59.0;36.0
2081;S Totaal Diensten;Vietnam;2021 2e kwartaal;27.0;64.0;37.0
2082;S Totaal Diensten;Vietnam;2021 3e kwartaal;39.0;52.0;14.0
2083;S Totaal Diensten;Vietnam;2021 4e kwartaal;46.0;67.0;22.0
2084;S Totaal Diensten;Vietnam;2021;134.0;243.0;109.0
2085;S Totaal Diensten;Vietnam;2022 1e kwartaal;67.0;46.0;-21.0
2086;S Totaal Diensten;Vietnam;2022 2e kwartaal;63.0;62.0;-1.0
2087;S Totaal Diensten;Vietnam;2022 3e kwartaal;68.0;79.0;11.0
2088;S Totaal Diensten;Vietnam;2022 4e kwartaal;77.0;92.0;15.0
2089;S Totaal Diensten;Vietnam;2022;276.0;280.0;4.0
2090;S Totaal Diensten;Vietnam;2023 1e kwartaal;49.0;95.0;47.0
2091;S Totaal Diensten;Vietnam;2023 2e kwartaal;73.0;107.0;33.0
2092;S Totaal Diensten;Vietnam;2023 3e kwartaal;50.0;121.0;72.0
2093;S Totaal Diensten;Vietnam;2023 4e kwartaal;61.0;103.0;42.0
2094;S Totaal Diensten;Vietnam;2023;233.0;427.0;193.0
2095;S Totaal Diensten;Vietnam;2024 1e kwartaal;62.0;91.0;30.0
2096;S Totaal Diensten;Vietnam;2024 2e kwartaal;57.0;85.0;28.0
2097;S Totaal Diensten;Vietnam;2024 3e kwartaal;77.0;80.0;3.0
2098;S Totaal Diensten;Vietnam;2024 4e kwartaal;70.0;97.0;27.0
2099;S Totaal Diensten;Vietnam;2024;265.0;353.0;88.0
2100;S Totaal Diensten;Zuid-Korea;2020 1e kwartaal;208.0;317.0;110.0
2101;S Totaal Diensten;Zuid-Korea;2020 2e kwartaal;168.0;334.0;166.0
2102;S Totaal Diensten;Zuid-Korea;2020 3e kwartaal;142.0;292.0;150.0
2103;S Totaal Diensten;Zuid-Korea;2020 4e kwartaal;151.0;317.0;167.0
2104;S Totaal Diensten;Zuid-Korea;2020;668.0;1261.0;593.0
2105;S Totaal Diensten;Zuid-Korea;2021 1e kwartaal;185.0;257.0;72.0
2106;S Totaal Diensten;Zuid-Korea;2021 2e kwartaal;126.0;267.0;141.0
2107;S Totaal Diensten;Zuid-Korea;2021 3e kwartaal;143.0;246.0;102.0
2108;S Totaal Diensten;Zuid-Korea;2021 4e kwartaal;138.0;346.0;208.0
2109;S Totaal Diensten;Zuid-Korea;2021;592.0;1116.0;524.0
2110;S Totaal Diensten;Zuid-Korea;2022 1e kwartaal;144.0;584.0;441.0
2111;S Totaal Diensten;Zuid-Korea;2022 2e kwartaal;171.0;681.0;510.0
2112;S Totaal Diensten;Zuid-Korea;2022 3e kwartaal;208.0;757.0;549.0
2113;S Totaal Diensten;Zuid-Korea;2022 4e kwartaal;200.0;768.0;568.0
2114;S Totaal Diensten;Zuid-Korea;2022;722.0;2790.0;2068.0
2115;S Totaal Diensten;Zuid-Korea;2023 1e kwartaal;237.0;824.0;586.0
2116;S Totaal Diensten;Zuid-Korea;2023 2e kwartaal;151.0;1023.0;872.0
2117;S Totaal Diensten;Zuid-Korea;2023 3e kwartaal;172.0;708.0;536.0
2118;S Totaal Diensten;Zuid-Korea;2023 4e kwartaal;267.0;770.0;503.0
2119;S Totaal Diensten;Zuid-Korea;2023;827.0;3324.0;2497.0
2120;S Totaal Diensten;Zuid-Korea;2024 1e kwartaal;179.0;762.0;583.0
2121;S Totaal Diensten;Zuid-Korea;2024 2e kwartaal;220.0;707.0;487.0
2122;S Totaal Diensten;Zuid-Korea;2024 3e kwartaal;189.0;1071.0;882.0
2123;S Totaal Diensten;Zuid-Korea;2024 4e kwartaal;271.0;989.0;718.0
2124;S Totaal Diensten;Zuid-Korea;2024;859.0;3529.0;2670.0
2125;S Totaal Diensten;Zweden;2020 1e kwartaal;472.0;1241.0;769.0
2126;S Totaal Diensten;Zweden;2020 2e kwartaal;430.0;1169.0;740.0
2127;S Totaal Diensten;Zweden;2020 3e kwartaal;437.0;1084.0;648.0
2128;S Totaal Diensten;Zweden;2020 4e kwartaal;523.0;1236.0;714.0
2129;S Totaal Diensten;Zweden;2020;1861.0;4731.0;2870.0
2130;S Totaal Diensten;Zweden;2021 1e kwartaal;518.0;1180.0;662.0
2131;S Totaal Diensten;Zweden;2021 2e kwartaal;560.0;1232.0;671.0
2132;S Totaal Diensten;Zweden;2021 3e kwartaal;596.0;1313.0;716.0
2133;S Totaal Diensten;Zweden;2021 4e kwartaal;694.0;1459.0;765.0
2134;S Totaal Diensten;Zweden;2021;2369.0;5183.0;2814.0
2135;S Totaal Diensten;Zweden;2022 1e kwartaal;680.0;1387.0;707.0
2136;S Totaal Diensten;Zweden;2022 2e kwartaal;748.0;1512.0;764.0
2137;S Totaal Diensten;Zweden;2022 3e kwartaal;798.0;1532.0;734.0
2138;S Totaal Diensten;Zweden;2022 4e kwartaal;925.0;1652.0;727.0
2139;S Totaal Diensten;Zweden;2022;3151.0;6082.0;2932.0
2140;S Totaal Diensten;Zweden;2023 1e kwartaal;962.0;1641.0;678.0
2141;S Totaal Diensten;Zweden;2023 2e kwartaal;901.0;1710.0;809.0
2142;S Totaal Diensten;Zweden;2023 3e kwartaal;978.0;1676.0;698.0
2143;S Totaal Diensten;Zweden;2023 4e kwartaal;1031.0;1823.0;791.0
2144;S Totaal Diensten;Zweden;2023;3872.0;6849.0;2977.0
2145;S Totaal Diensten;Zweden;2024 1e kwartaal;935.0;1745.0;810.0
2146;S Totaal Diensten;Zweden;2024 2e kwartaal;946.0;1784.0;838.0
2147;S Totaal Diensten;Zweden;2024 3e kwartaal;1020.0;1733.0;714.0
2148;S Totaal Diensten;Zweden;2024 4e kwartaal;1042.0;1970.0;927.0
2149;S Totaal Diensten;Zweden;2024;3943.0;7232.0;3290.0
2150;S Totaal Diensten;Zwitserland;2020 1e kwartaal;2455.0;2456.0;1.0
2151;S Totaal Diensten;Zwitserland;2020 2e kwartaal;2076.0;2720.0;644.0
2152;S Totaal Diensten;Zwitserland;2020 3e kwartaal;1503.0;2474.0;971.0
2153;S Totaal Diensten;Zwitserland;2020 4e kwartaal;1256.0;3336.0;2079.0
2154;S Totaal Diensten;Zwitserland;2020;7291.0;10986.0;3695.0
2155;S Totaal Diensten;Zwitserland;2021 1e kwartaal;956.0;2652.0;1696.0
2156;S Totaal Diensten;Zwitserland;2021 2e kwartaal;1138.0;3069.0;1931.0
2157;S Totaal Diensten;Zwitserland;2021 3e kwartaal;1152.0;3202.0;2050.0
2158;S Totaal Diensten;Zwitserland;2021 4e kwartaal;1567.0;4232.0;2665.0
2159;S Totaal Diensten;Zwitserland;2021;4814.0;13156.0;8342.0
2160;S Totaal Diensten;Zwitserland;2022 1e kwartaal;1475.0;3428.0;1952.0
2161;S Totaal Diensten;Zwitserland;2022 2e kwartaal;1329.0;4325.0;2996.0
2162;S Totaal Diensten;Zwitserland;2022 3e kwartaal;1459.0;4925.0;3466.0
2163;S Totaal Diensten;Zwitserland;2022 4e kwartaal;1414.0;5326.0;3911.0
2164;S Totaal Diensten;Zwitserland;2022;5678.0;18003.0;12326.0
2165;S Totaal Diensten;Zwitserland;2023 1e kwartaal;1280.0;3951.0;2671.0
2166;S Totaal Diensten;Zwitserland;2023 2e kwartaal;1659.0;4036.0;2377.0
2167;S Totaal Diensten;Zwitserland;2023 3e kwartaal;1364.0;3977.0;2613.0
2168;S Totaal Diensten;Zwitserland;2023 4e kwartaal;1354.0;5218.0;3864.0
2169;S Totaal Diensten;Zwitserland;2023;5657.0;17182.0;11525.0
2170;S Totaal Diensten;Zwitserland;2024 1e kwartaal;1440.0;3984.0;2544.0
2171;S Totaal Diensten;Zwitserland;2024 2e kwartaal;1612.0;4403.0;2791.0
2172;S Totaal Diensten;Zwitserland;2024 3e kwartaal;1542.0;4431.0;2889.0
2173;S Totaal Diensten;Zwitserland;2024 4e kwartaal;1641.0;5375.0;3733.0
2174;S Totaal Diensten;Zwitserland;2024;6235.0;18192.0;11957.0
2175;S Totaal Diensten;Europa (exclusief Nederland);2020 1e kwartaal;32027.0;34612.0;2585.0
2176;S Totaal Diensten;Europa (exclusief Nederland);2020 2e kwartaal;28094.0;31687.0;3593.0
2177;S Totaal Diensten;Europa (exclusief Nederland);2020 3e kwartaal;30189.0;32589.0;2399.0
2178;S Totaal Diensten;Europa (exclusief Nederland);2020 4e kwartaal;33534.0;35408.0;1874.0
2179;S Totaal Diensten;Europa (exclusief Nederland);2020;123844.0;134295.0;10451.0
2180;S Totaal Diensten;Europa (exclusief Nederland);2021 1e kwartaal;29162.0;31558.0;2396.0
2181;S Totaal Diensten;Europa (exclusief Nederland);2021 2e kwartaal;32365.0;35666.0;3301.0
2182;S Totaal Diensten;Europa (exclusief Nederland);2021 3e kwartaal;35243.0;40269.0;5026.0
2183;S Totaal Diensten;Europa (exclusief Nederland);2021 4e kwartaal;41017.0;47382.0;6365.0
2184;S Totaal Diensten;Europa (exclusief Nederland);2021;137787.0;154875.0;17088.0
2185;S Totaal Diensten;Europa (exclusief Nederland);2022 1e kwartaal;37670.0;40667.0;2996.0
2186;S Totaal Diensten;Europa (exclusief Nederland);2022 2e kwartaal;41512.0;50281.0;8769.0
2187;S Totaal Diensten;Europa (exclusief Nederland);2022 3e kwartaal;44392.0;51523.0;7131.0
2188;S Totaal Diensten;Europa (exclusief Nederland);2022 4e kwartaal;46406.0;59377.0;12971.0
2189;S Totaal Diensten;Europa (exclusief Nederland);2022;169980.0;201848.0;31868.0
2190;S Totaal Diensten;Europa (exclusief Nederland);2023 1e kwartaal;42337.0;45650.0;3313.0
2191;S Totaal Diensten;Europa (exclusief Nederland);2023 2e kwartaal;45281.0;50004.0;4723.0
2192;S Totaal Diensten;Europa (exclusief Nederland);2023 3e kwartaal;47113.0;51287.0;4174.0
2193;S Totaal Diensten;Europa (exclusief Nederland);2023 4e kwartaal;48539.0;57389.0;8850.0
2194;S Totaal Diensten;Europa (exclusief Nederland);2023;183270.0;204331.0;21061.0
2195;S Totaal Diensten;Europa (exclusief Nederland);2024 1e kwartaal;44725.0;46924.0;2198.0
2196;S Totaal Diensten;Europa (exclusief Nederland);2024 2e kwartaal;47111.0;53429.0;6319.0
2197;S Totaal Diensten;Europa (exclusief Nederland);2024 3e kwartaal;49223.0;52622.0;3399.0
2198;S Totaal Diensten;Europa (exclusief Nederland);2024 4e kwartaal;52401.0;59843.0;7442.0
2199;S Totaal Diensten;Europa (exclusief Nederland);2024;193460.0;212818.0;19358.0
2200;S Totaal Diensten;Afrika;2020 1e kwartaal;496.0;809.0;313.0
2201;S Totaal Diensten;Afrika;2020 2e kwartaal;279.0;650.0;372.0
2202;S Totaal Diensten;Afrika;2020 3e kwartaal;271.0;640.0;369.0
2203;S Totaal Diensten;Afrika;2020 4e kwartaal;286.0;718.0;432.0
2204;S Totaal Diensten;Afrika;2020;1332.0;2818.0;1486.0
2205;S Totaal Diensten;Afrika;2021 1e kwartaal;322.0;623.0;300.0
2206;S Totaal Diensten;Afrika;2021 2e kwartaal;322.0;655.0;334.0
2207;S Totaal Diensten;Afrika;2021 3e kwartaal;312.0;708.0;396.0
2208;S Totaal Diensten;Afrika;2021 4e kwartaal;399.0;746.0;348.0
2209;S Totaal Diensten;Afrika;2021;1355.0;2733.0;1378.0
2210;S Totaal Diensten;Afrika;2022 1e kwartaal;436.0;681.0;245.0
2211;S Totaal Diensten;Afrika;2022 2e kwartaal;507.0;775.0;268.0
2212;S Totaal Diensten;Afrika;2022 3e kwartaal;639.0;893.0;254.0
2213;S Totaal Diensten;Afrika;2022 4e kwartaal;501.0;815.0;314.0
2214;S Totaal Diensten;Afrika;2022;2082.0;3163.0;1081.0
2215;S Totaal Diensten;Afrika;2023 1e kwartaal;492.0;769.0;277.0
2216;S Totaal Diensten;Afrika;2023 2e kwartaal;469.0;915.0;446.0
2217;S Totaal Diensten;Afrika;2023 3e kwartaal;599.0;883.0;284.0
2218;S Totaal Diensten;Afrika;2023 4e kwartaal;580.0;880.0;300.0
2219;S Totaal Diensten;Afrika;2023;2139.0;3446.0;1307.0
2220;S Totaal Diensten;Afrika;2024 1e kwartaal;621.0;798.0;177.0
