ID;Bedrijfsgrootte;RegioS;Perioden;BoomteeltEnVastePlantenTotaal_1;GewassenTotaal_2;BosEnHaagplantsoen_3;LaanEnParkbomenTotaal_4;Onderstammen_5;Spillen_6;Opzetters_7;Rozenstruiken_8;Sierconiferen_9;SierheestersEnKlimplantenTotaal_10;Buxus_11;Ericaceae_12;TrekEnBesheester_13;OverigeSierheestersEnKlimplanten_14;VastePlanten_15;VruchtbomenTotaal_16;Moerbomen_17;Onderstammen_18;OverigeVruchtbomen_19;TeeltwijzeTotaal_20;TeeltInDeVolleGrond_21;TeeltInPottenEnContainers_22;OnderGlasTotaal_23;Vermeerdering_24;VolledigeTeeltOnderGlas_25;BoomteeltEnVastePlantenTotaal_26;GewassenTotaal_27;BosEnHaagplantsoen_28;LaanEnParkbomenTotaal_29;Onderstammen_30;Spillen_31;Opzetters_32;Rozenstruiken_33;Sierconiferen_34;SierheestersEnKlimplantenTotaal_35;Buxus_36;Ericaceae_37;TrekEnBesheester_38;OverigeSierheestersEnKlimplanten_39;VastePlanten_40;VruchtbomenTotaal_41;Moerbomen_42;Onderstammen_43;OverigeVruchtbomen_44;TeeltwijzeTotaal_45;TeeltInDeVolleGrond_46;TeeltInPottenEnContainers_47;OnderGlasTotaal_48;Vermeerdering_49;VolledigeTeeltOnderGlas_50
185;Kleine kwekerijen;Noord-Nederland (LD);2005;72;70;22;6;;;;2;17;9;;;;;9;5;;;;70;62;7;2;2;1;116;108;32;17;;;;4;48;49;;;;;35;15;;;;108;97;33;28;23;8
186;Kleine kwekerijen;Noord-Nederland (LD);2006;81;79;18;10;1.0;5.0;4.0;10;13;11;2.0;0.0;4.0;5.0;10;7;0.0;0.0;7.0;79;73;6;2;1;0;106;101;27;13;6.0;5.0;6.0;7;34;42;12.0;0.0;6.0;30.0;30;10;1.0;0.0;9.0;101;89;29;20;17;9
187;Kleine kwekerijen;Noord-Nederland (LD);2007;81;80;21;10;3.0;4.0;3.0;10;13;8;2.0;1.0;2.0;3.0;8;10;2.0;1.0;7.0;80;75;4;1;1;1;102;97;24;10;3.0;3.0;6.0;6;30;36;13.0;3.0;4.0;24.0;21;11;3.0;1.0;7.0;97;89;22;20;15;9
188;Kleine kwekerijen;Noord-Nederland (LD);2008;83;83;28;8;1.0;4.0;3.0;10;12;10;2.0;0.0;5.0;2.0;8;7;1.0;0.0;6.0;83;77;5;1;1;0;94;91;26;10;3.0;3.0;5.0;6;26;27;10.0;4.0;7.0;12.0;21;7;2.0;0.0;5.0;91;83;21;15;13;5
189;Kleine kwekerijen;Noord-Nederland (LD);2009;70;69;20;6;1.0;4.0;2.0;11;12;6;3.0;0.0;2.0;2.0;4;8;0.0;2.0;6.0;69;65;3;1;1;0;89;85;25;8;3.0;3.0;3.0;6;26;27;13.0;1.0;4.0;13.0;16;6;0.0;1.0;5.0;85;79;17;14;10;6
190;Kleine kwekerijen;Oost-Nederland (LD);2000;454;449;65;161;;;;1;89;31;;;;;33;69;;;;449;422;27;5;3;2;568;557;101;144;;;;14;212;152;;;;;150;68;;;;557;507;110;68;50;24
191;Kleine kwekerijen;Oost-Nederland (LD);2001;449;443;55;157;;;;1;89;29;;;;;40;72;;;;443;409;34;6;4;1;557;546;92;132;;;;12;197;142;;;;;152;67;;;;546;488;117;71;57;21
192;Kleine kwekerijen;Oost-Nederland (LD);2002;455;451;67;153;;;;3;72;28;;;;;46;82;;;;451;423;28;4;4;1;517;506;88;126;;;;12;168;123;;;;;145;64;;;;506;451;104;61;51;11
193;Kleine kwekerijen;Oost-Nederland (LD);2003;351;345;60;102;;;;2;57;19;;;;;38;68;;;;345;322;23;6;5;1;464;445;73;104;;;;3;144;102;;;;;129;46;;;;445;403;86;69;54;18
194;Kleine kwekerijen;Oost-Nederland (LD);2004;330;325;61;96;;;;1;57;18;;;;;34;57;;;;325;303;21;5;4;1;435;423;70;99;;;;6;139;98;;;;;122;47;;;;423;381;82;59;50;10
195;Kleine kwekerijen;Oost-Nederland (LD);2005;314;306;43;91;;;;2;54;17;;;;;29;70;;;;306;275;31;8;7;1;411;391;65;98;;;;6;131;87;;;;;98;47;;;;391;344;88;69;57;12
196;Kleine kwekerijen;Oost-Nederland (LD);2006;320;316;72;93;34.0;36.0;22.0;7;46;22;6.0;0.0;5.0;11.0;24;53;3.0;20.0;30.0;316;291;25;4;3;1;388;377;74;81;40.0;36.0;34.0;7;115;101;32.0;1.0;8.0;70.0;87;42;5.0;10.0;27.0;377;342;73;47;35;12
197;Kleine kwekerijen;Oost-Nederland (LD);2007;280;277;70;80;34.0;30.0;16.0;3;40;23;8.0;0.0;6.0;9.0;20;41;7.0;14.0;21.0;277;258;19;3;2;1;368;352;74;72;40.0;32.0;27.0;3;110;99;45.0;2.0;12.0;59.0;73;35;4.0;11.0;20.0;352;325;66;43;34;11
198;Kleine kwekerijen;Oost-Nederland (LD);2008;255;252;60;70;22.0;31.0;17.0;1;38;22;7.0;0.0;8.0;6.0;20;41;1.0;13.0;27.0;252;240;12;4;2;1;346;337;68;67;31.0;32.0;24.0;3;97;82;37.0;3.0;15.0;40.0;65;32;1.0;9.0;22.0;337;314;45;38;25;13
199;Kleine kwekerijen;Oost-Nederland (LD);2009;232;229;41;80;29.0;27.0;24.0;1;33;21;8.0;0.0;6.0;7.0;18;36;4.0;11.0;20.0;229;219;11;3;2;1;310;300;54;62;30.0;31.0;22.0;3;87;84;41.0;3.0;12.0;41.0;63;30;3.0;8.0;20.0;300;279;38;36;24;12
200;Kleine kwekerijen;West-Nederland (LD);2000;537;519;44;28;;;;15;82;158;;;;;117;74;;;;519;462;57;18;13;4;1135;1084;84;52;;;;41;303;489;;;;;432;76;;;;1084;987;245;261;209;75
201;Kleine kwekerijen;West-Nederland (LD);2001;531;516;50;31;;;;21;72;131;;;;;145;67;;;;516;466;51;14;10;4;1060;1014;75;54;;;;40;267;432;;;;;431;74;;;;1014;936;230;219;176;64
202;Kleine kwekerijen;West-Nederland (LD);2002;487;473;44;29;;;;16;70;121;;;;;138;56;;;;473;416;57;14;10;4;972;932;70;54;;;;41;243;386;;;;;390;62;;;;932;837;224;207;164;62
203;Kleine kwekerijen;West-Nederland (LD);2003;423;410;42;29;;;;14;60;89;;;;;125;50;;;;410;369;41;13;10;3;871;830;53;52;;;;31;209;326;;;;;352;49;;;;830;760;171;173;138;48
204;Kleine kwekerijen;West-Nederland (LD);2004;403;390;49;34;;;;12;56;84;;;;;122;33;;;;390;351;39;13;10;4;824;774;65;53;;;;30;192;307;;;;;325;43;;;;774;702;174;168;128;51
205;Kleine kwekerijen;West-Nederland (LD);2005;377;363;44;26;;;;10;59;73;;;;;117;33;;;;363;324;38;14;11;3;752;697;60;48;;;;25;177;265;;;;;308;37;;;;697;635;160;167;141;40
206;Kleine kwekerijen;West-Nederland (LD);2006;374;363;36;20;8.0;3.0;9.0;20;40;121;18.0;1.0;49.0;52.0;97;29;9.0;4.0;17.0;363;326;37;11;7;4;704;666;50;36;18.0;11.0;11.0;22;134;327;88.0;9.0;75.0;199.0;241;42;6.0;10.0;27.0;666;603;155;140;103;48
207;Kleine kwekerijen;West-Nederland (LD);2007;345;336;43;24;10.0;8.0;6.0;10;36;107;18.0;2.0;49.0;38.0;83;33;3.0;6.0;23.0;336;293;43;9;6;3;638;603;62;38;21.0;12.0;13.0;15;113;289;81.0;8.0;75.0;163.0;216;44;5.0;16.0;24.0;603;532;160;116;84;41
208;Kleine kwekerijen;West-Nederland (LD);2008;331;323;43;16;4.0;4.0;8.0;12;34;117;16.0;2.0;66.0;33.0;78;22;0.0;4.0;18.0;323;295;28;8;5;2;588;557;55;28;13.0;9.0;9.0;14;111;275;87.0;14.0;96.0;123.0;187;29;3.0;12.0;19.0;557;517;112;97;78;27
209;Kleine kwekerijen;West-Nederland (LD);2009;298;292;26;19;9.0;1.0;9.0;11;33;106;17.0;3.0;57.0;29.0;71;26;4.0;9.0;13.0;292;271;21;6;3;3;527;494;49;29;18.0;9.0;9.0;14;105;253;80.0;14.0;86.0;118.0;174;31;4.0;12.0;18.0;494;472;79;87;58;35
210;Kleine kwekerijen;Zuid-Nederland (LD);2000;1388;1376;656;214;;;;167;159;47;;;;;40;92;;;;1376;1318;58;12;9;3;1164;1144;461;204;;;;119;348;207;;;;;158;84;;;;1144;1069;186;139;107;45
211;Kleine kwekerijen;Zuid-Nederland (LD);2001;1243;1232;593;191;;;;122;162;42;;;;;52;70;;;;1232;1178;54;11;8;3;1067;1044;424;185;;;;91;328;192;;;;;148;62;;;;1044;974;169;130;98;43
212;Kleine kwekerijen;Zuid-Nederland (LD);2002;1265;1255;606;204;;;;109;163;42;;;;;58;73;;;;1255;1190;65;10;8;2;1090;1068;426;191;;;;83;316;175;;;;;159;68;;;;1068;998;168;125;103;30
213;Kleine kwekerijen;Zuid-Nederland (LD);2003;1003;995;482;150;;;;97;129;27;;;;;50;61;;;;995;952;43;7;5;2;949;925;369;167;;;;66;293;135;;;;;148;54;;;;925;874;133;106;85;29
214;Kleine kwekerijen;Zuid-Nederland (LD);2004;935;927;428;168;;;;93;109;27;;;;;51;51;;;;927;878;49;8;6;2;872;843;334;172;;;;61;242;130;;;;;145;51;;;;843;791;136;113;87;33
215;Kleine kwekerijen;Zuid-Nederland (LD);2005;943;934;466;170;;;;73;101;26;;;;;50;46;;;;934;890;44;9;7;2;843;819;351;164;;;;50;225;121;;;;;135;40;;;;819;764;133;94;75;25
216;Kleine kwekerijen;Zuid-Nederland (LD);2006;909;902;429;135;46.0;43.0;46.0;96;87;44;15.0;0.0;9.0;19.0;41;69;4.0;33.0;33.0;902;855;47;7;5;2;798;782;318;125;56.0;48.0;46.0;52;212;183;80.0;1.0;17.0;103.0;102;58;7.0;18.0;35.0;782;729;124;80;64;24
217;Kleine kwekerijen;Zuid-Nederland (LD);2007;751;745;373;122;30.0;43.0;49.0;59;64;40;18.0;0.0;7.0;15.0;37;50;8.0;13.0;29.0;745;706;39;7;4;3;741;718;297;112;44.0;52.0;41.0;43;168;160;86.0;2.0;11.0;77.0;94;48;7.0;13.0;29.0;718;672;97;73;46;34
218;Kleine kwekerijen;Zuid-Nederland (LD);2008;760;754;344;139;30.0;40.0;68.0;63;63;41;19.0;1.0;8.0;14.0;30;74;6.0;18.0;50.0;754;724;29;6;4;2;716;700;275;112;37.0;42.0;56.0;44;167;162;92.0;7.0;16.0;72.0;77;56;4.0;13.0;39.0;700;667;85;60;45;21
219;Kleine kwekerijen;Zuid-Nederland (LD);2009;694;688;324;138;46.0;44.0;49.0;51;61;37;17.0;1.0;5.0;13.0;30;46;7.0;13.0;26.0;688;666;22;6;5;1;654;639;240;112;49.0;41.0;41.0;34;149;144;84.0;9.0;10.0;66.0;78;41;5.0;13.0;24.0;639;616;58;48;36;17
220;Kleine kwekerijen;Groningen (PV);2000;72;72;31;4;;;;19;9;2;;;;;3;3;;;;72;71;1;0;0;0;70;68;26;10;;;;15;27;18;;;;;14;5;;;;68;66;10;8;7;2
221;Kleine kwekerijen;Groningen (PV);2001;64;63;30;4;;;;7;11;3;;;;;3;5;;;;63;62;1;0;0;0;58;58;25;8;;;;10;25;18;;;;;11;5;;;;58;55;10;6;5;1
222;Kleine kwekerijen;Groningen (PV);2002;50;50;22;4;;;;7;7;2;;;;;3;5;;;;50;49;1;0;0;0;47;46;20;6;;;;7;20;10;;;;;9;6;;;;46;43;8;5;3;2
223;Kleine kwekerijen;Groningen (PV);2003;38;37;17;4;;;;2;7;1;;;;;4;3;;;;37;37;1;0;0;0;40;40;13;5;;;;1;17;9;;;;;11;3;;;;40;37;6;5;4;1
224;Kleine kwekerijen;Groningen (PV);2004;35;35;16;3;;;;4;5;2;;;;;3;3;;;;35;34;1;0;0;0;42;42;11;4;;;;3;16;14;;;;;11;2;;;;42;39;8;5;4;2
225;Kleine kwekerijen;Groningen (PV);2005;35;35;14;4;;;;2;5;2;;;;;4;3;;;;35;33;2;0;0;0;42;41;11;5;;;;1;15;14;;;;;13;2;;;;41;37;10;6;5;2
226;Kleine kwekerijen;Groningen (PV);2006;37;36;8;4;1.0;1.0;2.0;10;4;2;1.0;0.0;0.0;2.0;4;4;0.0;0.0;4.0;36;35;1;0;0;0;35;34;9;4;2.0;2.0;2.0;6;10;11;4.0;0.0;0.0;9.0;10;2;0.0;0.0;2.0;34;32;9;5;4;2
227;Kleine kwekerijen;Groningen (PV);2007;40;39;11;5;0.0;3.0;2.0;10;5;1;0.0;0.0;0.0;1.0;3;5;0.0;0.0;5.0;39;38;1;0;0;0;37;36;9;3;0.0;2.0;2.0;6;10;6;3.0;0.0;0.0;5.0;8;3;0.0;0.0;3.0;36;34;8;7;5;3
228;Kleine kwekerijen;Groningen (PV);2008;40;40;15;3;0.0;1.0;2.0;7;3;2;0.0;0.0;1.0;1.0;3;6;1.0;0.0;5.0;40;39;1;0;0;0;37;36;11;3;0.0;2.0;2.0;4;6;7;3.0;2.0;1.0;3.0;10;3;1.0;0.0;2.0;36;34;9;6;4;3
229;Kleine kwekerijen;Groningen (PV);2009;35;35;10;3;0.0;1.0;2.0;8;3;1;1.0;0.0;0.0;0.0;3;6;0.0;2.0;4.0;35;34;1;0;0;0;35;34;10;2;0.0;1.0;2.0;5;5;7;4.0;1.0;1.0;3.0;9;3;0.0;1.0;2.0;34;32;7;6;4;3
230;Kleine kwekerijen;Friesland (PV);2000;19;19;3;3;;;;1;6;3;;;;;2;0;;;;19;14;4;0;0;0;34;32;10;8;;;;5;18;16;;;;;10;6;;;;32;28;11;4;1;3
231;Kleine kwekerijen;Friesland (PV);2001;17;16;2;1;;;;0;7;3;;;;;3;0;;;;16;14;2;1;1;0;36;31;10;7;;;;4;17;19;;;;;10;5;;;;31;29;8;8;4;4
232;Kleine kwekerijen;Friesland (PV);2002;19;19;4;1;;;;0;8;3;;;;;3;0;;;;19;16;3;0;0;0;27;26;10;8;;;;2;16;14;;;;;8;5;;;;26;23;10;4;3;1
233;Kleine kwekerijen;Friesland (PV);2003;12;12;1;1;;;;1;5;2;;;;;2;0;;;;12;9;3;0;0;0;25;24;9;7;;;;2;13;15;;;;;7;6;;;;24;21;10;4;2;3
234;Kleine kwekerijen;Friesland (PV);2004;13;13;3;1;;;;1;4;2;;;;;2;0;;;;13;10;3;0;0;0;27;26;10;7;;;;2;14;15;;;;;7;6;;;;26;22;10;6;3;4
235;Kleine kwekerijen;Friesland (PV);2005;16;15;6;1;;;;0;4;3;;;;;2;0;;;;15;13;2;1;1;0;27;25;11;6;;;;1;10;16;;;;;6;6;;;;25;22;10;6;4;3
236;Kleine kwekerijen;Friesland (PV);2006;20;20;8;4;1.0;2.0;1.0;0;2;2;0.0;0.0;1.0;1.0;4;0;0.0;0.0;0.0;20;17;2;1;0;0;27;25;8;4;3.0;2.0;1.0;0;7;10;2.0;0.0;2.0;8.0;9;2;0.0;0.0;2.0;25;21;8;7;6;4
237;Kleine kwekerijen;Friesland (PV);2007;17;17;8;0;0.0;0.0;0.0;0;2;2;0.0;0.0;1.0;1.0;1;3;1.0;0.0;2.0;17;16;2;0;0;0;24;21;9;4;2.0;0.0;2.0;0;8;12;3.0;1.0;1.0;11.0;1;4;1.0;0.0;3.0;21;18;5;5;3;4
238;Kleine kwekerijen;Friesland (PV);2008;17;17;6;3;0.0;3.0;0.0;0;2;3;0.0;0.0;2.0;1.0;2;0;0.0;0.0;0.0;17;15;1;0;0;0;19;18;6;5;2.0;1.0;2.0;0;6;7;1.0;1.0;2.0;5.0;3;1;0.0;0.0;1.0;18;16;4;3;3;1
239;Kleine kwekerijen;Friesland (PV);2009;13;12;3;3;1.0;3.0;0.0;0;3;2;0.0;0.0;1.0;1.0;1;0;0.0;0.0;0.0;12;11;1;0;0;0;18;16;4;5;3.0;1.0;1.0;0;8;8;2.0;0.0;1.0;7.0;3;0;0.0;0.0;0.0;16;15;4;2;2;0
240;Kleine kwekerijen;Drenthe (PV);2000;48;47;8;5;;;;3;15;7;;;;;6;3;;;;47;42;5;1;1;0;77;74;15;9;;;;3;34;32;;;;;24;6;;;;74;64;26;16;13;5
241;Kleine kwekerijen;Drenthe (PV);2001;46;46;11;5;;;;3;15;6;;;;;3;3;;;;46;41;4;1;0;0;65;64;13;8;;;;2;36;28;;;;;17;7;;;;64;57;23;12;11;2
242;Kleine kwekerijen;Drenthe (PV);2002;40;39;9;5;;;;0;13;5;;;;;4;4;;;;39;33;6;1;1;0;58;57;13;8;;;;1;31;20;;;;;18;6;;;;57;48;23;12;10;3
243;Kleine kwekerijen;Drenthe (PV);2003;37;37;13;4;;;;0;8;5;;;;;4;3;;;;37;32;4;1;1;0;53;51;16;8;;;;3;24;23;;;;;17;8;;;;51;48;17;12;9;4
244;Kleine kwekerijen;Drenthe (PV);2004;30;29;4;4;;;;0;7;5;;;;;5;3;;;;29;26;3;1;1;0;57;54;11;8;;;;2;21;26;;;;;18;9;;;;54;50;15;12;9;4
245;Kleine kwekerijen;Drenthe (PV);2005;20;19;1;1;;;;0;9;4;;;;;3;1;;;;19;16;3;1;1;0;47;42;10;6;;;;2;23;19;;;;;16;7;;;;42;38;13;16;14;3
246;Kleine kwekerijen;Drenthe (PV);2006;24;23;3;2;0.0;1.0;1.0;0;7;7;2.0;0.0;3.0;2.0;2;2;0.0;0.0;2.0;23;21;3;1;1;0;44;42;10;5;1.0;1.0;3.0;1;17;21;6.0;0.0;4.0;13.0;11;6;1.0;0.0;5.0;42;36;12;8;7;3
247;Kleine kwekerijen;Drenthe (PV);2007;24;23;2;5;3.0;1.0;1.0;0;5;5;2.0;1.0;1.0;1.0;4;3;1.0;1.0;1.0;23;22;1;1;1;0;41;40;6;3;1.0;1.0;2.0;0;12;18;7.0;2.0;3.0;8.0;12;4;2.0;1.0;1.0;40;37;9;8;7;2
248;Kleine kwekerijen;Drenthe (PV);2008;27;26;7;1;0.0;0.0;1.0;3;7;4;1.0;0.0;2.0;0.0;3;2;0.0;0.0;1.0;26;23;3;0;0;0;38;37;9;2;1.0;0.0;1.0;2;14;13;6.0;1.0;4.0;4.0;8;3;1.0;0.0;2.0;37;33;8;6;6;1
249;Kleine kwekerijen;Drenthe (PV);2009;22;22;7;0;0.0;0.0;0.0;3;6;3;2.0;0.0;1.0;0.0;1;2;0.0;0.0;2.0;22;20;1;0;0;0;36;35;11;1;0.0;1.0;0.0;1;13;12;7.0;0.0;2.0;3.0;4;3;0.0;0.0;3.0;35;32;6;6;4;3
250;Kleine kwekerijen;Overijssel (PV);2000;85;84;24;5;;;;0;34;11;;;;;7;2;;;;84;79;5;1;1;0;133;131;33;22;;;;6;77;52;;;;;35;11;;;;131;121;22;10;8;3
251;Kleine kwekerijen;Overijssel (PV);2001;67;66;14;2;;;;0;31;10;;;;;7;2;;;;66;60;7;0;0;0;118;118;26;15;;;;5;63;48;;;;;29;10;;;;118;107;25;9;7;2
252;Kleine kwekerijen;Overijssel (PV);2002;76;76;23;5;;;;0;24;10;;;;;10;4;;;;76;72;4;0;0;0;126;123;30;20;;;;5;55;45;;;;;34;10;;;;123;112;21;13;10;3
253;Kleine kwekerijen;Overijssel (PV);2003;62;61;18;5;;;;0;16;7;;;;;10;6;;;;61;59;3;1;1;0;112;107;20;15;;;;0;45;30;;;;;33;3;;;;107;100;13;14;10;4
254;Kleine kwekerijen;Overijssel (PV);2004;63;62;14;8;;;;0;19;7;;;;;7;6;;;;62;59;3;1;1;0;99;96;17;18;;;;0;44;31;;;;;27;6;;;;96;91;15;12;9;3
255;Kleine kwekerijen;Overijssel (PV);2005;61;60;12;11;;;;0;17;7;;;;;6;7;;;;60;57;3;1;0;0;93;91;19;18;;;;1;41;31;;;;;22;6;;;;91;85;15;11;7;4
256;Kleine kwekerijen;Overijssel (PV);2006;56;55;22;6;4.0;0.0;2.0;2;13;6;1.0;0.0;0.0;5.0;4;2;0.0;2.0;1.0;55;52;3;1;1;0;82;81;23;13;5.0;2.0;6.0;2;36;30;8.0;0.0;0.0;24.0;20;6;0.0;2.0;4.0;81;75;12;8;6;2
257;Kleine kwekerijen;Overijssel (PV);2007;46;46;15;8;7.0;1.0;1.0;2;12;5;2.0;0.0;1.0;2.0;2;3;0.0;2.0;1.0;46;45;1;0;0;0;71;69;23;11;6.0;1.0;4.0;2;30;24;13.0;1.0;1.0;13.0;12;5;0.0;2.0;3.0;69;67;9;5;4;1
258;Kleine kwekerijen;Overijssel (PV);2008;59;59;22;9;6.0;1.0;2.0;0;13;6;2.0;0.0;2.0;2.0;4;6;0.0;1.0;5.0;59;57;2;0;0;0;82;80;24;10;6.0;1.0;3.0;1;32;24;10.0;1.0;3.0;14.0;13;5;0.0;2.0;3.0;80;78;9;6;4;2
259;Kleine kwekerijen;Overijssel (PV);2009;53;52;16;6;5.0;1.0;1.0;0;15;6;2.0;0.0;2.0;2.0;5;4;1.0;2.0;1.0;52;51;2;1;0;0;85;81;22;9;5.0;2.0;3.0;1;37;27;15.0;2.0;2.0;14.0;14;4;1.0;2.0;1.0;81;76;9;8;5;3
260;Kleine kwekerijen;Flevoland (PV);2000;57;56;1;1;;;;0;4;4;;;;;4;43;;;;56;55;2;0;0;0;56;56;2;5;;;;2;10;15;;;;;12;25;;;;56;53;9;5;4;1
261;Kleine kwekerijen;Flevoland (PV);2001;53;52;3;2;;;;0;4;2;;;;;2;39;;;;52;51;1;1;1;0;50;49;4;3;;;;1;9;10;;;;;10;21;;;;49;46;7;5;4;1
262;Kleine kwekerijen;Flevoland (PV);2002;52;52;5;0;;;;0;3;5;;;;;6;33;;;;52;50;2;0;0;0;48;47;2;3;;;;1;8;13;;;;;12;20;;;;47;45;7;4;3;1
263;Kleine kwekerijen;Flevoland (PV);2003;39;38;6;0;;;;0;3;2;;;;;2;26;;;;38;38;1;0;0;0;37;36;3;1;;;;0;6;8;;;;;8;17;;;;36;35;5;5;4;1
264;Kleine kwekerijen;Flevoland (PV);2004;34;34;3;2;;;;0;3;1;;;;;3;22;;;;34;34;1;0;0;0;37;36;3;2;;;;1;6;7;;;;;10;12;;;;36;35;3;4;4;0
265;Kleine kwekerijen;Flevoland (PV);2005;32;32;2;0;;;;0;2;1;;;;;2;24;;;;32;31;1;1;1;0;32;29;3;1;;;;0;4;5;;;;;6;13;;;;29;28;4;5;5;0
266;Kleine kwekerijen;Flevoland (PV);2006;31;31;0;2;1.0;1.0;0.0;0;2;3;1.0;0.0;1.0;1.0;3;19;2.0;15.0;2.0;31;30;1;0;0;0;38;37;1;3;2.0;1.0;0.0;0;5;11;5.0;0.0;3.0;5.0;9;14;3.0;7.0;4.0;37;36;4;3;3;0
267;Kleine kwekerijen;Flevoland (PV);2007;27;27;1;2;2.0;0.0;0.0;0;3;2;0.0;0.0;1.0;0.0;3;16;4.0;11.0;1.0;27;25;2;0;0;0;35;32;2;3;3.0;0.0;0.0;0;7;5;1.0;0.0;3.0;2.0;8;11;2.0;8.0;1.0;32;30;5;4;4;0
268;Kleine kwekerijen;Flevoland (PV);2008;23;22;0;0;0.0;0.0;0.0;0;2;2;1.0;0.0;1.0;0.0;3;15;1.0;12.0;3.0;22;21;1;0;0;0;31;29;1;1;1.0;0.0;0.0;0;6;6;3.0;0.0;2.0;1.0;8;11;1.0;7.0;3.0;29;27;4;3;1;2
269;Kleine kwekerijen;Flevoland (PV);2009;18;18;0;1;0.0;1.0;0.0;0;1;2;1.0;0.0;1.0;0.0;1;13;3.0;7.0;3.0;18;18;0;0;0;0;23;22;1;1;0.0;1.0;0.0;0;5;4;2.0;0.0;2.0;0.0;4;9;2.0;5.0;3.0;22;22;1;1;1;0
270;Kleine kwekerijen;Gelderland (PV);2000;312;309;40;156;;;;1;51;16;;;;;22;24;;;;309;289;20;4;2;1;379;370;66;117;;;;6;125;85;;;;;103;32;;;;370;333;79;53;38;20
271;Kleine kwekerijen;Gelderland (PV);2001;330;325;39;153;;;;0;54;17;;;;;31;31;;;;325;298;27;5;4;1;389;379;62;114;;;;6;125;84;;;;;113;36;;;;379;335;85;57;46;18
272;Kleine kwekerijen;Gelderland (PV);2002;327;323;39;147;;;;3;45;14;;;;;30;46;;;;323;301;22;3;3;0;343;336;56;103;;;;6;105;65;;;;;99;34;;;;336;294;76;44;38;7
273;Kleine kwekerijen;Gelderland (PV);2003;250;245;36;97;;;;2;38;11;;;;;26;36;;;;245;226;20;5;4;1;315;302;50;88;;;;3;93;64;;;;;88;26;;;;302;268;68;50;40;13
274;Kleine kwekerijen;Gelderland (PV);2004;233;229;45;86;;;;1;35;10;;;;;24;29;;;;229;211;18;4;4;0;299;291;50;79;;;;5;89;60;;;;;85;29;;;;291;255;64;43;37;7
275;Kleine kwekerijen;Gelderland (PV);2005;221;214;29;80;;;;1;35;9;;;;;21;39;;;;214;187;27;6;6;1;286;271;43;79;;;;5;86;51;;;;;70;28;;;;271;231;69;53;45;8
276;Kleine kwekerijen;Gelderland (PV);2006;233;230;49;84;29.0;35.0;20.0;5;31;13;3.0;0.0;4.0;5.0;17;31;2.0;3.0;27.0;230;210;20;3;2;1;268;259;50;65;33.0;33.0;28.0;5;74;60;19.0;1.0;5.0;41.0;58;22;2.0;1.0;19.0;259;231;57;36;26;10
277;Kleine kwekerijen;Gelderland (PV);2007;206;203;55;69;25.0;29.0;15.0;2;25;16;6.0;0.0;4.0;7.0;14;22;3.0;1.0;18.0;203;188;16;3;2;1;262;251;49;58;31.0;31.0;23.0;1;73;70;31.0;1.0;8.0;44.0;53;19;2.0;1.0;16.0;251;228;52;34;26;10
278;Kleine kwekerijen;Gelderland (PV);2008;173;170;38;62;15.0;31.0;15.0;1;23;14;5.0;0.0;6.0;4.0;12;19;0.0;0.0;19.0;170;161;9;3;2;1;233;228;43;56;24.0;31.0;21.0;2;59;52;24.0;2.0;10.0;25.0;44;16;0.0;0.0;16.0;228;209;32;29;20;9
279;Kleine kwekerijen;Gelderland (PV);2009;161;159;25;73;24.0;25.0;24.0;1;16;12;5.0;0.0;3.0;5.0;12;19;0.0;3.0;16.0;159;150;9;2;1;1;202;197;31;52;25.0;28.0;19.0;2;45;53;24.0;1.0;8.0;27.0;45;17;0.0;1.0;16.0;197;181;28;27;18;9
280;Kleine kwekerijen;Utrecht (PV);2000;54;53;5;12;;;;0;15;9;;;;;6;6;;;;53;46;7;1;1;0;95;90;12;17;;;;3;33;37;;;;;29;8;;;;90;75;25;15;10;5
281;Kleine kwekerijen;Utrecht (PV);2001;52;51;6;15;;;;1;10;5;;;;;6;8;;;;51;46;5;1;0;0;82;79;10;14;;;;4;28;29;;;;;25;9;;;;79;69;20;8;6;2
282;Kleine kwekerijen;Utrecht (PV);2002;48;47;7;14;;;;1;13;5;;;;;5;2;;;;47;43;4;1;0;0;73;70;12;16;;;;3;30;25;;;;;19;4;;;;70;62;15;10;5;5
283;Kleine kwekerijen;Utrecht (PV);2003;43;42;7;14;;;;0;10;3;;;;;4;3;;;;42;40;2;1;1;0;67;63;8;16;;;;2;26;20;;;;;18;4;;;;63;59;7;10;7;3
284;Kleine kwekerijen;Utrecht (PV);2004;52;51;10;17;;;;0;9;4;;;;;5;4;;;;51;48;3;1;1;0;72;65;11;20;;;;2;23;24;;;;;20;5;;;;65;61;9;11;7;5
285;Kleine kwekerijen;Utrecht (PV);2005;46;46;6;14;;;;1;11;4;;;;;8;2;;;;46;43;2;1;0;0;77;73;8;19;;;;4;29;23;;;;;21;5;;;;73;68;8;9;6;4
286;Kleine kwekerijen;Utrecht (PV);2006;44;43;10;13;6.0;2.0;6.0;3;8;3;1.0;0.0;0.0;1.0;6;1;1.0;0.0;0.0;43;41;2;1;0;0;60;56;11;16;9.0;3.0;6.0;3;19;15;8.0;0.0;0.0;8.0;12;2;1.0;1.0;0.0;56;54;6;11;5;6
