ID;Leeftijd;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouders_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
833;7;2017;487589;54178;119972;227754;85685;75074;42359;25072;7643
834;7;2018;482141;53345;117453;226826;84517;74089;41909;24677;7503
835;7;2019;469451;53078;112690;222039;81644;72018;40866;23907;7245
836;7;2020;450084;52467;105555;213947;78115;68995;39198;22873;6924
837;7;2021;430088;52884;97815;205085;74304;65918;37463;21844;6611
838;7;2022;413155;53038;91267;197784;71066;63369;35992;21011;6366
839;7;2023;399733;52582;86473;192117;68561;61411;34839;20383;6189
840;7;2024;393567;52307;83758;190103;67399;60558;34328;20113;6117
841;7;2025;390318;52083;82138;189347;66750;60136;34076;19979;6081
842;7;2026;391806;50970;82631;191171;67034;60478;34262;20096;6120
843;7;2027;393321;49382;83737;192915;67287;60796;34460;20192;6144
844;7;2028;393025;48176;84257;193487;67105;60853;34539;20184;6130
845;7;2029;391789;47092;84587;193378;66732;60721;34499;20119;6103
846;7;2030;392136;46731;84783;193955;66667;60821;34567;20143;6111
847;7;2031;392230;46979;84161;194413;66677;60844;34541;20178;6125
848;7;2032;395294;47525;84188;196346;67235;61321;34766;20367;6188
849;7;2033;400481;48319;84981;199161;68020;62095;35198;20632;6265
850;7;2034;405894;49000;86073;202036;68785;62905;35683;20886;6336
851;7;2035;410727;49559;87081;204618;69469;63613;36106;21108;6399
852;7;2036;416406;50152;88192;207691;70371;64498;36608;21399;6491
853;7;2037;420337;50608;88841;209891;70997;65128;36958;21615;6555
854;7;2038;423237;50940;89450;211477;71370;65542;37205;21747;6590
855;7;2039;425785;51244;90117;212793;71631;65890;37434;21844;6612
856;7;2040;427732;51506;90656;213780;71790;66146;37609;21908;6629
857;7;2041;425998;51540;90262;212851;71345;65808;37432;21784;6592
858;7;2042;423488;51443;89661;211579;70805;65388;37201;21638;6549
859;7;2043;423031;51358;89542;211455;70676;65240;37118;21584;6538
860;7;2044;424771;51353;89839;212575;71004;65476;37229;21672;6575
861;7;2045;426602;51368;90133;213744;71357;65730;37350;21769;6611
862;7;2046;431552;51546;91270;216522;72214;66447;37747;22009;6691
863;7;2047;436849;51813;92666;219338;73032;67157;38167;22232;6758
864;7;2048;440489;52053;93738;221189;73509;67631;38463;22370;6798
865;7;2049;441353;52130;94133;221573;73517;67658;38498;22367;6793
866;7;2050;440979;52113;94322;221262;73282;67463;38407;22289;6767
867;8;2000;447695;237917;134940;61733;13105;48018;33535;11974;2509
868;8;2001;460493;244841;136884;64536;14232;49218;34478;12190;2550
869;8;2002;444548;231486;132045;65924;15093;48078;33665;11918;2495
870;8;2003;434852;219809;129863;68835;16345;47695;33362;11849;2484
871;8;2004;430126;210647;128978;72653;17848;47767;33400;11875;2492
872;8;2005;429524;202660;129821;77477;19566;48181;33690;11980;2511
873;8;2006;431709;195908;131523;82898;21380;48788;34120;12128;2540
874;8;2007;435743;188455;134561;89296;23431;49646;34723;12339;2584
875;8;2008;438470;179292;137599;95988;25591;50296;35173;12506;2617
876;8;2009;442794;171119;141153;102896;27626;51111;35742;12712;2657
877;8;2010;448676;163839;145655;109877;29305;52035;36383;12947;2705
878;8;2011;453089;156711;149502;116013;30863;52902;36992;13162;2748
879;8;2012;459080;151860;153154;121704;32362;53857;37657;13403;2797
880;8;2013;464189;147624;156342;126609;33614;54762;38304;13618;2840
881;8;2014;469229;144069;158959;131329;34872;55662;38951;13829;2882
882;8;2015;473309;140291;160640;136218;36160;56540;39582;14033;2925
883;8;2016;475491;135829;162097;140524;37041;56986;39936;14112;2938
884;8;2017;473867;129153;163044;144136;37534;56994;39990;14078;2926
885;8;2018;471308;121617;164461;147451;37779;56891;39961;14020;2910
886;8;2019;468619;112717;166820;150936;38146;56736;39878;13960;2898
887;8;2020;468713;104600;170437;154957;38719;56959;40037;14011;2911
888;8;2021;468598;98228;173789;157572;39009;57034;40128;13998;2908
889;8;2022;466137;94052;175059;158175;38851;56663;39941;13852;2870
890;8;2023;460752;91572;173849;157046;38285;55772;39391;13574;2807
891;8;2024;448461;89708;169158;152651;36944;54042;38249;13090;2703
892;8;2025;429877;86434;161442;146627;35374;51737;36651;12504;2582
893;8;2026;410774;83881;152850;140247;33796;49432;35025;11940;2467
894;8;2027;394630;81788;145225;135054;32563;47599;33709;11508;2382
895;8;2028;381836;79526;139393;131180;31737;46211;32703;11189;2319
896;8;2029;375995;78406;136455;129693;31441;45615;32259;11061;2295
897;8;2030;372933;77462;135056;129049;31366;45328;32046;10998;2284
898;8;2031;374357;76386;136226;130099;31646;45614;32237;11076;2301
899;8;2032;375765;75316;137697;130925;31827;45827;32396;11121;2310
900;8;2033;375430;74593;138324;130784;31729;45801;32403;11096;2302
901;8;2034;374212;74030;138342;130275;31565;45639;32311;11041;2287
902;8;2035;374488;74044;138474;130379;31591;45700;32353;11055;2292
903;8;2036;374530;73975;138112;130722;31721;45758;32377;11079;2302
904;8;2037;377424;74334;138843;132126;32121;46151;32635;11189;2327
905;8;2038;382350;75420;140543;133847;32540;46726;33042;11328;2356
906;8;2039;387472;76635;142495;135440;32902;47278;33449;11450;2379
907;8;2040;392057;77687;144251;136881;33238;47744;33793;11553;2398
908;8;2041;397455;78704;146228;138803;33720;48380;34240;11707;2433
909;8;2042;401176;79305;147589;140209;34073;48815;34549;11810;2456
910;8;2043;403904;79884;148724;141045;34251;49061;34744;11854;2463
911;8;2044;406297;80534;149794;141615;34354;49224;34881;11877;2466
912;8;2045;408137;81114;150601;142001;34421;49332;34971;11892;2469
913;8;2046;406461;81021;150018;141204;34218;49012;34755;11805;2452
914;8;2047;404038;80669;149134;140251;33984;48662;34510;11717;2435
915;8;2048;403588;80478;149001;140138;33971;48526;34405;11690;2431
916;8;2049;405261;80451;149627;140973;34210;48703;34507;11749;2447
917;8;2050;407035;80416;150335;141838;34446;48895;34623;11810;2462
918;9;2000;327199;258839;57385;9920;1055;23193;18204;4196;793
919;9;2001;333319;266258;56082;9863;1116;23631;18551;4272;808
920;9;2002;367437;292648;61864;11571;1354;26319;20641;4780;898
921;9;2003;395162;314633;66184;12814;1531;28427;22293;5159;975
922;9;2004;412258;327720;68981;13859;1698;29703;23305;5380;1018
923;9;2005;422238;334866;70684;14830;1858;30515;23964;5511;1040
924;9;2006;433854;342652;72964;16143;2095;31414;24715;5634;1065
925;9;2007;419380;326940;72648;17467;2325;30770;24201;5522;1047
926;9;2008;410618;314319;74347;19282;2670;30572;24032;5499;1041
927;9;2009;406420;304942;76977;21459;3042;30690;24119;5524;1047
928;9;2010;405924;297844;80783;23856;3441;31015;24366;5585;1064
929;9;2011;408022;292725;85178;26308;3811;31464;24719;5667;1078
930;9;2012;411817;288120;90414;29044;4239;32114;25231;5782;1101
931;9;2013;414444;282294;95639;31811;4700;32599;25615;5866;1118
932;9;2014;418606;278254;100753;34486;5113;33212;26103;5972;1137
933;9;2015;424264;275520;106257;37018;5469;33868;26630;6081;1157
934;9;2016;428537;272445;110837;39382;5873;34508;27143;6187;1178
935;9;2017;434367;270928;115212;41886;6341;35178;27681;6298;1199
936;9;2018;439344;269054;119217;44322;6751;35841;28219;6403;1219
937;9;2019;444224;266299;123410;47253;7262;36497;28749;6510;1238
938;9;2020;448166;262255;127853;50361;7697;37154;29284;6613;1257
939;9;2021;450292;257072;132404;52851;7965;37510;29590;6655;1265
940;9;2022;448758;249913;136251;54498;8096;37564;29662;6641;1261
941;9;2023;446369;242632;139917;55622;8198;37538;29674;6609;1255
942;9;2024;443868;235519;143493;56547;8309;37412;29604;6561;1247
943;9;2025;444067;230225;147413;57885;8544;37469;29666;6557;1246
944;9;2026;444057;226771;150046;58570;8670;37413;29640;6531;1242
945;9;2027;441835;224121;150637;58424;8653;37068;29389;6452;1227
946;9;2028;436789;221321;149341;57629;8498;36397;28882;6316;1199
947;9;2029;425191;216440;144970;55590;8191;35199;27953;6089;1157
948;9;2030;407609;207507;138927;53319;7856;33622;26711;5809;1102
949;9;2031;389540;198415;132493;51056;7576;32055;25466;5539;1050
950;9;2032;374269;190447;127051;49378;7393;30800;24463;5328;1009
951;9;2033;362141;183455;123095;48283;7308;29831;23684;5168;979
952;9;2034;356596;179884;121420;47971;7321;29388;23329;5095;964
953;9;2035;353676;177580;120807;47923;7366;29157;23143;5057;957
954;9;2036;355001;177168;121912;48439;7482;29298;23256;5081;961
955;9;2037;356284;177147;122847;48739;7551;29390;23332;5094;964
956;9;2038;355911;176948;122876;48558;7529;29323;23284;5078;961
957;9;2039;354690;176391;122497;48301;7501;29183;23178;5050;955
958;9;2040;354895;176370;122610;48377;7538;29185;23183;5048;954
959;9;2041;354900;175764;122861;48660;7615;29168;23167;5046;955
960;9;2042;357622;176399;124120;49343;7760;29365;23321;5082;962
961;9;2043;362280;178628;125789;49984;7879;29681;23576;5133;972
962;9;2044;367139;181255;127411;50502;7971;29973;23815;5177;981
963;9;2045;371479;183540;128882;50994;8063;30222;24020;5214;988
964;9;2046;376597;185887;130748;51757;8205;30589;24313;5275;1001
965;9;2047;380147;187388;132133;52316;8310;30820;24496;5314;1010
966;9;2048;382751;188787;133050;52562;8352;30936;24589;5333;1014
967;9;2049;385030;190222;133754;52682;8372;31007;24648;5344;1015
968;9;2050;386780;191341;134275;52773;8391;31044;24677;5350;1017
969;10;2000;265335;240296;24193;842;4;14639;12326;1976;337
970;10;2001;271898;248313;22865;720;0;14988;12657;1988;343
971;10;2002;275233;253210;21429;592;2;15186;12846;1993;347
972;10;2003;280889;259949;20389;549;2;15537;13159;2022;356
973;10;2004;288999;268487;19967;542;3;16005;13573;2068;364
974;10;2005;299428;278956;19899;573;0;16606;14096;2130;380
975;10;2006;305047;284957;19496;579;15;16908;14362;2157;389
976;10;2007;336934;314325;21831;775;3;18773;15931;2407;435
977;10;2008;362803;338490;23403;889;21;20249;17185;2598;466
978;10;2009;378713;353104;24543;1034;32;21202;17993;2712;497
979;10;2010;387992;361384;25331;1241;36;21836;18556;2775;505
980;10;2011;398544;370449;26496;1542;57;22562;19209;2837;516
981;10;2012;385619;356696;27000;1839;84;22172;18837;2824;511
982;10;2013;377960;347428;28260;2155;117;22114;18743;2858;513
983;10;2014;374445;341847;29939;2527;132;22280;18860;2899;521
984;10;2015;374289;339232;32012;2894;151;22596;19105;2957;534
985;10;2016;376526;338986;34161;3212;167;23003;19424;3031;548
986;10;2017;380294;339886;36577;3635;196;23530;19863;3109;558
987;10;2018;383010;339468;39148;4149;245;23920;20182;3171;567
988;10;2019;387136;340562;41663;4635;276;24413;20577;3255;581
989;10;2020;392616;342802;44344;5164;306;24903;20987;3317;599
990;10;2021;396780;343954;46762;5717;347;25391;21393;3385;613
991;10;2022;402397;346251;49416;6331;399;25874;21806;3441;627
992;10;2023;407214;347924;51986;6868;436;26352;22219;3495;638
993;10;2024;411947;349349;54716;7409;473;26810;22612;3546;652
994;10;2025;415849;349942;57500;7904;503;27267;23007;3597;663
995;10;2026;418028;349424;59866;8220;518;27471;23191;3613;667
996;10;2027;416832;346509;61417;8383;523;27448;23184;3597;667
997;10;2028;414883;343147;62692;8510;534;27349;23111;3575;663
998;10;2029;412835;339636;63983;8664;552;27146;22945;3544;657
999;10;2030;413371;338053;65761;8973;584;27028;22846;3528;654
1000;10;2031;413642;337039;66882;9122;599;26848;22698;3500;650
1001;10;2032;411761;335025;67046;9095;595;26479;22396;3442;641
1002;10;2033;407146;331241;66396;8936;573;25892;21909;3356;627
1003;10;2034;396336;322902;64304;8582;548;24967;21136;3228;603
1004;10;2035;379978;309508;61705;8242;523;23779;20134;3071;574
1005;10;2036;363188;295663;59060;7948;517;22604;19141;2919;544
1006;10;2037;349008;283714;57006;7770;518;21654;18334;2799;521
1007;10;2038;337763;273904;55640;7694;525;20909;17700;2705;504
1008;10;2039;332646;269153;55235;7723;535;20534;17381;2657;496
1009;10;2040;329962;266463;55185;7771;543;20324;17202;2630;492
1010;10;2041;331215;266899;55854;7904;558;20368;17239;2635;494
1011;10;2042;332397;267516;56343;7972;566;20390;17259;2636;495
1012;10;2043;332021;267228;56301;7930;562;20324;17208;2623;493
1013;10;2044;330853;266271;56132;7891;559;20198;17104;2604;490
1014;10;2045;331047;266268;56285;7927;567;20173;17082;2602;489
1015;10;2046;331083;265880;56604;8020;579;20133;17046;2598;489
1016;10;2047;333678;267497;57401;8182;598;20231;17127;2612;492
1017;10;2048;338063;270924;58232;8297;610;20429;17293;2638;498
1018;10;2049;342595;274645;58957;8376;617;20628;17462;2663;503
1019;10;2050;346660;277931;59642;8461;626;20794;17602;2685;507
1020;11;2000;217663;209605;8058;0;0;11165;10305;736;124
1021;11;2001;217541;209446;8095;0;0;11135;10275;736;124
1022;11;2002;218586;210691;7895;0;0;11149;10310;716;123
1023;11;2003;219414;211822;7592;0;0;11142;10327;693;122
1024;11;2004;223840;216684;7156;0;0;11318;10512;683;123
1025;11;2005;228508;221796;6712;0;0;11513;10720;667;126
1026;11;2006;234495;228313;6182;0;0;11771;10988;655;128
1027;11;2007;237925;232317;5608;0;0;11927;11160;636;131
1028;11;2008;243294;238169;5125;0;0;12183;11421;628;134
1029;11;2009;250847;246001;4846;0;0;12529;11759;634;136
1030;11;2010;260326;255666;4660;0;0;12977;12189;647;141
1031;11;2011;265468;261081;4387;0;0;13215;12419;650;146
1032;11;2012;293891;289033;4858;0;0;14592;13705;728;159
1033;11;2013;316848;311807;5041;0;0;15776;14815;786;175
1034;11;2014;330925;325761;5164;0;0;16561;15546;831;184
1035;11;2015;339159;333989;5170;0;0;17143;16087;866;190
1036;11;2016;348247;342981;5266;0;0;17851;16747;907;197
1037;11;2017;337526;332095;5431;0;0;17553;16432;927;194
1038;11;2018;331456;325649;5807;0;0;17488;16330;963;195
1039;11;2019;328903;322666;6237;0;0;17629;16437;998;194
1040;11;2020;329194;322386;6808;0;0;17880;16639;1046;195
1041;11;2021;331544;324156;7388;0;0;18204;16917;1090;197
1042;11;2022;335174;327055;8119;0;0;18660;17292;1166;202
1043;11;2023;337945;328928;9017;0;0;18992;17539;1247;206
1044;11;2024;341957;332071;9886;0;0;19395;17860;1324;211
1045;11;2025;347191;336363;10828;0;0;19796;18174;1405;217
1046;11;2026;351260;339595;11665;0;0;20205;18496;1486;223
1047;11;2027;356675;344130;12545;0;0;20594;18804;1562;228
1048;11;2028;361367;348067;13300;0;0;20962;19114;1616;232
1049;11;2029;365969;351890;14079;0;0;21301;19399;1666;236
1050;11;2030;369869;355040;14829;0;0;21631;19680;1713;238
1051;11;2031;372116;356651;15465;0;0;21757;19787;1733;237
1052;11;2032;371353;355446;15907;0;0;21697;19724;1737;236
1053;11;2033;369921;353619;16302;0;0;21585;19615;1737;233
1054;11;2034;368450;351647;16792;11;0;21376;19416;1730;230
1055;11;2035;369406;351872;17508;26;0;21226;19256;1743;227
1056;11;2036;370017;352006;17977;34;0;21050;19083;1743;224
1057;11;2037;368623;350448;18133;42;0;20733;18795;1718;220
1058;11;2038;364668;346578;18048;42;0;20254;18363;1678;213
1059;11;2039;355060;337511;17504;45;0;19532;17721;1608;203
1060;11;2040;340566;323658;16862;46;0;18576;16853;1532;191
1061;11;2041;325724;309463;16209;52;0;17643;15998;1463;182
1062;11;2042;313238;297453;15730;55;0;16875;15286;1414;175
1063;11;2043;303353;287840;15454;59;0;16269;14716;1383;170
1064;11;2044;298936;283439;15433;64;0;15970;14428;1373;169
1065;11;2045;296660;281101;15492;67;0;15790;14251;1370;169
1066;11;2046;297899;282068;15760;71;0;15814;14261;1383;170
1067;11;2047;298995;282968;15954;73;0;15833;14270;1391;172
1068;11;2048;298650;282621;15957;72;0;15786;14228;1386;172
1069;11;2049;297604;281599;15932;73;0;15690;14142;1377;171
1070;11;2050;297784;281697;16011;76;0;15673;14122;1379;172
1071;12;2000;158523;157641;882;0;0;9725;9496;180;49
1072;12;2001;161654;160885;769;0;0;9843;9610;182;51
1073;12;2002;163948;163196;752;0;0;9919;9686;182;51
1074;12;2003;167076;166369;707;0;0;9984;9750;182;52
1075;12;2004;167769;167011;758;0;0;9983;9749;182;52
1076;12;2005;169406;168641;765;0;0;9979;9742;183;54
1077;12;2006;169848;169061;787;0;0;9976;9739;183;54
1078;12;2007;171388;170725;663;0;0;10005;9769;182;54
1079;12;2008;172705;172196;509;0;0;10064;9831;178;55
1080;12;2009;176753;176425;328;0;0;10205;9972;176;57
1081;12;2010;180919;180748;171;0;0;10366;10137;171;58
1082;12;2011;186084;186011;73;0;0;10493;10267;167;59
1083;12;2012;189111;189100;11;0;0;10473;10253;160;60
1084;12;2013;193717;193717;0;0;0;10519;10300;156;63
1085;12;2014;200261;200261;0;0;0;10635;10413;157;65
1086;12;2015;208381;208381;0;0;0;10829;10603;159;67
1087;12;2016;212863;212863;0;0;0;10860;10636;156;68
1088;12;2017;236615;236615;0;0;0;11893;11632;181;80
1089;12;2018;255625;255625;0;0;0;12729;12456;192;81
1090;12;2019;267212;267212;0;0;0;13188;12912;193;83
1091;12;2020;273935;273935;0;0;0;13508;13227;195;86
1092;12;2021;280988;280988;0;0;0;13872;13576;203;93
1093;12;2022;272961;272961;0;0;0;13648;13352;205;91
1094;12;2023;268770;268770;0;0;0;13675;13374;212;89
1095;12;2024;267311;267311;0;0;0;13833;13527;218;88
1096;12;2025;268069;268069;0;0;0;14108;13793;227;88
1097;12;2026;270477;270477;0;0;0;14453;14129;235;89
1098;12;2027;273906;273825;81;0;0;14888;14550;248;90
1099;12;2028;276711;276492;219;0;0;15260;14908;261;91
1100;12;2029;280524;280259;265;0;0;15723;15358;273;92
1101;12;2030;285330;284957;373;0;0;16184;15804;286;94
1102;12;2031;289157;288762;395;0;0;16660;16265;299;96
1103;12;2032;294094;293633;461;0;0;17089;16685;309;95
1104;12;2033;298410;297880;530;0;0;17477;17062;318;97
1105;12;2034;302628;301991;637;0;0;17820;17394;328;98
1106;12;2035;306330;305583;747;0;0;18110;17674;338;98
1107;12;2036;308510;307637;873;0;0;18256;17821;340;95
1108;12;2037;308235;307251;984;0;0;18274;17839;340;95
1109;12;2038;307564;306500;1064;0;0;18257;17823;340;94
1110;12;2039;306987;305771;1216;0;0;18160;17727;341;92
1111;12;2040;308654;307228;1426;0;0;18121;17685;346;90
1112;12;2041;309901;308361;1540;0;0;18062;17629;346;87
1113;12;2042;309315;307689;1626;0;0;17855;17429;342;84
1114;12;2043;306433;304779;1654;0;0;17534;17119;333;82
1115;12;2044;298633;297028;1605;0;0;16966;16568;319;79
1116;12;2045;286811;285237;1574;0;0;16184;15804;305;75
1117;12;2046;274707;273169;1538;0;0;15391;15026;293;72
1118;12;2047;264549;263018;1531;0;0;14726;14374;284;68
1119;12;2048;256559;255016;1543;0;0;14205;13863;277;65
1120;12;2049;253114;251518;1596;0;0;13958;13617;276;65
1121;12;2050;251389;249730;1659;0;0;13803;13463;276;64
1122;13;2000;99817;99817;0;0;0;6212;6034;164;14
1123;13;2001;99855;99855;0;0;0;6217;6038;165;14
1124;13;2002;100166;100166;0;0;0;6228;6048;166;14
1125;13;2003;100481;100481;0;0;0;6237;6056;167;14
1126;13;2004;101752;101752;0;0;0;6252;6069;168;15
1127;13;2005;103248;103248;0;0;0;6277;6091;171;15
1128;13;2006;106046;106046;0;0;0;6311;6121;174;16
1129;13;2007;108308;108308;0;0;0;6339;6145;178;16
1130;13;2008;110990;110990;0;0;0;6373;6175;182;16
1131;13;2009;111966;111966;0;0;0;6390;6190;184;16
1132;13;2010;113493;113493;0;0;0;6412;6210;186;16
1133;13;2011;114265;114265;0;0;0;6428;6224;188;16
1134;13;2012;115778;115778;0;0;0;6413;6207;189;17
1135;13;2013;117169;117169;0;0;0;6355;6148;190;17
1136;13;2014;120394;120394;0;0;0;6319;6109;192;18
1137;13;2015;123735;123735;0;0;0;6262;6049;195;18
1138;13;2016;127727;127727;0;0;0;6189;5972;198;19
1139;13;2017;130121;130121;0;0;0;6053;5832;202;19
1140;13;2018;133653;133653;0;0;0;5966;5741;205;20
1141;13;2019;138740;138740;0;0;0;5971;5741;209;21
1142;13;2020;144940;144940;0;0;0;6044;5805;217;22
1143;13;2021;148362;148362;0;0;0;6014;5768;224;22
1144;13;2022;165955;165955;0;0;0;6618;6350;241;27
1145;13;2023;179752;179752;0;0;0;7087;6793;264;30
1146;13;2024;187968;187968;0;0;0;7383;7074;281;28
1147;13;2025;192618;192618;0;0;0;7578;7253;298;27
1148;13;2026;197146;197146;0;0;0;7828;7497;304;27
1149;13;2027;192186;192186;0;0;0;7751;7427;297;27
1150;13;2028;190041;190041;0;0;0;7825;7504;294;27
1151;13;2029;189656;189656;0;0;0;7981;7659;295;27
1152;13;2030;190730;190730;0;0;0;8224;7898;299;27
1153;13;2031;192917;192917;0;0;0;8505;8173;304;28
1154;13;2032;195753;195753;0;0;0;8868;8529;311;28
1155;13;2033;198257;198257;0;0;0;9231;8885;317;29
1156;13;2034;201466;201466;0;0;0;9606;9252;325;29
1157;13;2035;205398;205398;0;0;0;10001;9638;333;30
1158;13;2036;208613;208613;0;0;0;10360;9989;341;30
1159;13;2037;212685;212685;0;0;0;10685;10309;347;29
1160;13;2038;216297;216297;0;0;0;10972;10591;352;29
1161;13;2039;219863;219863;0;0;0;11258;10873;355;30
1162;13;2040;223216;223216;0;0;0;11532;11144;358;30
1163;13;2041;225343;225343;0;0;0;11716;11327;360;29
1164;13;2042;225807;225807;0;0;0;11821;11434;359;28
1165;13;2043;226024;226024;0;0;0;11894;11512;355;27
1166;13;2044;226415;226415;0;0;0;11950;11576;348;26
1167;13;2045;228737;228737;0;0;0;12073;11705;342;26
1168;13;2046;230553;230553;0;0;0;12149;11784;339;26
1169;13;2047;230838;230838;0;0;0;12104;11744;335;25
1170;13;2048;229206;229206;0;0;0;11930;11579;328;23
1171;13;2049;223680;223680;0;0;0;11551;11213;316;22
1172;13;2050;215277;215277;0;0;0;11047;10726;300;21
1173;14;2000;37801;37801;0;0;0;2719;2656;61;2
1174;14;2001;40467;40467;0;0;0;2771;2706;63;2
1175;14;2002;42529;42529;0;0;0;2815;2748;65;2
1176;14;2003;44331;44331;0;0;0;2862;2791;69;2
1177;14;2004;46613;46613;0;0;0;2919;2842;75;2
1178;14;2005;48307;48307;0;0;0;2965;2885;78;2
1179;14;2006;48863;48863;0;0;0;2975;2894;79;2
1180;14;2007;49564;49564;0;0;0;2994;2911;81;2
1181;14;2008;50178;50178;0;0;0;3013;2929;82;2
1182;14;2009;51333;51333;0;0;0;3033;2948;83;2
1183;14;2010;52477;52477;0;0;0;3060;2973;85;2
1184;14;2011;54289;54289;0;0;0;3098;3009;87;2
1185;14;2012;55742;55742;0;0;0;3128;3036;90;2
1186;14;2013;57376;57376;0;0;0;3166;3071;92;3
1187;14;2014;58101;58101;0;0;0;3191;3093;95;3
1188;14;2015;59152;59152;0;0;0;3217;3117;97;3
1189;14;2016;59848;59848;0;0;0;3232;3131;98;3
1190;14;2017;60948;60948;0;0;0;3233;3131;99;3
1191;14;2018;61986;61986;0;0;0;3202;3099;100;3
1192;14;2019;64012;64012;0;0;0;3191;3085;103;3
1193;14;2020;66092;66092;0;0;0;3164;3056;105;3
1194;14;2021;68487;68487;0;0;0;3136;3025;108;3
1195;14;2022;69900;69900;0;0;0;3080;2966;111;3
1196;14;2023;71976;71976;0;0;0;3062;2944;115;3
1197;14;2024;75090;75090;0;0;0;3095;2973;119;3
1198;14;2025;78832;78832;0;0;0;3164;3037;123;4
1199;14;2026;80827;80827;0;0;0;3183;3052;127;4
1200;14;2027;91300;91300;0;0;0;3544;3401;139;4
1201;14;2028;99179;99179;0;0;0;3833;3681;148;4
1202;14;2029;103590;103590;0;0;0;4038;3876;158;4
1203;14;2030;105882;105882;0;0;0;4187;4013;170;4
1204;14;2031;107855;107855;0;0;0;4364;4179;179;6
1205;14;2032;105582;105582;0;0;0;4346;4166;174;6
1206;14;2033;104977;104977;0;0;0;4405;4229;171;5
1207;14;2034;105195;105195;0;0;0;4511;4336;170;5
1208;14;2035;106121;106121;0;0;0;4665;4488;172;5
1209;14;2036;107649;107649;0;0;0;4839;4659;175;5
1210;14;2037;109517;109517;0;0;0;5054;4871;178;5
1211;14;2038;111346;111346;0;0;0;5267;5081;181;5
1212;14;2039;113585;113585;0;0;0;5487;5298;184;5
1213;14;2040;116274;116274;0;0;0;5719;5526;188;5
1214;14;2041;118605;118605;0;0;0;5933;5735;193;5
1215;14;2042;121490;121490;0;0;0;6124;5922;196;6
1216;14;2043;124129;124129;0;0;0;6300;6095;199;6
1217;14;2044;126774;126774;0;0;0;6489;6281;202;6
1218;14;2045;129415;129415;0;0;0;6675;6465;204;6
1219;14;2046;131175;131175;0;0;0;6807;6596;205;6
1220;14;2047;132042;132042;0;0;0;6893;6681;206;6
1221;14;2048;132888;132888;0;0;0;6952;6740;206;6
1222;14;2049;134005;134005;0;0;0;6989;6781;202;6
1223;14;2050;136579;136579;0;0;0;7064;6859;199;6
1224;15;2000;11087;11087;0;0;0;1024;937;77;10
1225;15;2001;11265;11265;0;0;0;1044;953;80;11
1226;15;2002;11460;11460;0;0;0;1057;965;81;11
1227;15;2003;11658;11658;0;0;0;1073;979;83;11
1228;15;2004;11733;11733;0;0;0;1086;990;85;11
1229;15;2005;12114;12114;0;0;0;1103;1004;87;12
1230;15;2006;13293;13293;0;0;0;1156;1049;94;13
1231;15;2007;14232;14232;0;0;0;1203;1087;102;14
1232;15;2008;15019;15019;0;0;0;1247;1122;110;15
1233;15;2009;15927;15927;0;0;0;1298;1166;116;16
1234;15;2010;16586;16586;0;0;0;1338;1202;120;16
1235;15;2011;16898;16898;0;0;0;1356;1217;123;16
1236;15;2012;17254;17254;0;0;0;1379;1236;126;17
1237;15;2013;17570;17570;0;0;0;1400;1255;128;17
1238;15;2014;18120;18120;0;0;0;1424;1274;132;18
1239;15;2015;18636;18636;0;0;0;1450;1296;136;18
1240;15;2016;19395;19395;0;0;0;1488;1328;141;19
1241;15;2017;19985;19985;0;0;0;1519;1353;146;20
1242;15;2018;20620;20620;0;0;0;1552;1381;151;20
1243;15;2019;20920;20920;0;0;0;1572;1399;153;20
1244;15;2020;21337;21337;0;0;0;1597;1420;156;21
1245;15;2021;21656;21656;0;0;0;1615;1435;159;21
1246;15;2022;22125;22125;0;0;0;1628;1444;162;22
1247;15;2023;22579;22579;0;0;0;1626;1438;166;22
1248;15;2024;23408;23408;0;0;0;1644;1450;171;23
1249;15;2025;24260;24260;0;0;0;1657;1456;177;24
1250;15;2026;25215;25215;0;0;0;1676;1467;184;25
1251;15;2027;25734;25734;0;0;0;1684;1469;190;25
1252;15;2028;26532;26532;0;0;0;1714;1492;196;26
1253;15;2029;27813;27813;0;0;0;1771;1541;203;27
1254;15;2030;29309;29309;0;0;0;1846;1604;213;29
1255;15;2031;30012;30012;0;0;0;1889;1637;222;30
1256;15;2032;34298;34298;0;0;0;2126;1848;245;33
1257;15;2033;37293;37293;0;0;0;2311;2009;265;37
1258;15;2034;38746;38746;0;0;0;2438;2113;286;39
1259;15;2035;39398;39398;0;0;0;2525;2192;294;39
1260;15;2036;39847;39847;0;0;0;2623;2292;293;38
1261;15;2037;39207;39207;0;0;0;2599;2276;286;37
1262;15;2038;39286;39286;0;0;0;2622;2301;284;37
1263;15;2039;39596;39596;0;0;0;2668;2345;285;38
1264;15;2040;40161;40161;0;0;0;2736;2410;288;38
1265;15;2041;40981;40981;0;0;0;2814;2484;292;38
1266;15;2042;41946;41946;0;0;0;2917;2582;296;39
1267;15;2043;42982;42982;0;0;0;3012;2671;301;40
1268;15;2044;44221;44221;0;0;0;3114;2767;307;40
1269;15;2045;45644;45644;0;0;0;3223;2869;313;41
1270;15;2046;46986;46986;0;0;0;3330;2968;320;42
