ID;SamenstellingVanHetHuishouden;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;ParticuliereHuishoudens_1
4887;Particulier huishouden;37 jaar;Ongehuwd;2034;74344
4888;Particulier huishouden;37 jaar;Ongehuwd;2035;74784
4889;Particulier huishouden;37 jaar;Ongehuwd;2036;77481
4890;Particulier huishouden;37 jaar;Ongehuwd;2037;78041
4891;Particulier huishouden;37 jaar;Ongehuwd;2038;79473
4892;Particulier huishouden;37 jaar;Ongehuwd;2039;78453
4893;Particulier huishouden;37 jaar;Ongehuwd;2040;77993
4894;Particulier huishouden;37 jaar;Ongehuwd;2041;77739
4895;Particulier huishouden;37 jaar;Ongehuwd;2042;75474
4896;Particulier huishouden;37 jaar;Ongehuwd;2043;73604
4897;Particulier huishouden;37 jaar;Ongehuwd;2044;73037
4898;Particulier huishouden;37 jaar;Ongehuwd;2045;71787
4899;Particulier huishouden;37 jaar;Ongehuwd;2046;73102
4900;Particulier huishouden;37 jaar;Ongehuwd;2047;73029
4901;Particulier huishouden;37 jaar;Ongehuwd;2048;72727
4902;Particulier huishouden;37 jaar;Ongehuwd;2049;71390
4903;Particulier huishouden;37 jaar;Ongehuwd;2050;70104
4904;Particulier huishouden;37 jaar;Ongehuwd;2051;68709
4905;Particulier huishouden;37 jaar;Ongehuwd;2052;69755
4906;Particulier huishouden;37 jaar;Ongehuwd;2053;68396
4907;Particulier huishouden;37 jaar;Ongehuwd;2054;69076
4908;Particulier huishouden;37 jaar;Ongehuwd;2055;67994
4909;Particulier huishouden;37 jaar;Ongehuwd;2056;68072
4910;Particulier huishouden;37 jaar;Ongehuwd;2057;68859
4911;Particulier huishouden;37 jaar;Ongehuwd;2058;69741
4912;Particulier huishouden;37 jaar;Ongehuwd;2059;70934
4913;Particulier huishouden;37 jaar;Ongehuwd;2060;71990
4914;Particulier huishouden;37 jaar;Gehuwd;2019;47254
4915;Particulier huishouden;37 jaar;Gehuwd;2020;46455
4916;Particulier huishouden;37 jaar;Gehuwd;2021;46068
4917;Particulier huishouden;37 jaar;Gehuwd;2022;47330
4918;Particulier huishouden;37 jaar;Gehuwd;2023;47635
4919;Particulier huishouden;37 jaar;Gehuwd;2024;48703
4920;Particulier huishouden;37 jaar;Gehuwd;2025;48701
4921;Particulier huishouden;37 jaar;Gehuwd;2026;47941
4922;Particulier huishouden;37 jaar;Gehuwd;2027;48105
4923;Particulier huishouden;37 jaar;Gehuwd;2028;49064
4924;Particulier huishouden;37 jaar;Gehuwd;2029;48690
4925;Particulier huishouden;37 jaar;Gehuwd;2030;48103
4926;Particulier huishouden;37 jaar;Gehuwd;2031;47734
4927;Particulier huishouden;37 jaar;Gehuwd;2032;47787
4928;Particulier huishouden;37 jaar;Gehuwd;2033;46709
4929;Particulier huishouden;37 jaar;Gehuwd;2034;46829
4930;Particulier huishouden;37 jaar;Gehuwd;2035;46918
4931;Particulier huishouden;37 jaar;Gehuwd;2036;48340
4932;Particulier huishouden;37 jaar;Gehuwd;2037;48619
4933;Particulier huishouden;37 jaar;Gehuwd;2038;49212
4934;Particulier huishouden;37 jaar;Gehuwd;2039;48639
4935;Particulier huishouden;37 jaar;Gehuwd;2040;48357
4936;Particulier huishouden;37 jaar;Gehuwd;2041;48179
4937;Particulier huishouden;37 jaar;Gehuwd;2042;46946
4938;Particulier huishouden;37 jaar;Gehuwd;2043;46025
4939;Particulier huishouden;37 jaar;Gehuwd;2044;45773
4940;Particulier huishouden;37 jaar;Gehuwd;2045;45072
4941;Particulier huishouden;37 jaar;Gehuwd;2046;45853
4942;Particulier huishouden;37 jaar;Gehuwd;2047;45817
4943;Particulier huishouden;37 jaar;Gehuwd;2048;45646
4944;Particulier huishouden;37 jaar;Gehuwd;2049;45087
4945;Particulier huishouden;37 jaar;Gehuwd;2050;44470
4946;Particulier huishouden;37 jaar;Gehuwd;2051;43857
4947;Particulier huishouden;37 jaar;Gehuwd;2052;44399
4948;Particulier huishouden;37 jaar;Gehuwd;2053;43846
4949;Particulier huishouden;37 jaar;Gehuwd;2054;44327
4950;Particulier huishouden;37 jaar;Gehuwd;2055;43878
4951;Particulier huishouden;37 jaar;Gehuwd;2056;44022
4952;Particulier huishouden;37 jaar;Gehuwd;2057;44553
4953;Particulier huishouden;37 jaar;Gehuwd;2058;45132
4954;Particulier huishouden;37 jaar;Gehuwd;2059;45863
4955;Particulier huishouden;37 jaar;Gehuwd;2060;46512
4956;Particulier huishouden;37 jaar;Verweduwd;2019;274
4957;Particulier huishouden;37 jaar;Verweduwd;2020;250
4958;Particulier huishouden;37 jaar;Verweduwd;2021;259
4959;Particulier huishouden;37 jaar;Verweduwd;2022;229
4960;Particulier huishouden;37 jaar;Verweduwd;2023;244
4961;Particulier huishouden;37 jaar;Verweduwd;2024;237
4962;Particulier huishouden;37 jaar;Verweduwd;2025;222
4963;Particulier huishouden;37 jaar;Verweduwd;2026;217
4964;Particulier huishouden;37 jaar;Verweduwd;2027;211
4965;Particulier huishouden;37 jaar;Verweduwd;2028;213
4966;Particulier huishouden;37 jaar;Verweduwd;2029;211
4967;Particulier huishouden;37 jaar;Verweduwd;2030;207
4968;Particulier huishouden;37 jaar;Verweduwd;2031;203
4969;Particulier huishouden;37 jaar;Verweduwd;2032;203
4970;Particulier huishouden;37 jaar;Verweduwd;2033;200
4971;Particulier huishouden;37 jaar;Verweduwd;2034;204
4972;Particulier huishouden;37 jaar;Verweduwd;2035;208
4973;Particulier huishouden;37 jaar;Verweduwd;2036;214
4974;Particulier huishouden;37 jaar;Verweduwd;2037;212
4975;Particulier huishouden;37 jaar;Verweduwd;2038;216
4976;Particulier huishouden;37 jaar;Verweduwd;2039;211
4977;Particulier huishouden;37 jaar;Verweduwd;2040;207
4978;Particulier huishouden;37 jaar;Verweduwd;2041;203
4979;Particulier huishouden;37 jaar;Verweduwd;2042;198
4980;Particulier huishouden;37 jaar;Verweduwd;2043;189
4981;Particulier huishouden;37 jaar;Verweduwd;2044;185
4982;Particulier huishouden;37 jaar;Verweduwd;2045;182
4983;Particulier huishouden;37 jaar;Verweduwd;2046;183
4984;Particulier huishouden;37 jaar;Verweduwd;2047;181
4985;Particulier huishouden;37 jaar;Verweduwd;2048;178
4986;Particulier huishouden;37 jaar;Verweduwd;2049;174
4987;Particulier huishouden;37 jaar;Verweduwd;2050;169
4988;Particulier huishouden;37 jaar;Verweduwd;2051;163
4989;Particulier huishouden;37 jaar;Verweduwd;2052;167
4990;Particulier huishouden;37 jaar;Verweduwd;2053;161
4991;Particulier huishouden;37 jaar;Verweduwd;2054;161
4992;Particulier huishouden;37 jaar;Verweduwd;2055;156
4993;Particulier huishouden;37 jaar;Verweduwd;2056;157
4994;Particulier huishouden;37 jaar;Verweduwd;2057;157
4995;Particulier huishouden;37 jaar;Verweduwd;2058;156
4996;Particulier huishouden;37 jaar;Verweduwd;2059;157
4997;Particulier huishouden;37 jaar;Verweduwd;2060;157
4998;Particulier huishouden;37 jaar;Gescheiden;2019;10007
4999;Particulier huishouden;37 jaar;Gescheiden;2020;10102
5000;Particulier huishouden;37 jaar;Gescheiden;2021;10078
5001;Particulier huishouden;37 jaar;Gescheiden;2022;10244
5002;Particulier huishouden;37 jaar;Gescheiden;2023;10320
5003;Particulier huishouden;37 jaar;Gescheiden;2024;10428
5004;Particulier huishouden;37 jaar;Gescheiden;2025;10369
5005;Particulier huishouden;37 jaar;Gescheiden;2026;10123
5006;Particulier huishouden;37 jaar;Gescheiden;2027;10066
5007;Particulier huishouden;37 jaar;Gescheiden;2028;10170
5008;Particulier huishouden;37 jaar;Gescheiden;2029;10023
5009;Particulier huishouden;37 jaar;Gescheiden;2030;9788
5010;Particulier huishouden;37 jaar;Gescheiden;2031;9642
5011;Particulier huishouden;37 jaar;Gescheiden;2032;9623
5012;Particulier huishouden;37 jaar;Gescheiden;2033;9267
5013;Particulier huishouden;37 jaar;Gescheiden;2034;9278
5014;Particulier huishouden;37 jaar;Gescheiden;2035;9378
5015;Particulier huishouden;37 jaar;Gescheiden;2036;9770
5016;Particulier huishouden;37 jaar;Gescheiden;2037;9856
5017;Particulier huishouden;37 jaar;Gescheiden;2038;10084
5018;Particulier huishouden;37 jaar;Gescheiden;2039;9952
5019;Particulier huishouden;37 jaar;Gescheiden;2040;9903
5020;Particulier huishouden;37 jaar;Gescheiden;2041;9887
5021;Particulier huishouden;37 jaar;Gescheiden;2042;9592
5022;Particulier huishouden;37 jaar;Gescheiden;2043;9338
5023;Particulier huishouden;37 jaar;Gescheiden;2044;9270
5024;Particulier huishouden;37 jaar;Gescheiden;2045;9116
5025;Particulier huishouden;37 jaar;Gescheiden;2046;9305
5026;Particulier huishouden;37 jaar;Gescheiden;2047;9313
5027;Particulier huishouden;37 jaar;Gescheiden;2048;9300
5028;Particulier huishouden;37 jaar;Gescheiden;2049;9120
5029;Particulier huishouden;37 jaar;Gescheiden;2050;8961
5030;Particulier huishouden;37 jaar;Gescheiden;2051;8775
5031;Particulier huishouden;37 jaar;Gescheiden;2052;8954
5032;Particulier huishouden;37 jaar;Gescheiden;2053;8768
5033;Particulier huishouden;37 jaar;Gescheiden;2054;8876
5034;Particulier huishouden;37 jaar;Gescheiden;2055;8728
5035;Particulier huishouden;37 jaar;Gescheiden;2056;8746
5036;Particulier huishouden;37 jaar;Gescheiden;2057;8859
5037;Particulier huishouden;37 jaar;Gescheiden;2058;8984
5038;Particulier huishouden;37 jaar;Gescheiden;2059;9150
5039;Particulier huishouden;37 jaar;Gescheiden;2060;9295
5040;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2019;122016
5041;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2020;120758
5042;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2021;119351
5043;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2022;119596
5044;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2023;122817
5045;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2024;124913
5046;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2025;127643
5047;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2026;129180
5048;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2027;128785
5049;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2028;130174
5050;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2029;135088
5051;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2030;134877
5052;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2031;134020
5053;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2032;133205
5054;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2033;133761
5055;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2034;130843
5056;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2035;131070
5057;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2036;131717
5058;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2037;136237
5059;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2038;137168
5060;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2039;139434
5061;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2040;137703
5062;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2041;136905
5063;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2042;136456
5064;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2043;132644
5065;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2044;129580
5066;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2045;128687
5067;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2046;126575
5068;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2047;128858
5069;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2048;128759
5070;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2049;128267
5071;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2050;126177
5072;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2051;124100
5073;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2052;121889
5074;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2053;123663
5075;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2054;121551
5076;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2055;122817
5077;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2056;121130
5078;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2057;121376
5079;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2058;122804
5080;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2059;124386
5081;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2060;126482
5082;Particulier huishouden;38 jaar;Ongehuwd;2019;60803
5083;Particulier huishouden;38 jaar;Ongehuwd;2020;60866
5084;Particulier huishouden;38 jaar;Ongehuwd;2021;60298
5085;Particulier huishouden;38 jaar;Ongehuwd;2022;60989
5086;Particulier huishouden;38 jaar;Ongehuwd;2023;62756
5087;Particulier huishouden;38 jaar;Ongehuwd;2024;64418
5088;Particulier huishouden;38 jaar;Ongehuwd;2025;65943
5089;Particulier huishouden;38 jaar;Ongehuwd;2026;67529
5090;Particulier huishouden;38 jaar;Ongehuwd;2027;68165
5091;Particulier huishouden;38 jaar;Ongehuwd;2028;69437
5092;Particulier huishouden;38 jaar;Ongehuwd;2029;73216
5093;Particulier huishouden;38 jaar;Ongehuwd;2030;73536
5094;Particulier huishouden;38 jaar;Ongehuwd;2031;73532
5095;Particulier huishouden;38 jaar;Ongehuwd;2032;73254
5096;Particulier huishouden;38 jaar;Ongehuwd;2033;73769
5097;Particulier huishouden;38 jaar;Ongehuwd;2034;72333
5098;Particulier huishouden;38 jaar;Ongehuwd;2035;72421
5099;Particulier huishouden;38 jaar;Ongehuwd;2036;72857
5100;Particulier huishouden;38 jaar;Ongehuwd;2037;75490
5101;Particulier huishouden;38 jaar;Ongehuwd;2038;76041
5102;Particulier huishouden;38 jaar;Ongehuwd;2039;77443
5103;Particulier huishouden;38 jaar;Ongehuwd;2040;76451
5104;Particulier huishouden;38 jaar;Ongehuwd;2041;76003
5105;Particulier huishouden;38 jaar;Ongehuwd;2042;75755
5106;Particulier huishouden;38 jaar;Ongehuwd;2043;73542
5107;Particulier huishouden;38 jaar;Ongehuwd;2044;71711
5108;Particulier huishouden;38 jaar;Ongehuwd;2045;71157
5109;Particulier huishouden;38 jaar;Ongehuwd;2046;69934
5110;Particulier huishouden;38 jaar;Ongehuwd;2047;71212
5111;Particulier huishouden;38 jaar;Ongehuwd;2048;71137
5112;Particulier huishouden;38 jaar;Ongehuwd;2049;70840
5113;Particulier huishouden;38 jaar;Ongehuwd;2050;69529
5114;Particulier huishouden;38 jaar;Ongehuwd;2051;68266
5115;Particulier huishouden;38 jaar;Ongehuwd;2052;66901
5116;Particulier huishouden;38 jaar;Ongehuwd;2053;67920
5117;Particulier huishouden;38 jaar;Ongehuwd;2054;66591
5118;Particulier huishouden;38 jaar;Ongehuwd;2055;67250
5119;Particulier huishouden;38 jaar;Ongehuwd;2056;66193
5120;Particulier huishouden;38 jaar;Ongehuwd;2057;66271
5121;Particulier huishouden;38 jaar;Ongehuwd;2058;67035
5122;Particulier huishouden;38 jaar;Ongehuwd;2059;67892
5123;Particulier huishouden;38 jaar;Ongehuwd;2060;69056
5124;Particulier huishouden;38 jaar;Gehuwd;2019;49483
5125;Particulier huishouden;38 jaar;Gehuwd;2020;48428
5126;Particulier huishouden;38 jaar;Gehuwd;2021;47591
5127;Particulier huishouden;38 jaar;Gehuwd;2022;47184
5128;Particulier huishouden;38 jaar;Gehuwd;2023;48479
5129;Particulier huishouden;38 jaar;Gehuwd;2024;48814
5130;Particulier huishouden;38 jaar;Gehuwd;2025;49887
5131;Particulier huishouden;38 jaar;Gehuwd;2026;49914
5132;Particulier huishouden;38 jaar;Gehuwd;2027;49149
5133;Particulier huishouden;38 jaar;Gehuwd;2028;49324
5134;Particulier huishouden;38 jaar;Gehuwd;2029;50313
5135;Particulier huishouden;38 jaar;Gehuwd;2030;49942
5136;Particulier huishouden;38 jaar;Gehuwd;2031;49353
5137;Particulier huishouden;38 jaar;Gehuwd;2032;48979
5138;Particulier huishouden;38 jaar;Gehuwd;2033;49038
5139;Particulier huishouden;38 jaar;Gehuwd;2034;47960
5140;Particulier huishouden;38 jaar;Gehuwd;2035;48088
5141;Particulier huishouden;38 jaar;Gehuwd;2036;48184
5142;Particulier huishouden;38 jaar;Gehuwd;2037;49629
5143;Particulier huishouden;38 jaar;Gehuwd;2038;49916
5144;Particulier huishouden;38 jaar;Gehuwd;2039;50519
5145;Particulier huishouden;38 jaar;Gehuwd;2040;49937
5146;Particulier huishouden;38 jaar;Gehuwd;2041;49648
5147;Particulier huishouden;38 jaar;Gehuwd;2042;49468
5148;Particulier huishouden;38 jaar;Gehuwd;2043;48209
5149;Particulier huishouden;38 jaar;Gehuwd;2044;47272
5150;Particulier huishouden;38 jaar;Gehuwd;2045;47015
5151;Particulier huishouden;38 jaar;Gehuwd;2046;46304
5152;Particulier huishouden;38 jaar;Gehuwd;2047;47095
5153;Particulier huishouden;38 jaar;Gehuwd;2048;47059
5154;Particulier huishouden;38 jaar;Gehuwd;2049;46882
5155;Particulier huishouden;38 jaar;Gehuwd;2050;46310
5156;Particulier huishouden;38 jaar;Gehuwd;2051;45679
5157;Particulier huishouden;38 jaar;Gehuwd;2052;45048
5158;Particulier huishouden;38 jaar;Gehuwd;2053;45599
5159;Particulier huishouden;38 jaar;Gehuwd;2054;45032
5160;Particulier huishouden;38 jaar;Gehuwd;2055;45521
5161;Particulier huishouden;38 jaar;Gehuwd;2056;45061
5162;Particulier huishouden;38 jaar;Gehuwd;2057;45211
5163;Particulier huishouden;38 jaar;Gehuwd;2058;45752
5164;Particulier huishouden;38 jaar;Gehuwd;2059;46339
5165;Particulier huishouden;38 jaar;Gehuwd;2060;47083
5166;Particulier huishouden;38 jaar;Verweduwd;2019;322
5167;Particulier huishouden;38 jaar;Verweduwd;2020;308
5168;Particulier huishouden;38 jaar;Verweduwd;2021;281
5169;Particulier huishouden;38 jaar;Verweduwd;2022;289
5170;Particulier huishouden;38 jaar;Verweduwd;2023;261
5171;Particulier huishouden;38 jaar;Verweduwd;2024;276
5172;Particulier huishouden;38 jaar;Verweduwd;2025;267
5173;Particulier huishouden;38 jaar;Verweduwd;2026;254
5174;Particulier huishouden;38 jaar;Verweduwd;2027;248
5175;Particulier huishouden;38 jaar;Verweduwd;2028;243
5176;Particulier huishouden;38 jaar;Verweduwd;2029;245
5177;Particulier huishouden;38 jaar;Verweduwd;2030;239
5178;Particulier huishouden;38 jaar;Verweduwd;2031;235
5179;Particulier huishouden;38 jaar;Verweduwd;2032;230
5180;Particulier huishouden;38 jaar;Verweduwd;2033;231
5181;Particulier huishouden;38 jaar;Verweduwd;2034;225
5182;Particulier huishouden;38 jaar;Verweduwd;2035;229
5183;Particulier huishouden;38 jaar;Verweduwd;2036;233
5184;Particulier huishouden;38 jaar;Verweduwd;2037;239
5185;Particulier huishouden;38 jaar;Verweduwd;2038;236
5186;Particulier huishouden;38 jaar;Verweduwd;2039;241
5187;Particulier huishouden;38 jaar;Verweduwd;2040;234
5188;Particulier huishouden;38 jaar;Verweduwd;2041;230
5189;Particulier huishouden;38 jaar;Verweduwd;2042;227
5190;Particulier huishouden;38 jaar;Verweduwd;2043;219
5191;Particulier huishouden;38 jaar;Verweduwd;2044;210
5192;Particulier huishouden;38 jaar;Verweduwd;2045;206
5193;Particulier huishouden;38 jaar;Verweduwd;2046;202
5194;Particulier huishouden;38 jaar;Verweduwd;2047;202
5195;Particulier huishouden;38 jaar;Verweduwd;2048;201
5196;Particulier huishouden;38 jaar;Verweduwd;2049;200
5197;Particulier huishouden;38 jaar;Verweduwd;2050;192
5198;Particulier huishouden;38 jaar;Verweduwd;2051;188
5199;Particulier huishouden;38 jaar;Verweduwd;2052;183
5200;Particulier huishouden;38 jaar;Verweduwd;2053;185
5201;Particulier huishouden;38 jaar;Verweduwd;2054;179
5202;Particulier huishouden;38 jaar;Verweduwd;2055;179
5203;Particulier huishouden;38 jaar;Verweduwd;2056;173
5204;Particulier huishouden;38 jaar;Verweduwd;2057;173
5205;Particulier huishouden;38 jaar;Verweduwd;2058;171
5206;Particulier huishouden;38 jaar;Verweduwd;2059;172
5207;Particulier huishouden;38 jaar;Verweduwd;2060;173
5208;Particulier huishouden;38 jaar;Gescheiden;2019;11408
5209;Particulier huishouden;38 jaar;Gescheiden;2020;11156
5210;Particulier huishouden;38 jaar;Gescheiden;2021;11181
5211;Particulier huishouden;38 jaar;Gescheiden;2022;11134
5212;Particulier huishouden;38 jaar;Gescheiden;2023;11321
5213;Particulier huishouden;38 jaar;Gescheiden;2024;11405
5214;Particulier huishouden;38 jaar;Gescheiden;2025;11546
5215;Particulier huishouden;38 jaar;Gescheiden;2026;11483
5216;Particulier huishouden;38 jaar;Gescheiden;2027;11223
5217;Particulier huishouden;38 jaar;Gescheiden;2028;11170
5218;Particulier huishouden;38 jaar;Gescheiden;2029;11314
5219;Particulier huishouden;38 jaar;Gescheiden;2030;11160
5220;Particulier huishouden;38 jaar;Gescheiden;2031;10900
5221;Particulier huishouden;38 jaar;Gescheiden;2032;10742
5222;Particulier huishouden;38 jaar;Gescheiden;2033;10723
5223;Particulier huishouden;38 jaar;Gescheiden;2034;10325
5224;Particulier huishouden;38 jaar;Gescheiden;2035;10332
5225;Particulier huishouden;38 jaar;Gescheiden;2036;10443
5226;Particulier huishouden;38 jaar;Gescheiden;2037;10879
5227;Particulier huishouden;38 jaar;Gescheiden;2038;10975
5228;Particulier huishouden;38 jaar;Gescheiden;2039;11231
5229;Particulier huishouden;38 jaar;Gescheiden;2040;11081
5230;Particulier huishouden;38 jaar;Gescheiden;2041;11024
5231;Particulier huishouden;38 jaar;Gescheiden;2042;11006
5232;Particulier huishouden;38 jaar;Gescheiden;2043;10674
5233;Particulier huishouden;38 jaar;Gescheiden;2044;10387
5234;Particulier huishouden;38 jaar;Gescheiden;2045;10309
5235;Particulier huishouden;38 jaar;Gescheiden;2046;10135
5236;Particulier huishouden;38 jaar;Gescheiden;2047;10349
5237;Particulier huishouden;38 jaar;Gescheiden;2048;10362
5238;Particulier huishouden;38 jaar;Gescheiden;2049;10345
5239;Particulier huishouden;38 jaar;Gescheiden;2050;10146
5240;Particulier huishouden;38 jaar;Gescheiden;2051;9967
5241;Particulier huishouden;38 jaar;Gescheiden;2052;9757
5242;Particulier huishouden;38 jaar;Gescheiden;2053;9959
5243;Particulier huishouden;38 jaar;Gescheiden;2054;9749
5244;Particulier huishouden;38 jaar;Gescheiden;2055;9867
5245;Particulier huishouden;38 jaar;Gescheiden;2056;9703
5246;Particulier huishouden;38 jaar;Gescheiden;2057;9721
5247;Particulier huishouden;38 jaar;Gescheiden;2058;9846
5248;Particulier huishouden;38 jaar;Gescheiden;2059;9983
5249;Particulier huishouden;38 jaar;Gescheiden;2060;10170
5250;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2019;118527
5251;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2020;123074
5252;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2021;121647
5253;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2022;120024
5254;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2023;120157
5255;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2024;123333
5256;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2025;125385
5257;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2026;128119
5258;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2027;129656
5259;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2028;129224
5260;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2029;130598
5261;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2030;135506
5262;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2031;135299
5263;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2032;134435
5264;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2033;133627
5265;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2034;134182
5266;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2035;131273
5267;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2036;131509
5268;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2037;132163
5269;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2038;136684
5270;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2039;137625
5271;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2040;139895
5272;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2041;138167
5273;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2042;137368
5274;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2043;136915
5275;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2044;133094
5276;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2045;130020
5277;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2046;129122
5278;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2047;127003
5279;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2048;129293
5280;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2049;129191
5281;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2050;128694
5282;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2051;126596
5283;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2052;124505
5284;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2053;122289
5285;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2054;124063
5286;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2055;121947
5287;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2056;123211
5288;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2057;121519
5289;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2058;121767
5290;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2059;123198
5291;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2060;124778
5292;Particulier huishouden;39 jaar;Ongehuwd;2019;56319
5293;Particulier huishouden;39 jaar;Ongehuwd;2020;59671
5294;Particulier huishouden;39 jaar;Ongehuwd;2021;59626
5295;Particulier huishouden;39 jaar;Ongehuwd;2022;58954
5296;Particulier huishouden;39 jaar;Ongehuwd;2023;59544
5297;Particulier huishouden;39 jaar;Ongehuwd;2024;61219
5298;Particulier huishouden;39 jaar;Ongehuwd;2025;62806
5299;Particulier huishouden;39 jaar;Ongehuwd;2026;64284
5300;Particulier huishouden;39 jaar;Ongehuwd;2027;65846
5301;Particulier huishouden;39 jaar;Ongehuwd;2028;66469
5302;Particulier huishouden;39 jaar;Ongehuwd;2029;67705
5303;Particulier huishouden;39 jaar;Ongehuwd;2030;71410
5304;Particulier huishouden;39 jaar;Ongehuwd;2031;71737
5305;Particulier huishouden;39 jaar;Ongehuwd;2032;71744
5306;Particulier huishouden;39 jaar;Ongehuwd;2033;71486
5307;Particulier huishouden;39 jaar;Ongehuwd;2034;71990
5308;Particulier huishouden;39 jaar;Ongehuwd;2035;70600
5309;Particulier huishouden;39 jaar;Ongehuwd;2036;70687
5310;Particulier huishouden;39 jaar;Ongehuwd;2037;71122
5311;Particulier huishouden;39 jaar;Ongehuwd;2038;73689
5312;Particulier huishouden;39 jaar;Ongehuwd;2039;74234
5313;Particulier huishouden;39 jaar;Ongehuwd;2040;75608
5314;Particulier huishouden;39 jaar;Ongehuwd;2041;74639
5315;Particulier huishouden;39 jaar;Ongehuwd;2042;74200
5316;Particulier huishouden;39 jaar;Ongehuwd;2043;73957
5317;Particulier huishouden;39 jaar;Ongehuwd;2044;71794
5318;Particulier huishouden;39 jaar;Ongehuwd;2045;69999
