ID;Gewassen;RegioS;Perioden;BeteeldeOppervlakte_1;GeoogsteOppervlakte_2;BrutoOpbrengstPerHa_3;TotaleBrutoOpbrengst_4
49;Tarwe (totaal);Noord Nederland (LD);2012;46382.0;46382.0;8.6;399786.0
50;Tarwe (totaal);Noord Nederland (LD);2013;46884.0;46884.0;8.5;398373.0
51;Tarwe (totaal);Noord Nederland (LD);2014;44767.0;44767.0;9.2;411081.0
52;Tarwe (totaal);Noord Nederland (LD);2015;45347.0;45347.0;8.8;398730.0
53;Tarwe (totaal);Noord Nederland (LD);2016;39640.0;39477.0;8.1;319998.0
54;Tarwe (totaal);Noord Nederland (LD);2017;37528.0;37368.0;9.1;338220.0
55;Tarwe (totaal);Noord Nederland (LD);2018;34763.0;34658.0;8.7;300139.0
56;Tarwe (totaal);Noord Nederland (LD);2019;39216.0;39130.0;9.1;354680.0
57;Tarwe (totaal);Noord Nederland (LD);2020;32424.0;32329.0;8.6;277832.0
58;Tarwe (totaal);Noord Nederland (LD);2021;35646.0;35630.0;8.1;286991.0
59;Tarwe (totaal);Noord Nederland (LD);2022;36498.0;36417.0;9.3;338945.0
60;Tarwe (totaal);Noord Nederland (LD);2023;36496.0;36334.0;8.4;304969.0
61;Tarwe (totaal);Noord Nederland (LD);2024;26471.0;26184.0;7.2;189435.0
62;Tarwe (totaal);Oost Nederland (LD);1994;18425.0;18425.0;8.3;153300.0
63;Tarwe (totaal);Oost Nederland (LD);1995;20538.0;20537.0;8.6;177592.0
64;Tarwe (totaal);Oost Nederland (LD);1996;21341.0;21341.0;9.0;191120.0
65;Tarwe (totaal);Oost Nederland (LD);1997;20016.0;20016.0;7.8;155273.0
66;Tarwe (totaal);Oost Nederland (LD);1998;20888.0;20867.0;7.2;149432.0
67;Tarwe (totaal);Oost Nederland (LD);1999;16238.0;16180.0;8.9;143220.0
68;Tarwe (totaal);Oost Nederland (LD);2000;21112.0;20876.0;8.7;180882.0
69;Tarwe (totaal);Oost Nederland (LD);2001;20170.0;19870.0;8.0;159577.0
70;Tarwe (totaal);Oost Nederland (LD);2002;22623.0;22253.0;6.9;153779.0
71;Tarwe (totaal);Oost Nederland (LD);2003;21280.0;20954.0;9.1;189824.0
72;Tarwe (totaal);Oost Nederland (LD);2004;23713.0;23511.0;8.7;204595.0
73;Tarwe (totaal);Oost Nederland (LD);2005;23269.0;23025.0;8.6;197531.0
74;Tarwe (totaal);Oost Nederland (LD);2006;23241.0;23040.0;8.7;199814.0
75;Tarwe (totaal);Oost Nederland (LD);2007;23854.0;23848.0;7.6;180145.0
76;Tarwe (totaal);Oost Nederland (LD);2008;25945.0;25945.0;8.9;229963.0
77;Tarwe (totaal);Oost Nederland (LD);2009;26077.0;26065.0;9.3;243170.0
78;Tarwe (totaal);Oost Nederland (LD);2010;25986.0;25986.0;9.0;234789.0
79;Tarwe (totaal);Oost Nederland (LD);2011;25805.0;25641.0;8.2;209498.0
80;Tarwe (totaal);Oost Nederland (LD);2012;24691.0;24691.0;9.1;223692.0
81;Tarwe (totaal);Oost Nederland (LD);2013;25295.0;25295.0;9.3;234993.0
82;Tarwe (totaal);Oost Nederland (LD);2014;22609.0;22609.0;9.0;204565.0
83;Tarwe (totaal);Oost Nederland (LD);2015;21779.0;21779.0;9.0;196514.0
84;Tarwe (totaal);Oost Nederland (LD);2016;19728.0;19512.0;8.1;158706.0
85;Tarwe (totaal);Oost Nederland (LD);2017;18450.0;18365.0;9.4;172125.0
86;Tarwe (totaal);Oost Nederland (LD);2018;18116.0;18077.0;9.1;163709.0
87;Tarwe (totaal);Oost Nederland (LD);2019;19306.0;19084.0;9.7;185859.0
88;Tarwe (totaal);Oost Nederland (LD);2020;18148.0;18000.0;9.0;161513.0
89;Tarwe (totaal);Oost Nederland (LD);2021;18764.0;18601.0;8.3;154434.0
90;Tarwe (totaal);Oost Nederland (LD);2022;20513.0;20399.0;9.5;194016.0
91;Tarwe (totaal);Oost Nederland (LD);2023;21858.0;21769.0;8.3;180107.0
92;Tarwe (totaal);Oost Nederland (LD);2024;16809.0;16675.0;7.1;118795.0
93;Tarwe (totaal);West Nederland (LD);1994;52985.0;52978.0;8.7;459481.0
94;Tarwe (totaal);West Nederland (LD);1995;56570.0;56564.0;9.3;527044.0
95;Tarwe (totaal);West Nederland (LD);1996;58799.0;58787.0;9.7;571127.0
96;Tarwe (totaal);West Nederland (LD);1997;56980.0;56964.0;7.9;448929.0
97;Tarwe (totaal);West Nederland (LD);1998;54893.0;54861.0;8.6;474391.0
98;Tarwe (totaal);West Nederland (LD);1999;42921.0;42866.0;8.7;374551.0
99;Tarwe (totaal);West Nederland (LD);2000;51337.0;51103.0;8.9;456188.0
100;Tarwe (totaal);West Nederland (LD);2001;46166.0;45895.0;8.1;373177.0
101;Tarwe (totaal);West Nederland (LD);2002;54489.0;54417.0;8.5;462966.0
102;Tarwe (totaal);West Nederland (LD);2003;49297.0;48928.0;9.3;455094.0
103;Tarwe (totaal);West Nederland (LD);2004;51695.0;51321.0;9.8;501760.0
104;Tarwe (totaal);West Nederland (LD);2005;52597.0;52220.0;9.3;484051.0
105;Tarwe (totaal);West Nederland (LD);2006;52919.0;52583.0;9.0;472345.0
106;Tarwe (totaal);West Nederland (LD);2007;52836.0;52795.0;7.4;388264.0
107;Tarwe (totaal);West Nederland (LD);2008;60494.0;60494.0;9.1;548143.0
108;Tarwe (totaal);West Nederland (LD);2009;57450.0;57447.0;9.7;558514.0
109;Tarwe (totaal);West Nederland (LD);2010;57635.0;57618.0;9.2;529272.0
110;Tarwe (totaal);West Nederland (LD);2011;58400.0;58341.0;8.0;464919.0
111;Tarwe (totaal);West Nederland (LD);2012;59426.0;59426.0;8.6;509795.0
112;Tarwe (totaal);West Nederland (LD);2013;59293.0;59293.0;8.9;529608.0
113;Tarwe (totaal);West Nederland (LD);2014;56011.0;56011.0;9.4;528880.0
114;Tarwe (totaal);West Nederland (LD);2015;56431.0;56431.0;9.6;541410.0
115;Tarwe (totaal);West Nederland (LD);2016;50997.0;50892.0;8.2;417619.0
116;Tarwe (totaal);West Nederland (LD);2017;45039.0;44893.0;9.3;419623.0
117;Tarwe (totaal);West Nederland (LD);2018;44420.0;44304.0;9.1;403153.0
118;Tarwe (totaal);West Nederland (LD);2019;45914.0;45858.0;10.2;468657.0
119;Tarwe (totaal);West Nederland (LD);2020;43094.0;42746.0;9.0;385938.0
120;Tarwe (totaal);West Nederland (LD);2021;47439.0;47089.0;8.6;403168.0
121;Tarwe (totaal);West Nederland (LD);2022;49002.0;48805.0;10.2;495653.0
122;Tarwe (totaal);West Nederland (LD);2023;50429.0;50253.0;8.8;440702.0
123;Tarwe (totaal);West Nederland (LD);2024;40090.0;39795.0;7.1;282691.0
124;Tarwe (totaal);Zuid Nederland (LD);1994;16996.0;16996.0;8.4;142772.0
125;Tarwe (totaal);Zuid Nederland (LD);1995;19918.0;19918.0;8.4;166703.0
126;Tarwe (totaal);Zuid Nederland (LD);1996;20157.0;20157.0;9.0;180411.0
127;Tarwe (totaal);Zuid Nederland (LD);1997;19779.0;19779.0;7.3;144315.0
128;Tarwe (totaal);Zuid Nederland (LD);1998;20862.0;20861.0;7.6;159050.0
129;Tarwe (totaal);Zuid Nederland (LD);1999;16071.0;16012.0;8.3;133679.0
130;Tarwe (totaal);Zuid Nederland (LD);2000;23054.0;22992.0;8.1;185973.0
131;Tarwe (totaal);Zuid Nederland (LD);2001;21457.0;21273.0;7.6;162372.0
132;Tarwe (totaal);Zuid Nederland (LD);2002;22365.0;22164.0;8.3;183617.0
133;Tarwe (totaal);Zuid Nederland (LD);2003;20325.0;20116.0;8.5;171498.0
134;Tarwe (totaal);Zuid Nederland (LD);2004;21646.0;21362.0;8.8;187989.0
135;Tarwe (totaal);Zuid Nederland (LD);2005;21354.0;21171.0;8.6;182160.0
136;Tarwe (totaal);Zuid Nederland (LD);2006;21015.0;20838.0;8.5;176407.0
137;Tarwe (totaal);Zuid Nederland (LD);2007;20796.0;20796.0;7.1;146874.0
138;Tarwe (totaal);Zuid Nederland (LD);2008;22576.0;22576.0;8.8;199360.0
139;Tarwe (totaal);Zuid Nederland (LD);2009;21253.0;21191.0;9.2;194292.0
140;Tarwe (totaal);Zuid Nederland (LD);2010;21723.0;21583.0;8.7;186782.0
141;Tarwe (totaal);Zuid Nederland (LD);2011;21321.0;21178.0;7.8;166223.0
142;Tarwe (totaal);Zuid Nederland (LD);2012;21126.0;21126.0;8.7;184229.0
143;Tarwe (totaal);Zuid Nederland (LD);2013;21282.0;21266.0;8.8;188026.0
144;Tarwe (totaal);Zuid Nederland (LD);2014;18823.0;18823.0;9.3;175051.0
145;Tarwe (totaal);Zuid Nederland (LD);2015;18911.0;18911.0;9.5;178909.0
146;Tarwe (totaal);Zuid Nederland (LD);2016;17700.0;17446.0;7.6;132257.0
147;Tarwe (totaal);Zuid Nederland (LD);2017;15412.0;15297.0;8.9;136732.0
148;Tarwe (totaal);Zuid Nederland (LD);2018;14745.0;14622.0;8.9;129597.0
149;Tarwe (totaal);Zuid Nederland (LD);2019;16628.0;16474.0;9.8;162014.0
150;Tarwe (totaal);Zuid Nederland (LD);2020;15963.0;15833.0;8.8;139935.0
151;Tarwe (totaal);Zuid Nederland (LD);2021;17535.0;16820.0;8.2;137460.0
152;Tarwe (totaal);Zuid Nederland (LD);2022;18335.0;18167.0;9.7;176053.0
153;Tarwe (totaal);Zuid Nederland (LD);2023;21271.0;21180.0;8.7;183367.0
154;Tarwe (totaal);Zuid Nederland (LD);2024;13383.0;13198.0;6.4;85078.0
155;Tarwe (totaal);Groningen (PV);1994;25552.0;25552.0;7.3;185973.0
156;Tarwe (totaal);Groningen (PV);1995;30268.0;29548.0;8.3;246163.0
157;Tarwe (totaal);Groningen (PV);1996;33117.0;33117.0;8.4;276700.0
158;Tarwe (totaal);Groningen (PV);1997;33119.0;33119.0;8.1;269685.0
159;Tarwe (totaal);Groningen (PV);1998;34086.0;34033.0;7.1;241511.0
160;Tarwe (totaal);Groningen (PV);1999;21767.0;21396.0;7.8;165937.0
161;Tarwe (totaal);Groningen (PV);2000;31722.0;31674.0;8.2;260345.0
162;Tarwe (totaal);Groningen (PV);2001;29181.0;28732.0;8.6;247402.0
163;Tarwe (totaal);Groningen (PV);2002;27942.0;27730.0;7.6;211528.0
164;Tarwe (totaal);Groningen (PV);2003;29545.0;29396.0;8.6;252477.0
165;Tarwe (totaal);Groningen (PV);2004;30947.0;30732.0;8.7;266495.0
166;Tarwe (totaal);Groningen (PV);2005;29676.0;29470.0;8.4;248985.0
167;Tarwe (totaal);Groningen (PV);2006;32139.0;31869.0;8.3;263049.0
168;Tarwe (totaal);Groningen (PV);2007;31010.0;31010.0;7.4;228300.0
169;Tarwe (totaal);Groningen (PV);2008;33924.0;33924.0;8.9;301541.0
170;Tarwe (totaal);Groningen (PV);2009;33541.0;33541.0;9.4;316739.0
171;Tarwe (totaal);Groningen (PV);2010;34544.0;34411.0;9.0;308768.0
172;Tarwe (totaal);Groningen (PV);2011;32275.0;32253.0;8.0;256903.0
173;Tarwe (totaal);Groningen (PV);2012;33542.0;33542.0;8.8;296676.0
174;Tarwe (totaal);Groningen (PV);2013;33273.0;33273.0;8.6;284777.0
175;Tarwe (totaal);Groningen (PV);2014;32666.0;32666.0;9.5;310551.0
176;Tarwe (totaal);Groningen (PV);2015;33261.0;33261.0;9.0;298486.0
177;Tarwe (totaal);Groningen (PV);2016;29964.0;29845.0;8.2;243256.0
178;Tarwe (totaal);Groningen (PV);2017;28379.0;28220.0;9.1;257782.0
179;Tarwe (totaal);Groningen (PV);2018;26016.0;25964.0;8.8;228281.0
180;Tarwe (totaal);Groningen (PV);2019;29799.0;29730.0;9.2;272483.0
181;Tarwe (totaal);Groningen (PV);2020;24402.0;24331.0;8.8;213435.0
182;Tarwe (totaal);Groningen (PV);2021;27208.0;27194.0;8.1;220821.0
183;Tarwe (totaal);Groningen (PV);2022;27008.0;26924.0;9.6;257301.0
184;Tarwe (totaal);Groningen (PV);2023;27358.0;27229.0;8.5;231962.0
185;Tarwe (totaal);Groningen (PV);2024;19806.0;19568.0;7.3;143746.0
186;Tarwe (totaal);Fryslân (PV);1994;3510.0;3510.0;8.0;27947.0
187;Tarwe (totaal);Fryslân (PV);1995;3912.0;3912.0;8.8;34591.0
188;Tarwe (totaal);Fryslân (PV);1996;4209.0;4209.0;8.8;36938.0
189;Tarwe (totaal);Fryslân (PV);1997;3973.0;3973.0;8.0;31857.0
190;Tarwe (totaal);Fryslân (PV);1998;4206.0;4202.0;7.5;31454.0
191;Tarwe (totaal);Fryslân (PV);1999;2114.0;2095.0;8.3;17320.0
192;Tarwe (totaal);Fryslân (PV);2000;4008.0;4001.0;8.8;35345.0
193;Tarwe (totaal);Fryslân (PV);2001;3115.0;3018.0;8.9;26759.0
194;Tarwe (totaal);Fryslân (PV);2002;3921.0;3858.0;7.6;29267.0
195;Tarwe (totaal);Fryslân (PV);2003;4453.0;4423.0;8.6;38084.0
196;Tarwe (totaal);Fryslân (PV);2004;4836.0;4790.0;8.6;41128.0
197;Tarwe (totaal);Fryslân (PV);2005;4869.0;4825.0;8.4;40748.0
198;Tarwe (totaal);Fryslân (PV);2006;5918.0;5872.0;8.4;49560.0
199;Tarwe (totaal);Fryslân (PV);2007;6545.0;6545.0;7.1;46522.0
200;Tarwe (totaal);Fryslân (PV);2008;8045.0;8045.0;8.1;65437.0
201;Tarwe (totaal);Fryslân (PV);2009;7192.0;7186.0;9.1;65427.0
202;Tarwe (totaal);Fryslân (PV);2010;7867.0;7867.0;9.6;75465.0
203;Tarwe (totaal);Fryslân (PV);2011;7797.0;7702.0;6.9;53405.0
204;Tarwe (totaal);Fryslân (PV);2012;7254.0;7254.0;8.2;59787.0
205;Tarwe (totaal);Fryslân (PV);2013;7570.0;7569.0;8.7;65482.0
206;Tarwe (totaal);Fryslân (PV);2014;6978.0;6978.0;8.7;60882.0
207;Tarwe (totaal);Fryslân (PV);2015;6952.0;6952.0;8.5;58831.0
208;Tarwe (totaal);Fryslân (PV);2016;5595.0;5552.0;8.2;45790.0
209;Tarwe (totaal);Fryslân (PV);2017;5324.0;5324.0;9.5;50362.0
210;Tarwe (totaal);Fryslân (PV);2018;4943.0;4892.0;9.0;44258.0
211;Tarwe (totaal);Fryslân (PV);2019;5490.0;5489.0;9.7;53147.0
212;Tarwe (totaal);Fryslân (PV);2020;4764.0;4740.0;8.5;40475.0
213;Tarwe (totaal);Fryslân (PV);2021;4979.0;4976.0;8.2;40849.0
214;Tarwe (totaal);Fryslân (PV);2022;5386.0;5367.0;8.9;47712.0
215;Tarwe (totaal);Fryslân (PV);2023;5534.0;5510.0;8.9;48799.0
216;Tarwe (totaal);Fryslân (PV);2024;4114.0;4093.0;7.2;29437.0
217;Tarwe (totaal);Drenthe (PV);1994;4118.0;4071.0;5.7;23210.0
218;Tarwe (totaal);Drenthe (PV);1995;4207.0;4207.0;6.8;28467.0
219;Tarwe (totaal);Drenthe (PV);1996;3983.0;3983.0;7.0;27747.0
220;Tarwe (totaal);Drenthe (PV);1997;3643.0;3643.0;6.9;25217.0
221;Tarwe (totaal);Drenthe (PV);1998;4379.0;4329.0;6.3;27282.0
222;Tarwe (totaal);Drenthe (PV);1999;3668.0;3646.0;7.1;25881.0
223;Tarwe (totaal);Drenthe (PV);2000;5454.0;5426.0;6.9;37567.0
224;Tarwe (totaal);Drenthe (PV);2001;4633.0;4617.0;7.2;33196.0
225;Tarwe (totaal);Drenthe (PV);2002;4509.0;4479.0;6.3;28062.0
226;Tarwe (totaal);Drenthe (PV);2003;5044.0;4977.0;7.3;36537.0
227;Tarwe (totaal);Drenthe (PV);2004;5251.0;5188.0;7.0;36461.0
228;Tarwe (totaal);Drenthe (PV);2005;4945.0;4880.0;7.2;35195.0
229;Tarwe (totaal);Drenthe (PV);2006;5892.0;5836.0;6.4;37379.0
230;Tarwe (totaal);Drenthe (PV);2007;6280.0;6280.0;6.4;40429.0
231;Tarwe (totaal);Drenthe (PV);2008;5526.0;5526.0;6.9;37981.0
232;Tarwe (totaal);Drenthe (PV);2009;5468.0;5458.0;7.4;40589.0
233;Tarwe (totaal);Drenthe (PV);2010;6257.0;6257.0;6.9;43101.0
234;Tarwe (totaal);Drenthe (PV);2011;5926.0;5926.0;6.5;38319.0
235;Tarwe (totaal);Drenthe (PV);2012;5585.0;5585.0;7.8;43323.0
236;Tarwe (totaal);Drenthe (PV);2013;6041.0;6041.0;8.0;48113.0
237;Tarwe (totaal);Drenthe (PV);2014;5124.0;5124.0;7.7;39648.0
238;Tarwe (totaal);Drenthe (PV);2015;5134.0;5134.0;8.1;41412.0
239;Tarwe (totaal);Drenthe (PV);2016;4081.0;4080.0;7.6;30952.0
240;Tarwe (totaal);Drenthe (PV);2017;3825.0;3824.0;7.9;30076.0
241;Tarwe (totaal);Drenthe (PV);2018;3803.0;3801.0;7.3;27601.0
242;Tarwe (totaal);Drenthe (PV);2019;3928.0;3912.0;7.4;29050.0
243;Tarwe (totaal);Drenthe (PV);2020;3258.0;3258.0;7.3;23921.0
244;Tarwe (totaal);Drenthe (PV);2021;3459.0;3459.0;7.3;25322.0
245;Tarwe (totaal);Drenthe (PV);2022;4105.0;4126.0;8.2;33931.0
246;Tarwe (totaal);Drenthe (PV);2023;3605.0;3596.0;6.7;24208.0
247;Tarwe (totaal);Drenthe (PV);2024;2551.0;2524.0;6.4;16246.0
248;Tarwe (totaal);Overijssel (PV);1994;526.0;526.0;6.9;3617.0
249;Tarwe (totaal);Overijssel (PV);1995;881.0;881.0;6.9;6094.0
250;Tarwe (totaal);Overijssel (PV);1996;706.0;706.0;7.4;5206.0
251;Tarwe (totaal);Overijssel (PV);1997;737.0;737.0;6.7;4930.0
252;Tarwe (totaal);Overijssel (PV);1998;996.0;987.0;6.4;6336.0
253;Tarwe (totaal);Overijssel (PV);1999;749.0;731.0;6.7;4931.0
254;Tarwe (totaal);Overijssel (PV);2000;1737.0;1629.0;7.2;11697.0
255;Tarwe (totaal);Overijssel (PV);2001;1615.0;1577.0;6.4;10147.0
256;Tarwe (totaal);Overijssel (PV);2002;1995.0;1893.0;6.3;11921.0
257;Tarwe (totaal);Overijssel (PV);2003;1925.0;1901.0;7.4;13973.0
258;Tarwe (totaal);Overijssel (PV);2004;2442.0;2399.0;6.9;16433.0
259;Tarwe (totaal);Overijssel (PV);2005;1958.0;1933.0;7.3;14186.0
260;Tarwe (totaal);Overijssel (PV);2006;1990.0;1963.0;6.9;13592.0
261;Tarwe (totaal);Overijssel (PV);2007;2224.0;2218.0;6.0;13294.0
262;Tarwe (totaal);Overijssel (PV);2008;2611.0;2611.0;7.4;19229.0
263;Tarwe (totaal);Overijssel (PV);2009;2507.0;2495.0;7.3;18138.0
264;Tarwe (totaal);Overijssel (PV);2010;2253.0;2253.0;6.7;15074.0
265;Tarwe (totaal);Overijssel (PV);2011;2064.0;2064.0;6.5;13371.0
266;Tarwe (totaal);Overijssel (PV);2012;1919.0;1919.0;7.0;13454.0
267;Tarwe (totaal);Overijssel (PV);2013;1890.0;1890.0;7.0;13310.0
268;Tarwe (totaal);Overijssel (PV);2014;1588.0;1588.0;7.0;11156.0
269;Tarwe (totaal);Overijssel (PV);2015;1523.0;1523.0;7.1;10755.0
270;Tarwe (totaal);Overijssel (PV);2016;1246.0;1243.0;6.2;7684.0
271;Tarwe (totaal);Overijssel (PV);2017;1233.0;1209.0;6.4;7767.0
272;Tarwe (totaal);Overijssel (PV);2018;1236.0;1234.0;6.7;8266.0
273;Tarwe (totaal);Overijssel (PV);2019;1550.0;1541.0;7.5;11585.0
274;Tarwe (totaal);Overijssel (PV);2020;1486.0;1486.0;6.7;9922.0
275;Tarwe (totaal);Overijssel (PV);2021;1602.0;1525.0;7.0;10740.0
276;Tarwe (totaal);Overijssel (PV);2022;1872.0;1876.0;7.9;14785.0
277;Tarwe (totaal);Overijssel (PV);2023;2118.0;2087.0;6.2;12876.0
278;Tarwe (totaal);Overijssel (PV);2024;1420.0;1401.0;6.1;8596.0
279;Tarwe (totaal);Flevoland (PV);1994;13796.0;13795.0;8.7;119424.0
280;Tarwe (totaal);Flevoland (PV);1995;14547.0;14547.0;9.2;133583.0
281;Tarwe (totaal);Flevoland (PV);1996;14958.0;14958.0;9.4;140335.0
282;Tarwe (totaal);Flevoland (PV);1997;13872.0;13872.0;8.1;111814.0
283;Tarwe (totaal);Flevoland (PV);1998;13292.0;13292.0;7.1;95009.0
284;Tarwe (totaal);Flevoland (PV);1999;10786.0;10786.0;9.2;99058.0
285;Tarwe (totaal);Flevoland (PV);2000;11823.0;11823.0;9.0;106989.0
286;Tarwe (totaal);Flevoland (PV);2001;11489.0;11336.0;8.7;98770.0
287;Tarwe (totaal);Flevoland (PV);2002;12307.0;12250.0;7.0;85435.0
288;Tarwe (totaal);Flevoland (PV);2003;11598.0;11525.0;9.7;112260.0
289;Tarwe (totaal);Flevoland (PV);2004;12902.0;12807.0;9.3;119513.0
290;Tarwe (totaal);Flevoland (PV);2005;13170.0;13046.0;9.0;117128.0
291;Tarwe (totaal);Flevoland (PV);2006;13336.0;13224.0;9.1;120856.0
292;Tarwe (totaal);Flevoland (PV);2007;13557.0;13557.0;8.3;112104.0
293;Tarwe (totaal);Flevoland (PV);2008;14777.0;14777.0;9.2;136336.0
294;Tarwe (totaal);Flevoland (PV);2009;14823.0;14823.0;10.0;148938.0
295;Tarwe (totaal);Flevoland (PV);2010;15439.0;15439.0;9.7;149987.0
296;Tarwe (totaal);Flevoland (PV);2011;16142.0;16142.0;8.9;142945.0
297;Tarwe (totaal);Flevoland (PV);2012;15561.0;15561.0;9.6;148851.0
298;Tarwe (totaal);Flevoland (PV);2013;15689.0;15689.0;9.9;154674.0
299;Tarwe (totaal);Flevoland (PV);2014;14718.0;14718.0;9.5;140247.0
300;Tarwe (totaal);Flevoland (PV);2015;14352.0;14352.0;9.6;137488.0
301;Tarwe (totaal);Flevoland (PV);2016;13185.0;13125.0;8.7;114129.0
302;Tarwe (totaal);Flevoland (PV);2017;12391.0;12340.0;10.0;123491.0
303;Tarwe (totaal);Flevoland (PV);2018;11838.0;11823.0;9.6;113984.0
304;Tarwe (totaal);Flevoland (PV);2019;12180.0;12173.0;10.4;126429.0
305;Tarwe (totaal);Flevoland (PV);2020;11583.0;11545.0;9.5;109816.0
306;Tarwe (totaal);Flevoland (PV);2021;11822.0;11787.0;8.7;102593.0
307;Tarwe (totaal);Flevoland (PV);2022;12299.0;12280.0;10.1;124375.0
308;Tarwe (totaal);Flevoland (PV);2023;12828.0;12815.0;8.9;114428.0
309;Tarwe (totaal);Flevoland (PV);2024;11451.0;11421.0;7.6;86454.0
310;Tarwe (totaal);Gelderland (PV);1994;4104.0;4104.0;7.4;30259.0
311;Tarwe (totaal);Gelderland (PV);1995;5110.0;5109.0;7.4;37916.0
312;Tarwe (totaal);Gelderland (PV);1996;5678.0;5677.0;8.0;45579.0
313;Tarwe (totaal);Gelderland (PV);1997;5407.0;5407.0;7.1;38528.0
314;Tarwe (totaal);Gelderland (PV);1998;6600.0;6588.0;7.3;48088.0
315;Tarwe (totaal);Gelderland (PV);1999;4703.0;4663.0;8.4;39231.0
316;Tarwe (totaal);Gelderland (PV);2000;7553.0;7424.0;8.4;62197.0
317;Tarwe (totaal);Gelderland (PV);2001;7066.0;6957.0;7.3;50660.0
318;Tarwe (totaal);Gelderland (PV);2002;8322.0;8110.0;7.0;56423.0
