ID;Periods;TotalRevenue_1;ReceivedInterest_2;SocialContribution_3;CentralGovernmentContribution_4;OtherRevenue_5;InternalCashFlows_6;TotalExpenditure_7;CompensationOfEmployees_8;BenefitsAndMedicalExpenses_9;Transfers_10;PurchasesOfGoodsAndServices_11;OtherExpenditure_12;InternalCashFlows_13;CashBalance_14
46;2017 November;8.0;0.0;6.5;1.2;0;0.2;10.4;0.1;9.9;0.1;0.0;0;0.2;-2.4
47;2017 December;8.8;0.0;7.3;1.3;0;0.2;11.6;0.2;11.1;0.1;0.0;0;0.2;-2.8
48;2018 January;11.3;0.0;9.2;1.9;0;0.2;8.5;0.1;8.0;0.1;0.1;0;0.2;2.9
49;2018 February;6.6;0.0;4.8;1.5;0;0.2;11.2;0.1;10.5;0.1;0.2;0;0.2;-4.5
50;2018 March;7.8;0.0;6.6;1.0;0;0.2;13.2;0.1;12.7;0.1;0.1;0;0.2;-5.4
51;2018 April;8.1;0.0;7.3;0.6;0;0.2;6.4;0.2;5.8;0.2;0.1;0;0.2;1.7
52;2018 May;8.8;0.0;6.9;1.6;0;0.2;8.0;0.1;7.4;0.2;0.1;0;0.2;0.8
53;2018 June;11.2;0.0;10.7;0.1;0;0.4;9.4;0.1;8.7;0.1;0.1;0;0.4;1.8
54;2018 July;22.0;0.0;7.8;13.9;0;0.2;9.5;0.1;9.0;0.1;0.1;0;0.2;12.4
55;2018 August;9.3;0.0;7.1;2.0;0;0.2;11.5;0.1;11.0;0.1;0.0;0;0.2;-2.2
56;2018 September;11.1;0.0;6.5;4.4;0;0.2;10.4;0.1;9.9;0.1;0.1;0;0.2;0.7
57;2018 October;9.7;0.0;7.1;2.4;0;0.2;9.3;0.1;8.7;0.1;0.1;0;0.2;0.4
58;2018 November;8.7;0.0;7.0;1.4;0;0.2;11.7;0.1;11.2;0.1;0.1;0;0.2;-3.0
59;2018 December;7.7;0.0;6.7;0.7;0;0.2;9.7;0.2;9.2;0.1;0.0;0;0.2;-2.1
60;2019 January;12.9;0.0;8.9;3.8;0;0.2;13.3;0.2;12.8;0.0;0.1;0;0.2;-0.4
61;2019 February;8.6;0.0;5.8;2.5;0;0.2;11.1;0.1;10.4;0.1;0.2;0;0.2;-2.5
62;2019 March;9.5;0.0;6.7;2.5;0;0.2;9.4;0.1;8.9;0.1;0.1;0;0.2;0.1
63;2019 April;10.5;0.0;7.5;2.8;0;0.2;8.6;0.1;8.2;0.2;0.0;0;0.2;1.9
64;2019 May;10.1;0.0;7.3;2.5;0;0.2;8.4;0.2;7.8;0.2;0.0;0;0.2;1.6
65;2019 June;23.1;0.0;11.3;11.4;0;0.4;11.6;0.1;10.9;0.1;0.1;0;0.4;11.5
66;2019 July;11.7;0.0;7.8;3.7;0;0.2;8.3;0.1;7.8;0.1;0.0;0;0.2;3.4
67;2019 August;7.5;0.0;7.0;0.2;0;0.2;10.0;0.1;9.4;0.1;0.0;0;0.2;-2.5
68;2019 September;8.7;0.0;6.8;1.7;0;0.2;12.2;0.1;11.6;0.1;0.1;0;0.2;-3.5
69;2019 October;10.4;0.0;7.7;2.5;0;0.3;9.2;0.1;8.6;0.1;0.1;0;0.3;1.3
70;2019 November;8.6;0.0;6.9;1.5;0;0.2;9.7;0.1;9.2;0.1;0.0;0;0.2;-1.1
71;2019 December;8.5;0.0;5.4;2.9;0;0.2;11.9;0.1;11.3;0.1;0.1;0;0.2;-3.3
72;2020 January;11.3;0.0;8.9;2.2;0;0.2;11.6;0.2;11.0;0.1;0.1;0;0.2;-0.3
73;2020 February;5.8;0.0;4.3;1.3;0;0.2;9.7;0.1;9.2;0.1;0.0;0;0.2;-3.8
74;2020 March;7.4;0.0;5.9;1.3;0;0.2;12.2;0.2;11.5;0.1;0.2;0;0.2;-4.8
75;2020 April;12.2;0.0;5.7;6.2;0;0.2;11.0;0.1;8.6;2.0;0.1;0;0.2;1.2
76;2020 May;11.5;0.0;8.0;3.3;0;0.2;13.6;0.2;10.2;2.9;0.1;0;0.2;-2.0
77;2020 June;13.5;0.0;10.9;2.3;0;0.4;14.1;0.2;10.0;3.5;0.1;0;0.4;-0.6
78;2020 July;32.7;0.0;7.4;25.1;0;0.2;14.4;0.1;12.5;1.5;0.1;0;0.2;18.4
79;2020 August;10.5;0.0;7.9;2.3;0;0.3;10.4;0.1;9.5;0.4;0.0;0;0.3;0.1
80;2020 September;9.5;0.0;6.9;2.4;0;0.2;13.0;0.1;10.2;2.3;0.0;0;0.2;-3.5
81;2020 October;9.6;0.0;6.9;2.4;0;0.2;10.9;0.1;9.7;0.8;0.0;0;0.2;-1.3
82;2020 November;8.7;0.0;6.8;1.7;0;0.2;12.9;0.1;12.0;0.5;0.0;0;0.2;-4.2
83;2020 December;10.3;0.0;4.8;5.3;0;0.2;11.6;0.1;10.2;0.9;0.1;0;0.2;-1.3
84;2021 January;11.5;0.0;8.7;2.6;0;0.2;13.8;0.2;11.6;1.7;0.0;0;0.2;-2.3
85;2021 February;8.4;0.0;5.6;2.7;0;0.2;13.1;0.1;11.8;0.7;0.2;0;0.2;-4.7
86;2021 March;11.1;0.0;6.8;4.0;0;0.2;11.7;0.1;9.8;1.4;0.0;0;0.2;-0.6
87;2021 April;9.4;0.0;6.8;2.3;0;0.3;10.5;0.1;8.7;1.4;0.0;0;0.3;-1.2
88;2021 May;11.6;0.0;8.8;2.6;0;0.2;12.5;0.2;11.4;0.6;0.0;0;0.2;-0.9
89;2021 June;19.3;0.0;14.8;4.1;0;0.4;11.4;0.1;10.2;0.6;0.1;0;0.4;7.9
90;2021 July;30.0;0.0;6.4;23.3;0;0.2;10.9;0.2;9.4;1.1;0.0;0;0.2;19.0
91;2021 August;8.7;0.0;6.3;2.2;0;0.2;12.7;0.1;12.0;0.3;0.0;0;0.2;-3.9
92;2021 September;8.9;0.0;6.4;2.3;0;0.2;12.1;0.1;11.3;0.4;0.0;0;0.2;-3.2
93;2021 October;10.6;0.0;6.5;3.9;0;0.2;11.0;0.1;9.9;0.8;0.0;0;0.2;-0.4
94;2021 November;8.5;0.0;6.5;1.8;0;0.2;12.4;0.1;11.9;0.1;0.0;0;0.2;-3.9
95;2021 December;10.7;0.0;6.2;4.3;0;0.2;11.3;0.2;10.3;0.5;0.0;0;0.2;-0.5
96;2022 January;11.6;0.0;8.6;2.8;0;0.2;9.7;0.1;9.1;0.2;0.1;0;0.2;1.9
97;2022 February;8.1;0.0;6.0;1.9;0;0.2;12.6;0.1;11.7;0.3;0.3;0;0.2;-4.5
98;2022 March;9.7;0.0;7.1;2.4;0;0.2;12.5;0.1;11.8;0.3;0.0;0;0.2;-2.8
99;2022 April;11.3;0.0;7.9;3.1;0;0.2;11.6;0.2;10.5;0.6;0.0;0;0.2;-0.3
100;2022 May;11.7;0.0;9.2;2.3;0;0.2;12.7;0.2;12.0;0.2;0.0;0;0.2;-1.0
101;2022 June;15.9;0.0;13.7;1.9;0;0.4;16.0;0.2;11.0;4.3;0.1;0;0.4;0.0
102;2022 July;29.8;0.0;7.7;21.9;0;0.2;7.4;0.2;6.8;0.2;0.0;0;0.2;22.4
103;2022 August;10.1;0.0;7.8;2.1;0;0.3;12.4;0.2;11.8;0.1;0.1;0;0.3;-2.2
104;2022 September;9.7;0.0;7.2;2.3;0;0.2;11.8;0.2;11.2;0.1;0.1;0;0.2;-2.1
105;2022 October;11.2;0.0;7.8;3.2;0;0.2;10.8;0.2;10.1;0.3;0.1;0;0.2;0.4
106;2022 November;9.5;0.0;7.1;2.1;0;0.2;13.4;0.2;12.9;0.1;0.1;0;0.2;-3.9
107;2022 December;9.0;0.0;6.9;1.9;0;0.2;11.0;0.2;10.4;0.0;0.1;0;0.2;-1.9
108;2023 January;13.6;0.0;10.2;3.1;0;0.2;11.3;0.2;10.7;0.1;0.2;0;0.2;2.2
109;2023 February;8.9;0.0;6.5;2.1;0;0.3;11.6;0.2;10.6;0.2;0.3;0;0.2;-2.7
110;2023 March;9.8;0.0;7.3;2.2;0;0.3;13.0;0.2;12.2;0.2;0.2;0;0.3;-3.2
111;2023 April;11.2;0.0;7.7;3.2;0;0.3;11.4;0.2;10.9;0.0;0.1;0;0.3;-0.3
112;2023 May;11.9;0.0;9.6;2.1;0;0.3;13.8;0.3;13.1;0.1;0.1;0;0.3;-1.9
113;2023 June;35.4;0.0;14.7;20.3;0;0.4;12.6;0.2;11.7;0.0;0.3;0;0.4;22.8
114;2023 July;10.8;0.0;7.5;2.9;0;0.3;12.7;0.2;11.9;0.0;0.3;0;0.3;-1.9
115;2023 August;9.8;0.1;7.3;2.1;0;0.3;13.6;0.2;12.9;0.1;0.2;0;0.3;-3.8
116;2023 September;10.0;0.0;7.4;2.2;0;0.3;13.0;0.2;12.4;0.1;0.2;0;0.3;-3.1
117;2023 October;11.3;0.0;7.6;3.3;0;0.3;12.1;0.2;11.3;0.1;0.2;0;0.3;-0.8
118;2023 November;11.6;0.0;8.0;3.3;0;0.3;13.5;0.2;12.9;0.0;0.2;0;0.3;-1.8
119;2023 December;24.5;0.0;8.2;16.0;0;0.3;12.1;0.3;11.4;0.0;0.1;0;0.3;12.4
120;2024 January;14.5;0.0;10.8;3.4;0;0.3;12.4;0.2;11.7;0.0;0.3;0;0.3;2.1
121;2024 February;9.5;0.0;7.0;2.3;0;0.3;12.8;0.2;11.8;0.0;0.5;0;0.3;-3.3
122;2024 March;10.1;0.0;7.6;2.3;0;0.3;13.4;0.2;12.5;0.1;0.3;0;0.3;-3.3
123;2024 April;12.5;0.0;8.5;3.6;0;0.3;12.5;0.2;11.8;0.0;0.2;0;0.3;0.0
124;2024 May;13.5;0.0;9.7;3.5;0;0.3;14.8;0.3;14.0;0.1;0.1;0;0.3;-1.3
125;2024 June;45.5;0.0;13.4;31.7;0;0.5;13.4;0.2;12.5;0.0;0.3;0;0.5;32.1
