ID;Taxpayers;Periods;TotalEnvironmentalTaxesAndFees_1;TotalEnvironmentalTaxRevenues_2;TotalEnvironmentalTaxesOnProducts_3;WasteTax_4;FuelTax_5;TaxOnElectricityAndGasUse_6;TapWaterAndGroundwaterTaxes_7;TaxOnPackaging_8;FlightTax_9;TotalMobilityTax_10;ExciseDuties_11;TaxOnPassengerCarsAndMotorcycles_12;MotorVehicleTax_13;ManureSurplusTax_14;TotalEnvironmentalFeesRevenues_15;WasteCollectionFee_16;NoiseTaxCivilAviation_17;FeesOnGroundwaterAndRefuseDumps_18;SewerageCharges_19;FeesOnWaterPollution_20
1348;O Public administration and services;2009;413.0;361.0;146.0;26.0;0.0;113.0;7.0;0.0;0.0;215.0;152.0;36.0;27.0;;52.0;7.0;;8.0;18.0;19.0
1349;O Public administration and services;2010;411.0;348.0;144.0;21.0;0.0;116.0;7.0;0.0;;204.0;142.0;34.0;28.0;;63.0;7.0;;6.0;18.0;32.0
1350;O Public administration and services;2011;389.0;325.0;122.0;9.0;0.0;107.0;6.0;0.0;;203.0;140.0;34.0;29.0;;64.0;6.0;;6.0;19.0;33.0
1351;O Public administration and services;2012;346.0;278.0;84.0;-9.0;0.0;91.0;2.0;0.0;;194.0;136.0;27.0;31.0;;68.0;6.0;;6.0;23.0;34.0
1352;P Education;1987;27.0;19.0;0.0;;0.0;;;;;19.0;9.0;4.0;6.0;;8.0;2.0;;0.0;3.0;3.0
1353;P Education;1988;31.0;21.0;0.0;;0.0;;;;;21.0;10.0;4.0;7.0;;10.0;2.0;;0.0;3.0;5.0
1354;P Education;1989;34.0;22.0;0.0;;0.0;;;;;22.0;11.0;4.0;7.0;;12.0;2.0;;0.0;5.0;5.0
1355;P Education;1990;36.0;23.0;0.0;;0.0;;;;;23.0;11.0;4.0;8.0;;12.0;2.0;;0.0;5.0;5.0
1356;P Education;1991;37.0;23.0;0.0;;0.0;;;;;23.0;9.0;5.0;9.0;;14.0;3.0;;0.0;6.0;5.0
1357;P Education;1992;45.0;28.0;0.0;;0.0;;;;;28.0;14.0;5.0;9.0;;17.0;2.0;;0.0;6.0;8.0
1358;P Education;1993;50.0;29.0;0.0;;0.0;;;;;29.0;15.0;5.0;9.0;;21.0;4.0;;0.0;8.0;8.0
1359;P Education;1994;51.0;31.0;0.0;;0.0;;;;;31.0;17.0;6.0;8.0;;20.0;3.0;;0.0;8.0;8.0
1360;P Education;1995;53.0;32.0;2.0;0.0;1.0;;1.0;;;30.0;13.0;7.0;10.0;;21.0;2.0;;0.0;10.0;9.0
1361;P Education;1996;62.0;43.0;8.0;0.0;0.0;7.0;1.0;;;35.0;16.0;8.0;11.0;;19.0;2.0;;0.0;6.0;11.0
1362;P Education;1997;73.0;50.0;19.0;0.0;1.0;18.0;1.0;;;31.0;13.0;9.0;9.0;;23.0;3.0;;0.0;8.0;12.0
1363;P Education;1998;84.0;60.0;20.0;1.0;1.0;18.0;1.0;;;39.0;19.0;10.0;10.0;;24.0;4.0;;0.0;8.0;12.0
1364;P Education;1999;95.0;71.0;33.0;0.0;0.0;32.0;1.0;;;38.0;16.0;12.0;10.0;;24.0;4.0;;0.0;8.0;12.0
1365;P Education;2000;85.0;62.0;22.0;0.0;0.0;21.0;1.0;;;40.0;17.0;13.0;10.0;;24.0;4.0;;0.0;8.0;12.0
1366;P Education;2001;73.0;54.0;21.0;1.0;0.0;19.0;1.0;;;33.0;9.0;14.0;10.0;;19.0;5.0;;0.0;6.0;8.0
1367;P Education;2002;81.0;61.0;24.0;2.0;2.0;18.0;2.0;;;37.0;15.0;12.0;10.0;;20.0;6.0;;0.0;6.0;8.0
1368;P Education;2003;74.0;52.0;13.0;0.0;0.0;12.0;1.0;;;39.0;16.0;13.0;10.0;;22.0;6.0;;0.0;6.0;10.0
1369;P Education;2004;89.0;65.0;22.0;1.0;0.0;19.0;2.0;;;43.0;19.0;14.0;10.0;;24.0;6.0;;0.0;7.0;11.0
1370;P Education;2005;106.0;80.0;38.0;0.0;0.0;37.0;1.0;;;42.0;17.0;15.0;10.0;;26.0;7.0;;0.0;8.0;11.0
1371;P Education;2006;115.0;89.0;46.0;1.0;0.0;43.0;2.0;;;43.0;17.0;16.0;10.0;;26.0;7.0;;0.0;8.0;11.0
1372;P Education;2007;123.0;96.0;49.0;2.0;0.0;45.0;2.0;;;47.0;19.0;18.0;10.0;;27.0;8.0;;0.0;8.0;11.0
1373;P Education;2008;142.0;116.0;70.0;2.0;0.0;66.0;2.0;0.0;0.0;46.0;21.0;15.0;10.0;;26.0;8.0;;0.0;7.0;11.0
1374;P Education;2009;136.0;109.0;67.0;1.0;0.0;64.0;2.0;0.0;0.0;42.0;21.0;10.0;11.0;;27.0;8.0;;0.0;8.0;11.0
1375;P Education;2010;143.0;114.0;71.0;3.0;0.0;65.0;3.0;0.0;;43.0;23.0;9.0;11.0;;29.0;8.0;;0.0;8.0;13.0
1376;P Education;2011;134.0;104.0;60.0;0.0;0.0;57.0;3.0;0.0;;44.0;23.0;9.0;12.0;;30.0;8.0;;0.0;9.0;13.0
1377;P Education;2012;129.0;96.0;53.0;0.0;0.0;52.0;1.0;0.0;;43.0;24.0;7.0;12.0;;33.0;9.0;;0.0;10.0;14.0
1378;Q Health and social work activities;1987;51.0;13.0;0.0;;0.0;;;;;13.0;3.0;7.0;3.0;;38.0;19.0;;0.0;6.0;13.0
1379;Q Health and social work activities;1988;45.0;16.0;0.0;;0.0;;;;;16.0;2.0;7.0;7.0;;30.0;8.0;;0.0;6.0;16.0
1380;Q Health and social work activities;1989;46.0;15.0;0.0;;0.0;;;;;15.0;2.0;7.0;6.0;;31.0;7.0;;0.0;7.0;17.0
1381;Q Health and social work activities;1990;58.0;21.0;0.0;;0.0;;;;;21.0;4.0;8.0;9.0;;37.0;9.0;;0.0;8.0;20.0
1382;Q Health and social work activities;1991;63.0;19.0;0.0;;0.0;;;;;19.0;2.0;8.0;9.0;;43.0;11.0;;0.0;11.0;22.0
1383;Q Health and social work activities;1992;73.0;23.0;1.0;;1.0;;;;;21.0;2.0;10.0;9.0;;50.0;12.0;;0.0;13.0;26.0
1384;Q Health and social work activities;1993;86.0;27.0;0.0;;0.0;;;;;27.0;5.0;10.0;12.0;;59.0;18.0;;0.0;13.0;28.0
1385;Q Health and social work activities;1994;89.0;29.0;0.0;;0.0;;;;;29.0;4.0;11.0;14.0;;60.0;14.0;;0.0;16.0;30.0
1386;Q Health and social work activities;1995;94.0;32.0;5.0;4.0;0.0;;1.0;;;27.0;6.0;13.0;8.0;;61.0;11.0;;0.0;18.0;32.0
1387;Q Health and social work activities;1996;109.0;51.0;22.0;3.0;0.0;17.0;2.0;;;29.0;4.0;15.0;10.0;;58.0;12.0;;0.0;11.0;35.0
1388;Q Health and social work activities;1997;138.0;71.0;39.0;2.0;0.0;34.0;3.0;;;32.0;6.0;17.0;9.0;;67.0;10.0;;0.0;13.0;44.0
1389;Q Health and social work activities;1998;141.0;75.0;39.0;3.0;0.0;33.0;3.0;;;36.0;7.0;19.0;10.0;;65.0;12.0;;0.0;14.0;39.0
1390;Q Health and social work activities;1999;167.0;100.0;63.0;1.0;0.0;59.0;3.0;;;37.0;3.0;23.0;11.0;;67.0;15.0;;0.0;16.0;36.0
1391;Q Health and social work activities;2000;164.0;93.0;50.0;3.0;0.0;42.0;5.0;;;43.0;8.0;24.0;11.0;;71.0;17.0;;0.0;17.0;37.0
1392;Q Health and social work activities;2001;163.0;85.0;41.0;4.0;0.0;32.0;5.0;;;44.0;7.0;26.0;11.0;;78.0;17.0;;0.0;19.0;42.0
1393;Q Health and social work activities;2002;164.0;88.0;46.0;5.0;0.0;35.0;6.0;;;42.0;6.0;22.0;14.0;;76.0;16.0;;0.0;17.0;43.0
1394;Q Health and social work activities;2003;166.0;81.0;37.0;3.0;0.0;27.0;7.0;;;44.0;3.0;26.0;15.0;;85.0;18.0;;0.0;19.0;48.0
1395;Q Health and social work activities;2004;188.0;105.0;49.0;2.0;0.0;40.0;7.0;;;56.0;7.0;29.0;20.0;;83.0;20.0;;0.0;15.0;48.0
1396;Q Health and social work activities;2005;217.0;132.0;75.0;3.0;0.0;66.0;6.0;;;57.0;6.0;30.0;21.0;;85.0;21.0;;0.0;16.0;48.0
1397;Q Health and social work activities;2006;234.0;148.0;89.0;5.0;0.0;78.0;6.0;;;59.0;5.0;34.0;20.0;;86.0;22.0;;0.0;19.0;45.0
1398;Q Health and social work activities;2007;237.0;152.0;86.0;5.0;0.0;74.0;7.0;;;66.0;7.0;37.0;22.0;;85.0;23.0;;0.0;16.0;46.0
1399;Q Health and social work activities;2008;272.0;186.0;122.0;3.0;0.0;109.0;7.0;1.0;2.0;64.0;6.0;32.0;26.0;;86.0;25.0;;0.0;16.0;45.0
1400;Q Health and social work activities;2009;257.0;182.0;128.0;0.0;0.0;114.0;8.0;4.0;2.0;54.0;8.0;20.0;26.0;;75.0;25.0;;0.0;15.0;35.0
1401;Q Health and social work activities;2010;261.0;187.0;136.0;0.0;0.0;126.0;8.0;2.0;;51.0;7.0;19.0;25.0;;74.0;25.0;;0.0;14.0;35.0
1402;Q Health and social work activities;2011;269.0;192.0;139.0;0.0;0.0;130.0;7.0;2.0;;53.0;7.0;19.0;27.0;;77.0;26.0;;0.0;15.0;36.0
1403;Q Health and social work activities;2012;252.0;169.0;119.0;0.0;0.0;113.0;4.0;2.0;;50.0;8.0;15.0;27.0;;83.0;28.0;;0.0;18.0;37.0
1404;R-U Culture, recreation, other services;1987;44.0;30.0;0.0;;0.0;;;;;30.0;19.0;4.0;7.0;;14.0;6.0;;0.0;2.0;6.0
1405;R-U Culture, recreation, other services;1988;40.0;29.0;0.0;;0.0;;;;;29.0;19.0;4.0;6.0;;11.0;2.0;;0.0;2.0;7.0
1406;R-U Culture, recreation, other services;1989;45.0;32.0;3.0;;3.0;;;;;29.0;17.0;4.0;8.0;;13.0;3.0;;0.0;2.0;8.0
1407;R-U Culture, recreation, other services;1990;48.0;33.0;3.0;;3.0;;;;;30.0;15.0;5.0;10.0;;15.0;4.0;;0.0;2.0;9.0
1408;R-U Culture, recreation, other services;1991;57.0;39.0;1.0;;1.0;;;;;38.0;23.0;5.0;10.0;;18.0;6.0;;0.0;2.0;9.0
1409;R-U Culture, recreation, other services;1992;60.0;40.0;1.0;;1.0;;;;;39.0;22.0;6.0;11.0;;20.0;6.0;;0.0;3.0;11.0
1410;R-U Culture, recreation, other services;1993;74.0;48.0;1.0;;1.0;;;;;47.0;30.0;6.0;11.0;;25.0;10.0;;0.0;3.0;13.0
1411;R-U Culture, recreation, other services;1994;77.0;56.0;3.0;;3.0;;;;;54.0;35.0;7.0;12.0;;21.0;5.0;;0.0;3.0;13.0
1412;R-U Culture, recreation, other services;1995;86.0;58.0;3.0;0.0;2.0;;1.0;;;55.0;35.0;8.0;12.0;;28.0;8.0;;0.0;5.0;15.0
1413;R-U Culture, recreation, other services;1996;97.0;72.0;13.0;0.0;2.0;10.0;1.0;;;60.0;38.0;9.0;13.0;;24.0;6.0;;0.0;3.0;15.0
1414;R-U Culture, recreation, other services;1997;96.0;74.0;21.0;0.0;0.0;20.0;1.0;;;53.0;33.0;10.0;10.0;;22.0;5.0;;0.0;3.0;14.0
1415;R-U Culture, recreation, other services;1998;103.0;81.0;26.0;0.0;1.0;23.0;1.0;;;55.0;34.0;11.0;10.0;;22.0;5.0;;0.0;3.0;14.0
1416;R-U Culture, recreation, other services;1999;122.0;96.0;44.0;1.0;3.0;38.0;2.0;;;52.0;31.0;13.0;8.0;;26.0;10.0;;0.0;3.0;13.0
1417;R-U Culture, recreation, other services;2000;117.0;91.0;32.0;1.0;1.0;26.0;4.0;;;59.0;36.0;14.0;9.0;;26.0;10.0;;0.0;3.0;13.0
1418;R-U Culture, recreation, other services;2001;113.0;80.0;28.0;3.0;1.0;20.0;4.0;;;52.0;27.0;15.0;10.0;;33.0;9.0;;0.0;6.0;18.0
1419;R-U Culture, recreation, other services;2002;120.0;87.0;24.0;0.0;1.0;20.0;3.0;;;63.0;38.0;15.0;10.0;;33.0;9.0;;0.0;6.0;18.0
1420;R-U Culture, recreation, other services;2003;126.0;89.0;25.0;1.0;1.0;19.0;4.0;;;64.0;39.0;15.0;10.0;;37.0;11.0;;0.0;6.0;20.0
1421;R-U Culture, recreation, other services;2004;143.0;103.0;32.0;0.0;0.0;28.0;4.0;;;71.0;45.0;16.0;10.0;;40.0;14.0;;0.0;6.0;20.0
1422;R-U Culture, recreation, other services;2005;173.0;130.0;57.0;2.0;0.0;52.0;3.0;;;73.0;45.0;17.0;11.0;;43.0;15.0;;0.0;6.0;22.0
1423;R-U Culture, recreation, other services;2006;195.0;150.0;71.0;2.0;0.0;65.0;4.0;;;79.0;48.0;19.0;12.0;;45.0;15.0;;0.0;7.0;23.0
1424;R-U Culture, recreation, other services;2007;191.0;145.0;64.0;1.0;0.0;59.0;4.0;;;81.0;47.0;21.0;13.0;;46.0;15.0;;0.0;7.0;24.0
1425;R-U Culture, recreation, other services;2008;223.0;176.0;94.0;0.0;0.0;90.0;4.0;0.0;0.0;82.0;51.0;18.0;13.0;;47.0;15.0;;0.0;7.0;25.0
1426;R-U Culture, recreation, other services;2009;215.0;174.0;100.0;1.0;0.0;95.0;4.0;0.0;0.0;74.0;50.0;12.0;12.0;;41.0;15.0;;0.0;8.0;18.0
1427;R-U Culture, recreation, other services;2010;218.0;180.0;101.0;0.0;0.0;96.0;5.0;0.0;;79.0;55.0;11.0;13.0;;38.0;15.0;;0.0;8.0;15.0
1428;R-U Culture, recreation, other services;2011;212.0;173.0;98.0;0.0;0.0;94.0;4.0;0.0;;75.0;47.0;11.0;17.0;;39.0;15.0;;0.0;9.0;15.0
1429;R-U Culture, recreation, other services;2012;200.0;156.0;84.0;0.0;0.0;83.0;1.0;0.0;;72.0;47.0;9.0;16.0;;44.0;18.0;;0.0;10.0;16.0
1430;R Culture, sports and recreation;1987;25.0;17.0;0.0;;0.0;;;;;17.0;9.0;3.0;5.0;;9.0;5.0;;0.0;1.0;3.0
1431;R Culture, sports and recreation;1988;20.0;16.0;0.0;;0.0;;;;;16.0;9.0;3.0;4.0;;5.0;1.0;;0.0;1.0;3.0
1432;R Culture, sports and recreation;1989;25.0;19.0;1.0;;1.0;;;;;18.0;9.0;3.0;6.0;;6.0;1.0;;0.0;1.0;4.0
1433;R Culture, sports and recreation;1990;26.0;18.0;0.0;;0.0;;;;;18.0;9.0;3.0;6.0;;8.0;3.0;;0.0;1.0;4.0
1434;R Culture, sports and recreation;1991;30.0;20.0;0.0;;0.0;;;;;20.0;11.0;3.0;6.0;;10.0;4.0;;0.0;1.0;4.0
1435;R Culture, sports and recreation;1992;34.0;23.0;1.0;;1.0;;;;;22.0;11.0;4.0;7.0;;11.0;4.0;;0.0;2.0;5.0
1436;R Culture, sports and recreation;1993;41.0;26.0;1.0;;1.0;;;;;25.0;14.0;4.0;7.0;;14.0;7.0;;0.0;2.0;6.0
1437;R Culture, sports and recreation;1994;40.0;28.0;3.0;;3.0;;;;;25.0;15.0;4.0;6.0;;12.0;4.0;;0.0;2.0;6.0
1438;R Culture, sports and recreation;1995;45.0;31.0;2.0;0.0;1.0;;1.0;;;29.0;17.0;5.0;7.0;;14.0;4.0;;0.0;2.0;7.0
1439;R Culture, sports and recreation;1996;52.0;39.0;6.0;0.0;1.0;5.0;0.0;;;33.0;20.0;6.0;7.0;;13.0;4.0;;0.0;2.0;7.0
1440;R Culture, sports and recreation;1997;55.0;42.0;11.0;0.0;0.0;11.0;0.0;;;30.0;19.0;6.0;5.0;;13.0;4.0;;0.0;2.0;7.0
1441;R Culture, sports and recreation;1998;57.0;45.0;13.0;0.0;1.0;11.0;0.0;;;32.0;20.0;7.0;5.0;;12.0;3.0;;0.0;2.0;7.0
1442;R Culture, sports and recreation;1999;70.0;55.0;22.0;1.0;1.0;20.0;0.0;;;33.0;19.0;9.0;5.0;;16.0;7.0;;0.0;2.0;7.0
1443;R Culture, sports and recreation;2000;69.0;54.0;19.0;1.0;1.0;15.0;2.0;;;35.0;21.0;9.0;5.0;;16.0;7.0;;0.0;2.0;7.0
1444;R Culture, sports and recreation;2001;63.0;44.0;17.0;2.0;1.0;12.0;2.0;;;28.0;12.0;10.0;6.0;;19.0;6.0;;0.0;2.0;11.0
1445;R Culture, sports and recreation;2002;67.0;48.0;13.0;0.0;1.0;11.0;1.0;;;35.0;20.0;9.0;6.0;;19.0;6.0;;0.0;2.0;11.0
1446;R Culture, sports and recreation;2003;72.0;50.0;14.0;1.0;1.0;10.0;2.0;;;36.0;21.0;9.0;6.0;;22.0;7.0;;0.0;2.0;13.0
1447;R Culture, sports and recreation;2004;83.0;58.0;19.0;0.0;0.0;17.0;2.0;;;39.0;23.0;10.0;6.0;;25.0;10.0;;0.0;2.0;13.0
1448;R Culture, sports and recreation;2005;101.0;73.0;35.0;1.0;0.0;32.0;2.0;;;38.0;21.0;10.0;7.0;;28.0;11.0;;0.0;2.0;15.0
1449;R Culture, sports and recreation;2006;117.0;87.0;44.0;1.0;0.0;41.0;2.0;;;43.0;23.0;12.0;8.0;;30.0;11.0;;0.0;3.0;16.0
1450;R Culture, sports and recreation;2007;114.0;83.0;38.0;1.0;0.0;35.0;2.0;;;45.0;23.0;13.0;9.0;;31.0;11.0;;0.0;3.0;17.0
1451;R Culture, sports and recreation;2008;131.0;100.0;55.0;0.0;0.0;53.0;2.0;0.0;0.0;45.0;25.0;11.0;9.0;;31.0;11.0;;0.0;3.0;17.0
1452;R Culture, sports and recreation;2009;126.0;99.0;59.0;1.0;0.0;56.0;2.0;0.0;0.0;40.0;24.0;7.0;9.0;;27.0;11.0;;0.0;3.0;13.0
1453;R Culture, sports and recreation;2010;127.0;102.0;58.0;0.0;0.0;56.0;2.0;0.0;;44.0;27.0;7.0;10.0;;25.0;11.0;;0.0;3.0;11.0
1454;R Culture, sports and recreation;2011;125.0;100.0;58.0;0.0;0.0;56.0;2.0;0.0;;42.0;22.0;7.0;13.0;;26.0;11.0;;0.0;3.0;11.0
1455;R Culture, sports and recreation;2012;118.0;88.0;50.0;0.0;0.0;50.0;0.0;0.0;;38.0;21.0;5.0;12.0;;29.0;14.0;;0.0;4.0;12.0
1456;S Other service activities;1987;18.0;13.0;0.0;;0.0;;;;;13.0;10.0;1.0;2.0;;5.0;1.0;;0.0;1.0;3.0
1457;S Other service activities;1988;19.0;13.0;0.0;;0.0;;;;;13.0;10.0;1.0;2.0;;6.0;1.0;;0.0;1.0;4.0
1458;S Other service activities;1989;20.0;13.0;1.0;;1.0;;;;;12.0;8.0;2.0;2.0;;7.0;2.0;;0.0;1.0;4.0
1459;S Other service activities;1990;22.0;15.0;3.0;;3.0;;;;;12.0;6.0;2.0;4.0;;7.0;1.0;;0.0;1.0;5.0
1460;S Other service activities;1991;27.0;19.0;1.0;;1.0;;;;;18.0;12.0;2.0;4.0;;8.0;2.0;;0.0;1.0;5.0
1461;S Other service activities;1992;26.0;17.0;0.0;;0.0;;;;;17.0;11.0;2.0;4.0;;9.0;2.0;;0.0;1.0;6.0
1462;S Other service activities;1993;33.0;22.0;0.0;;0.0;;;;;22.0;16.0;2.0;4.0;;11.0;3.0;;0.0;1.0;7.0
1463;S Other service activities;1994;37.0;28.0;0.0;;0.0;;;;;28.0;20.0;2.0;6.0;;9.0;1.0;;0.0;1.0;7.0
1464;S Other service activities;1995;41.0;27.0;1.0;0.0;1.0;;0.0;;;26.0;18.0;3.0;5.0;;14.0;4.0;;0.0;2.0;8.0
1465;S Other service activities;1996;45.0;34.0;6.0;0.0;1.0;5.0;0.0;;;27.0;18.0;3.0;6.0;;11.0;2.0;;0.0;1.0;8.0
1466;S Other service activities;1997;41.0;32.0;10.0;0.0;0.0;9.0;1.0;;;22.0;14.0;3.0;5.0;;9.0;1.0;;0.0;1.0;7.0
1467;S Other service activities;1998;46.0;36.0;13.0;0.0;0.0;12.0;1.0;;;23.0;14.0;4.0;5.0;;10.0;2.0;;0.0;1.0;7.0
1468;S Other service activities;1999;51.0;41.0;21.0;0.0;2.0;18.0;1.0;;;20.0;12.0;5.0;3.0;;10.0;3.0;;0.0;1.0;6.0
1469;S Other service activities;2000;47.0;37.0;13.0;0.0;0.0;11.0;2.0;;;24.0;15.0;5.0;4.0;;10.0;3.0;;0.0;1.0;6.0
1470;S Other service activities;2001;50.0;36.0;11.0;1.0;0.0;8.0;2.0;;;24.0;15.0;5.0;4.0;;14.0;3.0;;0.0;4.0;7.0
1471;S Other service activities;2002;53.0;39.0;11.0;0.0;0.0;9.0;2.0;;;28.0;18.0;6.0;4.0;;14.0;3.0;;0.0;4.0;7.0
1472;S Other service activities;2003;54.0;39.0;11.0;0.0;0.0;9.0;2.0;;;28.0;18.0;6.0;4.0;;15.0;4.0;;0.0;4.0;7.0
1473;S Other service activities;2004;60.0;45.0;13.0;0.0;0.0;11.0;2.0;;;32.0;22.0;6.0;4.0;;15.0;4.0;;0.0;4.0;7.0
1474;S Other service activities;2005;72.0;57.0;22.0;1.0;0.0;20.0;1.0;;;35.0;24.0;7.0;4.0;;15.0;4.0;;0.0;4.0;7.0
1475;S Other service activities;2006;79.0;64.0;27.0;1.0;0.0;24.0;2.0;;;37.0;25.0;8.0;4.0;;15.0;4.0;;0.0;4.0;7.0
1476;S Other service activities;2007;77.0;62.0;26.0;0.0;0.0;24.0;2.0;;;36.0;24.0;8.0;4.0;;15.0;4.0;;0.0;4.0;7.0
1477;S Other service activities;2008;92.0;76.0;39.0;0.0;0.0;37.0;2.0;0.0;0.0;37.0;26.0;7.0;4.0;;16.0;4.0;;0.0;4.0;8.0
1478;S Other service activities;2009;89.0;75.0;41.0;0.0;0.0;39.0;2.0;0.0;0.0;34.0;26.0;5.0;3.0;;14.0;4.0;;0.0;5.0;5.0
1479;S Other service activities;2010;91.0;78.0;43.0;0.0;0.0;40.0;3.0;0.0;;35.0;28.0;4.0;3.0;;13.0;4.0;;0.0;5.0;4.0
1480;S Other service activities;2011;87.0;73.0;40.0;0.0;0.0;38.0;2.0;0.0;;33.0;25.0;4.0;4.0;;13.0;4.0;;0.0;5.0;4.0
1481;S Other service activities;2012;82.0;67.0;34.0;0.0;0.0;33.0;1.0;0.0;;33.0;26.0;3.0;4.0;;15.0;4.0;;0.0;6.0;4.0
1482;T Activities of households;1987;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1483;T Activities of households;1988;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1484;T Activities of households;1989;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1485;T Activities of households;1990;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1486;T Activities of households;1991;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1487;T Activities of households;1992;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1488;T Activities of households;1993;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1489;T Activities of households;1994;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1490;T Activities of households;1995;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1491;T Activities of households;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1492;T Activities of households;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1493;T Activities of households;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1494;T Activities of households;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1495;T Activities of households;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1496;T Activities of households;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1497;T Activities of households;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1498;T Activities of households;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1499;T Activities of households;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1500;T Activities of households;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1501;T Activities of households;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1502;T Activities of households;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1503;T Activities of households;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1504;T Activities of households;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1505;T Activities of households;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1506;T Activities of households;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1507;T Activities of households;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1508;U Extraterritorial organisations;1987;;;;;;;;;;;;;;;;;;;;
1509;U Extraterritorial organisations;1988;;;;;;;;;;;;;;;;;;;;
1510;U Extraterritorial organisations;1989;;;;;;;;;;;;;;;;;;;;
1511;U Extraterritorial organisations;1990;;;;;;;;;;;;;;;;;;;;
1512;U Extraterritorial organisations;1991;;;;;;;;;;;;;;;;;;;;
1513;U Extraterritorial organisations;1992;;;;;;;;;;;;;;;;;;;;
1514;U Extraterritorial organisations;1993;;;;;;;;;;;;;;;;;;;;
1515;U Extraterritorial organisations;1994;;;;;;;;;;;;;;;;;;;;
1516;U Extraterritorial organisations;1995;;;;;;;;;;;;;;;;;;;;
1517;U Extraterritorial organisations;1996;;;;;;;;;;;;;;;;;;;;
1518;U Extraterritorial organisations;1997;;;;;;;;;;;;;;;;;;;;
1519;U Extraterritorial organisations;1998;;;;;;;;;;;;;;;;;;;;
1520;U Extraterritorial organisations;1999;;;;;;;;;;;;;;;;;;;;
1521;U Extraterritorial organisations;2000;;;;;;;;;;;;;;;;;;;;
1522;U Extraterritorial organisations;2001;;;;;;;;;;;;;;;;;;;;
1523;U Extraterritorial organisations;2002;;;;;;;;;;;;;;;;;;;;
1524;U Extraterritorial organisations;2003;;;;;;;;;;;;;;;;;;;;
1525;U Extraterritorial organisations;2004;;;;;;;;;;;;;;;;;;;;
