ID;PrognoseInterval;Generatie;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;k_26EULanden_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
0;Prognose;Totaal 1e en 2e generatie;2011;3422931;1898206;220711;359506;87291;355595;141799;344672;388633;1524725;917486;150633;379776;76830
1;Prognose;Totaal 1e en 2e generatie;2012;3485247;1937359;226707;370896;91228;362672;144903;347249;393704;1547888;936781;154934;377216;78957
2;Prognose;Totaal 1e en 2e generatie;2013;3545684;1974985;230990;382172;94893;370185;147903;349904;398939;1570700;955728;159356;374774;80842
3;Prognose;Totaal 1e en 2e generatie;2014;3604195;2011975;234878;393259;98387;377489;151144;352788;404030;1592219;973312;164003;372430;82474
4;Prognose;Totaal 1e en 2e generatie;2015;3659885;2047690;238608;404401;101644;384190;154419;355576;408851;1612196;989599;168698;369951;83947
5;Prognose;Totaal 1e en 2e generatie;2016;3714540;2083159;242336;415668;104772;390711;157711;358389;413571;1631381;1005138;173432;367462;85349
6;Prognose;Totaal 1e en 2e generatie;2017;3767855;2118030;246050;426992;107775;396995;161045;361072;418102;1649825;1019955;178176;364971;86723
7;Prognose;Totaal 1e en 2e generatie;2018;3820049;2152456;249786;438359;110748;403041;164426;363629;422467;1667593;1034136;182929;362452;88076
8;Prognose;Totaal 1e en 2e generatie;2019;3871206;2186416;253546;449750;113697;408851;167839;366077;426655;1684790;1047759;187683;359908;89441
9;Prognose;Totaal 1e en 2e generatie;2020;3921381;2219972;257361;461114;116643;414431;171283;368410;430730;1701409;1060829;192436;357332;90812
10;Prognose;Totaal 1e en 2e generatie;2021;3970508;2253048;261244;472382;119572;419773;174746;370637;434693;1717460;1073364;197182;354711;92204
11;Prognose;Totaal 1e en 2e generatie;2022;4018762;2285832;265231;483698;122500;424886;178215;372766;438536;1732929;1085348;201909;352038;93634
12;Prognose;Totaal 1e en 2e generatie;2023;4066209;2318371;269309;495104;125402;429797;181695;374799;442266;1747838;1096808;206613;349308;95110
13;Prognose;Totaal 1e en 2e generatie;2024;4112903;2350738;273485;506629;128294;434526;185174;376732;445899;1762165;1107765;211286;346509;96604
14;Prognose;Totaal 1e en 2e generatie;2025;4158893;2382952;277744;518284;131185;439086;188652;378561;449440;1775941;1118259;215927;343635;98120
15;Prognose;Totaal 1e en 2e generatie;2026;4204206;2415034;282071;530098;134059;443512;192121;380281;452892;1789172;1128308;220532;340672;99660
16;Prognose;Totaal 1e en 2e generatie;2027;4248816;2446934;286433;542057;136913;447820;195577;381882;456251;1801882;1137957;225098;337609;101218
17;Prognose;Totaal 1e en 2e generatie;2028;4292789;2478693;290839;554164;139762;452022;199024;383367;459515;1814096;1147252;229619;334438;102787
18;Prognose;Totaal 1e en 2e generatie;2029;4336145;2510295;295274;566407;142608;456120;202455;384735;462696;1825850;1156241;234091;331152;104365
19;Prognose;Totaal 1e en 2e generatie;2030;4378995;2541792;299741;578819;145456;460129;205877;385986;465785;1837203;1164996;238512;327742;105953
20;Prognose;Totaal 1e en 2e generatie;2031;4421317;2573101;304222;591369;148300;464048;209280;387115;468767;1848216;1173585;242882;324197;107551
21;Prognose;Totaal 1e en 2e generatie;2032;4463103;2604192;308717;604028;151141;467872;212660;388124;471650;1858911;1182057;247196;320510;109147
22;Prognose;Totaal 1e en 2e generatie;2033;4504435;2635071;313223;616812;153983;471607;216002;389008;474436;1869363;1190491;251452;316679;110741
23;Prognose;Totaal 1e en 2e generatie;2034;4545316;2665652;317724;629666;156818;475246;219310;389766;477121;1879664;1198964;255654;312701;112345
24;Prognose;Totaal 1e en 2e generatie;2035;4585746;2695901;322213;642571;159647;478785;222588;390393;479705;1889845;1207543;259796;308565;113942
25;Prognose;Totaal 1e en 2e generatie;2036;4625792;2725791;326674;655506;162469;482220;225832;390897;482193;1900001;1216315;263879;304267;115539
26;Prognose;Totaal 1e en 2e generatie;2037;4665403;2755259;331100;668444;165278;485545;229038;391275;484578;1910143;1225307;267907;299804;117125
27;Prognose;Totaal 1e en 2e generatie;2038;4704544;2784296;335486;681378;168091;488750;232215;391519;486858;1920248;1234499;271881;295172;118696
28;Prognose;Totaal 1e en 2e generatie;2039;4743165;2812856;339828;694291;170889;491822;235363;391634;489028;1930310;1243877;275795;290378;120260
29;Prognose;Totaal 1e en 2e generatie;2040;4781298;2840948;344133;707173;173680;494768;238481;391619;491094;1940350;1253446;279660;285426;121818
30;Prognose;Totaal 1e en 2e generatie;2041;4818904;2868540;348400;720011;176452;497573;241573;391473;493059;1950364;1263202;283476;280324;123363
31;Prognose;Totaal 1e en 2e generatie;2042;4855923;2895573;352611;732769;179200;500238;244641;391200;494914;1960350;1273131;287242;275085;124892
32;Prognose;Totaal 1e en 2e generatie;2043;4892371;2922043;356768;745437;181941;502750;247689;390795;496662;1970328;1283230;290963;269727;126408
33;Prognose;Totaal 1e en 2e generatie;2044;4928203;2947901;360865;757999;184659;505106;250713;390266;498293;1980301;1293490;294640;264265;127907
34;Prognose;Totaal 1e en 2e generatie;2045;4963383;2973102;364899;770430;187347;507300;253707;389617;499802;1990281;1303895;298279;258721;129386
35;Prognose;Totaal 1e en 2e generatie;2046;4997920;2997656;368869;782739;190008;509334;256674;388853;501180;2000264;1314423;301877;253119;130846
36;Prognose;Totaal 1e en 2e generatie;2047;5031820;3021544;372776;794925;192638;511196;259619;387971;502419;2010275;1325069;305431;247487;132289
37;Prognose;Totaal 1e en 2e generatie;2048;5065084;3044773;376624;806993;195240;512884;262539;386981;503513;2020312;1335800;308942;241849;133721
38;Prognose;Totaal 1e en 2e generatie;2049;5097712;3067354;380408;818951;197813;514400;265436;385883;504463;2030358;1346584;312408;236224;135142
39;Prognose;Totaal 1e en 2e generatie;2050;5129676;3089272;384136;830791;200353;515739;268300;384688;505264;2040405;1357397;315828;230624;136556
40;Prognose;Totaal 1e en 2e generatie;2051;5160980;3110541;387808;842516;202868;516901;271137;383400;505911;2050439;1368213;319197;225067;137963
41;Prognose;Totaal 1e en 2e generatie;2052;5191605;3131167;391414;854137;205354;517889;273946;382027;506399;2060438;1379003;322513;219562;139360
42;Prognose;Totaal 1e en 2e generatie;2053;5221549;3151147;394964;865645;207815;518698;276728;380577;506719;2070402;1389755;325777;214122;140749
43;Prognose;Totaal 1e en 2e generatie;2054;5250791;3170474;398460;877035;210243;519328;279483;379056;506870;2080316;1400441;328984;208763;142128
44;Prognose;Totaal 1e en 2e generatie;2055;5279363;3189173;401899;888327;212641;519781;282206;377471;506846;2090190;1411061;332132;203500;143498
45;Prognose;Totaal 1e en 2e generatie;2056;5307267;3207248;405281;899507;215011;520063;284898;375831;506655;2100019;1421599;335219;198344;144857
46;Prognose;Totaal 1e en 2e generatie;2057;5334555;3224744;408614;910589;217352;520172;287562;374145;506310;2109812;1432054;338244;193309;146205
47;Prognose;Totaal 1e en 2e generatie;2058;5361245;3241669;411894;921571;219662;520112;290193;372421;505816;2119576;1442422;341205;188408;147540
48;Prognose;Totaal 1e en 2e generatie;2059;5387355;3258039;415116;932444;221945;519893;292795;370664;505183;2129316;1452705;344104;183646;148861
49;Prognose;Totaal 1e en 2e generatie;2060;5412935;3273880;418290;943216;224202;519516;295363;368877;504418;2139054;1462909;346940;179037;150169
50;Prognose;1e Generatie;2011;1729948;1067763;134367;248978;53565;167240;82425;184434;196753;662184;405479;101120;116479;39107
51;Prognose;1e Generatie;2012;1758673;1079343;136250;254798;55746;167719;83498;183923;197410;679330;421354;103423;114079;40473
52;Prognose;1e Generatie;2013;1786550;1090455;136848;260618;57737;168718;84604;183674;198256;696095;436793;105890;111834;41578
53;Prognose;1e Generatie;2014;1814133;1102333;137476;266515;59565;169787;86020;183765;199204;711800;450922;108559;109820;42499
54;Prognose;1e Generatie;2015;1841035;1114501;138145;272517;61254;170845;87579;184061;200100;726534;464060;111255;107920;43299
55;Prognose;1e Generatie;2016;1867078;1126705;138857;278608;62810;171898;89104;184427;201001;740373;476359;113954;106043;44017
56;Prognose;1e Generatie;2017;1892337;1138856;139614;284783;64241;172947;90609;184761;201901;753481;487926;116658;104195;44702
57;Prognose;1e Generatie;2018;1916931;1151029;140423;291026;65636;173987;92105;185060;202792;765902;498825;119367;102355;45356
58;Prognose;1e Generatie;2019;1940918;1163195;141298;297295;67003;175010;93593;185324;203671;777723;509118;122079;100521;46007
59;Prognose;1e Generatie;2020;1964276;1175314;142252;303550;68346;176011;95075;185548;204533;788962;518829;124789;98692;46653
60;Prognose;1e Generatie;2021;1986997;1187326;143301;309724;69666;176985;96551;185728;205371;799671;528002;127493;96865;47311
61;Prognose;1e Generatie;2022;2009182;1199315;144448;315904;70973;177926;98016;185862;206185;809867;536643;130187;95037;48000
62;Prognose;1e Generatie;2023;2030876;1211283;145685;322122;72259;178832;99470;185944;206969;819593;544799;132864;93205;48725
63;Prognose;1e Generatie;2024;2052073;1223222;147002;328392;73538;179697;100908;185971;207715;828851;552497;135522;91368;49465
64;Prognose;1e Generatie;2025;2072803;1235121;148389;334726;74812;180516;102327;185935;208417;837682;559780;138157;89524;50221
65;Prognose;1e Generatie;2026;2093041;1246934;149834;341125;76069;181285;103727;185829;209065;846107;566673;140764;87674;50997
66;Prognose;1e Generatie;2027;2112796;1258635;151327;347591;77308;182002;105105;185646;209656;854161;573218;143341;85815;51786
67;Prognose;1e Generatie;2028;2132099;1270230;152863;354126;78537;182666;106462;185384;210192;861869;579454;145885;83948;52582
68;Prognose;1e Generatie;2029;2150966;1281693;154436;360717;79761;183277;107796;185036;210670;869273;585426;148392;82073;53382
69;Prognose;1e Generatie;2030;2169453;1293034;156040;367382;80978;183835;109107;184601;211092;876419;591180;150861;80190;54189
70;Prognose;1e Generatie;2031;2187564;1304199;157666;374090;82181;184340;110394;184073;211455;883365;596774;153289;78301;55001
71;Prognose;1e Generatie;2032;2205318;1315186;159310;380842;83374;184793;111656;183450;211760;890132;602241;155676;76409;55807
72;Prognose;1e Generatie;2033;2222784;1325997;160968;387640;84563;185197;112890;182730;212010;896787;607645;158018;74519;56605
73;Prognose;1e Generatie;2034;2239983;1336576;162629;394449;85739;185551;114092;181910;212207;903407;613045;160316;72635;57410
74;Prognose;1e Generatie;2035;2256913;1346889;164279;401250;86900;185857;115262;180989;212352;910024;618488;162567;70762;58207
75;Prognose;1e Generatie;2036;2273617;1356901;165909;408022;88043;186115;116402;179967;212444;916716;624039;164770;68904;59003
76;Prognose;1e Generatie;2037;2290056;1366580;167515;414744;89168;186323;117510;178844;212475;923476;629704;166924;67063;59785
