ID;GemeentelijkeTaakvelden;RegioS;Perioden;BegroteKosten_1;GerealiseerdeKosten_2;BegroteKostenPer1000Inwoners_3;GerealiseerdeKostenPer1000Inwoners_4
48;Totaal;Achtkarspelen;1e halfjaar 2015;;2300.0;;82.0
49;Totaal;Achtkarspelen;2e halfjaar 2015;;2300.0;;82.0
50;Totaal;Achtkarspelen;2015;;4600.0;;164.0
51;Totaal;Achtkarspelen;1e halfjaar 2016;;2536.0;;91.0
52;Totaal;Achtkarspelen;2e halfjaar 2016;;4758.0;;170.0
53;Totaal;Achtkarspelen;2016;;7294.0;;260.0
54;Totaal;Achtkarspelen;1e halfjaar 2017;;;;
55;Totaal;Achtkarspelen;2e halfjaar 2017;;;;
56;Totaal;Achtkarspelen;2017;3978.0;3462.0;147.0;128.0
57;Totaal;Achtkarspelen;1e halfjaar 2018;;;;
58;Totaal;Achtkarspelen;2e halfjaar 2018;;;;
59;Totaal;Achtkarspelen;2018;3133.0;2628.0;116.0;97.0
60;Totaal;Alblasserdam;1e halfjaar 2015;;646.0;;33.0
61;Totaal;Alblasserdam;2e halfjaar 2015;;1891.0;;95.0
62;Totaal;Alblasserdam;2015;;2537.0;;128.0
63;Totaal;Alblasserdam;1e halfjaar 2016;;;;
64;Totaal;Alblasserdam;2e halfjaar 2016;;3480.0;;174.0
65;Totaal;Alblasserdam;2016;;;;
66;Totaal;Alblasserdam;1e halfjaar 2017;;4713.0;;236.0
67;Totaal;Alblasserdam;2e halfjaar 2017;;6876.0;;344.0
68;Totaal;Alblasserdam;2017;;11589.0;;579.0
69;Totaal;Alblasserdam;1e halfjaar 2018;;4187.0;;209.0
70;Totaal;Alblasserdam;2e halfjaar 2018;;7459.0;;373.0
71;Totaal;Alblasserdam;2018;;11647.0;;582.0
72;Totaal;Albrandswaard;1e halfjaar 2015;;891.0;;35.0
73;Totaal;Albrandswaard;2e halfjaar 2015;;1167.0;;46.0
74;Totaal;Albrandswaard;2015;;2058.0;;82.0
75;Totaal;Albrandswaard;1e halfjaar 2016;;;;
76;Totaal;Albrandswaard;2e halfjaar 2016;;;;
77;Totaal;Albrandswaard;2016;;;;
78;Totaal;Albrandswaard;1e halfjaar 2017;;;;
79;Totaal;Albrandswaard;2e halfjaar 2017;;;;
80;Totaal;Albrandswaard;2017;;;;
81;Totaal;Albrandswaard;1e halfjaar 2018;;;;
82;Totaal;Albrandswaard;2e halfjaar 2018;;;;
83;Totaal;Albrandswaard;2018;;;;
84;Totaal;Alkmaar;1e halfjaar 2015;;;;
85;Totaal;Alkmaar;2e halfjaar 2015;;;;
86;Totaal;Alkmaar;2015;;;;
87;Totaal;Alkmaar;1e halfjaar 2016;;;;
88;Totaal;Alkmaar;2e halfjaar 2016;;;;
89;Totaal;Alkmaar;2016;;;;
90;Totaal;Alkmaar;1e halfjaar 2017;;;;
91;Totaal;Alkmaar;2e halfjaar 2017;;;;
92;Totaal;Alkmaar;2017;;;;
93;Totaal;Alkmaar;1e halfjaar 2018;;;;
94;Totaal;Alkmaar;2e halfjaar 2018;;;;
95;Totaal;Alkmaar;2018;;;;
96;Totaal;Almelo;1e halfjaar 2015;;;;
97;Totaal;Almelo;2e halfjaar 2015;;;;
98;Totaal;Almelo;2015;;;;
99;Totaal;Almelo;1e halfjaar 2016;;5200.0;;72.0
100;Totaal;Almelo;2e halfjaar 2016;;;;
101;Totaal;Almelo;2016;;;;
102;Totaal;Almelo;1e halfjaar 2017;;;;
103;Totaal;Almelo;2e halfjaar 2017;;;;
104;Totaal;Almelo;2017;;;;
105;Totaal;Almelo;1e halfjaar 2018;;;;
106;Totaal;Almelo;2e halfjaar 2018;;;;
107;Totaal;Almelo;2018;;;;
108;Totaal;Almere;1e halfjaar 2015;;22167.0;;113.0
109;Totaal;Almere;2e halfjaar 2015;;12372.0;;63.0
110;Totaal;Almere;2015;;34539.0;;175.0
111;Totaal;Almere;1e halfjaar 2016;;22988.0;;116.0
112;Totaal;Almere;2e halfjaar 2016;;10966.0;;55.0
113;Totaal;Almere;2016;;33954.0;;171.0
114;Totaal;Almere;1e halfjaar 2017;;23834.0;;119.0
115;Totaal;Almere;2e halfjaar 2017;;2699.0;;13.0
116;Totaal;Almere;2017;;26533.0;;132.0
117;Totaal;Almere;1e halfjaar 2018;;28421.0;;139.0
118;Totaal;Almere;2e halfjaar 2018;;5158.0;;25.0
119;Totaal;Almere;2018;;33579.0;;165.0
120;Totaal;Alphen aan den Rijn;1e halfjaar 2015;;7404.0;;69.0
121;Totaal;Alphen aan den Rijn;2e halfjaar 2015;;;;
122;Totaal;Alphen aan den Rijn;2015;;;;
123;Totaal;Alphen aan den Rijn;1e halfjaar 2016;;8.0;;0.0
124;Totaal;Alphen aan den Rijn;2e halfjaar 2016;;12.0;;0.0
125;Totaal;Alphen aan den Rijn;2016;;20.0;;0.0
126;Totaal;Alphen aan den Rijn;1e halfjaar 2017;;6.0;;0.0
127;Totaal;Alphen aan den Rijn;2e halfjaar 2017;;7.0;;0.0
128;Totaal;Alphen aan den Rijn;2017;;13.0;;0.0
129;Totaal;Alphen aan den Rijn;1e halfjaar 2018;;6.0;;0.0
130;Totaal;Alphen aan den Rijn;2e halfjaar 2018;;8.0;;0.0
131;Totaal;Alphen aan den Rijn;2018;;15.0;;0.0
132;Totaal;Alphen-Chaam;1e halfjaar 2015;;;;
133;Totaal;Alphen-Chaam;2e halfjaar 2015;;;;
134;Totaal;Alphen-Chaam;2015;;;;
135;Totaal;Alphen-Chaam;1e halfjaar 2016;;;;
136;Totaal;Alphen-Chaam;2e halfjaar 2016;;;;
137;Totaal;Alphen-Chaam;2016;;;;
138;Totaal;Alphen-Chaam;1e halfjaar 2017;;;;
139;Totaal;Alphen-Chaam;2e halfjaar 2017;;;;
140;Totaal;Alphen-Chaam;2017;790.0;661.0;79.0;66.0
141;Totaal;Alphen-Chaam;1e halfjaar 2018;;;;
142;Totaal;Alphen-Chaam;2e halfjaar 2018;;;;
143;Totaal;Alphen-Chaam;2018;809.0;808.0;80.0;80.0
144;Totaal;Ameland;1e halfjaar 2015;;;;
145;Totaal;Ameland;2e halfjaar 2015;;;;
146;Totaal;Ameland;2015;;;;
147;Totaal;Ameland;1e halfjaar 2016;;261.0;;72.0
148;Totaal;Ameland;2e halfjaar 2016;;261.0;;72.0
149;Totaal;Ameland;2016;;521.0;;145.0
150;Totaal;Ameland;1e halfjaar 2017;;;;
151;Totaal;Ameland;2e halfjaar 2017;;;;
152;Totaal;Ameland;2017;819.0;795.0;273.0;265.0
153;Totaal;Ameland;1e halfjaar 2018;;;;
154;Totaal;Ameland;2e halfjaar 2018;;;;
155;Totaal;Ameland;2018;747.0;861.0;249.0;287.0
156;Totaal;Amersfoort;1e halfjaar 2015;;;;
157;Totaal;Amersfoort;2e halfjaar 2015;;;;
158;Totaal;Amersfoort;2015;;;;
159;Totaal;Amersfoort;1e halfjaar 2016;;11857.0;;77.0
160;Totaal;Amersfoort;2e halfjaar 2016;;23472.0;;153.0
161;Totaal;Amersfoort;2016;;35329.0;;230.0
162;Totaal;Amersfoort;1e halfjaar 2017;;;;
163;Totaal;Amersfoort;2e halfjaar 2017;;;;
164;Totaal;Amersfoort;2017;;25862.0;;167.0
165;Totaal;Amersfoort;1e halfjaar 2018;;;;
166;Totaal;Amersfoort;2e halfjaar 2018;;;;
167;Totaal;Amersfoort;2018;;27714.0;;178.0
168;Totaal;Amstelveen;1e halfjaar 2015;;;;
169;Totaal;Amstelveen;2e halfjaar 2015;;;;
170;Totaal;Amstelveen;2015;;;;
171;Totaal;Amstelveen;1e halfjaar 2016;;;;
172;Totaal;Amstelveen;2e halfjaar 2016;;;;
173;Totaal;Amstelveen;2016;;;;
174;Totaal;Amstelveen;1e halfjaar 2017;;;;
175;Totaal;Amstelveen;2e halfjaar 2017;;;;
176;Totaal;Amstelveen;2017;11963.0;8394.0;134.0;94.0
177;Totaal;Amstelveen;1e halfjaar 2018;;;;
178;Totaal;Amstelveen;2e halfjaar 2018;;;;
179;Totaal;Amstelveen;2018;8907.0;8261.0;100.0;92.0
180;Totaal;Amsterdam;1e halfjaar 2015;;127815.0;;156.0
181;Totaal;Amsterdam;2e halfjaar 2015;;;;
182;Totaal;Amsterdam;2015;;;;
183;Totaal;Amsterdam;1e halfjaar 2016;;;;
184;Totaal;Amsterdam;2e halfjaar 2016;;;;
185;Totaal;Amsterdam;2016;;;;
186;Totaal;Amsterdam;1e halfjaar 2017;;;;
187;Totaal;Amsterdam;2e halfjaar 2017;;;;
188;Totaal;Amsterdam;2017;;;;
189;Totaal;Amsterdam;1e halfjaar 2018;;;;
190;Totaal;Amsterdam;2e halfjaar 2018;;;;
191;Totaal;Amsterdam;2018;;;;
192;Totaal;Apeldoorn;1e halfjaar 2015;;13726.0;;87.0
193;Totaal;Apeldoorn;2e halfjaar 2015;;21072.0;;133.0
194;Totaal;Apeldoorn;2015;;34798.0;;220.0
195;Totaal;Apeldoorn;1e halfjaar 2016;;17531.0;;110.0
196;Totaal;Apeldoorn;2e halfjaar 2016;;19950.0;;125.0
197;Totaal;Apeldoorn;2016;;37481.0;;236.0
198;Totaal;Apeldoorn;1e halfjaar 2017;;16162.0;;101.0
199;Totaal;Apeldoorn;2e halfjaar 2017;;19237.0;;120.0
200;Totaal;Apeldoorn;2017;;35399.0;;221.0
201;Totaal;Apeldoorn;1e halfjaar 2018;;17796.0;;110.0
202;Totaal;Apeldoorn;2e halfjaar 2018;;20009.0;;124.0
203;Totaal;Apeldoorn;2018;;37805.0;;235.0
204;Totaal;Appingedam;1e halfjaar 2015;;;;
205;Totaal;Appingedam;2e halfjaar 2015;;;;
206;Totaal;Appingedam;2015;;;;
207;Totaal;Appingedam;1e halfjaar 2016;;;;
208;Totaal;Appingedam;2e halfjaar 2016;;;;
209;Totaal;Appingedam;2016;;;;
210;Totaal;Appingedam;1e halfjaar 2017;;;;
211;Totaal;Appingedam;2e halfjaar 2017;;;;
212;Totaal;Appingedam;2017;;;;
213;Totaal;Appingedam;1e halfjaar 2018;;;;
214;Totaal;Appingedam;2e halfjaar 2018;;;;
215;Totaal;Appingedam;2018;;;;
216;Totaal;Arnhem;1e halfjaar 2015;;;;
217;Totaal;Arnhem;2e halfjaar 2015;;;;
218;Totaal;Arnhem;2015;;;;
219;Totaal;Arnhem;1e halfjaar 2016;;24206.0;;157.0
220;Totaal;Arnhem;2e halfjaar 2016;;24206.0;;157.0
221;Totaal;Arnhem;2016;;48412.0;;315.0
222;Totaal;Arnhem;1e halfjaar 2017;;;;
223;Totaal;Arnhem;2e halfjaar 2017;;;;
224;Totaal;Arnhem;2017;39017.0;37665.0;251.0;243.0
225;Totaal;Arnhem;1e halfjaar 2018;;;;
226;Totaal;Arnhem;2e halfjaar 2018;;;;
227;Totaal;Arnhem;2018;38837.0;36021.0;247.0;229.0
228;Totaal;Assen;1e halfjaar 2015;;;;
229;Totaal;Assen;2e halfjaar 2015;;;;
230;Totaal;Assen;2015;;;;
231;Totaal;Assen;1e halfjaar 2016;;;;
232;Totaal;Assen;2e halfjaar 2016;;;;
233;Totaal;Assen;2016;;;;
234;Totaal;Assen;1e halfjaar 2017;;;;
235;Totaal;Assen;2e halfjaar 2017;;;;
236;Totaal;Assen;2017;;;;
237;Totaal;Assen;1e halfjaar 2018;;;;
238;Totaal;Assen;2e halfjaar 2018;;;;
239;Totaal;Assen;2018;;;;
240;Totaal;Asten;1e halfjaar 2015;;;;
241;Totaal;Asten;2e halfjaar 2015;;;;
242;Totaal;Asten;2015;;;;
243;Totaal;Asten;1e halfjaar 2016;;;;
244;Totaal;Asten;2e halfjaar 2016;;2117.0;;128.0
245;Totaal;Asten;2016;;;;
246;Totaal;Asten;1e halfjaar 2017;;;;
247;Totaal;Asten;2e halfjaar 2017;;;;
248;Totaal;Asten;2017;2776.0;2756.0;173.0;172.0
249;Totaal;Asten;1e halfjaar 2018;;;;
250;Totaal;Asten;2e halfjaar 2018;;;;
251;Totaal;Asten;2018;3859.0;2807.0;241.0;175.0
252;Totaal;Baarle-Nassau;1e halfjaar 2015;;;;
253;Totaal;Baarle-Nassau;2e halfjaar 2015;;;;
254;Totaal;Baarle-Nassau;2015;;;;
255;Totaal;Baarle-Nassau;1e halfjaar 2016;;;;
256;Totaal;Baarle-Nassau;2e halfjaar 2016;;;;
257;Totaal;Baarle-Nassau;2016;;;;
258;Totaal;Baarle-Nassau;1e halfjaar 2017;;;;
259;Totaal;Baarle-Nassau;2e halfjaar 2017;;;;
260;Totaal;Baarle-Nassau;2017;934.0;878.0;155.0;146.0
261;Totaal;Baarle-Nassau;1e halfjaar 2018;;;;
262;Totaal;Baarle-Nassau;2e halfjaar 2018;;;;
263;Totaal;Baarle-Nassau;2018;934.0;878.0;155.0;146.0
264;Totaal;Baarn;1e halfjaar 2015;;;;
265;Totaal;Baarn;2e halfjaar 2015;;;;
266;Totaal;Baarn;2015;;;;
267;Totaal;Baarn;1e halfjaar 2016;;;;
268;Totaal;Baarn;2e halfjaar 2016;;;;
269;Totaal;Baarn;2016;;;;
270;Totaal;Baarn;1e halfjaar 2017;;;;
271;Totaal;Baarn;2e halfjaar 2017;;;;
272;Totaal;Baarn;2017;;;;
273;Totaal;Baarn;1e halfjaar 2018;;;;
274;Totaal;Baarn;2e halfjaar 2018;;;;
275;Totaal;Baarn;2018;;;;
276;Totaal;Barendrecht;1e halfjaar 2015;;1849.0;;39.0
277;Totaal;Barendrecht;2e halfjaar 2015;;2028.0;;43.0
278;Totaal;Barendrecht;2015;;3877.0;;82.0
279;Totaal;Barendrecht;1e halfjaar 2016;;;;
280;Totaal;Barendrecht;2e halfjaar 2016;;;;
281;Totaal;Barendrecht;2016;;;;
282;Totaal;Barendrecht;1e halfjaar 2017;;;;
283;Totaal;Barendrecht;2e halfjaar 2017;;;;
284;Totaal;Barendrecht;2017;;;;
285;Totaal;Barendrecht;1e halfjaar 2018;;;;
286;Totaal;Barendrecht;2e halfjaar 2018;;;;
287;Totaal;Barendrecht;2018;;;;
288;Totaal;Barneveld;1e halfjaar 2015;;;;
289;Totaal;Barneveld;2e halfjaar 2015;;;;
290;Totaal;Barneveld;2015;;;;
291;Totaal;Barneveld;1e halfjaar 2016;;;;
292;Totaal;Barneveld;2e halfjaar 2016;;;;
293;Totaal;Barneveld;2016;;;;
294;Totaal;Barneveld;1e halfjaar 2017;;;;
295;Totaal;Barneveld;2e halfjaar 2017;;;;
296;Totaal;Barneveld;2017;;;;
297;Totaal;Barneveld;1e halfjaar 2018;;;;
298;Totaal;Barneveld;2e halfjaar 2018;;;;
299;Totaal;Barneveld;2018;;;;
300;Totaal;Bedum;1e halfjaar 2015;;;;
301;Totaal;Bedum;2e halfjaar 2015;;;;
302;Totaal;Bedum;2015;;;;
303;Totaal;Bedum;1e halfjaar 2016;;;;
304;Totaal;Bedum;2e halfjaar 2016;;;;
305;Totaal;Bedum;2016;;;;
306;Totaal;Bedum;1e halfjaar 2017;;;;
307;Totaal;Bedum;2e halfjaar 2017;;;;
308;Totaal;Bedum;2017;;;;
309;Totaal;Bedum;1e halfjaar 2018;;;;
310;Totaal;Bedum;2e halfjaar 2018;;;;
311;Totaal;Bedum;2018;;;;
312;Totaal;Beek (L.);1e halfjaar 2015;;;;
313;Totaal;Beek (L.);2e halfjaar 2015;;;;
314;Totaal;Beek (L.);2015;;;;
315;Totaal;Beek (L.);1e halfjaar 2016;;;;
316;Totaal;Beek (L.);2e halfjaar 2016;;;;
317;Totaal;Beek (L.);2016;;;;
318;Totaal;Beek (L.);1e halfjaar 2017;;;;
319;Totaal;Beek (L.);2e halfjaar 2017;;;;
320;Totaal;Beek (L.);2017;;;;
321;Totaal;Beek (L.);1e halfjaar 2018;;;;
322;Totaal;Beek (L.);2e halfjaar 2018;;;;
323;Totaal;Beek (L.);2018;;;;
324;Totaal;Beemster;1e halfjaar 2015;;;;
325;Totaal;Beemster;2e halfjaar 2015;;;;
326;Totaal;Beemster;2015;;;;
327;Totaal;Beemster;1e halfjaar 2016;;;;
328;Totaal;Beemster;2e halfjaar 2016;;;;
329;Totaal;Beemster;2016;;;;
330;Totaal;Beemster;1e halfjaar 2017;;;;
331;Totaal;Beemster;2e halfjaar 2017;;;;
332;Totaal;Beemster;2017;;;;
333;Totaal;Beemster;1e halfjaar 2018;;;;
334;Totaal;Beemster;2e halfjaar 2018;;;;
335;Totaal;Beemster;2018;;;;
336;Totaal;Beesel;1e halfjaar 2015;;;;
337;Totaal;Beesel;2e halfjaar 2015;;;;
338;Totaal;Beesel;2015;;;;
339;Totaal;Beesel;1e halfjaar 2016;;;;
340;Totaal;Beesel;2e halfjaar 2016;;;;
341;Totaal;Beesel;2016;;;;
342;Totaal;Beesel;1e halfjaar 2017;;269.0;;20.0
343;Totaal;Beesel;2e halfjaar 2017;;395.0;;29.0
344;Totaal;Beesel;2017;;664.0;;50.0
345;Totaal;Beesel;1e halfjaar 2018;;228.0;;17.0
346;Totaal;Beesel;2e halfjaar 2018;;228.0;;17.0
347;Totaal;Beesel;2018;;455.0;;34.0
348;Totaal;Bellingwedde;1e halfjaar 2015;;;;
349;Totaal;Bellingwedde;2e halfjaar 2015;;;;
350;Totaal;Bellingwedde;2015;;;;
351;Totaal;Bellingwedde;1e halfjaar 2016;;;;
352;Totaal;Bellingwedde;2e halfjaar 2016;;;;
353;Totaal;Bellingwedde;2016;;;;
354;Totaal;Bellingwedde;1e halfjaar 2017;;;;
355;Totaal;Bellingwedde;2e halfjaar 2017;;;;
356;Totaal;Bellingwedde;2017;;;;
357;Totaal;Bellingwedde;1e halfjaar 2018;;;;
358;Totaal;Bellingwedde;2e halfjaar 2018;;;;
359;Totaal;Bellingwedde;2018;;;;
360;Totaal;Berg en Dal;1e halfjaar 2015;;;;
361;Totaal;Berg en Dal;2e halfjaar 2015;;;;
362;Totaal;Berg en Dal;2015;;;;
363;Totaal;Berg en Dal;1e halfjaar 2016;;;;
364;Totaal;Berg en Dal;2e halfjaar 2016;;;;
365;Totaal;Berg en Dal;2016;;;;
366;Totaal;Berg en Dal;1e halfjaar 2017;;;;
367;Totaal;Berg en Dal;2e halfjaar 2017;;;;
368;Totaal;Berg en Dal;2017;;;;
369;Totaal;Berg en Dal;1e halfjaar 2018;;;;
370;Totaal;Berg en Dal;2e halfjaar 2018;;;;
371;Totaal;Berg en Dal;2018;;;;
372;Totaal;Bergeijk;1e halfjaar 2015;;;;
373;Totaal;Bergeijk;2e halfjaar 2015;;2121.0;;117.0
374;Totaal;Bergeijk;2015;;;;
375;Totaal;Bergeijk;1e halfjaar 2016;;1080.0;;59.0
376;Totaal;Bergeijk;2e halfjaar 2016;;;;
377;Totaal;Bergeijk;2016;;;;
378;Totaal;Bergeijk;1e halfjaar 2017;;;;
379;Totaal;Bergeijk;2e halfjaar 2017;;;;
380;Totaal;Bergeijk;2017;;;;
381;Totaal;Bergeijk;1e halfjaar 2018;;;;
382;Totaal;Bergeijk;2e halfjaar 2018;;;;
383;Totaal;Bergeijk;2018;;;;
384;Totaal;Bergen (L.);1e halfjaar 2015;;385.0;;29.0
385;Totaal;Bergen (L.);2e halfjaar 2015;;759.0;;58.0
386;Totaal;Bergen (L.);2015;;1144.0;;87.0
387;Totaal;Bergen (L.);1e halfjaar 2016;;;;
388;Totaal;Bergen (L.);2e halfjaar 2016;;;;
389;Totaal;Bergen (L.);2016;;;;
390;Totaal;Bergen (L.);1e halfjaar 2017;;;;
391;Totaal;Bergen (L.);2e halfjaar 2017;;;;
392;Totaal;Bergen (L.);2017;;;;
393;Totaal;Bergen (L.);1e halfjaar 2018;;;;
394;Totaal;Bergen (L.);2e halfjaar 2018;;;;
395;Totaal;Bergen (L.);2018;;;;
396;Totaal;Bergen (NH.);1e halfjaar 2015;;;;
397;Totaal;Bergen (NH.);2e halfjaar 2015;;;;
398;Totaal;Bergen (NH.);2015;;;;
399;Totaal;Bergen (NH.);1e halfjaar 2016;;;;
400;Totaal;Bergen (NH.);2e halfjaar 2016;;;;
401;Totaal;Bergen (NH.);2016;;;;
402;Totaal;Bergen (NH.);1e halfjaar 2017;;1364.0;;46.0
403;Totaal;Bergen (NH.);2e halfjaar 2017;;2106.0;;71.0
404;Totaal;Bergen (NH.);2017;;3470.0;;116.0
405;Totaal;Bergen (NH.);1e halfjaar 2018;;1308.0;;44.0
406;Totaal;Bergen (NH.);2e halfjaar 2018;;1243.0;;42.0
407;Totaal;Bergen (NH.);2018;;2551.0;;85.0
408;Totaal;Bergen op Zoom;1e halfjaar 2015;;;;
409;Totaal;Bergen op Zoom;2e halfjaar 2015;;;;
410;Totaal;Bergen op Zoom;2015;;;;
411;Totaal;Bergen op Zoom;1e halfjaar 2016;;;;
412;Totaal;Bergen op Zoom;2e halfjaar 2016;;;;
413;Totaal;Bergen op Zoom;2016;;;;
414;Totaal;Bergen op Zoom;1e halfjaar 2017;;;;
415;Totaal;Bergen op Zoom;2e halfjaar 2017;;;;
416;Totaal;Bergen op Zoom;2017;;;;
417;Totaal;Bergen op Zoom;1e halfjaar 2018;;;;
418;Totaal;Bergen op Zoom;2e halfjaar 2018;;;;
419;Totaal;Bergen op Zoom;2018;;;;
420;Totaal;Berkelland;1e halfjaar 2015;;;;
421;Totaal;Berkelland;2e halfjaar 2015;;;;
422;Totaal;Berkelland;2015;;;;
423;Totaal;Berkelland;1e halfjaar 2016;;1047.0;;24.0
424;Totaal;Berkelland;2e halfjaar 2016;;4689.0;;106.0
425;Totaal;Berkelland;2016;;5736.0;;129.0
426;Totaal;Berkelland;1e halfjaar 2017;;;;
427;Totaal;Berkelland;2e halfjaar 2017;;;;
428;Totaal;Berkelland;2017;5514.0;6125.0;125.0;139.0
429;Totaal;Berkelland;1e halfjaar 2018;;;;
430;Totaal;Berkelland;2e halfjaar 2018;;;;
431;Totaal;Berkelland;2018;6193.0;6252.0;140.0;142.0
432;Totaal;Bernheze;1e halfjaar 2015;;;;
433;Totaal;Bernheze;2e halfjaar 2015;;;;
434;Totaal;Bernheze;2015;;;;
435;Totaal;Bernheze;1e halfjaar 2016;;2788.0;;93.0
436;Totaal;Bernheze;2e halfjaar 2016;;1859.0;;62.0
437;Totaal;Bernheze;2016;;4647.0;;156.0
438;Totaal;Bernheze;1e halfjaar 2017;;;;
439;Totaal;Bernheze;2e halfjaar 2017;;;;
440;Totaal;Bernheze;2017;5123.0;4768.0;170.0;158.0
441;Totaal;Bernheze;1e halfjaar 2018;;;;
442;Totaal;Bernheze;2e halfjaar 2018;;;;
443;Totaal;Bernheze;2018;5184.0;5167.0;172.0;172.0
444;Totaal;Best;1e halfjaar 2015;;;;
445;Totaal;Best;2e halfjaar 2015;;;;
446;Totaal;Best;2015;;;;
447;Totaal;Best;1e halfjaar 2016;;;;
448;Totaal;Best;2e halfjaar 2016;;;;
449;Totaal;Best;2016;;;;
450;Totaal;Best;1e halfjaar 2017;;;;
451;Totaal;Best;2e halfjaar 2017;;;;
452;Totaal;Best;2017;;;;
453;Totaal;Best;1e halfjaar 2018;;3557.0;;121.0
454;Totaal;Best;2e halfjaar 2018;;634.0;;21.0
455;Totaal;Best;2018;;4191.0;;142.0
456;Totaal;Beuningen;1e halfjaar 2015;;;;
457;Totaal;Beuningen;2e halfjaar 2015;;;;
458;Totaal;Beuningen;2015;;;;
459;Totaal;Beuningen;1e halfjaar 2016;;;;
460;Totaal;Beuningen;2e halfjaar 2016;;;;
461;Totaal;Beuningen;2016;;;;
462;Totaal;Beuningen;1e halfjaar 2017;;;;
463;Totaal;Beuningen;2e halfjaar 2017;;;;
464;Totaal;Beuningen;2017;;;;
465;Totaal;Beuningen;1e halfjaar 2018;;;;
466;Totaal;Beuningen;2e halfjaar 2018;;;;
467;Totaal;Beuningen;2018;;;;
468;Totaal;Beverwijk;1e halfjaar 2015;;3048.0;;76.0
469;Totaal;Beverwijk;2e halfjaar 2015;;4670.0;;116.0
470;Totaal;Beverwijk;2015;;7718.0;;192.0
471;Totaal;Beverwijk;1e halfjaar 2016;;4726.0;;117.0
472;Totaal;Beverwijk;2e halfjaar 2016;;12802.0;;317.0
473;Totaal;Beverwijk;2016;;17528.0;;435.0
474;Totaal;Beverwijk;1e halfjaar 2017;;;;
475;Totaal;Beverwijk;2e halfjaar 2017;;;;
476;Totaal;Beverwijk;2017;;;;
477;Totaal;Beverwijk;1e halfjaar 2018;;5468.0;;133.0
478;Totaal;Beverwijk;2e halfjaar 2018;;;;
479;Totaal;Beverwijk;2018;;;;
480;Totaal;het Bildt;1e halfjaar 2015;;;;
481;Totaal;het Bildt;2e halfjaar 2015;;;;
482;Totaal;het Bildt;2015;;;;
483;Totaal;het Bildt;1e halfjaar 2016;;147.0;;14.0
484;Totaal;het Bildt;2e halfjaar 2016;;313.0;;30.0
485;Totaal;het Bildt;2016;;460.0;;44.0
486;Totaal;het Bildt;1e halfjaar 2017;;;;
487;Totaal;het Bildt;2e halfjaar 2017;;;;
