ID;Vervoerwijzen;RegioS;Perioden;Reizigerskilometers_1
0;100000;Nederland;2010;193.6
1;100000;Nederland;2011;198.5
2;100000;Nederland;2012;193.0
3;100000;Nederland;2013;199.5
4;100000;Nederland;2014;201.0
5;100000;Noord-Nederland (LD);2010;22.8
6;100000;Noord-Nederland (LD);2011;22.1
7;100000;Noord-Nederland (LD);2012;21.9
8;100000;Noord-Nederland (LD);2013;22.4
9;100000;Noord-Nederland (LD);2014;22.5
10;100000;Oost-Nederland (LD);2010;44.3
11;100000;Oost-Nederland (LD);2011;44.2
12;100000;Oost-Nederland (LD);2012;42.2
13;100000;Oost-Nederland (LD);2013;42.7
14;100000;Oost-Nederland (LD);2014;45.6
15;100000;West-Nederland (LD);2010;85.7
16;100000;West-Nederland (LD);2011;89.7
17;100000;West-Nederland (LD);2012;88.6
18;100000;West-Nederland (LD);2013;90.2
19;100000;West-Nederland (LD);2014;90.8
20;100000;Zuid-Nederland (LD);2010;40.8
21;100000;Zuid-Nederland (LD);2011;42.5
22;100000;Zuid-Nederland (LD);2012;40.3
23;100000;Zuid-Nederland (LD);2013;44.1
24;100000;Zuid-Nederland (LD);2014;42.0
25;100000;Groningen (PV);2010;7.9
26;100000;Groningen (PV);2011;8.1
27;100000;Groningen (PV);2012;7.5
28;100000;Groningen (PV);2013;7.2
29;100000;Groningen (PV);2014;7.3
30;100000;Friesland (PV);2010;8.1
31;100000;Friesland (PV);2011;7.4
32;100000;Friesland (PV);2012;8.0
33;100000;Friesland (PV);2013;8.2
34;100000;Friesland (PV);2014;8.5
35;100000;Drenthe (PV);2010;6.7
36;100000;Drenthe (PV);2011;6.6
37;100000;Drenthe (PV);2012;6.3
38;100000;Drenthe (PV);2013;7.1
39;100000;Drenthe (PV);2014;6.8
40;100000;Overijssel (PV);2010;13.3
41;100000;Overijssel (PV);2011;13.8
42;100000;Overijssel (PV);2012;13.3
43;100000;Overijssel (PV);2013;13.3
44;100000;Overijssel (PV);2014;14.0
45;100000;Flevoland (PV);2010;5.7
46;100000;Flevoland (PV);2011;5.4
47;100000;Flevoland (PV);2012;5.5
48;100000;Flevoland (PV);2013;5.1
49;100000;Flevoland (PV);2014;5.4
50;100000;Gelderland (PV);2010;25.3
51;100000;Gelderland (PV);2011;25.0
52;100000;Gelderland (PV);2012;23.4
53;100000;Gelderland (PV);2013;24.3
54;100000;Gelderland (PV);2014;26.2
55;100000;Utrecht (PV);2010;14.3
56;100000;Utrecht (PV);2011;14.7
57;100000;Utrecht (PV);2012;15.6
58;100000;Utrecht (PV);2013;16.0
59;100000;Utrecht (PV);2014;16.4
60;100000;Noord-Holland (PV);2010;29.8
61;100000;Noord-Holland (PV);2011;31.9
62;100000;Noord-Holland (PV);2012;29.3
63;100000;Noord-Holland (PV);2013;30.9
64;100000;Noord-Holland (PV);2014;31.0
65;100000;Zuid-Holland (PV);2010;36.8
66;100000;Zuid-Holland (PV);2011;38.4
67;100000;Zuid-Holland (PV);2012;38.8
68;100000;Zuid-Holland (PV);2013;38.4
69;100000;Zuid-Holland (PV);2014;38.9
70;100000;Zeeland (PV);2010;4.8
71;100000;Zeeland (PV);2011;4.6
72;100000;Zeeland (PV);2012;4.8
73;100000;Zeeland (PV);2013;5.0
74;100000;Zeeland (PV);2014;4.6
75;100000;Noord-Brabant (PV);2010;28.5
76;100000;Noord-Brabant (PV);2011;30.3
77;100000;Noord-Brabant (PV);2012;29.0
78;100000;Noord-Brabant (PV);2013;31.4
79;100000;Noord-Brabant (PV);2014;30.3
80;100000;Limburg (PV);2010;12.2
81;100000;Limburg (PV);2011;12.2
82;100000;Limburg (PV);2012;11.4
83;100000;Limburg (PV);2013;12.7
84;100000;Limburg (PV);2014;11.7
85;100760;Nederland;2010;95.4
86;100760;Nederland;2011;100.5
87;100760;Nederland;2012;96.7
88;100760;Nederland;2013;99.2
89;100760;Nederland;2014;99.3
90;100760;Noord-Nederland (LD);2010;11.3
91;100760;Noord-Nederland (LD);2011;11.5
92;100760;Noord-Nederland (LD);2012;11.7
93;100760;Noord-Nederland (LD);2013;11.3
94;100760;Noord-Nederland (LD);2014;11.6
95;100760;Oost-Nederland (LD);2010;22.9
96;100760;Oost-Nederland (LD);2011;23.3
97;100760;Oost-Nederland (LD);2012;22.4
98;100760;Oost-Nederland (LD);2013;22.6
99;100760;Oost-Nederland (LD);2014;22.5
100;100760;West-Nederland (LD);2010;39.9
101;100760;West-Nederland (LD);2011;43.0
102;100760;West-Nederland (LD);2012;41.5
103;100760;West-Nederland (LD);2013;42.8
104;100760;West-Nederland (LD);2014;43.3
105;100760;Zuid-Nederland (LD);2010;21.2
106;100760;Zuid-Nederland (LD);2011;22.7
107;100760;Zuid-Nederland (LD);2012;21.1
108;100760;Zuid-Nederland (LD);2013;22.5
109;100760;Zuid-Nederland (LD);2014;21.9
110;100760;Groningen (PV);2010;3.6
111;100760;Groningen (PV);2011;4.1
112;100760;Groningen (PV);2012;3.7
113;100760;Groningen (PV);2013;3.2
114;100760;Groningen (PV);2014;3.4
115;100760;Friesland (PV);2010;4.1
116;100760;Friesland (PV);2011;4.2
117;100760;Friesland (PV);2012;4.3
118;100760;Friesland (PV);2013;4.3
119;100760;Friesland (PV);2014;4.7
120;100760;Drenthe (PV);2010;3.6
121;100760;Drenthe (PV);2011;3.3
122;100760;Drenthe (PV);2012;3.6
123;100760;Drenthe (PV);2013;3.8
124;100760;Drenthe (PV);2014;3.5
125;100760;Overijssel (PV);2010;7.0
126;100760;Overijssel (PV);2011;7.7
127;100760;Overijssel (PV);2012;7.1
128;100760;Overijssel (PV);2013;7.3
129;100760;Overijssel (PV);2014;6.8
130;100760;Flevoland (PV);2010;2.8
131;100760;Flevoland (PV);2011;2.8
132;100760;Flevoland (PV);2012;2.9
133;100760;Flevoland (PV);2013;2.7
134;100760;Flevoland (PV);2014;2.7
135;100760;Gelderland (PV);2010;13.0
136;100760;Gelderland (PV);2011;12.8
137;100760;Gelderland (PV);2012;12.4
138;100760;Gelderland (PV);2013;12.7
139;100760;Gelderland (PV);2014;13.0
140;100760;Utrecht (PV);2010;7.1
141;100760;Utrecht (PV);2011;7.1
142;100760;Utrecht (PV);2012;7.6
143;100760;Utrecht (PV);2013;7.4
144;100760;Utrecht (PV);2014;8.3
145;100760;Noord-Holland (PV);2010;13.3
146;100760;Noord-Holland (PV);2011;15.3
147;100760;Noord-Holland (PV);2012;13.0
148;100760;Noord-Holland (PV);2013;14.8
149;100760;Noord-Holland (PV);2014;13.8
150;100760;Zuid-Holland (PV);2010;16.9
151;100760;Zuid-Holland (PV);2011;18.1
152;100760;Zuid-Holland (PV);2012;18.3
153;100760;Zuid-Holland (PV);2013;18.1
154;100760;Zuid-Holland (PV);2014;18.8
155;100760;Zeeland (PV);2010;2.6
156;100760;Zeeland (PV);2011;2.5
157;100760;Zeeland (PV);2012;2.6
158;100760;Zeeland (PV);2013;2.6
159;100760;Zeeland (PV);2014;2.5
160;100760;Noord-Brabant (PV);2010;15.0
161;100760;Noord-Brabant (PV);2011;16.1
162;100760;Noord-Brabant (PV);2012;15.2
163;100760;Noord-Brabant (PV);2013;15.8
164;100760;Noord-Brabant (PV);2014;15.8
165;100760;Limburg (PV);2010;6.2
166;100760;Limburg (PV);2011;6.5
167;100760;Limburg (PV);2012;5.9
168;100760;Limburg (PV);2013;6.7
169;100760;Limburg (PV);2014;6.1
170;100770;Nederland;2010;48.8
