ID;Bedrijfsafvalstoffen;NuttigeToepassingEnEindverwerking;BedrijfstakkenBranchesSBI2008;Perioden;Bedrijfsafval_1
4223;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;381 Inzameling van afval;2020;3.0
4224;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;381 Inzameling van afval;2021;3.0
4225;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;1994;
4226;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;1996;
4227;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;1998;
4228;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2000;
4229;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2001;
4230;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2002;
4231;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2003;
4232;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2004;
4233;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2005;
4234;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2006;
4235;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2007;5155.0
4236;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2008;5466.0
4237;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2009;5838.0
4238;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2010;5554.0
4239;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2011;5932.0
4240;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2012;4932.0
4241;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2013;5015.0
4242;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2014;5095.0
4243;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2015;4970.0
4244;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2016;5238.0
4245;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2017;5342.0
4246;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2018;5384.0
4247;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2019;5502.0
4248;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2020;5778.0
4249;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;382 Behandeling van afval;2021;5651.0
4250;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;1994;
4251;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;1996;842.0
4252;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;1998;796.0
4253;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2000;745.0
4254;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2001;708.0
4255;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2002;683.0
4256;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2003;696.0
4257;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2004;831.0
4258;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2005;840.0
4259;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2006;865.0
4260;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2007;863.0
4261;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2008;838.0
4262;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2009;660.0
4263;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2010;846.0
4264;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2011;811.0
4265;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2012;705.0
4266;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2013;694.0
4267;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2014;799.0
4268;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2015;822.0
4269;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2016;939.0
4270;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2017;937.0
4271;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2018;1023.0
4272;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2019;985.0
4273;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2020;1325.0
4274;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;383 Voorbereiding tot recycling;2021;1499.0
4275;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;1994;
4276;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;1996;
4277;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;1998;
4278;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2000;
4279;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2001;
4280;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2002;
4281;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2003;
4282;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2004;
4283;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2005;
4284;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2006;
4285;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2007;19.0
4286;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2008;20.0
4287;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2009;22.0
4288;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2010;99.0
4289;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2011;102.0
4290;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2012;57.0
4291;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2013;58.0
4292;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2014;57.0
4293;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2015;56.0
4294;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2016;61.0
4295;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2017;62.0
4296;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2018;66.0
4297;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2019;68.0
4298;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2020;71.0
4299;Niet-chemisch afval;Totaal bedrijfsafvalstoffen;390 Sanering en overig afvalbeheer;2021;70.0
4300;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;1994;
4301;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;1996;
4302;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;1998;
4303;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2000;
4304;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2001;
4305;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2002;
4306;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2003;
4307;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2004;
4308;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2005;
4309;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2006;
4310;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2007;19256.0
4311;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2008;19633.0
4312;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2009;18162.0
4313;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2010;19221.0
4314;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2011;19812.0
4315;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2012;19608.0
4316;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2013;19535.0
4317;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2014;19863.0
4318;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2015;20318.0
4319;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2016;20711.0
4320;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2017;21218.0
4321;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2018;20623.0
4322;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2019;19712.0
4323;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2020;19628.0
4324;Niet-chemisch afval;Totaal nuttige toepassing;B-E Nijverheid (geen bouw) en energie;2021;20062.0
4325;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;1994;8.0
4326;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;1996;174.0
4327;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;1998;179.0
4328;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2000;48.0
4329;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2001;35.0
4330;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2002;41.0
4331;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2003;142.0
4332;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2004;226.0
4333;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2005;193.0
4334;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2006;152.0
4335;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2007;121.0
4336;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2008;154.0
4337;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2009;102.0
4338;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2010;116.0
4339;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2011;112.0
4340;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2012;125.0
4341;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2013;115.0
4342;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2014;68.0
4343;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2015;85.0
4344;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2016;15.0
4345;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2017;14.0
4346;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2018;32.0
4347;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2019;31.0
4348;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2020;27.0
4349;Niet-chemisch afval;Totaal nuttige toepassing;B Delfstoffenwinning;2021;24.0
4350;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;1994;14684.0
4351;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;1996;14338.0
4352;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;1998;14521.0
4353;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2000;15409.0
4354;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2001;14864.0
4355;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2002;14176.0
4356;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2003;13636.0
4357;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2004;13977.0
4358;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2005;13725.0
4359;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2006;13671.0
4360;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2007;13971.0
4361;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2008;13774.0
4362;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2009;12242.0
4363;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2010;12185.0
4364;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2011;12485.0
4365;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2012;12677.0
4366;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2013;12384.0
4367;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2014;12085.0
4368;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2015;12195.0
4369;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2016;12376.0
4370;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2017;12840.0
4371;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2018;12509.0
4372;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2019;11956.0
4373;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2020;11848.0
4374;Niet-chemisch afval;Totaal nuttige toepassing;C Industrie;2021;12111.0
4375;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;1994;9659.0
4376;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;1996;9246.0
4377;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;1998;9142.0
4378;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2000;9497.0
4379;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2001;9348.0
4380;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2002;8426.0
4381;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2003;7908.0
4382;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2004;7882.0
4383;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2005;7531.0
4384;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2006;7648.0
4385;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2007;7762.0
4386;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2008;7640.0
4387;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2009;7694.0
4388;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2010;7691.0
4389;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2011;7688.0
4390;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2012;7980.0
4391;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2013;8176.0
4392;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2014;7944.0
4393;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2015;8010.0
4394;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2016;8204.0
4395;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2017;8414.0
4396;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2018;8437.0
4397;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2019;7983.0
4398;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2020;8028.0
4399;Niet-chemisch afval;Totaal nuttige toepassing;10-12 Voedings-, genotmiddelenindustrie;2021;8116.0
4400;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;1994;8999.0
4401;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;1996;8491.0
4402;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;1998;8429.0
4403;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2000;8737.0
4404;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2001;8605.0
4405;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2002;7678.0
4406;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2003;7166.0
4407;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2004;7151.0
4408;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2005;6794.0
4409;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2006;6887.0
4410;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2007;6993.0
4411;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2008;6811.0
4412;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2009;6915.0
4413;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2010;6866.0
4414;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2011;6945.0
4415;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2012;7315.0
4416;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2013;7476.0
4417;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2014;7286.0
4418;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2015;7359.0
4419;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2016;7529.0
4420;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2017;7728.0
4421;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2018;7743.0
4422;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2019;7301.0
4423;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2020;7383.0
4424;Niet-chemisch afval;Totaal nuttige toepassing;10 Voedingsmiddelenindustrie;2021;7473.0
4425;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;1994;645.0
4426;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;1996;737.0
4427;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;1998;697.0
4428;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2000;742.0
4429;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2001;725.0
4430;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2002;730.0
4431;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2003;725.0
4432;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2004;712.0
4433;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2005;718.0
4434;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2006;742.0
4435;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2007;750.0
4436;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2008;811.0
4437;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2009;761.0
4438;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2010;810.0
4439;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2011;727.0
4440;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2012;650.0
4441;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2013;686.0
4442;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2014;646.0
4443;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2015;646.0
4444;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2016;672.0
4445;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2017;682.0
4446;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2018;691.0
4447;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2019;679.0
4448;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2020;641.0
4449;Niet-chemisch afval;Totaal nuttige toepassing;11 Drankenindustrie;2021;641.0
4450;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;1994;15.0
4451;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;1996;19.0
4452;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;1998;17.0
4453;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2000;18.0
4454;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2001;18.0
4455;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2002;18.0
4456;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2003;17.0
4457;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2004;20.0
4458;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2005;20.0
4459;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2006;19.0
4460;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2007;19.0
4461;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2008;18.0
4462;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2009;18.0
4463;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2010;15.0
4464;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2011;16.0
4465;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2012;15.0
4466;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2013;15.0
4467;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2014;12.0
4468;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2015;4.0
4469;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2016;4.0
4470;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2017;4.0
4471;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2018;3.0
4472;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2019;3.0
4473;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2020;3.0
4474;Niet-chemisch afval;Totaal nuttige toepassing;12 Tabaksindustrie;2021;3.0
4475;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;1994;24.0
4476;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;1996;46.0
4477;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;1998;44.0
4478;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2000;29.0
4479;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2001;16.0
4480;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2002;37.0
4481;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2003;41.0
4482;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2004;25.0
4483;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2005;24.0
4484;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2006;30.0
4485;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2007;31.0
4486;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2008;53.0
4487;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2009;47.0
4488;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2010;33.0
4489;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2011;34.0
4490;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2012;35.0
4491;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2013;35.0
4492;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2014;26.0
4493;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2015;27.0
4494;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2016;34.0
4495;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2017;36.0
4496;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2018;38.0
4497;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2019;37.0
4498;Niet-chemisch afval;Totaal nuttige toepassing;13-15 Textiel-, kleding-, lederindustrie;2020;46.0
