ID;RegioS;Perioden;TotaleWoningvoorraad_1;AantalBewoondeWoningen_2;TotaalAantal_3;Leegstand_4;AnderGebruik_5;BewoondeWoningen_6;TotaalRelatief_7;Leegstand_8;AnderGebruik_9
555;Albrandswaard;2008;9033.0;8578.0;455.0;395.0;60.0;95.0;5.0;4.4;0.7
556;Albrandswaard;2009;9187.0;8743.0;444.0;339.0;105.0;95.2;4.8;3.7;1.1
557;Albrandswaard;2010;9777.0;9245.0;532.0;376.0;156.0;94.6;5.4;3.8;1.6
558;Albrandswaard;2011;9996.0;9541.0;455.0;379.0;76.0;95.4;4.6;3.8;0.8
559;Albrandswaard;2012;10041.0;9674.0;367.0;312.0;55.0;96.3;3.7;3.1;0.5
560;Alkemade;2008;5410.0;5171.0;239.0;191.0;48.0;95.6;4.4;3.5;0.9
561;Alkemade;2009;;;;;;;;;
562;Alkemade;2010;;;;;;;;;
563;Alkemade;2011;;;;;;;;;
564;Alkemade;2012;;;;;;;;;
565;Alkmaar;2008;42648.0;41187.0;1461.0;1274.0;187.0;96.6;3.4;3.0;0.4
566;Alkmaar;2009;42844.0;41248.0;1596.0;1319.0;277.0;96.3;3.7;3.1;0.6
567;Alkmaar;2010;43067.0;41553.0;1514.0;1243.0;271.0;96.5;3.5;2.9;0.6
568;Alkmaar;2011;43231.0;41816.0;1415.0;1083.0;332.0;96.7;3.3;2.5;0.8
569;Alkmaar;2012;43771.0;42153.0;1618.0;1287.0;331.0;96.3;3.7;2.9;0.8
570;Almelo;2008;31219.0;29558.0;1661.0;1443.0;218.0;94.7;5.3;4.6;0.7
571;Almelo;2009;31479.0;29681.0;1798.0;1599.0;199.0;94.3;5.7;5.1;0.6
572;Almelo;2010;31514.0;29881.0;1633.0;1367.0;266.0;94.8;5.2;4.3;0.8
573;Almelo;2011;31477.0;29952.0;1525.0;1316.0;209.0;95.2;4.8;4.2;0.7
574;Almelo;2012;31559.0;30042.0;1517.0;1333.0;184.0;95.2;4.8;4.2;0.6
575;Almere;2008;71029.0;69255.0;1774.0;1590.0;184.0;97.5;2.5;2.2;0.3
576;Almere;2009;72373.0;70589.0;1784.0;1547.0;237.0;97.5;2.5;2.1;0.3
577;Almere;2010;73672.0;71648.0;2024.0;1772.0;252.0;97.3;2.7;2.4;0.3
578;Almere;2011;75304.0;72853.0;2451.0;1978.0;473.0;96.7;3.3;2.6;0.6
579;Almere;2012;76303.0;74179.0;2124.0;1890.0;234.0;97.2;2.8;2.5;0.3
580;Alphen aan den Rijn;2008;29726.0;28592.0;1134.0;988.0;146.0;96.2;3.8;3.3;0.5
581;Alphen aan den Rijn;2009;30033.0;28876.0;1157.0;969.0;188.0;96.1;3.9;3.2;0.6
582;Alphen aan den Rijn;2010;30280.0;29119.0;1161.0;999.0;162.0;96.2;3.8;3.3;0.5
583;Alphen aan den Rijn;2011;30315.0;29072.0;1243.0;1082.0;161.0;95.9;4.1;3.6;0.5
584;Alphen aan den Rijn;2012;30703.0;29451.0;1252.0;1104.0;148.0;95.9;4.1;3.6;0.5
585;Alphen-Chaam;2008;3705.0;3545.0;160.0;130.0;30.0;95.7;4.3;3.5;0.8
586;Alphen-Chaam;2009;3703.0;3523.0;180.0;145.0;35.0;95.1;4.9;3.9;0.9
587;Alphen-Chaam;2010;3735.0;3514.0;221.0;181.0;40.0;94.1;5.9;4.8;1.1
588;Alphen-Chaam;2011;3727.0;3535.0;192.0;154.0;38.0;94.8;5.2;4.1;1.0
589;Alphen-Chaam;2012;3781.0;3556.0;225.0;184.0;41.0;94.0;6.0;4.9;1.1
590;Ambt Montfort;2008;;;;;;;;;
591;Ambt Montfort;2009;;;;;;;;;
592;Ambt Montfort;2010;;;;;;;;;
593;Ambt Montfort;2011;;;;;;;;;
594;Ambt Montfort;2012;;;;;;;;;
595;Ameland;2008;1554.0;1357.0;197.0;118.0;79.0;87.3;12.7;7.6;5.1
596;Ameland;2009;1563.0;1360.0;203.0;147.0;56.0;87.0;13.0;9.4;3.6
597;Ameland;2010;1568.0;1360.0;208.0;156.0;52.0;86.7;13.3;9.9;3.3
598;Ameland;2011;1577.0;1365.0;212.0;156.0;56.0;86.6;13.4;9.9;3.6
599;Ameland;2012;1593.0;1380.0;213.0;154.0;59.0;86.6;13.4;9.7;3.7
600;Amersfoort;2008;58618.0;56462.0;2156.0;1788.0;368.0;96.3;3.7;3.1;0.6
601;Amersfoort;2009;59653.0;57298.0;2355.0;1849.0;506.0;96.1;3.9;3.1;0.8
602;Amersfoort;2010;60605.0;58131.0;2474.0;1962.0;512.0;95.9;4.1;3.2;0.8
603;Amersfoort;2011;61314.0;58701.0;2613.0;1996.0;617.0;95.7;4.3;3.3;1.0
604;Amersfoort;2012;61814.0;59298.0;2516.0;2048.0;468.0;95.9;4.1;3.3;0.8
605;Amstelveen;2008;36328.0;34072.0;2256.0;2027.0;229.0;93.8;6.2;5.6;0.6
606;Amstelveen;2009;36981.0;34254.0;2727.0;2312.0;415.0;92.6;7.4;6.3;1.1
607;Amstelveen;2010;37171.0;34722.0;2449.0;2053.0;396.0;93.4;6.6;5.5;1.1
608;Amstelveen;2011;37442.0;34962.0;2480.0;2111.0;369.0;93.4;6.6;5.6;1.0
609;Amstelveen;2012;37954.0;35610.0;2344.0;2030.0;314.0;93.8;6.2;5.3;0.8
610;Amsterdam;2008;387531.0;348805.0;38726.0;35492.0;3234.0;90.0;10.0;9.2;0.8
611;Amsterdam;2009;391181.0;351556.0;39625.0;36573.0;3052.0;89.9;10.1;9.3;0.8
612;Amsterdam;2010;394196.0;354847.0;39349.0;36152.0;3197.0;90.0;10.0;9.2;0.8
613;Amsterdam;2011;397460.0;358963.0;38497.0;35255.0;3242.0;90.3;9.7;8.9;0.8
614;Amsterdam;2012;399817.0;362727.0;37090.0;34077.0;3013.0;90.7;9.3;8.5;0.8
615;Andijk;2008;2585.0;2506.0;79.0;72.0;7.0;96.9;3.1;2.8;0.3
616;Andijk;2009;2587.0;2499.0;88.0;78.0;10.0;96.6;3.4;3.0;0.4
617;Andijk;2010;2594.0;2511.0;83.0;75.0;8.0;96.8;3.2;2.9;0.3
618;Andijk;2011;;;;;;;;;
619;Andijk;2012;;;;;;;;;
620;Anna Paulowna;2008;5677.0;5524.0;153.0;129.0;24.0;97.3;2.7;2.3;0.4
621;Anna Paulowna;2009;5750.0;5552.0;198.0;170.0;28.0;96.6;3.4;3.0;0.5
622;Anna Paulowna;2010;5800.0;5603.0;197.0;145.0;52.0;96.6;3.4;2.5;0.9
623;Anna Paulowna;2011;5798.0;5654.0;144.0;122.0;22.0;97.5;2.5;2.1;0.4
624;Anna Paulowna;2012;;;;;;;;;
625;Apeldoorn;2008;64891.0;61818.0;3073.0;2683.0;390.0;95.3;4.7;4.1;0.6
626;Apeldoorn;2009;65685.0;62171.0;3514.0;3145.0;369.0;94.7;5.3;4.8;0.6
627;Apeldoorn;2010;65956.0;62852.0;3104.0;2573.0;531.0;95.3;4.7;3.9;0.8
628;Apeldoorn;2011;66160.0;63022.0;3138.0;2657.0;481.0;95.3;4.7;4.0;0.7
629;Apeldoorn;2012;66648.0;63619.0;3029.0;2613.0;416.0;95.5;4.5;3.9;0.6
630;Appingedam;2008;5513.0;5212.0;301.0;245.0;56.0;94.5;5.5;4.4;1.0
631;Appingedam;2009;5521.0;5248.0;273.0;221.0;52.0;95.1;4.9;4.0;0.9
632;Appingedam;2010;5524.0;5257.0;267.0;221.0;46.0;95.2;4.8;4.0;0.8
633;Appingedam;2011;5524.0;5224.0;300.0;249.0;51.0;94.6;5.4;4.5;0.9
634;Appingedam;2012;5598.0;5289.0;309.0;260.0;49.0;94.5;5.5;4.6;0.9
635;Arcen en Velden;2008;3639.0;3464.0;175.0;131.0;44.0;95.2;4.8;3.6;1.2
636;Arcen en Velden;2009;3677.0;3479.0;198.0;160.0;38.0;94.6;5.4;4.4;1.0
637;Arcen en Velden;2010;;;;;;;;;
638;Arcen en Velden;2011;;;;;;;;;
639;Arcen en Velden;2012;;;;;;;;;
640;Arnhem;2008;66264.0;62733.0;3531.0;3181.0;350.0;94.7;5.3;4.8;0.5
641;Arnhem;2009;67018.0;63420.0;3598.0;3129.0;469.0;94.6;5.4;4.7;0.7
642;Arnhem;2010;68096.0;64337.0;3759.0;3255.0;504.0;94.5;5.5;4.8;0.7
643;Arnhem;2011;68127.0;64740.0;3387.0;2899.0;488.0;95.0;5.0;4.3;0.7
644;Arnhem;2012;68828.0;65181.0;3647.0;3241.0;406.0;94.7;5.3;4.7;0.6
645;Assen;2008;28565.0;27284.0;1281.0;1094.0;187.0;95.5;4.5;3.8;0.7
646;Assen;2009;29223.0;27850.0;1373.0;1097.0;276.0;95.3;4.7;3.8;0.9
647;Assen;2010;29622.0;28309.0;1313.0;1069.0;244.0;95.6;4.4;3.6;0.8
648;Assen;2011;29702.0;28352.0;1350.0;980.0;370.0;95.5;4.5;3.3;1.2
649;Assen;2012;29782.0;28567.0;1215.0;948.0;267.0;95.9;4.1;3.2;0.9
650;Asten;2008;6408.0;6213.0;195.0;162.0;33.0;97.0;3.0;2.5;0.5
651;Asten;2009;6457.0;6245.0;212.0;169.0;43.0;96.7;3.3;2.6;0.7
652;Asten;2010;6522.0;6304.0;218.0;175.0;43.0;96.7;3.3;2.7;0.7
653;Asten;2011;6599.0;6352.0;247.0;177.0;70.0;96.3;3.7;2.7;1.1
654;Asten;2012;6605.0;6389.0;216.0;173.0;43.0;96.7;3.3;2.6;0.7
655;Baarle-Nassau;2008;2476.0;2335.0;141.0;91.0;50.0;94.3;5.7;3.7;2.0
656;Baarle-Nassau;2009;2513.0;2351.0;162.0;116.0;46.0;93.6;6.4;4.6;1.8
657;Baarle-Nassau;2010;2531.0;2332.0;199.0;152.0;47.0;92.1;7.9;6.0;1.9
658;Baarle-Nassau;2011;2526.0;2350.0;176.0;118.0;58.0;93.0;7.0;4.7;2.3
659;Baarle-Nassau;2012;2532.0;2348.0;184.0;125.0;59.0;92.7;7.3;4.9;2.3
660;Baarn;2008;10514.0;9922.0;592.0;468.0;124.0;94.4;5.6;4.5;1.2
661;Baarn;2009;10561.0;9868.0;693.0;555.0;138.0;93.4;6.6;5.3;1.3
662;Baarn;2010;10669.0;9843.0;826.0;669.0;157.0;92.3;7.7;6.3;1.5
663;Baarn;2011;10709.0;9922.0;787.0;600.0;187.0;92.7;7.3;5.6;1.7
664;Baarn;2012;10709.0;9649.0;1060.0;868.0;192.0;90.1;9.9;8.1;1.8
665;Barendrecht;2008;17637.0;17008.0;629.0;572.0;57.0;96.4;3.6;3.2;0.3
666;Barendrecht;2009;18029.0;17449.0;580.0;455.0;125.0;96.8;3.2;2.5;0.7
667;Barendrecht;2010;18286.0;17679.0;607.0;524.0;83.0;96.7;3.3;2.9;0.5
668;Barendrecht;2011;18356.0;17807.0;549.0;486.0;63.0;97.0;3.0;2.6;0.3
669;Barendrecht;2012;18441.0;17959.0;482.0;445.0;37.0;97.4;2.6;2.4;0.2
670;Barneveld;2008;18068.0;16851.0;1217.0;1001.0;216.0;93.3;6.7;5.5;1.2
671;Barneveld;2009;18224.0;17169.0;1055.0;848.0;207.0;94.2;5.8;4.7;1.1
672;Barneveld;2010;18509.0;17338.0;1171.0;839.0;332.0;93.7;6.3;4.5;1.8
673;Barneveld;2011;18779.0;17612.0;1167.0;892.0;275.0;93.8;6.2;4.7;1.5
674;Barneveld;2012;19016.0;17729.0;1287.0;1057.0;230.0;93.2;6.8;5.6;1.2
675;Bedum;2008;4281.0;4054.0;227.0;202.0;25.0;94.7;5.3;4.7;0.6
676;Bedum;2009;4281.0;3975.0;306.0;233.0;73.0;92.9;7.1;5.4;1.7
677;Bedum;2010;4321.0;4016.0;305.0;230.0;75.0;92.9;7.1;5.3;1.7
678;Bedum;2011;4356.0;4070.0;286.0;248.0;38.0;93.4;6.6;5.7;0.9
679;Bedum;2012;4412.0;4189.0;223.0;199.0;24.0;94.9;5.1;4.5;0.5
680;Beek;2008;7275.0;6940.0;335.0;264.0;71.0;95.4;4.6;3.6;1.0
681;Beek;2009;7312.0;6963.0;349.0;278.0;71.0;95.2;4.8;3.8;1.0
682;Beek;2010;7376.0;7010.0;366.0;282.0;84.0;95.0;5.0;3.8;1.1
683;Beek;2011;7380.0;7033.0;347.0;259.0;88.0;95.3;4.7;3.5;1.2
684;Beek;2012;7391.0;7087.0;304.0;221.0;83.0;95.9;4.1;3.0;1.1
685;Beemster;2008;3382.0;3228.0;154.0;126.0;28.0;95.4;4.6;3.7;0.8
686;Beemster;2009;3383.0;3257.0;126.0;106.0;20.0;96.3;3.7;3.1;0.6
687;Beemster;2010;3416.0;3277.0;139.0;120.0;19.0;95.9;4.1;3.5;0.6
688;Beemster;2011;3436.0;3291.0;145.0;98.0;47.0;95.8;4.2;2.9;1.4
689;Beemster;2012;3509.0;3358.0;151.0;127.0;24.0;95.7;4.3;3.6;0.7
690;Beesel;2008;5738.0;5424.0;314.0;275.0;39.0;94.5;5.5;4.8;0.7
691;Beesel;2009;5825.0;5534.0;291.0;246.0;45.0;95.0;5.0;4.2;0.8
692;Beesel;2010;5862.0;5626.0;236.0;179.0;57.0;96.0;4.0;3.1;1.0
693;Beesel;2011;5866.0;5638.0;228.0;180.0;48.0;96.1;3.9;3.1;0.8
694;Beesel;2012;5869.0;5632.0;237.0;173.0;64.0;96.0;4.0;2.9;1.1
695;Bellingwedde;2008;4087.0;3900.0;187.0;147.0;40.0;95.4;4.6;3.6;1.0
696;Bellingwedde;2009;4085.0;3894.0;191.0;160.0;31.0;95.3;4.7;3.9;0.8
697;Bellingwedde;2010;4105.0;3902.0;203.0;172.0;31.0;95.1;4.9;4.2;0.8
698;Bellingwedde;2011;4089.0;3878.0;211.0;174.0;37.0;94.8;5.2;4.3;0.9
699;Bellingwedde;2012;4089.0;3863.0;226.0;189.0;37.0;94.5;5.5;4.6;0.9
700;Bennebroek;2008;2215.0;1935.0;280.0;237.0;43.0;87.4;12.6;10.7;1.9
701;Bennebroek;2009;;;;;;;;;
702;Bennebroek;2010;;;;;;;;;
703;Bennebroek;2011;;;;;;;;;
704;Bennebroek;2012;;;;;;;;;
705;Bergambacht;2008;3809.0;3621.0;188.0;158.0;30.0;95.1;4.9;4.1;0.8
706;Bergambacht;2009;3872.0;3673.0;199.0;150.0;49.0;94.9;5.1;3.9;1.3
707;Bergambacht;2010;3893.0;3722.0;171.0;141.0;30.0;95.6;4.4;3.6;0.8
708;Bergambacht;2011;3922.0;3726.0;196.0;154.0;42.0;95.0;5.0;3.9;1.1
709;Bergambacht;2012;4023.0;3777.0;246.0;215.0;31.0;93.9;6.1;5.3;0.8
710;Bergeijk;2008;6929.0;6554.0;375.0;253.0;122.0;94.6;5.4;3.7;1.8
711;Bergeijk;2009;7012.0;6603.0;409.0;327.0;82.0;94.2;5.8;4.7;1.2
712;Bergeijk;2010;7059.0;6640.0;419.0;329.0;90.0;94.1;5.9;4.7;1.3
713;Bergeijk;2011;7143.0;6675.0;468.0;366.0;102.0;93.4;6.6;5.1;1.4
714;Bergeijk;2012;7260.0;6766.0;494.0;406.0;88.0;93.2;6.8;5.6;1.2
715;Bergen (L.);2008;5335.0;5164.0;171.0;130.0;41.0;96.8;3.2;2.4;0.8
716;Bergen (L.);2009;5378.0;5182.0;196.0;154.0;42.0;96.4;3.6;2.9;0.8
717;Bergen (L.);2010;5398.0;5183.0;215.0;174.0;41.0;96.0;4.0;3.2;0.8
718;Bergen (L.);2011;5440.0;5190.0;250.0;205.0;45.0;95.4;4.6;3.8;0.8
719;Bergen (L.);2012;5470.0;5253.0;217.0;185.0;32.0;96.0;4.0;3.4;0.6
720;Bergen (NH.);2008;13983.0;12523.0;1460.0;883.0;577.0;89.6;10.4;6.3;4.1
721;Bergen (NH.);2009;14049.0;12548.0;1501.0;944.0;557.0;89.3;10.7;6.7;4.0
722;Bergen (NH.);2010;14055.0;12519.0;1536.0;960.0;576.0;89.1;10.9;6.8;4.1
723;Bergen (NH.);2011;14108.0;12518.0;1590.0;976.0;614.0;88.7;11.3;6.9;4.4
724;Bergen (NH.);2012;14140.0;12518.0;1622.0;1011.0;611.0;88.5;11.5;7.1;4.3
725;Bergen op Zoom;2008;28413.0;26875.0;1538.0;1383.0;155.0;94.6;5.4;4.9;0.5
726;Bergen op Zoom;2009;28766.0;27126.0;1640.0;1454.0;186.0;94.3;5.7;5.1;0.6
727;Bergen op Zoom;2010;28987.0;27320.0;1667.0;1524.0;143.0;94.2;5.8;5.3;0.5
728;Bergen op Zoom;2011;29080.0;27571.0;1509.0;1377.0;132.0;94.8;5.2;4.7;0.5
729;Bergen op Zoom;2012;29305.0;27763.0;1542.0;1428.0;114.0;94.7;5.3;4.9;0.4
730;Bergschenhoek;2008;;;;;;;;;
731;Bergschenhoek;2009;;;;;;;;;
732;Bergschenhoek;2010;;;;;;;;;
733;Bergschenhoek;2011;;;;;;;;;
734;Bergschenhoek;2012;;;;;;;;;
735;Berkel en Rodenrijs;2008;;;;;;;;;
736;Berkel en Rodenrijs;2009;;;;;;;;;
737;Berkel en Rodenrijs;2010;;;;;;;;;
738;Berkel en Rodenrijs;2011;;;;;;;;;
739;Berkel en Rodenrijs;2012;;;;;;;;;
740;Berkelland;2008;17832.0;16865.0;967.0;803.0;164.0;94.6;5.4;4.5;0.9
741;Berkelland;2009;17978.0;16938.0;1040.0;865.0;175.0;94.2;5.8;4.8;1.0
742;Berkelland;2010;18011.0;16981.0;1030.0;864.0;166.0;94.3;5.7;4.8;0.9
743;Berkelland;2011;18242.0;17079.0;1163.0;934.0;229.0;93.6;6.4;5.1;1.3
744;Berkelland;2012;18310.0;17163.0;1147.0;949.0;198.0;93.7;6.3;5.2;1.1
745;Bernheze;2008;10926.0;10568.0;358.0;300.0;58.0;96.7;3.3;2.7;0.5
746;Bernheze;2009;10971.0;10587.0;384.0;314.0;70.0;96.5;3.5;2.9;0.6
747;Bernheze;2010;11174.0;10708.0;466.0;393.0;73.0;95.8;4.2;3.5;0.7
748;Bernheze;2011;11217.0;10794.0;423.0;358.0;65.0;96.2;3.8;3.2;0.6
749;Bernheze;2012;11300.0;10871.0;429.0;358.0;71.0;96.2;3.8;3.2;0.6
750;Bernisse;2008;5283.0;5058.0;225.0;170.0;55.0;95.7;4.3;3.2;1.0
751;Bernisse;2009;5286.0;5066.0;220.0;170.0;50.0;95.8;4.2;3.2;0.9
752;Bernisse;2010;5309.0;5043.0;266.0;195.0;71.0;95.0;5.0;3.7;1.3
753;Bernisse;2011;5393.0;5090.0;303.0;211.0;92.0;94.4;5.6;3.9;1.7
754;Bernisse;2012;5439.0;5153.0;286.0;223.0;63.0;94.7;5.3;4.1;1.2
755;Best;2008;11567.0;11160.0;407.0;355.0;52.0;96.5;3.5;3.1;0.4
756;Best;2009;11617.0;11186.0;431.0;362.0;69.0;96.3;3.7;3.1;0.6
757;Best;2010;11632.0;11206.0;426.0;351.0;75.0;96.3;3.7;3.0;0.6
758;Best;2011;11640.0;11205.0;435.0;361.0;74.0;96.3;3.7;3.1;0.6
759;Best;2012;11710.0;11287.0;423.0;352.0;71.0;96.4;3.6;3.0;0.6
760;Beuningen;2008;10007.0;9708.0;299.0;247.0;52.0;97.0;3.0;2.5;0.5
761;Beuningen;2009;10057.0;9779.0;278.0;231.0;47.0;97.2;2.8;2.3;0.5
762;Beuningen;2010;10227.0;9934.0;293.0;259.0;34.0;97.1;2.9;2.5;0.3
763;Beuningen;2011;10293.0;10019.0;274.0;205.0;69.0;97.3;2.7;2.0;0.7
764;Beuningen;2012;10344.0;10052.0;292.0;257.0;35.0;97.2;2.8;2.5;0.3
765;Beverwijk;2008;16691.0;15741.0;950.0;816.0;134.0;94.3;5.7;4.9;0.8
766;Beverwijk;2009;16908.0;15975.0;933.0;808.0;125.0;94.5;5.5;4.8;0.7
767;Beverwijk;2010;16917.0;15978.0;939.0;808.0;131.0;94.4;5.6;4.8;0.8
768;Beverwijk;2011;17253.0;16280.0;973.0;817.0;156.0;94.4;5.6;4.7;0.9
769;Beverwijk;2012;17609.0;16563.0;1046.0;915.0;131.0;94.1;5.9;5.2;0.7
770;het Bildt;2008;4545.0;4317.0;228.0;172.0;56.0;95.0;5.0;3.8;1.2
771;het Bildt;2009;4550.0;4297.0;253.0;201.0;52.0;94.4;5.6;4.4;1.1
772;het Bildt;2010;4615.0;4353.0;262.0;200.0;62.0;94.3;5.7;4.3;1.3
773;het Bildt;2011;4633.0;4355.0;278.0;223.0;55.0;94.0;6.0;4.8;1.2
774;het Bildt;2012;4638.0;4376.0;262.0;209.0;53.0;94.4;5.6;4.5;1.1
775;De Bilt;2008;18246.0;16995.0;1251.0;939.0;312.0;93.1;6.9;5.1;1.7
776;De Bilt;2009;18246.0;17001.0;1245.0;1070.0;175.0;93.2;6.8;5.9;1.0
777;De Bilt;2010;18278.0;17009.0;1269.0;1093.0;176.0;93.1;6.9;6.0;1.0
778;De Bilt;2011;18291.0;17017.0;1274.0;1095.0;179.0;93.0;7.0;6.0;1.0
779;De Bilt;2012;18292.0;16954.0;1338.0;1135.0;203.0;92.7;7.3;6.2;1.1
780;Binnenmaas;2008;12008.0;11595.0;413.0;363.0;50.0;96.6;3.4;3.0;0.4
781;Binnenmaas;2009;12141.0;11736.0;405.0;358.0;47.0;96.7;3.3;2.9;0.4
782;Binnenmaas;2010;12157.0;11758.0;399.0;362.0;37.0;96.7;3.3;3.0;0.3
783;Binnenmaas;2011;12296.0;11838.0;458.0;418.0;40.0;96.3;3.7;3.4;0.3
784;Binnenmaas;2012;12321.0;11857.0;464.0;416.0;48.0;96.2;3.8;3.4;0.4
785;Bladel;2008;7379.0;7007.0;372.0;287.0;85.0;95.0;5.0;3.9;1.2
786;Bladel;2009;7566.0;7110.0;456.0;298.0;158.0;94.0;6.0;3.9;2.1
787;Bladel;2010;7666.0;7193.0;473.0;350.0;123.0;93.8;6.2;4.6;1.6
788;Bladel;2011;7825.0;7314.0;511.0;410.0;101.0;93.5;6.5;5.2;1.3
789;Bladel;2012;7902.0;7427.0;475.0;363.0;112.0;94.0;6.0;4.6;1.4
790;Blaricum;2008;3973.0;3801.0;172.0;138.0;34.0;95.7;4.3;3.5;0.9
791;Blaricum;2009;3974.0;3791.0;183.0;148.0;35.0;95.4;4.6;3.7;0.9
792;Blaricum;2010;4008.0;3818.0;190.0;160.0;30.0;95.3;4.7;4.0;0.7
793;Blaricum;2011;4081.0;3833.0;248.0;192.0;56.0;93.9;6.1;4.7;1.4
794;Blaricum;2012;4087.0;3867.0;220.0;171.0;49.0;94.6;5.4;4.2;1.2
795;Bleiswijk;2008;;;;;;;;;
796;Bleiswijk;2009;;;;;;;;;
797;Bleiswijk;2010;;;;;;;;;
798;Bleiswijk;2011;;;;;;;;;
799;Bleiswijk;2012;;;;;;;;;
800;Bloemendaal;2008;6908.0;6465.0;443.0;358.0;85.0;93.6;6.4;5.2;1.2
801;Bloemendaal;2009;9126.0;8393.0;733.0;608.0;125.0;92.0;8.0;6.7;1.4
802;Bloemendaal;2010;9117.0;8397.0;720.0;605.0;115.0;92.1;7.9;6.6;1.3
803;Bloemendaal;2011;9140.0;8254.0;886.0;762.0;124.0;90.3;9.7;8.3;1.4
804;Bloemendaal;2012;9196.0;8398.0;798.0;639.0;159.0;91.3;8.7;6.9;1.7
805;Boarnsterhim;2008;8057.0;7459.0;598.0;483.0;115.0;92.6;7.4;6.0;1.4
806;Boarnsterhim;2009;8190.0;7526.0;664.0;511.0;153.0;91.9;8.1;6.2;1.9
807;Boarnsterhim;2010;8217.0;7575.0;642.0;511.0;131.0;92.2;7.8;6.2;1.6
808;Boarnsterhim;2011;8247.0;7540.0;707.0;516.0;191.0;91.4;8.6;6.3;2.3
809;Boarnsterhim;2012;8243.0;7587.0;656.0;478.0;178.0;92.0;8.0;5.8;2.2
810;Bodegraven;2008;7282.0;7016.0;266.0;222.0;44.0;96.3;3.7;3.0;0.6
811;Bodegraven;2009;7465.0;7099.0;366.0;283.0;83.0;95.1;4.9;3.8;1.1
812;Bodegraven;2010;7445.0;7145.0;300.0;258.0;42.0;96.0;4.0;3.5;0.6
813;Bodegraven;2011;;;;;;;;;
814;Bodegraven;2012;;;;;;;;;
815;Bodegraven-Reeuwijk;2008;;;;;;;;;
816;Bodegraven-Reeuwijk;2009;;;;;;;;;
817;Bodegraven-Reeuwijk;2010;;;;;;;;;
818;Bodegraven-Reeuwijk;2011;12832.0;12126.0;706.0;565.0;141.0;94.5;5.5;4.4;1.1
819;Bodegraven-Reeuwijk;2012;13008.0;12246.0;762.0;644.0;118.0;94.1;5.9;5.0;0.9
820;Boekel;2008;3376.0;3225.0;151.0;124.0;27.0;95.5;4.5;3.7;0.8
821;Boekel;2009;3374.0;3224.0;150.0;121.0;29.0;95.6;4.4;3.6;0.9
822;Boekel;2010;3374.0;3205.0;169.0;134.0;35.0;95.0;5.0;4.0;1.0
823;Boekel;2011;3568.0;3376.0;192.0;151.0;41.0;94.6;5.4;4.2;1.1
824;Boekel;2012;3623.0;3426.0;197.0;153.0;44.0;94.6;5.4;4.2;1.2
825;Ten Boer;2008;2858.0;2739.0;119.0;94.0;25.0;95.8;4.2;3.3;0.9
826;Ten Boer;2009;2939.0;2809.0;130.0;112.0;18.0;95.6;4.4;3.8;0.6
827;Ten Boer;2010;2945.0;2814.0;131.0;109.0;22.0;95.6;4.4;3.7;0.7
828;Ten Boer;2011;2977.0;2870.0;107.0;84.0;23.0;96.4;3.6;2.8;0.8
829;Ten Boer;2012;3001.0;2866.0;135.0;118.0;17.0;95.5;4.5;3.9;0.6
830;Bolsward;2008;4354.0;4131.0;223.0;199.0;24.0;94.9;5.1;4.6;0.6
831;Bolsward;2009;4379.0;4176.0;203.0;173.0;30.0;95.4;4.6;4.0;0.7
832;Bolsward;2010;4387.0;4219.0;168.0;138.0;30.0;96.2;3.8;3.1;0.7
833;Bolsward;2011;;;;;;;;;
834;Bolsward;2012;;;;;;;;;
835;Borger-Odoorn;2008;10891.0;10398.0;493.0;403.0;90.0;95.5;4.5;3.7;0.8
836;Borger-Odoorn;2009;10925.0;10421.0;504.0;400.0;104.0;95.4;4.6;3.7;1.0
837;Borger-Odoorn;2010;11017.0;10482.0;535.0;432.0;103.0;95.1;4.9;3.9;0.9
838;Borger-Odoorn;2011;11062.0;10493.0;569.0;466.0;103.0;94.9;5.1;4.2;0.9
839;Borger-Odoorn;2012;11081.0;10481.0;600.0;499.0;101.0;94.6;5.4;4.5;0.9
840;Borne;2008;8371.0;7913.0;458.0;352.0;106.0;94.5;5.5;4.2;1.3
841;Borne;2009;8591.0;8125.0;466.0;322.0;144.0;94.6;5.4;3.7;1.7
842;Borne;2010;8671.0;8208.0;463.0;366.0;97.0;94.7;5.3;4.2;1.1
843;Borne;2011;8801.0;8304.0;497.0;400.0;97.0;94.4;5.6;4.5;1.1
844;Borne;2012;8937.0;8446.0;491.0;381.0;110.0;94.5;5.5;4.3;1.2
845;Borsele;2008;9241.0;8777.0;464.0;389.0;75.0;95.0;5.0;4.2;0.8
846;Borsele;2009;9287.0;8823.0;464.0;389.0;75.0;95.0;5.0;4.2;0.8
847;Borsele;2010;9395.0;8921.0;474.0;417.0;57.0;95.0;5.0;4.4;0.6
848;Borsele;2011;9445.0;8973.0;472.0;397.0;75.0;95.0;5.0;4.2;0.8
849;Borsele;2012;9524.0;8970.0;554.0;470.0;84.0;94.2;5.8;4.9;0.9
850;Boskoop;2008;6072.0;5806.0;266.0;207.0;59.0;95.6;4.4;3.4;1.0
851;Boskoop;2009;6095.0;5825.0;270.0;216.0;54.0;95.6;4.4;3.5;0.9
852;Boskoop;2010;6101.0;5825.0;276.0;223.0;53.0;95.5;4.5;3.7;0.9
