ID;UitkomstenOnderzoek;RegioS;Perioden;AfgerondeDienstenOnderzoek_1;AfgerondeDienstenOnderzoekRelatief_2
5907;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);1e halfjaar 2020;25.0;2.0
5908;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);2e halfjaar 2020;20.0;2.0
5909;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);2020;40.0;4.0
5910;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);1e halfjaar 2021;30.0;3.0
5911;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);2e halfjaar 2021;25.0;2.0
5912;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);2021;55.0;5.0
5913;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);1e halfjaar 2022;15.0;1.0
5914;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);2e halfjaar 2022;20.0;2.0
5915;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);2022;35.0;3.0
5916;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);1e halfjaar 2023;25.0;2.0
5917;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);2e halfjaar 2023;15.0;1.0
5918;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);2023;40.0;3.0
5919;Partnergeweld: bevestigd;Amsterdam-Amstelland (VT);1e halfjaar 2024;15.0;1.0
5920;Partnergeweld: bevestigd;Brabant Noordoost (VT);1e halfjaar 2019;45.0;7.0
5921;Partnergeweld: bevestigd;Brabant Noordoost (VT);2e halfjaar 2019;40.0;7.0
5922;Partnergeweld: bevestigd;Brabant Noordoost (VT);2019;85.0;14.0
5923;Partnergeweld: bevestigd;Brabant Noordoost (VT);1e halfjaar 2020;25.0;4.0
5924;Partnergeweld: bevestigd;Brabant Noordoost (VT);2e halfjaar 2020;30.0;5.0
5925;Partnergeweld: bevestigd;Brabant Noordoost (VT);2020;55.0;9.0
5926;Partnergeweld: bevestigd;Brabant Noordoost (VT);1e halfjaar 2021;40.0;7.0
5927;Partnergeweld: bevestigd;Brabant Noordoost (VT);2e halfjaar 2021;30.0;5.0
5928;Partnergeweld: bevestigd;Brabant Noordoost (VT);2021;70.0;11.0
5929;Partnergeweld: bevestigd;Brabant Noordoost (VT);1e halfjaar 2022;50.0;8.0
5930;Partnergeweld: bevestigd;Brabant Noordoost (VT);2e halfjaar 2022;45.0;8.0
5931;Partnergeweld: bevestigd;Brabant Noordoost (VT);2022;95.0;16.0
5932;Partnergeweld: bevestigd;Brabant Noordoost (VT);1e halfjaar 2023;;
5933;Partnergeweld: bevestigd;Brabant Noordoost (VT);2e halfjaar 2023;;
5934;Partnergeweld: bevestigd;Brabant Noordoost (VT);2023;;
5935;Partnergeweld: bevestigd;Brabant Noordoost (VT);1e halfjaar 2024;;
5936;Partnergeweld: bevestigd;Drenthe (VT);1e halfjaar 2019;;
5937;Partnergeweld: bevestigd;Drenthe (VT);2e halfjaar 2019;10.0;2.0
5938;Partnergeweld: bevestigd;Drenthe (VT);2019;15.0;3.0
5939;Partnergeweld: bevestigd;Drenthe (VT);1e halfjaar 2020;15.0;3.0
5940;Partnergeweld: bevestigd;Drenthe (VT);2e halfjaar 2020;15.0;3.0
5941;Partnergeweld: bevestigd;Drenthe (VT);2020;35.0;7.0
5942;Partnergeweld: bevestigd;Drenthe (VT);1e halfjaar 2021;10.0;2.0
5943;Partnergeweld: bevestigd;Drenthe (VT);2e halfjaar 2021;10.0;2.0
5944;Partnergeweld: bevestigd;Drenthe (VT);2021;20.0;4.0
5945;Partnergeweld: bevestigd;Drenthe (VT);1e halfjaar 2022;10.0;2.0
5946;Partnergeweld: bevestigd;Drenthe (VT);2e halfjaar 2022;10.0;2.0
5947;Partnergeweld: bevestigd;Drenthe (VT);2022;15.0;3.0
5948;Partnergeweld: bevestigd;Drenthe (VT);1e halfjaar 2023;;
5949;Partnergeweld: bevestigd;Drenthe (VT);2e halfjaar 2023;10.0;2.0
5950;Partnergeweld: bevestigd;Drenthe (VT);2023;15.0;3.0
5951;Partnergeweld: bevestigd;Drenthe (VT);1e halfjaar 2024;10.0;2.0
5952;Partnergeweld: bevestigd;Flevoland (VT);1e halfjaar 2019;;
5953;Partnergeweld: bevestigd;Flevoland (VT);2e halfjaar 2019;;
5954;Partnergeweld: bevestigd;Flevoland (VT);2019;10.0;2.0
5955;Partnergeweld: bevestigd;Flevoland (VT);1e halfjaar 2020;20.0;5.0
5956;Partnergeweld: bevestigd;Flevoland (VT);2e halfjaar 2020;15.0;4.0
5957;Partnergeweld: bevestigd;Flevoland (VT);2020;30.0;7.0
5958;Partnergeweld: bevestigd;Flevoland (VT);1e halfjaar 2021;45.0;11.0
5959;Partnergeweld: bevestigd;Flevoland (VT);2e halfjaar 2021;55.0;13.0
5960;Partnergeweld: bevestigd;Flevoland (VT);2021;105.0;25.0
5961;Partnergeweld: bevestigd;Flevoland (VT);1e halfjaar 2022;55.0;12.0
5962;Partnergeweld: bevestigd;Flevoland (VT);2e halfjaar 2022;55.0;13.0
5963;Partnergeweld: bevestigd;Flevoland (VT);2022;110.0;25.0
5964;Partnergeweld: bevestigd;Flevoland (VT);1e halfjaar 2023;50.0;12.0
5965;Partnergeweld: bevestigd;Flevoland (VT);2e halfjaar 2023;80.0;18.0
5966;Partnergeweld: bevestigd;Flevoland (VT);2023;130.0;30.0
5967;Partnergeweld: bevestigd;Flevoland (VT);1e halfjaar 2024;70.0;16.0
5968;Partnergeweld: bevestigd;Friesland (VT);1e halfjaar 2019;10.0;2.0
5969;Partnergeweld: bevestigd;Friesland (VT);2e halfjaar 2019;20.0;3.0
5970;Partnergeweld: bevestigd;Friesland (VT);2019;30.0;5.0
5971;Partnergeweld: bevestigd;Friesland (VT);1e halfjaar 2020;35.0;5.0
5972;Partnergeweld: bevestigd;Friesland (VT);2e halfjaar 2020;35.0;5.0
5973;Partnergeweld: bevestigd;Friesland (VT);2020;70.0;11.0
5974;Partnergeweld: bevestigd;Friesland (VT);1e halfjaar 2021;25.0;4.0
5975;Partnergeweld: bevestigd;Friesland (VT);2e halfjaar 2021;20.0;3.0
5976;Partnergeweld: bevestigd;Friesland (VT);2021;45.0;7.0
5977;Partnergeweld: bevestigd;Friesland (VT);1e halfjaar 2022;30.0;5.0
5978;Partnergeweld: bevestigd;Friesland (VT);2e halfjaar 2022;30.0;4.0
5979;Partnergeweld: bevestigd;Friesland (VT);2022;60.0;9.0
5980;Partnergeweld: bevestigd;Friesland (VT);1e halfjaar 2023;30.0;4.0
5981;Partnergeweld: bevestigd;Friesland (VT);2e halfjaar 2023;25.0;4.0
5982;Partnergeweld: bevestigd;Friesland (VT);2023;55.0;8.0
5983;Partnergeweld: bevestigd;Friesland (VT);1e halfjaar 2024;25.0;4.0
5984;Partnergeweld: bevestigd;Gelderland-Midden (VT);1e halfjaar 2019;15.0;2.0
5985;Partnergeweld: bevestigd;Gelderland-Midden (VT);2e halfjaar 2019;25.0;4.0
5986;Partnergeweld: bevestigd;Gelderland-Midden (VT);2019;45.0;7.0
5987;Partnergeweld: bevestigd;Gelderland-Midden (VT);1e halfjaar 2020;20.0;3.0
5988;Partnergeweld: bevestigd;Gelderland-Midden (VT);2e halfjaar 2020;10.0;1.0
5989;Partnergeweld: bevestigd;Gelderland-Midden (VT);2020;30.0;4.0
5990;Partnergeweld: bevestigd;Gelderland-Midden (VT);1e halfjaar 2021;15.0;2.0
5991;Partnergeweld: bevestigd;Gelderland-Midden (VT);2e halfjaar 2021;15.0;2.0
5992;Partnergeweld: bevestigd;Gelderland-Midden (VT);2021;30.0;4.0
5993;Partnergeweld: bevestigd;Gelderland-Midden (VT);1e halfjaar 2022;15.0;2.0
5994;Partnergeweld: bevestigd;Gelderland-Midden (VT);2e halfjaar 2022;10.0;2.0
5995;Partnergeweld: bevestigd;Gelderland-Midden (VT);2022;25.0;4.0
5996;Partnergeweld: bevestigd;Gelderland-Midden (VT);1e halfjaar 2023;15.0;2.0
5997;Partnergeweld: bevestigd;Gelderland-Midden (VT);2e halfjaar 2023;20.0;3.0
5998;Partnergeweld: bevestigd;Gelderland-Midden (VT);2023;35.0;5.0
5999;Partnergeweld: bevestigd;Gelderland-Midden (VT);1e halfjaar 2024;20.0;3.0
6000;Partnergeweld: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2019;40.0;7.0
6001;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2019;30.0;5.0
6002;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2019;65.0;11.0
6003;Partnergeweld: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2020;20.0;4.0
6004;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2020;25.0;4.0
6005;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2020;45.0;8.0
6006;Partnergeweld: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2021;35.0;6.0
6007;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2021;25.0;4.0
6008;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2021;55.0;10.0
6009;Partnergeweld: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2022;20.0;4.0
6010;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2022;30.0;5.0
6011;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2022;50.0;8.0
6012;Partnergeweld: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2023;25.0;4.0
6013;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2023;20.0;3.0
6014;Partnergeweld: bevestigd;Gelderland-Zuid (VT);2023;45.0;7.0
6015;Partnergeweld: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2024;20.0;4.0
6016;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2019;;
6017;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2019;;
6018;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2019;;
6019;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2020;;
6020;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2020;;
6021;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2020;;
6022;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2021;;
6023;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2021;;
6024;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2021;;
6025;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2022;;
6026;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2022;10.0;5.0
6027;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2022;20.0;8.0
6028;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2023;15.0;7.0
6029;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2023;10.0;4.0
6030;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);2023;25.0;10.0
6031;Partnergeweld: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2024;;
6032;Partnergeweld: bevestigd;Groningen (VT);1e halfjaar 2019;;
6033;Partnergeweld: bevestigd;Groningen (VT);2e halfjaar 2019;;
6034;Partnergeweld: bevestigd;Groningen (VT);2019;10.0;2.0
6035;Partnergeweld: bevestigd;Groningen (VT);1e halfjaar 2020;20.0;3.0
6036;Partnergeweld: bevestigd;Groningen (VT);2e halfjaar 2020;10.0;2.0
6037;Partnergeweld: bevestigd;Groningen (VT);2020;30.0;5.0
6038;Partnergeweld: bevestigd;Groningen (VT);1e halfjaar 2021;15.0;3.0
6039;Partnergeweld: bevestigd;Groningen (VT);2e halfjaar 2021;25.0;4.0
6040;Partnergeweld: bevestigd;Groningen (VT);2021;40.0;7.0
6041;Partnergeweld: bevestigd;Groningen (VT);1e halfjaar 2022;15.0;3.0
6042;Partnergeweld: bevestigd;Groningen (VT);2e halfjaar 2022;20.0;4.0
6043;Partnergeweld: bevestigd;Groningen (VT);2022;35.0;6.0
6044;Partnergeweld: bevestigd;Groningen (VT);1e halfjaar 2023;20.0;4.0
6045;Partnergeweld: bevestigd;Groningen (VT);2e halfjaar 2023;10.0;2.0
6046;Partnergeweld: bevestigd;Groningen (VT);2023;30.0;5.0
6047;Partnergeweld: bevestigd;Groningen (VT);1e halfjaar 2024;25.0;4.0
6048;Partnergeweld: bevestigd;Haaglanden (VT);1e halfjaar 2019;15.0;1.0
6049;Partnergeweld: bevestigd;Haaglanden (VT);2e halfjaar 2019;110.0;10.0
6050;Partnergeweld: bevestigd;Haaglanden (VT);2019;125.0;11.0
6051;Partnergeweld: bevestigd;Haaglanden (VT);1e halfjaar 2020;105.0;9.0
6052;Partnergeweld: bevestigd;Haaglanden (VT);2e halfjaar 2020;140.0;13.0
6053;Partnergeweld: bevestigd;Haaglanden (VT);2020;245.0;22.0
6054;Partnergeweld: bevestigd;Haaglanden (VT);1e halfjaar 2021;150.0;13.0
6055;Partnergeweld: bevestigd;Haaglanden (VT);2e halfjaar 2021;115.0;10.0
6056;Partnergeweld: bevestigd;Haaglanden (VT);2021;265.0;24.0
6057;Partnergeweld: bevestigd;Haaglanden (VT);1e halfjaar 2022;125.0;11.0
6058;Partnergeweld: bevestigd;Haaglanden (VT);2e halfjaar 2022;145.0;13.0
6059;Partnergeweld: bevestigd;Haaglanden (VT);2022;270.0;24.0
6060;Partnergeweld: bevestigd;Haaglanden (VT);1e halfjaar 2023;95.0;8.0
6061;Partnergeweld: bevestigd;Haaglanden (VT);2e halfjaar 2023;100.0;9.0
6062;Partnergeweld: bevestigd;Haaglanden (VT);2023;200.0;17.0
6063;Partnergeweld: bevestigd;Haaglanden (VT);1e halfjaar 2024;145.0;12.0
6064;Partnergeweld: bevestigd;Hollands-Midden (VT);1e halfjaar 2019;15.0;2.0
6065;Partnergeweld: bevestigd;Hollands-Midden (VT);2e halfjaar 2019;30.0;4.0
6066;Partnergeweld: bevestigd;Hollands-Midden (VT);2019;45.0;6.0
6067;Partnergeweld: bevestigd;Hollands-Midden (VT);1e halfjaar 2020;35.0;4.0
6068;Partnergeweld: bevestigd;Hollands-Midden (VT);2e halfjaar 2020;25.0;3.0
6069;Partnergeweld: bevestigd;Hollands-Midden (VT);2020;60.0;7.0
6070;Partnergeweld: bevestigd;Hollands-Midden (VT);1e halfjaar 2021;30.0;4.0
6071;Partnergeweld: bevestigd;Hollands-Midden (VT);2e halfjaar 2021;60.0;7.0
6072;Partnergeweld: bevestigd;Hollands-Midden (VT);2021;90.0;11.0
6073;Partnergeweld: bevestigd;Hollands-Midden (VT);1e halfjaar 2022;45.0;5.0
6074;Partnergeweld: bevestigd;Hollands-Midden (VT);2e halfjaar 2022;40.0;5.0
6075;Partnergeweld: bevestigd;Hollands-Midden (VT);2022;85.0;10.0
6076;Partnergeweld: bevestigd;Hollands-Midden (VT);1e halfjaar 2023;45.0;6.0
6077;Partnergeweld: bevestigd;Hollands-Midden (VT);2e halfjaar 2023;35.0;4.0
6078;Partnergeweld: bevestigd;Hollands-Midden (VT);2023;85.0;10.0
6079;Partnergeweld: bevestigd;Hollands-Midden (VT);1e halfjaar 2024;45.0;5.0
6080;Partnergeweld: bevestigd;IJsselland (VT);1e halfjaar 2019;15.0;3.0
6081;Partnergeweld: bevestigd;IJsselland (VT);2e halfjaar 2019;20.0;4.0
6082;Partnergeweld: bevestigd;IJsselland (VT);2019;35.0;7.0
6083;Partnergeweld: bevestigd;IJsselland (VT);1e halfjaar 2020;10.0;2.0
6084;Partnergeweld: bevestigd;IJsselland (VT);2e halfjaar 2020;;
6085;Partnergeweld: bevestigd;IJsselland (VT);2020;20.0;4.0
6086;Partnergeweld: bevestigd;IJsselland (VT);1e halfjaar 2021;;
6087;Partnergeweld: bevestigd;IJsselland (VT);2e halfjaar 2021;10.0;2.0
6088;Partnergeweld: bevestigd;IJsselland (VT);2021;10.0;2.0
6089;Partnergeweld: bevestigd;IJsselland (VT);1e halfjaar 2022;15.0;2.0
6090;Partnergeweld: bevestigd;IJsselland (VT);2e halfjaar 2022;10.0;2.0
6091;Partnergeweld: bevestigd;IJsselland (VT);2022;20.0;4.0
6092;Partnergeweld: bevestigd;IJsselland (VT);1e halfjaar 2023;15.0;2.0
6093;Partnergeweld: bevestigd;IJsselland (VT);2e halfjaar 2023;15.0;3.0
6094;Partnergeweld: bevestigd;IJsselland (VT);2023;25.0;5.0
6095;Partnergeweld: bevestigd;IJsselland (VT);1e halfjaar 2024;30.0;5.0
6096;Partnergeweld: bevestigd;Kennemerland (VT);1e halfjaar 2019;;
6097;Partnergeweld: bevestigd;Kennemerland (VT);2e halfjaar 2019;10.0;2.0
6098;Partnergeweld: bevestigd;Kennemerland (VT);2019;10.0;2.0
6099;Partnergeweld: bevestigd;Kennemerland (VT);1e halfjaar 2020;;
6100;Partnergeweld: bevestigd;Kennemerland (VT);2e halfjaar 2020;15.0;3.0
6101;Partnergeweld: bevestigd;Kennemerland (VT);2020;25.0;5.0
6102;Partnergeweld: bevestigd;Kennemerland (VT);1e halfjaar 2021;35.0;7.0
6103;Partnergeweld: bevestigd;Kennemerland (VT);2e halfjaar 2021;35.0;7.0
6104;Partnergeweld: bevestigd;Kennemerland (VT);2021;70.0;13.0
6105;Partnergeweld: bevestigd;Kennemerland (VT);1e halfjaar 2022;35.0;6.0
6106;Partnergeweld: bevestigd;Kennemerland (VT);2e halfjaar 2022;25.0;5.0
6107;Partnergeweld: bevestigd;Kennemerland (VT);2022;60.0;11.0
6108;Partnergeweld: bevestigd;Kennemerland (VT);1e halfjaar 2023;40.0;7.0
6109;Partnergeweld: bevestigd;Kennemerland (VT);2e halfjaar 2023;40.0;7.0
6110;Partnergeweld: bevestigd;Kennemerland (VT);2023;80.0;14.0
6111;Partnergeweld: bevestigd;Kennemerland (VT);1e halfjaar 2024;20.0;4.0
6112;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2019;;
6113;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2019;;
6114;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2019;10.0;2.0
6115;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2020;10.0;2.0
6116;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2020;20.0;4.0
6117;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2020;25.0;5.0
6118;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2021;15.0;3.0
6119;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2021;20.0;4.0
6120;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2021;40.0;8.0
6121;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2022;15.0;3.0
6122;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2022;15.0;3.0
6123;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2022;30.0;6.0
6124;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2023;10.0;2.0
6125;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2023;15.0;3.0
6126;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);2023;25.0;5.0
6127;Partnergeweld: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2024;15.0;3.0
6128;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2019;10.0;1.0
6129;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2019;25.0;3.0
6130;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2019;30.0;4.0
6131;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2020;10.0;1.0
6132;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2020;15.0;2.0
6133;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2020;25.0;3.0
6134;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2021;25.0;3.0
6135;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2021;15.0;2.0
6136;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2021;40.0;5.0
6137;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2022;20.0;2.0
6138;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2022;25.0;3.0
6139;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2022;45.0;5.0
6140;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2023;15.0;2.0
6141;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2023;10.0;1.0
6142;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);2023;25.0;3.0
6143;Partnergeweld: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2024;15.0;2.0
6144;Partnergeweld: bevestigd;Midden-Brabant (VT);1e halfjaar 2019;20.0;4.0
6145;Partnergeweld: bevestigd;Midden-Brabant (VT);2e halfjaar 2019;10.0;2.0
6146;Partnergeweld: bevestigd;Midden-Brabant (VT);2019;30.0;7.0
6147;Partnergeweld: bevestigd;Midden-Brabant (VT);1e halfjaar 2020;20.0;4.0
6148;Partnergeweld: bevestigd;Midden-Brabant (VT);2e halfjaar 2020;25.0;5.0
6149;Partnergeweld: bevestigd;Midden-Brabant (VT);2020;45.0;10.0
6150;Partnergeweld: bevestigd;Midden-Brabant (VT);1e halfjaar 2021;20.0;4.0
6151;Partnergeweld: bevestigd;Midden-Brabant (VT);2e halfjaar 2021;30.0;6.0
6152;Partnergeweld: bevestigd;Midden-Brabant (VT);2021;50.0;11.0
6153;Partnergeweld: bevestigd;Midden-Brabant (VT);1e halfjaar 2022;30.0;6.0
6154;Partnergeweld: bevestigd;Midden-Brabant (VT);2e halfjaar 2022;25.0;6.0
6155;Partnergeweld: bevestigd;Midden-Brabant (VT);2022;55.0;12.0
6156;Partnergeweld: bevestigd;Midden-Brabant (VT);1e halfjaar 2023;15.0;3.0
6157;Partnergeweld: bevestigd;Midden-Brabant (VT);2e halfjaar 2023;20.0;4.0
6158;Partnergeweld: bevestigd;Midden-Brabant (VT);2023;40.0;8.0
6159;Partnergeweld: bevestigd;Midden-Brabant (VT);1e halfjaar 2024;30.0;6.0
6160;Partnergeweld: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2019;;
6161;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2019;55.0;8.0
6162;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2019;65.0;10.0
6163;Partnergeweld: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2020;75.0;11.0
6164;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2020;80.0;12.0
6165;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2020;150.0;22.0
6166;Partnergeweld: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2021;70.0;10.0
6167;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2021;65.0;10.0
6168;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2021;135.0;20.0
6169;Partnergeweld: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2022;110.0;16.0
6170;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2022;105.0;15.0
6171;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2022;215.0;31.0
6172;Partnergeweld: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2023;80.0;11.0
6173;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2023;100.0;14.0
6174;Partnergeweld: bevestigd;Noord-Holland Noord (VT);2023;180.0;26.0
6175;Partnergeweld: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2024;105.0;15.0
6176;Partnergeweld: bevestigd;Oost-Brabant (VT);1e halfjaar 2019;;
6177;Partnergeweld: bevestigd;Oost-Brabant (VT);2e halfjaar 2019;;
6178;Partnergeweld: bevestigd;Oost-Brabant (VT);2019;;
6179;Partnergeweld: bevestigd;Oost-Brabant (VT);1e halfjaar 2020;;
6180;Partnergeweld: bevestigd;Oost-Brabant (VT);2e halfjaar 2020;;
6181;Partnergeweld: bevestigd;Oost-Brabant (VT);2020;;
6182;Partnergeweld: bevestigd;Oost-Brabant (VT);1e halfjaar 2021;;
6183;Partnergeweld: bevestigd;Oost-Brabant (VT);2e halfjaar 2021;;
6184;Partnergeweld: bevestigd;Oost-Brabant (VT);2021;;
6185;Partnergeweld: bevestigd;Oost-Brabant (VT);1e halfjaar 2022;;
6186;Partnergeweld: bevestigd;Oost-Brabant (VT);2e halfjaar 2022;;
6187;Partnergeweld: bevestigd;Oost-Brabant (VT);2022;;
6188;Partnergeweld: bevestigd;Oost-Brabant (VT);1e halfjaar 2023;70.0;5.0
6189;Partnergeweld: bevestigd;Oost-Brabant (VT);2e halfjaar 2023;60.0;4.0
6190;Partnergeweld: bevestigd;Oost-Brabant (VT);2023;130.0;9.0
6191;Partnergeweld: bevestigd;Oost-Brabant (VT);1e halfjaar 2024;65.0;5.0
6192;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2019;;
6193;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2019;;
6194;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2019;10.0;1.0
6195;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2020;20.0;2.0
6196;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2020;20.0;2.0
6197;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2020;40.0;3.0
6198;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2021;45.0;3.0
6199;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2021;50.0;4.0
6200;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2021;95.0;7.0
6201;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2022;55.0;4.0
6202;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2022;60.0;5.0
6203;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2022;120.0;9.0
6204;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2023;75.0;5.0
6205;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2023;70.0;5.0
6206;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);2023;140.0;11.0
6207;Partnergeweld: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2024;80.0;6.0
6208;Partnergeweld: bevestigd;Twente (VT);1e halfjaar 2019;;
6209;Partnergeweld: bevestigd;Twente (VT);2e halfjaar 2019;;
6210;Partnergeweld: bevestigd;Twente (VT);2019;;
6211;Partnergeweld: bevestigd;Twente (VT);1e halfjaar 2020;10.0;2.0
6212;Partnergeweld: bevestigd;Twente (VT);2e halfjaar 2020;;
6213;Partnergeweld: bevestigd;Twente (VT);2020;15.0;2.0
6214;Partnergeweld: bevestigd;Twente (VT);1e halfjaar 2021;10.0;2.0
6215;Partnergeweld: bevestigd;Twente (VT);2e halfjaar 2021;15.0;2.0
6216;Partnergeweld: bevestigd;Twente (VT);2021;20.0;3.0
