ID;Financieringsvorm;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;WmoClienten_5;WmoClientenPer1000Inwoners_6
0;Totaal;Aa en Hunze;1e halfjaar 2022;Aa en Hunze                             ;Gemeente ;GM1680  ;1.0;1780.0;70.0
1;Totaal;Aa en Hunze;2e halfjaar 2022;Aa en Hunze                             ;Gemeente ;GM1680  ;1.0;1795.0;70.0
2;Totaal;Aa en Hunze;2022;Aa en Hunze                             ;Gemeente ;GM1680  ;1.0;1925.0;75.0
3;Totaal;Wijk 00 Annen;1e halfjaar 2022;Wijk 00 Annen                           ;Wijk     ;WK168000;1.0;230.0;64.0
4;Totaal;Wijk 00 Annen;2e halfjaar 2022;Wijk 00 Annen                           ;Wijk     ;WK168000;1.0;235.0;65.0
5;Totaal;Wijk 00 Annen;2022;Wijk 00 Annen                           ;Wijk     ;WK168000;1.0;245.0;68.0
6;Totaal;Wijk 01 Eext;1e halfjaar 2022;Wijk 01 Eext                            ;Wijk     ;WK168001;1.0;55.0;38.0
7;Totaal;Wijk 01 Eext;2e halfjaar 2022;Wijk 01 Eext                            ;Wijk     ;WK168001;1.0;60.0;41.0
8;Totaal;Wijk 01 Eext;2022;Wijk 01 Eext                            ;Wijk     ;WK168001;1.0;60.0;41.0
9;Totaal;Wijk 02 Anloo;1e halfjaar 2022;Wijk 02 Anloo                           ;Wijk     ;WK168002;1.0;20.0;51.0
10;Totaal;Wijk 02 Anloo;2e halfjaar 2022;Wijk 02 Anloo                           ;Wijk     ;WK168002;1.0;15.0;38.0
11;Totaal;Wijk 02 Anloo;2022;Wijk 02 Anloo                           ;Wijk     ;WK168002;1.0;20.0;51.0
12;Totaal;Wijk 03 Gasteren;1e halfjaar 2022;Wijk 03 Gasteren                        ;Wijk     ;WK168003;1.0;15.0;38.0
13;Totaal;Wijk 03 Gasteren;2e halfjaar 2022;Wijk 03 Gasteren                        ;Wijk     ;WK168003;1.0;15.0;38.0
14;Totaal;Wijk 03 Gasteren;2022;Wijk 03 Gasteren                        ;Wijk     ;WK168003;1.0;20.0;51.0
15;Totaal;Wijk 04 Anderen;1e halfjaar 2022;Wijk 04 Anderen                         ;Wijk     ;WK168004;1.0;25.0;98.0
16;Totaal;Wijk 04 Anderen;2e halfjaar 2022;Wijk 04 Anderen                         ;Wijk     ;WK168004;1.0;25.0;98.0
17;Totaal;Wijk 04 Anderen;2022;Wijk 04 Anderen                         ;Wijk     ;WK168004;1.0;25.0;98.0
