ID;RegioS;GemeentelijkeHoofdfuncties;Perioden;Lasten_1;Baten_2;Saldo_3;Lasten_4;Baten_5;Saldo_6
1739;10 000 tot 20 000 inwoners;213;2003;0.1;0.0;-0.1;0.0;0.0;0.0
1740;10 000 tot 20 000 inwoners;214;1999;5.5;7.3;1.8;2.0;2.7;0.7
1741;10 000 tot 20 000 inwoners;214;2000;6.3;8.8;2.5;2.3;3.2;0.9
1742;10 000 tot 20 000 inwoners;214;2001;5.6;7.4;1.8;2.2;2.9;0.7
1743;10 000 tot 20 000 inwoners;214;2002;6.5;9.1;2.7;2.6;3.6;1.0
1744;10 000 tot 20 000 inwoners;214;2003;6.8;9.0;2.2;2.8;3.7;0.9
1745;10 000 tot 20 000 inwoners;220;1999;3.2;2.5;-0.6;1.2;0.9;-0.2
1746;10 000 tot 20 000 inwoners;220;2000;3.2;2.7;-0.5;1.2;1.0;-0.2
1747;10 000 tot 20 000 inwoners;220;2001;5.6;5.1;-0.5;2.2;2.0;-0.2
1748;10 000 tot 20 000 inwoners;220;2002;3.3;2.4;-0.9;1.3;1.0;-0.4
1749;10 000 tot 20 000 inwoners;220;2003;3.8;2.9;-0.9;1.5;1.2;-0.4
1750;10 000 tot 20 000 inwoners;221;1999;7.1;2.0;-5.1;2.6;0.7;-1.9
1751;10 000 tot 20 000 inwoners;221;2000;8.1;2.0;-6.1;2.9;0.7;-2.2
1752;10 000 tot 20 000 inwoners;221;2001;7.1;2.2;-4.9;2.8;0.9;-2.0
1753;10 000 tot 20 000 inwoners;221;2002;8.2;1.9;-6.3;3.2;0.8;-2.5
1754;10 000 tot 20 000 inwoners;221;2003;8.1;2.1;-6.1;3.3;0.8;-2.5
1755;10 000 tot 20 000 inwoners;222;1999;0.1;0.1;0.0;0.0;0.0;0.0
1756;10 000 tot 20 000 inwoners;222;2000;0.0;0.0;0.0;0.0;0.0;0.0
1757;10 000 tot 20 000 inwoners;222;2001;0.0;0.0;0.0;0.0;0.0;0.0
1758;10 000 tot 20 000 inwoners;222;2002;0.0;0.0;0.0;0.0;0.0;0.0
1759;10 000 tot 20 000 inwoners;222;2003;0.0;0.1;0.0;0.0;0.0;0.0
1760;10 000 tot 20 000 inwoners;223;1999;2.3;1.9;-0.4;0.9;0.7;-0.1
1761;10 000 tot 20 000 inwoners;223;2000;2.3;2.0;-0.4;0.8;0.7;-0.1
1762;10 000 tot 20 000 inwoners;223;2001;2.6;2.2;-0.4;1.0;0.9;-0.2
1763;10 000 tot 20 000 inwoners;223;2002;1.1;0.4;-0.8;0.4;0.1;-0.3
1764;10 000 tot 20 000 inwoners;223;2003;1.3;0.7;-0.7;0.5;0.3;-0.3
1765;10 000 tot 20 000 inwoners;224;1999;0.0;0.0;0.0;0.0;0.0;0.0
1766;10 000 tot 20 000 inwoners;224;2000;0.0;0.0;0.0;0.0;0.0;0.0
1767;10 000 tot 20 000 inwoners;224;2001;0.0;0.0;0.0;0.0;0.0;0.0
1768;10 000 tot 20 000 inwoners;224;2002;0.0;0.0;0.0;0.0;0.0;0.0
1769;10 000 tot 20 000 inwoners;224;2003;0.0;0.0;0.0;0.0;0.0;0.0
1770;10 000 tot 20 000 inwoners;230;1999;0.0;0.0;0.0;0.0;0.0;0.0
1771;10 000 tot 20 000 inwoners;230;2000;0.0;0.0;0.0;0.0;0.0;0.0
1772;10 000 tot 20 000 inwoners;230;2001;0.0;0.0;0.0;0.0;0.0;0.0
1773;10 000 tot 20 000 inwoners;230;2002;0.0;0.0;0.0;0.0;0.0;0.0
1774;10 000 tot 20 000 inwoners;230;2003;0.0;0.0;0.0;0.0;0.0;0.0
1775;10 000 tot 20 000 inwoners;240;1999;7.5;0.3;-7.1;2.7;0.1;-2.6
1776;10 000 tot 20 000 inwoners;240;2000;8.2;0.3;-7.9;3.0;0.1;-2.9
1777;10 000 tot 20 000 inwoners;240;2001;9.1;0.4;-8.7;3.6;0.2;-3.4
1778;10 000 tot 20 000 inwoners;240;2002;9.6;0.7;-8.9;3.8;0.3;-3.5
1779;10 000 tot 20 000 inwoners;240;2003;11.9;2.6;-9.3;4.8;1.0;-3.8
1780;10 000 tot 20 000 inwoners;200;1999;348.1;48.3;-299.8;127.7;17.7;-110.0
1781;10 000 tot 20 000 inwoners;200;2000;366.8;49.8;-317.0;133.3;18.1;-115.2
1782;10 000 tot 20 000 inwoners;200;2001;368.4;55.9;-312.5;145.9;22.1;-123.8
1783;10 000 tot 20 000 inwoners;200;2002;384.7;49.0;-335.7;151.7;19.3;-132.4
1784;10 000 tot 20 000 inwoners;200;2003;370.3;55.5;-314.8;150.5;22.5;-127.9
1785;10 000 tot 20 000 inwoners;310;1999;19.1;16.3;-2.7;7.0;6.0;-1.0
1786;10 000 tot 20 000 inwoners;310;2000;18.6;15.3;-3.2;6.7;5.6;-1.2
1787;10 000 tot 20 000 inwoners;310;2001;18.3;13.9;-4.5;7.3;5.5;-1.8
1788;10 000 tot 20 000 inwoners;310;2002;17.0;10.8;-6.2;6.7;4.2;-2.5
1789;10 000 tot 20 000 inwoners;310;2003;16.0;10.8;-5.2;6.5;4.4;-2.1
1790;10 000 tot 20 000 inwoners;320;1999;12.6;11.3;-1.3;4.6;4.2;-0.5
1791;10 000 tot 20 000 inwoners;320;2000;15.3;14.0;-1.3;5.6;5.1;-0.5
1792;10 000 tot 20 000 inwoners;320;2001;6.6;5.4;-1.1;2.6;2.1;-0.4
1793;10 000 tot 20 000 inwoners;320;2002;12.8;9.3;-3.5;5.1;3.7;-1.4
1794;10 000 tot 20 000 inwoners;320;2003;4.3;2.8;-1.5;1.8;1.1;-0.6
1795;10 000 tot 20 000 inwoners;330;1999;17.6;47.8;30.1;6.5;17.5;11.1
1796;10 000 tot 20 000 inwoners;330;2000;84.4;124.1;39.7;30.7;45.1;14.4
1797;10 000 tot 20 000 inwoners;330;2001;12.6;41.4;28.8;5.0;16.4;11.4
1798;10 000 tot 20 000 inwoners;330;2002;19.5;49.7;30.2;7.7;19.6;11.9
1799;10 000 tot 20 000 inwoners;330;2003;19.0;49.3;30.3;7.7;20.0;12.3
1800;10 000 tot 20 000 inwoners;340;1999;2.8;2.9;0.1;1.0;1.1;0.0
1801;10 000 tot 20 000 inwoners;340;2000;2.6;2.5;0.0;0.9;0.9;0.0
1802;10 000 tot 20 000 inwoners;340;2001;3.3;3.9;0.6;1.3;1.6;0.3
1803;10 000 tot 20 000 inwoners;340;2002;2.9;3.6;0.7;1.2;1.4;0.3
1804;10 000 tot 20 000 inwoners;340;2003;2.9;3.4;0.5;1.2;1.4;0.2
1805;10 000 tot 20 000 inwoners;341;1999;6.6;6.8;0.2;2.4;2.5;0.1
1806;10 000 tot 20 000 inwoners;341;2000;5.9;6.7;0.8;2.2;2.5;0.3
1807;10 000 tot 20 000 inwoners;341;2001;3.9;3.7;-0.2;1.6;1.5;-0.1
1808;10 000 tot 20 000 inwoners;341;2002;4.5;5.0;0.5;1.8;2.0;0.2
1809;10 000 tot 20 000 inwoners;341;2003;3.0;4.2;1.2;1.2;1.7;0.5
1810;10 000 tot 20 000 inwoners;300;1999;58.7;85.2;26.5;21.5;31.3;9.7
1811;10 000 tot 20 000 inwoners;300;2000;126.7;162.7;36.0;46.1;59.1;13.1
1812;10 000 tot 20 000 inwoners;300;2001;44.7;68.3;23.6;17.7;27.1;9.4
1813;10 000 tot 20 000 inwoners;300;2002;56.9;78.5;21.6;22.4;31.0;8.5
1814;10 000 tot 20 000 inwoners;300;2003;45.2;70.5;25.3;18.4;28.6;10.3
1815;10 000 tot 20 000 inwoners;420;1999;248.2;207.9;-40.3;91.1;76.3;-14.8
1816;10 000 tot 20 000 inwoners;420;2000;254.7;213.4;-41.3;92.6;77.6;-15.0
1817;10 000 tot 20 000 inwoners;420;2001;264.3;222.2;-42.1;104.7;88.0;-16.7
1818;10 000 tot 20 000 inwoners;420;2002;286.4;243.1;-43.3;113.0;95.9;-17.1
1819;10 000 tot 20 000 inwoners;420;2003;281.6;237.3;-44.3;114.4;96.5;-18.0
1820;10 000 tot 20 000 inwoners;421;1999;68.5;5.8;-62.7;25.1;2.1;-23.0
1821;10 000 tot 20 000 inwoners;421;2000;70.4;4.9;-65.5;25.6;1.8;-23.8
1822;10 000 tot 20 000 inwoners;421;2001;71.3;8.3;-63.0;28.3;3.3;-25.0
1823;10 000 tot 20 000 inwoners;421;2002;74.3;5.4;-68.9;29.3;2.1;-27.2
1824;10 000 tot 20 000 inwoners;421;2003;75.1;9.3;-65.8;30.5;3.8;-26.7
1825;10 000 tot 20 000 inwoners;430;1999;13.6;11.0;-2.6;5.0;4.0;-1.0
1826;10 000 tot 20 000 inwoners;430;2000;15.3;12.7;-2.6;5.6;4.6;-1.0
1827;10 000 tot 20 000 inwoners;430;2001;16.5;14.2;-2.3;6.5;5.6;-0.9
1828;10 000 tot 20 000 inwoners;430;2002;18.7;16.5;-2.2;7.4;6.5;-0.9
1829;10 000 tot 20 000 inwoners;430;2003;19.1;16.8;-2.3;7.8;6.8;-0.9
1830;10 000 tot 20 000 inwoners;431;1999;7.8;0.3;-7.5;2.9;0.1;-2.8
1831;10 000 tot 20 000 inwoners;431;2000;8.5;0.6;-7.8;3.1;0.2;-2.9
1832;10 000 tot 20 000 inwoners;431;2001;6.6;0.8;-5.8;2.6;0.3;-2.3
1833;10 000 tot 20 000 inwoners;431;2002;6.6;0.9;-5.7;2.6;0.4;-2.2
1834;10 000 tot 20 000 inwoners;431;2003;6.5;0.9;-5.6;2.7;0.4;-2.3
1835;10 000 tot 20 000 inwoners;440;1999;7.3;3.5;-3.8;2.7;1.3;-1.4
1836;10 000 tot 20 000 inwoners;440;2000;8.5;5.1;-3.3;3.1;1.9;-1.2
1837;10 000 tot 20 000 inwoners;440;2001;13.6;5.8;-7.9;5.4;2.3;-3.1
1838;10 000 tot 20 000 inwoners;440;2002;9.7;6.4;-3.3;3.8;2.5;-1.3
1839;10 000 tot 20 000 inwoners;440;2003;11.8;6.4;-5.4;4.8;2.6;-2.2
1840;10 000 tot 20 000 inwoners;441;1999;8.3;0.8;-7.6;3.0;0.3;-2.8
1841;10 000 tot 20 000 inwoners;441;2000;8.6;1.2;-7.4;3.1;0.5;-2.7
1842;10 000 tot 20 000 inwoners;441;2001;10.9;2.6;-8.2;4.3;1.0;-3.3
1843;10 000 tot 20 000 inwoners;441;2002;11.4;2.2;-9.2;4.5;0.9;-3.6
1844;10 000 tot 20 000 inwoners;441;2003;12.1;2.4;-9.6;4.9;1.0;-3.9
1845;10 000 tot 20 000 inwoners;450;1999;0.0;0.0;0.0;0.0;0.0;0.0
1846;10 000 tot 20 000 inwoners;450;2000;0.0;0.1;0.0;0.0;0.0;0.0
1847;10 000 tot 20 000 inwoners;450;2001;0.0;0.0;0.0;0.0;0.0;0.0
1848;10 000 tot 20 000 inwoners;450;2002;0.0;0.0;0.0;0.0;0.0;0.0
1849;10 000 tot 20 000 inwoners;450;2003;0.0;0.0;0.0;0.0;0.0;0.0
1850;10 000 tot 20 000 inwoners;451;1999;0.1;0.0;-0.1;0.0;0.0;0.0
1851;10 000 tot 20 000 inwoners;451;2000;0.1;0.0;-0.1;0.0;0.0;0.0
1852;10 000 tot 20 000 inwoners;451;2001;0.1;0.0;-0.1;0.0;0.0;0.0
1853;10 000 tot 20 000 inwoners;451;2002;0.3;0.3;0.0;0.1;0.1;0.0
1854;10 000 tot 20 000 inwoners;451;2003;0.1;0.1;-0.1;0.1;0.0;0.0
1855;10 000 tot 20 000 inwoners;460;1999;44.8;43.3;-1.5;16.4;15.9;-0.6
1856;10 000 tot 20 000 inwoners;460;2000;35.4;33.7;-1.7;12.9;12.2;-0.6
1857;10 000 tot 20 000 inwoners;460;2001;44.4;42.7;-1.8;17.6;16.9;-0.7
1858;10 000 tot 20 000 inwoners;460;2002;48.2;46.0;-2.3;19.0;18.1;-0.9
1859;10 000 tot 20 000 inwoners;460;2003;52.4;49.9;-2.5;21.3;20.3;-1.0
1860;10 000 tot 20 000 inwoners;461;1999;2.5;0.4;-2.2;0.9;0.1;-0.8
1861;10 000 tot 20 000 inwoners;461;2000;3.9;1.0;-2.9;1.4;0.4;-1.0
1862;10 000 tot 20 000 inwoners;461;2001;7.0;4.7;-2.4;2.8;1.8;-0.9
1863;10 000 tot 20 000 inwoners;461;2002;2.8;0.2;-2.6;1.1;0.1;-1.0
1864;10 000 tot 20 000 inwoners;461;2003;2.1;0.1;-2.0;0.8;0.0;-0.8
1865;10 000 tot 20 000 inwoners;470;1999;0.0;0.0;0.0;0.0;0.0;0.0
1866;10 000 tot 20 000 inwoners;470;2000;0.0;0.0;0.0;0.0;0.0;0.0
1867;10 000 tot 20 000 inwoners;470;2001;0.0;0.0;0.0;0.0;0.0;0.0
1868;10 000 tot 20 000 inwoners;470;2002;0.0;0.0;0.0;0.0;0.0;0.0
1869;10 000 tot 20 000 inwoners;470;2003;0.0;0.0;0.0;0.0;0.0;0.0
1870;10 000 tot 20 000 inwoners;471;1999;0.0;0.0;0.0;0.0;0.0;0.0
1871;10 000 tot 20 000 inwoners;471;2000;0.0;0.0;0.0;0.0;0.0;0.0
1872;10 000 tot 20 000 inwoners;471;2001;0.0;0.0;0.0;0.0;0.0;0.0
1873;10 000 tot 20 000 inwoners;471;2002;0.0;0.0;0.0;0.0;0.0;0.0
1874;10 000 tot 20 000 inwoners;471;2003;0.0;0.0;0.0;0.0;0.0;0.0
1875;10 000 tot 20 000 inwoners;480;1999;80.5;23.0;-57.4;29.5;8.4;-21.1
1876;10 000 tot 20 000 inwoners;480;2000;87.6;25.6;-61.9;31.8;9.3;-22.5
1877;10 000 tot 20 000 inwoners;480;2001;99.3;35.5;-63.8;39.3;14.1;-25.3
1878;10 000 tot 20 000 inwoners;480;2002;114.8;38.6;-76.1;45.3;15.2;-30.0
1879;10 000 tot 20 000 inwoners;480;2003;115.8;35.4;-80.4;47.1;14.4;-32.7
1880;10 000 tot 20 000 inwoners;482;1999;13.2;11.8;-1.4;4.8;4.3;-0.5
1881;10 000 tot 20 000 inwoners;482;2000;14.3;12.7;-1.5;5.2;4.6;-0.6
1882;10 000 tot 20 000 inwoners;482;2001;13.6;11.5;-2.0;5.4;4.6;-0.8
1883;10 000 tot 20 000 inwoners;482;2002;15.7;14.1;-1.6;6.2;5.6;-0.6
1884;10 000 tot 20 000 inwoners;482;2003;14.4;13.0;-1.4;5.9;5.3;-0.6
1885;10 000 tot 20 000 inwoners;400;1999;494.7;307.6;-187.2;181.5;112.9;-68.7
1886;10 000 tot 20 000 inwoners;400;2000;507.4;311.2;-196.2;184.4;113.1;-71.3
1887;10 000 tot 20 000 inwoners;400;2001;547.8;348.4;-199.3;217.0;138.0;-79.0
1888;10 000 tot 20 000 inwoners;400;2002;589.0;373.8;-215.2;232.3;147.4;-84.9
1889;10 000 tot 20 000 inwoners;400;2003;591.1;371.8;-219.3;240.2;151.1;-89.1
1890;10 000 tot 20 000 inwoners;510;1999;43.6;3.9;-39.8;16.0;1.4;-14.6
1891;10 000 tot 20 000 inwoners;510;2000;46.6;4.4;-42.2;16.9;1.6;-15.3
1892;10 000 tot 20 000 inwoners;510;2001;44.8;5.0;-39.8;17.7;2.0;-15.8
1893;10 000 tot 20 000 inwoners;510;2002;48.2;5.1;-43.1;19.0;2.0;-17.0
1894;10 000 tot 20 000 inwoners;510;2003;49.7;6.1;-43.6;20.2;2.5;-17.7
1895;10 000 tot 20 000 inwoners;511;1999;21.2;2.3;-18.9;7.8;0.8;-6.9
1896;10 000 tot 20 000 inwoners;511;2000;23.4;1.8;-21.6;8.5;0.7;-7.9
1897;10 000 tot 20 000 inwoners;511;2001;22.5;2.0;-20.5;8.9;0.8;-8.1
1898;10 000 tot 20 000 inwoners;511;2002;23.7;2.1;-21.6;9.3;0.8;-8.5
1899;10 000 tot 20 000 inwoners;511;2003;24.6;2.6;-21.9;10.0;1.1;-8.9
1900;10 000 tot 20 000 inwoners;530;1999;147.1;38.0;-109.0;54.0;14.0;-40.0
1901;10 000 tot 20 000 inwoners;530;2000;153.3;38.6;-114.8;55.7;14.0;-41.7
1902;10 000 tot 20 000 inwoners;530;2001;147.0;39.7;-107.3;58.2;15.7;-42.5
1903;10 000 tot 20 000 inwoners;530;2002;162.3;41.2;-121.1;64.0;16.2;-47.8
1904;10 000 tot 20 000 inwoners;530;2003;161.7;43.9;-117.8;65.7;17.8;-47.9
1905;10 000 tot 20 000 inwoners;540;1999;11.2;1.3;-10.0;4.1;0.5;-3.7
1906;10 000 tot 20 000 inwoners;540;2000;12.1;1.1;-10.9;4.4;0.4;-4.0
1907;10 000 tot 20 000 inwoners;540;2001;12.1;1.2;-10.9;4.8;0.5;-4.3
1908;10 000 tot 20 000 inwoners;540;2002;13.1;1.5;-11.6;5.2;0.6;-4.6
1909;10 000 tot 20 000 inwoners;540;2003;13.0;1.2;-11.8;5.3;0.5;-4.8
1910;10 000 tot 20 000 inwoners;541;1999;22.9;3.2;-19.7;8.4;1.2;-7.2
1911;10 000 tot 20 000 inwoners;541;2000;22.9;3.3;-19.6;8.3;1.2;-7.1
1912;10 000 tot 20 000 inwoners;541;2001;23.0;3.5;-19.5;9.1;1.4;-7.7
1913;10 000 tot 20 000 inwoners;541;2002;23.4;3.5;-19.9;9.2;1.4;-7.9
1914;10 000 tot 20 000 inwoners;541;2003;23.8;4.2;-19.5;9.7;1.7;-7.9
1915;10 000 tot 20 000 inwoners;550;1999;7.3;2.7;-4.6;2.7;1.0;-1.7
1916;10 000 tot 20 000 inwoners;550;2000;8.3;3.1;-5.2;3.0;1.1;-1.9
1917;10 000 tot 20 000 inwoners;550;2001;6.6;1.9;-4.7;2.6;0.8;-1.9
1918;10 000 tot 20 000 inwoners;550;2002;7.4;2.5;-4.9;2.9;1.0;-1.9
1919;10 000 tot 20 000 inwoners;550;2003;7.9;2.0;-5.9;3.2;0.8;-2.4
1920;10 000 tot 20 000 inwoners;560;1999;136.2;11.8;-124.4;50.0;4.3;-45.6
1921;10 000 tot 20 000 inwoners;560;2000;150.3;13.2;-137.2;54.6;4.8;-49.9
1922;10 000 tot 20 000 inwoners;560;2001;148.2;12.1;-136.1;58.7;4.8;-53.9
1923;10 000 tot 20 000 inwoners;560;2002;163.3;11.9;-151.4;64.4;4.7;-59.7
1924;10 000 tot 20 000 inwoners;560;2003;162.4;14.1;-148.3;66.0;5.7;-60.3
1925;10 000 tot 20 000 inwoners;580;1999;22.6;6.2;-16.4;8.3;2.3;-6.0
1926;10 000 tot 20 000 inwoners;580;2000;26.4;5.9;-20.5;9.6;2.2;-7.4
1927;10 000 tot 20 000 inwoners;580;2001;25.2;6.6;-18.6;10.0;2.6;-7.4
1928;10 000 tot 20 000 inwoners;580;2002;31.7;8.7;-23.0;12.5;3.4;-9.1
1929;10 000 tot 20 000 inwoners;580;2003;29.0;6.7;-22.2;11.8;2.7;-9.0
1930;10 000 tot 20 000 inwoners;500;1999;412.2;69.4;-342.8;151.2;25.5;-125.8
1931;10 000 tot 20 000 inwoners;500;2000;443.3;71.3;-372.0;161.1;25.9;-135.2
1932;10 000 tot 20 000 inwoners;500;2001;429.5;72.0;-357.4;170.1;28.5;-141.6
1933;10 000 tot 20 000 inwoners;500;2002;473.1;76.5;-396.6;186.6;30.2;-156.4
1934;10 000 tot 20 000 inwoners;500;2003;472.0;80.9;-391.1;191.8;32.9;-158.9
1935;10 000 tot 20 000 inwoners;610;1999;398.8;273.9;-125.0;146.3;100.5;-45.9
1936;10 000 tot 20 000 inwoners;610;2000;385.4;257.2;-128.2;140.1;93.5;-46.6
1937;10 000 tot 20 000 inwoners;610;2001;361.6;264.1;-97.5;143.2;104.6;-38.6
1938;10 000 tot 20 000 inwoners;610;2002;363.7;257.8;-105.9;143.5;101.7;-41.8
1939;10 000 tot 20 000 inwoners;610;2003;383.8;287.4;-96.4;156.0;116.8;-39.2
1940;10 000 tot 20 000 inwoners;611;1999;88.6;70.6;-17.9;32.5;25.9;-6.6
1941;10 000 tot 20 000 inwoners;611;2000;124.0;105.4;-18.6;45.1;38.3;-6.8
1942;10 000 tot 20 000 inwoners;611;2001;120.7;108.4;-12.3;47.8;42.9;-4.9
1943;10 000 tot 20 000 inwoners;611;2002;131.5;117.9;-13.5;51.9;46.5;-5.3
1944;10 000 tot 20 000 inwoners;611;2003;125.6;109.9;-15.7;51.0;44.7;-6.4
1945;10 000 tot 20 000 inwoners;612;1999;48.0;39.3;-8.7;17.6;14.4;-3.2
1946;10 000 tot 20 000 inwoners;612;2000;54.7;45.5;-9.2;19.9;16.5;-3.4
1947;10 000 tot 20 000 inwoners;612;2001;46.3;34.0;-12.4;18.3;13.4;-4.9
1948;10 000 tot 20 000 inwoners;612;2002;50.4;37.4;-12.9;19.9;14.8;-5.1
1949;10 000 tot 20 000 inwoners;612;2003;47.1;36.3;-10.8;19.1;14.8;-4.4
1950;10 000 tot 20 000 inwoners;613;1999;6.8;2.8;-4.1;2.5;1.0;-1.5
1951;10 000 tot 20 000 inwoners;613;2000;6.6;3.1;-3.4;2.4;1.1;-1.2
1952;10 000 tot 20 000 inwoners;613;2001;5.6;3.0;-2.6;2.2;1.2;-1.0
1953;10 000 tot 20 000 inwoners;613;2002;5.1;1.6;-3.5;2.0;0.6;-1.4
1954;10 000 tot 20 000 inwoners;613;2003;5.2;2.6;-2.6;2.1;1.1;-1.0
1955;10 000 tot 20 000 inwoners;620;1999;197.3;50.2;-147.1;72.4;18.4;-54.0
1956;10 000 tot 20 000 inwoners;620;2000;210.4;52.9;-157.5;76.4;19.2;-57.2
1957;10 000 tot 20 000 inwoners;620;2001;199.3;44.5;-154.8;78.9;17.6;-61.3
1958;10 000 tot 20 000 inwoners;620;2002;209.6;41.4;-168.2;82.7;16.3;-66.4
1959;10 000 tot 20 000 inwoners;620;2003;211.0;41.7;-169.3;85.8;16.9;-68.8
1960;10 000 tot 20 000 inwoners;630;1999;45.1;7.7;-37.5;16.6;2.8;-13.7
1961;10 000 tot 20 000 inwoners;630;2000;50.9;8.7;-42.2;18.5;3.2;-15.3
1962;10 000 tot 20 000 inwoners;630;2001;51.3;8.7;-42.6;20.3;3.5;-16.9
1963;10 000 tot 20 000 inwoners;630;2002;58.1;10.1;-48.0;22.9;4.0;-18.9
1964;10 000 tot 20 000 inwoners;630;2003;61.3;11.5;-49.8;24.9;4.7;-20.2
1965;10 000 tot 20 000 inwoners;640;1999;3.2;1.1;-2.1;1.2;0.4;-0.8
1966;10 000 tot 20 000 inwoners;640;2000;2.9;0.9;-2.0;1.1;0.3;-0.7
1967;10 000 tot 20 000 inwoners;640;2001;3.4;1.8;-1.5;1.3;0.7;-0.6
1968;10 000 tot 20 000 inwoners;640;2002;2.5;0.8;-1.7;1.0;0.3;-0.7
1969;10 000 tot 20 000 inwoners;640;2003;2.4;0.9;-1.5;1.0;0.4;-0.6
1970;10 000 tot 20 000 inwoners;641;1999;0.1;0.0;0.0;0.0;0.0;0.0
1971;10 000 tot 20 000 inwoners;641;2000;0.1;0.1;0.0;0.0;0.0;0.0
1972;10 000 tot 20 000 inwoners;641;2001;0.4;0.3;-0.1;0.1;0.1;0.0
1973;10 000 tot 20 000 inwoners;641;2002;0.4;0.3;0.0;0.1;0.1;0.0
1974;10 000 tot 20 000 inwoners;641;2003;0.1;0.1;0.0;0.0;0.0;0.0
1975;10 000 tot 20 000 inwoners;650;1999;32.8;13.6;-19.2;12.0;5.0;-7.0
1976;10 000 tot 20 000 inwoners;650;2000;40.3;17.6;-22.7;14.6;6.4;-8.3
1977;10 000 tot 20 000 inwoners;650;2001;49.1;26.3;-22.8;19.5;10.4;-9.0
1978;10 000 tot 20 000 inwoners;650;2002;52.9;28.0;-24.9;20.9;11.0;-9.8
1979;10 000 tot 20 000 inwoners;650;2003;54.8;29.6;-25.2;22.3;12.0;-10.2
1980;10 000 tot 20 000 inwoners;651;1999;3.4;0.7;-2.6;1.2;0.3;-1.0
1981;10 000 tot 20 000 inwoners;651;2000;3.0;0.8;-2.2;1.1;0.3;-0.8
1982;10 000 tot 20 000 inwoners;651;2001;2.4;0.4;-2.0;0.9;0.1;-0.8
1983;10 000 tot 20 000 inwoners;651;2002;2.6;0.5;-2.1;1.0;0.2;-0.8
1984;10 000 tot 20 000 inwoners;651;2003;2.5;0.4;-2.1;1.0;0.2;-0.8
1985;10 000 tot 20 000 inwoners;600;1999;824.0;459.8;-364.3;302.4;168.7;-133.7
1986;10 000 tot 20 000 inwoners;600;2000;878.2;492.2;-385.9;319.1;178.9;-140.3
1987;10 000 tot 20 000 inwoners;600;2001;840.1;491.5;-348.6;332.8;194.7;-138.1
1988;10 000 tot 20 000 inwoners;600;2002;876.8;496.0;-380.8;345.9;195.7;-150.2
1989;10 000 tot 20 000 inwoners;600;2003;893.6;520.2;-373.3;363.2;211.4;-151.7
1990;10 000 tot 20 000 inwoners;710;1999;25.1;0.7;-24.4;9.2;0.3;-8.9
1991;10 000 tot 20 000 inwoners;710;2000;27.5;0.9;-26.6;10.0;0.3;-9.7
1992;10 000 tot 20 000 inwoners;710;2001;28.1;0.5;-27.6;11.1;0.2;-10.9
1993;10 000 tot 20 000 inwoners;710;2002;32.7;0.7;-31.9;12.9;0.3;-12.6
1994;10 000 tot 20 000 inwoners;710;2003;63.9;28.2;-35.7;26.0;11.5;-14.5
1995;10 000 tot 20 000 inwoners;711;1999;0.3;0.1;-0.1;0.1;0.1;-0.1
1996;10 000 tot 20 000 inwoners;711;2000;0.3;0.2;-0.2;0.1;0.1;-0.1
1997;10 000 tot 20 000 inwoners;711;2001;0.2;0.0;-0.2;0.1;0.0;-0.1
1998;10 000 tot 20 000 inwoners;711;2002;0.2;0.0;-0.2;0.1;0.0;-0.1
1999;10 000 tot 20 000 inwoners;711;2003;0.2;0.0;-0.2;0.1;0.0;-0.1
2000;10 000 tot 20 000 inwoners;712;1999;0.1;0.0;-0.1;0.0;0.0;0.0
2001;10 000 tot 20 000 inwoners;712;2000;0.3;0.3;-0.1;0.1;0.1;0.0
2002;10 000 tot 20 000 inwoners;712;2001;0.3;0.2;-0.1;0.1;0.1;0.0
2003;10 000 tot 20 000 inwoners;712;2002;0.3;0.2;0.0;0.1;0.1;0.0
2004;10 000 tot 20 000 inwoners;712;2003;0.5;0.2;-0.4;0.2;0.1;-0.1
2005;10 000 tot 20 000 inwoners;713;1999;4.8;0.5;-4.3;1.8;0.2;-1.6
2006;10 000 tot 20 000 inwoners;713;2000;4.8;0.3;-4.4;1.7;0.1;-1.6
2007;10 000 tot 20 000 inwoners;713;2001;5.1;0.4;-4.8;2.0;0.1;-1.9
2008;10 000 tot 20 000 inwoners;713;2002;5.0;0.3;-4.6;2.0;0.1;-1.8
2009;10 000 tot 20 000 inwoners;713;2003;8.8;3.0;-5.8;3.6;1.2;-2.4
2010;10 000 tot 20 000 inwoners;720;1999;0.0;0.0;0.0;0.0;0.0;0.0
2011;10 000 tot 20 000 inwoners;720;2000;0.1;0.1;-0.1;0.1;0.0;0.0
2012;10 000 tot 20 000 inwoners;720;2001;0.1;0.1;0.0;0.0;0.0;0.0
2013;10 000 tot 20 000 inwoners;720;2002;0.1;0.1;0.0;0.0;0.0;0.0
2014;10 000 tot 20 000 inwoners;720;2003;0.3;0.3;0.0;0.1;0.1;0.0
2015;10 000 tot 20 000 inwoners;721;1999;212.8;193.4;-19.4;78.1;71.0;-7.1
2016;10 000 tot 20 000 inwoners;721;2000;229.0;210.3;-18.7;83.2;76.4;-6.8
2017;10 000 tot 20 000 inwoners;721;2001;215.7;195.8;-19.8;85.4;77.6;-7.9
2018;10 000 tot 20 000 inwoners;721;2002;236.1;217.4;-18.7;93.1;85.7;-7.4
2019;10 000 tot 20 000 inwoners;721;2003;220.8;226.5;5.7;89.7;92.0;2.3
