ID;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;Totaal_1;JongerenEconomischZelfstandig_2;JongerenNietEconomischZelfstandig_3;JongerenEconomischZelfstandig_4;JongerenNietEconomischZelfstandig_5
0;1100;2021245;10000;2005;1494.0;696.0;798.0;46.6;53.4
1;1100;2021245;10000;2006;1533.0;692.0;841.0;45.1;54.9
2;1100;2021245;10000;2007;1601.0;700.0;901.0;43.7;56.3
3;1100;2021245;10000;2008;1619.0;696.0;922.0;43.0;57.0
4;1100;2021245;10000;2009;1590.0;660.0;927.0;41.5;58.3
5;1100;2021245;10000;2010;1558.0;617.0;941.0;39.6;60.4
6;1100;2021245;10000;2011;1589.0;633.0;956.0;39.8;60.2
7;1100;2021245;10000;2012;1593.0;618.0;975.0;38.8;61.2
8;1100;2021245;Herkomst: autochtoon;2005;1232.0;583.0;650.0;47.3;52.7
9;1100;2021245;Herkomst: autochtoon;2006;1261.0;580.0;681.0;46.0;54.0
10;1100;2021245;Herkomst: autochtoon;2007;1301.0;583.0;718.0;44.8;55.2
11;1100;2021245;Herkomst: autochtoon;2008;1316.0;578.0;739.0;43.9;56.1
12;1100;2021245;Herkomst: autochtoon;2009;1279.0;549.0;729.0;42.9;57.0
13;1100;2021245;Herkomst: autochtoon;2010;1267.0;521.0;745.0;41.2;58.8
14;1100;2021245;Herkomst: autochtoon;2011;1300.0;537.0;764.0;41.3;58.7
15;1100;2021245;Herkomst: autochtoon;2012;1305.0;523.0;782.0;40.1;59.9
16;1100;2021245;Herkomst: westerse allochtoon;2005;105.0;47.0;59.0;44.2;55.8
17;1100;2021245;Herkomst: westerse allochtoon;2006;110.0;47.0;63.0;42.7;57.3
18;1100;2021245;Herkomst: westerse allochtoon;2007;114.0;47.0;67.0;41.3;58.7
19;1100;2021245;Herkomst: westerse allochtoon;2008;113.0;48.0;65.0;42.2;57.8
20;1100;2021245;Herkomst: westerse allochtoon;2009;113.0;44.0;70.0;38.4;61.4
21;1100;2021245;Herkomst: westerse allochtoon;2010;108.0;39.0;69.0;36.0;64.0
22;1100;2021245;Herkomst: westerse allochtoon;2011;108.0;40.0;68.0;37.3;62.7
23;1100;2021245;Herkomst: westerse allochtoon;2012;114.0;40.0;73.0;35.6;64.4
24;1100;2021245;Herkomst: niet-westerse allochtoon;2005;154.0;67.0;87.0;43.5;56.5
25;1100;2021245;Herkomst: niet-westerse allochtoon;2006;160.0;65.0;95.0;40.8;59.2
26;1100;2021245;Herkomst: niet-westerse allochtoon;2007;183.0;70.0;113.0;38.2;61.8
27;1100;2021245;Herkomst: niet-westerse allochtoon;2008;185.0;71.0;114.0;38.3;61.7
28;1100;2021245;Herkomst: niet-westerse allochtoon;2009;193.0;67.0;125.0;34.9;64.7
29;1100;2021245;Herkomst: niet-westerse allochtoon;2010;178.0;57.0;121.0;31.9;68.1
30;1100;2021245;Herkomst: niet-westerse allochtoon;2011;176.0;54.0;122.0;30.9;69.1
31;1100;2021245;Herkomst: niet-westerse allochtoon;2012;170.0;54.0;116.0;31.5;68.5
32;1100;2021245;Herkomst: onbekend;2005;3.0;;3.0;;
33;1100;2021245;Herkomst: onbekend;2006;3.0;;3.0;;
34;1100;2021245;Herkomst: onbekend;2007;3.0;;2.0;;
35;1100;2021245;Herkomst: onbekend;2008;4.0;;4.0;;
36;1100;2021245;Herkomst: onbekend;2009;5.0;;4.0;;
37;1100;2021245;Herkomst: onbekend;2010;5.0;;5.0;;
38;1100;2021245;Herkomst: onbekend;2011;4.0;;3.0;;
39;1100;2021245;Herkomst: onbekend;2012;4.0;;3.0;;
40;1100;2021245;Positie in huishouden: alleenstaande;2005;173.0;95.0;78.0;54.7;45.3
41;1100;2021245;Positie in huishouden: alleenstaande;2006;191.0;104.0;87.0;54.4;45.6
42;1100;2021245;Positie in huishouden: alleenstaande;2007;199.0;108.0;91.0;54.3;45.7
43;1100;2021245;Positie in huishouden: alleenstaande;2008;204.0;113.0;92.0;55.1;44.9
44;1100;2021245;Positie in huishouden: alleenstaande;2009;201.0;102.0;98.0;51.0;49.0
45;1100;2021245;Positie in huishouden: alleenstaande;2010;199.0;96.0;104.0;48.0;52.0
46;1100;2021245;Positie in huishouden: alleenstaande;2011;205.0;92.0;113.0;44.8;55.2
47;1100;2021245;Positie in huishouden: alleenstaande;2012;207.0;96.0;110.0;46.6;53.4
48;1100;2021245;Positie in huishouden: éénouder;2005;4.0;2.0;2.0;;
49;1100;2021245;Positie in huishouden: éénouder;2006;4.0;2.0;2.0;;
50;1100;2021245;Positie in huishouden: éénouder;2007;4.0;2.0;2.0;;
51;1100;2021245;Positie in huishouden: éénouder;2008;5.0;2.0;3.0;;
52;1100;2021245;Positie in huishouden: éénouder;2009;5.0;3.0;2.0;;
53;1100;2021245;Positie in huishouden: éénouder;2010;4.0;2.0;2.0;;
54;1100;2021245;Positie in huishouden: éénouder;2011;3.0;2.0;;;
55;1100;2021245;Positie in huishouden: éénouder;2012;4.0;2.0;2.0;;
56;1100;2021245;Positie in huishouden: lid van ouderpaar;2005;60.0;42.0;18.0;69.6;30.4
57;1100;2021245;Positie in huishouden: lid van ouderpaar;2006;56.0;37.0;19.0;65.6;34.4
58;1100;2021245;Positie in huishouden: lid van ouderpaar;2007;57.0;37.0;20.0;65.1;34.9
59;1100;2021245;Positie in huishouden: lid van ouderpaar;2008;58.0;40.0;19.0;68.1;31.9
60;1100;2021245;Positie in huishouden: lid van ouderpaar;2009;58.0;39.0;19.0;66.6;33.4
61;1100;2021245;Positie in huishouden: lid van ouderpaar;2010;60.0;40.0;20.0;66.4;33.6
62;1100;2021245;Positie in huishouden: lid van ouderpaar;2011;60.0;40.0;21.0;65.9;34.1
63;1100;2021245;Positie in huishouden: lid van ouderpaar;2012;61.0;42.0;19.0;68.4;31.6
64;1100;2021245;Positie in huish.: lid paar geen ouder;2005;262.0;213.0;48.0;81.6;18.4
65;1100;2021245;Positie in huish.: lid paar geen ouder;2006;272.0;221.0;51.0;81.4;18.6
66;1100;2021245;Positie in huish.: lid paar geen ouder;2007;275.0;218.0;57.0;79.3;20.7
