ID;TypeWoning;Perioden;PrijsindexVerkoopprijzen_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3;VerkochteWoningen_4;OntwikkelingTOVVoorgaandePeriode_5;OntwikkelingTOVEenJaarEerder_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
272;Eengezinswoningen;2019 2e kwartaal;91.8;1.1;6.9;37965;12.7;0.7;315874;11992
273;Eengezinswoningen;2019 3e kwartaal;93.5;1.8;6.1;42915;13.0;5.2;326741;14022
274;Eengezinswoningen;2019 4e kwartaal;94.8;1.4;6.1;43191;0.6;3.8;327594;14149
275;Eengezinswoningen;2019;92.7;6.6;6.6;157760;0.7;0.7;322283;50843
276;Eengezinswoningen;2020 1e kwartaal;96.8;2.1;6.5;37674;-12.8;11.8;339609;12794
277;Eengezinswoningen;2020 2e kwartaal;98.7;2.0;7.4;40691;8.0;7.2;343481;13977
278;Eengezinswoningen;2020 3e kwartaal;101.1;2.5;8.2;45567;12.0;6.2;355435;16196
279;Eengezinswoningen;2020 4e kwartaal;103.4;2.2;9.1;45293;-0.6;4.9;365632;16561
280;Eengezinswoningen;2020;100.0;7.8;7.8;169225;7.3;7.3;351767;59528
281;Eengezinswoningen;2021 1e kwartaal;107.2;3.7;10.7;49688;9.7;31.9;392533;19504
282;Eengezinswoningen;2021 2e kwartaal;111.8;4.3;13.3;37328;-24.9;-8.3;385972;14408
283;Eengezinswoningen;2021 3e kwartaal;119.2;6.6;17.9;38443;3.0;-15.6;423077;16264
284;Eengezinswoningen;2021 4e kwartaal;124.0;4.0;20.0;36575;-4.9;-19.2;429181;15697
285;Eengezinswoningen;2021;115.5;15.5;15.5;162034;-4.2;-4.2;406541;65873
286;Eengezinswoningen;2022 1e kwartaal;129.2;4.2;20.5;30617;-16.3;-38.4;451006;13808
287;Eengezinswoningen;2022 2e kwartaal;132.7;2.7;18.7;33498;9.4;-10.3;455539;15260
288;Eengezinswoningen;2022 3e kwartaal;133.8;0.8;12.2;36563;9.2;-4.9;467156;17081
289;Eengezinswoningen;2022 4e kwartaal;130.8;-2.2;5.5;35973;-1.6;-1.6;442955;15934
290;Eengezinswoningen;2022;131.6;13.9;13.9;136651;-15.7;-15.7;454319;62083
291;Eengezinswoningen;2023 1e kwartaal;128.6;-1.7;-0.5;29378;-18.3;-4.0;439422;12909
292;Eengezinswoningen;2023 2e kwartaal;126.1;-1.9;-5.0;31721;8.0;-5.3;429468;13623
293;Eengezinswoningen;2023 3e kwartaal;127.7;1.2;-4.5;32691;3.1;-10.6;444328;14526
294;Eengezinswoningen;2023 4e kwartaal;130.0;1.8;-0.6;34445;5.4;-4.2;452371;15582
295;Eengezinswoningen;2023;128.1;-2.7;-2.7;128235;-6.2;-6.2;441688;56640
296;Eengezinswoningen;2024 1e kwartaal;133.0;2.3;3.4;30402;-11.7;3.5;461852;14041
297;Eengezinswoningen;2024 2e kwartaal;136.7;2.8;8.4;31840;4.7;0.4;473555;15078
298;Eengezinswoningen;2024 3e kwartaal;141.8;3.7;11.0;36053;13.2;10.3;498545;17974
299;Eengezinswoningen;2024 4e kwartaal;145.1;2.4;11.6;38193;5.9;10.9;505385;19302
300;Eengezinswoningen;2024;139.1;8.6;8.6;136488;6.4;6.4;486456;66395
301;Eengezinswoningen;2025 1e kwartaal;147.9;1.9;11.2;33259;-12.9;9.4;515163;17134
302;Tussenwoning;1995 1e kwartaal;30.1;;;10076;;;85536;862
303;Tussenwoning;1995 2e kwartaal;30.4;1.1;;12119;20.3;;86765;1052
304;Tussenwoning;1995 3e kwartaal;31.1;2.3;;13050;7.7;;90443;1180
305;Tussenwoning;1995 4e kwartaal;31.4;1.1;;15110;15.8;;90616;1369
306;Tussenwoning;1995;30.7;;;50355;;;88628;4463
307;Tussenwoning;1996 1e kwartaal;32.2;2.5;7.2;11655;-22.9;15.7;91218;1063
308;Tussenwoning;1996 2e kwartaal;33.3;3.4;9.6;14537;24.7;20.0;93744;1363
309;Tussenwoning;1996 3e kwartaal;34.3;3.0;10.4;15542;6.9;19.1;97533;1516
310;Tussenwoning;1996 4e kwartaal;35.1;2.4;11.7;16482;6.0;9.1;99077;1633
311;Tussenwoning;1996;33.7;9.7;9.7;58216;15.6;15.6;95760;5575
312;Tussenwoning;1997 1e kwartaal;36.1;2.8;12.1;11877;-27.9;1.9;102154;1213
313;Tussenwoning;1997 2e kwartaal;36.9;2.2;10.8;15663;31.9;7.7;104779;1641
314;Tussenwoning;1997 3e kwartaal;38.0;3.0;10.8;16397;4.7;5.5;107788;1767
315;Tussenwoning;1997 4e kwartaal;38.8;2.2;10.6;17628;7.5;7.0;109689;1934
316;Tussenwoning;1997;37.5;11.0;11.0;61565;5.8;5.8;106480;6555
317;Tussenwoning;1998 1e kwartaal;39.4;1.4;9.0;12774;-27.5;7.6;112170;1433
318;Tussenwoning;1998 2e kwartaal;40.3;2.4;9.3;16323;27.8;4.2;113593;1854
319;Tussenwoning;1998 3e kwartaal;41.4;2.8;9.1;17597;7.8;7.3;117541;2068
320;Tussenwoning;1998 4e kwartaal;42.4;2.4;9.3;19569;11.2;11.0;119891;2346
321;Tussenwoning;1998;40.9;9.2;9.2;66263;7.6;7.6;116227;7702
322;Tussenwoning;1999 1e kwartaal;43.8;3.3;11.4;14453;-26.1;13.1;122977;1777
323;Tussenwoning;1999 2e kwartaal;45.6;4.0;13.1;16155;11.8;-1.0;129139;2086
324;Tussenwoning;1999 3e kwartaal;47.8;4.8;15.3;18506;14.6;5.2;135891;2515
325;Tussenwoning;1999 4e kwartaal;49.7;4.0;17.1;18596;0.5;-5.0;140988;2622
326;Tussenwoning;1999;46.7;14.3;14.3;67710;2.2;2.2;132923;9000
327;Tussenwoning;2000 1e kwartaal;51.5;3.7;17.5;13087;-29.6;-9.5;147400;1929
328;Tussenwoning;2000 2e kwartaal;53.4;3.6;17.0;15434;17.9;-4.5;153172;2364
329;Tussenwoning;2000 3e kwartaal;55.4;3.8;15.8;16109;4.4;-13.0;161971;2609
330;Tussenwoning;2000 4e kwartaal;56.5;2.1;13.8;16978;5.4;-8.7;163009;2768
331;Tussenwoning;2000;54.2;15.9;15.9;61608;-9.0;-9.0;156957;9670
332;Tussenwoning;2001 1e kwartaal;57.9;2.4;12.4;12222;-28.0;-6.6;164638;2012
333;Tussenwoning;2001 2e kwartaal;59.1;2.1;10.8;15600;27.6;1.1;170392;2658
334;Tussenwoning;2001 3e kwartaal;60.4;2.2;9.1;17229;10.4;7.0;174634;3009
335;Tussenwoning;2001 4e kwartaal;61.3;1.6;8.5;18723;8.7;10.3;176527;3305
336;Tussenwoning;2001;59.7;10.2;10.2;63774;3.5;3.5;172236;10984
337;Tussenwoning;2002 1e kwartaal;62.4;1.7;7.7;14296;-23.6;17.0;179732;2569
338;Tussenwoning;2002 2e kwartaal;63.4;1.7;7.2;15633;9.4;0.2;182996;2861
339;Tussenwoning;2002 3e kwartaal;64.4;1.6;6.7;17467;11.7;1.4;187905;3282
340;Tussenwoning;2002 4e kwartaal;64.5;0.2;5.2;17347;-0.7;-7.3;186978;3244
341;Tussenwoning;2002;63.7;6.7;6.7;64743;1.5;1.5;184666;11956
342;Tussenwoning;2003 1e kwartaal;65.6;1.6;5.1;12589;-27.4;-11.9;188835;2377
343;Tussenwoning;2003 2e kwartaal;66.2;0.9;4.4;15016;19.3;-3.9;191141;2870
344;Tussenwoning;2003 3e kwartaal;66.7;0.7;3.5;16617;10.7;-4.9;191832;3188
345;Tussenwoning;2003 4e kwartaal;67.4;1.1;4.4;18230;9.7;5.1;196367;3580
346;Tussenwoning;2003;66.5;4.4;4.4;62452;-3.5;-3.5;192385;12015
347;Tussenwoning;2004 1e kwartaal;68.1;1.0;3.8;12511;-31.4;-0.6;197188;2467
348;Tussenwoning;2004 2e kwartaal;68.6;0.8;3.7;15066;20.4;0.3;198670;2993
349;Tussenwoning;2004 3e kwartaal;69.6;1.4;4.3;16521;9.7;-0.6;201956;3337
350;Tussenwoning;2004 4e kwartaal;69.8;0.3;3.5;17488;5.9;-4.1;199286;3485
351;Tussenwoning;2004;69.0;3.8;3.8;61586;-1.4;-1.4;199425;12282
352;Tussenwoning;2005 1e kwartaal;70.5;1.0;3.6;13324;-23.8;6.5;202601;2699
353;Tussenwoning;2005 2e kwartaal;71.3;1.2;4.0;16597;24.6;10.2;205663;3413
354;Tussenwoning;2005 3e kwartaal;72.1;1.1;3.7;18759;13.0;13.5;210710;3953
355;Tussenwoning;2005 4e kwartaal;72.5;0.6;3.9;19833;5.7;13.4;211729;4199
356;Tussenwoning;2005;71.6;3.8;3.8;68513;11.2;11.2;208205;14265
357;Tussenwoning;2006 1e kwartaal;73.4;1.3;4.2;16436;-17.1;23.4;214896;3532
358;Tussenwoning;2006 2e kwartaal;74.2;1.1;4.0;18351;11.7;10.6;218990;4019
359;Tussenwoning;2006 3e kwartaal;75.1;1.3;4.2;18699;1.9;-0.3;225172;4210
360;Tussenwoning;2006 4e kwartaal;75.5;0.5;4.1;17819;-4.7;-10.2;221193;3941
361;Tussenwoning;2006;74.6;4.1;4.1;71305;4.1;4.1;220218;15703
362;Tussenwoning;2007 1e kwartaal;76.4;1.2;4.1;14329;-19.6;-12.8;224105;3211
363;Tussenwoning;2007 2e kwartaal;77.0;0.8;3.8;16025;11.8;-12.7;227062;3639
364;Tussenwoning;2007 3e kwartaal;78.1;1.4;4.0;16736;4.4;-10.5;232015;3883
365;Tussenwoning;2007 4e kwartaal;78.4;0.3;3.8;17566;5.0;-1.4;230404;4047
366;Tussenwoning;2007;77.5;3.9;3.9;64656;-9.3;-9.3;228597;14780
367;Tussenwoning;2008 1e kwartaal;79.1;1.0;3.5;12948;-26.3;-9.6;232773;3014
368;Tussenwoning;2008 2e kwartaal;79.4;0.4;3.1;15719;21.4;-1.9;232535;3655
369;Tussenwoning;2008 3e kwartaal;80.3;1.1;2.7;16093;2.4;-3.8;240337;3868
370;Tussenwoning;2008 4e kwartaal;80.0;-0.4;2.1;14929;-7.2;-15.0;233941;3493
371;Tussenwoning;2008;79.7;2.8;2.8;59689;-7.7;-7.7;235042;14029
372;Tussenwoning;2009 1e kwartaal;79.1;-1.1;0.0;8910;-40.3;-31.2;233032;2076
373;Tussenwoning;2009 2e kwartaal;77.4;-2.2;-2.6;10042;12.7;-36.1;222530;2235
374;Tussenwoning;2009 3e kwartaal;77.0;-0.6;-4.1;10957;9.1;-31.9;223400;2448
375;Tussenwoning;2009 4e kwartaal;76.7;-0.4;-4.1;11642;6.3;-22.0;225664;2627
376;Tussenwoning;2009;77.5;-2.7;-2.7;41551;-30.4;-30.4;225890;9386
377;Tussenwoning;2010 1e kwartaal;76.3;-0.5;-3.6;8806;-24.4;-1.2;221738;1953
378;Tussenwoning;2010 2e kwartaal;76.3;0.1;-1.4;10164;15.4;1.2;225324;2290
379;Tussenwoning;2010 3e kwartaal;76.5;0.2;-0.6;10429;2.6;-4.8;229091;2389
380;Tussenwoning;2010 4e kwartaal;75.7;-1.1;-1.3;10761;3.2;-7.6;221882;2388
381;Tussenwoning;2010;76.2;-1.7;-1.7;40160;-3.3;-3.3;224593;9020
382;Tussenwoning;2011 1e kwartaal;75.4;-0.3;-1.1;9097;-15.5;3.3;222992;2029
383;Tussenwoning;2011 2e kwartaal;75.1;-0.5;-1.7;9307;2.3;-8.4;222136;2067
384;Tussenwoning;2011 3e kwartaal;74.8;-0.4;-2.3;9964;7.1;-4.5;226822;2260
385;Tussenwoning;2011 4e kwartaal;73.5;-1.7;-2.8;10202;2.4;-5.2;217959;2224
386;Tussenwoning;2011;74.7;-2.0;-2.0;38570;-4.0;-4.0;222444;8580
387;Tussenwoning;2012 1e kwartaal;72.7;-1.1;-3.6;7650;-25.0;-15.9;218387;1671
388;Tussenwoning;2012 2e kwartaal;71.5;-1.8;-4.8;11268;47.3;21.1;216085;2435
389;Tussenwoning;2012 3e kwartaal;69.0;-3.5;-7.8;7013;-37.8;-29.6;201719;1415
390;Tussenwoning;2012 4e kwartaal;68.8;-0.3;-6.5;11606;65.5;13.8;204864;2378
391;Tussenwoning;2012;70.5;-5.6;-5.6;37537;-2.7;-2.7;210400;7898
392;Tussenwoning;2013 1e kwartaal;67.3;-2.1;-7.4;7222;-37.8;-5.6;199896;1444
393;Tussenwoning;2013 2e kwartaal;66.2;-1.7;-7.4;6742;-6.6;-40.2;194792;1313
394;Tussenwoning;2013 3e kwartaal;66.3;0.3;-3.8;9247;37.2;31.9;199309;1843
395;Tussenwoning;2013 4e kwartaal;66.5;0.2;-3.3;11603;25.5;0.0;199316;2313
396;Tussenwoning;2013;66.6;-5.5;-5.5;34814;-7.3;-7.3;198558;6913
397;Tussenwoning;2014 1e kwartaal;66.9;0.6;-0.7;9702;-16.4;34.3;203633;1976
398;Tussenwoning;2014 2e kwartaal;67.1;0.3;1.4;10870;12.0;61.2;206774;2248
399;Tussenwoning;2014 3e kwartaal;68.0;1.3;2.5;12892;18.6;39.4;213184;2748
400;Tussenwoning;2014 4e kwartaal;68.3;0.5;2.8;16054;24.5;38.4;211339;3393
401;Tussenwoning;2014;67.6;1.5;1.5;49518;42.2;42.2;209308;10364
402;Tussenwoning;2015 1e kwartaal;68.7;0.5;2.7;11394;-29.0;17.4;208921;2380
403;Tussenwoning;2015 2e kwartaal;69.3;0.9;3.3;13021;14.3;19.8;214595;2794
404;Tussenwoning;2015 3e kwartaal;70.4;1.6;3.6;16853;29.4;30.7;219187;3694
405;Tussenwoning;2015 4e kwartaal;71.1;0.9;4.1;16774;-0.5;4.5;220371;3696
406;Tussenwoning;2015;69.9;3.4;3.4;58042;17.2;17.2;216484;12565
407;Tussenwoning;2016 1e kwartaal;72.0;1.3;4.9;13984;-16.6;22.7;222667;3114
408;Tussenwoning;2016 2e kwartaal;72.9;1.2;5.1;16226;16.0;24.6;226307;3672
409;Tussenwoning;2016 3e kwartaal;74.7;2.5;6.1;19933;22.8;18.3;233887;4662
410;Tussenwoning;2016 4e kwartaal;75.7;1.4;6.6;20004;0.4;19.3;230126;4603
411;Tussenwoning;2016;73.8;5.7;5.7;70147;20.9;20.9;228824;16051
412;Tussenwoning;2017 1e kwartaal;77.1;1.8;7.1;18070;-9.7;29.2;239064;4320
413;Tussenwoning;2017 2e kwartaal;78.5;1.8;7.7;19076;5.6;17.6;240665;4591
414;Tussenwoning;2017 3e kwartaal;80.5;2.5;7.7;20369;6.8;2.2;247581;5043
415;Tussenwoning;2017 4e kwartaal;81.8;1.6;8.0;22260;9.3;11.3;245718;5470
416;Tussenwoning;2017;79.5;7.6;7.6;79775;13.7;13.7;243478;19423
417;Tussenwoning;2018 1e kwartaal;83.8;2.5;8.7;17243;-22.5;-4.6;256284;4419
418;Tussenwoning;2018 2e kwartaal;85.3;1.9;8.8;17755;3.0;-6.9;259827;4613
419;Tussenwoning;2018 3e kwartaal;87.6;2.6;8.9;19124;7.7;-6.1;267849;5122
420;Tussenwoning;2018 4e kwartaal;88.9;1.5;8.7;19102;-0.1;-14.2;268486;5129
421;Tussenwoning;2018;86.4;8.8;8.8;73224;-8.2;-8.2;263347;19283
422;Tussenwoning;2019 1e kwartaal;90.4;1.6;7.8;15892;-16.8;-7.8;278167;4421
423;Tussenwoning;2019 2e kwartaal;91.7;1.5;7.4;17991;13.2;1.3;278142;5004
424;Tussenwoning;2019 3e kwartaal;93.1;1.6;6.3;20498;13.9;7.2;286876;5880
425;Tussenwoning;2019 4e kwartaal;94.3;1.3;6.1;20679;0.9;8.3;288741;5971
426;Tussenwoning;2019;92.4;6.9;6.9;75060;2.5;2.5;283452;21276
427;Tussenwoning;2020 1e kwartaal;96.5;2.3;6.8;17729;-14.3;11.6;296882;5263
428;Tussenwoning;2020 2e kwartaal;98.9;2.5;7.8;19078;7.6;6.0;299730;5718
429;Tussenwoning;2020 3e kwartaal;101.3;2.5;8.8;21357;11.9;4.2;312240;6669
430;Tussenwoning;2020 4e kwartaal;103.4;2.0;9.6;21143;-1.0;2.2;315112;6662
431;Tussenwoning;2020;100.0;8.3;8.3;79307;5.7;5.7;306563;24313
432;Tussenwoning;2021 1e kwartaal;107.1;3.6;11.0;22981;8.7;29.6;343139;7886
433;Tussenwoning;2021 2e kwartaal;111.8;4.4;13.1;17666;-23.1;-7.4;333947;5900
434;Tussenwoning;2021 3e kwartaal;119.5;6.9;17.9;17827;0.9;-16.5;366642;6536
435;Tussenwoning;2021 4e kwartaal;124.2;3.9;20.2;17422;-2.3;-17.6;376019;6551
436;Tussenwoning;2021;115.6;15.6;15.6;75896;-4.3;-4.3;354068;26872
437;Tussenwoning;2022 1e kwartaal;129.3;4.2;20.8;14580;-16.3;-36.6;396062;5775
438;Tussenwoning;2022 2e kwartaal;133.0;2.8;18.9;16033;10.0;-9.2;403757;6473
439;Tussenwoning;2022 3e kwartaal;133.4;0.3;11.7;17671;10.2;-0.9;414312;7321
440;Tussenwoning;2022 4e kwartaal;130.3;-2.4;4.9;17327;-1.9;-0.5;391838;6789
441;Tussenwoning;2022;131.5;13.7;13.7;65611;-13.6;-13.6;401742;26359
442;Tussenwoning;2023 1e kwartaal;127.3;-2.3;-1.6;14436;-16.7;-1.0;389531;5623
443;Tussenwoning;2023 2e kwartaal;125.9;-1.1;-5.3;15345;6.3;-4.3;383061;5878
444;Tussenwoning;2023 3e kwartaal;127.9;1.6;-4.1;15771;2.8;-10.8;397056;6262
445;Tussenwoning;2023 4e kwartaal;130.6;2.1;0.2;15769;0.0;-9.0;398356;6282
446;Tussenwoning;2023;127.9;-2.7;-2.7;61321;-6.5;-6.5;392117;24045
447;Tussenwoning;2024 1e kwartaal;134.1;2.8;5.4;14412;-8.6;-0.2;413322;5957
448;Tussenwoning;2024 2e kwartaal;138.7;3.4;10.2;14909;3.4;-2.8;424334;6326
449;Tussenwoning;2024 3e kwartaal;144.2;4.0;12.8;16916;13.5;7.3;448704;7590
450;Tussenwoning;2024 4e kwartaal;147.4;2.2;12.9;17771;5.1;12.7;450178;8000
451;Tussenwoning;2024;141.1;10.3;10.3;64008;4.4;4.4;435470;27874
452;Tussenwoning;2025 1e kwartaal;150.4;2.0;12.1;15751;-11.4;9.3;457581;7207
453;Hoekwoning;1995 1e kwartaal;30.2;;;4060;;;92146;374
454;Hoekwoning;1995 2e kwartaal;30.8;1.9;;4740;16.7;;94472;448
455;Hoekwoning;1995 3e kwartaal;31.4;2.2;;5549;17.1;;96197;534
456;Hoekwoning;1995 4e kwartaal;31.6;0.7;;6127;10.4;;96089;589
457;Hoekwoning;1995;31.0;;;20476;;;94962;1944
458;Hoekwoning;1996 1e kwartaal;32.5;2.7;7.6;4630;-24.4;14.0;97878;453
459;Hoekwoning;1996 2e kwartaal;33.3;2.5;8.3;5863;26.6;23.7;98931;580
460;Hoekwoning;1996 3e kwartaal;34.5;3.7;9.9;6293;7.3;13.4;104719;659
461;Hoekwoning;1996 4e kwartaal;35.2;1.8;11.1;6861;9.0;12.0;105509;724
462;Hoekwoning;1996;33.9;9.2;9.2;23647;15.5;15.5;102174;2416
463;Hoekwoning;1997 1e kwartaal;36.1;2.6;11.0;4696;-31.6;1.4;109066;512
464;Hoekwoning;1997 2e kwartaal;37.2;3.0;11.6;6373;35.7;8.7;111024;708
465;Hoekwoning;1997 3e kwartaal;38.3;3.2;11.0;6570;3.1;4.4;114905;755
466;Hoekwoning;1997 4e kwartaal;39.1;2.0;11.3;7025;6.9;2.4;116363;817
467;Hoekwoning;1997;37.7;11.2;11.2;24664;4.3;4.3;113206;2792
468;Hoekwoning;1998 1e kwartaal;39.7;1.6;10.1;5023;-28.5;7.0;118216;594
469;Hoekwoning;1998 2e kwartaal;40.7;2.4;9.4;6398;27.4;0.4;121411;777
470;Hoekwoning;1998 3e kwartaal;42.0;3.3;9.6;6988;9.2;6.4;124967;873
471;Hoekwoning;1998 4e kwartaal;42.9;2.1;9.6;7571;8.3;7.8;127622;966
472;Hoekwoning;1998;41.3;9.7;9.7;25980;5.3;5.3;123560;3210
473;Hoekwoning;1999 1e kwartaal;44.5;3.8;12.1;5360;-29.2;6.7;131412;704
474;Hoekwoning;1999 2e kwartaal;46.5;4.4;14.2;6650;24.1;3.9;136471;908
475;Hoekwoning;1999 3e kwartaal;48.7;4.7;15.8;7338;10.3;5.0;144437;1060
476;Hoekwoning;1999 4e kwartaal;50.8;4.4;18.5;7359;0.3;-2.8;151482;1115
477;Hoekwoning;1999;47.6;15.2;15.2;26707;2.8;2.8;141780;3787
478;Hoekwoning;2000 1e kwartaal;52.8;3.9;18.6;4883;-33.6;-8.9;157940;771
479;Hoekwoning;2000 2e kwartaal;54.5;3.3;17.4;5943;21.7;-10.6;164790;979
480;Hoekwoning;2000 3e kwartaal;56.9;4.3;16.9;6124;3.0;-16.5;175377;1074
481;Hoekwoning;2000 4e kwartaal;58.4;2.6;14.9;6733;9.9;-8.5;178137;1199
482;Hoekwoning;2000;55.7;16.9;16.9;23683;-11.3;-11.3;169910;4024
483;Hoekwoning;2001 1e kwartaal;59.7;2.2;13.0;4564;-32.2;-6.5;178816;816
484;Hoekwoning;2001 2e kwartaal;60.9;2.0;11.7;6155;34.9;3.6;183190;1128
485;Hoekwoning;2001 3e kwartaal;62.1;2.0;9.2;6894;12.0;12.6;189601;1307
486;Hoekwoning;2001 4e kwartaal;62.5;0.6;7.0;7073;2.6;5.1;187755;1328
487;Hoekwoning;2001;61.3;10.1;10.1;24686;4.2;4.2;185480;4579
488;Hoekwoning;2002 1e kwartaal;63.7;1.9;6.7;5511;-22.1;20.7;192623;1062
489;Hoekwoning;2002 2e kwartaal;65.0;2.1;6.8;6073;10.2;-1.3;197396;1199
490;Hoekwoning;2002 3e kwartaal;66.3;1.9;6.6;6540;7.7;-5.1;203119;1328
491;Hoekwoning;2002 4e kwartaal;65.6;-1.0;5.0;6826;4.4;-3.5;197546;1348
492;Hoekwoning;2002;65.1;6.3;6.3;24950;1.1;1.1;197883;4937
493;Hoekwoning;2003 1e kwartaal;66.6;1.5;4.6;4925;-27.8;-10.6;201149;991
494;Hoekwoning;2003 2e kwartaal;67.3;1.0;3.5;5783;17.4;-4.8;201847;1167
495;Hoekwoning;2003 3e kwartaal;67.7;0.6;2.2;6556;13.4;0.2;204208;1339
496;Hoekwoning;2003 4e kwartaal;68.4;1.1;4.3;6980;6.5;2.3;205854;1437
497;Hoekwoning;2003;67.5;3.6;3.6;24244;-2.8;-2.8;203498;4934
498;Hoekwoning;2004 1e kwartaal;69.6;1.7;4.5;4696;-32.7;-4.7;212583;998
499;Hoekwoning;2004 2e kwartaal;70.1;0.7;4.1;5738;22.2;-0.8;212361;1219
500;Hoekwoning;2004 3e kwartaal;71.2;1.6;5.2;6265;9.2;-4.4;217008;1360
501;Hoekwoning;2004 4e kwartaal;71.3;0.2;4.3;6690;6.8;-4.2;209100;1399
502;Hoekwoning;2004;70.5;4.5;4.5;23389;-3.5;-3.5;212718;4975
503;Hoekwoning;2005 1e kwartaal;72.0;1.0;3.5;5308;-20.7;13.0;213401;1133
504;Hoekwoning;2005 2e kwartaal;72.8;1.1;3.9;6599;24.3;15.0;217933;1438
505;Hoekwoning;2005 3e kwartaal;73.7;1.2;3.5;7451;12.9;18.9;223981;1669
506;Hoekwoning;2005 4e kwartaal;74.2;0.7;4.0;7486;0.5;11.9;225818;1690
507;Hoekwoning;2005;73.2;3.7;3.7;26844;14.8;14.8;220914;5930
508;Hoekwoning;2006 1e kwartaal;75.2;1.4;4.5;5798;-22.5;9.2;229381;1330
509;Hoekwoning;2006 2e kwartaal;75.9;0.9;4.3;6522;12.5;-1.2;231567;1510
510;Hoekwoning;2006 3e kwartaal;77.0;1.4;4.5;6824;4.6;-8.4;238601;1628
511;Hoekwoning;2006 4e kwartaal;77.2;0.2;4.0;6992;2.5;-6.6;232194;1624
512;Hoekwoning;2006;76.3;4.3;4.3;26136;-2.6;-2.6;233086;6092
513;Hoekwoning;2007 1e kwartaal;78.2;1.4;4.0;5714;-18.3;-1.4;238969;1365
514;Hoekwoning;2007 2e kwartaal;79.2;1.2;4.3;6401;12.0;-1.9;241518;1546
515;Hoekwoning;2007 3e kwartaal;80.2;1.3;4.2;6785;6.0;-0.6;248759;1688
516;Hoekwoning;2007 4e kwartaal;80.3;0.1;4.0;6962;2.6;-0.4;242264;1687
517;Hoekwoning;2007;79.5;4.1;4.1;25862;-1.0;-1.0;243055;6286
518;Hoekwoning;2008 1e kwartaal;81.3;1.3;3.9;5208;-25.2;-8.9;247006;1286
519;Hoekwoning;2008 2e kwartaal;81.3;0.0;2.7;6311;21.2;-1.4;249445;1574
520;Hoekwoning;2008 3e kwartaal;82.1;1.0;2.4;6484;2.7;-4.4;250376;1623
521;Hoekwoning;2008 4e kwartaal;81.6;-0.6;1.7;5946;-8.3;-14.6;246025;1463
522;Hoekwoning;2008;81.6;2.7;2.7;23949;-7.4;-7.4;248318;5947
523;Hoekwoning;2009 1e kwartaal;80.7;-1.1;-0.8;3615;-39.2;-30.6;243066;879
524;Hoekwoning;2009 2e kwartaal;78.8;-2.3;-3.1;4032;11.5;-36.1;233989;943
525;Hoekwoning;2009 3e kwartaal;77.9;-1.1;-5.1;4486;11.3;-30.8;230195;1033
526;Hoekwoning;2009 4e kwartaal;77.7;-0.3;-4.8;4922;9.7;-17.2;230754;1136
527;Hoekwoning;2009;78.8;-3.4;-3.4;17055;-28.8;-28.8;233981;3991
528;Hoekwoning;2010 1e kwartaal;77.0;-0.9;-4.5;3587;-27.1;-0.8;229557;823
529;Hoekwoning;2010 2e kwartaal;77.5;0.6;-1.6;4116;14.7;2.1;236939;975
530;Hoekwoning;2010 3e kwartaal;77.5;0.0;-0.5;4349;5.7;-3.1;242058;1053
531;Hoekwoning;2010 4e kwartaal;77.1;-0.6;-0.8;4533;4.2;-7.9;232324;1053
532;Hoekwoning;2010;77.3;-1.9;-1.9;16585;-2.8;-2.8;235424;3904
533;Hoekwoning;2011 1e kwartaal;76.4;-0.9;-0.8;3640;-19.7;1.5;234464;853
534;Hoekwoning;2011 2e kwartaal;76.4;0.0;-1.4;3948;8.5;-4.1;239453;945
535;Hoekwoning;2011 3e kwartaal;75.6;-1.1;-2.5;4101;3.9;-5.7;233607;958
536;Hoekwoning;2011 4e kwartaal;74.3;-1.8;-3.6;4259;3.9;-6.0;223621;952
537;Hoekwoning;2011;75.7;-2.1;-2.1;15948;-3.8;-3.8;232583;3709
538;Hoekwoning;2012 1e kwartaal;73.4;-1.2;-3.9;3180;-25.3;-12.6;229628;730
539;Hoekwoning;2012 2e kwartaal;72.6;-1.1;-5.0;4900;54.1;24.1;229484;1124
540;Hoekwoning;2012 3e kwartaal;69.3;-4.5;-8.4;3059;-37.6;-25.4;204252;625
541;Hoekwoning;2012 4e kwartaal;69.5;0.3;-6.4;5080;66.1;19.3;208913;1061
542;Hoekwoning;2012;71.2;-5.9;-5.9;16219;1.7;1.7;218310;3541
543;Hoekwoning;2013 1e kwartaal;67.8;-2.4;-7.6;3275;-35.5;3.0;206847;677
544;Hoekwoning;2013 2e kwartaal;66.5;-2.0;-8.5;2934;-10.4;-40.1;202314;594
545;Hoekwoning;2013 3e kwartaal;66.5;0.1;-4.0;4053;38.1;32.5;202704;822
546;Hoekwoning;2013 4e kwartaal;66.7;0.2;-4.1;4951;22.2;-2.5;204988;1015
547;Hoekwoning;2013;66.9;-6.1;-6.1;15213;-6.2;-6.2;204264;3107
548;Hoekwoning;2014 1e kwartaal;66.9;0.4;-1.2;3883;-21.6;18.6;206743;803
549;Hoekwoning;2014 2e kwartaal;67.4;0.7;1.5;4683;20.6;59.6;210275;985
550;Hoekwoning;2014 3e kwartaal;68.0;0.9;2.2;5219;11.4;28.8;217585;1136
