ID;RegioS;BronEnTechniek;Perioden;OpgesteldElektrischVermogen_1;NietGenormaliseerdeProductie_2;GenormaliseerdeProductie_3
90;Drenthe (PV);Windenergie op land;2018;22.0;;
91;Drenthe (PV);Windenergie op land;2019;22.0;;
92;Drenthe (PV);Windenergie op land;2020;50.0;;
93;Drenthe (PV);Windenergie op land;2021;221.0;207.0;216.0
94;Drenthe (PV);Windenergie op land;2022;246.0;643.0;620.0
95;Drenthe (PV);Windenergie op land;2023;271.0;786.0;695.0
96;Overijssel (PV);Zonnestroom, totaal;2018;399.0;331.0;331.0
97;Overijssel (PV);Zonnestroom, totaal;2019;606.0;435.0;435.0
98;Overijssel (PV);Zonnestroom, totaal;2020;945.0;711.0;711.0
99;Overijssel (PV);Zonnestroom, totaal;2021;1269.0;931.0;931.0
100;Overijssel (PV);Zonnestroom, totaal;2022;1611.0;1385.0;1385.0
101;Overijssel (PV);Zonnestroom, totaal;2023;1958.0;1571.0;1571.0
102;Overijssel (PV);Zonnestroom, klein vermogen;2018;209.0;187.0;187.0
103;Overijssel (PV);Zonnestroom, klein vermogen;2019;277.0;229.0;229.0
104;Overijssel (PV);Zonnestroom, klein vermogen;2020;371.0;303.0;303.0
105;Overijssel (PV);Zonnestroom, klein vermogen;2021;482.0;374.0;374.0
106;Overijssel (PV);Zonnestroom, klein vermogen;2022;660.0;541.0;541.0
107;Overijssel (PV);Zonnestroom, klein vermogen;2023;883.0;698.0;698.0
108;Overijssel (PV);Zonnestroom, groot vermogen;2018;190.0;145.0;145.0
109;Overijssel (PV);Zonnestroom, groot vermogen;2019;328.0;207.0;207.0
110;Overijssel (PV);Zonnestroom, groot vermogen;2020;575.0;408.0;408.0
111;Overijssel (PV);Zonnestroom, groot vermogen;2021;787.0;557.0;557.0
112;Overijssel (PV);Zonnestroom, groot vermogen;2022;951.0;843.0;843.0
113;Overijssel (PV);Zonnestroom, groot vermogen;2023;1074.0;873.0;873.0
114;Overijssel (PV);Windenergie op land;2018;43.0;71.0;67.0
115;Overijssel (PV);Windenergie op land;2019;61.0;92.0;86.0
116;Overijssel (PV);Windenergie op land;2020;66.0;153.0;140.0
117;Overijssel (PV);Windenergie op land;2021;74.0;135.0;141.0
118;Overijssel (PV);Windenergie op land;2022;74.0;155.0;149.0
119;Overijssel (PV);Windenergie op land;2023;87.0;188.0;166.0
120;Flevoland (PV);Zonnestroom, totaal;2018;189.0;158.0;158.0
121;Flevoland (PV);Zonnestroom, totaal;2019;329.0;233.0;233.0
122;Flevoland (PV);Zonnestroom, totaal;2020;484.0;376.0;376.0
123;Flevoland (PV);Zonnestroom, totaal;2021;586.0;436.0;436.0
124;Flevoland (PV);Zonnestroom, totaal;2022;893.0;654.0;654.0
125;Flevoland (PV);Zonnestroom, totaal;2023;1184.0;936.0;936.0
126;Flevoland (PV);Zonnestroom, klein vermogen;2018;71.0;62.0;62.0
127;Flevoland (PV);Zonnestroom, klein vermogen;2019;97.0;78.0;78.0
128;Flevoland (PV);Zonnestroom, klein vermogen;2020;127.0;110.0;110.0
129;Flevoland (PV);Zonnestroom, klein vermogen;2021;162.0;130.0;130.0
130;Flevoland (PV);Zonnestroom, klein vermogen;2022;221.0;190.0;190.0
131;Flevoland (PV);Zonnestroom, klein vermogen;2023;285.0;230.0;230.0
132;Flevoland (PV);Zonnestroom, groot vermogen;2018;118.0;96.0;96.0
133;Flevoland (PV);Zonnestroom, groot vermogen;2019;232.0;155.0;155.0
134;Flevoland (PV);Zonnestroom, groot vermogen;2020;356.0;266.0;266.0
135;Flevoland (PV);Zonnestroom, groot vermogen;2021;424.0;306.0;306.0
136;Flevoland (PV);Zonnestroom, groot vermogen;2022;672.0;464.0;464.0
137;Flevoland (PV);Zonnestroom, groot vermogen;2023;900.0;706.0;706.0
138;Flevoland (PV);Windenergie op land;2018;1198.0;2483.0;2361.0
139;Flevoland (PV);Windenergie op land;2019;1175.0;2589.0;2424.0
140;Flevoland (PV);Windenergie op land;2020;1169.0;2780.0;2544.0
141;Flevoland (PV);Windenergie op land;2021;1285.0;2285.0;2375.0
142;Flevoland (PV);Windenergie op land;2022;1584.0;3043.0;2933.0
143;Flevoland (PV);Windenergie op land;2023;1992.0;4570.0;4045.0
144;Gelderland (PV);Zonnestroom, totaal;2018;565.0;473.0;473.0
145;Gelderland (PV);Zonnestroom, totaal;2019;888.0;640.0;640.0
146;Gelderland (PV);Zonnestroom, totaal;2020;1361.0;1039.0;1039.0
147;Gelderland (PV);Zonnestroom, totaal;2021;1886.0;1411.0;1411.0
148;Gelderland (PV);Zonnestroom, totaal;2022;2493.0;2157.0;2157.0
149;Gelderland (PV);Zonnestroom, totaal;2023;3125.0;2480.0;2480.0
150;Gelderland (PV);Zonnestroom, klein vermogen;2018;351.0;300.0;300.0
151;Gelderland (PV);Zonnestroom, klein vermogen;2019;494.0;389.0;389.0
152;Gelderland (PV);Zonnestroom, klein vermogen;2020;665.0;551.0;551.0
153;Gelderland (PV);Zonnestroom, klein vermogen;2021;849.0;674.0;674.0
154;Gelderland (PV);Zonnestroom, klein vermogen;2022;1143.0;966.0;966.0
155;Gelderland (PV);Zonnestroom, klein vermogen;2023;1490.0;1191.0;1191.0
156;Gelderland (PV);Zonnestroom, groot vermogen;2018;214.0;173.0;173.0
157;Gelderland (PV);Zonnestroom, groot vermogen;2019;394.0;250.0;250.0
158;Gelderland (PV);Zonnestroom, groot vermogen;2020;696.0;488.0;488.0
159;Gelderland (PV);Zonnestroom, groot vermogen;2021;1037.0;738.0;738.0
160;Gelderland (PV);Zonnestroom, groot vermogen;2022;1350.0;1191.0;1191.0
161;Gelderland (PV);Zonnestroom, groot vermogen;2023;1635.0;1289.0;1289.0
162;Gelderland (PV);Windenergie op land;2018;82.0;153.0;146.0
163;Gelderland (PV);Windenergie op land;2019;82.0;163.0;152.0
164;Gelderland (PV);Windenergie op land;2020;143.0;334.0;305.0
165;Gelderland (PV);Windenergie op land;2021;171.0;361.0;375.0
166;Gelderland (PV);Windenergie op land;2022;234.0;455.0;439.0
167;Gelderland (PV);Windenergie op land;2023;247.0;624.0;553.0
168;Utrecht (PV);Zonnestroom, totaal;2018;258.0;204.0;204.0
169;Utrecht (PV);Zonnestroom, totaal;2019;405.0;307.0;307.0
170;Utrecht (PV);Zonnestroom, totaal;2020;594.0;466.0;466.0
171;Utrecht (PV);Zonnestroom, totaal;2021;782.0;597.0;597.0
172;Utrecht (PV);Zonnestroom, totaal;2022;1047.0;909.0;909.0
173;Utrecht (PV);Zonnestroom, totaal;2023;1314.0;1050.0;1050.0
174;Utrecht (PV);Zonnestroom, klein vermogen;2018;154.0;131.0;131.0
175;Utrecht (PV);Zonnestroom, klein vermogen;2019;230.0;184.0;184.0
176;Utrecht (PV);Zonnestroom, klein vermogen;2020;312.0;259.0;259.0
177;Utrecht (PV);Zonnestroom, klein vermogen;2021;423.0;329.0;329.0
178;Utrecht (PV);Zonnestroom, klein vermogen;2022;602.0;509.0;509.0
179;Utrecht (PV);Zonnestroom, klein vermogen;2023;780.0;629.0;629.0
180;Utrecht (PV);Zonnestroom, groot vermogen;2018;104.0;73.0;73.0
181;Utrecht (PV);Zonnestroom, groot vermogen;2019;175.0;123.0;123.0
182;Utrecht (PV);Zonnestroom, groot vermogen;2020;282.0;208.0;208.0
183;Utrecht (PV);Zonnestroom, groot vermogen;2021;359.0;268.0;268.0
184;Utrecht (PV);Zonnestroom, groot vermogen;2022;445.0;400.0;400.0
185;Utrecht (PV);Zonnestroom, groot vermogen;2023;533.0;421.0;421.0
186;Utrecht (PV);Windenergie op land;2018;34.0;78.0;74.0
187;Utrecht (PV);Windenergie op land;2019;34.0;83.0;78.0
188;Utrecht (PV);Windenergie op land;2020;34.0;96.0;88.0
189;Utrecht (PV);Windenergie op land;2021;34.0;73.0;76.0
190;Utrecht (PV);Windenergie op land;2022;34.0;78.0;76.0
191;Utrecht (PV);Windenergie op land;2023;34.0;94.0;83.0
192;Noord-Holland (PV);Zonnestroom, totaal;2018;500.0;400.0;400.0
193;Noord-Holland (PV);Zonnestroom, totaal;2019;786.0;599.0;599.0
194;Noord-Holland (PV);Zonnestroom, totaal;2020;1107.0;903.0;903.0
195;Noord-Holland (PV);Zonnestroom, totaal;2021;1441.0;1114.0;1114.0
196;Noord-Holland (PV);Zonnestroom, totaal;2022;1872.0;1619.0;1619.0
197;Noord-Holland (PV);Zonnestroom, totaal;2023;2302.0;1878.0;1878.0
198;Noord-Holland (PV);Zonnestroom, klein vermogen;2018;271.0;231.0;231.0
199;Noord-Holland (PV);Zonnestroom, klein vermogen;2019;384.0;308.0;308.0
200;Noord-Holland (PV);Zonnestroom, klein vermogen;2020;522.0;446.0;446.0
201;Noord-Holland (PV);Zonnestroom, klein vermogen;2021;673.0;543.0;543.0
202;Noord-Holland (PV);Zonnestroom, klein vermogen;2022;917.0;792.0;792.0
203;Noord-Holland (PV);Zonnestroom, klein vermogen;2023;1191.0;978.0;978.0
204;Noord-Holland (PV);Zonnestroom, groot vermogen;2018;229.0;169.0;169.0
205;Noord-Holland (PV);Zonnestroom, groot vermogen;2019;402.0;291.0;291.0
206;Noord-Holland (PV);Zonnestroom, groot vermogen;2020;585.0;457.0;457.0
207;Noord-Holland (PV);Zonnestroom, groot vermogen;2021;768.0;571.0;571.0
208;Noord-Holland (PV);Zonnestroom, groot vermogen;2022;955.0;827.0;827.0
209;Noord-Holland (PV);Zonnestroom, groot vermogen;2023;1111.0;901.0;901.0
210;Noord-Holland (PV);Windenergie op land;2018;310.0;577.0;549.0
211;Noord-Holland (PV);Windenergie op land;2019;313.0;678.0;635.0
212;Noord-Holland (PV);Windenergie op land;2020;641.0;1385.0;1267.0
213;Noord-Holland (PV);Windenergie op land;2021;652.0;1631.0;1695.0
214;Noord-Holland (PV);Windenergie op land;2022;700.0;1855.0;1788.0
215;Noord-Holland (PV);Windenergie op land;2023;700.0;2072.0;1834.0
216;Zuid-Holland (PV);Zonnestroom, totaal;2018;514.0;419.0;419.0
217;Zuid-Holland (PV);Zonnestroom, totaal;2019;794.0;611.0;611.0
218;Zuid-Holland (PV);Zonnestroom, totaal;2020;1168.0;933.0;933.0
219;Zuid-Holland (PV);Zonnestroom, totaal;2021;1629.0;1217.0;1217.0
220;Zuid-Holland (PV);Zonnestroom, totaal;2022;2261.0;1916.0;1916.0
221;Zuid-Holland (PV);Zonnestroom, totaal;2023;2895.0;2337.0;2337.0
222;Zuid-Holland (PV);Zonnestroom, klein vermogen;2018;292.0;254.0;254.0
223;Zuid-Holland (PV);Zonnestroom, klein vermogen;2019;414.0;334.0;334.0
224;Zuid-Holland (PV);Zonnestroom, klein vermogen;2020;580.0;487.0;487.0
225;Zuid-Holland (PV);Zonnestroom, klein vermogen;2021;795.0;629.0;629.0
226;Zuid-Holland (PV);Zonnestroom, klein vermogen;2022;1194.0;1014.0;1014.0
227;Zuid-Holland (PV);Zonnestroom, klein vermogen;2023;1580.0;1295.0;1295.0
228;Zuid-Holland (PV);Zonnestroom, groot vermogen;2018;222.0;164.0;164.0
229;Zuid-Holland (PV);Zonnestroom, groot vermogen;2019;379.0;277.0;277.0
230;Zuid-Holland (PV);Zonnestroom, groot vermogen;2020;588.0;446.0;446.0
231;Zuid-Holland (PV);Zonnestroom, groot vermogen;2021;834.0;588.0;588.0
232;Zuid-Holland (PV);Zonnestroom, groot vermogen;2022;1067.0;902.0;902.0
233;Zuid-Holland (PV);Zonnestroom, groot vermogen;2023;1315.0;1041.0;1041.0
234;Zuid-Holland (PV);Windenergie op land;2018;375.0;671.0;638.0
235;Zuid-Holland (PV);Windenergie op land;2019;437.0;1021.0;956.0
236;Zuid-Holland (PV);Windenergie op land;2020;460.0;1220.0;1117.0
237;Zuid-Holland (PV);Windenergie op land;2021;520.0;1061.0;1103.0
238;Zuid-Holland (PV);Windenergie op land;2022;767.0;1363.0;1314.0
239;Zuid-Holland (PV);Windenergie op land;2023;775.0;2208.0;1955.0
240;Zeeland (PV);Zonnestroom, totaal;2018;227.0;149.0;149.0
241;Zeeland (PV);Zonnestroom, totaal;2019;325.0;280.0;280.0
242;Zeeland (PV);Zonnestroom, totaal;2020;443.0;410.0;410.0
243;Zeeland (PV);Zonnestroom, totaal;2021;543.0;434.0;434.0
244;Zeeland (PV);Zonnestroom, totaal;2022;776.0;691.0;691.0
245;Zeeland (PV);Zonnestroom, totaal;2023;952.0;774.0;774.0
246;Zeeland (PV);Zonnestroom, klein vermogen;2018;95.0;86.0;86.0
247;Zeeland (PV);Zonnestroom, klein vermogen;2019;119.0;108.0;108.0
248;Zeeland (PV);Zonnestroom, klein vermogen;2020;142.0;133.0;133.0
249;Zeeland (PV);Zonnestroom, klein vermogen;2021;173.0;148.0;148.0
250;Zeeland (PV);Zonnestroom, klein vermogen;2022;277.0;255.0;255.0
251;Zeeland (PV);Zonnestroom, klein vermogen;2023;334.0;292.0;292.0
252;Zeeland (PV);Zonnestroom, groot vermogen;2018;132.0;62.0;62.0
253;Zeeland (PV);Zonnestroom, groot vermogen;2019;205.0;173.0;173.0
254;Zeeland (PV);Zonnestroom, groot vermogen;2020;300.0;277.0;277.0
255;Zeeland (PV);Zonnestroom, groot vermogen;2021;370.0;287.0;287.0
256;Zeeland (PV);Zonnestroom, groot vermogen;2022;499.0;436.0;436.0
257;Zeeland (PV);Zonnestroom, groot vermogen;2023;618.0;482.0;482.0
258;Zeeland (PV);Windenergie op land;2018;505.0;999.0;951.0
259;Zeeland (PV);Windenergie op land;2019;519.0;1270.0;1189.0
260;Zeeland (PV);Windenergie op land;2020;527.0;1463.0;1339.0
261;Zeeland (PV);Windenergie op land;2021;549.0;1174.0;1220.0
262;Zeeland (PV);Windenergie op land;2022;566.0;1295.0;1248.0
263;Zeeland (PV);Windenergie op land;2023;611.0;1656.0;1466.0
264;Noord-Brabant (PV);Zonnestroom, totaal;2018;729.0;563.0;563.0
265;Noord-Brabant (PV);Zonnestroom, totaal;2019;1215.0;918.0;918.0
266;Noord-Brabant (PV);Zonnestroom, totaal;2020;1860.0;1476.0;1476.0
267;Noord-Brabant (PV);Zonnestroom, totaal;2021;2578.0;1959.0;1959.0
268;Noord-Brabant (PV);Zonnestroom, totaal;2022;3332.0;2853.0;2853.0
269;Noord-Brabant (PV);Zonnestroom, totaal;2023;4156.0;3372.0;3372.0
270;Noord-Brabant (PV);Zonnestroom, klein vermogen;2018;374.0;323.0;323.0
271;Noord-Brabant (PV);Zonnestroom, klein vermogen;2019;568.0;450.0;450.0
272;Noord-Brabant (PV);Zonnestroom, klein vermogen;2020;800.0;667.0;667.0
273;Noord-Brabant (PV);Zonnestroom, klein vermogen;2021;1065.0;849.0;849.0
274;Noord-Brabant (PV);Zonnestroom, klein vermogen;2022;1440.0;1200.0;1200.0
275;Noord-Brabant (PV);Zonnestroom, klein vermogen;2023;1914.0;1554.0;1554.0
276;Noord-Brabant (PV);Zonnestroom, groot vermogen;2018;356.0;240.0;240.0
277;Noord-Brabant (PV);Zonnestroom, groot vermogen;2019;647.0;468.0;468.0
278;Noord-Brabant (PV);Zonnestroom, groot vermogen;2020;1060.0;809.0;809.0
279;Noord-Brabant (PV);Zonnestroom, groot vermogen;2021;1513.0;1110.0;1110.0
280;Noord-Brabant (PV);Zonnestroom, groot vermogen;2022;1892.0;1652.0;1652.0
281;Noord-Brabant (PV);Zonnestroom, groot vermogen;2023;2243.0;1819.0;1819.0
282;Noord-Brabant (PV);Windenergie op land;2018;212.0;439.0;418.0
283;Noord-Brabant (PV);Windenergie op land;2019;225.0;472.0;442.0
284;Noord-Brabant (PV);Windenergie op land;2020;259.0;591.0;541.0
285;Noord-Brabant (PV);Windenergie op land;2021;301.0;541.0;563.0
286;Noord-Brabant (PV);Windenergie op land;2022;353.0;616.0;594.0
287;Noord-Brabant (PV);Windenergie op land;2023;428.0;1055.0;934.0
288;Limburg (PV);Zonnestroom, totaal;2018;380.0;324.0;324.0
289;Limburg (PV);Zonnestroom, totaal;2019;573.0;444.0;444.0
290;Limburg (PV);Zonnestroom, totaal;2020;898.0;695.0;695.0
291;Limburg (PV);Zonnestroom, totaal;2021;1176.0;912.0;912.0
292;Limburg (PV);Zonnestroom, totaal;2022;1485.0;1289.0;1289.0
293;Limburg (PV);Zonnestroom, totaal;2023;1865.0;1494.0;1494.0
294;Limburg (PV);Zonnestroom, klein vermogen;2018;258.0;230.0;230.0
295;Limburg (PV);Zonnestroom, klein vermogen;2019;351.0;295.0;295.0
296;Limburg (PV);Zonnestroom, klein vermogen;2020;454.0;394.0;394.0
297;Limburg (PV);Zonnestroom, klein vermogen;2021;566.0;466.0;466.0
298;Limburg (PV);Zonnestroom, klein vermogen;2022;732.0;623.0;623.0
299;Limburg (PV);Zonnestroom, klein vermogen;2023;932.0;768.0;768.0
300;Limburg (PV);Zonnestroom, groot vermogen;2018;122.0;94.0;94.0
301;Limburg (PV);Zonnestroom, groot vermogen;2019;222.0;150.0;150.0
302;Limburg (PV);Zonnestroom, groot vermogen;2020;444.0;301.0;301.0
303;Limburg (PV);Zonnestroom, groot vermogen;2021;611.0;446.0;446.0
304;Limburg (PV);Zonnestroom, groot vermogen;2022;753.0;666.0;666.0
305;Limburg (PV);Zonnestroom, groot vermogen;2023;932.0;726.0;726.0
306;Limburg (PV);Windenergie op land;2018;13.0;;
307;Limburg (PV);Windenergie op land;2019;13.0;;
308;Limburg (PV);Windenergie op land;2020;21.0;;
309;Limburg (PV);Windenergie op land;2021;72.0;80.0;83.0
310;Limburg (PV);Windenergie op land;2022;114.0;215.0;207.0
311;Limburg (PV);Windenergie op land;2023;125.0;331.0;293.0
312;Niet in te delen (PV);Zonnestroom, totaal;2018;1.0;1.0;1.0
313;Niet in te delen (PV);Zonnestroom, totaal;2019;1.0;1.0;1.0
314;Niet in te delen (PV);Zonnestroom, totaal;2020;2.0;1.0;1.0
315;Niet in te delen (PV);Zonnestroom, totaal;2021;14.0;12.0;12.0
316;Niet in te delen (PV);Zonnestroom, totaal;2022;17.0;16.0;16.0
317;Niet in te delen (PV);Zonnestroom, totaal;2023;29.0;25.0;25.0
318;Niet in te delen (PV);Zonnestroom, klein vermogen;2018;1.0;1.0;1.0
319;Niet in te delen (PV);Zonnestroom, klein vermogen;2019;1.0;1.0;1.0
320;Niet in te delen (PV);Zonnestroom, klein vermogen;2020;1.0;1.0;1.0
321;Niet in te delen (PV);Zonnestroom, klein vermogen;2021;1.0;1.0;1.0
322;Niet in te delen (PV);Zonnestroom, klein vermogen;2022;1.0;1.0;1.0
323;Niet in te delen (PV);Zonnestroom, klein vermogen;2023;1.0;1.0;1.0
324;Niet in te delen (PV);Zonnestroom, groot vermogen;2018;;;
325;Niet in te delen (PV);Zonnestroom, groot vermogen;2019;1.0;0.0;0.0
326;Niet in te delen (PV);Zonnestroom, groot vermogen;2020;1.0;1.0;1.0
327;Niet in te delen (PV);Zonnestroom, groot vermogen;2021;14.0;11.0;11.0
328;Niet in te delen (PV);Zonnestroom, groot vermogen;2022;16.0;15.0;15.0
329;Niet in te delen (PV);Zonnestroom, groot vermogen;2023;28.0;24.0;24.0
330;Niet in te delen (PV);Windenergie op land;2018;;;
331;Niet in te delen (PV);Windenergie op land;2019;;;
332;Niet in te delen (PV);Windenergie op land;2020;;;
333;Niet in te delen (PV);Windenergie op land;2021;;;
334;Niet in te delen (PV);Windenergie op land;2022;;;
335;Niet in te delen (PV);Windenergie op land;2023;;;
336;Groningen (ES);Zonnestroom, totaal;2018;272.0;233.0;233.0
337;Groningen (ES);Zonnestroom, totaal;2019;492.0;304.0;304.0
338;Groningen (ES);Zonnestroom, totaal;2020;943.0;594.0;594.0
339;Groningen (ES);Zonnestroom, totaal;2021;1156.0;901.0;901.0
340;Groningen (ES);Zonnestroom, totaal;2022;1335.0;1182.0;1182.0
341;Groningen (ES);Zonnestroom, totaal;2023;1631.0;1328.0;1328.0
342;Groningen (ES);Zonnestroom, klein vermogen;2018;127.0;111.0;111.0
343;Groningen (ES);Zonnestroom, klein vermogen;2019;161.0;130.0;130.0
344;Groningen (ES);Zonnestroom, klein vermogen;2020;213.0;171.0;171.0
345;Groningen (ES);Zonnestroom, klein vermogen;2021;276.0;211.0;211.0
346;Groningen (ES);Zonnestroom, klein vermogen;2022;359.0;288.0;288.0
347;Groningen (ES);Zonnestroom, klein vermogen;2023;448.0;358.0;358.0
348;Groningen (ES);Zonnestroom, groot vermogen;2018;146.0;122.0;122.0
349;Groningen (ES);Zonnestroom, groot vermogen;2019;330.0;175.0;175.0
350;Groningen (ES);Zonnestroom, groot vermogen;2020;730.0;423.0;423.0
351;Groningen (ES);Zonnestroom, groot vermogen;2021;881.0;689.0;689.0
352;Groningen (ES);Zonnestroom, groot vermogen;2022;976.0;894.0;894.0
