ID;Geslacht;Migratieachtergrond;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
54;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2028;190042;140993;49050
55;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2029;190105;141973;48130
56;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2030;190207;142830;47377
57;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2031;190286;143548;46737
58;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2032;190364;144159;46205
59;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2033;190428;144685;45743
60;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2034;190475;145175;45301
61;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2035;190523;145617;44906
62;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2036;190545;145992;44553
63;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2037;190562;146309;44253
64;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2038;190574;146563;44012
65;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2039;190593;146753;43841
66;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2040;190606;146898;43710
67;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2041;190621;147028;43593
68;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2042;190634;147150;43483
69;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2043;190644;147279;43363
70;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2044;190650;147371;43279
71;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2045;190662;147434;43230
72;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2046;190672;147455;43217
73;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2047;190678;147449;43229
74;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2048;190694;147468;43226
75;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2049;190702;147503;43200
76;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2050;190715;147536;43179
77;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2051;190725;147563;43162
78;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2052;190730;147587;43144
79;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2053;190735;147604;43131
80;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2054;190745;147619;43126
81;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2055;190744;147629;43115
82;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2056;190750;147636;43113
83;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2057;190759;147645;43114
84;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2058;190768;147651;43117
85;Totaal mannen en vrouwen;1e generatie migratieachtergrond;2059;190772;147657;43115
86;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2017;34621;43781;-9160
87;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2018;32330;44014;-11684
88;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2019;30912;44478;-13566
89;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2020;30284;45287;-15003
90;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2021;30090;46313;-16223
91;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2022;30354;47417;-17063
92;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2023;30899;48425;-17526
93;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2024;31366;49223;-17857
94;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2025;31753;49643;-17890
95;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2026;31841;49812;-17971
96;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2027;31889;49944;-18055
97;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2028;32073;50047;-17974
98;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2029;32039;50122;-18083
99;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2030;32119;50161;-18042
100;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2031;32107;50178;-18071
101;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2032;32141;50188;-18047
102;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2033;32070;50178;-18108
103;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2034;32098;50165;-18067
104;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2035;32064;50149;-18085
105;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2036;32010;50124;-18114
106;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2037;31926;50076;-18150
107;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2038;31865;50040;-18176
108;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2039;31874;49993;-18119
109;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2040;31782;49976;-18194
110;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2041;31665;49971;-18306
111;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2042;31622;49979;-18357
112;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2043;31680;50033;-18353
113;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2044;31732;50104;-18372
114;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2045;31584;50193;-18609
115;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2046;31673;50304;-18632
116;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2047;31780;50430;-18650
117;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2048;31840;50569;-18729
118;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2049;31856;50723;-18867
119;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2050;31933;50895;-18962
120;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2051;31986;51071;-19085
121;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2052;32098;51246;-19148
122;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2053;32105;51431;-19326
123;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2054;32237;51610;-19373
124;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2055;32378;51788;-19410
125;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2056;32482;51959;-19477
126;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2057;32509;52120;-19611
127;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2058;32657;52269;-19612
128;Totaal mannen en vrouwen;Ned. achtergrond/2e gen migratieachte...;2059;32664;52407;-19743
129;Totaal mannen en vrouwen;Westerse migratieachtergrond;2017;113277;70630;42647
130;Totaal mannen en vrouwen;Westerse migratieachtergrond;2018;113335;75347;37988
131;Totaal mannen en vrouwen;Westerse migratieachtergrond;2019;113227;79081;34146
132;Totaal mannen en vrouwen;Westerse migratieachtergrond;2020;113467;82041;31426
133;Totaal mannen en vrouwen;Westerse migratieachtergrond;2021;113563;84411;29152
134;Totaal mannen en vrouwen;Westerse migratieachtergrond;2022;114242;86414;27828
135;Totaal mannen en vrouwen;Westerse migratieachtergrond;2023;114449;88212;26237
136;Totaal mannen en vrouwen;Westerse migratieachtergrond;2024;114549;89797;24752
137;Totaal mannen en vrouwen;Westerse migratieachtergrond;2025;115206;91249;23957
138;Totaal mannen en vrouwen;Westerse migratieachtergrond;2026;115319;92604;22715
139;Totaal mannen en vrouwen;Westerse migratieachtergrond;2027;115407;93785;21622
140;Totaal mannen en vrouwen;Westerse migratieachtergrond;2028;115451;94441;21010
141;Totaal mannen en vrouwen;Westerse migratieachtergrond;2029;115485;94987;20497
142;Totaal mannen en vrouwen;Westerse migratieachtergrond;2030;115533;95452;20081
143;Totaal mannen en vrouwen;Westerse migratieachtergrond;2031;115567;95846;19721
144;Totaal mannen en vrouwen;Westerse migratieachtergrond;2032;115599;96181;19418
145;Totaal mannen en vrouwen;Westerse migratieachtergrond;2033;115625;96465;19160
146;Totaal mannen en vrouwen;Westerse migratieachtergrond;2034;115646;96699;18947
147;Totaal mannen en vrouwen;Westerse migratieachtergrond;2035;115656;96893;18763
148;Totaal mannen en vrouwen;Westerse migratieachtergrond;2036;115664;97047;18617
149;Totaal mannen en vrouwen;Westerse migratieachtergrond;2037;115672;97172;18500
150;Totaal mannen en vrouwen;Westerse migratieachtergrond;2038;115674;97267;18407
151;Totaal mannen en vrouwen;Westerse migratieachtergrond;2039;115684;97339;18345
152;Totaal mannen en vrouwen;Westerse migratieachtergrond;2040;115688;97399;18289
153;Totaal mannen en vrouwen;Westerse migratieachtergrond;2041;115695;97446;18249
154;Totaal mannen en vrouwen;Westerse migratieachtergrond;2042;115699;97481;18218
155;Totaal mannen en vrouwen;Westerse migratieachtergrond;2043;115703;97510;18193
156;Totaal mannen en vrouwen;Westerse migratieachtergrond;2044;115705;97532;18173
157;Totaal mannen en vrouwen;Westerse migratieachtergrond;2045;115709;97550;18159
158;Totaal mannen en vrouwen;Westerse migratieachtergrond;2046;115713;97564;18149
159;Totaal mannen en vrouwen;Westerse migratieachtergrond;2047;115714;97573;18141
160;Totaal mannen en vrouwen;Westerse migratieachtergrond;2048;115717;97579;18138
161;Totaal mannen en vrouwen;Westerse migratieachtergrond;2049;115719;97584;18135
162;Totaal mannen en vrouwen;Westerse migratieachtergrond;2050;115723;97590;18133
163;Totaal mannen en vrouwen;Westerse migratieachtergrond;2051;115725;97594;18131
164;Totaal mannen en vrouwen;Westerse migratieachtergrond;2052;115726;97599;18128
165;Totaal mannen en vrouwen;Westerse migratieachtergrond;2053;115726;97602;18124
166;Totaal mannen en vrouwen;Westerse migratieachtergrond;2054;115727;97604;18123
167;Totaal mannen en vrouwen;Westerse migratieachtergrond;2055;115728;97605;18123
168;Totaal mannen en vrouwen;Westerse migratieachtergrond;2056;115729;97606;18123
169;Totaal mannen en vrouwen;Westerse migratieachtergrond;2057;115732;97609;18123
170;Totaal mannen en vrouwen;Westerse migratieachtergrond;2058;115733;97610;18123
171;Totaal mannen en vrouwen;Westerse migratieachtergrond;2059;115733;97611;18122
172;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2017;84802;36517;48285
173;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2018;72432;38381;34051
174;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2019;70904;39529;31374
175;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2020;70436;40384;30052
176;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2021;70835;41145;29690
177;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2022;71286;41920;29366
178;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2023;72083;42695;29389
179;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2024;72860;43497;29363
180;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2025;73561;44366;29196
181;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2026;74141;45204;28937
182;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2027;74560;46030;28530
183;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2028;74591;46552;28040
184;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2029;74620;46986;27633
185;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2030;74674;47378;27296
186;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2031;74719;47702;27016
187;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2032;74765;47978;26787
188;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2033;74803;48220;26583
189;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2034;74829;48476;26354
190;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2035;74867;48724;26143
191;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2036;74881;48945;25936
192;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2037;74890;49137;25753
193;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2038;74900;49296;25605
194;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2039;74909;49414;25496
195;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2040;74918;49499;25421
196;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2041;74926;49582;25344
197;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2042;74935;49669;25265
198;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2043;74941;49769;25170
199;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2044;74945;49839;25106
200;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2045;74953;49884;25071
201;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2046;74959;49891;25068
202;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2047;74964;49876;25088
203;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2048;74977;49889;25088
204;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2049;74983;49919;25065
205;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2050;74992;49946;25046
206;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2051;75000;49969;25031
207;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2052;75004;49988;25016
208;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2053;75009;50002;25007
209;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2054;75018;50015;25003
210;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2055;75016;50024;24992
211;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2056;75021;50030;24990
212;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2057;75027;50036;24991
213;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2058;75035;50041;24994
214;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2059;75039;50046;24993
215;Totaal mannen en vrouwen;Afrika;2017;12070;5990;6080
216;Totaal mannen en vrouwen;Afrika;2018;11606;6238;5368
217;Totaal mannen en vrouwen;Afrika;2019;11752;6444;5308
218;Totaal mannen en vrouwen;Afrika;2020;12030;6645;5385
219;Totaal mannen en vrouwen;Afrika;2021;12388;6864;5524
220;Totaal mannen en vrouwen;Afrika;2022;12728;7103;5625
221;Totaal mannen en vrouwen;Afrika;2023;12772;7344;5428
222;Totaal mannen en vrouwen;Afrika;2024;12814;7575;5239
223;Totaal mannen en vrouwen;Afrika;2025;12841;7793;5048
224;Totaal mannen en vrouwen;Afrika;2026;12864;7944;4920
225;Totaal mannen en vrouwen;Afrika;2027;12886;8074;4812
226;Totaal mannen en vrouwen;Afrika;2028;12902;8128;4774
227;Totaal mannen en vrouwen;Afrika;2029;12921;8174;4747
228;Totaal mannen en vrouwen;Afrika;2030;12941;8221;4720
229;Totaal mannen en vrouwen;Afrika;2031;12964;8250;4714
230;Totaal mannen en vrouwen;Afrika;2032;12979;8264;4715
231;Totaal mannen en vrouwen;Afrika;2033;12990;8275;4715
232;Totaal mannen en vrouwen;Afrika;2034;13005;8333;4672
233;Totaal mannen en vrouwen;Afrika;2035;13016;8409;4607
234;Totaal mannen en vrouwen;Afrika;2036;13016;8482;4534
235;Totaal mannen en vrouwen;Afrika;2037;13016;8550;4466
236;Totaal mannen en vrouwen;Afrika;2038;13015;8608;4407
237;Totaal mannen en vrouwen;Afrika;2039;13015;8648;4368
238;Totaal mannen en vrouwen;Afrika;2040;13011;8662;4349
239;Totaal mannen en vrouwen;Afrika;2041;13009;8685;4324
240;Totaal mannen en vrouwen;Afrika;2042;13009;8720;4288
241;Totaal mannen en vrouwen;Afrika;2043;13009;8768;4241
242;Totaal mannen en vrouwen;Afrika;2044;13009;8793;4216
243;Totaal mannen en vrouwen;Afrika;2045;13009;8805;4204
244;Totaal mannen en vrouwen;Afrika;2046;13009;8803;4206
245;Totaal mannen en vrouwen;Afrika;2047;13009;8799;4210
246;Totaal mannen en vrouwen;Afrika;2048;13009;8811;4198
247;Totaal mannen en vrouwen;Afrika;2049;13009;8825;4184
248;Totaal mannen en vrouwen;Afrika;2050;13009;8837;4172
249;Totaal mannen en vrouwen;Afrika;2051;13009;8845;4164
250;Totaal mannen en vrouwen;Afrika;2052;13009;8851;4158
251;Totaal mannen en vrouwen;Afrika;2053;13009;8854;4155
252;Totaal mannen en vrouwen;Afrika;2054;13009;8857;4152
253;Totaal mannen en vrouwen;Afrika;2055;13009;8859;4150
254;Totaal mannen en vrouwen;Afrika;2056;13009;8860;4149
255;Totaal mannen en vrouwen;Afrika;2057;13009;8862;4147
256;Totaal mannen en vrouwen;Afrika;2058;13009;8863;4146
257;Totaal mannen en vrouwen;Afrika;2059;13010;8864;4146
258;Totaal mannen en vrouwen;Latijns-Amerika;2017;8601;4582;4019
259;Totaal mannen en vrouwen;Latijns-Amerika;2018;8526;4823;3703
260;Totaal mannen en vrouwen;Latijns-Amerika;2019;8538;5038;3500
261;Totaal mannen en vrouwen;Latijns-Amerika;2020;8607;5222;3385
262;Totaal mannen en vrouwen;Latijns-Amerika;2021;8680;5379;3301
263;Totaal mannen en vrouwen;Latijns-Amerika;2022;8775;5520;3255
264;Totaal mannen en vrouwen;Latijns-Amerika;2023;8853;5647;3206
265;Totaal mannen en vrouwen;Latijns-Amerika;2024;8933;5760;3173
266;Totaal mannen en vrouwen;Latijns-Amerika;2025;9000;5859;3141
267;Totaal mannen en vrouwen;Latijns-Amerika;2026;9058;5943;3115
268;Totaal mannen en vrouwen;Latijns-Amerika;2027;9110;6012;3098
269;Totaal mannen en vrouwen;Latijns-Amerika;2028;9129;6078;3051
270;Totaal mannen en vrouwen;Latijns-Amerika;2029;9142;6131;3011
271;Totaal mannen en vrouwen;Latijns-Amerika;2030;9158;6177;2981
272;Totaal mannen en vrouwen;Latijns-Amerika;2031;9172;6218;2954
273;Totaal mannen en vrouwen;Latijns-Amerika;2032;9186;6256;2930
274;Totaal mannen en vrouwen;Latijns-Amerika;2033;9198;6289;2909
275;Totaal mannen en vrouwen;Latijns-Amerika;2034;9209;6320;2890
276;Totaal mannen en vrouwen;Latijns-Amerika;2035;9221;6347;2874
277;Totaal mannen en vrouwen;Latijns-Amerika;2036;9229;6372;2857
278;Totaal mannen en vrouwen;Latijns-Amerika;2037;9239;6394;2845
279;Totaal mannen en vrouwen;Latijns-Amerika;2038;9247;6414;2833
280;Totaal mannen en vrouwen;Latijns-Amerika;2039;9255;6431;2824
281;Totaal mannen en vrouwen;Latijns-Amerika;2040;9266;6447;2819
282;Totaal mannen en vrouwen;Latijns-Amerika;2041;9271;6462;2809
283;Totaal mannen en vrouwen;Latijns-Amerika;2042;9276;6474;2802
284;Totaal mannen en vrouwen;Latijns-Amerika;2043;9279;6486;2793
285;Totaal mannen en vrouwen;Latijns-Amerika;2044;9282;6494;2788
286;Totaal mannen en vrouwen;Latijns-Amerika;2045;9287;6502;2785
287;Totaal mannen en vrouwen;Latijns-Amerika;2046;9289;6509;2780
288;Totaal mannen en vrouwen;Latijns-Amerika;2047;9293;6514;2779
289;Totaal mannen en vrouwen;Latijns-Amerika;2048;9299;6519;2780
290;Totaal mannen en vrouwen;Latijns-Amerika;2049;9303;6524;2780
291;Totaal mannen en vrouwen;Latijns-Amerika;2050;9307;6528;2779
292;Totaal mannen en vrouwen;Latijns-Amerika;2051;9311;6532;2779
293;Totaal mannen en vrouwen;Latijns-Amerika;2052;9312;6536;2776
294;Totaal mannen en vrouwen;Latijns-Amerika;2053;9314;6539;2775
295;Totaal mannen en vrouwen;Latijns-Amerika;2054;9319;6542;2777
296;Totaal mannen en vrouwen;Latijns-Amerika;2055;9314;6544;2770
297;Totaal mannen en vrouwen;Latijns-Amerika;2056;9319;6544;2774
298;Totaal mannen en vrouwen;Latijns-Amerika;2057;9324;6546;2778
299;Totaal mannen en vrouwen;Latijns-Amerika;2058;9331;6549;2782
300;Totaal mannen en vrouwen;Latijns-Amerika;2059;9332;6552;2780
301;Totaal mannen en vrouwen;Azië;2017;50308;17626;32682
302;Totaal mannen en vrouwen;Azië;2018;40031;19136;20895
303;Totaal mannen en vrouwen;Azië;2019;38872;20029;18843
304;Totaal mannen en vrouwen;Azië;2020;38336;20680;17656
305;Totaal mannen en vrouwen;Azië;2021;38480;21251;17229
306;Totaal mannen en vrouwen;Azië;2022;38628;21825;16803
307;Totaal mannen en vrouwen;Azië;2023;39418;22401;17017
308;Totaal mannen en vrouwen;Azië;2024;40171;23026;17145
309;Totaal mannen en vrouwen;Azië;2025;40829;23737;17092
310;Totaal mannen en vrouwen;Azië;2026;41375;24508;16867
311;Totaal mannen en vrouwen;Azië;2027;41775;25303;16472
312;Totaal mannen en vrouwen;Azië;2028;41833;25770;16063
313;Totaal mannen en vrouwen;Azië;2029;41880;26175;15705
314;Totaal mannen en vrouwen;Azië;2030;41931;26537;15394
315;Totaal mannen en vrouwen;Azië;2031;41971;26851;15120
316;Totaal mannen en vrouwen;Azië;2032;42018;27124;14894
317;Totaal mannen en vrouwen;Azië;2033;42058;27360;14698
318;Totaal mannen en vrouwen;Azië;2034;42088;27558;14530
319;Totaal mannen en vrouwen;Azië;2035;42128;27725;14403
320;Totaal mannen en vrouwen;Azië;2036;42135;27862;14273
321;Totaal mannen en vrouwen;Azië;2037;42136;27972;14164
322;Totaal mannen en vrouwen;Azië;2038;42139;28064;14076
323;Totaal mannen en vrouwen;Azië;2039;42139;28136;14003
324;Totaal mannen en vrouwen;Azië;2040;42141;28201;13940
325;Totaal mannen en vrouwen;Azië;2041;42142;28258;13884
326;Totaal mannen en vrouwen;Azië;2042;42145;28308;13837
327;Totaal mannen en vrouwen;Azië;2043;42147;28354;13792
328;Totaal mannen en vrouwen;Azië;2044;42147;28394;13753
329;Totaal mannen en vrouwen;Azië;2045;42147;28422;13726
330;Totaal mannen en vrouwen;Azië;2046;42147;28427;13720
331;Totaal mannen en vrouwen;Azië;2047;42147;28415;13732
332;Totaal mannen en vrouwen;Azië;2048;42147;28418;13729
333;Totaal mannen en vrouwen;Azië;2049;42147;28432;13715
334;Totaal mannen en vrouwen;Azië;2050;42149;28446;13703
335;Totaal mannen en vrouwen;Azië;2051;42150;28458;13692
336;Totaal mannen en vrouwen;Azië;2052;42151;28469;13682
337;Totaal mannen en vrouwen;Azië;2053;42153;28478;13675
338;Totaal mannen en vrouwen;Azië;2054;42157;28485;13672
339;Totaal mannen en vrouwen;Azië;2055;42160;28491;13669
340;Totaal mannen en vrouwen;Azië;2056;42160;28496;13664
341;Totaal mannen en vrouwen;Azië;2057;42161;28499;13662
342;Totaal mannen en vrouwen;Azië;2058;42162;28500;13662
343;Totaal mannen en vrouwen;Azië;2059;42164;28502;13662
344;Totaal mannen en vrouwen;Overig Europa;2017;9241;5462;3779
345;Totaal mannen en vrouwen;Overig Europa;2018;9085;5476;3609
346;Totaal mannen en vrouwen;Overig Europa;2019;9080;5501;3579
347;Totaal mannen en vrouwen;Overig Europa;2020;9300;5536;3764
348;Totaal mannen en vrouwen;Overig Europa;2021;9648;5600;4048
349;Totaal mannen en vrouwen;Overig Europa;2022;10046;5703;4343
350;Totaal mannen en vrouwen;Overig Europa;2023;10084;5825;4259
351;Totaal mannen en vrouwen;Overig Europa;2024;10127;5926;4201
352;Totaal mannen en vrouwen;Overig Europa;2025;10169;6007;4162
353;Totaal mannen en vrouwen;Overig Europa;2026;10208;6068;4140
354;Totaal mannen en vrouwen;Overig Europa;2027;10232;6115;4117
