ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6
59;Detailhandel geen apotheken;2008 juli;105.1;98.2;107.1;5.3;2.5;2.8
60;Detailhandel geen apotheken;2008 augustus;102.3;98.7;103.6;2.1;2.6;-0.6
61;Detailhandel geen apotheken;2008 september;103.9;100.4;103.5;2.2;2.5;-0.4
62;Detailhandel geen apotheken;2008 3e kwartaal;103.8;99.1;104.7;3.2;2.6;0.6
63;Detailhandel geen apotheken;2008 oktober;110.2;100.0;110.2;4.4;1.8;2.6
64;Detailhandel geen apotheken;2008 november;103.6;99.4;104.2;-2.5;0.8;-3.3
65;Detailhandel geen apotheken;2008 december;120.2;97.8;122.9;1.0;0.4;0.6
66;Detailhandel geen apotheken;2008 4e kwartaal;111.3;99.1;112.4;1.0;1.0;0.0
67;Detailhandel geen apotheken;2008;105.5;99.2;106.4;2.6;1.9;0.7
68;Detailhandel geen apotheken;2009 januari;95.2;96.1;99.1;-0.2;0.0;-0.2
69;Detailhandel geen apotheken;2009 februari;87.5;97.7;89.5;-8.1;0.1;-8.2
70;Detailhandel geen apotheken;2009 maart;97.3;100.7;96.7;-5.4;0.3;-5.8
71;Detailhandel geen apotheken;2009 1e kwartaal;93.3;98.2;95.1;-4.6;0.1;-4.7
72;Detailhandel geen apotheken;2009 april;103.2;100.9;102.3;-2.9;0.2;-3.1
73;Detailhandel geen apotheken;2009 mei;104.6;100.9;103.6;-8.8;-0.2;-8.6
74;Detailhandel geen apotheken;2009 juni;101.5;99.6;101.9;-4.5;-0.4;-4.1
75;Detailhandel geen apotheken;2009 2e kwartaal;103.1;100.5;102.6;-5.5;-0.1;-5.4
76;Detailhandel geen apotheken;2009 juli;101.7;97.1;104.7;-3.3;-1.1;-2.2
77;Detailhandel geen apotheken;2009 augustus;93.3;98.0;95.3;-8.7;-0.8;-8.0
78;Detailhandel geen apotheken;2009 september;98.2;99.7;98.5;-5.5;-0.7;-4.8
79;Detailhandel geen apotheken;2009 3e kwartaal;97.7;98.3;99.5;-5.8;-0.9;-5.0
80;Detailhandel geen apotheken;2009 oktober;105.2;100.0;105.2;-4.5;0.0;-4.6
81;Detailhandel geen apotheken;2009 november;96.8;99.9;96.8;-6.6;0.5;-7.1
82;Detailhandel geen apotheken;2009 december;116.4;98.4;118.3;-3.2;0.6;-3.7
83;Detailhandel geen apotheken;2009 4e kwartaal;106.1;99.4;106.7;-4.7;0.4;-5.0
84;Detailhandel geen apotheken;2009;100.1;99.1;101.0;-5.2;-0.1;-5.0
85;Detailhandel geen apotheken;2010 januari;90.7;97.1;93.5;-4.7;1.0;-5.7
86;Detailhandel geen apotheken;2010 februari;84.4;98.4;85.7;-3.5;0.7;-4.2
87;Detailhandel geen apotheken;2010 maart;100.0;101.7;98.4;2.7;1.0;1.7
88;Detailhandel geen apotheken;2010 1e kwartaal;91.7;99.1;92.6;-1.8;0.9;-2.6
89;Detailhandel geen apotheken;2010 april;102.3;101.9;100.4;-0.9;1.0;-1.9
90;Detailhandel geen apotheken;2010 mei;102.1;101.7;100.4;-2.4;0.7;-3.1
91;Detailhandel geen apotheken;2010 juni;103.0;100.1;103.0;1.5;0.4;1.1
92;Detailhandel geen apotheken;2010 2e kwartaal;102.5;101.2;101.2;-0.6;0.7;-1.3
93;Detailhandel geen apotheken;2010 juli;102.0;98.3;103.8;0.3;1.2;-0.9
94;Detailhandel geen apotheken;2010 augustus;94.2;98.7;95.4;0.9;0.8;0.1
95;Detailhandel geen apotheken;2010 september;100.8;100.5;100.3;2.6;0.8;1.8
96;Detailhandel geen apotheken;2010 3e kwartaal;99.0;99.2;99.8;1.3;0.9;0.3
97;Detailhandel geen apotheken;2010 oktober;103.0;101.0;102.1;-2.1;0.9;-3.0
98;Detailhandel geen apotheken;2010 november;101.0;100.9;100.2;4.4;0.9;3.5
99;Detailhandel geen apotheken;2010 december;116.6;99.9;116.7;0.2;1.6;-1.4
100;Detailhandel geen apotheken;2010 4e kwartaal;106.9;100.6;106.3;0.7;1.1;-0.4
101;Detailhandel geen apotheken;2010;100.0;100.0;100.0;-0.1;0.9;-1.0
102;Detailhandel geen apotheken;2011 januari;91.0;98.5;92.4;0.4;1.5;-1.1
103;Detailhandel geen apotheken;2011 februari;86.9;100.0;86.9;3.0;1.6;1.3
104;Detailhandel geen apotheken;2011 maart;101.0;103.2;97.9;1.1;1.5;-0.4
105;Detailhandel geen apotheken;2011 1e kwartaal;93.0;100.6;92.5;1.4;1.5;-0.1
106;Detailhandel geen apotheken;2011 april;105.4;103.9;101.5;3.0;2.0;1.0
107;Detailhandel geen apotheken;2011 mei;102.6;103.9;98.8;0.6;2.2;-1.6
108;Detailhandel geen apotheken;2011 juni;102.6;102.1;100.5;-0.4;2.1;-2.4
109;Detailhandel geen apotheken;2011 2e kwartaal;103.6;103.3;100.3;1.1;2.1;-1.0
110;Detailhandel geen apotheken;2011 juli;101.3;100.5;100.8;-0.7;2.3;-2.9
111;Detailhandel geen apotheken;2011 augustus;96.4;100.9;95.5;2.3;2.2;0.1
112;Detailhandel geen apotheken;2011 september;99.2;103.3;96.0;-1.6;2.7;-4.2
113;Detailhandel geen apotheken;2011 3e kwartaal;98.9;101.6;97.4;0.0;2.4;-2.4
114;Detailhandel geen apotheken;2011 oktober;101.0;103.4;97.6;-2.0;2.4;-4.4
115;Detailhandel geen apotheken;2011 november;101.8;103.3;98.6;0.8;2.4;-1.5
116;Detailhandel geen apotheken;2011 december;117.7;101.9;115.5;1.0;2.0;-1.0
117;Detailhandel geen apotheken;2011 4e kwartaal;106.8;102.9;103.9;0.0;2.3;-2.3
118;Detailhandel geen apotheken;2011;100.6;102.1;98.5;0.6;2.1;-1.5
119;Detailhandel geen apotheken;2012 januari;91.7;100.6;91.2;0.7;2.1;-1.4
120;Detailhandel geen apotheken;2012 februari;87.4;102.2;85.5;0.6;2.2;-1.6
121;Detailhandel geen apotheken;2012 maart;103.3;105.6;97.8;2.2;2.3;-0.1
122;Detailhandel geen apotheken;2012 1e kwartaal;94.1;102.8;91.6;1.2;2.2;-1.0
123;Detailhandel geen apotheken;2012 april;96.0;105.8;90.8;-8.9;1.8;-10.6
124;Detailhandel geen apotheken;2012 mei;104.1;105.3;98.8;1.4;1.4;0.0
125;Detailhandel geen apotheken;2012 juni;103.7;103.8;99.9;1.1;1.7;-0.6
126;Detailhandel geen apotheken;2012 2e kwartaal;101.3;105.0;96.5;-2.2;1.6;-3.8
127;Detailhandel geen apotheken;2012 juli;97.0;102.1;95.0;-4.2;1.6;-5.7
128;Detailhandel geen apotheken;2012 augustus;96.4;102.5;94.0;0.0;1.6;-1.5
129;Detailhandel geen apotheken;2012 september;99.1;104.8;94.6;0.0;1.5;-1.5
130;Detailhandel geen apotheken;2012 3e kwartaal;97.5;103.2;94.5;-1.5;1.6;-3.0
131;Detailhandel geen apotheken;2012 oktober;100.6;106.0;94.9;-0.4;2.4;-2.8
132;Detailhandel geen apotheken;2012 november;99.7;105.7;94.4;-2.0;2.4;-4.3
133;Detailhandel geen apotheken;2012 december;112.9;104.6;107.9;-4.1;2.6;-6.6
134;Detailhandel geen apotheken;2012 4e kwartaal;104.4;105.4;99.0;-2.3;2.5;-4.6
135;Detailhandel geen apotheken;2012;99.3;104.1;95.4;-1.3;2.0;-3.2
136;Detailhandel geen apotheken;2013 januari;91.3;103.2;88.5;-0.4;2.6;-3.0
137;Detailhandel geen apotheken;2013 februari;83.2;104.9;79.4;-4.8;2.6;-7.2
138;Detailhandel geen apotheken;2013 maart;97.7;108.4;90.2;-5.4;2.6;-7.8
139;Detailhandel geen apotheken;2013 1e kwartaal;90.7;105.5;86.0;-3.6;2.6;-6.0
140;Detailhandel geen apotheken;2013 april;95.5;108.1;88.4;-0.5;2.1;-2.6
141;Detailhandel geen apotheken;2013 mei;103.3;107.9;95.7;-0.8;2.5;-3.1
142;Detailhandel geen apotheken;2013 juni;99.6;106.6;93.4;-4.0;2.7;-6.4
143;Detailhandel geen apotheken;2013 2e kwartaal;99.5;107.5;92.5;-1.8;2.4;-4.1
144;Detailhandel geen apotheken;2013 juli;98.0;105.0;93.3;1.0;2.8;-1.8
145;Detailhandel geen apotheken;2013 augustus;96.0;105.0;91.5;-0.4;2.4;-2.7
146;Detailhandel geen apotheken;2013 september;93.5;106.3;88.0;-5.7;1.4;-7.0
147;Detailhandel geen apotheken;2013 3e kwartaal;95.8;105.4;90.9;-1.7;2.2;-3.8
148;Detailhandel geen apotheken;2013  oktober;99.2;106.1;93.6;-1.3;0.1;-1.4
149;Detailhandel geen apotheken;2013  november;99.0;105.7;93.7;-0.8;0.0;-0.7
150;Detailhandel geen apotheken;2013 december ;110.2;105.0;105.0;-2.4;0.4;-2.7
151;Detailhandel geen apotheken;2013 4e kwartaal;102.8;105.6;97.4;-1.5;0.1;-1.7
152;Detailhandel geen apotheken;2013;97.2;106.0;91.7;-2.1;1.8;-3.9
153;Detailhandel geen apotheken;2014 januari;92.4;103.7;89.1;1.2;0.5;0.7
154;Detailhandel geen apotheken;2014 februari;83.6;104.5;80.0;0.5;-0.3;0.8
155;Detailhandel geen apotheken;2014 maart;95.9;107.7;89.0;-1.9;-0.6;-1.3
156;Detailhandel geen apotheken;2014 1e kwartaal;90.6;105.3;86.1;-0.1;-0.2;0.0
157;Detailhandel geen apotheken;2014 april;98.6;107.7;91.6;3.3;-0.3;3.6
158;Detailhandel geen apotheken;2014 mei;104.2;107.4;97.1;0.9;-0.5;1.4
159;Detailhandel geen apotheken;2014 juni;97.7;106.2;92.0;-1.9;-0.4;-1.5
160;Detailhandel geen apotheken;2014 2e kwartaal;100.2;107.1;93.6;0.7;-0.4;1.1
161;Detailhandel geen apotheken;2014 juli;98.6;104.2;94.6;0.6;-0.8;1.4
162;Detailhandel geen apotheken;2014 augustus;95.6;104.1;91.8;-0.4;-0.8;0.4
163;Detailhandel geen apotheken;2014 september;93.2;105.8;88.0;-0.4;-0.5;0.1
164;Detailhandel geen apotheken;2014 3e kwartaal;95.8;104.7;91.5;0.0;-0.7;0.6
165;Detailhandel geen apotheken;2014 oktober;101.5;105.6;96.1;2.3;-0.5;2.7
166;Detailhandel geen apotheken;2014 november;98.4;105.1;93.6;-0.6;-0.5;0.0
167;Detailhandel geen apotheken;2014 december;113.2;103.7;109.2;2.7;-1.2;4.0
168;Detailhandel geen apotheken;2014 4e kwartaal;104.4;104.8;99.6;1.5;-0.7;2.3
169;Detailhandel geen apotheken;2014;97.7;105.5;92.7;0.5;-0.5;1.0
170;Detailhandel geen apotheken;2015 januari;93.4;101.4;92.1;1.1;-2.2;3.4
171;Detailhandel geen apotheken;2015 februari;84.7;102.7;82.5;1.3;-1.8;3.1
172;Detailhandel geen apotheken;2015 maart;95.2;106.1;89.8;-0.6;-1.4;0.8
173;Detailhandel geen apotheken;2015 1e kwartaal;91.1;103.4;88.1;0.5;-1.8;2.4
174;Detailhandel geen apotheken;2015 april;100.0;106.5;94.0;1.4;-1.2;2.6
175;Detailhandel geen apotheken;2015 mei;102.6;106.4;96.4;-1.6;-0.9;-0.7
176;Detailhandel geen apotheken;2015 juni;102.5;105.7;96.9;4.9;-0.4;5.4
177;Detailhandel geen apotheken;2015 2e kwartaal;101.7;106.2;95.8;1.5;-0.8;2.4
178;Detailhandel geen apotheken;2015 juli;101.7;103.9;97.9;3.2;-0.2;3.4
179;Detailhandel geen apotheken;2015 augustus;94.5;103.4;91.4;-1.2;-0.7;-0.5
180;Detailhandel geen apotheken;2015 september;97.3;105.0;92.8;4.5;-0.8;5.4
181;Detailhandel geen apotheken;2015 3e kwartaal;97.8;104.1;94.0;2.2;-0.6;2.8
182;Detailhandel geen apotheken;2015 oktober;103.7;105.1;98.7;2.2;-0.5;2.7
183;Detailhandel geen apotheken;2015 november;96.8;105.0;92.2;-1.7;-0.1;-1.6
184;Detailhandel geen apotheken;2015 december;116.8;103.6;112.8;3.2;-0.1;3.3
185;Detailhandel geen apotheken;2015 4e kwartaal;105.8;104.6;101.2;1.3;-0.2;1.6
186;Detailhandel geen apotheken;2015;99.1;104.6;94.8;1.4;-0.9;2.3
187;Detailhandel geen apotheken;2016 januari;92.0;102.2;90.0;-1.5;0.8;-2.2
188;Detailhandel geen apotheken;2016 februari;87.1;103.2;84.4;2.8;0.5;2.3
189;Detailhandel geen apotheken;2016 maart;99.1;106.2;93.4;4.1;0.1;4.0
190;Detailhandel geen apotheken;2016 1e kwartaal;92.7;103.8;89.3;1.8;0.4;1.3
191;Detailhandel geen apotheken;2016 april;100.3;106.5;94.2;0.2;0.0;0.2
192;Detailhandel geen apotheken;2016 mei;102.3;106.7;95.8;-0.3;0.3;-0.6
193;Detailhandel geen apotheken;2016 juni;104.5;105.7;98.9;2.0;0.0;2.0
194;Detailhandel geen apotheken;2016 2e kwartaal;102.3;106.3;96.3;0.6;0.1;0.5
195;Detailhandel geen apotheken;2016 juli;102.5;103.8;98.8;0.8;-0.1;0.9
196;Detailhandel geen apotheken;2016 augustus;96.0;104.0;92.4;1.6;0.5;1.1
197;Detailhandel geen apotheken;2016 september;98.6;105.3;93.6;1.3;0.4;0.9
198;Detailhandel geen apotheken;2016 3e kwartaal;99.0;104.4;94.9;1.2;0.3;0.9
199;Detailhandel geen apotheken;2016 oktober;104.9;106.0;99.0;1.1;0.9;0.2
200;Detailhandel geen apotheken;2016 november;103.5;105.9;97.8;7.0;0.8;6.1
201;Detailhandel geen apotheken;2016 december;121.2;105.4;115.1;3.8;1.7;2.1
202;Detailhandel geen apotheken;2016 4e kwartaal;109.9;105.7;103.9;3.9;1.1;2.7
203;Detailhandel geen apotheken;2016;101.0;105.1;96.1;1.9;0.5;1.4
204;Detailhandel geen apotheken;2017 januari;95.0;104.2;91.2;3.3;2.0;1.3
205;Detailhandel geen apotheken;2017 februari;88.4;105.8;83.5;1.5;2.6;-1.0
206;Detailhandel geen apotheken;2017 maart;104.1;107.2;97.1;5.0;1.0;4.0
207;Detailhandel geen apotheken;2017 1e kwartaal;95.8;105.7;90.6;3.4;1.8;1.5
208;Detailhandel geen apotheken;2017 april;103.0;107.2;96.1;2.7;0.6;2.1
209;Detailhandel geen apotheken;2017 mei;108.1;107.2;100.9;5.7;0.4;5.2
210;Detailhandel geen apotheken;2017 juni;109.1;106.4;102.6;4.4;0.6;3.7
211;Detailhandel geen apotheken;2017 2e kwartaal;106.7;106.9;99.8;4.3;0.6;3.7
212;Detailhandel geen apotheken;2017 juli;105.2;104.8;100.4;2.6;0.9;1.7
213;Detailhandel geen apotheken;2017 augustus;101.1;105.4;95.9;5.3;1.4;3.8
214;Detailhandel geen apotheken;2017 september;104.8;106.8;98.2;6.4;1.4;4.9
215;Detailhandel geen apotheken;2017 3e kwartaal;103.7;105.6;98.2;4.7;1.2;3.4
216;Detailhandel geen apotheken;2017 oktober;104.9;107.0;98.0;0.0;0.9;-0.9
217;Detailhandel geen apotheken;2017 november;109.6;107.5;101.9;5.9;1.6;4.2
218;Detailhandel geen apotheken;2017 december;122.9;106.6;115.2;1.3;1.2;0.1
219;Detailhandel geen apotheken;2017 4e kwartaal;112.4;107.0;105.0;2.3;1.2;1.1
220;Detailhandel geen apotheken;2017;104.7;106.3;98.4;3.6;1.2;2.4
221;Detailhandel geen apotheken;2018 januari;99.7;105.3;94.7;4.9;1.1;3.8
222;Winkels in voedingsmiddelen;2005 januari;79.0;91.0;86.8;-9.2;-2.1;-7.3
223;Winkels in voedingsmiddelen;2005 februari;77.3;91.7;84.3;-1.2;-1.1;-0.1
224;Winkels in voedingsmiddelen;2005 maart;89.7;92.2;97.3;4.8;-0.6;5.4
225;Winkels in voedingsmiddelen;2005 1e kwartaal;82.0;91.6;89.5;-2.0;-1.3;-0.7
226;Winkels in voedingsmiddelen;2005 april;86.3;91.3;94.6;-3.6;-1.9;-1.7
227;Winkels in voedingsmiddelen;2005 mei;84.9;91.8;92.6;-3.0;-1.3;-1.8
228;Winkels in voedingsmiddelen;2005 juni;89.0;91.8;97.0;2.3;-1.1;3.4
229;Winkels in voedingsmiddelen;2005 2e kwartaal;86.8;91.6;94.7;-1.4;-1.4;0.0
230;Winkels in voedingsmiddelen;2005 juli;87.9;91.3;96.2;-3.0;-1.3;-1.7
231;Winkels in voedingsmiddelen;2005 augustus;83.4;91.6;91.1;1.8;-0.3;2.2
232;Winkels in voedingsmiddelen;2005 september;86.9;90.5;96.0;3.6;-1.5;5.2
233;Winkels in voedingsmiddelen;2005 3e kwartaal;86.0;91.1;94.4;0.7;-1.1;1.8
234;Winkels in voedingsmiddelen;2005 oktober;84.9;90.8;93.5;-1.8;-0.8;-1.0
235;Winkels in voedingsmiddelen;2005 november;86.0;91.1;94.4;2.8;0.3;2.5
236;Winkels in voedingsmiddelen;2005 december;104.8;91.3;114.7;1.0;0.3;0.7
237;Winkels in voedingsmiddelen;2005 4e kwartaal;91.9;91.1;100.9;0.7;0.0;0.7
238;Winkels in voedingsmiddelen;2005;86.7;91.4;94.9;-0.5;-1.0;0.5
239;Winkels in voedingsmiddelen;2006 januari;81.3;91.8;88.6;2.9;0.9;2.0
240;Winkels in voedingsmiddelen;2006 februari;79.5;92.0;86.4;2.8;0.3;2.4
241;Winkels in voedingsmiddelen;2006 maart;92.5;92.2;100.3;3.1;0.0;3.1
242;Winkels in voedingsmiddelen;2006 1e kwartaal;84.4;92.0;91.8;2.9;0.4;2.5
243;Winkels in voedingsmiddelen;2006 april;88.5;92.6;95.6;2.5;1.4;1.0
244;Winkels in voedingsmiddelen;2006 mei;90.8;92.4;98.3;6.9;0.7;6.2
245;Winkels in voedingsmiddelen;2006 juni;95.1;92.8;102.5;6.8;1.0;5.7
246;Winkels in voedingsmiddelen;2006 2e kwartaal;91.5;92.6;98.8;5.4;1.1;4.3
247;Winkels in voedingsmiddelen;2006 juli;89.0;92.3;96.4;1.3;1.1;0.2
248;Winkels in voedingsmiddelen;2006 augustus;88.8;92.9;95.6;6.5;1.4;5.0
249;Winkels in voedingsmiddelen;2006 september;91.8;92.9;98.8;5.7;2.7;2.9
250;Winkels in voedingsmiddelen;2006 3e kwartaal;89.9;92.7;96.9;4.4;1.7;2.7
251;Winkels in voedingsmiddelen;2006 oktober;86.2;92.2;93.5;1.6;1.5;0.0
252;Winkels in voedingsmiddelen;2006 november;89.7;92.4;97.1;4.3;1.5;2.8
253;Winkels in voedingsmiddelen;2006 december;104.7;92.5;113.2;0.0;1.3;-1.3
254;Winkels in voedingsmiddelen;2006 4e kwartaal;93.5;92.4;101.3;1.8;1.4;0.4
255;Winkels in voedingsmiddelen;2006;89.8;92.4;97.2;3.6;1.2;2.5
256;Winkels in voedingsmiddelen;2007 januari;85.4;92.8;92.0;5.0;1.1;3.9
257;Winkels in voedingsmiddelen;2007 februari;83.1;93.0;89.4;4.6;1.1;3.5
258;Winkels in voedingsmiddelen;2007 maart;98.2;92.9;105.7;6.1;0.7;5.4
259;Winkels in voedingsmiddelen;2007 1e kwartaal;88.9;92.9;95.7;5.3;1.0;4.3
260;Winkels in voedingsmiddelen;2007 april;89.3;93.2;95.8;0.9;0.7;0.2
261;Winkels in voedingsmiddelen;2007 mei;95.5;92.8;102.9;5.1;0.4;4.7
262;Winkels in voedingsmiddelen;2007 juni;98.2;93.0;105.6;3.3;0.3;3.0
263;Winkels in voedingsmiddelen;2007 2e kwartaal;94.3;93.0;101.4;3.1;0.4;2.7
264;Winkels in voedingsmiddelen;2007 juli;88.2;93.1;94.8;-0.9;0.8;-1.6
265;Winkels in voedingsmiddelen;2007 augustus;94.4;92.9;101.6;6.3;0.0;6.3
266;Winkels in voedingsmiddelen;2007 september;90.5;93.1;97.3;-1.4;0.2;-1.6
267;Winkels in voedingsmiddelen;2007 3e kwartaal;91.0;93.0;97.9;1.3;0.3;1.0
268;Winkels in voedingsmiddelen;2007 oktober;92.5;93.7;98.7;7.3;1.6;5.6
269;Winkels in voedingsmiddelen;2007 november;96.9;94.5;102.5;8.0;2.3;5.6
270;Winkels in voedingsmiddelen;2007 december;109.5;94.9;115.4;4.6;2.6;1.9
271;Winkels in voedingsmiddelen;2007 4e kwartaal;99.6;94.4;105.6;6.5;2.2;4.2
272;Winkels in voedingsmiddelen;2007;93.5;93.3;100.2;4.1;1.0;3.1
273;Winkels in voedingsmiddelen;2008 januari;90.8;95.6;95.0;6.3;3.0;3.2
274;Winkels in voedingsmiddelen;2008 februari;94.3;96.1;98.2;13.5;3.4;9.8
275;Winkels in voedingsmiddelen;2008 maart;99.7;96.9;102.9;1.6;4.3;-2.6
276;Winkels in voedingsmiddelen;2008 1e kwartaal;95.0;96.2;98.7;6.8;3.6;3.1
277;Winkels in voedingsmiddelen;2008 april;95.2;97.3;97.9;6.7;4.3;2.3
278;Winkels in voedingsmiddelen;2008 mei;107.1;97.6;109.7;12.2;5.2;6.7
279;Winkels in voedingsmiddelen;2008 juni;95.7;98.0;97.7;-2.6;5.4;-7.5
280;Winkels in voedingsmiddelen;2008 2e kwartaal;99.4;97.6;101.8;5.3;5.0;0.4
281;Winkels in voedingsmiddelen;2008 juli;97.4;98.2;99.1;10.4;5.6;4.5
282;Winkels in voedingsmiddelen;2008 augustus;98.6;98.0;100.6;4.5;5.5;-1.0
283;Winkels in voedingsmiddelen;2008 september;94.2;98.3;95.9;4.1;5.6;-1.5
284;Winkels in voedingsmiddelen;2008 3e kwartaal;96.7;98.2;98.5;6.3;5.6;0.6
285;Winkels in voedingsmiddelen;2008 oktober;101.9;98.6;103.3;10.2;5.2;4.7
286;Winkels in voedingsmiddelen;2008 november;96.7;99.3;97.3;-0.2;5.1;-5.1
287;Winkels in voedingsmiddelen;2008 december;114.6;99.7;114.9;4.6;5.0;-0.4
288;Winkels in voedingsmiddelen;2008 4e kwartaal;104.4;99.2;105.2;4.8;5.1;-0.4
289;Winkels in voedingsmiddelen;2008;98.9;97.8;101.1;5.8;4.8;0.9
290;Winkels in voedingsmiddelen;2009 januari;98.5;100.0;98.4;8.4;4.6;3.6
291;Winkels in voedingsmiddelen;2009 februari;90.0;100.6;89.5;-4.6;4.6;-8.8
292;Winkels in voedingsmiddelen;2009 maart;97.3;100.8;96.5;-2.5;4.1;-6.3
