ID;LeeftijdReferentiepersoon;Perioden;ReferentiepersonenMetKinderen_1;JongsteKind02Jaar_2;JongsteKind35Jaar_3;JongsteKind611Jaar_4;JongsteKind1217Jaar_5;JongsteKind18JaarEnOuder_6
49;100;2008;49226;39867;8140;1219.0;;
50;100;2009;49291;40018;7961;1312.0;;
51;100;2010;49132;40097;7837;1198.0;;
52;100;2011;48770;39966;7612;1193.0;;
53;100;2012;48259;39747;7344;1168.0;;
54;100;2013;47980;39781;7096;1103.0;;
55;100;2014;47932;40189;6715;1029.0;;
56;100;2015;47870;40487;6428;956.0;;
57;100;2016;47338;40323;6164;850.0;;
58;100;2017;46795;40059;6073;663.0;;
59;100;2018;46514;39931;6015;568.0;;
60;100;2019;46366;39878;5966;522.0;;
61;100;2020;46201;39810;5897;494.0;;
62;100;2021;46526;40127;5917;481.0;;
63;100;2022;47143;40659;6008;476.0;;
64;100;2023;47623;41072;6078;473.0;;
65;100;2024;47699;41131;6103;465.0;;
66;100;2025;47620;41047;6119;456.0;;
67;100;2026;46928;40476;6017;435.0;;
68;100;2027;46318;39964;5938;416.0;;
69;100;2028;45680;39429;5852;399.0;;
70;100;2029;44962;38840;5743;380.0;;
71;100;2030;44420;38392;5662;366.0;;
72;100;2031;43961;38021;5591;348.0;;
73;100;2032;43602;37730;5534;338.0;;
74;100;2033;43337;37522;5488;328.0;;
75;100;2034;43166;37390;5460;314.0;;
76;100;2035;43078;37330;5439;308.0;;
77;100;2036;43069;37338;5430;301.0;;
78;100;2037;43148;37417;5437;294.0;;
79;100;2038;43297;37557;5453;287.0;;
80;100;2039;43498;37740;5475;283.0;;
81;100;2040;43734;37944;5508;282.0;;
82;100;2041;43988;38165;5544;280.0;;
83;100;2042;44238;38377;5581;280.0;;
84;100;2043;44462;38561;5621;280.0;;
85;100;2044;44630;38694;5659;278.0;;
86;100;2045;44716;38761;5680;276.0;;
87;100;2046;44716;38761;5680;276.0;;
88;100;2047;44716;38761;5680;276.0;;
89;100;2048;44716;38761;5680;276.0;;
90;100;2049;44716;38761;5680;276.0;;
91;100;2050;44716;38761;5680;276.0;;
92;101;2005;525842;328750;124333;63083.0;9512.0;165.0
93;101;2006;506169;314494;122087;60587.0;8858.0;144.0
94;101;2007;489111;301898;117838;61190.0;8066.0;119.0
95;101;2008;474316;293190;112274;61656.0;7086.0;109.0
96;101;2009;465948;288463;107601;63505.0;6274.0;106.0
97;101;2010;461017;286184;103407;65388.0;5949.0;91.0
98;101;2011;460415;287190;101246;65792.0;6098.0;90.0
99;101;2012;461567;289231;100909;64726.0;6594.0;106.0
100;101;2013;462676;290982;101323;62313.0;7969.0;89.0
101;101;2014;463381;292280;102639;59046.0;9328.0;87.0
102;101;2015;464802;293832;103457;57269.0;10153.0;91.0
103;101;2016;464840;295209;103276;55707.0;10572.0;76.0
104;101;2017;466098;297388;103728;54220.0;10678.0;86.0
105;101;2018;470003;300713;104992;53692.0;10507.0;99.0
106;101;2019;474889;304282;106562;53737.0;10188.0;120.0
107;101;2020;478934;307258;107931;53859.0;9736.0;150.0
108;101;2021;481731;309290;108958;54027.0;9320.0;136.0
109;101;2022;482690;310215;109484;54045.0;8841.0;105.0
110;101;2023;484033;311210;110088;54509.0;8105.0;121.0
111;101;2024;485966;312439;110808;55020.0;7582.0;116.0
112;101;2025;487295;313312;111317;55393.0;7164.0;108.0
113;101;2026;486891;313574;111259;55210.0;6749.0;99.0
114;101;2027;486292;313739;111058;54950.0;6457.0;87.0
115;101;2028;486708;314341;111089;54907.0;6295.0;76.0
116;101;2029;487520;315079;111224;54961.0;6205.0;52.0
117;101;2030;487815;315432;111278;54964.0;6097.0;44.0
118;101;2031;489491;316199;111760;55382.0;6109.0;41.0
119;101;2032;491381;316757;112392;56002.0;6191.0;40.0
120;101;2033;491593;316280;112621;56380.0;6275.0;38.0
121;101;2034;489338;314512;112212;56281.0;6299.0;34.0
122;101;2035;485976;312147;111516;55983.0;6299.0;31.0
123;101;2036;480026;308655;110119;55058.0;6166.0;28.0
124;101;2037;474746;305569;108865;54232.0;6057.0;24.0
125;101;2038;469751;302730;107653;53407.0;5940.0;21.0
126;101;2039;464937;300132;106455;52530.0;5804.0;16.0
127;101;2040;461415;298266;105569;51875.0;5692.0;14.0
128;101;2041;458743;296926;104870;51339.0;5597.0;11.0
129;101;2042;456987;296133;104387;50939.0;5519.0;10.0
130;101;2043;456061;295834;104094;50666.0;5459.0;8.0
131;101;2044;455913;295984;103991;50518.0;5413.0;6.0
132;101;2045;456458;296533;104056;50479.0;5385.0;5.0
133;101;2046;457593;297418;104259;50540.0;5372.0;4.0
134;101;2047;459186;298536;104561;50710.0;5376.0;3.0
135;101;2048;461052;299758;104940;50962.0;5391.0;1.0
136;101;2049;462995;300967;105362;51246.0;5420.0;0.0
137;101;2050;464931;302125;105802;51545.0;5461.0;0.0
138;102;2005;1039825;162814;206715;400754.0;221279.0;48264.0
139;102;2006;1044704;166508;213315;401903.0;216380.0;46598.0
140;102;2007;1043040;166582;215609;406035.0;210567.0;44248.0
141;102;2008;1036081;165350;216842;410175.0;201791.0;41924.0
142;102;2009;1020772;161468;213170;415020.0;190068.0;41046.0
143;102;2010;1000535;157257;206540;418359.0;178598.0;39781.0
144;102;2011;977700;152305;200732;413882.0;172993.0;37788.0
145;102;2012;954478;147757;194462;407875.0;168054.0;36330.0
146;102;2013;931391;143940;189031;395780.0;167601.0;35040.0
147;102;2014;907162;141048;184622;383860.0;165135.0;32497.0
148;102;2015;878204;138932;181215;366610.0;162455.0;28993.0
149;102;2016;854606;138556;179267;350693.0;159454.0;26634.0
150;102;2017;835120;138285;177314;340907.0;153223.0;25392.0
151;102;2018;817873;137359;175347;333256.0;146863.0;25048.0
152;102;2019;807731;136613;174031;329511.0;140891.0;26684.0
153;102;2020;802177;136755;173502;328412.0;135662.0;27847.0
154;102;2021;801707;137535;173655;329320.0;131561.0;29636.0
155;102;2022;804385;139073;174595;330605.0;129779.0;30333.0
156;102;2023;806982;140433;175739;331711.0;129360.0;29739.0
157;102;2024;809299;141609;176905;332468.0;129752.0;28565.0
158;102;2025;812929;142997;178303;333845.0;130182.0;27601.0
159;102;2026;816713;145165;180221;335275.0;129374.0;26679.0
160;102;2027;821885;147058;182219;337593.0;129257.0;25760.0
161;102;2028;828977;148218;183994;341106.0;130479.0;25180.0
162;102;2029;836462;148960;185459;344837.0;132578.0;24628.0
163;102;2030;842766;149589;186593;347979.0;134386.0;24218.0
164;102;2031;846098;149383;186931;350067.0;135800.0;23918.0
165;102;2032;846775;148909;186767;350996.0;136497.0;23605.0
166;102;2033;848684;149015;186837;352038.0;137302.0;23493.0
167;102;2034;852524;149918;187421;353358.0;138285.0;23542.0
168;102;2035;855903;150897;188141;354244.0;139037.0;23584.0
169;102;2036;858660;152513;189338;354527.0;138919.0;23363.0
170;102;2037;860010;153358;190258;354641.0;138618.0;23134.0
171;102;2038;861635;153734;190978;355233.0;138666.0;23024.0
172;102;2039;863012;153791;191397;356025.0;138813.0;22987.0
173;102;2040;862520;153167;191197;356444.0;138773.0;22938.0
174;102;2041;862696;152207;190682;357295.0;139386.0;23127.0
175;102;2042;862399;151004;189796;357895.0;140263.0;23442.0
176;102;2043;859858;149679;188529;357338.0;140644.0;23668.0
177;102;2044;854519;148358;186966;355362.0;140164.0;23670.0
178;102;2045;848125;147153;185369;352706.0;139326.0;23573.0
179;102;2046;839288;146117;183737;348860.0;137425.0;23148.0
180;102;2047;831611;145278;182369;345456.0;135738.0;22770.0
181;102;2048;824739;144675;181252;342331.0;134100.0;22380.0
182;102;2049;818620;144327;180412;339494.0;132437.0;21949.0
183;102;2050;814443;144220;179924;337472.0;131202.0;21626.0
184;103;2005;730847;987;7718;93683.0;270157.0;358302.0
185;103;2006;750830;1345;8009;98113.0;284614.0;358750.0
186;103;2007;773507;1504;8296;103666.0;300436.0;359603.0
187;103;2008;795269;1555;8878;109900.0;313970.0;360967.0
188;103;2009;817108;1613;9707;116843.0;322784.0;366161.0
189;103;2010;837919;1677;10471;124620.0;330597.0;370553.0
190;103;2011;854632;1701;10703;131079.0;338470.0;372678.0
191;103;2012;867114;1699;10794;136963.0;344797.0;372863.0
192;103;2013;876996;1700;10945;140600.0;352176.0;371575.0
193;103;2014;886280;1715;11151;144870.0;363391.0;365152.0
194;103;2015;897976;1763;11547;149892.0;378015.0;356758.0
195;103;2016;906592;1759;11703;152366.0;392347.0;348417.0
196;103;2017;909824;1715;11573;152705.0;399326.0;344507.0
197;103;2018;908212;1645;11256;151675.0;402955.0;340682.0
198;103;2019;898338;1551;10764;147881.0;397118.0;341024.0
199;103;2020;883711;1467;10270;143646.0;390326.0;338001.0
200;103;2021;865653;1407;9879;138663.0;379177.0;336528.0
201;103;2022;846183;1370;9640;134379.0;365240.0;335554.0
202;103;2023;825483;1354;9522;130808.0;354969.0;328830.0
203;103;2024;804260;1359;9527;128629.0;345295.0;319449.0
204;103;2025;780668;1356;9545;127234.0;336683.0;305850.0
205;103;2026;762103;1377;9681;127340.0;332097.0;291609.0
206;103;2027;746941;1374;9760;127430.0;328659.0;279719.0
207;103;2028;733205;1349;9684;126721.0;325171.0;270280.0
208;103;2029;725252;1330;9633;126128.0;322545.0;265615.0
209;103;2030;721647;1343;9682;126372.0;321255.0;262994.0
210;103;2031;722512;1357;9810;127211.0;321351.0;262783.0
211;103;2032;726616;1381;10021;128815.0;322624.0;263775.0
212;103;2033;730879;1385;10176;130215.0;324190.0;264912.0
213;103;2034;734686;1384;10273;131412.0;325860.0;265756.0
214;103;2035;739473;1390;10389;132796.0;328118.0;266778.0
215;103;2036;745329;1417;10603;134940.0;331243.0;267126.0
216;103;2037;752035;1430;10754;136754.0;334669.0;268427.0
217;103;2038;759327;1431;10789;137778.0;337982.0;271348.0
218;103;2039;766295;1418;10804;138408.0;340861.0;274804.0
219;103;2040;772118;1411;10833;138941.0;343186.0;277746.0
220;103;2041;774913;1390;10770;138636.0;344201.0;279914.0
221;103;2042;775451;1378;10699;138111.0;344258.0;281004.0
222;103;2043;777126;1378;10743;138218.0;344553.0;282234.0
223;103;2044;780639;1397;10894;139156.0;345527.0;283665.0
224;103;2045;783805;1399;11029;140176.0;346574.0;284627.0
225;103;2046;787198;1415;11219;141857.0;348206.0;284501.0
226;103;2047;789072;1408;11257;142699.0;349506.0;284201.0
227;103;2048;790819;1393;11225;143036.0;350733.0;284431.0
228;103;2049;792167;1379;11182;143016.0;351687.0;284903.0
229;103;2050;791636;1357;11064;142292.0;351730.0;285192.0
230;104;2005;156060;0;0;367.0;10321.0;145372.0
231;104;2006;160744;0;4;333.0;11333.0;149074.0
232;104;2007;165763;0;1;337.0;12501.0;152924.0
233;104;2008;172683;0;0;388.0;13603.0;158693.0
234;104;2009;180360;0;0;359.0;15183.0;164817.0
235;104;2010;189091;0;0;394.0;16463.0;172234.0
236;104;2011;199197;0;0;425.0;17402.0;181370.0
237;104;2012;208974;0;0;453.0;18281.0;190240.0
238;104;2013;219784;0;0;491.0;19731.0;199561.0
239;104;2014;231030;0;0;468.0;21034.0;209530.0
240;104;2015;243077;0;0;585.0;22626.0;219865.0
241;104;2016;254186;0;0;635.0;24244.0;229307.0
242;104;2017;265579;0;0;675.0;26048.0;238856.0
243;104;2018;276414;0;0;697.0;27887.0;247830.0
244;104;2019;287599;0;0;728.0;29348.0;257523.0
245;104;2020;298864;0;0;761.0;30935.0;267169.0
246;104;2021;308576;0;0;770.0;32794.0;275012.0
247;104;2022;316951;0;0;760.0;34146.0;282045.0
248;104;2023;324619;0;0;757.0;34608.0;289253.0
249;104;2024;332130;0;0;763.0;35246.0;296121.0
250;104;2025;340929;0;0;789.0;36419.0;303721.0
251;104;2026;346997;0;0;783.0;37035.0;309179.0
252;104;2027;348924;0;0;762.0;36930.0;311231.0
253;104;2028;347493;0;0;728.0;36275.0;310491.0
254;104;2029;340804;0;0;684.0;34770.0;305350.0
255;104;2030;332530;0;0;646.0;33302.0;298582.0
256;104;2031;322811;0;0;617.0;31979.0;290213.0
257;104;2032;313558;0;0;601.0;31071.0;281884.0
258;104;2033;305501;0;0;599.0;30550.0;274353.0
259;104;2034;299052;0;0;602.0;30416.0;268034.0
260;104;2035;293313;0;0;601.0;30396.0;262314.0
261;104;2036;290391;0;0;606.0;30744.0;259040.0
262;104;2037;288052;0;0;604.0;30936.0;256511.0
263;104;2038;285006;0;0;592.0;30739.0;253675.0
264;104;2039;282954;0;0;589.0;30573.0;251793.0
265;104;2040;282610;0;0;590.0;30719.0;251301.0
266;104;2041;283697;0;0;593.0;31070.0;252033.0
267;104;2042;286238;0;0;598.0;31650.0;253989.0
268;104;2043;288612;0;0;597.0;32088.0;255928.0
269;104;2044;290685;0;0;595.0;32402.0;257688.0
270;104;2045;293183;0;0;599.0;32774.0;259809.0
271;104;2046;296840;0;0;614.0;33404.0;262823.0
272;104;2047;300271;0;0;625.0;33876.0;265770.0
273;104;2048;302840;0;0;620.0;34054.0;268166.0
274;104;2049;304835;0;0;612.0;34124.0;270099.0
275;104;2050;306495;0;0;609.0;34214.0;271673.0
276;105;2005;28093;0;0;0.0;21.0;28072.0
277;105;2006;27779;0;0;0.0;21.0;27759.0
278;105;2007;27249;0;0;0.0;22.0;27227.0
279;105;2008;26856;0;0;0.0;22.0;26834.0
280;105;2009;26774;0;0;0.0;18.0;26756.0
281;105;2010;26869;0;0;0.0;20.0;26849.0
282;105;2011;26649;0;0;0.0;20.0;26628.0
283;105;2012;28187;0;0;0.0;19.0;28168.0
284;105;2013;29323;0;0;0.0;16.0;29307.0
285;105;2014;30162;0;0;0.0;19.0;30143.0
286;105;2015;30781;0;0;0.0;22.0;30758.0
287;105;2016;31447;0;0;0.0;24.0;31423.0
288;105;2017;32169;0;0;0.0;15.0;32154.0
289;105;2018;33113;0;0;0.0;11.0;33103.0
290;105;2019;34070;0;0;0.0;18.0;34052.0
291;105;2020;35122;0;0;0.0;22.0;35100.0
292;105;2021;36354;0;0;0.0;21.0;36333.0
293;105;2022;37373;0;0;0.0;15.0;37358.0
294;105;2023;38656;0;0;0.0;15.0;38642.0
295;105;2024;40031;0;0;0.0;15.0;40016.0
296;105;2025;41596;0;0;0.0;17.0;41580.0
297;105;2026;43184;0;0;0.0;18.0;43166.0
298;105;2027;44879;0;0;0.0;21.0;44859.0
299;105;2028;46528;0;0;0.0;23.0;46505.0
300;105;2029;48167;0;0;0.0;23.0;48144.0
301;105;2030;49767;0;0;0.0;23.0;49745.0
302;105;2031;51042;0;0;0.0;23.0;51019.0
303;105;2032;51988;0;0;0.0;22.0;51966.0
304;105;2033;52780;0;0;0.0;18.0;52762.0
305;105;2034;53554;0;0;0.0;22.0;53532.0
306;105;2035;54589;0;0;0.0;23.0;54566.0
307;105;2036;55222;0;0;0.0;23.0;55199.0
308;105;2037;55250;0;0;0.0;20.0;55230.0
309;105;2038;54825;0;0;0.0;16.0;54809.0
310;105;2039;53678;0;0;0.0;14.0;53664.0
311;105;2040;52335;0;0;0.0;13.0;52323.0
312;105;2041;50869;0;0;0.0;13.0;50856.0
313;105;2042;49527;0;0;0.0;13.0;49515.0
314;105;2043;48357;0;0;0.0;13.0;48345.0
315;105;2044;47397;0;0;0.0;14.0;47383.0
316;105;2045;46438;0;0;0.0;14.0;46424.0
317;105;2046;45874;0;0;0.0;14.0;45860.0
318;105;2047;45388;0;0;0.0;14.0;45375.0
319;105;2048;44786;0;0;0.0;12.0;44774.0
320;105;2049;44403;0;0;0.0;12.0;44390.0
321;105;2050;44318;0;0;0.0;11.0;44307.0
322;106;2005;7103;0;0;0.0;0.0;7103.0
323;106;2006;7103;0;0;0.0;0.0;7103.0
324;106;2007;7103;0;0;0.0;0.0;7103.0
325;106;2008;7103;0;0;0.0;0.0;7103.0
326;106;2009;7103;0;0;0.0;0.0;7103.0
327;106;2010;7103;0;0;0.0;0.0;7103.0
328;106;2011;7103;0;0;0.0;0.0;7103.0
329;106;2012;7062;0;0;0.0;0.0;7062.0
330;106;2013;6982;0;0;0.0;0.0;6982.0
331;106;2014;6904;0;0;0.0;0.0;6904.0
332;106;2015;6803;0;0;0.0;0.0;6803.0
333;106;2016;6673;0;0;0.0;0.0;6673.0
334;106;2017;6466;0;0;0.0;0.0;6466.0
335;106;2018;6272;0;0;0.0;0.0;6272.0
336;106;2019;6156;0;0;0.0;0.0;6156.0
337;106;2020;6082;0;0;0.0;0.0;6082.0
338;106;2021;5924;0;0;0.0;0.0;5924.0
339;106;2022;6240;0;0;0.0;0.0;6240.0
340;106;2023;6474;0;0;0.0;0.0;6474.0
341;106;2024;6633;0;0;0.0;0.0;6633.0
342;106;2025;6756;0;0;0.0;0.0;6756.0
343;106;2026;6905;0;0;0.0;0.0;6905.0
344;106;2027;7068;0;0;0.0;0.0;7068.0
345;106;2028;7308;0;0;0.0;0.0;7308.0
346;106;2029;7578;0;0;0.0;0.0;7578.0
347;106;2030;7891;0;0;0.0;0.0;7891.0
348;106;2031;8254;0;0;0.0;0.0;8254.0
349;106;2032;8628;0;0;0.0;0.0;8628.0
350;106;2033;9059;0;0;0.0;0.0;9059.0
351;106;2034;9512;0;0;0.0;0.0;9512.0
352;106;2035;10001;0;0;0.0;0.0;10001.0
353;106;2036;10468;0;0;0.0;0.0;10468.0
354;106;2037;10951;0;0;0.0;0.0;10951.0
355;106;2038;11405;0;0;0.0;0.0;11405.0
356;106;2039;11844;0;0;0.0;0.0;11844.0
357;106;2040;12271;0;0;0.0;0.0;12271.0
358;106;2041;12620;0;0;0.0;0.0;12620.0
359;106;2042;12907;0;0;0.0;0.0;12907.0
360;106;2043;13157;0;0;0.0;0.0;13157.0
361;106;2044;13412;0;0;0.0;0.0;13412.0
362;106;2045;13735;0;0;0.0;0.0;13735.0
363;106;2046;13969;0;0;0.0;0.0;13969.0
364;106;2047;14059;0;0;0.0;0.0;14059.0
365;106;2048;14029;0;0;0.0;0.0;14029.0
366;106;2049;13803;0;0;0.0;0.0;13803.0
367;106;2050;13505;0;0;0.0;0.0;13505.0
368;107;2005;575;0;0;0.0;0.0;575.0
369;107;2006;575;0;0;0.0;0.0;575.0
370;107;2007;575;0;0;0.0;0.0;575.0
371;107;2008;575;0;0;0.0;0.0;575.0
372;107;2009;575;0;0;0.0;0.0;575.0
373;107;2010;575;0;0;0.0;0.0;575.0
374;107;2011;575;0;0;0.0;0.0;575.0
375;107;2012;575;0;0;0.0;0.0;575.0
376;107;2013;575;0;0;0.0;0.0;575.0
377;107;2014;575;0;0;0.0;0.0;575.0
378;107;2015;575;0;0;0.0;0.0;575.0
379;107;2016;575;0;0;0.0;0.0;575.0
380;107;2017;575;0;0;0.0;0.0;575.0
381;107;2018;575;0;0;0.0;0.0;575.0
382;107;2019;575;0;0;0.0;0.0;575.0
383;107;2020;575;0;0;0.0;0.0;575.0
384;107;2021;575;0;0;0.0;0.0;575.0
385;107;2022;562;0;0;0.0;0.0;562.0
386;107;2023;539;0;0;0.0;0.0;539.0
387;107;2024;514;0;0;0.0;0.0;514.0
388;107;2025;487;0;0;0.0;0.0;487.0
389;107;2026;458;0;0;0.0;0.0;458.0
390;107;2027;426;0;0;0.0;0.0;426.0
391;107;2028;403;0;0;0.0;0.0;403.0
392;107;2029;395;0;0;0.0;0.0;395.0
393;107;2030;397;0;0;0.0;0.0;397.0
394;107;2031;396;0;0;0.0;0.0;396.0
395;107;2032;451;0;0;0.0;0.0;451.0
396;107;2033;492;0;0;0.0;0.0;492.0
397;107;2034;527;0;0;0.0;0.0;527.0
398;107;2035;556;0;0;0.0;0.0;556.0
399;107;2036;592;0;0;0.0;0.0;592.0
400;107;2037;630;0;0;0.0;0.0;630.0
401;107;2038;679;0;0;0.0;0.0;679.0
402;107;2039;737;0;0;0.0;0.0;737.0
403;107;2040;800;0;0;0.0;0.0;800.0
404;107;2041;865;0;0;0.0;0.0;865.0
405;107;2042;937;0;0;0.0;0.0;937.0
406;107;2043;1013;0;0;0.0;0.0;1013.0
407;107;2044;1086;0;0;0.0;0.0;1086.0
408;107;2045;1159;0;0;0.0;0.0;1159.0
409;107;2046;1229;0;0;0.0;0.0;1229.0
410;107;2047;1301;0;0;0.0;0.0;1301.0
411;107;2048;1373;0;0;0.0;0.0;1373.0
412;107;2049;1448;0;0;0.0;0.0;1448.0
413;107;2050;1524;0;0;0.0;0.0;1524.0
414;108;2005;6;0;0;0.0;0.0;6.0
415;108;2006;6;0;0;0.0;0.0;6.0
416;108;2007;6;0;0;0.0;0.0;6.0
417;108;2008;6;0;0;0.0;0.0;6.0
418;108;2009;6;0;0;0.0;0.0;6.0
419;108;2010;6;0;0;0.0;0.0;6.0
420;108;2011;6;0;0;0.0;0.0;6.0
421;108;2012;6;0;0;0.0;0.0;6.0
422;108;2013;6;0;0;0.0;0.0;6.0
423;108;2014;6;0;0;0.0;0.0;6.0
424;108;2015;6;0;0;0.0;0.0;6.0
425;108;2016;6;0;0;0.0;0.0;6.0
426;108;2017;6;0;0;0.0;0.0;6.0
427;108;2018;6;0;0;0.0;0.0;6.0
428;108;2019;6;0;0;0.0;0.0;6.0
429;108;2020;6;0;0;0.0;0.0;6.0
430;108;2021;6;0;0;0.0;0.0;6.0
431;108;2022;6;0;0;0.0;0.0;6.0
432;108;2023;6;0;0;0.0;0.0;6.0
433;108;2024;6;0;0;0.0;0.0;6.0
434;108;2025;6;0;0;0.0;0.0;6.0
435;108;2026;6;0;0;0.0;0.0;6.0
436;108;2027;6;0;0;0.0;0.0;6.0
437;108;2028;6;0;0;0.0;0.0;6.0
438;108;2029;6;0;0;0.0;0.0;6.0
439;108;2030;6;0;0;0.0;0.0;6.0
440;108;2031;6;0;0;0.0;0.0;6.0
441;108;2032;5;0;0;0.0;0.0;5.0
442;108;2033;5;0;0;0.0;0.0;5.0
443;108;2034;5;0;0;0.0;0.0;5.0
444;108;2035;5;0;0;0.0;0.0;5.0
445;108;2036;5;0;0;0.0;0.0;5.0
446;108;2037;5;0;0;0.0;0.0;5.0
447;108;2038;5;0;0;0.0;0.0;5.0
448;108;2039;5;0;0;0.0;0.0;5.0
449;108;2040;5;0;0;0.0;0.0;5.0
450;108;2041;5;0;0;0.0;0.0;5.0
451;108;2042;7;0;0;0.0;0.0;7.0
452;108;2043;7;0;0;0.0;0.0;7.0
453;108;2044;9;0;0;0.0;0.0;9.0
454;108;2045;9;0;0;0.0;0.0;9.0
455;108;2046;10;0;0;0.0;0.0;10.0
456;108;2047;11;0;0;0.0;0.0;11.0
457;108;2048;12;0;0;0.0;0.0;12.0
458;108;2049;13;0;0;0.0;0.0;13.0
459;108;2050;13;0;0;0.0;0.0;13.0
460;1;2005;5063;4851;212;;;
461;1;2006;4986;4787;200;;;
462;1;2007;4862;4693;169;;;
463;1;2008;4726;4542;184;;;
464;1;2009;4610;4430;180;;;
465;1;2010;4483;4310;174;;;
466;1;2011;4177;4013;165;;;
467;1;2012;3978;3825;152;;;
468;1;2013;3870;3729;141;;;
469;1;2014;3809;3692;118;;;
470;1;2015;3747;3639;108;;;
471;1;2016;3748;3643;105;;;
472;1;2017;3797;3692;105;;;
473;1;2018;3846;3742;104;;;
474;1;2019;3865;3764;101;;;
475;1;2020;3874;3775;99;;;
476;1;2021;3814;3718;95;;;
477;1;2022;3765;3674;91;;;
478;1;2023;3713;3626;87;;;
479;1;2024;3646;3565;81;;;
480;1;2025;3594;3516;79;;;
481;1;2026;3548;3473;75;;;
482;1;2027;3515;3442;73;;;
483;1;2028;3483;3412;71;;;
