ID;Bedrijfskenmerken;Marges;Perioden;Arbeidsongeval4DagenVerzuimOfMeer_1
448;J Informatie en communicatie;Bovengrens 95%-interval;2022;2.0
449;J Informatie en communicatie;Bovengrens 95%-interval;2023;3.0
450;K Financiële dienstverlening;Waarde;2014;1.0
451;K Financiële dienstverlening;Waarde;2015;1.0
452;K Financiële dienstverlening;Waarde;2016;1.0
453;K Financiële dienstverlening;Waarde;2017;2.0
454;K Financiële dienstverlening;Waarde;2018;1.0
455;K Financiële dienstverlening;Waarde;2019;1.0
456;K Financiële dienstverlening;Waarde;2020;1.0
457;K Financiële dienstverlening;Waarde;2021;0.0
458;K Financiële dienstverlening;Waarde;2022;1.0
459;K Financiële dienstverlening;Waarde;2023;1.0
460;K Financiële dienstverlening;Ondergrens 95%-interval;2014;0.0
461;K Financiële dienstverlening;Ondergrens 95%-interval;2015;0.0
462;K Financiële dienstverlening;Ondergrens 95%-interval;2016;0.0
463;K Financiële dienstverlening;Ondergrens 95%-interval;2017;1.0
464;K Financiële dienstverlening;Ondergrens 95%-interval;2018;0.0
465;K Financiële dienstverlening;Ondergrens 95%-interval;2019;0.0
466;K Financiële dienstverlening;Ondergrens 95%-interval;2020;0.0
467;K Financiële dienstverlening;Ondergrens 95%-interval;2021;0.0
468;K Financiële dienstverlening;Ondergrens 95%-interval;2022;1.0
469;K Financiële dienstverlening;Ondergrens 95%-interval;2023;0.0
470;K Financiële dienstverlening;Bovengrens 95%-interval;2014;2.0
471;K Financiële dienstverlening;Bovengrens 95%-interval;2015;2.0
472;K Financiële dienstverlening;Bovengrens 95%-interval;2016;2.0
473;K Financiële dienstverlening;Bovengrens 95%-interval;2017;4.0
474;K Financiële dienstverlening;Bovengrens 95%-interval;2018;2.0
475;K Financiële dienstverlening;Bovengrens 95%-interval;2019;2.0
476;K Financiële dienstverlening;Bovengrens 95%-interval;2020;2.0
477;K Financiële dienstverlening;Bovengrens 95%-interval;2021;1.0
478;K Financiële dienstverlening;Bovengrens 95%-interval;2022;2.0
479;K Financiële dienstverlening;Bovengrens 95%-interval;2023;2.0
480;L Verhuur en handel van onroerend goed;Waarde;2014;0.0
481;L Verhuur en handel van onroerend goed;Waarde;2015;0.0
482;L Verhuur en handel van onroerend goed;Waarde;2016;0.0
483;L Verhuur en handel van onroerend goed;Waarde;2017;1.0
484;L Verhuur en handel van onroerend goed;Waarde;2018;1.0
485;L Verhuur en handel van onroerend goed;Waarde;2019;0.0
486;L Verhuur en handel van onroerend goed;Waarde;2020;0.0
487;L Verhuur en handel van onroerend goed;Waarde;2021;1.0
488;L Verhuur en handel van onroerend goed;Waarde;2022;0.0
489;L Verhuur en handel van onroerend goed;Waarde;2023;0.0
490;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2014;0.0
491;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2015;0.0
492;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2016;0.0
493;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2017;0.0
494;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2018;0.0
495;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2019;0.0
496;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2020;0.0
497;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2021;0.0
498;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2022;0.0
499;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2023;0.0
500;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2014;1.0
501;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2015;1.0
502;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2016;1.0
503;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2017;2.0
504;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2018;2.0
505;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2019;1.0
506;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2020;1.0
507;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2021;1.0
508;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2022;1.0
509;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2023;1.0
510;M-N Zakelijke dienstverlening;Waarde;2014;8.0
511;M-N Zakelijke dienstverlening;Waarde;2015;7.0
512;M-N Zakelijke dienstverlening;Waarde;2016;10.0
513;M-N Zakelijke dienstverlening;Waarde;2017;9.0
514;M-N Zakelijke dienstverlening;Waarde;2018;8.0
515;M-N Zakelijke dienstverlening;Waarde;2019;10.0
516;M-N Zakelijke dienstverlening;Waarde;2020;11.0
517;M-N Zakelijke dienstverlening;Waarde;2021;10.0
518;M-N Zakelijke dienstverlening;Waarde;2022;8.0
519;M-N Zakelijke dienstverlening;Waarde;2023;8.0
520;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2014;6.0
521;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2015;5.0
522;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2016;8.0
523;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2017;7.0
524;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2018;6.0
525;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2019;8.0
526;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2020;9.0
527;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2021;7.0
528;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2022;6.0
529;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2023;6.0
530;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2014;10.0
531;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2015;9.0
532;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2016;13.0
533;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2017;12.0
534;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2018;10.0
535;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2019;13.0
536;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2020;14.0
537;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2021;12.0
538;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2022;10.0
539;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2023;10.0
540;M Specialistische zakelijke diensten;Waarde;2014;3.0
541;M Specialistische zakelijke diensten;Waarde;2015;1.0
542;M Specialistische zakelijke diensten;Waarde;2016;2.0
543;M Specialistische zakelijke diensten;Waarde;2017;2.0
544;M Specialistische zakelijke diensten;Waarde;2018;3.0
545;M Specialistische zakelijke diensten;Waarde;2019;3.0
546;M Specialistische zakelijke diensten;Waarde;2020;2.0
547;M Specialistische zakelijke diensten;Waarde;2021;3.0
548;M Specialistische zakelijke diensten;Waarde;2022;2.0
549;M Specialistische zakelijke diensten;Waarde;2023;2.0
550;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2014;1.0
551;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2015;0.0
552;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2016;1.0
553;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2017;1.0
554;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2018;2.0
555;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2019;2.0
556;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2020;1.0
557;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2021;2.0
558;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2022;1.0
559;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2023;1.0
560;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2014;4.0
561;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2015;2.0
562;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2016;3.0
563;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2017;4.0
564;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2018;4.0
565;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2019;4.0
566;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2020;4.0
567;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2021;4.0
568;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2022;4.0
569;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2023;3.0
570;N Verhuur en overige zakelijke diensten;Waarde;2014;5.0
571;N Verhuur en overige zakelijke diensten;Waarde;2015;6.0
572;N Verhuur en overige zakelijke diensten;Waarde;2016;9.0
573;N Verhuur en overige zakelijke diensten;Waarde;2017;6.0
574;N Verhuur en overige zakelijke diensten;Waarde;2018;5.0
575;N Verhuur en overige zakelijke diensten;Waarde;2019;8.0
576;N Verhuur en overige zakelijke diensten;Waarde;2020;9.0
577;N Verhuur en overige zakelijke diensten;Waarde;2021;7.0
578;N Verhuur en overige zakelijke diensten;Waarde;2022;5.0
579;N Verhuur en overige zakelijke diensten;Waarde;2023;6.0
580;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2014;3.0
581;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2015;4.0
582;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2016;6.0
583;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2017;5.0
584;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2018;4.0
585;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2019;6.0
586;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2020;7.0
587;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2021;5.0
588;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2022;4.0
589;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2023;4.0
590;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2014;7.0
591;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2015;8.0
592;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2016;11.0
593;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2017;9.0
594;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2018;7.0
595;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2019;10.0
596;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2020;11.0
597;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2021;9.0
598;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2022;7.0
599;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2023;8.0
600;O-Q Overheid en zorg;Waarde;2014;28.0
601;O-Q Overheid en zorg;Waarde;2015;17.0
602;O-Q Overheid en zorg;Waarde;2016;21.0
603;O-Q Overheid en zorg;Waarde;2017;26.0
604;O-Q Overheid en zorg;Waarde;2018;25.0
605;O-Q Overheid en zorg;Waarde;2019;25.0
606;O-Q Overheid en zorg;Waarde;2020;19.0
607;O-Q Overheid en zorg;Waarde;2021;24.0
608;O-Q Overheid en zorg;Waarde;2022;24.0
609;O-Q Overheid en zorg;Waarde;2023;21.0
610;O-Q Overheid en zorg;Ondergrens 95%-interval;2014;24.0
611;O-Q Overheid en zorg;Ondergrens 95%-interval;2015;14.0
612;O-Q Overheid en zorg;Ondergrens 95%-interval;2016;18.0
613;O-Q Overheid en zorg;Ondergrens 95%-interval;2017;22.0
614;O-Q Overheid en zorg;Ondergrens 95%-interval;2018;22.0
615;O-Q Overheid en zorg;Ondergrens 95%-interval;2019;22.0
616;O-Q Overheid en zorg;Ondergrens 95%-interval;2020;16.0
617;O-Q Overheid en zorg;Ondergrens 95%-interval;2021;21.0
618;O-Q Overheid en zorg;Ondergrens 95%-interval;2022;21.0
619;O-Q Overheid en zorg;Ondergrens 95%-interval;2023;18.0
620;O-Q Overheid en zorg;Bovengrens 95%-interval;2014;33.0
621;O-Q Overheid en zorg;Bovengrens 95%-interval;2015;21.0
622;O-Q Overheid en zorg;Bovengrens 95%-interval;2016;25.0
623;O-Q Overheid en zorg;Bovengrens 95%-interval;2017;31.0
624;O-Q Overheid en zorg;Bovengrens 95%-interval;2018;29.0
625;O-Q Overheid en zorg;Bovengrens 95%-interval;2019;29.0
626;O-Q Overheid en zorg;Bovengrens 95%-interval;2020;22.0
627;O-Q Overheid en zorg;Bovengrens 95%-interval;2021;29.0
628;O-Q Overheid en zorg;Bovengrens 95%-interval;2022;28.0
629;O-Q Overheid en zorg;Bovengrens 95%-interval;2023;25.0
630;O-U Niet-commerciële dienstverlening;Waarde;2014;32.0
631;O-U Niet-commerciële dienstverlening;Waarde;2015;19.0
632;O-U Niet-commerciële dienstverlening;Waarde;2016;23.0
633;O-U Niet-commerciële dienstverlening;Waarde;2017;28.0
634;O-U Niet-commerciële dienstverlening;Waarde;2018;27.0
635;O-U Niet-commerciële dienstverlening;Waarde;2019;29.0
636;O-U Niet-commerciële dienstverlening;Waarde;2020;20.0
637;O-U Niet-commerciële dienstverlening;Waarde;2021;26.0
638;O-U Niet-commerciële dienstverlening;Waarde;2022;25.0
639;O-U Niet-commerciële dienstverlening;Waarde;2023;24.0
640;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2014;27.0
641;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2015;16.0
642;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2016;19.0
643;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2017;24.0
644;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2018;24.0
645;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2019;25.0
646;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2020;17.0
647;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2021;22.0
648;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2022;22.0
649;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2023;21.0
650;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2014;37.0
651;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2015;23.0
652;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2016;27.0
653;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2017;33.0
654;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2018;31.0
655;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2019;33.0
656;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2020;24.0
657;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2021;30.0
658;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2022;29.0
659;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2023;28.0
660;O Openbaar bestuur en overheidsdiensten;Waarde;2014;7.0
661;O Openbaar bestuur en overheidsdiensten;Waarde;2015;3.0
662;O Openbaar bestuur en overheidsdiensten;Waarde;2016;4.0
663;O Openbaar bestuur en overheidsdiensten;Waarde;2017;5.0
664;O Openbaar bestuur en overheidsdiensten;Waarde;2018;8.0
665;O Openbaar bestuur en overheidsdiensten;Waarde;2019;5.0
666;O Openbaar bestuur en overheidsdiensten;Waarde;2020;4.0
667;O Openbaar bestuur en overheidsdiensten;Waarde;2021;5.0
668;O Openbaar bestuur en overheidsdiensten;Waarde;2022;6.0
669;O Openbaar bestuur en overheidsdiensten;Waarde;2023;5.0
670;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2014;5.0
671;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2015;2.0
672;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2016;3.0
673;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2017;4.0
674;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2018;6.0
675;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2019;4.0
676;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2020;3.0
677;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2021;3.0
678;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2022;5.0
679;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2023;4.0
680;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2014;9.0
681;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2015;5.0
682;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2016;7.0
683;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2017;8.0
684;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2018;10.0
685;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2019;7.0
686;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2020;5.0
687;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2021;7.0
688;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2022;8.0
689;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2023;7.0
690;P Onderwijs;Waarde;2014;3.0
691;P Onderwijs;Waarde;2015;3.0
692;P Onderwijs;Waarde;2016;3.0
693;P Onderwijs;Waarde;2017;4.0
694;P Onderwijs;Waarde;2018;3.0
695;P Onderwijs;Waarde;2019;4.0
696;P Onderwijs;Waarde;2020;2.0
697;P Onderwijs;Waarde;2021;2.0
698;P Onderwijs;Waarde;2022;3.0
699;P Onderwijs;Waarde;2023;4.0
700;P Onderwijs;Ondergrens 95%-interval;2014;2.0
701;P Onderwijs;Ondergrens 95%-interval;2015;2.0
702;P Onderwijs;Ondergrens 95%-interval;2016;2.0
703;P Onderwijs;Ondergrens 95%-interval;2017;3.0
704;P Onderwijs;Ondergrens 95%-interval;2018;2.0
705;P Onderwijs;Ondergrens 95%-interval;2019;3.0
706;P Onderwijs;Ondergrens 95%-interval;2020;1.0
707;P Onderwijs;Ondergrens 95%-interval;2021;1.0
708;P Onderwijs;Ondergrens 95%-interval;2022;2.0
709;P Onderwijs;Ondergrens 95%-interval;2023;2.0
710;P Onderwijs;Bovengrens 95%-interval;2014;5.0
711;P Onderwijs;Bovengrens 95%-interval;2015;5.0
712;P Onderwijs;Bovengrens 95%-interval;2016;4.0
713;P Onderwijs;Bovengrens 95%-interval;2017;6.0
714;P Onderwijs;Bovengrens 95%-interval;2018;5.0
715;P Onderwijs;Bovengrens 95%-interval;2019;6.0
716;P Onderwijs;Bovengrens 95%-interval;2020;3.0
717;P Onderwijs;Bovengrens 95%-interval;2021;4.0
718;P Onderwijs;Bovengrens 95%-interval;2022;5.0
719;P Onderwijs;Bovengrens 95%-interval;2023;5.0
720;Q Gezondheids- en welzijnszorg;Waarde;2014;19.0
721;Q Gezondheids- en welzijnszorg;Waarde;2015;12.0
722;Q Gezondheids- en welzijnszorg;Waarde;2016;14.0
723;Q Gezondheids- en welzijnszorg;Waarde;2017;17.0
724;Q Gezondheids- en welzijnszorg;Waarde;2018;14.0
725;Q Gezondheids- en welzijnszorg;Waarde;2019;16.0
726;Q Gezondheids- en welzijnszorg;Waarde;2020;13.0
727;Q Gezondheids- en welzijnszorg;Waarde;2021;17.0
728;Q Gezondheids- en welzijnszorg;Waarde;2022;14.0
729;Q Gezondheids- en welzijnszorg;Waarde;2023;13.0
730;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2014;16.0
731;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2015;9.0
732;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2016;11.0
733;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2017;14.0
734;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2018;11.0
735;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2019;13.0
736;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2020;11.0
737;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2021;14.0
738;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2022;12.0
739;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2023;10.0
740;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2014;23.0
741;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2015;15.0
742;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2016;17.0
743;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2017;21.0
744;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2018;17.0
745;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2019;19.0
746;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2020;16.0
747;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2021;21.0
748;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2022;17.0
749;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2023;16.0
750;R-U Cultuur, recreatie, overige diensten;Waarde;2014;3.0
751;R-U Cultuur, recreatie, overige diensten;Waarde;2015;2.0
752;R-U Cultuur, recreatie, overige diensten;Waarde;2016;2.0
753;R-U Cultuur, recreatie, overige diensten;Waarde;2017;2.0
754;R-U Cultuur, recreatie, overige diensten;Waarde;2018;2.0
755;R-U Cultuur, recreatie, overige diensten;Waarde;2019;3.0
756;R-U Cultuur, recreatie, overige diensten;Waarde;2020;2.0
757;R-U Cultuur, recreatie, overige diensten;Waarde;2021;2.0
758;R-U Cultuur, recreatie, overige diensten;Waarde;2022;1.0
759;R-U Cultuur, recreatie, overige diensten;Waarde;2023;3.0
760;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2014;2.0
761;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2015;1.0
762;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2016;1.0
763;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2017;1.0
764;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2018;2.0
765;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2019;2.0
766;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2020;1.0
767;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2021;1.0
768;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2022;1.0
769;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2023;2.0
770;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2014;5.0
771;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2015;3.0
772;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2016;3.0
773;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2017;4.0
774;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2018;4.0
775;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2019;5.0
776;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2020;3.0
777;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2021;3.0
778;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2022;3.0
779;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2023;4.0
780;R Cultuur, sport en recreatie;Waarde;2014;2.0
781;R Cultuur, sport en recreatie;Waarde;2015;1.0
782;R Cultuur, sport en recreatie;Waarde;2016;1.0
783;R Cultuur, sport en recreatie;Waarde;2017;1.0
784;R Cultuur, sport en recreatie;Waarde;2018;2.0
785;R Cultuur, sport en recreatie;Waarde;2019;1.0
786;R Cultuur, sport en recreatie;Waarde;2020;1.0
787;R Cultuur, sport en recreatie;Waarde;2021;0.0
788;R Cultuur, sport en recreatie;Waarde;2022;1.0
789;R Cultuur, sport en recreatie;Waarde;2023;1.0
790;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2014;1.0
791;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2015;0.0
792;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2016;0.0
793;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2017;1.0
794;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2018;1.0
795;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2019;1.0
796;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2020;0.0
797;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2021;0.0
798;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2022;0.0
799;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2023;1.0
800;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2014;4.0
801;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2015;2.0
802;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2016;2.0
803;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2017;2.0
804;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2018;3.0
805;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2019;2.0
806;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2020;2.0
807;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2021;1.0
808;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2022;2.0
809;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2023;3.0
810;S Overige dienstverlening;Waarde;2014;1.0
811;S Overige dienstverlening;Waarde;2015;1.0
812;S Overige dienstverlening;Waarde;2016;1.0
813;S Overige dienstverlening;Waarde;2017;1.0
814;S Overige dienstverlening;Waarde;2018;0.0
815;S Overige dienstverlening;Waarde;2019;2.0
816;S Overige dienstverlening;Waarde;2020;1.0
817;S Overige dienstverlening;Waarde;2021;1.0
818;S Overige dienstverlening;Waarde;2022;0.0
819;S Overige dienstverlening;Waarde;2023;1.0
820;S Overige dienstverlening;Ondergrens 95%-interval;2014;0.0
821;S Overige dienstverlening;Ondergrens 95%-interval;2015;0.0
822;S Overige dienstverlening;Ondergrens 95%-interval;2016;0.0
823;S Overige dienstverlening;Ondergrens 95%-interval;2017;0.0
824;S Overige dienstverlening;Ondergrens 95%-interval;2018;0.0
825;S Overige dienstverlening;Ondergrens 95%-interval;2019;1.0
826;S Overige dienstverlening;Ondergrens 95%-interval;2020;0.0
827;S Overige dienstverlening;Ondergrens 95%-interval;2021;1.0
828;S Overige dienstverlening;Ondergrens 95%-interval;2022;0.0
829;S Overige dienstverlening;Ondergrens 95%-interval;2023;1.0
830;S Overige dienstverlening;Bovengrens 95%-interval;2014;2.0
831;S Overige dienstverlening;Bovengrens 95%-interval;2015;2.0
832;S Overige dienstverlening;Bovengrens 95%-interval;2016;2.0
833;S Overige dienstverlening;Bovengrens 95%-interval;2017;2.0
834;S Overige dienstverlening;Bovengrens 95%-interval;2018;1.0
835;S Overige dienstverlening;Bovengrens 95%-interval;2019;3.0
836;S Overige dienstverlening;Bovengrens 95%-interval;2020;2.0
837;S Overige dienstverlening;Bovengrens 95%-interval;2021;3.0
838;S Overige dienstverlening;Bovengrens 95%-interval;2022;1.0
839;S Overige dienstverlening;Bovengrens 95%-interval;2023;3.0
840;T Huishoudens;Waarde;2014;
841;T Huishoudens;Waarde;2015;
842;T Huishoudens;Waarde;2016;
843;T Huishoudens;Waarde;2017;
844;T Huishoudens;Waarde;2018;
845;T Huishoudens;Waarde;2019;
846;T Huishoudens;Waarde;2020;
847;T Huishoudens;Waarde;2021;
848;T Huishoudens;Waarde;2022;0.0
849;T Huishoudens;Waarde;2023;0.0
850;T Huishoudens;Ondergrens 95%-interval;2014;
851;T Huishoudens;Ondergrens 95%-interval;2015;
852;T Huishoudens;Ondergrens 95%-interval;2016;
853;T Huishoudens;Ondergrens 95%-interval;2017;
