ID;PrognoseWaarneming;Perioden;Bevolkingsomvang_1;Bevolkingsgroei_2;k_0Tot20Jaar_3;k_20Tot65Jaar_4;k_65JaarOfOuder_5;k_0Tot20Jaar_6;k_20Tot65Jaar_7;k_65JaarOfOuder_8;TotaleDruk_9;GroeneDruk_10;GrijzeDruk_11;LevendGeborenKinderen_12;TotaalVruchtbaarheidscijfer_13;Overledenen_14;Mannen_15;Vrouwen_16;Immigratie_17;EmigratieInclusiefCorrecties_18;MigratiesaldoInclusiefCorrecties_19
21;Waarneming;1971;13119430.0;150133.0;4678829.0;7100852.0;1339749.0;35.7;54.1;10.2;84.8;65.9;18.9;227180.0;2.36;110243.0;70.99;76.77;95054.0;62040.0;33014.0
22;Waarneming;1972;13269563.0;118060.0;4694750.0;7206888.0;1367925.0;35.4;54.3;10.3;84.1;65.1;19.0;214133.0;2.15;113576.0;70.81;76.79;81329.0;62200.0;19129.0
23;Waarneming;1973;13387623.0;103397.0;4691201.0;7301153.0;1395269.0;35.0;54.5;10.4;83.4;64.3;19.1;194993.0;1.9;110682.0;71.3;77.13;84691.0;63623.0;21068.0
24;Waarneming;1974;13491020.0;108072.0;4670957.0;7393772.0;1426291.0;34.6;54.8;10.6;82.5;63.2;19.3;185982.0;1.77;109250.0;71.61;77.61;93796.0;60655.0;33141.0
25;Waarneming;1975;13599092.0;134486.0;4646232.0;7493439.0;1459421.0;34.2;55.1;10.7;81.5;62.0;19.5;177876.0;1.66;113737.0;71.45;77.71;127264.0;55209.0;72055.0
26;Waarneming;1976;13733578.0;80917.0;4624109.0;7619313.0;1490156.0;33.7;55.5;10.9;80.2;60.7;19.6;177090.0;1.63;114454.0;71.53;77.92;82953.0;61530.0;21423.0
27;Waarneming;1977;13814495.0;83379.0;4579205.0;7720976.0;1514314.0;33.1;55.9;11.0;78.9;59.3;19.6;173296.0;1.58;110093.0;72.08;78.52;83899.0;61051.0;22848.0
28;Waarneming;1978;13897874.0;87652.0;4528294.0;7820254.0;1549326.0;32.6;56.3;11.1;77.7;57.9;19.8;175550.0;1.58;114415.0;71.95;78.5;89184.0;61117.0;28067.0
29;Waarneming;1979;13985526.0;105488.0;4479535.0;7925095.0;1580896.0;32.0;56.7;11.3;76.5;56.5;19.9;174979.0;1.56;112565.0;72.46;78.93;104553.0;59779.0;44774.0
30;Waarneming;1980;14091014.0;117572.0;4431785.0;8043905.0;1615324.0;31.5;57.1;11.5;75.2;55.1;20.1;181294.0;1.6;114279.0;72.48;79.18;112504.0;59470.0;53034.0
31;Waarneming;1981;14208586.0;77243.0;4395798.0;8170781.0;1642007.0;30.9;57.5;11.6;73.9;53.8;20.1;178569.0;1.56;115515.0;72.71;79.32;80183.0;63195.0;16988.0
32;Waarneming;1982;14285829.0;53722.0;4330786.0;8286782.0;1668261.0;30.3;58.0;11.7;72.4;52.3;20.1;172071.0;1.5;117264.0;72.73;79.41;70740.0;67507.0;3233.0
33;Waarneming;1983;14339551.0;55038.0;4252760.0;8398677.0;1688114.0;29.7;58.6;11.8;70.7;50.6;20.1;170246.0;1.47;117761.0;72.93;79.56;66762.0;64431.0;2331.0
34;Waarneming;1984;14394589.0;59244.0;4167550.0;8518581.0;1708458.0;29.0;59.2;11.9;69.0;48.9;20.1;174436.0;1.49;119812.0;72.96;79.68;66907.0;61774.0;5133.0
35;Waarneming;1985;14453833.0;75597.0;4084506.0;8639581.0;1729746.0;28.3;59.8;12.0;67.3;47.3;20.0;178136.0;1.51;122704.0;73.08;79.66;79362.0;59475.0;19887.0
36;Waarneming;1986;14529430.0;85695.0;4018630.0;8741612.0;1769188.0;27.7;60.2;12.2;66.2;46.0;20.2;184513.0;1.55;125307.0;73.09;79.61;87387.0;60607.0;26780.0
37;Waarneming;1987;14615125.0;99823.0;3968023.0;8843088.0;1804014.0;27.2;60.5;12.3;65.3;44.9;20.4;186667.0;1.56;122199.0;73.51;80.06;95935.0;60844.0;35091.0
38;Waarneming;1988;14714948.0;90292.0;3922311.0;8952570.0;1840067.0;26.7;60.8;12.5;64.4;43.8;20.6;186647.0;1.55;124163.0;73.68;80.24;91238.0;63996.0;27242.0
39;Waarneming;1989;14805240.0;87334.0;3874701.0;9053532.0;1877007.0;26.2;61.2;12.7;63.5;42.8;20.7;188979.0;1.55;128905.0;73.66;79.92;98914.0;72063.0;26851.0
40;Waarneming;1990;14892574.0;117871.0;3822205.0;9164745.0;1905624.0;25.7;61.5;12.8;62.5;41.7;20.8;197965.0;1.62;128824.0;73.84;80.11;117350.0;68939.0;48411.0
41;Waarneming;1991;15010445.0;118705.0;3786164.0;9290639.0;1933642.0;25.2;61.9;12.9;61.6;40.8;20.8;198665.0;1.61;129958.0;74.05;80.15;120249.0;70639.0;49610.0
42;Waarneming;1992;15129150.0;110032.0;3762239.0;9407215.0;1959696.0;24.9;62.2;13.0;60.8;40.0;20.8;196734.0;1.59;129821.0;74.3;80.28;116926.0;73808.0;43118.0
43;Waarneming;1993;15239182.0;102371.0;3746470.0;9507185.0;1985527.0;24.6;62.4;13.0;60.3;39.4;20.9;195748.0;1.57;137795.0;73.98;80.0;119154.0;74788.0;44366.0
44;Waarneming;1994;15341553.0;82569.0;3751154.0;9582405.0;2007994.0;24.5;62.5;13.1;60.1;39.1;21.0;195611.0;1.57;133471.0;74.58;80.31;99311.0;79228.0;20083.0
45;Waarneming;1995;15424122.0;69767.0;3760155.0;9630391.0;2033576.0;24.4;62.4;13.2;60.2;39.0;21.1;190513.0;1.53;135675.0;74.6;80.36;96099.0;82195.0;13904.0
46;Waarneming;1996;15493889.0;73218.0;3771609.0;9661408.0;2060872.0;24.3;62.4;13.3;60.4;39.0;21.3;189521.0;1.53;137561.0;74.66;80.35;108749.0;91945.0;16804.0
47;Waarneming;1997;15567107.0;87085.0;3787364.0;9695904.0;2083839.0;24.3;62.3;13.4;60.6;39.1;21.5;192443.0;1.56;135783.0;75.16;80.55;109860.0;81973.0;27887.0
48;Waarneming;1998;15654192.0;106033.0;3809170.0;9735303.0;2109719.0;24.3;62.2;13.5;60.8;39.1;21.7;199408.0;1.63;137482.0;75.19;80.69;122407.0;79289.0;43118.0
49;Waarneming;1999;15760225.0;103725.0;3839842.0;9789449.0;2130934.0;24.4;62.1;13.5;61.0;39.2;21.8;200445.0;1.63;140487.0;75.34;80.45;119151.0;78779.0;40372.0
50;Waarneming;2000;15863950.0;123125.0;3873008.0;9838500.0;2152442.0;24.4;62.0;13.6;61.2;39.4;21.9;206619.0;1.65;140527.0;75.54;80.58;132850.0;78977.0;53873.0
51;Waarneming;2001;15987075.0;118210.0;3908053.0;9904521.0;2174501.0;24.4;62.0;13.6;61.4;39.5;22.0;202603.0;1.72;140377.0;75.8;80.71;133404.0;82566.0;50838.0
52;Waarneming;2002;16105285.0;87287.0;3940636.0;9965935.0;2198714.0;24.5;61.9;13.7;61.6;39.5;22.1;202083.0;1.73;142355.0;75.99;80.69;121250.0;96918.0;24332.0
53;Waarneming;2003;16192572.0;65460.0;3968999.0;10003117.0;2220456.0;24.5;61.8;13.7;61.9;39.7;22.2;200297.0;1.75;141936.0;76.24;80.93;104514.0;104831.0;-317.0
54;Waarneming;2004;16258032.0;47494.0;3987557.0;10019321.0;2251154.0;24.5;61.6;13.8;62.3;39.8;22.5;194007.0;1.73;136553.0;76.87;81.44;94019.0;110235.0;-16216.0
55;Waarneming;2005;16305526.0;28684.0;3987957.0;10028899.0;2288670.0;24.5;61.5;14.0;62.6;39.8;22.8;187910.0;1.71;136402.0;77.19;81.6;92297.0;119725.0;-27428.0
56;Waarneming;2006;16334210.0;23782.0;3975626.0;10028125.0;2330459.0;24.3;61.4;14.3;62.9;39.6;23.2;185057.0;1.72;135372.0;77.63;81.89;101150.0;132470.0;-31320.0
57;Waarneming;2007;16357992.0;47407.0;3957103.0;10032537.0;2368352.0;24.2;61.3;14.5;63.0;39.4;23.6;181336.0;1.72;133022.0;78.01;82.31;116819.0;122576.0;-5757.0
58;Waarneming;2008;16405399.0;80388.0;3940450.0;10050123.0;2414826.0;24.0;61.3;14.7;63.2;39.2;24.0;184634.0;1.77;135136.0;78.32;82.28;143516.0;117779.0;25737.0
59;Waarneming;2009;16485787.0;89202.0;3933585.0;10080387.0;2471815.0;23.9;61.1;15.0;63.5;39.0;24.5;184915.0;1.79;134235.0;78.53;82.65;146378.0;111897.0;34481.0
60;Waarneming;2010;16574989.0;80810.0;3928334.0;10108327.0;2538328.0;23.7;61.0;15.3;64.0;38.9;25.1;184397.0;1.8;136058.0;78.77;82.72;154432.0;121351.0;33081.0
61;Waarneming;2011;16655799.0;74549.0;3913819.0;10147034.0;2594946.0;23.5;60.9;15.6;64.1;38.6;25.6;180060.0;1.76;135741.0;79.18;82.85;162962.0;133194.0;29768.0
62;Waarneming;2012;16730348.0;49227.0;3894754.0;10119226.0;2716368.0;23.3;60.5;16.2;65.3;38.5;26.8;175959.0;1.72;140813.0;79.14;82.82;158374.0;144491.0;13883.0
63;Waarneming;2013;16779575.0;49714.0;3870773.0;10084457.0;2824345.0;23.1;60.1;16.8;66.4;38.4;28.0;171341.0;1.68;141245.0;79.41;83.04;164772.0;145669.0;19103.0
64;Waarneming;2014;16829289.0;71437.0;3846040.0;10064225.0;2919024.0;22.9;59.8;17.3;67.2;38.2;29.0;175181.0;1.71;139223.0;79.87;83.29;182949.0;147862.0;35087.0
65;Waarneming;2015;16900726.0;78394.0;3828059.0;10064982.0;3007685.0;22.7;59.6;17.8;67.9;38.0;29.9;170510.0;1.66;147134.0;79.73;83.13;204615.0;149509.0;55106.0
66;Waarneming;2016;16979120.0;102387.0;3818499.0;10075313.0;3085308.0;22.5;59.3;18.2;68.5;37.9;30.6;172520.0;1.66;148997.0;79.88;83.13;230739.0;151545.0;79194.0
67;Waarneming;2017;17081507.0;99577.0;3817173.0;10104674.0;3159660.0;22.3;59.2;18.5;69.0;37.8;31.3;169836.0;1.62;150214.0;80.06;83.32;234957.0;154292.0;80665.0
68;Waarneming;2018;17181084.0;101079.0;3810656.0;10131312.0;3239116.0;22.2;59.0;18.9;69.9;37.6;32.0;168525.0;1.59;153363.0;80.16;83.33;243737.0;157366.0;86371.0
69;Waarneming;2019;17282163.0;125422.0;3791838.0;10176321.0;3314004.0;21.9;58.9;19.2;69.8;37.3;32.6;169680.0;1.57;151885.0;80.46;83.56;269064.0;161029.0;108035.0
70;Waarneming;2020;17407585.0;67830.0;3775257.0;10239773.0;3392555.0;21.7;58.8;19.5;70.0;36.9;33.1;168681.0;1.54;168678.0;79.67;83.08;220853.0;152494.0;68359.0
71;Waarneming;2021;17475415.0;115257.0;3743466.0;10274414.0;3457535.0;21.4;58.8;19.8;70.1;36.4;33.7;179441.0;1.62;170972.0;79.68;82.99;252528.0;145330.0;107198.0
72;Waarneming;2022;17590672.0;220619.0;3737817.0;10327402.0;3525453.0;21.2;58.7;20.0;70.3;36.2;34.1;167504.0;1.49;170112.0;80.1;83.09;403108.0;179310.0;223798.0
73;Waarneming;2023;17811291.0;131651.0;3750458.0;10459666.0;3601167.0;21.1;58.7;20.2;70.3;35.9;34.4;164487.0;1.43;169521.0;80.31;83.33;335668.0;198302.0;137366.0
74;Waarneming;2024;17942942.0;;3733259.0;10532455.0;3677228.0;20.8;58.7;20.5;70.4;35.4;34.9;;;;;;;;
75;Waarneming;2025;;;;;;;;;;;;;;;;;;;
76;Waarneming;2026;;;;;;;;;;;;;;;;;;;
77;Waarneming;2027;;;;;;;;;;;;;;;;;;;
78;Waarneming;2028;;;;;;;;;;;;;;;;;;;
79;Waarneming;2029;;;;;;;;;;;;;;;;;;;
80;Waarneming;2030;;;;;;;;;;;;;;;;;;;
81;Waarneming;2031;;;;;;;;;;;;;;;;;;;
82;Waarneming;2032;;;;;;;;;;;;;;;;;;;
83;Waarneming;2033;;;;;;;;;;;;;;;;;;;
84;Waarneming;2034;;;;;;;;;;;;;;;;;;;
85;Waarneming;2035;;;;;;;;;;;;;;;;;;;
86;Waarneming;2036;;;;;;;;;;;;;;;;;;;
87;Waarneming;2037;;;;;;;;;;;;;;;;;;;
88;Waarneming;2038;;;;;;;;;;;;;;;;;;;
89;Waarneming;2039;;;;;;;;;;;;;;;;;;;
90;Waarneming;2040;;;;;;;;;;;;;;;;;;;
91;Waarneming;2041;;;;;;;;;;;;;;;;;;;
92;Waarneming;2042;;;;;;;;;;;;;;;;;;;
93;Waarneming;2043;;;;;;;;;;;;;;;;;;;
94;Waarneming;2044;;;;;;;;;;;;;;;;;;;
95;Waarneming;2045;;;;;;;;;;;;;;;;;;;
96;Waarneming;2046;;;;;;;;;;;;;;;;;;;
97;Waarneming;2047;;;;;;;;;;;;;;;;;;;
98;Waarneming;2048;;;;;;;;;;;;;;;;;;;
99;Waarneming;2049;;;;;;;;;;;;;;;;;;;
100;Waarneming;2050;;;;;;;;;;;;;;;;;;;
101;Waarneming;2051;;;;;;;;;;;;;;;;;;;
102;Waarneming;2052;;;;;;;;;;;;;;;;;;;
103;Waarneming;2053;;;;;;;;;;;;;;;;;;;
104;Waarneming;2054;;;;;;;;;;;;;;;;;;;
105;Waarneming;2055;;;;;;;;;;;;;;;;;;;
106;Waarneming;2056;;;;;;;;;;;;;;;;;;;
107;Waarneming;2057;;;;;;;;;;;;;;;;;;;
108;Waarneming;2058;;;;;;;;;;;;;;;;;;;
109;Waarneming;2059;;;;;;;;;;;;;;;;;;;
110;Waarneming;2060;;;;;;;;;;;;;;;;;;;
111;Waarneming;2061;;;;;;;;;;;;;;;;;;;
112;Waarneming;2062;;;;;;;;;;;;;;;;;;;
113;Waarneming;2063;;;;;;;;;;;;;;;;;;;
114;Waarneming;2064;;;;;;;;;;;;;;;;;;;
115;Waarneming;2065;;;;;;;;;;;;;;;;;;;
116;Waarneming;2066;;;;;;;;;;;;;;;;;;;
117;Waarneming;2067;;;;;;;;;;;;;;;;;;;
118;Waarneming;2068;;;;;;;;;;;;;;;;;;;
119;Waarneming;2069;;;;;;;;;;;;;;;;;;;
120;Waarneming;2070;;;;;;;;;;;;;;;;;;;
121;Prognose 1996-2050;1950;;;;;;;;;;;;;;;;;;;
122;Prognose 1996-2050;1951;;;;;;;;;;;;;;;;;;;
123;Prognose 1996-2050;1952;;;;;;;;;;;;;;;;;;;
124;Prognose 1996-2050;1953;;;;;;;;;;;;;;;;;;;
125;Prognose 1996-2050;1954;;;;;;;;;;;;;;;;;;;
126;Prognose 1996-2050;1955;;;;;;;;;;;;;;;;;;;
127;Prognose 1996-2050;1956;;;;;;;;;;;;;;;;;;;
128;Prognose 1996-2050;1957;;;;;;;;;;;;;;;;;;;
129;Prognose 1996-2050;1958;;;;;;;;;;;;;;;;;;;
130;Prognose 1996-2050;1959;;;;;;;;;;;;;;;;;;;
131;Prognose 1996-2050;1960;;;;;;;;;;;;;;;;;;;
132;Prognose 1996-2050;1961;;;;;;;;;;;;;;;;;;;
133;Prognose 1996-2050;1962;;;;;;;;;;;;;;;;;;;
134;Prognose 1996-2050;1963;;;;;;;;;;;;;;;;;;;
135;Prognose 1996-2050;1964;;;;;;;;;;;;;;;;;;;
136;Prognose 1996-2050;1965;;;;;;;;;;;;;;;;;;;
137;Prognose 1996-2050;1966;;;;;;;;;;;;;;;;;;;
138;Prognose 1996-2050;1967;;;;;;;;;;;;;;;;;;;
139;Prognose 1996-2050;1968;;;;;;;;;;;;;;;;;;;
140;Prognose 1996-2050;1969;;;;;;;;;;;;;;;;;;;
141;Prognose 1996-2050;1970;;;;;;;;;;;;;;;;;;;
142;Prognose 1996-2050;1971;;;;;;;;;;;;;;;;;;;
143;Prognose 1996-2050;1972;;;;;;;;;;;;;;;;;;;
144;Prognose 1996-2050;1973;;;;;;;;;;;;;;;;;;;
145;Prognose 1996-2050;1974;;;;;;;;;;;;;;;;;;;
146;Prognose 1996-2050;1975;;;;;;;;;;;;;;;;;;;
147;Prognose 1996-2050;1976;;;;;;;;;;;;;;;;;;;
148;Prognose 1996-2050;1977;;;;;;;;;;;;;;;;;;;
149;Prognose 1996-2050;1978;;;;;;;;;;;;;;;;;;;
150;Prognose 1996-2050;1979;;;;;;;;;;;;;;;;;;;
151;Prognose 1996-2050;1980;;;;;;;;;;;;;;;;;;;
152;Prognose 1996-2050;1981;;;;;;;;;;;;;;;;;;;
153;Prognose 1996-2050;1982;;;;;;;;;;;;;;;;;;;
154;Prognose 1996-2050;1983;;;;;;;;;;;;;;;;;;;
155;Prognose 1996-2050;1984;;;;;;;;;;;;;;;;;;;
156;Prognose 1996-2050;1985;;;;;;;;;;;;;;;;;;;
157;Prognose 1996-2050;1986;;;;;;;;;;;;;;;;;;;
158;Prognose 1996-2050;1987;;;;;;;;;;;;;;;;;;;
159;Prognose 1996-2050;1988;;;;;;;;;;;;;;;;;;;
160;Prognose 1996-2050;1989;;;;;;;;;;;;;;;;;;;
161;Prognose 1996-2050;1990;;;;;;;;;;;;;;;;;;;
162;Prognose 1996-2050;1991;;;;;;;;;;;;;;;;;;;
163;Prognose 1996-2050;1992;;;;;;;;;;;;;;;;;;;
164;Prognose 1996-2050;1993;;;;;;;;;;;;;;;;;;;
165;Prognose 1996-2050;1994;;;;;;;;;;;;;;;;;;;
166;Prognose 1996-2050;1995;;;;;;;;;;;;;;;;;;;
167;Prognose 1996-2050;1996;;73218.0;;;;;;;;;;186000.0;1.5;137000.0;74.68;80.36;106986.0;89987.0;16999.0
168;Prognose 1996-2050;1997;15559883.0;78425.0;3779210.0;9695874.0;2084807.0;24.3;62.3;13.4;60.5;39.0;21.5;186432.0;1.51;137352.0;74.9;80.44;111180.0;81843.0;29337.0
169;Prognose 1996-2050;1998;15638308.0;81663.0;3793193.0;9734250.0;2110858.0;24.3;62.2;13.5;60.7;39.0;21.7;187338.0;1.52;138617.0;75.04;80.48;113221.0;80281.0;32940.0
170;Prognose 1996-2050;1999;15719971.0;81135.0;3806471.0;9781521.0;2131974.0;24.2;62.2;13.6;60.7;38.9;21.8;187647.0;1.54;139894.0;75.18;80.53;114929.0;81553.0;33376.0
171;Prognose 1996-2050;2000;15801106.0;80557.0;3820732.0;9826444.0;2153920.0;24.2;62.2;13.6;60.8;38.9;21.9;187983.0;1.56;141176.0;75.32;80.57;116455.0;82682.0;33773.0
172;Prognose 1996-2050;2001;15881663.0;78958.0;3829419.0;9876902.0;2175355.0;24.1;62.2;13.7;60.8;38.8;22.0;187399.0;1.57;142476.0;75.45;80.62;117771.0;83754.0;34017.0
173;Prognose 1996-2050;2002;15960621.0;76451.0;3840277.0;9922406.0;2197933.0;24.1;62.2;13.8;60.9;38.7;22.2;186002.0;1.59;143799.0;75.59;80.66;118979.0;84730.0;34249.0
174;Prognose 1996-2050;2003;16037072.0;73175.0;3855433.0;9961994.0;2219640.0;24.0;62.1;13.8;61.0;38.7;22.3;183960.0;1.6;145152.0;75.72;80.71;120038.0;85661.0;34377.0
175;Prognose 1996-2050;2004;16110247.0;69422.0;3869722.0;9992392.0;2248138.0;24.0;62.0;14.0;61.2;38.7;22.5;181489.0;1.61;146517.0;75.86;80.76;120944.0;86502.0;34442.0
176;Prognose 1996-2050;2005;16179669.0;65566.0;3876869.0;10024820.0;2277977.0;24.0;62.0;14.1;61.4;38.7;22.7;178820.0;1.62;147904.0;75.99;80.81;121795.0;87148.0;34647.0
177;Prognose 1996-2050;2006;16245235.0;61633.0;3877282.0;10056330.0;2311618.0;23.9;61.9;14.2;61.5;38.6;23.0;176173.0;1.63;149320.0;76.12;80.86;122400.0;87614.0;34786.0
178;Prognose 1996-2050;2007;16306868.0;57870.0;3869180.0;10097910.0;2339779.0;23.7;61.9;14.3;61.5;38.3;23.2;173748.0;1.64;150778.0;76.25;80.91;122772.0;87870.0;34902.0
179;Prognose 1996-2050;2008;16364738.0;54364.0;3856542.0;10134706.0;2373493.0;23.6;61.9;14.5;61.5;38.1;23.4;171682.0;1.65;152263.0;76.38;80.96;122915.0;87976.0;34939.0
180;Prognose 1996-2050;2009;16419102.0;51233.0;3842230.0;10158517.0;2418354.0;23.4;61.9;14.7;61.6;37.8;23.8;170061.0;1.65;153787.0;76.51;81.01;122966.0;88002.0;34964.0
181;Prognose 1996-2050;2010;16470335.0;48586.0;3823723.0;10176398.0;2470216.0;23.2;61.8;15.0;61.8;37.6;24.3;168932.0;1.66;155345.0;76.64;81.06;123001.0;88002.0;35000.0
182;Prognose 1996-2050;2011;16518921.0;46368.0;3795465.0;10210968.0;2512491.0;23.0;61.8;15.2;61.8;37.2;24.6;168298.0;1.67;156938.0;76.76;81.12;123001.0;88002.0;35000.0
183;Prognose 1996-2050;2012;16565289.0;44575.0;3765997.0;10181558.0;2617727.0;22.7;61.5;15.8;62.7;37.0;25.7;168135.0;1.67;158547.0;76.88;81.17;123001.0;88002.0;35000.0
184;Prognose 1996-2050;2013;16609864.0;43231.0;3738699.0;10158102.0;2713071.0;22.5;61.2;16.3;63.5;36.8;26.7;168410.0;1.67;160188.0;77.01;81.23;123001.0;88002.0;35000.0
185;Prognose 1996-2050;2014;16653095.0;42209.0;3712759.0;10146019.0;2794314.0;22.3;60.9;16.8;64.1;36.6;27.5;169079.0;1.68;161861.0;77.13;81.28;123001.0;88002.0;35000.0
186;Prognose 1996-2050;2015;16695304.0;41498.0;3686405.0;10142514.0;2866387.0;22.1;60.8;17.2;64.6;36.3;28.3;170084.0;1.68;163585.0;77.25;81.34;123001.0;88002.0;35000.0
187;Prognose 1996-2050;2016;16736802.0;40988.0;3666102.0;10137733.0;2932969.0;21.9;60.6;17.5;65.1;36.2;28.9;171350.0;1.68;165353.0;77.36;81.39;123001.0;88002.0;35000.0
188;Prognose 1996-2050;2017;16777790.0;40620.0;3652131.0;10129792.0;2995876.0;21.8;60.4;17.9;65.6;36.1;29.6;172789.0;1.69;167179.0;77.48;81.45;123001.0;88002.0;35000.0
189;Prognose 1996-2050;2018;16818410.0;40232.0;3639002.0;10116388.0;3063018.0;21.6;60.2;18.2;66.2;36.0;30.3;174316.0;1.69;169076.0;77.59;81.5;123001.0;88002.0;35000.0
190;Prognose 1996-2050;2019;16858642.0;39746.0;3626407.0;10104784.0;3127457.0;21.5;59.9;18.6;66.8;35.9;31.0;175840.0;1.69;171088.0;77.7;81.56;123001.0;88002.0;35000.0
191;Prognose 1996-2050;2020;16898388.0;39092.0;3614985.0;10091596.0;3191819.0;21.4;59.7;18.9;67.5;35.8;31.6;177277.0;1.69;173197.0;77.81;81.62;123001.0;88002.0;35000.0
192;Prognose 1996-2050;2021;16937480.0;38108.0;3604639.0;10076557.0;3256277.0;21.3;59.5;19.2;68.1;35.8;32.3;178540.0;1.69;175420.0;77.92;81.67;123001.0;88002.0;35000.0
193;Prognose 1996-2050;2022;16975588.0;36814.0;3596100.0;10056564.0;3322931.0;21.2;59.2;19.6;68.8;35.8;33.0;179562.0;1.7;177740.0;78.03;81.73;123001.0;88002.0;35000.0
194;Prognose 1996-2050;2023;17012402.0;35154.0;3589943.0;10032356.0;3390116.0;21.1;59.0;19.9;69.6;35.8;33.8;180296.0;1.7;180164.0;78.13;81.78;123001.0;88002.0;35000.0
