ID;SBI2008;Perioden;Vacaturegraad_1
439;G-N Commerciële dienstverlening;2022 4e kwartaal;52.0
440;G-N Commerciële dienstverlening;2023 1e kwartaal;53.0
441;G-N Commerciële dienstverlening;2023 2e kwartaal;53.0
442;G-N Commerciële dienstverlening;2023 3e kwartaal;50.0
443;G-N Commerciële dienstverlening;2023 4e kwartaal;46.0
444;G-N Commerciële dienstverlening;2024 1e kwartaal;48.0
445;G-N Commerciële dienstverlening;2024 2e kwartaal;48.0
446;G-N Commerciële dienstverlening;2024 3e kwartaal;46.0
447;G-N Commerciële dienstverlening;2024 4e kwartaal;44.0
448;M-N Zakelijke dienstverlening;1997 1e kwartaal;15.0
449;M-N Zakelijke dienstverlening;1997 2e kwartaal;15.0
450;M-N Zakelijke dienstverlening;1997 3e kwartaal;14.0
451;M-N Zakelijke dienstverlening;1997 4e kwartaal;18.0
452;M-N Zakelijke dienstverlening;1998 1e kwartaal;20.0
453;M-N Zakelijke dienstverlening;1998 2e kwartaal;24.0
454;M-N Zakelijke dienstverlening;1998 3e kwartaal;19.0
455;M-N Zakelijke dienstverlening;1998 4e kwartaal;19.0
456;M-N Zakelijke dienstverlening;1999 1e kwartaal;21.0
457;M-N Zakelijke dienstverlening;1999 2e kwartaal;25.0
458;M-N Zakelijke dienstverlening;1999 3e kwartaal;23.0
459;M-N Zakelijke dienstverlening;1999 4e kwartaal;27.0
460;M-N Zakelijke dienstverlening;2000 1e kwartaal;34.0
461;M-N Zakelijke dienstverlening;2000 2e kwartaal;33.0
462;M-N Zakelijke dienstverlening;2000 3e kwartaal;28.0
463;M-N Zakelijke dienstverlening;2000 4e kwartaal;33.0
464;M-N Zakelijke dienstverlening;2001 1e kwartaal;36.0
465;M-N Zakelijke dienstverlening;2001 2e kwartaal;37.0
466;M-N Zakelijke dienstverlening;2001 3e kwartaal;26.0
467;M-N Zakelijke dienstverlening;2001 4e kwartaal;24.0
468;M-N Zakelijke dienstverlening;2002 1e kwartaal;28.0
469;M-N Zakelijke dienstverlening;2002 2e kwartaal;23.0
470;M-N Zakelijke dienstverlening;2002 3e kwartaal;17.0
471;M-N Zakelijke dienstverlening;2002 4e kwartaal;19.0
472;M-N Zakelijke dienstverlening;2003 1e kwartaal;21.0
473;M-N Zakelijke dienstverlening;2003 2e kwartaal;20.0
474;M-N Zakelijke dienstverlening;2003 3e kwartaal;12.0
475;M-N Zakelijke dienstverlening;2003 4e kwartaal;15.0
476;M-N Zakelijke dienstverlening;2004 1e kwartaal;22.0
477;M-N Zakelijke dienstverlening;2004 2e kwartaal;23.0
478;M-N Zakelijke dienstverlening;2004 3e kwartaal;17.0
479;M-N Zakelijke dienstverlening;2004 4e kwartaal;21.0
480;M-N Zakelijke dienstverlening;2005 1e kwartaal;29.0
481;M-N Zakelijke dienstverlening;2005 2e kwartaal;27.0
482;M-N Zakelijke dienstverlening;2005 3e kwartaal;26.0
483;M-N Zakelijke dienstverlening;2005 4e kwartaal;25.0
484;M-N Zakelijke dienstverlening;2006 1e kwartaal;31.0
485;M-N Zakelijke dienstverlening;2006 2e kwartaal;36.0
486;M-N Zakelijke dienstverlening;2006 3e kwartaal;36.0
487;M-N Zakelijke dienstverlening;2006 4e kwartaal;35.0
488;M-N Zakelijke dienstverlening;2007 1e kwartaal;37.0
489;M-N Zakelijke dienstverlening;2007 2e kwartaal;36.0
490;M-N Zakelijke dienstverlening;2007 3e kwartaal;32.0
491;M-N Zakelijke dienstverlening;2007 4e kwartaal;34.0
492;M-N Zakelijke dienstverlening;2008 1e kwartaal;35.0
493;M-N Zakelijke dienstverlening;2008 2e kwartaal;33.0
494;M-N Zakelijke dienstverlening;2008 3e kwartaal;30.0
495;M-N Zakelijke dienstverlening;2008 4e kwartaal;25.0
496;M-N Zakelijke dienstverlening;2009 1e kwartaal;20.0
497;M-N Zakelijke dienstverlening;2009 2e kwartaal;20.0
498;M-N Zakelijke dienstverlening;2009 3e kwartaal;15.0
499;M-N Zakelijke dienstverlening;2009 4e kwartaal;15.0
500;M-N Zakelijke dienstverlening;2010 1e kwartaal;14.0
501;M-N Zakelijke dienstverlening;2010 2e kwartaal;15.0
502;M-N Zakelijke dienstverlening;2010 3e kwartaal;15.0
503;M-N Zakelijke dienstverlening;2010 4e kwartaal;16.0
504;M-N Zakelijke dienstverlening;2011 1e kwartaal;18.0
505;M-N Zakelijke dienstverlening;2011 2e kwartaal;17.0
506;M-N Zakelijke dienstverlening;2011 3e kwartaal;15.0
507;M-N Zakelijke dienstverlening;2011 4e kwartaal;14.0
508;M-N Zakelijke dienstverlening;2012 1e kwartaal;16.0
509;M-N Zakelijke dienstverlening;2012 2e kwartaal;15.0
510;M-N Zakelijke dienstverlening;2012 3e kwartaal;14.0
511;M-N Zakelijke dienstverlening;2012 4e kwartaal;13.0
512;M-N Zakelijke dienstverlening;2013 1e kwartaal;13.0
513;M-N Zakelijke dienstverlening;2013 2e kwartaal;12.0
514;M-N Zakelijke dienstverlening;2013 3e kwartaal;13.0
515;M-N Zakelijke dienstverlening;2013 4e kwartaal;13.0
516;M-N Zakelijke dienstverlening;2014 1e kwartaal;14.0
517;M-N Zakelijke dienstverlening;2014 2e kwartaal;15.0
518;M-N Zakelijke dienstverlening;2014 3e kwartaal;15.0
519;M-N Zakelijke dienstverlening;2014 4e kwartaal;16.0
520;M-N Zakelijke dienstverlening;2015 1e kwartaal;18.0
521;M-N Zakelijke dienstverlening;2015 2e kwartaal;17.0
522;M-N Zakelijke dienstverlening;2015 3e kwartaal;16.0
523;M-N Zakelijke dienstverlening;2015 4e kwartaal;18.0
524;M-N Zakelijke dienstverlening;2016 1e kwartaal;20.0
525;M-N Zakelijke dienstverlening;2016 2e kwartaal;19.0
526;M-N Zakelijke dienstverlening;2016 3e kwartaal;17.0
527;M-N Zakelijke dienstverlening;2016 4e kwartaal;17.0
528;M-N Zakelijke dienstverlening;2017 1e kwartaal;20.0
529;M-N Zakelijke dienstverlening;2017 2e kwartaal;21.0
530;M-N Zakelijke dienstverlening;2017 3e kwartaal;21.0
531;M-N Zakelijke dienstverlening;2017 4e kwartaal;22.0
532;M-N Zakelijke dienstverlening;2018 1e kwartaal;24.0
533;M-N Zakelijke dienstverlening;2018 2e kwartaal;25.0
534;M-N Zakelijke dienstverlening;2018 3e kwartaal;24.0
535;M-N Zakelijke dienstverlening;2018 4e kwartaal;24.0
536;M-N Zakelijke dienstverlening;2019 1e kwartaal;27.0
537;M-N Zakelijke dienstverlening;2019 2e kwartaal;28.0
538;M-N Zakelijke dienstverlening;2019 3e kwartaal;28.0
539;M-N Zakelijke dienstverlening;2019 4e kwartaal;27.0
540;M-N Zakelijke dienstverlening;2020 1e kwartaal;23.0
541;M-N Zakelijke dienstverlening;2020 2e kwartaal;21.0
542;M-N Zakelijke dienstverlening;2020 3e kwartaal;22.0
543;M-N Zakelijke dienstverlening;2020 4e kwartaal;22.0
544;M-N Zakelijke dienstverlening;2021 1e kwartaal;28.0
545;M-N Zakelijke dienstverlening;2021 2e kwartaal;33.0
546;M-N Zakelijke dienstverlening;2021 3e kwartaal;35.0
547;M-N Zakelijke dienstverlening;2021 4e kwartaal;36.0
548;M-N Zakelijke dienstverlening;2022 1e kwartaal;43.0
549;M-N Zakelijke dienstverlening;2022 2e kwartaal;43.0
550;M-N Zakelijke dienstverlening;2022 3e kwartaal;42.0
551;M-N Zakelijke dienstverlening;2022 4e kwartaal;40.0
552;M-N Zakelijke dienstverlening;2023 1e kwartaal;43.0
553;M-N Zakelijke dienstverlening;2023 2e kwartaal;43.0
554;M-N Zakelijke dienstverlening;2023 3e kwartaal;41.0
555;M-N Zakelijke dienstverlening;2023 4e kwartaal;38.0
556;M-N Zakelijke dienstverlening;2024 1e kwartaal;41.0
557;M-N Zakelijke dienstverlening;2024 2e kwartaal;41.0
558;M-N Zakelijke dienstverlening;2024 3e kwartaal;40.0
559;M-N Zakelijke dienstverlening;2024 4e kwartaal;38.0
560;O-U Niet-commerciële dienstverlening;1997 1e kwartaal;11.0
561;O-U Niet-commerciële dienstverlening;1997 2e kwartaal;12.0
562;O-U Niet-commerciële dienstverlening;1997 3e kwartaal;11.0
563;O-U Niet-commerciële dienstverlening;1997 4e kwartaal;12.0
564;O-U Niet-commerciële dienstverlening;1998 1e kwartaal;15.0
565;O-U Niet-commerciële dienstverlening;1998 2e kwartaal;17.0
566;O-U Niet-commerciële dienstverlening;1998 3e kwartaal;15.0
567;O-U Niet-commerciële dienstverlening;1998 4e kwartaal;16.0
568;O-U Niet-commerciële dienstverlening;1999 1e kwartaal;17.0
569;O-U Niet-commerciële dienstverlening;1999 2e kwartaal;19.0
570;O-U Niet-commerciële dienstverlening;1999 3e kwartaal;17.0
571;O-U Niet-commerciële dienstverlening;1999 4e kwartaal;19.0
572;O-U Niet-commerciële dienstverlening;2000 1e kwartaal;21.0
573;O-U Niet-commerciële dienstverlening;2000 2e kwartaal;21.0
574;O-U Niet-commerciële dienstverlening;2000 3e kwartaal;18.0
575;O-U Niet-commerciële dienstverlening;2000 4e kwartaal;21.0
576;O-U Niet-commerciële dienstverlening;2001 1e kwartaal;22.0
577;O-U Niet-commerciële dienstverlening;2001 2e kwartaal;23.0
578;O-U Niet-commerciële dienstverlening;2001 3e kwartaal;20.0
579;O-U Niet-commerciële dienstverlening;2001 4e kwartaal;20.0
580;O-U Niet-commerciële dienstverlening;2002 1e kwartaal;21.0
581;O-U Niet-commerciële dienstverlening;2002 2e kwartaal;19.0
582;O-U Niet-commerciële dienstverlening;2002 3e kwartaal;15.0
583;O-U Niet-commerciële dienstverlening;2002 4e kwartaal;16.0
584;O-U Niet-commerciële dienstverlening;2003 1e kwartaal;14.0
585;O-U Niet-commerciële dienstverlening;2003 2e kwartaal;15.0
586;O-U Niet-commerciële dienstverlening;2003 3e kwartaal;11.0
587;O-U Niet-commerciële dienstverlening;2003 4e kwartaal;11.0
588;O-U Niet-commerciële dienstverlening;2004 1e kwartaal;13.0
589;O-U Niet-commerciële dienstverlening;2004 2e kwartaal;15.0
590;O-U Niet-commerciële dienstverlening;2004 3e kwartaal;12.0
591;O-U Niet-commerciële dienstverlening;2004 4e kwartaal;12.0
592;O-U Niet-commerciële dienstverlening;2005 1e kwartaal;14.0
593;O-U Niet-commerciële dienstverlening;2005 2e kwartaal;15.0
594;O-U Niet-commerciële dienstverlening;2005 3e kwartaal;13.0
595;O-U Niet-commerciële dienstverlening;2005 4e kwartaal;15.0
596;O-U Niet-commerciële dienstverlening;2006 1e kwartaal;17.0
597;O-U Niet-commerciële dienstverlening;2006 2e kwartaal;19.0
598;O-U Niet-commerciële dienstverlening;2006 3e kwartaal;17.0
599;O-U Niet-commerciële dienstverlening;2006 4e kwartaal;19.0
600;O-U Niet-commerciële dienstverlening;2007 1e kwartaal;20.0
601;O-U Niet-commerciële dienstverlening;2007 2e kwartaal;22.0
602;O-U Niet-commerciële dienstverlening;2007 3e kwartaal;21.0
603;O-U Niet-commerciële dienstverlening;2007 4e kwartaal;21.0
604;O-U Niet-commerciële dienstverlening;2008 1e kwartaal;22.0
605;O-U Niet-commerciële dienstverlening;2008 2e kwartaal;24.0
606;O-U Niet-commerciële dienstverlening;2008 3e kwartaal;25.0
607;O-U Niet-commerciële dienstverlening;2008 4e kwartaal;23.0
608;O-U Niet-commerciële dienstverlening;2009 1e kwartaal;21.0
609;O-U Niet-commerciële dienstverlening;2009 2e kwartaal;16.0
610;O-U Niet-commerciële dienstverlening;2009 3e kwartaal;17.0
611;O-U Niet-commerciële dienstverlening;2009 4e kwartaal;16.0
612;O-U Niet-commerciële dienstverlening;2010 1e kwartaal;13.0
613;O-U Niet-commerciële dienstverlening;2010 2e kwartaal;13.0
614;O-U Niet-commerciële dienstverlening;2010 3e kwartaal;12.0
615;O-U Niet-commerciële dienstverlening;2010 4e kwartaal;11.0
616;O-U Niet-commerciële dienstverlening;2011 1e kwartaal;12.0
617;O-U Niet-commerciële dienstverlening;2011 2e kwartaal;13.0
618;O-U Niet-commerciële dienstverlening;2011 3e kwartaal;11.0
619;O-U Niet-commerciële dienstverlening;2011 4e kwartaal;11.0
620;O-U Niet-commerciële dienstverlening;2012 1e kwartaal;11.0
621;O-U Niet-commerciële dienstverlening;2012 2e kwartaal;11.0
622;O-U Niet-commerciële dienstverlening;2012 3e kwartaal;10.0
623;O-U Niet-commerciële dienstverlening;2012 4e kwartaal;9.0
624;O-U Niet-commerciële dienstverlening;2013 1e kwartaal;9.0
625;O-U Niet-commerciële dienstverlening;2013 2e kwartaal;9.0
626;O-U Niet-commerciële dienstverlening;2013 3e kwartaal;8.0
627;O-U Niet-commerciële dienstverlening;2013 4e kwartaal;8.0
628;O-U Niet-commerciële dienstverlening;2014 1e kwartaal;9.0
629;O-U Niet-commerciële dienstverlening;2014 2e kwartaal;10.0
630;O-U Niet-commerciële dienstverlening;2014 3e kwartaal;10.0
631;O-U Niet-commerciële dienstverlening;2014 4e kwartaal;10.0
632;O-U Niet-commerciële dienstverlening;2015 1e kwartaal;11.0
633;O-U Niet-commerciële dienstverlening;2015 2e kwartaal;12.0
634;O-U Niet-commerciële dienstverlening;2015 3e kwartaal;11.0
635;O-U Niet-commerciële dienstverlening;2015 4e kwartaal;12.0
636;O-U Niet-commerciële dienstverlening;2016 1e kwartaal;14.0
637;O-U Niet-commerciële dienstverlening;2016 2e kwartaal;16.0
638;O-U Niet-commerciële dienstverlening;2016 3e kwartaal;15.0
639;O-U Niet-commerciële dienstverlening;2016 4e kwartaal;16.0
640;O-U Niet-commerciële dienstverlening;2017 1e kwartaal;18.0
641;O-U Niet-commerciële dienstverlening;2017 2e kwartaal;20.0
642;O-U Niet-commerciële dienstverlening;2017 3e kwartaal;19.0
643;O-U Niet-commerciële dienstverlening;2017 4e kwartaal;20.0
644;O-U Niet-commerciële dienstverlening;2018 1e kwartaal;21.0
645;O-U Niet-commerciële dienstverlening;2018 2e kwartaal;22.0
646;O-U Niet-commerciële dienstverlening;2018 3e kwartaal;22.0
647;O-U Niet-commerciële dienstverlening;2018 4e kwartaal;23.0
648;O-U Niet-commerciële dienstverlening;2019 1e kwartaal;24.0
649;O-U Niet-commerciële dienstverlening;2019 2e kwartaal;26.0
650;O-U Niet-commerciële dienstverlening;2019 3e kwartaal;25.0
651;O-U Niet-commerciële dienstverlening;2019 4e kwartaal;26.0
652;O-U Niet-commerciële dienstverlening;2020 1e kwartaal;23.0
653;O-U Niet-commerciële dienstverlening;2020 2e kwartaal;22.0
654;O-U Niet-commerciële dienstverlening;2020 3e kwartaal;22.0
655;O-U Niet-commerciële dienstverlening;2020 4e kwartaal;22.0
656;O-U Niet-commerciële dienstverlening;2021 1e kwartaal;24.0
657;O-U Niet-commerciële dienstverlening;2021 2e kwartaal;29.0
658;O-U Niet-commerciële dienstverlening;2021 3e kwartaal;31.0
659;O-U Niet-commerciële dienstverlening;2021 4e kwartaal;32.0
660;O-U Niet-commerciële dienstverlening;2022 1e kwartaal;36.0
661;O-U Niet-commerciële dienstverlening;2022 2e kwartaal;40.0
662;O-U Niet-commerciële dienstverlening;2022 3e kwartaal;39.0
663;O-U Niet-commerciële dienstverlening;2022 4e kwartaal;38.0
664;O-U Niet-commerciële dienstverlening;2023 1e kwartaal;40.0
665;O-U Niet-commerciële dienstverlening;2023 2e kwartaal;40.0
666;O-U Niet-commerciële dienstverlening;2023 3e kwartaal;39.0
667;O-U Niet-commerciële dienstverlening;2023 4e kwartaal;37.0
668;O-U Niet-commerciële dienstverlening;2024 1e kwartaal;40.0
669;O-U Niet-commerciële dienstverlening;2024 2e kwartaal;40.0
670;O-U Niet-commerciële dienstverlening;2024 3e kwartaal;37.0
671;O-U Niet-commerciële dienstverlening;2024 4e kwartaal;36.0
672;B Delfstoffenwinning;1997 1e kwartaal;39.0
673;B Delfstoffenwinning;1997 2e kwartaal;43.0
674;B Delfstoffenwinning;1997 3e kwartaal;23.0
675;B Delfstoffenwinning;1997 4e kwartaal;37.0
676;B Delfstoffenwinning;1998 1e kwartaal;35.0
677;B Delfstoffenwinning;1998 2e kwartaal;35.0
678;B Delfstoffenwinning;1998 3e kwartaal;7.0
679;B Delfstoffenwinning;1998 4e kwartaal;6.0
680;B Delfstoffenwinning;1999 1e kwartaal;6.0
681;B Delfstoffenwinning;1999 2e kwartaal;8.0
682;B Delfstoffenwinning;1999 3e kwartaal;8.0
683;B Delfstoffenwinning;1999 4e kwartaal;20.0
684;B Delfstoffenwinning;2000 1e kwartaal;20.0
685;B Delfstoffenwinning;2000 2e kwartaal;20.0
686;B Delfstoffenwinning;2000 3e kwartaal;19.0
687;B Delfstoffenwinning;2000 4e kwartaal;22.0
688;B Delfstoffenwinning;2001 1e kwartaal;16.0
689;B Delfstoffenwinning;2001 2e kwartaal;18.0
690;B Delfstoffenwinning;2001 3e kwartaal;15.0
691;B Delfstoffenwinning;2001 4e kwartaal;14.0
692;B Delfstoffenwinning;2002 1e kwartaal;34.0
693;B Delfstoffenwinning;2002 2e kwartaal;23.0
694;B Delfstoffenwinning;2002 3e kwartaal;27.0
695;B Delfstoffenwinning;2002 4e kwartaal;26.0
696;B Delfstoffenwinning;2003 1e kwartaal;27.0
697;B Delfstoffenwinning;2003 2e kwartaal;27.0
698;B Delfstoffenwinning;2003 3e kwartaal;9.0
699;B Delfstoffenwinning;2003 4e kwartaal;14.0
700;B Delfstoffenwinning;2004 1e kwartaal;13.0
701;B Delfstoffenwinning;2004 2e kwartaal;32.0
702;B Delfstoffenwinning;2004 3e kwartaal;17.0
703;B Delfstoffenwinning;2004 4e kwartaal;24.0
704;B Delfstoffenwinning;2005 1e kwartaal;16.0
705;B Delfstoffenwinning;2005 2e kwartaal;33.0
706;B Delfstoffenwinning;2005 3e kwartaal;23.0
707;B Delfstoffenwinning;2005 4e kwartaal;11.0
708;B Delfstoffenwinning;2006 1e kwartaal;38.0
709;B Delfstoffenwinning;2006 2e kwartaal;52.0
710;B Delfstoffenwinning;2006 3e kwartaal;63.0
711;B Delfstoffenwinning;2006 4e kwartaal;59.0
712;B Delfstoffenwinning;2007 1e kwartaal;52.0
713;B Delfstoffenwinning;2007 2e kwartaal;44.0
714;B Delfstoffenwinning;2007 3e kwartaal;44.0
715;B Delfstoffenwinning;2007 4e kwartaal;53.0
716;B Delfstoffenwinning;2008 1e kwartaal;54.0
717;B Delfstoffenwinning;2008 2e kwartaal;45.0
718;B Delfstoffenwinning;2008 3e kwartaal;45.0
719;B Delfstoffenwinning;2008 4e kwartaal;37.0
720;B Delfstoffenwinning;2009 1e kwartaal;46.0
721;B Delfstoffenwinning;2009 2e kwartaal;47.0
722;B Delfstoffenwinning;2009 3e kwartaal;33.0
723;B Delfstoffenwinning;2009 4e kwartaal;41.0
724;B Delfstoffenwinning;2010 1e kwartaal;33.0
725;B Delfstoffenwinning;2010 2e kwartaal;33.0
726;B Delfstoffenwinning;2010 3e kwartaal;35.0
727;B Delfstoffenwinning;2010 4e kwartaal;40.0
728;B Delfstoffenwinning;2011 1e kwartaal;48.0
729;B Delfstoffenwinning;2011 2e kwartaal;45.0
730;B Delfstoffenwinning;2011 3e kwartaal;43.0
731;B Delfstoffenwinning;2011 4e kwartaal;39.0
732;B Delfstoffenwinning;2012 1e kwartaal;43.0
733;B Delfstoffenwinning;2012 2e kwartaal;35.0
734;B Delfstoffenwinning;2012 3e kwartaal;45.0
735;B Delfstoffenwinning;2012 4e kwartaal;45.0
736;B Delfstoffenwinning;2013 1e kwartaal;46.0
737;B Delfstoffenwinning;2013 2e kwartaal;33.0
738;B Delfstoffenwinning;2013 3e kwartaal;41.0
739;B Delfstoffenwinning;2013 4e kwartaal;48.0
740;B Delfstoffenwinning;2014 1e kwartaal;51.0
741;B Delfstoffenwinning;2014 2e kwartaal;47.0
742;B Delfstoffenwinning;2014 3e kwartaal;33.0
743;B Delfstoffenwinning;2014 4e kwartaal;35.0
744;B Delfstoffenwinning;2015 1e kwartaal;21.0
745;B Delfstoffenwinning;2015 2e kwartaal;16.0
746;B Delfstoffenwinning;2015 3e kwartaal;17.0
747;B Delfstoffenwinning;2015 4e kwartaal;16.0
748;B Delfstoffenwinning;2016 1e kwartaal;20.0
749;B Delfstoffenwinning;2016 2e kwartaal;16.0
750;B Delfstoffenwinning;2016 3e kwartaal;10.0
751;B Delfstoffenwinning;2016 4e kwartaal;14.0
752;B Delfstoffenwinning;2017 1e kwartaal;22.0
753;B Delfstoffenwinning;2017 2e kwartaal;23.0
754;B Delfstoffenwinning;2017 3e kwartaal;22.0
755;B Delfstoffenwinning;2017 4e kwartaal;28.0
756;B Delfstoffenwinning;2018 1e kwartaal;24.0
757;B Delfstoffenwinning;2018 2e kwartaal;25.0
758;B Delfstoffenwinning;2018 3e kwartaal;28.0
759;B Delfstoffenwinning;2018 4e kwartaal;21.0
760;B Delfstoffenwinning;2019 1e kwartaal;25.0
761;B Delfstoffenwinning;2019 2e kwartaal;43.0
762;B Delfstoffenwinning;2019 3e kwartaal;39.0
763;B Delfstoffenwinning;2019 4e kwartaal;29.0
764;B Delfstoffenwinning;2020 1e kwartaal;29.0
765;B Delfstoffenwinning;2020 2e kwartaal;16.0
766;B Delfstoffenwinning;2020 3e kwartaal;16.0
767;B Delfstoffenwinning;2020 4e kwartaal;18.0
768;B Delfstoffenwinning;2021 1e kwartaal;29.0
769;B Delfstoffenwinning;2021 2e kwartaal;42.0
770;B Delfstoffenwinning;2021 3e kwartaal;39.0
771;B Delfstoffenwinning;2021 4e kwartaal;46.0
772;B Delfstoffenwinning;2022 1e kwartaal;71.0
773;B Delfstoffenwinning;2022 2e kwartaal;91.0
774;B Delfstoffenwinning;2022 3e kwartaal;78.0
775;B Delfstoffenwinning;2022 4e kwartaal;73.0
776;B Delfstoffenwinning;2023 1e kwartaal;53.0
777;B Delfstoffenwinning;2023 2e kwartaal;54.0
778;B Delfstoffenwinning;2023 3e kwartaal;53.0
779;B Delfstoffenwinning;2023 4e kwartaal;40.0
780;B Delfstoffenwinning;2024 1e kwartaal;45.0
781;B Delfstoffenwinning;2024 2e kwartaal;46.0
782;B Delfstoffenwinning;2024 3e kwartaal;40.0
783;B Delfstoffenwinning;2024 4e kwartaal;34.0
784;C Industrie;1997 1e kwartaal;14.0
785;C Industrie;1997 2e kwartaal;16.0
786;C Industrie;1997 3e kwartaal;16.0
787;C Industrie;1997 4e kwartaal;18.0
788;C Industrie;1998 1e kwartaal;19.0
789;C Industrie;1998 2e kwartaal;22.0
790;C Industrie;1998 3e kwartaal;18.0
791;C Industrie;1998 4e kwartaal;19.0
792;C Industrie;1999 1e kwartaal;21.0
793;C Industrie;1999 2e kwartaal;25.0
794;C Industrie;1999 3e kwartaal;24.0
795;C Industrie;1999 4e kwartaal;26.0
796;C Industrie;2000 1e kwartaal;30.0
797;C Industrie;2000 2e kwartaal;33.0
798;C Industrie;2000 3e kwartaal;25.0
799;C Industrie;2000 4e kwartaal;26.0
800;C Industrie;2001 1e kwartaal;25.0
801;C Industrie;2001 2e kwartaal;25.0
802;C Industrie;2001 3e kwartaal;20.0
803;C Industrie;2001 4e kwartaal;19.0
804;C Industrie;2002 1e kwartaal;19.0
805;C Industrie;2002 2e kwartaal;17.0
806;C Industrie;2002 3e kwartaal;11.0
807;C Industrie;2002 4e kwartaal;13.0
808;C Industrie;2003 1e kwartaal;12.0
809;C Industrie;2003 2e kwartaal;11.0
810;C Industrie;2003 3e kwartaal;9.0
811;C Industrie;2003 4e kwartaal;10.0
812;C Industrie;2004 1e kwartaal;12.0
813;C Industrie;2004 2e kwartaal;12.0
814;C Industrie;2004 3e kwartaal;10.0
815;C Industrie;2004 4e kwartaal;11.0
816;C Industrie;2005 1e kwartaal;13.0
817;C Industrie;2005 2e kwartaal;14.0
818;C Industrie;2005 3e kwartaal;16.0
819;C Industrie;2005 4e kwartaal;16.0
820;C Industrie;2006 1e kwartaal;18.0
821;C Industrie;2006 2e kwartaal;22.0
822;C Industrie;2006 3e kwartaal;23.0
823;C Industrie;2006 4e kwartaal;25.0
824;C Industrie;2007 1e kwartaal;26.0
825;C Industrie;2007 2e kwartaal;27.0
826;C Industrie;2007 3e kwartaal;28.0
827;C Industrie;2007 4e kwartaal;28.0
828;C Industrie;2008 1e kwartaal;30.0
829;C Industrie;2008 2e kwartaal;29.0
830;C Industrie;2008 3e kwartaal;26.0
831;C Industrie;2008 4e kwartaal;17.0
832;C Industrie;2009 1e kwartaal;11.0
833;C Industrie;2009 2e kwartaal;9.0
834;C Industrie;2009 3e kwartaal;9.0
835;C Industrie;2009 4e kwartaal;8.0
836;C Industrie;2010 1e kwartaal;11.0
837;C Industrie;2010 2e kwartaal;13.0
838;C Industrie;2010 3e kwartaal;15.0
839;C Industrie;2010 4e kwartaal;16.0
840;C Industrie;2011 1e kwartaal;18.0
841;C Industrie;2011 2e kwartaal;20.0
842;C Industrie;2011 3e kwartaal;18.0
843;C Industrie;2011 4e kwartaal;14.0
844;C Industrie;2012 1e kwartaal;14.0
845;C Industrie;2012 2e kwartaal;14.0
846;C Industrie;2012 3e kwartaal;13.0
847;C Industrie;2012 4e kwartaal;11.0
848;C Industrie;2013 1e kwartaal;11.0
849;C Industrie;2013 2e kwartaal;11.0
850;C Industrie;2013 3e kwartaal;11.0
851;C Industrie;2013 4e kwartaal;11.0
852;C Industrie;2014 1e kwartaal;13.0
853;C Industrie;2014 2e kwartaal;13.0
854;C Industrie;2014 3e kwartaal;14.0
855;C Industrie;2014 4e kwartaal;12.0
856;C Industrie;2015 1e kwartaal;14.0
857;C Industrie;2015 2e kwartaal;16.0
858;C Industrie;2015 3e kwartaal;15.0
859;C Industrie;2015 4e kwartaal;15.0
860;C Industrie;2016 1e kwartaal;17.0
861;C Industrie;2016 2e kwartaal;18.0
862;C Industrie;2016 3e kwartaal;18.0
863;C Industrie;2016 4e kwartaal;18.0
864;C Industrie;2017 1e kwartaal;21.0
865;C Industrie;2017 2e kwartaal;23.0
866;C Industrie;2017 3e kwartaal;23.0
867;C Industrie;2017 4e kwartaal;25.0
868;C Industrie;2018 1e kwartaal;27.0
869;C Industrie;2018 2e kwartaal;31.0
870;C Industrie;2018 3e kwartaal;29.0
871;C Industrie;2018 4e kwartaal;28.0
872;C Industrie;2019 1e kwartaal;31.0
873;C Industrie;2019 2e kwartaal;32.0
874;C Industrie;2019 3e kwartaal;30.0
875;C Industrie;2019 4e kwartaal;29.0
876;C Industrie;2020 1e kwartaal;24.0
877;C Industrie;2020 2e kwartaal;21.0
878;C Industrie;2020 3e kwartaal;22.0
879;C Industrie;2020 4e kwartaal;24.0
880;C Industrie;2021 1e kwartaal;27.0
881;C Industrie;2021 2e kwartaal;36.0
882;C Industrie;2021 3e kwartaal;44.0
883;C Industrie;2021 4e kwartaal;42.0
884;C Industrie;2022 1e kwartaal;46.0
885;C Industrie;2022 2e kwartaal;49.0
886;C Industrie;2022 3e kwartaal;45.0
887;C Industrie;2022 4e kwartaal;43.0
888;C Industrie;2023 1e kwartaal;44.0
889;C Industrie;2023 2e kwartaal;46.0
890;C Industrie;2023 3e kwartaal;42.0
891;C Industrie;2023 4e kwartaal;39.0
892;C Industrie;2024 1e kwartaal;42.0
893;C Industrie;2024 2e kwartaal;48.0
894;C Industrie;2024 3e kwartaal;46.0
895;C Industrie;2024 4e kwartaal;44.0
896;D Energievoorziening;1997 1e kwartaal;
897;D Energievoorziening;1997 2e kwartaal;
898;D Energievoorziening;1997 3e kwartaal;
899;D Energievoorziening;1997 4e kwartaal;
900;D Energievoorziening;1998 1e kwartaal;
901;D Energievoorziening;1998 2e kwartaal;
902;D Energievoorziening;1998 3e kwartaal;
903;D Energievoorziening;1998 4e kwartaal;
904;D Energievoorziening;1999 1e kwartaal;
905;D Energievoorziening;1999 2e kwartaal;
