ID;PrognoseInterval;Perioden;LevendGeborenKinderen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;MigratiesaldoInclusiefCorrecties_5
0;Prognose;2017;168589;149426;232700;150929;81771
1;Prognose;2018;170277;150885;218097;157741;60356
2;Prognose;2019;172185;152508;215043;163090;51953
3;Prognose;2020;174058;154253;214187;167713;46474
4;Prognose;2021;177369;156107;214488;171870;42618
5;Prognose;2022;180361;158035;215882;175751;40131
6;Prognose;2023;183732;160000;217431;179332;38099
7;Prognose;2024;186504;161861;218775;182517;36258
8;Prognose;2025;189026;163795;220520;185256;35264
9;Prognose;2026;191269;165805;221301;187619;33682
10;Prognose;2027;193006;167898;221856;189760;32096
11;Prognose;2028;194466;170068;222115;191039;31076
12;Prognose;2029;195459;172311;222144;192096;30048
13;Prognose;2030;196038;174601;222326;192992;29334
14;Prognose;2031;196096;176927;222393;193727;28666
15;Prognose;2032;195590;179251;222505;194347;28158
16;Prognose;2033;195034;181556;222498;194863;27635
17;Prognose;2034;194564;183821;222573;195340;27233
18;Prognose;2035;193730;186034;222587;195765;26822
19;Prognose;2036;192585;188169;222555;196116;26439
20;Prognose;2037;191257;190209;222488;196383;26105
21;Prognose;2038;189883;192127;222439;196604;25835
22;Prognose;2039;188518;193901;222467;196746;25721
23;Prognose;2040;187154;195502;222388;196873;25515
24;Prognose;2041;185843;196944;222286;196997;25289
25;Prognose;2042;184659;198234;222256;197130;25126
26;Prognose;2043;183643;199372;222324;197314;25010
27;Prognose;2044;182805;200355;222382;197477;24905
28;Prognose;2045;182139;201276;222246;197626;24620
29;Prognose;2046;181662;202028;222345;197759;24586
30;Prognose;2047;181410;202724;222458;197880;24578
31;Prognose;2048;181442;203422;222534;198038;24496
32;Prognose;2049;181788;204120;222558;198226;24332
33;Prognose;2050;182452;204787;222648;198431;24217
34;Prognose;2051;183391;205386;222711;198635;24076
35;Prognose;2052;184556;205858;222828;198833;23995
36;Prognose;2053;185910;206176;222840;199036;23804
37;Prognose;2054;187413;206305;222982;199229;23753
38;Prognose;2055;188990;206212;223122;199418;23704
39;Prognose;2056;190577;205869;223232;199595;23637
40;Prognose;2057;192097;205265;223268;199764;23504
41;Prognose;2058;193501;204397;223425;199919;23506
42;Prognose;2059;194739;203261;223436;200064;23372
43;Ondergrens 95%-prognose-interval;2017;160470;138612;202460;135988;46038
44;Ondergrens 95%-prognose-interval;2018;159024;135817;179718;137643;17907
45;Ondergrens 95%-prognose-interval;2019;158322;134019;170421;139442;3320
46;Ondergrens 95%-prognose-interval;2020;158012;133738;165054;141809;-5522
47;Ondergrens 95%-prognose-interval;2021;158867;134055;162340;143653;-12709
48;Ondergrens 95%-prognose-interval;2022;159796;134548;160908;145625;-19120
49;Ondergrens 95%-prognose-interval;2023;160986;134653;159683;147529;-23219
50;Ondergrens 95%-prognose-interval;2024;162175;135159;158794;148809;-25112
51;Ondergrens 95%-prognose-interval;2025;162605;136072;157950;150173;-27578
52;Ondergrens 95%-prognose-interval;2026;163109;137740;156827;151356;-29801
53;Ondergrens 95%-prognose-interval;2027;162735;139432;154185;152285;-30943
54;Ondergrens 95%-prognose-interval;2028;162277;140623;153316;152047;-32230
55;Ondergrens 95%-prognose-interval;2029;161356;141404;153008;152465;-33582
56;Ondergrens 95%-prognose-interval;2030;161454;142104;155295;152376;-34763
57;Ondergrens 95%-prognose-interval;2031;160974;143124;154669;152157;-35286
58;Ondergrens 95%-prognose-interval;2032;159488;143955;153164;152030;-35559
59;Ondergrens 95%-prognose-interval;2033;157413;144857;149955;152177;-35605
60;Ondergrens 95%-prognose-interval;2034;155793;145486;149609;151588;-37224
61;Ondergrens 95%-prognose-interval;2035;155040;146538;150377;151541;-38470
62;Ondergrens 95%-prognose-interval;2036;153566;147559;150969;151508;-38448
63;Ondergrens 95%-prognose-interval;2037;152277;150290;150887;151484;-38080
64;Ondergrens 95%-prognose-interval;2038;149883;152484;150714;150799;-38296
65;Ondergrens 95%-prognose-interval;2039;148101;154920;150156;150241;-37917
66;Ondergrens 95%-prognose-interval;2040;145661;156446;149247;149015;-37668
67;Ondergrens 95%-prognose-interval;2041;143544;158397;147626;148106;-38863
68;Ondergrens 95%-prognose-interval;2042;140472;160490;146902;146722;-40059
69;Ondergrens 95%-prognose-interval;2043;138025;161540;146173;146174;-40925
70;Ondergrens 95%-prognose-interval;2044;135817;162694;146633;145880;-41282
71;Ondergrens 95%-prognose-interval;2045;134063;163385;146749;146076;-41985
72;Ondergrens 95%-prognose-interval;2046;132576;164141;146988;146330;-42067
73;Ondergrens 95%-prognose-interval;2047;131563;164624;147257;147230;-42266
74;Ondergrens 95%-prognose-interval;2048;131156;164952;147625;147442;-42916
75;Ondergrens 95%-prognose-interval;2049;130009;165761;148357;148012;-43786
76;Ondergrens 95%-prognose-interval;2050;128506;165712;147902;148495;-44979
77;Ondergrens 95%-prognose-interval;2051;127562;165946;147243;148718;-45930
78;Ondergrens 95%-prognose-interval;2052;126921;166352;146758;148762;-46405
79;Ondergrens 95%-prognose-interval;2053;126999;166779;145446;148894;-45912
80;Ondergrens 95%-prognose-interval;2054;126509;167055;144663;148260;-45708
81;Ondergrens 95%-prognose-interval;2055;126426;167274;143990;147398;-44567
82;Ondergrens 95%-prognose-interval;2056;125601;167269;144827;145970;-44418
83;Ondergrens 95%-prognose-interval;2057;125607;166148;145546;145239;-44704
84;Ondergrens 95%-prognose-interval;2058;125854;165893;145243;144970;-45333
85;Ondergrens 95%-prognose-interval;2059;126793;165353;144215;145368;-45952
86;Bovengrens 95%-prognose-interval;2017;176387;162988;268991;172383;117489
87;Bovengrens 95%-prognose-interval;2018;181450;168389;265152;185072;106924
88;Bovengrens 95%-prognose-interval;2019;186576;173564;271256;197045;106880
89;Bovengrens 95%-prognose-interval;2020;191179;178956;278068;204574;105290
90;Bovengrens 95%-prognose-interval;2021;197279;182960;282971;212464;105457
91;Bovengrens 95%-prognose-interval;2022;202720;186837;289415;219999;104766
92;Bovengrens 95%-prognose-interval;2023;208339;189754;294537;225464;104127
93;Bovengrens 95%-prognose-interval;2024;212761;193405;299328;230804;103214
94;Bovengrens 95%-prognose-interval;2025;216757;196635;302518;234864;103654
95;Bovengrens 95%-prognose-interval;2026;219843;200441;305300;238418;102660
96;Bovengrens 95%-prognose-interval;2027;222564;204618;308542;241631;102123
97;Bovengrens 95%-prognose-interval;2028;225055;208841;309937;244149;102262
98;Bovengrens 95%-prognose-interval;2029;228066;212114;309831;246546;101704
99;Bovengrens 95%-prognose-interval;2030;230063;214598;310120;248289;100913
100;Bovengrens 95%-prognose-interval;2031;231438;216876;311990;249510;100589
101;Bovengrens 95%-prognose-interval;2032;231605;220040;313700;250606;100517
102;Bovengrens 95%-prognose-interval;2033;232423;223458;314168;251756;99938
103;Bovengrens 95%-prognose-interval;2034;233449;227195;315559;253263;99112
104;Bovengrens 95%-prognose-interval;2035;234465;229665;316127;254523;99164
105;Bovengrens 95%-prognose-interval;2036;235711;230975;317024;256291;99628
106;Bovengrens 95%-prognose-interval;2037;235667;232617;316087;257258;99284
107;Bovengrens 95%-prognose-interval;2038;235189;236165;316467;258479;98585
108;Bovengrens 95%-prognose-interval;2039;233965;239226;317814;259412;98142
109;Bovengrens 95%-prognose-interval;2040;233114;240592;318360;260942;97437
110;Bovengrens 95%-prognose-interval;2041;231555;241040;318433;261985;96159
111;Bovengrens 95%-prognose-interval;2042;230381;242559;317978;262269;94862
112;Bovengrens 95%-prognose-interval;2043;230048;244509;318123;262129;94166
113;Bovengrens 95%-prognose-interval;2044;230564;245495;318538;261912;93793
114;Bovengrens 95%-prognose-interval;2045;230874;246510;317613;262108;93137
115;Bovengrens 95%-prognose-interval;2046;231602;247475;317710;262508;93028
116;Bovengrens 95%-prognose-interval;2047;233091;247918;317179;264198;93468
117;Bovengrens 95%-prognose-interval;2048;234927;247340;317979;265503;95075
