ID;HerkomstBestemming;Perioden;CO2_1;N2O_2;CH4_3;BroeikasgasEquivalent_4;NOx_5;SO2_6;NH3_7;ZuurEquivalent_8;CFK12Equivalent_9;CO_10;NMVOS_11;PM10_12;FijnStofEquivalent_13
1140;N Verhuur en overige zakelijke diensten;2002;1947.0;0.0;0.2;1965.0;10.3;0.2;0.1;0.2;0.0;15.2;2.1;0.7;0.7
1141;N Verhuur en overige zakelijke diensten;2003;1956.0;0.0;0.2;1973.0;10.0;0.2;0.1;0.2;0.0;14.6;1.9;0.7;0.7
1142;N Verhuur en overige zakelijke diensten;2004;2040.0;0.0;0.2;2058.0;10.2;0.2;0.1;0.2;0.0;14.8;1.8;0.7;0.7
1143;N Verhuur en overige zakelijke diensten;2005;2065.0;0.0;0.2;2083.0;10.2;0.2;0.1;0.2;0.0;15.2;1.8;0.7;0.7
1144;N Verhuur en overige zakelijke diensten;2006;2203.0;0.0;0.2;2221.0;10.3;0.2;0.2;0.2;0.0;15.6;1.8;0.7;0.7
1145;N Verhuur en overige zakelijke diensten;2007;2273.0;0.0;0.2;2292.0;10.3;0.2;0.2;0.2;0.0;16.1;1.9;0.6;0.6
1146;N Verhuur en overige zakelijke diensten;2008;2546.0;0.1;0.3;2568.0;10.8;0.1;0.2;0.2;0.0;19.0;2.0;0.6;0.6
1147;N Verhuur en overige zakelijke diensten;2009;2438.0;0.1;0.2;2459.0;9.8;0.1;0.2;0.2;0.0;16.8;1.7;0.6;0.6
1148;N Verhuur en overige zakelijke diensten;2010;1944.0;0.0;0.2;1961.0;7.2;0.0;0.1;0.2;0.0;12.7;1.3;0.4;0.4
1149;N Verhuur en overige zakelijke diensten;2011;1667.0;0.0;0.1;1682.0;5.8;0.0;0.1;0.1;0.0;10.6;1.2;0.3;0.3
1150;N Verhuur en overige zakelijke diensten;2012;1591.0;0.0;0.1;1605.0;5.1;0.0;0.1;0.1;0.0;9.2;1.0;0.3;0.3
1151;N Verhuur en overige zakelijke diensten;2013;1620.0;0.0;0.1;1635.0;5.1;0.0;0.1;0.1;0.0;9.9;1.1;0.3;0.3
1152;O-Q Overheid en zorg;1990;4390.0;0.8;7.4;4778.0;16.6;4.8;0.2;0.5;667.5;8.3;5.1;1.0;1.0
1153;O-Q Overheid en zorg;1991;4683.0;0.8;12.0;5169.0;16.1;4.4;0.2;0.5;539.0;8.2;4.8;0.9;0.9
1154;O-Q Overheid en zorg;1992;4541.0;0.8;12.4;5034.0;15.9;4.4;0.2;0.5;410.5;8.4;4.6;0.9;0.9
1155;O-Q Overheid en zorg;1993;4851.0;0.7;12.7;5339.0;16.2;4.2;0.2;0.5;282.0;8.3;4.3;0.8;0.8
1156;O-Q Overheid en zorg;1994;4512.0;0.7;8.4;4895.0;14.5;3.8;0.2;0.4;153.5;8.3;4.1;0.7;0.7
1157;O-Q Overheid en zorg;1995;4824.0;0.6;6.8;5160.0;16.0;4.0;0.2;0.5;25.1;8.4;3.4;0.7;0.7
1158;O-Q Overheid en zorg;1996;5322.0;0.6;7.2;5655.0;16.5;3.7;0.2;0.5;20.8;9.5;3.8;0.7;0.7
1159;O-Q Overheid en zorg;1997;4749.0;0.5;7.2;5066.0;15.0;3.8;0.2;0.5;13.5;7.9;3.3;0.6;0.6
1160;O-Q Overheid en zorg;1998;4966.0;0.5;7.4;5273.0;16.3;3.9;0.2;0.5;6.7;9.4;3.4;0.7;0.7
1161;O-Q Overheid en zorg;1999;4496.0;0.5;7.7;4805.0;16.7;4.2;0.2;0.5;3.3;8.8;3.2;0.7;0.7
1162;O-Q Overheid en zorg;2000;4599.0;0.4;7.3;4903.0;15.6;3.5;0.2;0.5;1.6;8.1;3.0;0.6;0.6
1163;O-Q Overheid en zorg;2001;5022.0;0.4;7.2;5311.0;14.7;2.9;0.2;0.4;0.7;7.1;2.8;0.6;0.6
1164;O-Q Overheid en zorg;2002;5382.0;0.3;7.4;5660.0;15.7;3.3;0.2;0.5;0.0;7.3;2.8;0.6;0.6
1165;O-Q Overheid en zorg;2003;5769.0;0.3;7.1;6039.0;15.5;2.6;0.2;0.4;0.0;8.0;3.1;0.6;0.6
1166;O-Q Overheid en zorg;2004;5740.0;0.3;7.4;6019.0;15.2;2.4;0.2;0.4;0.0;7.3;2.9;0.5;0.5
1167;O-Q Overheid en zorg;2005;5249.0;0.2;7.1;5514.0;14.6;2.3;0.2;0.4;0.0;8.0;2.9;0.5;0.5
1168;O-Q Overheid en zorg;2006;5809.0;0.2;6.8;6070.0;15.1;2.3;0.2;0.4;0.0;8.3;3.0;0.5;0.5
1169;O-Q Overheid en zorg;2007;5281.0;0.2;7.2;5548.0;14.8;2.1;0.2;0.4;0.0;9.8;3.0;0.5;0.5
1170;O-Q Overheid en zorg;2008;5668.0;0.2;7.1;5934.0;14.8;1.5;0.2;0.4;0.0;10.5;3.1;0.5;0.5
1171;O-Q Overheid en zorg;2009;5688.0;0.2;7.5;5962.0;13.3;1.3;0.2;0.3;0.0;9.7;3.0;0.4;0.4
1172;O-Q Overheid en zorg;2010;6452.0;0.2;7.3;6723.0;12.7;1.2;0.2;0.3;0.0;8.0;3.0;0.4;0.4
1173;O-Q Overheid en zorg;2011;5279.0;0.2;6.9;5548.0;11.2;1.0;0.2;0.3;0.0;5.8;2.7;0.3;0.3
1174;O-Q Overheid en zorg;2012;5807.0;0.2;7.0;6071.0;10.4;0.7;0.2;0.3;0.0;5.0;2.5;0.3;0.3
1175;O-Q Overheid en zorg;2013;6182.0;0.2;7.0;6449.0;11.1;0.8;0.2;0.3;0.0;6.3;2.6;0.3;0.3
1176;O Openbaar bestuur en overheidsdiensten;1990;2558.0;0.1;7.1;2737.0;12.8;4.4;0.1;0.4;258.3;5.9;2.6;0.8;0.8
1177;O Openbaar bestuur en overheidsdiensten;1991;2663.0;0.1;11.6;2937.0;12.4;4.0;0.1;0.4;208.4;6.0;2.4;0.7;0.7
1178;O Openbaar bestuur en overheidsdiensten;1992;2634.0;0.1;11.9;2914.0;12.6;4.1;0.1;0.4;158.5;6.2;2.3;0.7;0.7
1179;O Openbaar bestuur en overheidsdiensten;1993;2754.0;0.1;12.2;3041.0;12.4;3.9;0.1;0.4;108.7;6.2;2.2;0.7;0.7
1180;O Openbaar bestuur en overheidsdiensten;1994;2591.0;0.1;7.7;2783.0;11.8;3.6;0.1;0.4;58.8;6.2;2.1;0.6;0.6
1181;O Openbaar bestuur en overheidsdiensten;1995;2689.0;0.1;5.9;2844.0;12.1;3.8;0.1;0.4;8.9;6.2;1.8;0.6;0.6
1182;O Openbaar bestuur en overheidsdiensten;1996;2922.0;0.1;6.1;3081.0;12.3;3.5;0.1;0.4;7.2;7.3;1.9;0.6;0.6
1183;O Openbaar bestuur en overheidsdiensten;1997;2653.0;0.1;6.0;2810.0;11.5;3.5;0.1;0.4;4.7;5.9;1.6;0.5;0.5
1184;O Openbaar bestuur en overheidsdiensten;1998;2815.0;0.1;6.2;2976.0;12.8;3.6;0.1;0.4;2.3;7.5;1.8;0.6;0.6
1185;O Openbaar bestuur en overheidsdiensten;1999;2696.0;0.1;6.5;2866.0;13.4;3.8;0.1;0.4;1.1;7.1;1.7;0.6;0.6
1186;O Openbaar bestuur en overheidsdiensten;2000;2689.0;0.1;6.1;2849.0;12.3;3.4;0.1;0.4;0.5;6.4;1.6;0.5;0.5
1187;O Openbaar bestuur en overheidsdiensten;2001;2767.0;0.1;6.1;2928.0;10.8;2.8;0.1;0.3;0.2;5.2;1.4;0.4;0.4
1188;O Openbaar bestuur en overheidsdiensten;2002;2895.0;0.1;6.4;3061.0;11.7;3.2;0.1;0.4;0.0;5.5;1.4;0.5;0.5
1189;O Openbaar bestuur en overheidsdiensten;2003;3023.0;0.1;6.0;3179.0;11.2;2.5;0.1;0.3;0.0;6.1;1.5;0.4;0.4
1190;O Openbaar bestuur en overheidsdiensten;2004;2990.0;0.1;6.3;3154.0;10.9;2.3;0.1;0.3;0.0;5.5;1.3;0.4;0.4
1191;O Openbaar bestuur en overheidsdiensten;2005;2782.0;0.1;6.0;2939.0;10.6;2.2;0.1;0.3;0.0;6.3;1.4;0.4;0.4
1192;O Openbaar bestuur en overheidsdiensten;2006;2935.0;0.1;5.7;3086.0;10.7;2.2;0.1;0.3;0.0;6.4;1.4;0.4;0.4
1193;O Openbaar bestuur en overheidsdiensten;2007;2798.0;0.1;6.1;2957.0;10.9;2.0;0.1;0.3;0.0;8.1;1.5;0.4;0.4
1194;O Openbaar bestuur en overheidsdiensten;2008;2909.0;0.1;5.9;3065.0;10.7;1.4;0.1;0.3;0.0;8.7;1.5;0.4;0.4
1195;O Openbaar bestuur en overheidsdiensten;2009;2817.0;0.1;6.3;2981.0;9.3;1.3;0.1;0.2;0.0;7.6;1.3;0.3;0.3
1196;O Openbaar bestuur en overheidsdiensten;2010;2741.0;0.1;6.2;2902.0;7.8;1.1;0.1;0.2;0.0;5.4;1.2;0.3;0.3
1197;O Openbaar bestuur en overheidsdiensten;2011;2297.0;0.1;5.8;2450.0;7.3;1.0;0.1;0.2;0.0;3.3;1.0;0.2;0.2
1198;O Openbaar bestuur en overheidsdiensten;2012;2515.0;0.1;5.8;2670.0;6.2;0.7;0.1;0.2;0.0;2.6;0.8;0.2;0.2
1199;O Openbaar bestuur en overheidsdiensten;2013;2669.0;0.1;5.9;2824.0;6.9;0.8;0.1;0.2;0.0;3.8;0.9;0.2;0.2
1200;P Onderwijs;1990;700.0;0.0;0.1;703.0;1.6;0.2;0.0;0.0;171.7;1.0;1.1;0.1;0.1
1201;P Onderwijs;1991;770.0;0.0;0.2;774.0;1.6;0.2;0.0;0.0;138.6;0.9;1.0;0.1;0.1
1202;P Onderwijs;1992;729.0;0.0;0.2;734.0;1.6;0.1;0.1;0.0;105.6;0.9;0.9;0.1;0.1
1203;P Onderwijs;1993;800.0;0.0;0.2;806.0;1.9;0.1;0.1;0.0;72.5;0.9;0.9;0.1;0.1
1204;P Onderwijs;1994;734.0;0.0;0.3;741.0;1.4;0.1;0.1;0.0;39.4;0.9;0.8;0.1;0.1
1205;P Onderwijs;1995;815.0;0.0;0.3;822.0;1.6;0.1;0.1;0.0;6.4;0.9;0.7;0.1;0.1
1206;P Onderwijs;1996;913.0;0.0;0.4;923.0;2.0;0.1;0.1;0.0;5.2;0.9;0.8;0.1;0.1
1207;P Onderwijs;1997;801.0;0.0;0.4;811.0;1.5;0.1;0.1;0.0;3.4;0.8;0.6;0.1;0.1
1208;P Onderwijs;1998;822.0;0.0;0.4;832.0;1.5;0.1;0.1;0.0;1.7;0.8;0.7;0.1;0.1
1209;P Onderwijs;1999;693.0;0.0;0.4;703.0;1.5;0.1;0.1;0.0;0.8;0.8;0.6;0.1;0.1
1210;P Onderwijs;2000;734.0;0.0;0.4;744.0;1.4;0.0;0.1;0.0;0.4;0.7;0.6;0.1;0.1
1211;P Onderwijs;2001;864.0;0.0;0.4;873.0;1.6;0.0;0.1;0.0;0.2;0.8;0.5;0.1;0.1
1212;P Onderwijs;2002;933.0;0.0;0.4;943.0;1.6;0.1;0.1;0.0;0.0;0.7;0.6;0.1;0.1
1213;P Onderwijs;2003;1017.0;0.0;0.4;1027.0;1.7;0.0;0.1;0.0;0.0;0.7;0.6;0.1;0.1
1214;P Onderwijs;2004;1010.0;0.0;0.4;1020.0;1.7;0.1;0.1;0.0;0.0;0.7;0.6;0.1;0.1
1215;P Onderwijs;2005;899.0;0.0;0.4;909.0;1.6;0.0;0.1;0.0;0.0;0.7;0.6;0.1;0.1
1216;P Onderwijs;2006;1033.0;0.0;0.4;1043.0;1.7;0.0;0.1;0.0;0.0;0.7;0.6;0.1;0.1
1217;P Onderwijs;2007;900.0;0.0;0.4;910.0;1.6;0.0;0.1;0.0;0.0;0.7;0.6;0.1;0.1
1218;P Onderwijs;2008;1013.0;0.0;0.4;1023.0;1.7;0.0;0.1;0.0;0.0;0.7;0.6;0.1;0.1
1219;P Onderwijs;2009;1046.0;0.0;0.4;1056.0;1.6;0.0;0.1;0.0;0.0;0.9;0.6;0.1;0.1
1220;P Onderwijs;2010;1277.0;0.0;0.4;1287.0;1.9;0.0;0.1;0.0;0.0;1.1;0.6;0.1;0.1
1221;P Onderwijs;2011;1000.0;0.0;0.3;1009.0;1.6;0.0;0.1;0.0;0.0;1.1;0.6;0.1;0.1
1222;P Onderwijs;2012;1026.0;0.0;0.3;1035.0;1.6;0.0;0.1;0.0;0.0;1.0;0.5;0.1;0.1
1223;P Onderwijs;2013;1087.0;0.0;0.3;1097.0;1.5;0.0;0.1;0.0;0.0;1.1;0.5;0.0;0.0
1224;Q Gezondheids- en welzijnszorg;1990;1132.0;0.7;0.2;1339.0;2.2;0.2;0.1;0.1;237.5;1.3;1.5;0.1;0.1
1225;Q Gezondheids- en welzijnszorg;1991;1250.0;0.7;0.3;1458.0;2.1;0.2;0.1;0.1;191.9;1.3;1.4;0.1;0.1
1226;Q Gezondheids- en welzijnszorg;1992;1178.0;0.7;0.3;1387.0;1.7;0.2;0.1;0.0;146.4;1.3;1.3;0.1;0.1
1227;Q Gezondheids- en welzijnszorg;1993;1297.0;0.6;0.4;1492.0;1.9;0.2;0.1;0.0;100.9;1.2;1.2;0.1;0.1
1228;Q Gezondheids- en welzijnszorg;1994;1187.0;0.6;0.4;1371.0;1.3;0.1;0.1;0.0;55.3;1.2;1.1;0.1;0.1
1229;Q Gezondheids- en welzijnszorg;1995;1320.0;0.5;0.5;1494.0;2.3;0.1;0.1;0.1;9.8;1.3;1.0;0.1;0.1
1230;Q Gezondheids- en welzijnszorg;1996;1486.0;0.5;0.7;1652.0;2.2;0.2;0.1;0.1;8.3;1.3;1.2;0.1;0.1
1231;Q Gezondheids- en welzijnszorg;1997;1296.0;0.4;0.8;1445.0;2.0;0.3;0.1;0.1;5.3;1.2;1.0;0.1;0.1
1232;Q Gezondheids- en welzijnszorg;1998;1329.0;0.4;0.7;1465.0;2.0;0.2;0.1;0.1;2.7;1.1;1.0;0.1;0.1
1233;Q Gezondheids- en welzijnszorg;1999;1107.0;0.4;0.7;1236.0;1.8;0.3;0.1;0.1;1.3;1.0;0.8;0.1;0.1
1234;Q Gezondheids- en welzijnszorg;2000;1176.0;0.3;0.7;1310.0;2.0;0.1;0.1;0.0;0.7;1.0;0.8;0.1;0.1
1235;Q Gezondheids- en welzijnszorg;2001;1392.0;0.3;0.7;1510.0;2.3;0.1;0.1;0.1;0.3;1.1;0.9;0.1;0.1
1236;Q Gezondheids- en welzijnszorg;2002;1553.0;0.2;0.7;1657.0;2.4;0.1;0.1;0.1;0.0;1.1;0.9;0.1;0.1
1237;Q Gezondheids- en welzijnszorg;2003;1729.0;0.2;0.7;1833.0;2.6;0.1;0.1;0.1;0.0;1.1;1.0;0.1;0.1
1238;Q Gezondheids- en welzijnszorg;2004;1740.0;0.2;0.7;1846.0;2.6;0.1;0.1;0.1;0.0;1.1;1.0;0.1;0.1
1239;Q Gezondheids- en welzijnszorg;2005;1567.0;0.1;0.7;1666.0;2.3;0.1;0.1;0.1;0.0;1.0;1.0;0.1;0.1
1240;Q Gezondheids- en welzijnszorg;2006;1840.0;0.1;0.7;1942.0;2.6;0.1;0.1;0.1;0.0;1.1;1.0;0.1;0.1
1241;Q Gezondheids- en welzijnszorg;2007;1583.0;0.1;0.7;1682.0;2.3;0.1;0.1;0.1;0.0;1.1;1.0;0.1;0.1
1242;Q Gezondheids- en welzijnszorg;2008;1746.0;0.1;0.8;1846.0;2.4;0.0;0.1;0.1;0.0;1.1;1.0;0.1;0.1
1243;Q Gezondheids- en welzijnszorg;2009;1825.0;0.1;0.7;1925.0;2.3;0.0;0.1;0.1;0.0;1.2;1.0;0.1;0.1
1244;Q Gezondheids- en welzijnszorg;2010;2434.0;0.1;0.8;2534.0;3.0;0.0;0.1;0.1;0.0;1.5;1.2;0.1;0.1
1245;Q Gezondheids- en welzijnszorg;2011;1983.0;0.1;0.8;2088.0;2.3;0.0;0.1;0.1;0.0;1.4;1.2;0.1;0.1
1246;Q Gezondheids- en welzijnszorg;2012;2265.0;0.1;0.8;2366.0;2.6;0.0;0.1;0.1;0.0;1.4;1.1;0.1;0.1
1247;Q Gezondheids- en welzijnszorg;2013;2425.0;0.1;0.8;2528.0;2.7;0.0;0.1;0.1;0.0;1.5;1.1;0.0;0.0
1248;R-U Cultuur, recreatie, overige diensten;1990;1082.0;0.0;0.2;1087.0;3.1;0.3;0.0;0.1;59.9;1.9;2.0;0.2;0.2
1249;R-U Cultuur, recreatie, overige diensten;1991;1189.0;0.0;0.2;1195.0;3.2;0.3;0.0;0.1;48.4;1.9;1.8;0.2;0.2
1250;R-U Cultuur, recreatie, overige diensten;1992;1132.0;0.0;0.3;1139.0;3.0;0.3;0.0;0.1;36.9;1.9;1.7;0.2;0.2
1251;R-U Cultuur, recreatie, overige diensten;1993;1237.0;0.0;0.3;1245.0;3.3;0.3;0.0;0.1;25.4;1.9;1.5;0.2;0.2
1252;R-U Cultuur, recreatie, overige diensten;1994;1141.0;0.0;0.4;1151.0;2.6;0.3;0.0;0.1;13.9;1.9;1.3;0.2;0.2
1253;R-U Cultuur, recreatie, overige diensten;1995;1260.0;0.0;0.5;1272.0;3.0;0.2;0.0;0.1;2.4;1.8;1.6;0.2;0.2
1254;R-U Cultuur, recreatie, overige diensten;1996;1405.0;0.0;0.6;1420.0;3.3;0.2;0.0;0.1;2.1;2.0;1.7;0.1;0.1
1255;R-U Cultuur, recreatie, overige diensten;1997;1244.0;0.0;0.7;1260.0;2.7;0.1;0.0;0.1;1.4;1.8;1.5;0.1;0.1
1256;R-U Cultuur, recreatie, overige diensten;1998;1278.0;0.0;0.6;1293.0;2.8;0.1;0.0;0.1;0.7;1.6;1.5;0.1;0.1
1257;R-U Cultuur, recreatie, overige diensten;1999;1097.0;0.0;0.6;1112.0;2.7;0.1;0.0;0.1;0.3;1.5;1.5;0.1;0.1
1258;R-U Cultuur, recreatie, overige diensten;2000;1158.0;0.0;0.6;1173.0;2.7;0.1;0.0;0.1;0.2;1.4;1.3;0.1;0.1
1259;R-U Cultuur, recreatie, overige diensten;2001;1339.0;0.0;0.6;1354.0;2.8;0.1;0.0;0.1;0.1;1.4;1.2;0.1;0.1
1260;R-U Cultuur, recreatie, overige diensten;2002;1405.0;0.0;0.6;1419.0;2.9;0.1;0.0;0.1;0.0;1.3;1.1;0.1;0.1
1261;R-U Cultuur, recreatie, overige diensten;2003;1481.0;0.0;0.6;1496.0;3.0;0.1;0.0;0.1;0.0;1.3;1.1;0.1;0.1
1262;R-U Cultuur, recreatie, overige diensten;2004;1475.0;0.0;0.5;1489.0;3.0;0.1;0.0;0.1;0.0;1.2;1.0;0.1;0.1
1263;R-U Cultuur, recreatie, overige diensten;2005;1345.0;0.0;0.5;1358.0;2.9;0.0;0.0;0.1;0.0;1.1;1.0;0.1;0.1
1264;R-U Cultuur, recreatie, overige diensten;2006;1537.0;0.0;0.5;1551.0;3.1;0.0;0.0;0.1;0.0;1.2;1.0;0.1;0.1
1265;R-U Cultuur, recreatie, overige diensten;2007;1378.0;0.0;0.5;1392.0;2.9;0.1;0.0;0.1;0.0;1.2;0.9;0.1;0.1
1266;R-U Cultuur, recreatie, overige diensten;2008;1482.0;0.0;0.6;1497.0;2.9;0.0;0.0;0.1;0.0;1.2;0.9;0.1;0.1
1267;R-U Cultuur, recreatie, overige diensten;2009;1518.0;0.0;0.5;1532.0;2.7;0.0;0.0;0.1;0.0;1.3;0.9;0.1;0.1
1268;R-U Cultuur, recreatie, overige diensten;2010;1756.0;0.0;0.5;1770.0;2.9;0.0;0.0;0.1;0.0;1.6;0.9;0.1;0.1
1269;R-U Cultuur, recreatie, overige diensten;2011;1441.0;0.0;0.5;1455.0;2.5;0.0;0.0;0.1;0.0;1.5;0.9;0.1;0.1
1270;R-U Cultuur, recreatie, overige diensten;2012;1465.0;0.0;0.4;1479.0;2.5;0.0;0.0;0.1;0.0;1.4;0.8;0.1;0.1
1271;R-U Cultuur, recreatie, overige diensten;2013;1547.0;0.0;0.4;1561.0;2.4;0.0;0.0;0.1;0.0;1.5;0.8;0.1;0.1
1272;R Cultuur, sport en recreatie;1990;494.0;0.0;0.1;497.0;1.4;0.1;0.0;0.0;23.4;1.0;0.4;0.1;0.1
1273;R Cultuur, sport en recreatie;1991;543.0;0.0;0.1;546.0;1.5;0.1;0.0;0.0;18.9;0.9;0.4;0.1;0.1
1274;R Cultuur, sport en recreatie;1992;517.0;0.0;0.1;521.0;1.4;0.1;0.0;0.0;14.4;0.9;0.4;0.1;0.1
1275;R Cultuur, sport en recreatie;1993;565.0;0.0;0.1;569.0;1.6;0.1;0.0;0.0;10.0;0.9;0.3;0.1;0.1
1276;R Cultuur, sport en recreatie;1994;522.0;0.0;0.2;526.0;1.3;0.1;0.0;0.0;5.5;0.9;0.3;0.1;0.1
1277;R Cultuur, sport en recreatie;1995;575.0;0.0;0.2;581.0;1.4;0.1;0.0;0.0;1.0;0.9;0.3;0.1;0.1
1278;R Cultuur, sport en recreatie;1996;641.0;0.0;0.3;648.0;1.5;0.1;0.0;0.0;0.9;0.9;0.4;0.1;0.1
1279;R Cultuur, sport en recreatie;1997;569.0;0.0;0.3;576.0;1.3;0.1;0.0;0.0;0.6;0.9;0.3;0.1;0.1
1280;R Cultuur, sport en recreatie;1998;584.0;0.0;0.3;591.0;1.3;0.1;0.0;0.0;0.3;0.8;0.3;0.1;0.1
1281;R Cultuur, sport en recreatie;1999;503.0;0.0;0.3;509.0;1.3;0.1;0.0;0.0;0.1;0.7;0.2;0.1;0.1
1282;R Cultuur, sport en recreatie;2000;530.0;0.0;0.3;537.0;1.3;0.0;0.0;0.0;0.1;0.7;0.2;0.1;0.1
1283;R Cultuur, sport en recreatie;2001;616.0;0.0;0.3;622.0;1.4;0.0;0.0;0.0;0.0;0.7;0.2;0.1;0.1
1284;R Cultuur, sport en recreatie;2002;661.0;0.0;0.3;668.0;1.4;0.0;0.0;0.0;0.0;0.7;0.2;0.1;0.1
1285;R Cultuur, sport en recreatie;2003;709.0;0.0;0.3;716.0;1.5;0.0;0.0;0.0;0.0;0.7;0.2;0.1;0.1
1286;R Cultuur, sport en recreatie;2004;706.0;0.0;0.2;713.0;1.5;0.0;0.0;0.0;0.0;0.6;0.2;0.1;0.1
1287;R Cultuur, sport en recreatie;2005;648.0;0.0;0.3;655.0;1.5;0.0;0.0;0.0;0.0;0.6;0.2;0.1;0.1
1288;R Cultuur, sport en recreatie;2006;741.0;0.0;0.3;748.0;1.6;0.0;0.0;0.0;0.0;0.6;0.2;0.1;0.1
1289;R Cultuur, sport en recreatie;2007;669.0;0.0;0.3;676.0;1.5;0.0;0.0;0.0;0.0;0.6;0.2;0.1;0.1
1290;R Cultuur, sport en recreatie;2008;706.0;0.0;0.3;713.0;1.4;0.0;0.0;0.0;0.0;0.6;0.2;0.1;0.1
1291;R Cultuur, sport en recreatie;2009;722.0;0.0;0.3;729.0;1.3;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0
1292;R Cultuur, sport en recreatie;2010;934.0;0.0;0.3;942.0;1.5;0.0;0.0;0.0;0.0;0.8;0.2;0.1;0.1
1293;R Cultuur, sport en recreatie;2011;762.0;0.0;0.3;769.0;1.3;0.0;0.0;0.0;0.0;0.8;0.2;0.0;0.0
1294;R Cultuur, sport en recreatie;2012;758.0;0.0;0.2;764.0;1.3;0.0;0.0;0.0;0.0;0.7;0.2;0.0;0.0
1295;R Cultuur, sport en recreatie;2013;800.0;0.0;0.2;807.0;1.3;0.0;0.0;0.0;0.0;0.7;0.2;0.0;0.0
1296;S Overige dienstverlening;1990;587.0;0.0;0.1;590.0;1.6;0.2;0.0;0.0;36.6;1.0;1.6;0.1;0.1
1297;S Overige dienstverlening;1991;646.0;0.0;0.1;649.0;1.7;0.2;0.0;0.0;29.5;1.0;1.5;0.1;0.1
1298;S Overige dienstverlening;1992;615.0;0.0;0.1;618.0;1.5;0.2;0.0;0.0;22.5;1.0;1.3;0.1;0.1
1299;S Overige dienstverlening;1993;672.0;0.0;0.2;676.0;1.7;0.1;0.0;0.0;15.5;1.0;1.1;0.1;0.1
1300;S Overige dienstverlening;1994;620.0;0.0;0.2;625.0;1.4;0.1;0.0;0.0;8.5;1.0;1.0;0.1;0.1
1301;S Overige dienstverlening;1995;685.0;0.0;0.3;691.0;1.6;0.1;0.0;0.0;1.4;0.9;1.3;0.1;0.1
1302;S Overige dienstverlening;1996;764.0;0.0;0.3;772.0;1.7;0.1;0.0;0.0;1.3;1.0;1.3;0.1;0.1
1303;S Overige dienstverlening;1997;676.0;0.0;0.4;684.0;1.4;0.1;0.0;0.0;0.8;0.9;1.2;0.1;0.1
1304;S Overige dienstverlening;1998;694.0;0.0;0.4;702.0;1.4;0.1;0.0;0.0;0.4;0.8;1.2;0.1;0.1
1305;S Overige dienstverlening;1999;594.0;0.0;0.3;603.0;1.4;0.1;0.0;0.0;0.2;0.7;1.2;0.1;0.1
1306;S Overige dienstverlening;2000;628.0;0.0;0.4;636.0;1.4;0.0;0.0;0.0;0.1;0.7;1.1;0.1;0.1
1307;S Overige dienstverlening;2001;724.0;0.0;0.3;732.0;1.5;0.0;0.0;0.0;0.0;0.7;1.0;0.1;0.1
1308;S Overige dienstverlening;2002;744.0;0.0;0.3;752.0;1.5;0.0;0.0;0.0;0.0;0.6;0.9;0.1;0.1
1309;S Overige dienstverlening;2003;772.0;0.0;0.3;780.0;1.5;0.0;0.0;0.0;0.0;0.6;0.9;0.1;0.1
1310;S Overige dienstverlening;2004;769.0;0.0;0.3;776.0;1.5;0.0;0.0;0.0;0.0;0.6;0.8;0.1;0.1
1311;S Overige dienstverlening;2005;696.0;0.0;0.3;704.0;1.4;0.0;0.0;0.0;0.0;0.5;0.8;0.1;0.1
1312;S Overige dienstverlening;2006;796.0;0.0;0.3;803.0;1.6;0.0;0.0;0.0;0.0;0.6;0.8;0.1;0.1
1313;S Overige dienstverlening;2007;708.0;0.0;0.3;716.0;1.4;0.0;0.0;0.0;0.0;0.6;0.7;0.1;0.1
1314;S Overige dienstverlening;2008;776.0;0.0;0.3;784.0;1.5;0.0;0.0;0.0;0.0;0.6;0.7;0.1;0.1
1315;S Overige dienstverlening;2009;796.0;0.0;0.3;804.0;1.4;0.0;0.0;0.0;0.0;0.7;0.7;0.1;0.1
1316;S Overige dienstverlening;2010;822.0;0.0;0.2;828.0;1.4;0.0;0.0;0.0;0.0;0.8;0.7;0.1;0.1
1317;S Overige dienstverlening;2011;679.0;0.0;0.2;686.0;1.2;0.0;0.0;0.0;0.0;0.8;0.7;0.0;0.0
1318;S Overige dienstverlening;2012;708.0;0.0;0.2;714.0;1.2;0.0;0.0;0.0;0.0;0.7;0.7;0.0;0.0
1319;S Overige dienstverlening;2013;747.0;0.0;0.2;754.0;1.2;0.0;0.0;0.0;0.0;0.7;0.7;0.0;0.0
1320;T Huishoudens;1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1321;T Huishoudens;1991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1322;T Huishoudens;1992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1323;T Huishoudens;1993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1324;T Huishoudens;1994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1325;T Huishoudens;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1326;T Huishoudens;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
