ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6;IndelingswijzigingWijkenEnBuurten_7
20;Totaal woningen;Wijk 00 Bellingwolde;Bellingwedde                            ;Wijk      ;WK000700  ;1800.0;3400.0;;1
21;Totaal woningen;Bellingwolde;Bellingwedde                            ;Buurt     ;BU00070000;1750.0;3300.0;;1
22;Totaal woningen;Vriescheloo;Bellingwedde                            ;Buurt     ;BU00070001;2100.0;4150.0;;1
23;Totaal woningen;Rhederweg-West;Bellingwedde                            ;Buurt     ;BU00070002;1700.0;3300.0;;1
24;Totaal woningen;Vriescheloo-Zuid;Bellingwedde                            ;Buurt     ;BU00070004;1800.0;3300.0;;1
25;Totaal woningen;Oudeschans;Bellingwedde                            ;Buurt     ;BU00070005;1800.0;2900.0;;1
26;Totaal woningen;Klein-Ulsda;Bellingwedde                            ;Buurt     ;BU00070006;1800.0;3950.0;;1
27;Totaal woningen;Verspr.h. ten Z.O. van Bellingwolde;Bellingwedde                            ;Buurt     ;BU00070007;1850.0;4250.0;;1
28;Totaal woningen;Verspr.h. ten zuidoosten van Vriescheloo;Bellingwedde                            ;Buurt     ;BU00070008;1750.0;3800.0;;1
29;Totaal woningen;Verspreide huizen Westerwoldse A;Bellingwedde                            ;Buurt     ;BU00070009;2150.0;;;1
30;Totaal woningen;Wijk 01 Oost;Bellingwedde                            ;Wijk      ;WK000701  ;1900.0;3700.0;;1
31;Totaal woningen;Veelerveen;Bellingwedde                            ;Buurt     ;BU00070100;1800.0;3500.0;;1
32;Totaal woningen;Rhederbrug-Oost;Bellingwedde                            ;Buurt     ;BU00070101;2050.0;4150.0;;1
33;Totaal woningen;Verspr.h. ten noordoosten van Rhederbrug;Bellingwedde                            ;Buurt     ;BU00070108;2100.0;3750.0;;1
34;Totaal woningen;Verspreide huizen Veelerveen;Bellingwedde                            ;Buurt     ;BU00070109;1900.0;4000.0;;1
35;Totaal woningen;Wijk 02 Blijham;Bellingwedde                            ;Wijk      ;WK000702  ;1750.0;3300.0;;1
36;Totaal woningen;Blijham;Bellingwedde                            ;Buurt     ;BU00070200;1650.0;3000.0;;1
37;Totaal woningen;Morige;Bellingwedde                            ;Buurt     ;BU00070201;1850.0;3900.0;;1
38;Totaal woningen;Wedde;Bellingwedde                            ;Buurt     ;BU00070202;1750.0;3200.0;;1
39;Totaal woningen;Wedderheide;Bellingwedde                            ;Buurt     ;BU00070203;2100.0;3850.0;;1
40;Totaal woningen;Wedderveer;Bellingwedde                            ;Buurt     ;BU00070204;2300.0;4050.0;;1
41;Totaal woningen;Verspreide huizen in de polder Blijham;Bellingwedde                            ;Buurt     ;BU00070206;2800.0;5050.0;;1
42;Totaal woningen;Verspreide huizen ten westen van Blijham;Bellingwedde                            ;Buurt     ;BU00070207;2100.0;4000.0;;1
43;Totaal woningen;Verspreide huizen Hoorn;Bellingwedde                            ;Buurt     ;BU00070208;1900.0;4350.0;;1
44;Totaal woningen;Verspreide huizen in de Weddermarke;Bellingwedde                            ;Buurt     ;BU00070209;2000.0;4000.0;;1
45;Totaal woningen;Ten Boer;Ten Boer                                ;Gemeente  ;GM0009    ;1600.0;3050.0;;.
46;Totaal woningen;Wijk 00 West;Ten Boer                                ;Wijk      ;WK000900  ;1550.0;3000.0;;1
47;Totaal woningen;Ten Boer;Ten Boer                                ;Buurt     ;BU00090000;1450.0;2850.0;;1
48;Totaal woningen;Garmerwolde;Ten Boer                                ;Buurt     ;BU00090001;1700.0;3300.0;;1
49;Totaal woningen;Thesinge;Ten Boer                                ;Buurt     ;BU00090002;1850.0;3450.0;;1
50;Totaal woningen;Sint-Annen;Ten Boer                                ;Buurt     ;BU00090003;1750.0;3400.0;;1
51;Totaal woningen;Achter-Thesinge en Bovenrijge;Ten Boer                                ;Buurt     ;BU00090005;1950.0;3950.0;;1
52;Totaal woningen;Verspr.h. ten noorden van het Eemskanaal;Ten Boer                                ;Buurt     ;BU00090009;1900.0;3850.0;;1
53;Totaal woningen;Wijk 01 Oost;Ten Boer                                ;Wijk      ;WK000901  ;1800.0;3250.0;;1
54;Totaal woningen;Ten Post;Ten Boer                                ;Buurt     ;BU00090100;1800.0;3150.0;;1
55;Totaal woningen;Winneweer (gedeeltelijk);Ten Boer                                ;Buurt     ;BU00090101;1900.0;3900.0;;1
56;Totaal woningen;Woltersum;Ten Boer                                ;Buurt     ;BU00090102;1650.0;3050.0;;1
57;Totaal woningen;Wittewierum;Ten Boer                                ;Buurt     ;BU00090104;2200.0;4250.0;;1
58;Totaal woningen;Lellens;Ten Boer                                ;Buurt     ;BU00090106;1750.0;3600.0;;1
59;Totaal woningen;Verspr.h. ten noorden van het Eemskanaal;Ten Boer                                ;Buurt     ;BU00090109;1950.0;3350.0;;1
60;Totaal woningen;Delfzijl;Delfzijl                                ;Gemeente  ;GM0010    ;1450.0;2900.0;;.
61;Totaal woningen;Wijk 00 Stad;Delfzijl                                ;Wijk      ;WK001000  ;1350.0;2750.0;;1
62;Totaal woningen;Delfzijl-Centrum;Delfzijl                                ;Buurt     ;BU00100000;1050.0;1950.0;;1
63;Totaal woningen;Farmsum;Delfzijl                                ;Buurt     ;BU00100001;1500.0;2900.0;;1
64;Totaal woningen;Delfzijl-Noord;Delfzijl                                ;Buurt     ;BU00100002;1300.0;2650.0;;1
65;Totaal woningen;Delfzijl-West;Delfzijl                                ;Buurt     ;BU00100003;1450.0;2600.0;;1
66;Totaal woningen;Fivelzigt;Delfzijl                                ;Buurt     ;BU00100004;1500.0;3450.0;;1
67;Totaal woningen;Tuikwerd;Delfzijl                                ;Buurt     ;BU00100005;1300.0;3100.0;;1
68;Totaal woningen;Wijk 01 Land;Delfzijl                                ;Wijk      ;WK001001  ;2000.0;3750.0;;1
69;Totaal woningen;Meedhuizen;Delfzijl                                ;Buurt     ;BU00100103;2000.0;3700.0;;1
70;Totaal woningen;Uitwierde;Delfzijl                                ;Buurt     ;BU00100104;2000.0;3500.0;;1
71;Totaal woningen;Verspr.h. Eemskanaal (ten zuiden);Delfzijl                                ;Buurt     ;BU00100107;2000.0;4050.0;;1
72;Totaal woningen;Industrieterrein;Delfzijl                                ;Buurt     ;BU00100108;;;;1
73;Totaal woningen;Verspreide huizen in het noorden;Delfzijl                                ;Buurt     ;BU00100109;;;;1
74;Totaal woningen;Wijk 02;Delfzijl                                ;Wijk      ;WK001002  ;1750.0;3250.0;;1
75;Totaal woningen;Woldendorp;Delfzijl                                ;Buurt     ;BU00100200;1750.0;3400.0;;1
76;Totaal woningen;Termunten;Delfzijl                                ;Buurt     ;BU00100201;1800.0;3550.0;;1
77;Totaal woningen;Termunterzijl;Delfzijl                                ;Buurt     ;BU00100202;1700.0;2750.0;;1
78;Totaal woningen;Borgsweer;Delfzijl                                ;Buurt     ;BU00100203;1850.0;3600.0;;1
79;Totaal woningen;Wagenborgen;Delfzijl                                ;Buurt     ;BU00100205;1700.0;3050.0;;1
80;Totaal woningen;Verspreide huizen Wagenborgen;Delfzijl                                ;Buurt     ;BU00100207;1900.0;4200.0;;1
81;Totaal woningen;Verspreide huizen Termunten;Delfzijl                                ;Buurt     ;BU00100209;1900.0;3600.0;;1
82;Totaal woningen;Wijk 03;Delfzijl                                ;Wijk      ;WK001003  ;1800.0;3250.0;;1
83;Totaal woningen;Bierum;Delfzijl                                ;Buurt     ;BU00100300;1600.0;2750.0;;1
84;Totaal woningen;Spijk;Delfzijl                                ;Buurt     ;BU00100301;1750.0;3200.0;;1
85;Totaal woningen;Holwierde;Delfzijl                                ;Buurt     ;BU00100302;1750.0;3300.0;;1
86;Totaal woningen;Godlinze;Delfzijl                                ;Buurt     ;BU00100303;1750.0;3200.0;;1
87;Totaal woningen;Losdorp;Delfzijl                                ;Buurt     ;BU00100304;1800.0;3450.0;;1
88;Totaal woningen;Krewerd;Delfzijl                                ;Buurt     ;BU00100305;1950.0;3450.0;;1
89;Totaal woningen;Verspreide huizen Bierum;Delfzijl                                ;Buurt     ;BU00100309;2050.0;3550.0;;1
90;Totaal woningen;Groningen;Groningen                               ;Gemeente  ;GM0014    ;1150.0;2450.0;;.
91;Totaal woningen;Wijk 00 Binnenstad;Groningen                               ;Wijk      ;WK001400  ;1150.0;2300.0;;1
92;Totaal woningen;Stadscentrum;Groningen                               ;Buurt     ;BU00140000;1250.0;2500.0;;1
93;Totaal woningen;Binnenstad-Zuid;Groningen                               ;Buurt     ;BU00140001;1150.0;2300.0;;1
94;Totaal woningen;Binnenstad-Oost;Groningen                               ;Buurt     ;BU00140002;1100.0;2150.0;;1
95;Totaal woningen;Binnenstad-West;Groningen                               ;Buurt     ;BU00140003;1200.0;2200.0;;1
96;Totaal woningen;Binnenstad-Noord;Groningen                               ;Buurt     ;BU00140004;1250.0;2250.0;;1
97;Totaal woningen;Wijk 01 Schilders- en Zeeheldenwijk;Groningen                               ;Wijk      ;WK001401  ;1150.0;2350.0;;1
98;Totaal woningen;Schildersbuurt;Groningen                               ;Buurt     ;BU00140100;1450.0;2600.0;;1
99;Totaal woningen;Zeeheldenbuurt;Groningen                               ;Buurt     ;BU00140101;1250.0;2200.0;;1
100;Totaal woningen;Friesestraatweg;Groningen                               ;Buurt     ;BU00140102;1950.0;3050.0;;1
101;Totaal woningen;Kostverloren;Groningen                               ;Buurt     ;BU00140103;1050.0;1950.0;;1
102;Totaal woningen;Vinkhuizen-Zuid;Groningen                               ;Buurt     ;BU00140104;950.0;2500.0;11.0;1
103;Totaal woningen;Vinkhuizen-Noord;Groningen                               ;Buurt     ;BU00140105;1050.0;2450.0;;1
104;Totaal woningen;Hoendiep;Groningen                               ;Buurt     ;BU00140106;1500.0;3050.0;;1
105;Totaal woningen;Wijk 02 Oranjewijk;Groningen                               ;Wijk      ;WK001402  ;1250.0;2300.0;;1
106;Totaal woningen;Oranjebuurt;Groningen                               ;Buurt     ;BU00140200;1200.0;2200.0;;1
107;Totaal woningen;Concordiabuurt;Groningen                               ;Buurt     ;BU00140201;1050.0;1850.0;;1
108;Totaal woningen;Selwerd;Groningen                               ;Buurt     ;BU00140202;1050.0;2050.0;;1
109;Totaal woningen;Paddepoel-Zuid;Groningen                               ;Buurt     ;BU00140203;1100.0;2350.0;;1
110;Totaal woningen;Paddepoel-Noord;Groningen                               ;Buurt     ;BU00140204;1400.0;2050.0;;1
111;Totaal woningen;Noorderhoogebrug;Groningen                               ;Buurt     ;BU00140205;1950.0;4050.0;;1
112;Totaal woningen;Universiteitscomplex;Groningen                               ;Buurt     ;BU00140206;;2800.0;;1
113;Totaal woningen;Koningslaagte;Groningen                               ;Buurt     ;BU00140207;2350.0;5450.0;;1
114;Totaal woningen;Wijk 03 Korrewegwijk;Groningen                               ;Wijk      ;WK001403  ;1050.0;2100.0;;1
115;Totaal woningen;West-Indische buurt;Groningen                               ;Buurt     ;BU00140300;850.0;2050.0;;1
116;Totaal woningen;De Hoogte;Groningen                               ;Buurt     ;BU00140301;900.0;2000.0;;1
117;Totaal woningen;Oost-Indische buurt;Groningen                               ;Buurt     ;BU00140302;1100.0;2100.0;;1
118;Totaal woningen;Korrewegbuurt;Groningen                               ;Buurt     ;BU00140303;1200.0;2250.0;5.2;1
119;Totaal woningen;Wijk 04 Oosterparkwijk;Groningen                               ;Wijk      ;WK001404  ;1100.0;2400.0;;1
120;Totaal woningen;Gorechtbuurt;Groningen                               ;Buurt     ;BU00140400;1100.0;2150.0;;1
121;Totaal woningen;Oosterparkbuurt;Groningen                               ;Buurt     ;BU00140401;1000.0;2150.0;;1
122;Totaal woningen;Bloemenbuurt;Groningen                               ;Buurt     ;BU00140402;900.0;1950.0;;1
123;Totaal woningen;Florabuurt;Groningen                               ;Buurt     ;BU00140403;950.0;2050.0;;1
124;Totaal woningen;Damsterbuurt;Groningen                               ;Buurt     ;BU00140404;1100.0;1950.0;;1
125;Totaal woningen;Wijk 05 Oosterpoortwijk;Groningen                               ;Wijk      ;WK001405  ;1100.0;2500.0;;1
126;Totaal woningen;Oosterpoortbuurt;Groningen                               ;Buurt     ;BU00140500;1100.0;2100.0;;1
127;Totaal woningen;Industriebuurt;Groningen                               ;Buurt     ;BU00140501;850.0;2650.0;;1
128;Totaal woningen;Euvelgunne;Groningen                               ;Buurt     ;BU00140502;;;;1
129;Totaal woningen;Middelbert;Groningen                               ;Buurt     ;BU00140503;2100.0;3800.0;;1
130;Totaal woningen;Engelbert;Groningen                               ;Buurt     ;BU00140504;1550.0;3550.0;;1
131;Totaal woningen;Roodehaan;Groningen                               ;Buurt     ;BU00140505;3200.0;5400.0;;1
132;Totaal woningen;Woonschepenhaven;Groningen                               ;Buurt     ;BU00140509;;;;1
133;Totaal woningen;Wijk 06 Herewegwijk en Helpman;Groningen                               ;Wijk      ;WK001406  ;1300.0;2450.0;;1
134;Totaal woningen;Herewegbuurt;Groningen                               ;Buurt     ;BU00140600;1200.0;2200.0;;1
135;Totaal woningen;Rivierenbuurt;Groningen                               ;Buurt     ;BU00140601;1100.0;2050.0;7.6;1
136;Totaal woningen;Helpman-West;Groningen                               ;Buurt     ;BU00140602;1250.0;2350.0;;1
137;Totaal woningen;Villabuurt-Oost;Groningen                               ;Buurt     ;BU00140603;2250.0;3600.0;;1
138;Totaal woningen;Helpman-Oost;Groningen                               ;Buurt     ;BU00140604;1350.0;2300.0;;1
139;Totaal woningen;Coendersborg;Groningen                               ;Buurt     ;BU00140605;1400.0;2750.0;;1
140;Totaal woningen;De Wijert-Noord;Groningen                               ;Buurt     ;BU00140606;1000.0;2100.0;;1
141;Totaal woningen;De Wijert-Zuid;Groningen                               ;Buurt     ;BU00140607;1550.0;2800.0;;1
142;Totaal woningen;Villabuurt-West;Groningen                               ;Buurt     ;BU00140608;2050.0;4150.0;;1
143;Totaal woningen;Woonwagenkamp;                                        ;          ;          ;;;; 
144;Totaal woningen;Wijk 07 Stadsparkwijk;Groningen                               ;Wijk      ;WK001407  ;1100.0;2400.0;;1
145;Totaal woningen;Laanhuizen;Groningen                               ;Buurt     ;BU00140700;1200.0;2200.0;;1
146;Totaal woningen;Grunobuurt;Groningen                               ;Buurt     ;BU00140701;1200.0;2000.0;;1
147;Totaal woningen;Corpus Den Hoorn-Noord;Groningen                               ;Buurt     ;BU00140702;950.0;2000.0;;1
148;Totaal woningen;Corpus Den Hoorn-Zuid;Groningen                               ;Buurt     ;BU00140703;1150.0;2700.0;;1
149;Totaal woningen;Stadspark;Groningen                               ;Buurt     ;BU00140704;1350.0;3750.0;;1
150;Totaal woningen;Peizerweg;Groningen                               ;Buurt     ;BU00140705;;;;1
151;Totaal woningen;Woonwagenkamp;Groningen                               ;Buurt     ;BU00140709;1100.0;3650.0;;1
152;Totaal woningen;Wijk 08 Hoogkerk;Groningen                               ;Wijk      ;WK001408  ;1250.0;3200.0;;1
153;Totaal woningen;Hoogkerk-Dorp;Groningen                               ;Buurt     ;BU00140800;1350.0;2800.0;;1
154;Totaal woningen;Hoogkerk-Zuid;Groningen                               ;Buurt     ;BU00140801;1250.0;2750.0;;1
155;Totaal woningen;Vierverlaten;Groningen                               ;Buurt     ;BU00140802;1900.0;3900.0;;1
156;Totaal woningen;Leegkerk;Groningen                               ;Buurt     ;BU00140803;1250.0;3750.0;;1
157;Totaal woningen;Dorkwerd;Groningen                               ;Buurt     ;BU00140804;1100.0;3400.0;;1
158;Totaal woningen;Bangeweer;Groningen                               ;Buurt     ;BU00140805;1250.0;3300.0;;1
159;Totaal woningen;De Held;Groningen                               ;Buurt     ;BU00140806;1050.0;3450.0;;1
160;Totaal woningen;Zuidwending;Groningen                               ;Buurt     ;BU00140807;2300.0;4300.0;;1
161;Totaal woningen;Wijk 09 Noorddijk;Groningen                               ;Wijk      ;WK001409  ;1150.0;2900.0;;1
162;Totaal woningen;Oosterhoogebrug;Groningen                               ;Buurt     ;BU00140900;1350.0;3050.0;;1
163;Totaal woningen;Lewenborg-Zuid;Groningen                               ;Buurt     ;BU00140901;1200.0;2850.0;;1
164;Totaal woningen;Lewenborg-Noord;Groningen                               ;Buurt     ;BU00140902;1100.0;2700.0;5.6;1
165;Totaal woningen;Lewenborg-West;Groningen                               ;Buurt     ;BU00140903;1300.0;3150.0;;1
166;Totaal woningen;Bovenstreek;Groningen                               ;Buurt     ;BU00140904;1350.0;3950.0;;1
167;Totaal woningen;Beijum-Oost;Groningen                               ;Buurt     ;BU00140905;1000.0;2650.0;;1
168;Totaal woningen;Beijum-West;Groningen                               ;Buurt     ;BU00140906;1150.0;2700.0;;1
169;Totaal woningen;Ulgersmabuurt;Groningen                               ;Buurt     ;BU00140907;1200.0;3500.0;;1
170;Totaal woningen;Ruischerbrug;Groningen                               ;Buurt     ;BU00140908;1150.0;3050.0;;1
171;Totaal woningen;Grootegast;Grootegast                              ;Gemeente  ;GM0015    ;1650.0;3400.0;;.
172;Totaal woningen;Wijk 00 Grootegast;Grootegast                              ;Wijk      ;WK001500  ;1650.0;3300.0;;1
173;Totaal woningen;Grootegast;Grootegast                              ;Buurt     ;BU00150000;1550.0;3100.0;;1
174;Totaal woningen;Doezum;Grootegast                              ;Buurt     ;BU00150001;1700.0;3350.0;;1
175;Totaal woningen;Sebaldeburen;Grootegast                              ;Buurt     ;BU00150002;1750.0;3450.0;;1
176;Totaal woningen;Het Peebos;Grootegast                              ;Buurt     ;BU00150006;2250.0;4250.0;;1
177;Totaal woningen;Verspr.h. ten zuiden van Sebaldeburen;Grootegast                              ;Buurt     ;BU00150007;1700.0;3700.0;;1
178;Totaal woningen;Verspr.h. ten zuiden van Grootegast;Grootegast                              ;Buurt     ;BU00150008;2100.0;4400.0;;1
179;Totaal woningen;Overige verspreide huizen;Grootegast                              ;Buurt     ;BU00150009;1900.0;4500.0;;1
180;Totaal woningen;Wijk 01 Lutjegast;Grootegast                              ;Wijk      ;WK001501  ;1800.0;3650.0;;1
181;Totaal woningen;Lutjegast;Grootegast                              ;Buurt     ;BU00150100;1750.0;3450.0;;1
182;Totaal woningen;Verspreide huizen Lutjegast;Grootegast                              ;Buurt     ;BU00150109;1900.0;4300.0;;1
183;Totaal woningen;Wijk 02 Opende;Grootegast                              ;Wijk      ;WK001502  ;1700.0;3500.0;;1
184;Totaal woningen;Opende-West;Grootegast                              ;Buurt     ;BU00150200;1550.0;3100.0;;1
185;Totaal woningen;Opende-Oost;Grootegast                              ;Buurt     ;BU00150201;2000.0;3700.0;;1
186;Totaal woningen;Kornhorn;Grootegast                              ;Buurt     ;BU00150202;1750.0;3250.0;;1
187;Totaal woningen;Verspreide huizen ten zuiden van Opende;Grootegast                              ;Buurt     ;BU00150209;1800.0;4250.0;;1
188;Totaal woningen;Wijk 03 Oldekerk;Grootegast                              ;Wijk      ;WK001503  ;1650.0;3300.0;;1
189;Totaal woningen;Niekerk;Grootegast                              ;Buurt     ;BU00150300;1650.0;3100.0;;1
190;Totaal woningen;Oldekerk;Grootegast                              ;Buurt     ;BU00150301;1500.0;3350.0;;1
191;Totaal woningen;Verspreide huizen Oldekerk;Grootegast                              ;Buurt     ;BU00150309;1900.0;4000.0;;1
192;Totaal woningen;Haren;Haren                                   ;Gemeente  ;GM0017    ;1800.0;3150.0;;.
193;Totaal woningen;Wijk 00 Centrum;Haren                                   ;Wijk      ;WK001700  ;1750.0;3050.0;;1
194;Totaal woningen;Haren;Haren                                   ;Buurt     ;BU00170000;1800.0;2950.0;;1
195;Totaal woningen;Oosterhaar;Haren                                   ;Buurt     ;BU00170001;1450.0;2950.0;;1
196;Totaal woningen;Voorveld;Haren                                   ;Buurt     ;BU00170002;3100.0;5100.0;;1
197;Totaal woningen;Harenermolen;Haren                                   ;Buurt     ;BU00170003;2600.0;4050.0;;1
198;Totaal woningen;Glimmen;Haren                                   ;Buurt     ;BU00170004;2300.0;3900.0;;1
199;Totaal woningen;Hemmen;Haren                                   ;Buurt     ;BU00170005;1650.0;3350.0;;1
200;Totaal woningen;Wijk 01 Land;Haren                                   ;Wijk      ;WK001701  ;2200.0;4100.0;;1
201;Totaal woningen;Noordlaren;Haren                                   ;Buurt     ;BU00170100;2050.0;3850.0;;1
202;Totaal woningen;Onnen;Haren                                   ;Buurt     ;BU00170101;1900.0;3850.0;;1
203;Totaal woningen;Paterswolde (gedeeltelijk);Haren                                   ;Buurt     ;BU00170102;1600.0;3900.0;;1
204;Totaal woningen;Essen;Haren                                   ;Buurt     ;BU00170103;2750.0;4400.0;;1
205;Totaal woningen;Verspr.h. ten W. van Noord-Willemskanaal;Haren                                   ;Buurt     ;BU00170106;2100.0;4150.0;;1
206;Totaal woningen;Verspreide huizen op de Hondsrug;Haren                                   ;Buurt     ;BU00170107;2550.0;4150.0;;1
207;Totaal woningen;Verspreide huizen Onner Esch;Haren                                   ;Buurt     ;BU00170108;2700.0;4750.0;;1
208;Totaal woningen;Verspr.h. ten oosten van de Hondsrug;Haren                                   ;Buurt     ;BU00170109;2000.0;;;1
209;Totaal woningen;Hoogezand-Sappemeer;Hoogezand-Sappemeer                     ;Gemeente  ;GM0018    ;1400.0;2950.0;;.
210;Totaal woningen;Wijk 01 Foxham en Hoogezand-Noord;Hoogezand-Sappemeer                     ;Wijk      ;WK001801  ;1250.0;2500.0;;1
211;Totaal woningen;Noorderpark;Hoogezand-Sappemeer                     ;Buurt     ;BU00180101;1100.0;2250.0;;1
212;Totaal woningen;Westerpark;Hoogezand-Sappemeer                     ;Buurt     ;BU00180102;1400.0;2800.0;;1
213;Totaal woningen;Beukemabuurt;Hoogezand-Sappemeer                     ;Buurt     ;BU00180103;1100.0;2000.0;;1
214;Totaal woningen;Oosterpark;Hoogezand-Sappemeer                     ;Buurt     ;BU00180104;2100.0;3450.0;;1
215;Totaal woningen;Martenshoek;Hoogezand-Sappemeer                     ;Buurt     ;BU00180105;1200.0;2650.0;;1
216;Totaal woningen;Industriegebied Martenshoek;Hoogezand-Sappemeer                     ;Buurt     ;BU00180106;1850.0;3650.0;;1
217;Totaal woningen;Stadshart-Noord;Hoogezand-Sappemeer                     ;Buurt     ;BU00180107;1050.0;2400.0;;1
218;Totaal woningen;Wijk 02 Hoogezand-Zuid;Hoogezand-Sappemeer                     ;Wijk      ;WK001802  ;1300.0;2800.0;;1
219;Totaal woningen;Spoorstraat en Kieldiep;Hoogezand-Sappemeer                     ;Buurt     ;BU00180201;1200.0;2450.0;;1
220;Totaal woningen;Burgemeester van Royenstraat en omgeving;Hoogezand-Sappemeer                     ;Buurt     ;BU00180202;1500.0;3200.0;;1
221;Totaal woningen;Gorecht-Noord;Hoogezand-Sappemeer                     ;Buurt     ;BU00180203;1050.0;2200.0;;1
222;Totaal woningen;Gorechtpark;                                        ;          ;          ;;;; 
223;Totaal woningen;Gorecht-West;Hoogezand-Sappemeer                     ;Buurt     ;BU00180205;1400.0;2900.0;;1
224;Totaal woningen;Woldwijck-West;Hoogezand-Sappemeer                     ;Buurt     ;BU00180206;1500.0;3300.0;;1
225;Totaal woningen;Woldwijck-Midden;Hoogezand-Sappemeer                     ;Buurt     ;BU00180207;950.0;2650.0;;1
226;Totaal woningen;Woldwijck-Oost;Hoogezand-Sappemeer                     ;Buurt     ;BU00180208;1450.0;3150.0;;1
227;Totaal woningen;Kropswolderpolder;                                        ;          ;          ;;;; 
228;Totaal woningen;Gorechtpark-Oost;Hoogezand-Sappemeer                     ;Buurt     ;BU00180210;2200.0;2800.0;;1
229;Totaal woningen;Wijk 03 Kalkwijk;Hoogezand-Sappemeer                     ;Wijk      ;WK001803  ;1450.0;3500.0;;1
230;Totaal woningen;Stadshart-Zuid;Hoogezand-Sappemeer                     ;Buurt     ;BU00180301;800.0;2150.0;;1
231;Totaal woningen;Zuiderpark;Hoogezand-Sappemeer                     ;Buurt     ;BU00180302;1950.0;3350.0;;1
232;Totaal woningen;De Dreven;Hoogezand-Sappemeer                     ;Buurt     ;BU00180303;1450.0;3750.0;;1
233;Totaal woningen;De Vosholen-West;Hoogezand-Sappemeer                     ;Buurt     ;BU00180304;1050.0;4000.0;;1
234;Totaal woningen;Kalkwijk-Zuid;Hoogezand-Sappemeer                     ;Buurt     ;BU00180305;2350.0;4250.0;;1
235;Totaal woningen;Kalkwijk-Noord;                                        ;          ;          ;;;; 
236;Totaal woningen;Wijk 05 Kiel-Windeweer;Hoogezand-Sappemeer                     ;Wijk      ;WK001805  ;1900.0;3900.0;;1
237;Totaal woningen;Kiel-Windeweer;Hoogezand-Sappemeer                     ;Buurt     ;BU00180501;1900.0;3850.0;;1
238;Totaal woningen;Kiel-Windeweer Buiten;Hoogezand-Sappemeer                     ;Buurt     ;BU00180502;2100.0;4200.0;;1
239;Totaal woningen;Wijk 06 Kropswolde;Hoogezand-Sappemeer                     ;Wijk      ;WK001806  ;2100.0;4300.0;;1
240;Totaal woningen;Recreatiegebied Meerwijck;Hoogezand-Sappemeer                     ;Buurt     ;BU00180601;1550.0;3000.0;;1
241;Totaal woningen;Polder Kropswolde;Hoogezand-Sappemeer                     ;Buurt     ;BU00180602;2050.0;3900.0;;1
242;Totaal woningen;Meerwijck;Hoogezand-Sappemeer                     ;Buurt     ;BU00180603;2200.0;4700.0;;1
243;Totaal woningen;Polder Wolfsbarge;Hoogezand-Sappemeer                     ;Buurt     ;BU00180604;2500.0;4250.0;;1
