ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidMetWoning_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenheidMetWoonomgeving_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;ScoreOnveiligheidsgevoelens_17;Veilig_18;NietVeiligNietOnveilig_19;Onveilig_20
10;Totaal;Waarde;2023;7.6;2.3;11.1;86.6;7.5;2.9;12.9;84.2;7.9;4.2;9.6;86.2;7.8;3.6;11.0;85.4;3.3;75.2;13.6;11.3
11;Totaal;Ondergrens 95%-interval;2013;7.7;2.1;9.2;86.6;7.5;3.0;12.1;82.6;8.0;3.4;7.4;87.2;7.9;2.9;9.6;85.4;3.5;68.1;15.9;13.1
12;Totaal;Ondergrens 95%-interval;2014;7.7;2.0;9.0;87.1;7.5;2.9;11.3;83.7;8.0;3.3;7.7;87.0;7.8;3.4;9.9;84.5;3.5;68.9;15.3;13.0
13;Totaal;Ondergrens 95%-interval;2015;7.7;2.4;9.1;86.6;7.5;3.4;11.4;83.0;7.9;3.0;8.9;86.1;7.8;3.4;9.6;85.0;3.5;68.1;15.9;13.3
14;Totaal;Ondergrens 95%-interval;2016;7.7;2.2;8.4;87.5;7.6;2.6;11.0;84.3;7.9;3.5;7.8;86.8;7.8;3.5;9.3;85.1;3.5;67.3;16.4;13.4
15;Totaal;Ondergrens 95%-interval;2017;7.7;2.4;9.0;86.6;7.6;3.1;10.3;84.5;7.9;3.8;7.9;86.2;7.8;3.3;9.4;85.3;3.5;68.7;15.4;13.1
16;Totaal;Ondergrens 95%-interval;2018;7.6;2.4;8.7;86.9;7.6;2.1;11.0;84.8;7.9;3.9;8.4;85.6;7.8;3.6;9.4;84.9;3.3;72.7;14.0;10.7
17;Totaal;Ondergrens 95%-interval;2019;7.7;2.2;7.8;88.1;7.6;2.0;9.6;86.4;7.9;4.0;7.3;86.6;7.8;3.6;9.2;85.0;3.2;72.6;13.8;10.9
18;Totaal;Ondergrens 95%-interval;2020;7.6;2.3;9.7;85.9;7.6;2.4;11.6;83.9;7.9;3.6;7.7;86.6;7.8;3.7;9.2;85.0;3.2;73.3;13.1;11.0
19;Totaal;Ondergrens 95%-interval;2021;7.6;2.8;9.5;85.4;7.5;2.8;12.2;82.6;7.9;4.7;8.3;84.6;7.8;4.2;8.2;85.3;3.1;74.5;11.9;10.8
20;Totaal;Ondergrens 95%-interval;2022;7.6;2.5;10.4;85.2;7.5;2.7;12.7;82.4;7.9;3.7;8.8;85.5;7.8;2.7;9.1;86.3;3.2;74.2;12.9;10.4
21;Totaal;Ondergrens 95%-interval;2023;7.6;1.9;10.4;85.7;7.5;2.5;12.1;83.2;7.8;3.7;8.9;85.3;7.8;3.1;10.3;84.5;3.2;74.1;12.8;10.5
22;Totaal;Bovengrens 95%-interval;2013;7.7;2.9;10.8;88.4;7.6;4.0;13.9;84.5;8.1;4.5;8.8;88.8;7.9;3.9;11.1;87.1;3.6;70.4;17.8;14.8
23;Totaal;Bovengrens 95%-interval;2014;7.7;2.8;10.5;88.7;7.6;3.8;12.9;85.5;8.0;4.3;9.1;88.7;7.9;4.4;11.5;86.3;3.6;71.1;17.0;14.7
24;Totaal;Bovengrens 95%-interval;2015;7.7;3.2;10.6;88.2;7.6;4.4;13.0;84.8;8.0;4.0;10.3;87.8;7.9;4.3;11.1;86.7;3.6;70.3;17.6;14.9
25;Totaal;Bovengrens 95%-interval;2016;7.8;3.1;9.8;89.1;7.6;3.5;12.6;86.0;8.0;4.5;9.2;88.4;7.9;4.5;10.8;86.8;3.6;69.6;18.2;15.1
26;Totaal;Bovengrens 95%-interval;2017;7.7;3.2;10.5;88.3;7.6;4.0;11.9;86.3;8.0;4.9;9.3;87.9;7.9;4.2;10.9;87.0;3.6;70.9;17.2;14.8
27;Totaal;Bovengrens 95%-interval;2018;7.7;3.3;10.2;88.5;7.6;2.9;12.7;86.6;8.0;4.9;9.9;87.3;7.9;4.6;10.9;86.7;3.4;74.8;15.7;12.2
28;Totaal;Bovengrens 95%-interval;2019;7.7;3.1;9.2;89.7;7.7;2.8;11.1;88.2;8.0;5.1;8.7;88.4;7.9;4.7;10.7;86.8;3.3;74.8;15.6;12.4
29;Totaal;Bovengrens 95%-interval;2020;7.7;3.2;11.3;87.6;7.6;3.2;13.3;85.7;8.0;4.7;9.1;88.4;7.9;4.8;10.7;86.8;3.3;75.4;14.8;12.6
30;Totaal;Bovengrens 95%-interval;2021;7.6;3.8;11.2;87.3;7.6;3.9;14.0;84.6;8.0;6.0;9.9;86.6;7.9;5.4;9.8;87.2;3.3;76.7;13.7;12.5
31;Totaal;Bovengrens 95%-interval;2022;7.6;3.3;11.9;86.9;7.5;3.6;14.4;84.2;7.9;4.8;10.2;87.1;7.9;3.6;10.5;87.9;3.3;76.2;14.5;11.9
32;Totaal;Bovengrens 95%-interval;2023;7.7;2.7;11.9;87.4;7.6;3.4;13.8;85.0;7.9;4.7;10.4;87.1;7.9;4.1;11.8;86.3;3.3;76.2;14.4;12.0
33;Stedelijkheid: zeer sterk stedelijk;Waarde;2013;7.6;3.6;13.8;82.7;7.3;5.1;17.3;77.6;7.7;6.5;13.7;79.8;7.6;4.6;15.2;80.2;3.6;67.8;18.7;13.5
34;Stedelijkheid: zeer sterk stedelijk;Waarde;2014;7.6;3.4;10.7;85.9;7.5;4.2;14.1;81.7;7.6;6.2;12.2;81.6;7.6;5.7;13.2;81.2;3.5;71.7;16.3;12.0
35;Stedelijkheid: zeer sterk stedelijk;Waarde;2015;7.5;4.3;12.3;83.4;7.4;5.7;14.1;80.2;7.6;5.5;13.8;80.7;7.6;6.0;13.4;80.6;3.6;68.3;18.4;13.3
36;Stedelijkheid: zeer sterk stedelijk;Waarde;2016;7.6;3.9;10.8;85.3;7.5;3.9;14.1;81.9;7.6;6.0;12.6;81.4;7.6;6.5;13.0;80.5;3.6;69.7;17.3;13.0
37;Stedelijkheid: zeer sterk stedelijk;Waarde;2017;7.6;3.7;12.7;83.7;7.4;4.8;14.3;80.8;7.6;7.4;14.3;78.3;7.6;5.9;14.5;79.6;3.6;68.4;16.6;15.0
38;Stedelijkheid: zeer sterk stedelijk;Waarde;2018;7.6;3.8;10.3;85.9;7.6;3.4;12.4;84.2;7.7;6.4;11.8;81.8;7.6;5.0;14.2;80.7;3.4;73.3;15.4;11.4
39;Stedelijkheid: zeer sterk stedelijk;Waarde;2019;7.6;4.4;9.5;86.1;7.5;3.8;11.7;84.5;7.5;7.8;12.4;79.9;7.5;7.3;12.6;80.1;3.4;72.0;16.8;11.2
40;Stedelijkheid: zeer sterk stedelijk;Waarde;2020;7.6;2.5;13.9;83.6;7.4;3.7;15.8;80.4;7.5;7.1;12.8;80.0;7.5;6.4;14.3;79.2;3.3;73.9;15.7;10.4
41;Stedelijkheid: zeer sterk stedelijk;Waarde;2021;7.4;4.5;14.2;81.3;7.3;5.2;16.3;78.5;7.4;9.2;13.5;77.3;7.5;7.5;13.2;79.3;3.4;72.4;15.3;12.3
42;Stedelijkheid: zeer sterk stedelijk;Waarde;2022;7.5;3.5;11.4;85.1;7.4;3.9;15.4;80.6;7.5;6.6;15.9;77.5;7.5;4.7;14.6;80.7;3.4;73.4;15.6;11.0
43;Stedelijkheid: zeer sterk stedelijk;Waarde;2023;7.5;2.9;14.0;83.1;7.4;3.8;14.7;81.5;7.5;6.9;14.6;78.6;7.5;6.0;16.1;77.8;3.4;73.8;14.7;11.5
44;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2013;7.5;2.6;11.8;80.3;7.2;3.9;15.2;75.0;7.5;5.1;11.8;77.2;7.5;3.4;13.2;77.7;3.5;65.0;16.5;11.6
45;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2014;7.5;2.6;9.0;83.7;7.4;3.2;12.2;79.3;7.5;4.9;10.4;79.2;7.5;4.4;11.3;78.8;3.3;69.0;14.3;10.3
46;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2015;7.5;3.3;10.6;81.2;7.3;4.5;12.3;77.9;7.5;4.4;12.0;78.3;7.5;4.8;11.6;78.2;3.4;65.7;16.4;11.5
47;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2016;7.5;2.9;9.2;83.2;7.4;3.0;12.2;79.7;7.5;4.8;10.9;79.1;7.5;5.2;11.2;78.2;3.4;67.1;15.3;11.3
48;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2017;7.5;2.8;11.0;81.5;7.4;3.8;12.5;78.6;7.5;6.1;12.5;76.0;7.5;4.8;12.7;77.4;3.5;65.9;14.7;13.1
49;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2018;7.5;2.9;8.7;83.8;7.5;2.5;10.7;82.0;7.6;5.1;10.1;79.6;7.5;4.0;12.4;78.5;3.2;70.8;13.5;9.8
50;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2019;7.5;3.3;7.9;84.0;7.4;2.8;9.9;82.3;7.4;6.3;10.6;77.5;7.4;5.9;10.8;77.7;3.3;69.4;14.8;9.6
51;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2020;7.5;1.7;12.1;81.3;7.4;2.8;13.8;78.1;7.4;5.8;11.1;77.7;7.4;5.2;12.5;76.9;3.2;71.5;13.8;8.8
52;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2021;7.3;3.4;12.2;78.9;7.2;3.9;14.3;76.0;7.3;7.6;11.6;74.8;7.4;6.1;11.4;76.8;3.3;69.8;13.3;10.5
53;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2022;7.5;2.7;9.9;83.2;7.3;3.1;13.7;78.6;7.4;5.4;14.1;75.3;7.5;3.7;12.9;78.7;3.3;71.2;13.9;9.6
54;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2023;7.4;2.1;12.4;81.1;7.3;2.9;13.1;79.5;7.4;5.7;12.9;76.5;7.4;5.0;14.4;75.7;3.3;71.6;13.1;10.0
55;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2013;7.6;4.9;16.0;84.8;7.4;6.6;19.7;80.0;7.8;8.2;15.9;82.1;7.7;6.0;17.5;82.5;3.8;70.5;21.1;15.6
56;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2014;7.7;4.6;12.6;87.8;7.5;5.6;16.2;83.8;7.7;7.9;14.2;83.8;7.7;7.2;15.3;83.4;3.6;74.2;18.5;14.0
57;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2015;7.6;5.7;14.2;85.4;7.5;7.2;16.2;82.4;7.7;7.0;15.9;82.8;7.7;7.5;15.5;82.7;3.7;70.8;20.6;15.3
58;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2016;7.7;5.2;12.7;87.2;7.6;5.2;16.2;84.0;7.7;7.5;14.6;83.5;7.7;8.1;15.0;82.7;3.7;72.2;19.5;15.0
59;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2017;7.7;4.9;14.6;85.6;7.5;6.1;16.4;82.9;7.7;9.0;16.3;80.5;7.7;7.3;16.5;81.7;3.7;70.9;18.6;17.0
60;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2018;7.7;5.1;12.1;87.7;7.6;4.6;14.4;86.1;7.8;7.9;13.7;83.9;7.7;6.4;16.2;82.8;3.5;75.6;17.4;13.2
61;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2019;7.7;5.9;11.3;88.0;7.6;5.2;13.7;86.5;7.6;9.6;14.3;82.1;7.6;9.0;14.6;82.3;3.5;74.4;19.0;13.1
62;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2020;7.7;3.6;16.0;85.6;7.5;5.0;18.0;82.6;7.7;8.8;14.8;82.2;7.6;8.0;16.4;81.4;3.4;76.2;17.7;12.2
63;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2021;7.5;6.0;16.3;83.5;7.4;6.8;18.5;80.8;7.5;11.1;15.6;79.7;7.6;9.2;15.3;81.5;3.5;74.9;17.4;14.4
64;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2022;7.6;4.5;13.1;86.8;7.5;5.0;17.3;82.6;7.6;8.0;17.8;79.6;7.6;5.9;16.5;82.6;3.5;75.5;17.5;12.6
65;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2023;7.6;3.8;15.9;84.9;7.5;4.9;16.6;83.4;7.6;8.3;16.4;80.6;7.6;7.3;18.1;79.8;3.5;75.8;16.5;13.1
66;Stedelijkheid: sterk stedelijk;Waarde;2013;7.6;3.2;11.0;85.8;7.4;4.5;13.4;82.1;7.9;4.5;8.8;86.7;7.7;4.6;11.2;84.2;3.7;67.1;17.5;15.4
67;Stedelijkheid: sterk stedelijk;Waarde;2014;7.6;2.8;12.0;85.1;7.4;4.7;13.6;81.8;7.9;3.9;9.5;86.6;7.7;4.5;12.9;82.5;3.6;67.5;17.4;15.2
68;Stedelijkheid: sterk stedelijk;Waarde;2015;7.6;2.4;11.4;86.2;7.5;3.7;13.9;82.4;7.9;4.1;9.6;86.2;7.8;4.5;11.8;83.7;3.7;66.1;18.4;15.5
69;Stedelijkheid: sterk stedelijk;Waarde;2016;7.7;3.0;10.3;86.6;7.5;3.3;13.5;83.2;7.9;4.1;8.8;87.1;7.8;3.8;11.4;84.8;3.7;66.3;18.7;15.0
70;Stedelijkheid: sterk stedelijk;Waarde;2017;7.6;3.5;10.5;86.0;7.6;3.7;11.9;84.4;7.9;4.5;8.3;87.3;7.8;4.5;10.8;84.7;3.6;67.5;18.1;14.4
71;Stedelijkheid: sterk stedelijk;Waarde;2018;7.6;2.9;11.4;85.8;7.6;2.0;13.8;84.2;7.9;4.4;9.0;86.6;7.8;4.6;11.1;84.3;3.4;70.3;16.8;12.9
72;Stedelijkheid: sterk stedelijk;Waarde;2019;7.7;2.5;10.0;87.5;7.6;2.1;11.9;86.0;7.9;4.9;8.5;86.6;7.8;4.0;11.3;84.7;3.4;70.4;16.8;12.8
73;Stedelijkheid: sterk stedelijk;Waarde;2020;7.6;3.2;11.1;85.7;7.6;3.0;12.6;84.4;7.9;4.2;8.8;87.0;7.7;5.0;10.7;84.3;3.4;71.4;15.2;13.3
74;Stedelijkheid: sterk stedelijk;Waarde;2021;7.6;3.5;9.5;87.0;7.5;3.6;13.4;83.0;7.9;5.1;10.3;84.6;7.8;4.7;10.3;84.9;3.3;74.1;12.9;13.1
75;Stedelijkheid: sterk stedelijk;Waarde;2022;7.6;3.0;12.5;84.5;7.5;3.3;14.2;82.5;7.9;4.4;8.1;87.5;7.8;3.4;9.6;87.0;3.3;73.6;14.2;12.2
76;Stedelijkheid: sterk stedelijk;Waarde;2023;7.6;2.1;11.6;86.3;7.5;2.6;14.0;83.4;7.9;3.9;9.7;86.5;7.8;3.2;12.5;84.3;3.4;72.4;15.7;11.9
77;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2013;7.5;2.4;9.4;83.8;7.4;3.5;11.7;80.0;7.9;3.5;7.4;84.9;7.6;3.6;9.7;82.3;3.5;64.7;15.7;13.6
78;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2014;7.5;2.1;10.5;83.2;7.3;3.7;11.9;79.7;7.8;3.0;8.1;84.8;7.6;3.6;11.4;80.6;3.5;65.1;15.6;13.5
79;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2015;7.6;1.8;9.9;84.4;7.4;2.8;12.3;80.4;7.8;3.2;8.3;84.4;7.7;3.6;10.3;81.8;3.6;63.7;16.6;13.9
80;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2016;7.6;2.3;8.9;84.9;7.5;2.6;11.9;81.3;7.8;3.2;7.5;85.3;7.7;3.0;9.9;83.0;3.6;64.0;17.0;13.4
81;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2017;7.6;2.7;9.1;84.2;7.5;2.9;10.4;82.5;7.8;3.5;7.0;85.5;7.7;3.6;9.4;82.8;3.5;65.2;16.4;12.8
82;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2018;7.6;2.1;9.9;83.9;7.5;1.4;12.1;82.3;7.8;3.4;7.6;84.8;7.7;3.7;9.7;82.4;3.3;68.0;15.1;11.4
83;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2019;7.6;1.8;8.6;85.7;7.6;1.5;10.4;84.1;7.8;3.8;7.2;84.8;7.7;3.1;9.8;82.8;3.3;68.1;15.1;11.2
84;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2020;7.6;2.4;9.6;83.8;7.5;2.2;11.0;82.4;7.8;3.2;7.4;85.2;7.6;3.9;9.3;82.4;3.3;69.1;13.5;11.7
85;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2021;7.5;2.6;8.0;85.0;7.4;2.7;11.6;80.8;7.8;4.0;8.7;82.5;7.7;3.7;8.8;82.9;3.2;71.7;11.2;11.4
86;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2022;7.5;2.2;11.0;82.7;7.4;2.5;12.6;80.7;7.8;3.5;6.9;85.8;7.7;2.6;8.3;85.3;3.2;71.5;12.6;10.8
87;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2023;7.5;1.5;10.2;84.6;7.5;1.9;12.4;81.5;7.8;3.0;8.3;84.7;7.7;2.5;11.0;82.4;3.2;70.3;14.1;10.5
88;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2013;7.7;4.3;12.8;87.6;7.5;5.8;15.2;84.0;8.0;5.7;10.4;88.4;7.8;5.8;12.9;86.0;3.8;69.4;19.5;17.3
89;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2014;7.7;3.8;13.8;86.8;7.5;5.9;15.4;83.6;8.0;5.0;11.1;88.2;7.8;5.7;14.7;84.3;3.8;69.7;19.3;17.0
90;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2015;7.7;3.3;13.1;87.8;7.6;4.7;15.7;84.2;8.0;5.3;11.2;87.8;7.8;5.6;13.5;85.4;3.8;68.3;20.3;17.4
91;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2016;7.7;4.0;12.0;88.2;7.6;4.3;15.2;85.0;8.0;5.3;10.3;88.7;7.8;4.9;13.0;86.5;3.8;68.5;20.6;16.8
92;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2017;7.7;4.6;12.1;87.6;7.6;4.8;13.6;86.1;8.0;5.7;9.8;88.9;7.9;5.7;12.4;86.4;3.7;69.7;20.1;16.1
93;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2018;7.7;3.8;13.1;87.4;7.6;2.9;15.6;86.0;8.0;5.6;10.6;88.3;7.9;5.8;12.8;86.0;3.6;72.4;18.7;14.7
94;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2019;7.7;3.5;11.6;89.1;7.7;3.0;13.7;87.6;8.0;6.2;10.0;88.3;7.9;5.1;13.0;86.4;3.6;72.6;18.8;14.5
95;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2020;7.7;4.3;12.8;87.4;7.7;4.1;14.5;86.2;8.0;5.4;10.4;88.7;7.8;6.2;12.4;86.1;3.6;73.6;17.1;15.1
96;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2021;7.7;4.7;11.3;88.7;7.6;4.9;15.3;84.9;8.0;6.5;12.1;86.5;7.9;6.1;12.1;86.7;3.4;76.3;14.7;14.9
97;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2022;7.6;3.9;14.2;86.2;7.5;4.3;15.9;84.3;8.0;5.5;9.5;89.0;7.9;4.4;11.1;88.5;3.4;75.6;15.9;13.8
98;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2023;7.7;2.9;13.3;87.9;7.6;3.5;15.8;85.1;8.0;4.9;11.2;88.1;7.8;4.2;14.2;85.9;3.5;74.4;17.5;13.5
99;Stedelijkheid: matig stedelijk;Waarde;2013;7.8;1.6;9.9;88.4;7.6;2.0;13.6;84.4;8.2;2.7;6.2;91.1;8.0;2.3;9.5;88.2;3.5;70.7;15.9;13.4
100;Stedelijkheid: matig stedelijk;Waarde;2014;7.8;1.7;7.7;90.6;7.6;2.2;10.6;87.2;8.1;3.2;7.0;89.8;7.9;3.3;9.6;87.1;3.6;68.4;17.9;13.8
101;Stedelijkheid: matig stedelijk;Waarde;2015;7.7;2.4;7.7;90.0;7.6;3.7;10.9;85.4;8.0;3.2;9.1;87.7;7.9;3.3;8.9;87.8;3.5;70.0;16.0;14.0
102;Stedelijkheid: matig stedelijk;Waarde;2016;7.7;2.6;8.1;89.3;7.6;3.1;10.9;86.1;8.1;3.2;7.6;89.2;8.0;2.8;8.9;88.3;3.6;67.3;17.3;15.4
103;Stedelijkheid: matig stedelijk;Waarde;2017;7.8;2.0;8.3;89.7;7.7;3.0;9.5;87.5;8.1;3.0;7.0;89.9;8.0;2.2;10.1;87.6;3.6;69.3;16.1;14.7
104;Stedelijkheid: matig stedelijk;Waarde;2018;7.7;2.8;8.4;88.7;7.6;2.7;11.7;85.6;8.0;3.5;8.2;88.3;7.9;3.9;7.3;88.9;3.4;73.3;14.6;12.1
105;Stedelijkheid: matig stedelijk;Waarde;2019;7.7;2.3;7.8;89.9;7.7;1.5;10.4;88.1;8.1;2.8;6.3;90.9;7.9;3.3;10.1;86.6;3.3;73.3;13.6;13.1
106;Stedelijkheid: matig stedelijk;Waarde;2020;7.7;2.7;9.4;87.9;7.7;2.2;11.3;86.6;8.1;3.2;5.9;90.9;7.9;3.1;8.7;88.1;3.2;75.4;12.7;11.9
107;Stedelijkheid: matig stedelijk;Waarde;2021;7.7;2.9;10.0;87.1;7.6;2.7;12.8;84.4;8.1;3.8;7.7;88.5;7.9;3.9;7.3;88.7;3.2;76.3;12.5;11.3
108;Stedelijkheid: matig stedelijk;Waarde;2022;7.6;2.5;10.8;86.7;7.5;2.9;14.1;83.0;8.0;3.6;7.9;88.5;7.9;2.9;8.7;88.5;3.2;75.1;13.5;11.4
109;Stedelijkheid: matig stedelijk;Waarde;2023;7.7;1.8;9.6;88.6;7.6;2.6;11.0;86.4;8.0;3.0;7.5;89.5;7.9;2.4;9.7;87.9;3.3;75.5;12.8;11.7
110;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2013;7.7;1.1;8.4;86.5;7.5;1.4;11.8;82.2;8.1;1.9;4.9;89.4;7.9;1.6;8.0;86.3;3.3;68.1;14.0;11.6
111;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2014;7.7;1.1;6.4;88.9;7.6;1.5;9.0;85.3;8.1;2.4;5.7;88.0;7.9;2.5;8.1;85.2;3.5;65.9;15.9;12.0
112;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2015;7.7;1.7;6.4;88.2;7.5;2.8;9.4;83.4;8.0;2.3;7.7;85.8;7.8;2.4;7.5;85.9;3.4;67.5;14.1;12.3
113;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2016;7.7;1.8;6.7;87.5;7.6;2.3;9.3;84.0;8.0;2.3;6.3;87.4;7.9;2.1;7.5;86.4;3.5;64.8;15.4;13.6
114;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2017;7.7;1.3;6.8;87.9;7.6;2.2;8.0;85.5;8.0;2.1;5.7;88.0;7.9;1.5;8.6;85.7;3.5;66.7;14.2;12.8
115;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2018;7.6;2.0;7.0;86.8;7.5;1.9;10.0;83.5;7.9;2.5;6.7;86.3;7.8;2.8;5.9;86.9;3.3;70.8;12.8;10.4
116;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2019;7.7;1.5;6.4;88.0;7.6;0.9;8.8;86.1;8.0;2.0;5.0;89.2;7.9;2.5;8.5;84.6;3.2;70.8;11.9;11.3
117;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2020;7.6;1.9;7.8;85.8;7.6;1.5;9.5;84.4;8.0;2.3;4.6;89.1;7.9;2.3;7.3;86.2;3.1;73.0;11.0;10.2
118;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2021;7.6;2.0;8.2;84.9;7.5;1.9;10.9;82.0;8.0;2.8;6.2;86.4;7.9;2.9;5.9;86.6;3.0;73.6;10.7;9.5
119;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2022;7.6;1.8;9.2;84.7;7.4;2.1;12.3;80.9;7.9;2.7;6.5;86.6;7.8;2.1;7.3;86.6;3.1;72.8;11.8;9.8
120;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2023;7.6;1.2;8.0;86.6;7.5;1.8;9.4;84.3;7.9;2.1;6.2;87.5;7.8;1.6;8.2;85.9;3.2;73.1;11.0;10.0
