ID;GewassenTeeltsector;Gewasbeschermingsmiddelen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;TotaalGebruikPerJaarInKilogram_5;GebruikPerJaarPerHectare_6;DoseringPerJaarPerHectare_7
97;Totaal gewassen/teeltsectoren;F040116 Propiconazool;2016;;;14735.0;2.1;1855.0;0.0;0.1
98;Totaal gewassen/teeltsectoren;F040116 Propiconazool;2020;;;958.0;0.1;123.0;0.0;0.1
99;Totaal gewassen/teeltsectoren;F040117 Prothioconazool;2012;;;149829.0;20.1;26816.0;0.0;0.2
100;Totaal gewassen/teeltsectoren;F040117 Prothioconazool;2016;;;137732.0;19.3;23155.0;0.0;0.2
101;Totaal gewassen/teeltsectoren;F040117 Prothioconazool;2020;;;138842.0;19.5;30770.0;0.0;0.2
102;Totaal gewassen/teeltsectoren;F040118 Tebuconazool;2012;;;114101.0;15.3;19849.0;0.0;0.2
103;Totaal gewassen/teeltsectoren;F040118 Tebuconazool;2016;;;120183.0;16.8;19517.0;0.0;0.2
104;Totaal gewassen/teeltsectoren;F040118 Tebuconazool;2020;;;84646.0;11.9;12614.0;0.0;0.1
105;Totaal gewassen/teeltsectoren;F040120 Triadimenol;2012;;;10423.0;1.4;838.0;0.0;0.1
106;Totaal gewassen/teeltsectoren;F040120 Triadimenol;2016;;;0.0;0.0;0.0;0.0;0.0
107;Totaal gewassen/teeltsectoren;F040120 Triadimenol;2020;;;0.0;0.0;0.0;0.0;
108;Totaal gewassen/teeltsectoren;F040121 Triflumizool;2012;;;1519.0;0.2;1739.0;0.0;1.1
109;Totaal gewassen/teeltsectoren;F040121 Triflumizool;2016;;;1749.0;0.2;1313.0;0.0;0.8
110;Totaal gewassen/teeltsectoren;F040121 Triflumizool;2020;;;953.0;0.1;818.0;0.0;0.9
111;Totaal gewassen/teeltsectoren;F040122 Triticonazool;2012;;;0.0;0.0;0.0;0.0;0.0
112;Totaal gewassen/teeltsectoren;F040122 Triticonazool;2016;;;0.0;0.0;0.0;0.0;0.0
113;Totaal gewassen/teeltsectoren;F040122 Triticonazool;2020;;;;;;;
114;Totaal gewassen/teeltsectoren;F040201 Cyazofamide;2012;;;86454.0;11.6;34198.0;0.0;0.4
115;Totaal gewassen/teeltsectoren;F040201 Cyazofamide;2016;;;118076.0;16.5;33851.0;0.0;0.3
116;Totaal gewassen/teeltsectoren;F040201 Cyazofamide;2020;;;103902.0;14.6;20804.0;0.0;0.2
117;Totaal gewassen/teeltsectoren;F040202 Fenamidone;2012;;;4699.0;0.6;838.0;0.0;0.2
118;Totaal gewassen/teeltsectoren;F040202 Fenamidone;2016;;;3945.0;0.6;355.0;0.0;0.1
119;Totaal gewassen/teeltsectoren;F040202 Fenamidone;2020;;;116.0;0.0;33.0;0.0;0.3
120;Totaal gewassen/teeltsectoren;F049901 Ametoctradin;2012;;;6433.0;0.9;4287.0;0.0;0.7
121;Totaal gewassen/teeltsectoren;F049901 Ametoctradin;2016;;;7718.0;1.1;3447.0;0.0;0.4
122;Totaal gewassen/teeltsectoren;F049901 Ametoctradin;2020;;;9398.0;1.3;6290.0;0.0;0.7
123;Totaal gewassen/teeltsectoren;F049902 Amisulbrom;2012;;;7037.0;0.9;758.0;0.0;0.1
124;Totaal gewassen/teeltsectoren;F049902 Amisulbrom;2016;;;27952.0;3.9;8002.0;0.0;0.3
125;Totaal gewassen/teeltsectoren;F049902 Amisulbrom;2020;;;20952.0;2.9;2844.0;0.0;0.1
126;Totaal gewassen/teeltsectoren;F050101 Dimethomorf;2012;;;25838.0;3.5;20275.0;0.0;0.8
127;Totaal gewassen/teeltsectoren;F050101 Dimethomorf;2016;;;31297.0;4.4;14991.0;0.0;0.5
128;Totaal gewassen/teeltsectoren;F050101 Dimethomorf;2020;;;24451.0;3.4;12218.0;0.0;0.5
129;Totaal gewassen/teeltsectoren;F050102 Dodemorf;2012;;;435.0;0.1;16929.0;0.0;38.9
130;Totaal gewassen/teeltsectoren;F050102 Dodemorf;2016;;;245.0;0.0;9613.0;0.0;39.2
131;Totaal gewassen/teeltsectoren;F050102 Dodemorf;2020;;;180.0;0.0;5480.0;0.0;30.4
132;Totaal gewassen/teeltsectoren;F050103 Fenpropimorf;2012;;;99540.0;13.3;29658.0;0.0;0.3
133;Totaal gewassen/teeltsectoren;F050103 Fenpropimorf;2016;;;38753.0;5.4;8982.0;0.0;0.2
134;Totaal gewassen/teeltsectoren;F050103 Fenpropimorf;2020;;;18005.0;2.5;4516.0;0.0;0.3
135;Totaal gewassen/teeltsectoren;F060101 Ampelomyces quisqualis AQ 10;2012;;;0.0;0.0;0.0;0.0;0.0
136;Totaal gewassen/teeltsectoren;F060101 Ampelomyces quisqualis AQ 10;2016;;;0.0;0.0;0.0;0.0;0.0
137;Totaal gewassen/teeltsectoren;F060101 Ampelomyces quisqualis AQ 10;2020;;;;;;;
138;Totaal gewassen/teeltsectoren;F060102 Aureob. pullulans (DSM 14940-1);2012;;;0.0;0.0;0.0;0.0;0.0
139;Totaal gewassen/teeltsectoren;F060102 Aureob. pullulans (DSM 14940-1);2016;;;96.0;0.0;136.0;0.0;1.4
140;Totaal gewassen/teeltsectoren;F060102 Aureob. pullulans (DSM 14940-1);2020;;;;;;;
141;Totaal gewassen/teeltsectoren;F060103 Bacillus subtilis stam QST 713;2012;;;0.0;0.0;0.0;0.0;0.0
142;Totaal gewassen/teeltsectoren;F060103 Bacillus subtilis stam QST 713;2016;;;1932.0;0.3;476.0;0.0;0.2
143;Totaal gewassen/teeltsectoren;F060103 Bacillus subtilis stam QST 713;2020;;;8538.0;1.2;679.0;0.0;0.1
144;Totaal gewassen/teeltsectoren;F060104 Coniothyrium minitans CON/M/91-8;2012;;;1441.0;0.2;125.0;0.0;0.1
145;Totaal gewassen/teeltsectoren;F060104 Coniothyrium minitans CON/M/91-8;2016;;;1004.0;0.1;178.0;0.0;0.2
146;Totaal gewassen/teeltsectoren;F060104 Coniothyrium minitans CON/M/91-8;2020;;;1220.0;0.2;175.0;0.0;0.1
147;Totaal gewassen/teeltsectoren;F060105 Gliocladium catenulatum J1446;2012;;;188.0;0.0;90.0;0.0;0.5
148;Totaal gewassen/teeltsectoren;F060105 Gliocladium catenulatum J1446;2016;;;25.0;0.0;75.0;0.0;3.0
149;Totaal gewassen/teeltsectoren;F060105 Gliocladium catenulatum J1446;2020;;;74.0;0.0;67.0;0.0;0.9
150;Totaal gewassen/teeltsectoren;F060108 Pseudomonas chlororaphis MA342;2012;;;0.0;0.0;0.0;0.0;0.0
151;Totaal gewassen/teeltsectoren;F060108 Pseudomonas chlororaphis MA342;2016;;;0.0;0.0;0.0;0.0;0.0
152;Totaal gewassen/teeltsectoren;F060108 Pseudomonas chlororaphis MA342;2020;;;;;;;
153;Totaal gewassen/teeltsectoren;F060111 Trich. harzianum Rifai  T-22;2012;;;575.0;0.1;56.0;0.0;0.1
154;Totaal gewassen/teeltsectoren;F060111 Trich. harzianum Rifai  T-22;2016;;;614.0;0.1;45.0;0.0;0.1
155;Totaal gewassen/teeltsectoren;F060111 Trich. harzianum Rifai  T-22;2020;;;516.0;0.1;80.0;0.0;0.2
156;Totaal gewassen/teeltsectoren;F060117 Streptomyces K61 (K61);2012;;;28.0;0.0;5.0;0.0;0.2
157;Totaal gewassen/teeltsectoren;F060117 Streptomyces K61 (K61);2016;;;0.0;0.0;0.0;0.0;0.0
158;Totaal gewassen/teeltsectoren;F060117 Streptomyces K61 (K61);2020;;;610.0;0.1;94.0;0.0;0.2
159;Totaal gewassen/teeltsectoren;F060119 Trichoderma asperellum stam T34;2012;;;0.0;0.0;0.0;0.0;0.0
160;Totaal gewassen/teeltsectoren;F060119 Trichoderma asperellum stam T34;2016;;;0.0;0.0;0.0;0.0;0.0
161;Totaal gewassen/teeltsectoren;F060119 Trichoderma asperellum stam T34;2020;;;52.0;0.0;8.0;0.0;0.2
162;Totaal gewassen/teeltsectoren;F060125 Bacillus amyloliquef... MBI 600;2012;;;0.0;0.0;0.0;0.0;0.0
163;Totaal gewassen/teeltsectoren;F060125 Bacillus amyloliquef... MBI 600;2016;;;0.0;0.0;0.0;0.0;0.0
164;Totaal gewassen/teeltsectoren;F060125 Bacillus amyloliquef... MBI 600;2020;;;;;;;
165;Totaal gewassen/teeltsectoren;F060126 Bacillus amyloliquef... FZB24;2012;;;0.0;0.0;0.0;0.0;0.0
166;Totaal gewassen/teeltsectoren;F060126 Bacillus amyloliquef... FZB24;2016;;;0.0;0.0;0.0;0.0;0.0
167;Totaal gewassen/teeltsectoren;F060126 Bacillus amyloliquef... FZB24;2020;;;;;;;
168;Totaal gewassen/teeltsectoren;F060130 Bacillus pumilus QST 2808;2012;;;0.0;0.0;0.0;0.0;0.0
169;Totaal gewassen/teeltsectoren;F060130 Bacillus pumilus QST 2808;2016;;;0.0;0.0;0.0;0.0;0.0
170;Totaal gewassen/teeltsectoren;F060130 Bacillus pumilus QST 2808;2020;;;119.0;0.0;20.0;0.0;0.2
171;Totaal gewassen/teeltsectoren;F060205 Laminarin;2012;;;129.0;0.0;9.0;0.0;0.1
172;Totaal gewassen/teeltsectoren;F060205 Laminarin;2016;;;245.0;0.0;11.0;0.0;0.0
173;Totaal gewassen/teeltsectoren;F060205 Laminarin;2020;;;680.0;0.1;22.0;0.0;0.0
174;Totaal gewassen/teeltsectoren;F070102 Aluminiumsulfaat;2012;;;228.0;0.0;8447.0;0.0;37.0
175;Totaal gewassen/teeltsectoren;F070102 Aluminiumsulfaat;2016;;;75.0;0.0;2478.0;0.0;33.0
176;Totaal gewassen/teeltsectoren;F070102 Aluminiumsulfaat;2020;;;42.0;0.0;3.0;0.0;0.1
177;Totaal gewassen/teeltsectoren;F990101 Cymoxanil;2012;;;58543.0;7.8;33445.0;0.0;0.6
178;Totaal gewassen/teeltsectoren;F990101 Cymoxanil;2016;;;104165.0;14.6;46148.0;0.1;0.4
179;Totaal gewassen/teeltsectoren;F990101 Cymoxanil;2020;;;51638.0;7.2;25089.0;0.0;0.5
180;Totaal gewassen/teeltsectoren;F990102 Dodine;2012;;;10421.0;1.4;8324.0;0.0;0.8
181;Totaal gewassen/teeltsectoren;F990102 Dodine;2016;;;11023.0;1.5;11794.0;0.0;1.1
182;Totaal gewassen/teeltsectoren;F990102 Dodine;2020;;;3469.0;0.5;1543.0;0.0;0.4
183;Totaal gewassen/teeltsectoren;F990201 Cyflufenamide;2012;;;0.0;0.0;0.0;0.0;0.0
184;Totaal gewassen/teeltsectoren;F990201 Cyflufenamide;2016;;;3081.0;0.4;88.0;0.0;0.0
185;Totaal gewassen/teeltsectoren;F990201 Cyflufenamide;2020;;;7636.0;1.1;247.0;0.0;0.0
186;Totaal gewassen/teeltsectoren;F990202 Fluopicolide;2012;;;84249.0;11.3;29041.0;0.0;0.3
187;Totaal gewassen/teeltsectoren;F990202 Fluopicolide;2016;;;105857.0;14.8;28209.0;0.0;0.3
188;Totaal gewassen/teeltsectoren;F990202 Fluopicolide;2020;;;46497.0;6.5;8662.0;0.0;0.2
189;Totaal gewassen/teeltsectoren;F990203 Prochloraz;2012;;;24962.0;3.3;26016.0;0.0;1.0
190;Totaal gewassen/teeltsectoren;F990203 Prochloraz;2016;;;31527.0;4.4;21630.0;0.0;0.7
191;Totaal gewassen/teeltsectoren;F990203 Prochloraz;2020;;;15533.0;2.2;11784.0;0.0;0.8
192;Totaal gewassen/teeltsectoren;F990204 Silthiofam;2012;;;0.0;0.0;0.0;0.0;0.0
193;Totaal gewassen/teeltsectoren;F990204 Silthiofam;2016;;;0.0;0.0;0.0;0.0;0.0
194;Totaal gewassen/teeltsectoren;F990204 Silthiofam;2020;;;;;;;
195;Totaal gewassen/teeltsectoren;F990205 Zoxamide;2012;;;3071.0;0.4;2354.0;0.0;0.8
196;Totaal gewassen/teeltsectoren;F990205 Zoxamide;2016;;;0.0;0.0;0.0;0.0;0.0
197;Totaal gewassen/teeltsectoren;F990205 Zoxamide;2020;;;;;;;
198;Totaal gewassen/teeltsectoren;F990206 Mandipropamid;2012;;;86772.0;11.6;53665.0;0.1;0.6
199;Totaal gewassen/teeltsectoren;F990206 Mandipropamid;2016;;;89099.0;12.5;49732.0;0.1;0.6
200;Totaal gewassen/teeltsectoren;F990206 Mandipropamid;2020;;;93515.0;13.1;48803.0;0.1;0.5
201;Totaal gewassen/teeltsectoren;F990207 Penthiopyrad;2012;;;0.0;0.0;0.0;0.0;0.0
202;Totaal gewassen/teeltsectoren;F990207 Penthiopyrad;2016;;;3873.0;0.5;943.0;0.0;0.2
203;Totaal gewassen/teeltsectoren;F990207 Penthiopyrad;2020;;;931.0;0.1;166.0;0.0;0.2
204;Totaal gewassen/teeltsectoren;F990208 Benzovindiflupyr;2012;;;0.0;0.0;0.0;0.0;0.0
205;Totaal gewassen/teeltsectoren;F990208 Benzovindiflupyr;2016;;;0.0;0.0;0.0;0.0;0.0
206;Totaal gewassen/teeltsectoren;F990208 Benzovindiflupyr;2020;;;52502.0;7.4;3411.0;0.0;0.1
207;Totaal gewassen/teeltsectoren;F990211 Fluopyram;2012;;;0.0;0.0;0.0;0.0;0.0
208;Totaal gewassen/teeltsectoren;F990211 Fluopyram;2016;;;50079.0;7.0;10790.0;0.0;0.2
209;Totaal gewassen/teeltsectoren;F990211 Fluopyram;2020;;;59376.0;8.3;9932.0;0.0;0.2
210;Totaal gewassen/teeltsectoren;F990302 Boscalid;2012;;;104507.0;14.0;21857.0;0.0;0.2
211;Totaal gewassen/teeltsectoren;F990302 Boscalid;2016;;;82716.0;11.6;17278.0;0.0;0.2
212;Totaal gewassen/teeltsectoren;F990302 Boscalid;2020;;;39128.0;5.5;9306.0;0.0;0.2
213;Totaal gewassen/teeltsectoren;F990304 Fenhexamide;2012;;;3596.0;0.5;5098.0;0.0;1.4
214;Totaal gewassen/teeltsectoren;F990304 Fenhexamide;2016;;;2211.0;0.3;1591.0;0.0;0.7
215;Totaal gewassen/teeltsectoren;F990304 Fenhexamide;2020;;;1369.0;0.2;875.0;0.0;0.6
216;Totaal gewassen/teeltsectoren;F990305 Flutolanil;2012;;;10707.0;1.4;5355.0;0.0;0.5
217;Totaal gewassen/teeltsectoren;F990305 Flutolanil;2016;;;8733.0;1.2;3008.0;0.0;0.3
218;Totaal gewassen/teeltsectoren;F990305 Flutolanil;2020;;;13548.0;1.9;2723.0;0.0;0.2
219;Totaal gewassen/teeltsectoren;F990306 Metalaxyl-m;2012;;;14997.0;2.0;1835.0;0.0;0.1
220;Totaal gewassen/teeltsectoren;F990306 Metalaxyl-m;2016;;;17966.0;2.5;2704.0;0.0;0.2
221;Totaal gewassen/teeltsectoren;F990306 Metalaxyl-m;2020;;;22145.0;3.1;2696.0;0.0;0.1
222;Totaal gewassen/teeltsectoren;F990309 Bixafen;2012;;;94669.0;12.7;6525.0;0.0;0.1
223;Totaal gewassen/teeltsectoren;F990309 Bixafen;2016;;;65371.0;9.1;3788.0;0.0;0.1
224;Totaal gewassen/teeltsectoren;F990309 Bixafen;2020;;;34136.0;4.8;2287.0;0.0;0.1
225;Totaal gewassen/teeltsectoren;F990312 Isopyrazam;2012;;;131.0;0.0;32.0;0.0;0.2
226;Totaal gewassen/teeltsectoren;F990312 Isopyrazam;2016;;;70752.0;9.9;6486.0;0.0;0.1
227;Totaal gewassen/teeltsectoren;F990312 Isopyrazam;2020;;;13519.0;1.9;1360.0;0.0;0.1
228;Totaal gewassen/teeltsectoren;F990313 Fluxapyroxad;2012;;;16843.0;2.3;1748.0;0.0;0.1
229;Totaal gewassen/teeltsectoren;F990313 Fluxapyroxad;2016;;;69058.0;9.7;6901.0;0.0;0.1
230;Totaal gewassen/teeltsectoren;F990313 Fluxapyroxad;2020;;;64922.0;9.1;6305.0;0.0;0.1
231;Totaal gewassen/teeltsectoren;F990314 Penflufen;2012;;;0.0;0.0;0.0;0.0;0.0
232;Totaal gewassen/teeltsectoren;F990314 Penflufen;2016;;;0.0;0.0;0.0;0.0;0.0
233;Totaal gewassen/teeltsectoren;F990314 Penflufen;2020;;;7379.0;1.0;339.0;0.0;0.0
