ID;Geslacht;Leeftijdsklassen;Perioden;TotaleInstroom_1;WWInstroomMetHerkomstBedrijfsleven_2;WWInstroomMetOverigeHerkomst_3;TotaleUitstroom_4;WWUitstroomMetRedenWerkhervatting_5;WWUitstroomMetOverigeRedenen_6
3393;Vrouwen;25 tot 35 jaar;2007 januari;3070;2730;340;3230;1460;1770
3394;Vrouwen;25 tot 35 jaar;2007 februari;3340;2950;390;3400;1740;1660
3395;Vrouwen;25 tot 35 jaar;2007 maart;3830;3380;450;4210;2140;2070
3396;Vrouwen;25 tot 35 jaar;2007 april;2630;2350;280;3370;1740;1620
3397;Vrouwen;25 tot 35 jaar;2007 mei;2820;2500;330;3490;1790;1690
3398;Vrouwen;25 tot 35 jaar;2007 juni;2350;2090;260;2820;1420;1400
3399;Vrouwen;25 tot 35 jaar;2007 juli;2300;2030;270;2720;1330;1390
3400;Vrouwen;25 tot 35 jaar;2007 augustus;2590;2310;270;2830;1340;1490
3401;Vrouwen;25 tot 35 jaar;2007 september;2320;2090;230;2860;1590;1260
3402;Vrouwen;25 tot 35 jaar;2007 oktober;2700;2450;250;2730;1500;1240
3403;Vrouwen;25 tot 35 jaar;2007 november;3390;3080;310;3250;1590;1670
3404;Vrouwen;25 tot 35 jaar;2007 december;2250;2040;210;2230;1070;1160
3405;Vrouwen;25 tot 35 jaar;2007 jaarcijfer;33580;30000;3580;37130;18710;18420
3406;Vrouwen;25 tot 35 jaar;2008 januari;3210;2930;290;2790;1310;1470
3407;Vrouwen;25 tot 35 jaar;2008 februari;2600;2330;260;2560;1310;1240
3408;Vrouwen;25 tot 35 jaar;2008 maart;2320;2080;240;2410;1340;1080
3409;Vrouwen;25 tot 35 jaar;2008 april;2540;2320;210;2720;1450;1270
3410;Vrouwen;25 tot 35 jaar;2008 mei;2490;2250;240;2650;1340;1310
3411;Vrouwen;25 tot 35 jaar;2008 juni;2130;1880;250;2310;1250;1060
3412;Vrouwen;25 tot 35 jaar;2008 juli;2600;2360;230;2680;1250;1430
3413;Vrouwen;25 tot 35 jaar;2008 augustus;2190;1980;200;2040;1030;1010
3414;Vrouwen;25 tot 35 jaar;2008 september;2410;2160;250;2470;1350;1120
3415;Vrouwen;25 tot 35 jaar;2008 oktober;3160;2850;310;2860;1650;1210
3416;Vrouwen;25 tot 35 jaar;2008 november;2660;2430;230;2370;1270;1090
3417;Vrouwen;25 tot 35 jaar;2008 december;2810;2590;220;2200;1060;1140
3418;Vrouwen;25 tot 35 jaar;2008 jaarcijfer;31100;28170;2930;30050;15620;14430
3419;Vrouwen;25 tot 35 jaar;2009 januari;3510;3220;290;2530;1250;1290
3420;Vrouwen;25 tot 35 jaar;2009 februari;3590;3280;320;2720;1320;1400
3421;Vrouwen;25 tot 35 jaar;2009 maart;3720;3460;260;2770;1350;1420
3422;Vrouwen;25 tot 35 jaar;2009 april;4600;4300;300;3340;1630;1710
3423;Vrouwen;25 tot 35 jaar;2009 mei;3840;3620;230;2890;1420;1470
3424;Vrouwen;25 tot 35 jaar;2009 juni;4440;4210;230;3090;1540;1550
3425;Vrouwen;25 tot 35 jaar;2009 juli;5050;4780;270;3690;1620;2080
3426;Vrouwen;25 tot 35 jaar;2009 augustus;4010;3800;210;3270;1500;1770
3427;Vrouwen;25 tot 35 jaar;2009 september;4710;4420;290;4000;2050;1960
3428;Vrouwen;25 tot 35 jaar;2009 oktober;5480;5090;390;4450;2380;2080
3429;Vrouwen;25 tot 35 jaar;2009 november;4490;4200;280;3820;1830;1990
3430;Vrouwen;25 tot 35 jaar;2009 december;4720;4430;300;4070;1630;2440
3431;Vrouwen;25 tot 35 jaar;2009 jaarcijfer;52170;48810;3360;40660;19520;21140
3432;Vrouwen;25 tot 35 jaar;2010 januari;5220;4890;330;4510;1980;2530
3433;Vrouwen;25 tot 35 jaar;2010 februari;4610;4290;320;4300;2030;2270
3434;Vrouwen;25 tot 35 jaar;2010 maart;5230;4750;470;5850;2810;3040
3435;Vrouwen;25 tot 35 jaar;2010 april;4000;3660;340;4370;2070;2310
3436;Vrouwen;25 tot 35 jaar;2010 mei;3150;2860;290;3960;1690;2270
3437;Vrouwen;25 tot 35 jaar;2010 juni;4410;4020;400;5110;2240;2880
3438;Vrouwen;25 tot 35 jaar;2010 juli;3910;3560;350;3870;1560;2310
3439;Vrouwen;25 tot 35 jaar;2010 augustus;3960;3640;320;3860;1730;2120
3440;Vrouwen;25 tot 35 jaar;2010 september;5040;4550;490;5420;2770;2650
3441;Vrouwen;25 tot 35 jaar;2010 oktober;4090;3690;400;4450;2030;2420
3442;Vrouwen;25 tot 35 jaar;2010 november;4150;3770;380;3880;1890;2000
3443;Vrouwen;25 tot 35 jaar;2010 december;4450;4040;420;4290;1760;2540
3444;Vrouwen;25 tot 35 jaar;2010 jaarcijfer;52220;47710;4510;53870;24540;29330
3445;Vrouwen;25 tot 35 jaar;2011 januari;5440;4980;460;4280;2050;2230
3446;Vrouwen;25 tot 35 jaar;2011 februari;4300;3880;430;4220;2090;2130
3447;Vrouwen;25 tot 35 jaar;2011 maart;5120;4670;440;5230;2560;2680
3448;Vrouwen;25 tot 35 jaar;2011 april;3980;3670;320;4390;2090;2300
3449;Vrouwen;25 tot 35 jaar;2011 mei;4020;3640;380;4160;1990;2180
3450;Vrouwen;25 tot 35 jaar;2011 juni;4230;3850;380;4400;2020;2380
3451;Vrouwen;25 tot 35 jaar;2011 juli;4400;4240;160;3830;1630;2200
3452;Vrouwen;25 tot 35 jaar;2011 augustus;4360;4180;180;3710;1740;1960
3453;Vrouwen;25 tot 35 jaar;2011 september;5320;5070;250;5330;2710;2620
3454;Vrouwen;25 tot 35 jaar;2011 oktober;4470;4280;190;4280;1970;2310
3455;Vrouwen;25 tot 35 jaar;2011 november;4610;4430;170;4050;1810;2240
3456;Vrouwen;25 tot 35 jaar;2011 december;5030;4820;210;4520;1890;2640
3457;Vrouwen;25 tot 35 jaar;2011 jaarcijfer;55270;51700;3560;52390;24540;27850
3458;Vrouwen;25 tot 35 jaar;2012 januari;6450;6280;170;4540;2070;2470
3459;Vrouwen;25 tot 35 jaar;2012 februari;4770;4580;190;4490;2000;2490
3460;Vrouwen;25 tot 35 jaar;2012 maart;5950;5710;240;5630;2640;3000
3461;Vrouwen;25 tot 35 jaar;2012 april;4920;4750;170;5060;2330;2740
3462;Vrouwen;25 tot 35 jaar;2012 mei;5080;4900;180;4960;2210;2750
3463;Vrouwen;25 tot 35 jaar;2012 juni;4600;4390;210;4530;1950;2590
3464;Vrouwen;25 tot 35 jaar;2012 juli;5550;5350;200;4240;1660;2590
3465;Vrouwen;25 tot 35 jaar;2012 augustus;6520;6270;250;5390;2330;3060
3466;Vrouwen;25 tot 35 jaar;2012 september;5360;5190;170;5150;2440;2700
3467;Vrouwen;25 tot 35 jaar;2012 oktober;5630;5420;210;5090;2240;2850
3468;Vrouwen;25 tot 35 jaar;2012 november;6660;6440;220;5850;2490;3370
3469;Vrouwen;25 tot 35 jaar;2012 december;5230;5050;190;4320;1600;2730
3470;Vrouwen;25 tot 35 jaar;2012 jaarcijfer;66710;64310;2400;59270;25950;33320
3471;Vrouwen;25 tot 35 jaar;2013 januari   ;8790;8540;250;6400;2690;3710
3472;Vrouwen;25 tot 35 jaar;2013 februari  ;6170;5960;220;5440;2280;3160
3473;Vrouwen;25 tot 35 jaar;2013 maart     ;6590;6360;230;5800;2520;3280
3474;Vrouwen;25 tot 35 jaar;2013 april;6220;6020;210;5940;2520;3420
3475;Vrouwen;25 tot 35 jaar;2013 mei;6340;6150;200;6320;2600;3720
3476;Vrouwen;25 tot 35 jaar;2013 juni;6030;5840;190;5420;2120;3290
3477;Vrouwen;25 tot 35 jaar;2013 juli;7430;7170;260;5390;1960;3420
3478;Vrouwen;25 tot 35 jaar;2013 augustus;7870;7550;320;6880;2830;4050
3479;Vrouwen;25 tot 35 jaar;2013 september;6720;6490;220;6430;2950;3480
3480;Vrouwen;25 tot 35 jaar;2013 oktober;8420;8120;300;7570;3190;4390
3481;Vrouwen;25 tot 35 jaar;2013 november;6810;6590;220;6350;2650;3700
3482;Vrouwen;25 tot 35 jaar;2013 december;6230;5990;240;5570;1940;3630
3483;Vrouwen;25 tot 35 jaar;2013 jaarcijfer;83620;80770;2850;73490;30250;43240
3484;Vrouwen;25 tot 35 jaar;2014 januari;10250;9950;300;8170;3360;4820
3485;Vrouwen;25 tot 35 jaar;2014 februari;6870;6580;290;7170;2920;4250
3486;Vrouwen;25 tot 35 jaar;2014 maart;6700;6430;270;7010;2910;4100
3487;Vrouwen;25 tot 35 jaar;2014 april;5930;5690;240;7190;3040;4150
3488;Vrouwen;25 tot 35 jaar;2014 mei;7190;6880;310;8060;3350;4720
3489;Vrouwen;25 tot 35 jaar;2014 juni;5850;5610;240;6320;2530;3790
3490;Vrouwen;25 tot 35 jaar;2014 juli;8880;8530;350;7600;2840;4760
3491;Vrouwen;25 tot 35 jaar;2014 augustus;6510;6240;270;6690;2890;3800
3492;Vrouwen;25 tot 35 jaar;2014 september;6100;5850;250;7420;3520;3900
3493;Vrouwen;25 tot 35 jaar;2014 oktober;8210;7840;370;8270;3510;4760
3494;Vrouwen;25 tot 35 jaar;2014 november;6840;6530;310;6430;2710;3720
3495;Vrouwen;25 tot 35 jaar;2014 december;6540;6270;260;6030;2220;3810
3496;Vrouwen;25 tot 35 jaar;2014 jaarcijfer;85850;82390;3460;86360;35780;50570
3497;Vrouwen;25 tot 35 jaar;2015 januari;10270;9960;310;7970;3330;4640
3498;Vrouwen;25 tot 35 jaar;2015 februari;6720;6480;240;6980;3010;3970
3499;Vrouwen;25 tot 35 jaar;2015 maart;6740;6490;250;7370;3290;4080
3500;Vrouwen;25 tot 35 jaar;2015 april;6910;6640;270;8580;3760;4820
3501;Vrouwen;25 tot 35 jaar;2015 mei;5320;5120;200;6410;2720;3690
3502;Vrouwen;25 tot 35 jaar;2015 juni;5790;5560;230;6460;2770;3690
3503;Vrouwen;25 tot 35 jaar;2015 juli;9160;8870;300;7120;2780;4340
3504;Vrouwen;25 tot 35 jaar;2015 augustus;6120;5880;240;5710;2000;3710
3505;Vrouwen;25 tot 35 jaar;2015 september;5630;5390;230;5680;2000;3680
3506;Vrouwen;25 tot 35 jaar;2015 oktober;7290;7020;270;6440;2100;4340
3507;Vrouwen;25 tot 35 jaar;2015 november;6000;5790;220;5260;1730;3530
3508;Vrouwen;25 tot 35 jaar;2015 december;6880;6620;260;6540;1930;4600
3509;Vrouwen;25 tot 35 jaar;2015 jaarcijfer;82820;79820;3010;80530;31420;49110
3510;Vrouwen;35 tot 45 jaar;1998 januari;4340;3970;370;3970;2010;1960
3511;Vrouwen;35 tot 45 jaar;1998 februari;3470;3090;380;3540;2280;1250
3512;Vrouwen;35 tot 45 jaar;1998 maart;2870;2540;330;3510;2190;1320
3513;Vrouwen;35 tot 45 jaar;1998 april;3250;2760;490;4470;2870;1600
3514;Vrouwen;35 tot 45 jaar;1998 mei;2640;2240;400;3400;2010;1390
3515;Vrouwen;35 tot 45 jaar;1998 juni;2750;2360;380;3160;1890;1270
3516;Vrouwen;35 tot 45 jaar;1998 juli;3510;3070;440;3420;1850;1560
3517;Vrouwen;35 tot 45 jaar;1998 augustus;2780;2500;290;2530;1440;1090
3518;Vrouwen;35 tot 45 jaar;1998 september;2600;2280;330;3480;2280;1200
3519;Vrouwen;35 tot 45 jaar;1998 oktober;3250;2800;440;4380;2730;1650
3520;Vrouwen;35 tot 45 jaar;1998 november;2950;2630;320;3240;1800;1450
3521;Vrouwen;35 tot 45 jaar;1998 december;3250;2900;350;3090;1520;1570
3522;Vrouwen;35 tot 45 jaar;1998 jaarcijfer;37650;33130;4520;42190;24880;17310
3523;Vrouwen;35 tot 45 jaar;1999 januari;3170;2830;340;3380;1830;1550
3524;Vrouwen;35 tot 45 jaar;1999 februari;2710;2390;320;3120;1820;1300
3525;Vrouwen;35 tot 45 jaar;1999 maart;3170;2710;460;4140;2520;1620
3526;Vrouwen;35 tot 45 jaar;1999 april;2160;1850;310;3190;1950;1240
3527;Vrouwen;35 tot 45 jaar;1999 mei;2050;1750;300;2920;1570;1350
3528;Vrouwen;35 tot 45 jaar;1999 juni;2290;1970;320;3210;1760;1450
3529;Vrouwen;35 tot 45 jaar;1999 juli;2460;2130;320;2520;1260;1260
3530;Vrouwen;35 tot 45 jaar;1999 augustus;2060;1830;230;2240;1200;1030
3531;Vrouwen;35 tot 45 jaar;1999 september;2620;2290;330;3700;2260;1440
3532;Vrouwen;35 tot 45 jaar;1999 oktober;2290;1980;300;2980;1770;1210
3533;Vrouwen;35 tot 45 jaar;1999 november;2530;2210;330;2880;1610;1270
3534;Vrouwen;35 tot 45 jaar;1999 december;2150;1840;310;2760;1310;1450
3535;Vrouwen;35 tot 45 jaar;1999 jaarcijfer;29650;25780;3870;37050;20870;16180
3536;Vrouwen;35 tot 45 jaar;2000 januari;2840;2520;330;2710;1460;1250
3537;Vrouwen;35 tot 45 jaar;2000 februari;2450;2140;310;2790;1630;1150
3538;Vrouwen;35 tot 45 jaar;2000 maart;2660;2290;370;3220;1890;1330
3539;Vrouwen;35 tot 45 jaar;2000 april;2040;1690;350;2800;1600;1190
3540;Vrouwen;35 tot 45 jaar;2000 mei;2040;1710;330;2720;1560;1160
3541;Vrouwen;35 tot 45 jaar;2000 juni;2160;1740;420;2780;1420;1360
3542;Vrouwen;35 tot 45 jaar;2000 juli;2370;1970;390;2420;1040;1370
3543;Vrouwen;35 tot 45 jaar;2000 augustus;2200;1870;330;2400;1270;1130
3544;Vrouwen;35 tot 45 jaar;2000 september;1890;1580;310;2670;1610;1070
3545;Vrouwen;35 tot 45 jaar;2000 oktober;2180;1790;390;2720;1520;1200
3546;Vrouwen;35 tot 45 jaar;2000 november;2740;2240;500;2890;1590;1300
3547;Vrouwen;35 tot 45 jaar;2000 december;1690;1380;310;2020;1000;1020
3548;Vrouwen;35 tot 45 jaar;2000 jaarcijfer;27260;22930;4330;32140;17600;14540
3549;Vrouwen;35 tot 45 jaar;2001 januari;2170;1860;310;2330;1190;1140
3550;Vrouwen;35 tot 45 jaar;2001 februari;2190;1880;310;2310;1260;1050
3551;Vrouwen;35 tot 45 jaar;2001 maart;2770;2260;510;3280;1670;1620
3552;Vrouwen;35 tot 45 jaar;2001 april;2070;1670;410;2620;1520;1100
3553;Vrouwen;35 tot 45 jaar;2001 mei;2210;1800;410;2690;1440;1250
3554;Vrouwen;35 tot 45 jaar;2001 juni;1950;1610;340;2120;1040;1080
3555;Vrouwen;35 tot 45 jaar;2001 juli;2170;1690;480;2150;1000;1150
3556;Vrouwen;35 tot 45 jaar;2001 augustus;1890;1620;280;1980;1000;980
3557;Vrouwen;35 tot 45 jaar;2001 september;1960;1610;350;2630;1490;1140
3558;Vrouwen;35 tot 45 jaar;2001 oktober;2310;1890;420;2550;1420;1130
3559;Vrouwen;35 tot 45 jaar;2001 november;2790;2290;490;2890;1490;1400
3560;Vrouwen;35 tot 45 jaar;2001 december;1670;1380;290;2140;910;1230
3561;Vrouwen;35 tot 45 jaar;2001 jaarcijfer;26140;21550;4600;29690;15420;14270
3562;Vrouwen;35 tot 45 jaar;2002 januari;3270;2840;430;2720;1330;1390
3563;Vrouwen;35 tot 45 jaar;2002 februari;2500;2140;350;2440;1250;1190
3564;Vrouwen;35 tot 45 jaar;2002 maart;2500;2090;410;2610;1410;1200
3565;Vrouwen;35 tot 45 jaar;2002 april;2630;2240;390;2620;1480;1150
3566;Vrouwen;35 tot 45 jaar;2002 mei;2980;2530;450;2920;1600;1320
3567;Vrouwen;35 tot 45 jaar;2002 juni;2680;2300;380;2550;1340;1210
3568;Vrouwen;35 tot 45 jaar;2002 juli;2500;2110;390;2410;1230;1180
3569;Vrouwen;35 tot 45 jaar;2002 augustus;2870;2450;420;2470;1260;1210
3570;Vrouwen;35 tot 45 jaar;2002 september;2750;2350;400;2860;1690;1170
3571;Vrouwen;35 tot 45 jaar;2002 oktober;3410;2880;520;3500;1930;1570
3572;Vrouwen;35 tot 45 jaar;2002 november;3160;2670;490;2590;1310;1280
3573;Vrouwen;35 tot 45 jaar;2002 december;2280;1900;370;2220;1070;1150
3574;Vrouwen;35 tot 45 jaar;2002 jaarcijfer;33510;28510;5000;31910;16880;15030
3575;Vrouwen;35 tot 45 jaar;2003 januari;3890;3280;610;2880;1410;1470
3576;Vrouwen;35 tot 45 jaar;2003 februari;3500;2960;540;2820;1460;1360
3577;Vrouwen;35 tot 45 jaar;2003 maart;3350;2790;550;2890;1510;1380
3578;Vrouwen;35 tot 45 jaar;2003 april;3390;2810;580;2830;1510;1320
3579;Vrouwen;35 tot 45 jaar;2003 mei;3800;3180;620;3370;1750;1620
3580;Vrouwen;35 tot 45 jaar;2003 juni;3170;2690;480;2670;1340;1330
3581;Vrouwen;35 tot 45 jaar;2003 juli;4140;3430;710;3000;1380;1610
3582;Vrouwen;35 tot 45 jaar;2003 augustus;3030;2550;480;2390;1130;1260
3583;Vrouwen;35 tot 45 jaar;2003 september;3460;2970;490;3400;1870;1530
3584;Vrouwen;35 tot 45 jaar;2003 oktober;4180;3540;650;3750;2020;1740
3585;Vrouwen;35 tot 45 jaar;2003 november;3500;2840;660;3040;1540;1500
3586;Vrouwen;35 tot 45 jaar;2003 december;3010;2350;660;2640;1310;1330
3587;Vrouwen;35 tot 45 jaar;2003 jaarcijfer;42430;35390;7040;35660;18230;17440
3588;Vrouwen;35 tot 45 jaar;2004 januari;3700;3040;660;3080;1500;1580
3589;Vrouwen;35 tot 45 jaar;2004 februari;3840;3170;680;3200;1700;1500
3590;Vrouwen;35 tot 45 jaar;2004 maart;3720;3080;640;3250;1710;1550
3591;Vrouwen;35 tot 45 jaar;2004 april;4030;3440;590;3870;2140;1730
3592;Vrouwen;35 tot 45 jaar;2004 mei;3100;2550;550;2890;1570;1320
3593;Vrouwen;35 tot 45 jaar;2004 juni;3480;2890;600;2710;1420;1290
3594;Vrouwen;35 tot 45 jaar;2004 juli;4170;3500;670;4200;1860;2350
3595;Vrouwen;35 tot 45 jaar;2004 augustus;2860;2350;510;2990;1310;1680
3596;Vrouwen;35 tot 45 jaar;2004 september;3550;2910;630;3630;1970;1670
3597;Vrouwen;35 tot 45 jaar;2004 oktober;4530;3820;710;4380;2380;2010
3598;Vrouwen;35 tot 45 jaar;2004 november;3890;3200;690;3580;1930;1640
3599;Vrouwen;35 tot 45 jaar;2004 december;4060;3340;730;3470;1780;1690
3600;Vrouwen;35 tot 45 jaar;2004 jaarcijfer;44930;37280;7660;41250;21250;20000
3601;Vrouwen;35 tot 45 jaar;2005 januari;4240;3560;680;3070;1600;1460
3602;Vrouwen;35 tot 45 jaar;2005 februari;4400;3750;660;3550;1910;1650
3603;Vrouwen;35 tot 45 jaar;2005 maart;4410;3730;680;4310;2290;2030
3604;Vrouwen;35 tot 45 jaar;2005 april;4140;3470;670;4040;2180;1860
3605;Vrouwen;35 tot 45 jaar;2005 mei;3240;2700;550;4100;1930;2170
3606;Vrouwen;35 tot 45 jaar;2005 juni;4370;3630;740;4330;2260;2060
3607;Vrouwen;35 tot 45 jaar;2005 juli;3320;2790;540;3610;1740;1870
3608;Vrouwen;35 tot 45 jaar;2005 augustus;3120;2600;520;3260;1500;1760
3609;Vrouwen;35 tot 45 jaar;2005 september;4560;3870;700;4880;2700;2170
3610;Vrouwen;35 tot 45 jaar;2005 oktober;3600;2970;630;4470;2460;2020
3611;Vrouwen;35 tot 45 jaar;2005 november;3570;2960;620;3930;2040;1890
3612;Vrouwen;35 tot 45 jaar;2005 december;3810;3200;610;4110;2010;2100
3613;Vrouwen;35 tot 45 jaar;2005 jaarcijfer;46790;39210;7590;47650;24620;23030
3614;Vrouwen;35 tot 45 jaar;2006 januari;3260;2690;570;4400;2170;2240
3615;Vrouwen;35 tot 45 jaar;2006 februari;4100;3440;660;4120;2140;1980
3616;Vrouwen;35 tot 45 jaar;2006 maart;4770;3860;910;5130;2540;2590
3617;Vrouwen;35 tot 45 jaar;2006 april;3300;2620;680;4330;2300;2040
3618;Vrouwen;35 tot 45 jaar;2006 mei;3500;2840;660;4080;2020;2060
3619;Vrouwen;35 tot 45 jaar;2006 juni;3830;3100;720;4590;2150;2440
3620;Vrouwen;35 tot 45 jaar;2006 juli;3050;2510;540;3960;1720;2240
3621;Vrouwen;35 tot 45 jaar;2006 augustus;3490;2880;610;4450;2000;2450
3622;Vrouwen;35 tot 45 jaar;2006 september;3060;2560;500;4450;2500;1940
3623;Vrouwen;35 tot 45 jaar;2006 oktober;3300;2760;540;4600;2490;2110
3624;Vrouwen;35 tot 45 jaar;2006 november;3940;3200;740;4990;2490;2500
3625;Vrouwen;35 tot 45 jaar;2006 december;2580;2120;460;3460;1640;1820
3626;Vrouwen;35 tot 45 jaar;2006 jaarcijfer;42170;34570;7600;52570;26160;26410
3627;Vrouwen;35 tot 45 jaar;2007 januari;3410;2880;530;3910;1720;2190
3628;Vrouwen;35 tot 45 jaar;2007 februari;3470;2910;560;4150;2050;2100
3629;Vrouwen;35 tot 45 jaar;2007 maart;3870;3200;670;5050;2440;2610
3630;Vrouwen;35 tot 45 jaar;2007 april;2760;2310;450;4100;2120;1980
3631;Vrouwen;35 tot 45 jaar;2007 mei;3110;2540;570;4010;1990;2030
3632;Vrouwen;35 tot 45 jaar;2007 juni;2760;2260;500;3280;1660;1630
3633;Vrouwen;35 tot 45 jaar;2007 juli;2790;2330;460;3120;1540;1580
3634;Vrouwen;35 tot 45 jaar;2007 augustus;2970;2490;490;3410;1720;1700
3635;Vrouwen;35 tot 45 jaar;2007 september;2820;2370;460;3650;2190;1460
3636;Vrouwen;35 tot 45 jaar;2007 oktober;3210;2740;470;3480;1930;1550
3637;Vrouwen;35 tot 45 jaar;2007 november;3850;3320;530;4150;2170;1970
3638;Vrouwen;35 tot 45 jaar;2007 december;2420;2140;280;2650;1340;1310
3639;Vrouwen;35 tot 45 jaar;2007 jaarcijfer;37430;31480;5960;44950;22850;22100
3640;Vrouwen;35 tot 45 jaar;2008 januari;3590;3230;370;3650;1810;1840
3641;Vrouwen;35 tot 45 jaar;2008 februari;2660;2290;370;3180;1750;1440
3642;Vrouwen;35 tot 45 jaar;2008 maart;2520;2190;330;3090;1710;1380
3643;Vrouwen;35 tot 45 jaar;2008 april;2760;2420;340;3270;1850;1420
3644;Vrouwen;35 tot 45 jaar;2008 mei;2650;2270;390;3050;1620;1440
3645;Vrouwen;35 tot 45 jaar;2008 juni;2470;2110;360;2720;1550;1160
3646;Vrouwen;35 tot 45 jaar;2008 juli;3020;2640;380;3140;1570;1570
3647;Vrouwen;35 tot 45 jaar;2008 augustus;2350;2100;250;2440;1330;1110
3648;Vrouwen;35 tot 45 jaar;2008 september;2730;2380;350;3150;1960;1200
3649;Vrouwen;35 tot 45 jaar;2008 oktober;3400;2980;420;3450;1980;1480
3650;Vrouwen;35 tot 45 jaar;2008 november;2820;2510;310;2520;1400;1130
3651;Vrouwen;35 tot 45 jaar;2008 december;2840;2530;310;2410;1210;1200
3652;Vrouwen;35 tot 45 jaar;2008 jaarcijfer;33800;29640;4170;36080;19730;16360
3653;Vrouwen;35 tot 45 jaar;2009 januari;3860;3530;330;2800;1400;1410
3654;Vrouwen;35 tot 45 jaar;2009 februari;3610;3290;330;2770;1430;1340
3655;Vrouwen;35 tot 45 jaar;2009 maart;3650;3330;320;2790;1400;1400
3656;Vrouwen;35 tot 45 jaar;2009 april;4490;4140;350;3310;1600;1710
3657;Vrouwen;35 tot 45 jaar;2009 mei;3580;3330;250;2680;1330;1350
3658;Vrouwen;35 tot 45 jaar;2009 juni;4270;4040;230;2820;1390;1430
3659;Vrouwen;35 tot 45 jaar;2009 juli;4820;4490;320;3280;1420;1860
3660;Vrouwen;35 tot 45 jaar;2009 augustus;3690;3460;230;2730;1320;1400
3661;Vrouwen;35 tot 45 jaar;2009 september;4310;4030;280;3510;1950;1550
3662;Vrouwen;35 tot 45 jaar;2009 oktober;5070;4700;370;3990;2280;1720
3663;Vrouwen;35 tot 45 jaar;2009 november;4110;3800;310;3310;1780;1530
3664;Vrouwen;35 tot 45 jaar;2009 december;4260;3950;300;3420;1550;1870
3665;Vrouwen;35 tot 45 jaar;2009 jaarcijfer;49710;46080;3630;37400;18840;18560
3666;Vrouwen;35 tot 45 jaar;2010 januari;4900;4580;320;3870;2000;1870
3667;Vrouwen;35 tot 45 jaar;2010 februari;4150;3850;300;3520;1900;1610
3668;Vrouwen;35 tot 45 jaar;2010 maart;4700;4280;430;4850;2650;2200
3669;Vrouwen;35 tot 45 jaar;2010 april;3550;3170;380;3690;2020;1680
3670;Vrouwen;35 tot 45 jaar;2010 mei;3010;2760;260;3330;1670;1660
3671;Vrouwen;35 tot 45 jaar;2010 juni;4260;3810;450;4300;2190;2120
3672;Vrouwen;35 tot 45 jaar;2010 juli;3540;3210;330;3410;1540;1870
3673;Vrouwen;35 tot 45 jaar;2010 augustus;3460;3120;340;3280;1680;1600
3674;Vrouwen;35 tot 45 jaar;2010 september;4310;3880;440;5220;3060;2160
3675;Vrouwen;35 tot 45 jaar;2010 oktober;3780;3410;370;4290;2300;1980
3676;Vrouwen;35 tot 45 jaar;2010 november;3560;3200;370;3640;1940;1700
3677;Vrouwen;35 tot 45 jaar;2010 december;4080;3650;430;4030;1790;2240
3678;Vrouwen;35 tot 45 jaar;2010 jaarcijfer;47320;42900;4410;47420;24730;22680
3679;Vrouwen;35 tot 45 jaar;2011 januari;5110;4660;450;4120;2200;1930
3680;Vrouwen;35 tot 45 jaar;2011 februari;3920;3500;420;4000;1980;2020
3681;Vrouwen;35 tot 45 jaar;2011 maart;4520;4020;500;5030;2600;2430
3682;Vrouwen;35 tot 45 jaar;2011 april;3620;3260;360;4080;2080;2000
3683;Vrouwen;35 tot 45 jaar;2011 mei;3620;3230;390;3740;1920;1820
3684;Vrouwen;35 tot 45 jaar;2011 juni;3970;3580;400;3970;1890;2090
3685;Vrouwen;35 tot 45 jaar;2011 juli;3960;3740;220;3370;1440;1930
3686;Vrouwen;35 tot 45 jaar;2011 augustus;3510;3290;220;3370;1690;1680
3687;Vrouwen;35 tot 45 jaar;2011 september;4480;4140;340;4820;2700;2120
3688;Vrouwen;35 tot 45 jaar;2011 oktober;3830;3550;270;3710;2010;1700
3689;Vrouwen;35 tot 45 jaar;2011 november;3770;3510;260;3630;1820;1810
3690;Vrouwen;35 tot 45 jaar;2011 december;4200;3920;280;3750;1650;2100
3691;Vrouwen;35 tot 45 jaar;2011 jaarcijfer;48500;44400;4110;47580;23960;23620
3692;Vrouwen;35 tot 45 jaar;2012 januari;5600;5350;240;3860;1970;1890
3693;Vrouwen;35 tot 45 jaar;2012 februari;4110;3860;250;3590;1730;1860
3694;Vrouwen;35 tot 45 jaar;2012 maart;4840;4500;340;4770;2410;2360
3695;Vrouwen;35 tot 45 jaar;2012 april;4170;3930;240;4080;2090;1990
3696;Vrouwen;35 tot 45 jaar;2012 mei;4330;4060;270;4030;1950;2090
3697;Vrouwen;35 tot 45 jaar;2012 juni;3830;3600;230;3450;1660;1790
3698;Vrouwen;35 tot 45 jaar;2012 juli;4290;4040;250;3180;1340;1830
3699;Vrouwen;35 tot 45 jaar;2012 augustus;4830;4570;260;4130;2010;2120
3700;Vrouwen;35 tot 45 jaar;2012 september;4170;3920;250;4040;2210;1830
3701;Vrouwen;35 tot 45 jaar;2012 oktober;4400;4140;260;3780;1900;1880
3702;Vrouwen;35 tot 45 jaar;2012 november;5150;4820;330;4320;2040;2280
3703;Vrouwen;35 tot 45 jaar;2012 december;4210;3970;240;3230;1270;1960
3704;Vrouwen;35 tot 45 jaar;2012 jaarcijfer;53940;50780;3160;46450;22570;23880
