ID;EigendomWoning;Bouwjaar;RegioS;Perioden;TotaalWoningenMetEnergielabel_1;WoningenMetEnergielabelAEnB_2;WoningenMetEnergielabelCEnD_3;WoningenMetEnergielabelEFG_4
972;Totaal ;9;Nijmegen (GA);2011;1552;1229;323;0
973;Totaal ;9;Amersfoort (GA);2011;551;537;11;3
974;Totaal ;9;Utrecht (GA);2011;4583;3744;839;0
975;Totaal ;9;Amsterdam (GA);2011;6924;3894;3016;14
976;Totaal ;9;Haarlem (GA);2011;384;324;60;0
977;Totaal ;9;Leiden (GA);2011;791;733;58;0
978;Totaal ;9;'s-Gravenhage (GA);2011;5810;4696;1084;30
979;Totaal ;9;Rotterdam (GA);2011;5164;4039;999;126
980;Totaal ;9;Dordrecht (GA);2011;1173;1074;99;0
981;Totaal ;9;Breda (GA);2011;246;230;16;0
982;Totaal ;9;Tilburg (GA);2011;2040;1460;580;0
983;Totaal ;9;'s-Hertogenbosch (GA);2011;1826;1677;149;0
984;Totaal ;9;Eindhoven (GA);2011;2707;2102;605;0
985;Totaal ;9;Geleen/Sittard (GA);2011;1129;930;198;1
986;Totaal ;9;Heerlen (GA);2011;1320;1179;140;1
987;Totaal ;9;Maastricht (GA);2011;785;584;197;4
988;Totaal ;9;Groningen (SG);2011;3580;3341;234;5
989;Totaal ;9;Leeuwarden (SG);2011;1280;1276;4;0
990;Totaal ;9;Zwolle (SG);2011;2432;2025;393;14
991;Totaal ;9;Enschede (SG);2011;5367;4722;645;0
992;Totaal ;9;Apeldoorn (SG);2011;1355;1179;167;9
993;Totaal ;9;Arnhem (SG);2011;1615;1512;99;4
994;Totaal ;9;Nijmegen (SG);2011;2141;1791;350;0
995;Totaal ;9;Amersfoort (SG);2011;1367;1286;78;3
996;Totaal ;9;Utrecht (SG);2011;6089;5102;987;0
997;Totaal ;9;Amsterdam (SG);2011;9536;5732;3780;24
998;Totaal ;9;Haarlem (SG);2011;1456;1303;153;0
999;Totaal ;9;Leiden (SG);2011;1628;1539;89;0
1000;Totaal ;9;'s-Gravenhage (SG);2011;9358;7832;1496;30
1001;Totaal ;9;Rotterdam (SG);2011;6211;4906;1179;126
1002;Totaal ;9;Dordrecht (SG);2011;2307;2201;106;0
1003;Totaal ;9;Breda (SG);2011;839;777;62;0
1004;Totaal ;9;Tilburg (SG);2011;2812;2177;634;1
1005;Totaal ;9;'s-Hertogenbosch (SG);2011;1928;1779;149;0
1006;Totaal ;9;Eindhoven (SG);2011;2987;2381;605;1
1007;Totaal ;9;Geleen/Sittard (SG);2011;1190;991;198;1
1008;Totaal ;9;Heerlen (SG);2011;1428;1287;140;1
1009;Totaal ;9;Maastricht (SG);2011;840;634;202;4
1010;Totaal ;>2010;Nederland;2011;2835;2630;203;2
1011;Totaal ;>2010;Noord-Nederland (LD);2011;401;401;0;0
1012;Totaal ;>2010;Oost-Nederland (LD);2011;541;539;1;1
1013;Totaal ;>2010;West-Nederland (LD);2011;1475;1304;171;0
1014;Totaal ;>2010;Zuid-Nederland (LD);2011;418;386;31;1
1015;Totaal ;>2010;Groningen (PV);2011;80;80;0;0
1016;Totaal ;>2010;Friesland (PV);2011;286;286;0;0
1017;Totaal ;>2010;Drenthe (PV);2011;35;35;0;0
1018;Totaal ;>2010;Overijssel (PV);2011;221;220;0;1
1019;Totaal ;>2010;Flevoland (PV);2011;24;23;1;0
1020;Totaal ;>2010;Gelderland (PV);2011;296;296;0;0
1021;Totaal ;>2010;Utrecht (PV);2011;579;480;99;0
1022;Totaal ;>2010;Noord-Holland (PV);2011;279;278;1;0
1023;Totaal ;>2010;Zuid-Holland (PV);2011;617;546;71;0
1024;Totaal ;>2010;Zeeland (PV);2011;0;0;0;0
1025;Totaal ;>2010;Noord-Brabant (PV);2011;347;323;23;1
1026;Totaal ;>2010;Limburg (PV);2011;71;63;8;0
1027;Totaal ;>2010;Oost-Groningen (CR);2011;27;27;0;0
1028;Totaal ;>2010;Delfzijl en omgeving (CR);2011;45;45;0;0
1029;Totaal ;>2010;Overig Groningen (CR);2011;8;8;0;0
1030;Totaal ;>2010;Noord-Friesland (CR);2011;106;106;0;0
1031;Totaal ;>2010;Zuidwest-Friesland (CR);2011;38;38;0;0
1032;Totaal ;>2010;Zuidoost-Friesland (CR);2011;142;142;0;0
1033;Totaal ;>2010;Noord-Drenthe (CR);2011;0;0;0;0
1034;Totaal ;>2010;Zuidoost-Drenthe (CR);2011;26;26;0;0
1035;Totaal ;>2010;Zuidwest-Drenthe (CR);2011;9;9;0;0
1036;Totaal ;>2010;Noord-Overijssel (CR);2011;39;39;0;0
1037;Totaal ;>2010;Zuidwest-Overijssel (CR);2011;81;81;0;0
1038;Totaal ;>2010;Twente (CR);2011;101;100;0;1
1039;Totaal ;>2010;Veluwe (CR);2011;105;105;0;0
1040;Totaal ;>2010;Achterhoek (CR);2011;0;0;0;0
1041;Totaal ;>2010;Arnhem/Nijmegen (CR);2011;71;71;0;0
1042;Totaal ;>2010;Zuidwest-Gelderland (CR);2011;120;120;0;0
1043;Totaal ;>2010;Utrecht (CR);2011;579;480;99;0
1044;Totaal ;>2010;Kop van Noord-Holland (CR);2011;0;0;0;0
1045;Totaal ;>2010;Alkmaar en omgeving (CR);2011;51;51;0;0
1046;Totaal ;>2010;IJmond (CR);2011;0;0;0;0
1047;Totaal ;>2010;Agglomeratie Haarlem (CR);2011;0;0;0;0
1048;Totaal ;>2010;Zaanstreek (CR);2011;0;0;0;0
1049;Totaal ;>2010;Groot-Amsterdam (CR);2011;228;227;1;0
1050;Totaal ;>2010;Het Gooi en Vechtstreek (CR);2011;0;0;0;0
1051;Totaal ;>2010;Agglomeratie Leiden en Bollenstreek (CR);2011;106;106;0;0
1052;Totaal ;>2010;Agglomeratie 's-Gravenhage (CR);2011;275;205;70;0
1053;Totaal ;>2010;Delft en Westland (CR);2011;1;0;1;0
1054;Totaal ;>2010;Oost-Zuid-Holland (CR);2011;0;0;0;0
1055;Totaal ;>2010;Groot-Rijnmond (CR);2011;207;207;0;0
1056;Totaal ;>2010;Zuidoost-Zuid-Holland (CR);2011;28;28;0;0
1057;Totaal ;>2010;Zeeuwsch-Vlaanderen (CR);2011;0;0;0;0
1058;Totaal ;>2010;Overig Zeeland (CR);2011;0;0;0;0
1059;Totaal ;>2010;West-Noord-Brabant (CR);2011;181;158;22;1
1060;Totaal ;>2010;Midden-Noord-Brabant (CR);2011;40;39;1;0
1061;Totaal ;>2010;Noordoost-Noord-Brabant (CR);2011;0;0;0;0
1062;Totaal ;>2010;Zuidoost-Noord-Brabant (CR);2011;126;126;0;0
1063;Totaal ;>2010;Noord-Limburg (CR);2011;8;8;0;0
1064;Totaal ;>2010;Midden-Limburg (CR);2011;0;0;0;0
1065;Totaal ;>2010;Zuid-Limburg (CR);2011;63;55;8;0
1066;Totaal ;>2010;Flevoland (CR);2011;24;23;1;0
1067;Totaal ;>2010;Groningen (GA);2011;0;0;0;0
1068;Totaal ;>2010;Leeuwarden (GA);2011;59;59;0;0
1069;Totaal ;>2010;Zwolle (GA);2011;0;0;0;0
1070;Totaal ;>2010;Enschede (GA);2011;0;0;0;0
1071;Totaal ;>2010;Apeldoorn (GA);2011;0;0;0;0
1072;Totaal ;>2010;Arnhem (GA);2011;0;0;0;0
1073;Totaal ;>2010;Nijmegen (GA);2011;71;71;0;0
1074;Totaal ;>2010;Amersfoort (GA);2011;0;0;0;0
1075;Totaal ;>2010;Utrecht (GA);2011;265;189;76;0
1076;Totaal ;>2010;Amsterdam (GA);2011;4;3;1;0
1077;Totaal ;>2010;Haarlem (GA);2011;0;0;0;0
1078;Totaal ;>2010;Leiden (GA);2011;26;26;0;0
1079;Totaal ;>2010;'s-Gravenhage (GA);2011;205;135;70;0
1080;Totaal ;>2010;Rotterdam (GA);2011;0;0;0;0
1081;Totaal ;>2010;Dordrecht (GA);2011;12;12;0;0
1082;Totaal ;>2010;Breda (GA);2011;0;0;0;0
1083;Totaal ;>2010;Tilburg (GA);2011;40;39;1;0
1084;Totaal ;>2010;'s-Hertogenbosch (GA);2011;0;0;0;0
1085;Totaal ;>2010;Eindhoven (GA);2011;67;67;0;0
1086;Totaal ;>2010;Geleen/Sittard (GA);2011;63;55;8;0
1087;Totaal ;>2010;Heerlen (GA);2011;0;0;0;0
1088;Totaal ;>2010;Maastricht (GA);2011;0;0;0;0
1089;Totaal ;>2010;Groningen (SG);2011;0;0;0;0
1090;Totaal ;>2010;Leeuwarden (SG);2011;59;59;0;0
1091;Totaal ;>2010;Zwolle (SG);2011;0;0;0;0
1092;Totaal ;>2010;Enschede (SG);2011;66;66;0;0
1093;Totaal ;>2010;Apeldoorn (SG);2011;6;6;0;0
1094;Totaal ;>2010;Arnhem (SG);2011;0;0;0;0
1095;Totaal ;>2010;Nijmegen (SG);2011;71;71;0;0
1096;Totaal ;>2010;Amersfoort (SG);2011;25;25;0;0
1097;Totaal ;>2010;Utrecht (SG);2011;537;438;99;0
1098;Totaal ;>2010;Amsterdam (SG);2011;228;227;1;0
1099;Totaal ;>2010;Haarlem (SG);2011;0;0;0;0
1100;Totaal ;>2010;Leiden (SG);2011;106;106;0;0
1101;Totaal ;>2010;'s-Gravenhage (SG);2011;276;205;71;0
1102;Totaal ;>2010;Rotterdam (SG);2011;0;0;0;0
1103;Totaal ;>2010;Dordrecht (SG);2011;12;12;0;0
1104;Totaal ;>2010;Breda (SG);2011;11;9;1;1
1105;Totaal ;>2010;Tilburg (SG);2011;40;39;1;0
1106;Totaal ;>2010;'s-Hertogenbosch (SG);2011;0;0;0;0
1107;Totaal ;>2010;Eindhoven (SG);2011;67;67;0;0
1108;Totaal ;>2010;Geleen/Sittard (SG);2011;63;55;8;0
1109;Totaal ;>2010;Heerlen (SG);2011;0;0;0;0
1110;Totaal ;>2010;Maastricht (SG);2011;0;0;0;0
1111;Huurwoning;Alle bouwjaren;Nederland;2011;1839719;247477;1062165;530077
1112;Huurwoning;Alle bouwjaren;Noord-Nederland (LD);2011;215298;30679;117840;66779
1113;Huurwoning;Alle bouwjaren;Oost-Nederland (LD);2011;382777;65454;230575;86748
1114;Huurwoning;Alle bouwjaren;West-Nederland (LD);2011;877625;106265;497616;273744
1115;Huurwoning;Alle bouwjaren;Zuid-Nederland (LD);2011;364019;45079;216134;102806
1116;Huurwoning;Alle bouwjaren;Groningen (PV);2011;80405;11199;45033;24173
1117;Huurwoning;Alle bouwjaren;Friesland (PV);2011;81933;10861;40646;30426
1118;Huurwoning;Alle bouwjaren;Drenthe (PV);2011;52960;8619;32161;12180
1119;Huurwoning;Alle bouwjaren;Overijssel (PV);2011;138855;26580;79968;32307
1120;Huurwoning;Alle bouwjaren;Flevoland (PV);2011;38964;8049;27523;3392
1121;Huurwoning;Alle bouwjaren;Gelderland (PV);2011;204958;30825;123084;51049
1122;Huurwoning;Alle bouwjaren;Utrecht (PV);2011;107949;17058;61428;29463
1123;Huurwoning;Alle bouwjaren;Noord-Holland (PV);2011;289422;37226;159678;92518
1124;Huurwoning;Alle bouwjaren;Zuid-Holland (PV);2011;437393;47679;248206;141508
1125;Huurwoning;Alle bouwjaren;Zeeland (PV);2011;42861;4302;28304;10255
1126;Huurwoning;Alle bouwjaren;Noord-Brabant (PV);2011;246013;32444;148329;65240
1127;Huurwoning;Alle bouwjaren;Limburg (PV);2011;118006;12635;67805;37566
1128;Huurwoning;Alle bouwjaren;Oost-Groningen (CR);2011;18239;2569;8792;6878
1129;Huurwoning;Alle bouwjaren;Delfzijl en omgeving (CR);2011;7024;909;4115;2000
1130;Huurwoning;Alle bouwjaren;Overig Groningen (CR);2011;55142;7721;32126;15295
1131;Huurwoning;Alle bouwjaren;Noord-Friesland (CR);2011;43027;5025;21168;16834
1132;Huurwoning;Alle bouwjaren;Zuidwest-Friesland (CR);2011;11975;1541;6732;3702
1133;Huurwoning;Alle bouwjaren;Zuidoost-Friesland (CR);2011;26931;4295;12746;9890
1134;Huurwoning;Alle bouwjaren;Noord-Drenthe (CR);2011;17720;3706;11597;2417
1135;Huurwoning;Alle bouwjaren;Zuidoost-Drenthe (CR);2011;20169;2646;11344;6179
1136;Huurwoning;Alle bouwjaren;Zuidwest-Drenthe (CR);2011;15071;2267;9220;3584
1137;Huurwoning;Alle bouwjaren;Noord-Overijssel (CR);2011;38288;6806;21760;9722
1138;Huurwoning;Alle bouwjaren;Zuidwest-Overijssel (CR);2011;19015;2931;10896;5188
1139;Huurwoning;Alle bouwjaren;Twente (CR);2011;81552;16843;47312;17397
1140;Huurwoning;Alle bouwjaren;Veluwe (CR);2011;59201;8936;33277;16988
1141;Huurwoning;Alle bouwjaren;Achterhoek (CR);2011;39882;7700;24049;8133
1142;Huurwoning;Alle bouwjaren;Arnhem/Nijmegen (CR);2011;84817;10854;52788;21175
1143;Huurwoning;Alle bouwjaren;Zuidwest-Gelderland (CR);2011;21058;3335;12970;4753
1144;Huurwoning;Alle bouwjaren;Utrecht (CR);2011;107949;17058;61428;29463
1145;Huurwoning;Alle bouwjaren;Kop van Noord-Holland (CR);2011;37714;5092;27750;4872
1146;Huurwoning;Alle bouwjaren;Alkmaar en omgeving (CR);2011;21805;3568;13823;4414
1147;Huurwoning;Alle bouwjaren;IJmond (CR);2011;22562;3367;11460;7735
1148;Huurwoning;Alle bouwjaren;Agglomeratie Haarlem (CR);2011;15479;1774;6160;7545
1149;Huurwoning;Alle bouwjaren;Zaanstreek (CR);2011;24089;2007;10298;11784
1150;Huurwoning;Alle bouwjaren;Groot-Amsterdam (CR);2011;155799;20230;83404;52165
1151;Huurwoning;Alle bouwjaren;Het Gooi en Vechtstreek (CR);2011;11974;1188;6783;4003
1152;Huurwoning;Alle bouwjaren;Agglomeratie Leiden en Bollenstreek (CR);2011;40355;4361;23061;12933
1153;Huurwoning;Alle bouwjaren;Agglomeratie 's-Gravenhage (CR);2011;116868;14205;61563;41100
1154;Huurwoning;Alle bouwjaren;Delft en Westland (CR);2011;27880;2719;15245;9916
1155;Huurwoning;Alle bouwjaren;Oost-Zuid-Holland (CR);2011;18104;1779;9887;6438
1156;Huurwoning;Alle bouwjaren;Groot-Rijnmond (CR);2011;179887;19615;109504;50768
1157;Huurwoning;Alle bouwjaren;Zuidoost-Zuid-Holland (CR);2011;54299;5000;28946;20353
1158;Huurwoning;Alle bouwjaren;Zeeuwsch-Vlaanderen (CR);2011;10343;1329;5992;3022
1159;Huurwoning;Alle bouwjaren;Overig Zeeland (CR);2011;32518;2973;22312;7233
1160;Huurwoning;Alle bouwjaren;West-Noord-Brabant (CR);2011;52970;6189;30211;16570
1161;Huurwoning;Alle bouwjaren;Midden-Noord-Brabant (CR);2011;54333;6942;32898;14493
1162;Huurwoning;Alle bouwjaren;Noordoost-Noord-Brabant (CR);2011;48872;9115;29616;10141
1163;Huurwoning;Alle bouwjaren;Zuidoost-Noord-Brabant (CR);2011;89838;10198;55604;24036
1164;Huurwoning;Alle bouwjaren;Noord-Limburg (CR);2011;22573;2898;14835;4840
1165;Huurwoning;Alle bouwjaren;Midden-Limburg (CR);2011;17724;1759;10228;5737
1166;Huurwoning;Alle bouwjaren;Zuid-Limburg (CR);2011;77709;7978;42742;26989
1167;Huurwoning;Alle bouwjaren;Flevoland (CR);2011;38964;8049;27523;3392
1168;Huurwoning;Alle bouwjaren;Groningen (GA);2011;37856;5164;23367;9325
1169;Huurwoning;Alle bouwjaren;Leeuwarden (GA);2011;16887;1754;9558;5575
1170;Huurwoning;Alle bouwjaren;Zwolle (GA);2011;19166;3508;10431;5227
1171;Huurwoning;Alle bouwjaren;Enschede (GA);2011;28247;5160;18065;5022
1172;Huurwoning;Alle bouwjaren;Apeldoorn (GA);2011;20047;2730;10963;6354
1173;Huurwoning;Alle bouwjaren;Arnhem (GA);2011;15282;1943;8882;4457
1174;Huurwoning;Alle bouwjaren;Nijmegen (GA);2011;30901;3968;18196;8737
1175;Huurwoning;Alle bouwjaren;Amersfoort (GA);2011;9117;2420;4329;2368
1176;Huurwoning;Alle bouwjaren;Utrecht (GA);2011;50082;8054;29274;12754
1177;Huurwoning;Alle bouwjaren;Amsterdam (GA);2011;152826;19105;77701;56020
1178;Huurwoning;Alle bouwjaren;Haarlem (GA);2011;12856;1586;5066;6204
1179;Huurwoning;Alle bouwjaren;Leiden (GA);2011;26481;2631;14257;9593
1180;Huurwoning;Alle bouwjaren;'s-Gravenhage (GA);2011;93498;9793;48840;34865
1181;Huurwoning;Alle bouwjaren;Rotterdam (GA);2011;140844;13407;88709;38728
1182;Huurwoning;Alle bouwjaren;Dordrecht (GA);2011;34225;2469;19865;11891
1183;Huurwoning;Alle bouwjaren;Breda (GA);2011;15356;1323;8709;5324
1184;Huurwoning;Alle bouwjaren;Tilburg (GA);2011;33044;3407;20588;9049
1185;Huurwoning;Alle bouwjaren;'s-Hertogenbosch (GA);2011;25306;4430;14370;6506
1186;Huurwoning;Alle bouwjaren;Eindhoven (GA);2011;52612;4486;31720;16406
1187;Huurwoning;Alle bouwjaren;Geleen/Sittard (GA);2011;16387;2447;8067;5873
1188;Huurwoning;Alle bouwjaren;Heerlen (GA);2011;30247;2733;17055;10459
1189;Huurwoning;Alle bouwjaren;Maastricht (GA);2011;21505;1580;12223;7702
1190;Huurwoning;Alle bouwjaren;Groningen (SG);2011;47632;6719;28311;12602
1191;Huurwoning;Alle bouwjaren;Leeuwarden (SG);2011;23357;2669;11955;8733
1192;Huurwoning;Alle bouwjaren;Zwolle (SG);2011;24091;4482;12756;6853
1193;Huurwoning;Alle bouwjaren;Enschede (SG);2011;49946;9888;29817;10241
1194;Huurwoning;Alle bouwjaren;Apeldoorn (SG);2011;26012;3512;14257;8243
1195;Huurwoning;Alle bouwjaren;Arnhem (SG);2011;38446;4346;23901;10199
1196;Huurwoning;Alle bouwjaren;Nijmegen (SG);2011;39288;5287;24314;9687
1197;Huurwoning;Alle bouwjaren;Amersfoort (SG);2011;15046;3827;7964;3255
1198;Huurwoning;Alle bouwjaren;Utrecht (SG);2011;70771;11465;39880;19426
1199;Huurwoning;Alle bouwjaren;Amsterdam (SG);2011;189187;24253;103441;61493
1200;Huurwoning;Alle bouwjaren;Haarlem (SG);2011;38041;5141;17620;15280
1201;Huurwoning;Alle bouwjaren;Leiden (SG);2011;34687;3881;19602;11204
1202;Huurwoning;Alle bouwjaren;'s-Gravenhage (SG);2011;144748;16924;76808;51016
1203;Huurwoning;Alle bouwjaren;Rotterdam (SG);2011;157349;15347;97455;44547
1204;Huurwoning;Alle bouwjaren;Dordrecht (SG);2011;39522;3633;21104;14785
1205;Huurwoning;Alle bouwjaren;Breda (SG);2011;27723;3195;15439;9089
1206;Huurwoning;Alle bouwjaren;Tilburg (SG);2011;39425;4550;24718;10157
1207;Huurwoning;Alle bouwjaren;'s-Hertogenbosch (SG);2011;26800;4660;15466;6674
1208;Huurwoning;Alle bouwjaren;Eindhoven (SG);2011;60487;5317;36026;19144
1209;Huurwoning;Alle bouwjaren;Geleen/Sittard (SG);2011;17420;2575;8510;6335
1210;Huurwoning;Alle bouwjaren;Heerlen (SG);2011;33757;3163;18910;11684
1211;Huurwoning;Alle bouwjaren;Maastricht (SG);2011;23648;1910;13627;8111
1212;Huurwoning;1;Nederland;2011;12213;1450;6024;4739
1213;Huurwoning;1;Noord-Nederland (LD);2011;1311;47;703;561
1214;Huurwoning;1;Oost-Nederland (LD);2011;819;93;324;402
1215;Huurwoning;1;West-Nederland (LD);2011;9426;1245;4765;3416
1216;Huurwoning;1;Zuid-Nederland (LD);2011;657;65;232;360
1217;Huurwoning;1;Groningen (PV);2011;481;34;317;130
1218;Huurwoning;1;Friesland (PV);2011;809;13;380;416
1219;Huurwoning;1;Drenthe (PV);2011;21;0;6;15
1220;Huurwoning;1;Overijssel (PV);2011;111;9;39;63
1221;Huurwoning;1;Flevoland (PV);2011;0;0;0;0
1222;Huurwoning;1;Gelderland (PV);2011;708;84;285;339
1223;Huurwoning;1;Utrecht (PV);2011;600;12;213;375
1224;Huurwoning;1;Noord-Holland (PV);2011;5014;955;2022;2037
1225;Huurwoning;1;Zuid-Holland (PV);2011;3755;274;2519;962
1226;Huurwoning;1;Zeeland (PV);2011;57;4;11;42
1227;Huurwoning;1;Noord-Brabant (PV);2011;383;44;175;164
1228;Huurwoning;1;Limburg (PV);2011;274;21;57;196
1229;Huurwoning;1;Oost-Groningen (CR);2011;9;2;3;4
1230;Huurwoning;1;Delfzijl en omgeving (CR);2011;5;0;4;1
1231;Huurwoning;1;Overig Groningen (CR);2011;467;32;310;125
1232;Huurwoning;1;Noord-Friesland (CR);2011;740;8;349;383
1233;Huurwoning;1;Zuidwest-Friesland (CR);2011;66;5;31;30
1234;Huurwoning;1;Zuidoost-Friesland (CR);2011;3;0;0;3
1235;Huurwoning;1;Noord-Drenthe (CR);2011;15;0;5;10
1236;Huurwoning;1;Zuidoost-Drenthe (CR);2011;2;0;1;1
1237;Huurwoning;1;Zuidwest-Drenthe (CR);2011;4;0;0;4
1238;Huurwoning;1;Noord-Overijssel (CR);2011;75;3;24;48
1239;Huurwoning;1;Zuidwest-Overijssel (CR);2011;11;0;6;5
1240;Huurwoning;1;Twente (CR);2011;25;6;9;10
1241;Huurwoning;1;Veluwe (CR);2011;131;6;43;82
1242;Huurwoning;1;Achterhoek (CR);2011;116;23;53;40
1243;Huurwoning;1;Arnhem/Nijmegen (CR);2011;418;53;168;197
1244;Huurwoning;1;Zuidwest-Gelderland (CR);2011;43;2;21;20
1245;Huurwoning;1;Utrecht (CR);2011;600;12;213;375
1246;Huurwoning;1;Kop van Noord-Holland (CR);2011;17;2;6;9
1247;Huurwoning;1;Alkmaar en omgeving (CR);2011;40;0;13;27
1248;Huurwoning;1;IJmond (CR);2011;7;0;2;5
1249;Huurwoning;1;Agglomeratie Haarlem (CR);2011;115;9;26;80
1250;Huurwoning;1;Zaanstreek (CR);2011;46;3;3;40
1251;Huurwoning;1;Groot-Amsterdam (CR);2011;4759;940;1958;1861
1252;Huurwoning;1;Het Gooi en Vechtstreek (CR);2011;30;1;14;15
1253;Huurwoning;1;Agglomeratie Leiden en Bollenstreek (CR);2011;212;3;103;106
1254;Huurwoning;1;Agglomeratie 's-Gravenhage (CR);2011;748;13;460;275
1255;Huurwoning;1;Delft en Westland (CR);2011;83;6;27;50
1256;Huurwoning;1;Oost-Zuid-Holland (CR);2011;39;2;10;27
1257;Huurwoning;1;Groot-Rijnmond (CR);2011;2496;227;1859;410
1258;Huurwoning;1;Zuidoost-Zuid-Holland (CR);2011;177;23;60;94
1259;Huurwoning;1;Zeeuwsch-Vlaanderen (CR);2011;2;0;0;2
1260;Huurwoning;1;Overig Zeeland (CR);2011;55;4;11;40
1261;Huurwoning;1;West-Noord-Brabant (CR);2011;69;6;7;56
1262;Huurwoning;1;Midden-Noord-Brabant (CR);2011;72;6;31;35
1263;Huurwoning;1;Noordoost-Noord-Brabant (CR);2011;195;22;123;50
1264;Huurwoning;1;Zuidoost-Noord-Brabant (CR);2011;47;10;14;23
1265;Huurwoning;1;Noord-Limburg (CR);2011;25;8;5;12
1266;Huurwoning;1;Midden-Limburg (CR);2011;27;2;15;10
1267;Huurwoning;1;Zuid-Limburg (CR);2011;222;11;37;174
1268;Huurwoning;1;Flevoland (CR);2011;0;0;0;0
1269;Huurwoning;1;Groningen (GA);2011;435;31;295;109
1270;Huurwoning;1;Leeuwarden (GA);2011;662;7;317;338
1271;Huurwoning;1;Zwolle (GA);2011;37;2;15;20
1272;Huurwoning;1;Enschede (GA);2011;8;5;1;2
1273;Huurwoning;1;Apeldoorn (GA);2011;39;1;4;34
1274;Huurwoning;1;Arnhem (GA);2011;240;35;109;96
1275;Huurwoning;1;Nijmegen (GA);2011;90;14;43;33
1276;Huurwoning;1;Amersfoort (GA);2011;13;2;5;6
1277;Huurwoning;1;Utrecht (GA);2011;516;4;185;327
1278;Huurwoning;1;Amsterdam (GA);2011;4788;943;1957;1888
1279;Huurwoning;1;Haarlem (GA);2011;95;9;26;60
1280;Huurwoning;1;Leiden (GA);2011;209;3;101;105
1281;Huurwoning;1;'s-Gravenhage (GA);2011;747;13;460;274
1282;Huurwoning;1;Rotterdam (GA);2011;2436;226;1844;366
1283;Huurwoning;1;Dordrecht (GA);2011;59;1;25;33
1284;Huurwoning;1;Breda (GA);2011;50;1;3;46
1285;Huurwoning;1;Tilburg (GA);2011;63;5;28;30
1286;Huurwoning;1;'s-Hertogenbosch (GA);2011;177;21;116;40
1287;Huurwoning;1;Eindhoven (GA);2011;13;0;3;10
1288;Huurwoning;1;Geleen/Sittard (GA);2011;66;7;11;48
1289;Huurwoning;1;Heerlen (GA);2011;4;0;2;2
1290;Huurwoning;1;Maastricht (GA);2011;105;1;23;81
1291;Huurwoning;1;Groningen (SG);2011;440;31;296;113
1292;Huurwoning;1;Leeuwarden (SG);2011;670;7;322;341
1293;Huurwoning;1;Zwolle (SG);2011;41;2;16;23
1294;Huurwoning;1;Enschede (SG);2011;16;6;6;4
1295;Huurwoning;1;Apeldoorn (SG);2011;39;1;4;34
1296;Huurwoning;1;Arnhem (SG);2011;306;35;116;155
1297;Huurwoning;1;Nijmegen (SG);2011;93;14;43;36
1298;Huurwoning;1;Amersfoort (SG);2011;16;2;5;9
1299;Huurwoning;1;Utrecht (SG);2011;538;5;190;343
1300;Huurwoning;1;Amsterdam (SG);2011;4802;943;1959;1900
1301;Huurwoning;1;Haarlem (SG);2011;122;9;28;85
1302;Huurwoning;1;Leiden (SG);2011;210;3;102;105
1303;Huurwoning;1;'s-Gravenhage (SG);2011;831;19;487;325
1304;Huurwoning;1;Rotterdam (SG);2011;2462;227;1852;383
1305;Huurwoning;1;Dordrecht (SG);2011;61;1;26;34
1306;Huurwoning;1;Breda (SG);2011;55;6;3;46
1307;Huurwoning;1;Tilburg (SG);2011;64;5;29;30
1308;Huurwoning;1;'s-Hertogenbosch (SG);2011;180;21;116;43
1309;Huurwoning;1;Eindhoven (SG);2011;13;0;3;10
1310;Huurwoning;1;Geleen/Sittard (SG);2011;68;7;12;49
1311;Huurwoning;1;Heerlen (SG);2011;13;0;2;11
1312;Huurwoning;1;Maastricht (SG);2011;108;1;23;84
1313;Huurwoning;2;Nederland;2011;77323;4758;31790;40775
1314;Huurwoning;2;Noord-Nederland (LD);2011;7459;881;4099;2479
1315;Huurwoning;2;Oost-Nederland (LD);2011;14071;647;6279;7145
1316;Huurwoning;2;West-Nederland (LD);2011;45274;3038;17502;24734
1317;Huurwoning;2;Zuid-Nederland (LD);2011;10519;192;3910;6417
1318;Huurwoning;2;Groningen (PV);2011;4582;630;2850;1102
1319;Huurwoning;2;Friesland (PV);2011;2434;243;927;1264
1320;Huurwoning;2;Drenthe (PV);2011;443;8;322;113
1321;Huurwoning;2;Overijssel (PV);2011;6833;528;3493;2812
1322;Huurwoning;2;Flevoland (PV);2011;2;0;1;1
1323;Huurwoning;2;Gelderland (PV);2011;7236;119;2785;4332
1324;Huurwoning;2;Utrecht (PV);2011;4346;73;979;3294
1325;Huurwoning;2;Noord-Holland (PV);2011;21482;1754;7192;12536
1326;Huurwoning;2;Zuid-Holland (PV);2011;18635;1117;8894;8624
1327;Huurwoning;2;Zeeland (PV);2011;811;94;437;280
1328;Huurwoning;2;Noord-Brabant (PV);2011;7248;103;2847;4298
1329;Huurwoning;2;Limburg (PV);2011;3271;89;1063;2119
1330;Huurwoning;2;Oost-Groningen (CR);2011;272;2;44;226
1331;Huurwoning;2;Delfzijl en omgeving (CR);2011;62;0;15;47
1332;Huurwoning;2;Overig Groningen (CR);2011;4248;628;2791;829
1333;Huurwoning;2;Noord-Friesland (CR);2011;1915;226;746;943
1334;Huurwoning;2;Zuidwest-Friesland (CR);2011;178;3;78;97
1335;Huurwoning;2;Zuidoost-Friesland (CR);2011;341;14;103;224
