ID;BedrijfstakBranchesSBI2008;NuttigeToepassingEnEindverwerking;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalNietChemischAfval_2;Metaalafval_3;Glasafval_4;PapierKartonafval_5;KunststofRubberafval_6;Houtafval_7;TextielLederafval_8;DierlijkPlantaardigAfval_9;GemengdAfval_10;Slib_11;MineralenSteenachtigAfval_12;OverigNietChemischAfval_13;ChemischAfval_14;TotaalBedrijfsafvalstoffen_15;TotaalNuttigeToepassing_16;InzetAlsBrandstof_17;OverigNuttigeToepassing_18;TotaalEindverwerking_19;Verbranden_20;StortenLozen_21;ScheidenAchteraf_22
726;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2010;847.0;648.0;11.0;0.0;432.0;19.0;11.0;0.0;2.0;116.0;57.0;0.0;0.0;198.0;847.0;847.0;228.0;619.0;;;;
727;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2011;854.0;660.0;11.0;0.0;434.0;19.0;11.0;0.0;2.0;122.0;61.0;0.0;0.0;194.0;854.0;854.0;230.0;625.0;;;;
728;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2012;788.0;589.0;10.0;0.0;367.0;17.0;16.0;1.0;4.0;133.0;40.0;0.0;0.0;200.0;788.0;788.0;258.0;531.0;;;;
729;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2013;788.0;578.0;10.0;0.0;366.0;17.0;16.0;1.0;4.0;124.0;40.0;0.0;0.0;211.0;788.0;788.0;268.0;520.0;;;;
730;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2014;801.0;550.0;8.0;0.0;366.0;17.0;7.0;0.0;0.0;121.0;30.0;0.0;0.0;251.0;801.0;801.0;303.0;498.0;;;;
731;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2015;811.0;551.0;8.0;0.0;364.0;17.0;7.0;0.0;0.0;125.0;30.0;0.0;0.0;259.0;811.0;811.0;311.0;500.0;;;;
732;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2016;777.0;553.0;9.0;0.0;348.0;20.0;6.0;0.0;1.0;130.0;34.0;6.0;0.0;224.0;777.0;777.0;286.0;491.0;;;;
733;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2017;788.0;556.0;12.0;0.0;339.0;21.0;6.0;0.0;1.0;137.0;35.0;6.0;0.0;232.0;788.0;788.0;305.0;483.0;;;;
734;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2018;761.0;518.0;9.0;0.0;331.0;10.0;7.0;0.0;0.0;126.0;34.0;1.0;0.0;243.0;761.0;761.0;307.0;453.0;;;;
735;17-18 Papier- en grafische industrie;Totaal nuttige toepassing;2019;754.0;528.0;8.0;0.0;337.0;10.0;6.0;0.0;0.0;131.0;32.0;3.0;0.0;226.0;754.0;754.0;280.0;473.0;;;;
736;17-18 Papier- en grafische industrie;Totaal eindverwerking;1994;481.0;280.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;183.0;88.0;0.0;0.0;201.0;481.0;;;;481.0;118.0;341.0;22.0
737;17-18 Papier- en grafische industrie;Totaal eindverwerking;1996;365.0;258.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;181.0;67.0;0.0;0.0;107.0;365.0;;;;365.0;118.0;244.0;3.0
738;17-18 Papier- en grafische industrie;Totaal eindverwerking;1998;410.0;281.0;0.0;0.0;20.0;3.0;2.0;0.0;0.0;186.0;70.0;0.0;0.0;129.0;410.0;;;;410.0;143.0;257.0;10.0
739;17-18 Papier- en grafische industrie;Totaal eindverwerking;2000;356.0;226.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;136.0;77.0;1.0;0.0;130.0;356.0;;;;356.0;198.0;153.0;5.0
740;17-18 Papier- en grafische industrie;Totaal eindverwerking;2001;404.0;276.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;189.0;77.0;1.0;0.0;128.0;404.0;;;;404.0;299.0;97.0;8.0
741;17-18 Papier- en grafische industrie;Totaal eindverwerking;2002;314.0;255.0;0.0;0.0;7.0;2.0;2.0;0.0;0.0;183.0;60.0;1.0;0.0;59.0;314.0;;;;314.0;227.0;68.0;19.0
742;17-18 Papier- en grafische industrie;Totaal eindverwerking;2003;280.0;189.0;0.0;0.0;8.0;2.0;2.0;0.0;0.0;129.0;47.0;1.0;0.0;91.0;280.0;;;;280.0;193.0;69.0;18.0
743;17-18 Papier- en grafische industrie;Totaal eindverwerking;2004;115.0;113.0;1.0;0.0;34.0;1.0;2.0;0.0;1.0;71.0;0.0;0.0;0.0;2.0;115.0;;;;115.0;45.0;27.0;44.0
744;17-18 Papier- en grafische industrie;Totaal eindverwerking;2005;121.0;118.0;1.0;0.0;37.0;2.0;1.0;0.0;1.0;71.0;0.0;5.0;0.0;3.0;121.0;;;;121.0;44.0;33.0;44.0
745;17-18 Papier- en grafische industrie;Totaal eindverwerking;2006;90.0;87.0;0.0;0.0;4.0;0.0;2.0;0.0;3.0;72.0;8.0;0.0;0.0;2.0;90.0;;;;90.0;47.0;26.0;17.0
746;17-18 Papier- en grafische industrie;Totaal eindverwerking;2007;86.0;85.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;74.0;3.0;0.0;0.0;1.0;86.0;;;;86.0;43.0;28.0;16.0
747;17-18 Papier- en grafische industrie;Totaal eindverwerking;2008;87.0;86.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;69.0;14.0;0.0;0.0;2.0;87.0;;;;87.0;55.0;18.0;14.0
748;17-18 Papier- en grafische industrie;Totaal eindverwerking;2009;107.0;79.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;62.0;15.0;0.0;0.0;27.0;107.0;;;;107.0;78.0;16.0;13.0
749;17-18 Papier- en grafische industrie;Totaal eindverwerking;2010;110.0;76.0;1.0;0.0;10.0;1.0;2.0;0.0;0.0;61.0;1.0;0.0;0.0;35.0;110.0;;;;110.0;74.0;11.0;26.0
750;17-18 Papier- en grafische industrie;Totaal eindverwerking;2011;111.0;76.0;1.0;0.0;10.0;1.0;2.0;0.0;0.0;61.0;1.0;0.0;0.0;35.0;111.0;;;;111.0;74.0;11.0;26.0
751;17-18 Papier- en grafische industrie;Totaal eindverwerking;2012;55.0;36.0;0.0;0.0;6.0;6.0;1.0;0.0;0.0;18.0;5.0;0.0;0.0;19.0;55.0;;;;55.0;33.0;4.0;18.0
752;17-18 Papier- en grafische industrie;Totaal eindverwerking;2013;55.0;36.0;0.0;0.0;6.0;6.0;1.0;0.0;0.0;18.0;5.0;0.0;0.0;19.0;55.0;;;;55.0;33.0;4.0;18.0
753;17-18 Papier- en grafische industrie;Totaal eindverwerking;2014;22.0;20.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;17.0;1.0;0.0;0.0;3.0;22.0;;;;22.0;2.0;3.0;18.0
754;17-18 Papier- en grafische industrie;Totaal eindverwerking;2015;23.0;20.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;17.0;1.0;0.0;0.0;3.0;23.0;;;;23.0;2.0;3.0;18.0
755;17-18 Papier- en grafische industrie;Totaal eindverwerking;2016;30.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;2.0;0.0;2.0;30.0;;;;30.0;8.0;9.0;13.0
756;17-18 Papier- en grafische industrie;Totaal eindverwerking;2017;32.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;2.0;0.0;2.0;32.0;;;;32.0;8.0;10.0;14.0
757;17-18 Papier- en grafische industrie;Totaal eindverwerking;2018;73.0;66.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;64.0;0.0;0.0;0.0;7.0;73.0;;;;73.0;12.0;44.0;17.0
758;17-18 Papier- en grafische industrie;Totaal eindverwerking;2019;69.0;63.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;60.0;0.0;0.0;0.0;7.0;69.0;;;;69.0;15.0;37.0;17.0
759;17 Papierindustrie;Totaal bedrijfsafvalstoffen;1994;746.0;565.0;6.0;0.0;213.0;11.0;32.0;5.0;0.0;170.0;115.0;12.0;0.0;181.0;746.0;321.0;;321.0;425.0;103.0;322.0;0.0
760;17 Papierindustrie;Totaal bedrijfsafvalstoffen;1996;702.0;537.0;6.0;0.0;201.0;11.0;38.0;0.0;0.0;161.0;120.0;0.0;0.0;165.0;702.0;380.0;;380.0;322.0;97.0;224.0;1.0
761;17 Papierindustrie;Totaal bedrijfsafvalstoffen;1998;799.0;601.0;6.0;0.0;248.0;14.0;33.0;0.0;0.0;170.0;125.0;5.0;0.0;198.0;799.0;433.0;;433.0;366.0;119.0;244.0;3.0
762;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2000;857.0;654.0;6.0;0.0;277.0;14.0;37.0;0.0;0.0;193.0;121.0;3.0;3.0;203.0;857.0;535.0;;535.0;322.0;177.0;141.0;3.0
763;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2001;837.0;639.0;6.0;0.0;280.0;14.0;33.0;0.0;0.0;181.0;119.0;3.0;3.0;198.0;837.0;465.0;;465.0;372.0;278.0;88.0;6.0
764;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2002;839.0;654.0;8.0;1.0;307.0;15.0;32.0;0.0;0.0;158.0;128.0;1.0;4.0;185.0;839.0;575.0;;575.0;264.0;194.0;61.0;9.0
765;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2003;871.0;657.0;8.0;1.0;309.0;15.0;31.0;0.0;0.0;160.0;128.0;1.0;4.0;214.0;871.0;641.0;;641.0;230.0;159.0;62.0;9.0
766;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2004;861.0;665.0;8.0;0.0;321.0;11.0;24.0;0.0;1.0;165.0;134.0;0.0;0.0;197.0;861.0;815.0;255.0;560.0;46.0;17.0;24.0;7.0
767;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2005;837.0;652.0;8.0;0.0;322.0;11.0;24.0;0.0;1.0;169.0;112.0;5.0;0.0;185.0;837.0;784.0;288.0;496.0;53.0;16.0;30.0;7.0
768;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2006;814.0;598.0;6.0;0.0;312.0;11.0;15.0;0.0;0.0;172.0;83.0;0.0;0.0;215.0;814.0;758.0;279.0;480.0;56.0;21.0;21.0;14.0
769;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2007;808.0;594.0;6.0;0.0;305.0;11.0;20.0;0.0;0.0;179.0;72.0;0.0;0.0;213.0;808.0;757.0;290.0;467.0;51.0;16.0;23.0;13.0
770;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2008;741.0;576.0;8.0;0.0;296.0;20.0;21.0;0.0;0.0;158.0;72.0;0.0;1.0;166.0;741.0;675.0;301.0;374.0;67.0;39.0;16.0;12.0
771;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2009;648.0;510.0;7.0;0.0;258.0;18.0;16.0;0.0;0.0;144.0;66.0;0.0;1.0;137.0;648.0;561.0;257.0;304.0;87.0;62.0;14.0;11.0
772;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2010;710.0;476.0;9.0;0.0;235.0;18.0;10.0;0.0;2.0;144.0;58.0;0.0;0.0;233.0;710.0;633.0;227.0;406.0;77.0;53.0;9.0;15.0
773;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2011;714.0;485.0;9.0;0.0;235.0;18.0;10.0;0.0;2.0;148.0;62.0;0.0;0.0;229.0;714.0;637.0;229.0;408.0;77.0;53.0;9.0;15.0
774;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2012;629.0;411.0;7.0;0.0;202.0;22.0;14.0;1.0;0.0;121.0;45.0;0.0;0.0;218.0;629.0;579.0;233.0;346.0;50.0;30.0;2.0;18.0
775;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2013;630.0;402.0;7.0;0.0;202.0;22.0;14.0;1.0;0.0;112.0;45.0;0.0;0.0;229.0;630.0;581.0;244.0;337.0;50.0;30.0;2.0;18.0
776;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2014;640.0;388.0;5.0;0.0;208.0;13.0;6.0;1.0;0.0;124.0;30.0;0.0;0.0;252.0;640.0;621.0;290.0;331.0;20.0;2.0;2.0;16.0
777;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2015;655.0;394.0;5.0;0.0;210.0;13.0;7.0;1.0;0.0;128.0;30.0;0.0;0.0;261.0;655.0;634.0;298.0;336.0;20.0;2.0;2.0;16.0
778;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2016;661.0;435.0;5.0;0.0;223.0;17.0;6.0;0.0;0.0;143.0;34.0;8.0;0.0;226.0;661.0;632.0;274.0;359.0;29.0;8.0;8.0;13.0
779;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2017;692.0;457.0;8.0;0.0;231.0;18.0;5.0;0.0;0.0;152.0;35.0;8.0;0.0;235.0;692.0;661.0;294.0;367.0;31.0;8.0;9.0;14.0
780;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2018;703.0;454.0;6.0;0.0;219.0;10.0;5.0;1.0;0.0;179.0;33.0;1.0;0.0;249.0;703.0;634.0;300.0;334.0;69.0;12.0;41.0;16.0
781;17 Papierindustrie;Totaal bedrijfsafvalstoffen;2019;699.0;466.0;6.0;0.0;231.0;10.0;4.0;1.0;0.0;180.0;32.0;3.0;0.0;232.0;699.0;633.0;274.0;359.0;66.0;15.0;35.0;16.0
782;17 Papierindustrie;Totaal nuttige toepassing;1994;321.0;321.0;6.0;0.0;211.0;11.0;32.0;5.0;0.0;17.0;27.0;12.0;0.0;0.0;321.0;321.0;;321.0;;;;
783;17 Papierindustrie;Totaal nuttige toepassing;1996;380.0;322.0;6.0;0.0;201.0;11.0;38.0;0.0;0.0;13.0;53.0;0.0;0.0;58.0;380.0;380.0;;380.0;;;;
784;17 Papierindustrie;Totaal nuttige toepassing;1998;433.0;363.0;6.0;0.0;237.0;13.0;32.0;0.0;0.0;14.0;55.0;5.0;0.0;70.0;433.0;433.0;;433.0;;;;
785;17 Papierindustrie;Totaal nuttige toepassing;2000;535.0;461.0;6.0;0.0;267.0;14.0;37.0;0.0;0.0;88.0;44.0;2.0;3.0;74.0;535.0;535.0;;535.0;;;;
786;17 Papierindustrie;Totaal nuttige toepassing;2001;465.0;394.0;6.0;0.0;271.0;14.0;33.0;0.0;0.0;23.0;42.0;2.0;3.0;71.0;465.0;465.0;;465.0;;;;
787;17 Papierindustrie;Totaal nuttige toepassing;2002;575.0;448.0;8.0;1.0;305.0;13.0;30.0;0.0;0.0;19.0;68.0;0.0;4.0;127.0;575.0;575.0;;575.0;;;;
788;17 Papierindustrie;Totaal nuttige toepassing;2003;641.0;517.0;8.0;1.0;306.0;14.0;29.0;0.0;0.0;74.0;81.0;0.0;4.0;124.0;641.0;641.0;;641.0;;;;
789;17 Papierindustrie;Totaal nuttige toepassing;2004;815.0;620.0;8.0;0.0;319.0;10.0;23.0;0.0;0.0;127.0;134.0;0.0;0.0;195.0;815.0;815.0;255.0;560.0;;;;
790;17 Papierindustrie;Totaal nuttige toepassing;2005;784.0;602.0;8.0;0.0;317.0;10.0;24.0;0.0;0.0;131.0;112.0;0.0;0.0;182.0;784.0;784.0;288.0;496.0;;;;
791;17 Papierindustrie;Totaal nuttige toepassing;2006;758.0;545.0;6.0;0.0;310.0;11.0;14.0;0.0;0.0;128.0;76.0;0.0;0.0;213.0;758.0;758.0;279.0;480.0;;;;
792;17 Papierindustrie;Totaal nuttige toepassing;2007;757.0;544.0;6.0;0.0;303.0;11.0;20.0;0.0;0.0;134.0;70.0;0.0;0.0;212.0;757.0;757.0;290.0;467.0;;;;
793;17 Papierindustrie;Totaal nuttige toepassing;2008;675.0;511.0;8.0;0.0;295.0;20.0;21.0;0.0;0.0;110.0;58.0;0.0;1.0;164.0;675.0;675.0;301.0;374.0;;;;
794;17 Papierindustrie;Totaal nuttige toepassing;2009;561.0;451.0;7.0;0.0;257.0;18.0;16.0;0.0;0.0;102.0;51.0;0.0;1.0;110.0;561.0;561.0;257.0;304.0;;;;
795;17 Papierindustrie;Totaal nuttige toepassing;2010;633.0;434.0;8.0;0.0;230.0;17.0;8.0;0.0;2.0;112.0;57.0;0.0;0.0;198.0;633.0;633.0;227.0;406.0;;;;
796;17 Papierindustrie;Totaal nuttige toepassing;2011;637.0;443.0;8.0;0.0;229.0;17.0;8.0;0.0;2.0;117.0;61.0;0.0;0.0;194.0;637.0;637.0;229.0;408.0;;;;
797;17 Papierindustrie;Totaal nuttige toepassing;2012;579.0;380.0;6.0;0.0;199.0;15.0;13.0;1.0;0.0;104.0;40.0;0.0;0.0;200.0;579.0;579.0;233.0;346.0;;;;
798;17 Papierindustrie;Totaal nuttige toepassing;2013;581.0;370.0;6.0;0.0;199.0;15.0;13.0;1.0;0.0;95.0;40.0;0.0;0.0;210.0;581.0;581.0;244.0;337.0;;;;
799;17 Papierindustrie;Totaal nuttige toepassing;2014;621.0;371.0;5.0;0.0;207.0;13.0;6.0;0.0;0.0;109.0;30.0;0.0;0.0;250.0;621.0;621.0;290.0;331.0;;;;
800;17 Papierindustrie;Totaal nuttige toepassing;2015;634.0;376.0;5.0;0.0;209.0;13.0;7.0;0.0;0.0;113.0;30.0;0.0;0.0;258.0;634.0;634.0;298.0;336.0;;;;
801;17 Papierindustrie;Totaal nuttige toepassing;2016;632.0;408.0;5.0;0.0;223.0;17.0;5.0;0.0;0.0;118.0;34.0;6.0;0.0;224.0;632.0;632.0;274.0;359.0;;;;
802;17 Papierindustrie;Totaal nuttige toepassing;2017;661.0;428.0;8.0;0.0;231.0;18.0;4.0;0.0;0.0;126.0;35.0;6.0;0.0;232.0;661.0;661.0;294.0;367.0;;;;
803;17 Papierindustrie;Totaal nuttige toepassing;2018;634.0;391.0;6.0;0.0;219.0;9.0;4.0;0.0;0.0;118.0;33.0;1.0;0.0;243.0;634.0;634.0;300.0;334.0;;;;
804;17 Papierindustrie;Totaal nuttige toepassing;2019;633.0;407.0;6.0;0.0;231.0;10.0;4.0;0.0;0.0;123.0;32.0;3.0;0.0;225.0;633.0;633.0;274.0;359.0;;;;
805;17 Papierindustrie;Totaal eindverwerking;1994;425.0;244.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;153.0;88.0;0.0;0.0;181.0;425.0;;;;425.0;103.0;322.0;0.0
806;17 Papierindustrie;Totaal eindverwerking;1996;322.0;215.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;148.0;67.0;0.0;0.0;107.0;322.0;;;;322.0;97.0;224.0;1.0
807;17 Papierindustrie;Totaal eindverwerking;1998;366.0;238.0;0.0;0.0;11.0;1.0;1.0;0.0;0.0;155.0;70.0;0.0;0.0;128.0;366.0;;;;366.0;119.0;244.0;3.0
808;17 Papierindustrie;Totaal eindverwerking;2000;322.0;193.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;105.0;77.0;1.0;0.0;129.0;322.0;;;;322.0;177.0;141.0;3.0
809;17 Papierindustrie;Totaal eindverwerking;2001;372.0;245.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;158.0;77.0;1.0;0.0;127.0;372.0;;;;372.0;278.0;88.0;6.0
810;17 Papierindustrie;Totaal eindverwerking;2002;264.0;206.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;139.0;60.0;1.0;0.0;58.0;264.0;;;;264.0;194.0;61.0;9.0
811;17 Papierindustrie;Totaal eindverwerking;2003;230.0;140.0;0.0;0.0;3.0;1.0;2.0;0.0;0.0;86.0;47.0;1.0;0.0;90.0;230.0;;;;230.0;159.0;62.0;9.0
812;17 Papierindustrie;Totaal eindverwerking;2004;46.0;45.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;38.0;0.0;0.0;0.0;2.0;46.0;;;;46.0;17.0;24.0;7.0
813;17 Papierindustrie;Totaal eindverwerking;2005;53.0;50.0;0.0;0.0;5.0;1.0;0.0;0.0;1.0;38.0;0.0;5.0;0.0;3.0;53.0;;;;53.0;16.0;30.0;7.0
814;17 Papierindustrie;Totaal eindverwerking;2006;56.0;53.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;44.0;7.0;0.0;0.0;2.0;56.0;;;;56.0;21.0;21.0;14.0
815;17 Papierindustrie;Totaal eindverwerking;2007;51.0;50.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;45.0;2.0;0.0;0.0;1.0;51.0;;;;51.0;16.0;23.0;13.0
816;17 Papierindustrie;Totaal eindverwerking;2008;67.0;65.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;47.0;15.0;0.0;0.0;2.0;67.0;;;;67.0;39.0;16.0;12.0
817;17 Papierindustrie;Totaal eindverwerking;2009;87.0;59.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;42.0;15.0;0.0;0.0;27.0;87.0;;;;87.0;62.0;14.0;11.0
818;17 Papierindustrie;Totaal eindverwerking;2010;77.0;43.0;1.0;0.0;6.0;1.0;2.0;0.0;0.0;32.0;1.0;0.0;0.0;35.0;77.0;;;;77.0;53.0;9.0;15.0
819;17 Papierindustrie;Totaal eindverwerking;2011;77.0;42.0;1.0;0.0;6.0;1.0;2.0;0.0;0.0;32.0;1.0;0.0;0.0;35.0;77.0;;;;77.0;53.0;9.0;15.0
820;17 Papierindustrie;Totaal eindverwerking;2012;50.0;31.0;0.0;0.0;3.0;6.0;0.0;0.0;0.0;17.0;5.0;0.0;0.0;18.0;50.0;;;;50.0;30.0;2.0;18.0
821;17 Papierindustrie;Totaal eindverwerking;2013;50.0;31.0;0.0;0.0;3.0;6.0;0.0;0.0;0.0;17.0;5.0;0.0;0.0;18.0;50.0;;;;50.0;30.0;2.0;18.0
822;17 Papierindustrie;Totaal eindverwerking;2014;20.0;17.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;0.0;0.0;0.0;3.0;20.0;;;;20.0;2.0;2.0;16.0
823;17 Papierindustrie;Totaal eindverwerking;2015;20.0;17.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;0.0;0.0;0.0;3.0;20.0;;;;20.0;2.0;2.0;16.0
824;17 Papierindustrie;Totaal eindverwerking;2016;29.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;2.0;0.0;2.0;29.0;;;;29.0;8.0;8.0;13.0
825;17 Papierindustrie;Totaal eindverwerking;2017;31.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;2.0;0.0;2.0;31.0;;;;31.0;8.0;9.0;14.0
826;17 Papierindustrie;Totaal eindverwerking;2018;69.0;63.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;61.0;0.0;0.0;0.0;6.0;69.0;;;;69.0;12.0;41.0;16.0
827;17 Papierindustrie;Totaal eindverwerking;2019;66.0;59.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.0;0.0;0.0;0.0;7.0;66.0;;;;66.0;15.0;35.0;16.0
828;18 Grafische industrie;Totaal bedrijfsafvalstoffen;1994;288.0;268.0;3.0;0.0;233.0;1.0;0.0;0.0;1.0;30.0;0.0;0.0;0.0;20.0;288.0;232.0;;232.0;56.0;15.0;19.0;22.0
829;18 Grafische industrie;Totaal bedrijfsafvalstoffen;1996;310.0;310.0;3.0;0.0;267.0;6.0;1.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;310.0;267.0;;267.0;43.0;21.0;21.0;2.0
830;18 Grafische industrie;Totaal bedrijfsafvalstoffen;1998;345.0;343.0;5.0;0.0;298.0;6.0;3.0;0.0;0.0;32.0;0.0;0.0;0.0;1.0;345.0;301.0;;301.0;44.0;23.0;14.0;7.0
831;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2000;398.0;397.0;4.0;0.0;353.0;4.0;1.0;0.0;4.0;32.0;0.0;0.0;0.0;1.0;398.0;364.0;;364.0;34.0;21.0;11.0;2.0
832;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2001;371.0;370.0;4.0;0.0;327.0;3.0;1.0;0.0;3.0;32.0;0.0;0.0;0.0;1.0;371.0;339.0;;339.0;32.0;21.0;9.0;2.0
833;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2002;367.0;366.0;4.0;0.0;301.0;13.0;2.0;0.0;1.0;45.0;0.0;0.0;0.0;1.0;367.0;317.0;;317.0;50.0;33.0;7.0;10.0
834;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2003;359.0;358.0;4.0;0.0;294.0;13.0;2.0;0.0;1.0;44.0;0.0;0.0;0.0;1.0;359.0;309.0;;309.0;50.0;34.0;7.0;9.0
835;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2004;321.0;320.0;4.0;0.0;273.0;4.0;2.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0;321.0;252.0;0.0;252.0;69.0;28.0;3.0;37.0
836;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2005;316.0;316.0;4.0;0.0;269.0;4.0;2.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0;316.0;248.0;0.0;248.0;68.0;28.0;3.0;37.0
837;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2006;353.0;353.0;3.0;0.0;304.0;7.0;4.0;0.0;3.0;31.0;1.0;0.0;0.0;0.0;353.0;319.0;1.0;318.0;34.0;26.0;5.0;3.0
838;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2007;360.0;360.0;3.0;0.0;309.0;7.0;4.0;0.0;3.0;32.0;1.0;0.0;0.0;0.0;360.0;325.0;1.0;324.0;35.0;27.0;5.0;3.0
839;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2008;286.0;286.0;8.0;0.0;246.0;3.0;8.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;286.0;265.0;1.0;264.0;21.0;16.0;2.0;2.0
840;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2009;275.0;275.0;7.0;0.0;237.0;3.0;8.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;275.0;255.0;1.0;254.0;20.0;16.0;2.0;2.0
841;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2010;247.0;246.0;3.0;0.0;205.0;2.0;3.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;247.0;214.0;1.0;213.0;33.0;21.0;2.0;11.0
842;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2011;251.0;251.0;4.0;0.0;209.0;2.0;3.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;251.0;217.0;1.0;217.0;34.0;21.0;2.0;11.0
843;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2012;214.0;213.0;4.0;0.0;170.0;2.0;3.0;0.0;4.0;30.0;0.0;0.0;0.0;1.0;214.0;209.0;24.0;185.0;5.0;4.0;1.0;0.0
844;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2013;213.0;212.0;4.0;0.0;169.0;2.0;3.0;0.0;4.0;30.0;0.0;0.0;0.0;1.0;213.0;208.0;24.0;183.0;5.0;4.0;1.0;0.0
845;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2014;183.0;182.0;3.0;0.0;158.0;4.0;1.0;0.0;0.0;15.0;0.0;0.0;0.0;1.0;183.0;180.0;13.0;167.0;3.0;0.0;1.0;2.0
846;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2015;179.0;177.0;3.0;0.0;155.0;4.0;1.0;0.0;0.0;14.0;0.0;0.0;0.0;1.0;179.0;176.0;13.0;164.0;3.0;0.0;1.0;2.0
847;18 Grafische industrie;Totaal bedrijfsafvalstoffen;2016;145.0;145.0;4.0;0.0;125.0;3.0;1.0;0.0;1.0;12.0;0.0;0.0;0.0;0.0;145.0;145.0;12.0;133.0;1.0;0.0;1.0;0.0
