ID;Leeftijd;PrognoseInterval;RegioIndeling2015;Perioden;TotaleBevolking_1
100;Totaal;Prognose;Overijssel (PV);2021;1157.3
101;Totaal;Prognose;Overijssel (PV);2022;1158.8
102;Totaal;Prognose;Overijssel (PV);2023;1160.2
103;Totaal;Prognose;Overijssel (PV);2024;1161.4
104;Totaal;Prognose;Overijssel (PV);2025;1162.5
105;Totaal;Prognose;Overijssel (PV);2026;1163.4
106;Totaal;Prognose;Overijssel (PV);2027;1164.6
107;Totaal;Prognose;Overijssel (PV);2028;1165.6
108;Totaal;Prognose;Overijssel (PV);2029;1166.3
109;Totaal;Prognose;Overijssel (PV);2030;1167.1
110;Totaal;Prognose;Overijssel (PV);2031;1167.7
111;Totaal;Prognose;Overijssel (PV);2032;1168.3
112;Totaal;Prognose;Overijssel (PV);2033;1168.8
113;Totaal;Prognose;Overijssel (PV);2034;1169.1
114;Totaal;Prognose;Overijssel (PV);2035;1169.1
115;Totaal;Prognose;Overijssel (PV);2036;1169.0
116;Totaal;Prognose;Overijssel (PV);2037;1168.5
117;Totaal;Prognose;Overijssel (PV);2038;1167.9
118;Totaal;Prognose;Overijssel (PV);2039;1166.9
119;Totaal;Prognose;Overijssel (PV);2040;1165.9
120;Totaal;Prognose;Flevoland (PV);2017;409.2
121;Totaal;Prognose;Flevoland (PV);2018;413.5
122;Totaal;Prognose;Flevoland (PV);2019;416.5
123;Totaal;Prognose;Flevoland (PV);2020;419.3
124;Totaal;Prognose;Flevoland (PV);2021;422.2
125;Totaal;Prognose;Flevoland (PV);2022;425.1
126;Totaal;Prognose;Flevoland (PV);2023;427.8
127;Totaal;Prognose;Flevoland (PV);2024;430.5
128;Totaal;Prognose;Flevoland (PV);2025;433.1
129;Totaal;Prognose;Flevoland (PV);2026;435.9
130;Totaal;Prognose;Flevoland (PV);2027;438.4
131;Totaal;Prognose;Flevoland (PV);2028;440.6
132;Totaal;Prognose;Flevoland (PV);2029;442.9
133;Totaal;Prognose;Flevoland (PV);2030;445.2
134;Totaal;Prognose;Flevoland (PV);2031;447.7
135;Totaal;Prognose;Flevoland (PV);2032;450.2
136;Totaal;Prognose;Flevoland (PV);2033;452.8
137;Totaal;Prognose;Flevoland (PV);2034;455.0
138;Totaal;Prognose;Flevoland (PV);2035;457.1
139;Totaal;Prognose;Flevoland (PV);2036;459.0
140;Totaal;Prognose;Flevoland (PV);2037;460.5
141;Totaal;Prognose;Flevoland (PV);2038;461.9
142;Totaal;Prognose;Flevoland (PV);2039;463.1
143;Totaal;Prognose;Flevoland (PV);2040;464.1
144;Totaal;Prognose;Gelderland (PV);2017;2040.4
145;Totaal;Prognose;Gelderland (PV);2018;2047.2
146;Totaal;Prognose;Gelderland (PV);2019;2051.0
147;Totaal;Prognose;Gelderland (PV);2020;2054.2
148;Totaal;Prognose;Gelderland (PV);2021;2057.9
149;Totaal;Prognose;Gelderland (PV);2022;2061.8
150;Totaal;Prognose;Gelderland (PV);2023;2065.3
151;Totaal;Prognose;Gelderland (PV);2024;2068.2
152;Totaal;Prognose;Gelderland (PV);2025;2071.3
153;Totaal;Prognose;Gelderland (PV);2026;2074.3
154;Totaal;Prognose;Gelderland (PV);2027;2076.7
155;Totaal;Prognose;Gelderland (PV);2028;2079.2
156;Totaal;Prognose;Gelderland (PV);2029;2082.0
157;Totaal;Prognose;Gelderland (PV);2030;2084.4
158;Totaal;Prognose;Gelderland (PV);2031;2086.9
159;Totaal;Prognose;Gelderland (PV);2032;2089.4
160;Totaal;Prognose;Gelderland (PV);2033;2091.8
161;Totaal;Prognose;Gelderland (PV);2034;2094.0
162;Totaal;Prognose;Gelderland (PV);2035;2095.9
163;Totaal;Prognose;Gelderland (PV);2036;2097.3
164;Totaal;Prognose;Gelderland (PV);2037;2098.7
165;Totaal;Prognose;Gelderland (PV);2038;2100.0
166;Totaal;Prognose;Gelderland (PV);2039;2101.0
167;Totaal;Prognose;Gelderland (PV);2040;2100.7
168;Totaal;Prognose;Utrecht (PV);2017;1284.4
169;Totaal;Prognose;Utrecht (PV);2018;1295.9
170;Totaal;Prognose;Utrecht (PV);2019;1305.9
171;Totaal;Prognose;Utrecht (PV);2020;1314.6
172;Totaal;Prognose;Utrecht (PV);2021;1322.9
173;Totaal;Prognose;Utrecht (PV);2022;1330.3
174;Totaal;Prognose;Utrecht (PV);2023;1337.4
175;Totaal;Prognose;Utrecht (PV);2024;1344.8
176;Totaal;Prognose;Utrecht (PV);2025;1352.2
177;Totaal;Prognose;Utrecht (PV);2026;1359.2
178;Totaal;Prognose;Utrecht (PV);2027;1366.6
179;Totaal;Prognose;Utrecht (PV);2028;1373.9
180;Totaal;Prognose;Utrecht (PV);2029;1380.7
181;Totaal;Prognose;Utrecht (PV);2030;1387.4
182;Totaal;Prognose;Utrecht (PV);2031;1394.0
183;Totaal;Prognose;Utrecht (PV);2032;1400.1
184;Totaal;Prognose;Utrecht (PV);2033;1405.8
185;Totaal;Prognose;Utrecht (PV);2034;1411.4
186;Totaal;Prognose;Utrecht (PV);2035;1416.5
187;Totaal;Prognose;Utrecht (PV);2036;1421.5
188;Totaal;Prognose;Utrecht (PV);2037;1426.2
189;Totaal;Prognose;Utrecht (PV);2038;1430.4
190;Totaal;Prognose;Utrecht (PV);2039;1434.5
191;Totaal;Prognose;Utrecht (PV);2040;1438.6
192;Totaal;Prognose;Noord-Holland (PV);2017;2808.6
193;Totaal;Prognose;Noord-Holland (PV);2018;2837.1
194;Totaal;Prognose;Noord-Holland (PV);2019;2860.0
195;Totaal;Prognose;Noord-Holland (PV);2020;2878.8
196;Totaal;Prognose;Noord-Holland (PV);2021;2896.5
197;Totaal;Prognose;Noord-Holland (PV);2022;2913.2
198;Totaal;Prognose;Noord-Holland (PV);2023;2930.2
199;Totaal;Prognose;Noord-Holland (PV);2024;2947.3
200;Totaal;Prognose;Noord-Holland (PV);2025;2964.2
201;Totaal;Prognose;Noord-Holland (PV);2026;2980.8
202;Totaal;Prognose;Noord-Holland (PV);2027;2996.8
203;Totaal;Prognose;Noord-Holland (PV);2028;3012.6
204;Totaal;Prognose;Noord-Holland (PV);2029;3027.7
205;Totaal;Prognose;Noord-Holland (PV);2030;3042.6
206;Totaal;Prognose;Noord-Holland (PV);2031;3056.9
207;Totaal;Prognose;Noord-Holland (PV);2032;3070.6
208;Totaal;Prognose;Noord-Holland (PV);2033;3083.5
209;Totaal;Prognose;Noord-Holland (PV);2034;3096.4
210;Totaal;Prognose;Noord-Holland (PV);2035;3109.1
211;Totaal;Prognose;Noord-Holland (PV);2036;3121.1
212;Totaal;Prognose;Noord-Holland (PV);2037;3132.6
213;Totaal;Prognose;Noord-Holland (PV);2038;3143.7
214;Totaal;Prognose;Noord-Holland (PV);2039;3153.9
215;Totaal;Prognose;Noord-Holland (PV);2040;3163.9
216;Totaal;Prognose;Zuid-Holland (PV);2017;3648.4
217;Totaal;Prognose;Zuid-Holland (PV);2018;3677.6
218;Totaal;Prognose;Zuid-Holland (PV);2019;3700.3
219;Totaal;Prognose;Zuid-Holland (PV);2020;3719.6
220;Totaal;Prognose;Zuid-Holland (PV);2021;3739.1
221;Totaal;Prognose;Zuid-Holland (PV);2022;3758.7
222;Totaal;Prognose;Zuid-Holland (PV);2023;3776.9
223;Totaal;Prognose;Zuid-Holland (PV);2024;3793.0
224;Totaal;Prognose;Zuid-Holland (PV);2025;3807.8
225;Totaal;Prognose;Zuid-Holland (PV);2026;3822.2
226;Totaal;Prognose;Zuid-Holland (PV);2027;3835.7
227;Totaal;Prognose;Zuid-Holland (PV);2028;3848.5
228;Totaal;Prognose;Zuid-Holland (PV);2029;3860.9
229;Totaal;Prognose;Zuid-Holland (PV);2030;3872.7
230;Totaal;Prognose;Zuid-Holland (PV);2031;3883.8
231;Totaal;Prognose;Zuid-Holland (PV);2032;3894.7
232;Totaal;Prognose;Zuid-Holland (PV);2033;3905.0
233;Totaal;Prognose;Zuid-Holland (PV);2034;3914.7
234;Totaal;Prognose;Zuid-Holland (PV);2035;3923.6
235;Totaal;Prognose;Zuid-Holland (PV);2036;3931.8
236;Totaal;Prognose;Zuid-Holland (PV);2037;3939.6
237;Totaal;Prognose;Zuid-Holland (PV);2038;3946.9
238;Totaal;Prognose;Zuid-Holland (PV);2039;3953.3
239;Totaal;Prognose;Zuid-Holland (PV);2040;3959.2
240;Totaal;Prognose;Zeeland (PV);2017;381.0
241;Totaal;Prognose;Zeeland (PV);2018;381.6
242;Totaal;Prognose;Zeeland (PV);2019;381.8
243;Totaal;Prognose;Zeeland (PV);2020;381.7
244;Totaal;Prognose;Zeeland (PV);2021;381.6
245;Totaal;Prognose;Zeeland (PV);2022;381.4
246;Totaal;Prognose;Zeeland (PV);2023;381.1
247;Totaal;Prognose;Zeeland (PV);2024;380.6
248;Totaal;Prognose;Zeeland (PV);2025;380.2
249;Totaal;Prognose;Zeeland (PV);2026;379.7
250;Totaal;Prognose;Zeeland (PV);2027;379.2
251;Totaal;Prognose;Zeeland (PV);2028;378.8
252;Totaal;Prognose;Zeeland (PV);2029;378.3
253;Totaal;Prognose;Zeeland (PV);2030;377.8
254;Totaal;Prognose;Zeeland (PV);2031;377.3
255;Totaal;Prognose;Zeeland (PV);2032;376.7
256;Totaal;Prognose;Zeeland (PV);2033;376.0
257;Totaal;Prognose;Zeeland (PV);2034;375.4
258;Totaal;Prognose;Zeeland (PV);2035;374.8
259;Totaal;Prognose;Zeeland (PV);2036;374.0
260;Totaal;Prognose;Zeeland (PV);2037;373.1
261;Totaal;Prognose;Zeeland (PV);2038;372.2
262;Totaal;Prognose;Zeeland (PV);2039;371.3
263;Totaal;Prognose;Zeeland (PV);2040;370.3
264;Totaal;Prognose;Noord-Brabant (PV);2017;2517.5
265;Totaal;Prognose;Noord-Brabant (PV);2018;2533.6
266;Totaal;Prognose;Noord-Brabant (PV);2019;2546.7
267;Totaal;Prognose;Noord-Brabant (PV);2020;2558.2
268;Totaal;Prognose;Noord-Brabant (PV);2021;2568.1
269;Totaal;Prognose;Noord-Brabant (PV);2022;2577.3
270;Totaal;Prognose;Noord-Brabant (PV);2023;2585.0
271;Totaal;Prognose;Noord-Brabant (PV);2024;2592.3
272;Totaal;Prognose;Noord-Brabant (PV);2025;2599.1
273;Totaal;Prognose;Noord-Brabant (PV);2026;2605.5
274;Totaal;Prognose;Noord-Brabant (PV);2027;2611.6
275;Totaal;Prognose;Noord-Brabant (PV);2028;2617.3
276;Totaal;Prognose;Noord-Brabant (PV);2029;2622.8
277;Totaal;Prognose;Noord-Brabant (PV);2030;2628.1
278;Totaal;Prognose;Noord-Brabant (PV);2031;2633.0
279;Totaal;Prognose;Noord-Brabant (PV);2032;2637.8
280;Totaal;Prognose;Noord-Brabant (PV);2033;2642.1
281;Totaal;Prognose;Noord-Brabant (PV);2034;2645.8
282;Totaal;Prognose;Noord-Brabant (PV);2035;2649.1
283;Totaal;Prognose;Noord-Brabant (PV);2036;2652.2
284;Totaal;Prognose;Noord-Brabant (PV);2037;2654.5
285;Totaal;Prognose;Noord-Brabant (PV);2038;2656.0
286;Totaal;Prognose;Noord-Brabant (PV);2039;2657.0
287;Totaal;Prognose;Noord-Brabant (PV);2040;2657.9
288;Totaal;Prognose;Limburg (PV);2017;1119.7
289;Totaal;Prognose;Limburg (PV);2018;1121.8
290;Totaal;Prognose;Limburg (PV);2019;1121.7
291;Totaal;Prognose;Limburg (PV);2020;1120.4
292;Totaal;Prognose;Limburg (PV);2021;1119.0
293;Totaal;Prognose;Limburg (PV);2022;1117.7
294;Totaal;Prognose;Limburg (PV);2023;1116.6
295;Totaal;Prognose;Limburg (PV);2024;1115.4
296;Totaal;Prognose;Limburg (PV);2025;1114.0
297;Totaal;Prognose;Limburg (PV);2026;1112.8
298;Totaal;Prognose;Limburg (PV);2027;1111.7
299;Totaal;Prognose;Limburg (PV);2028;1110.4
300;Totaal;Prognose;Limburg (PV);2029;1109.1
301;Totaal;Prognose;Limburg (PV);2030;1107.6
302;Totaal;Prognose;Limburg (PV);2031;1106.1
303;Totaal;Prognose;Limburg (PV);2032;1104.3
304;Totaal;Prognose;Limburg (PV);2033;1102.5
305;Totaal;Prognose;Limburg (PV);2034;1100.6
306;Totaal;Prognose;Limburg (PV);2035;1098.4
307;Totaal;Prognose;Limburg (PV);2036;1096.1
308;Totaal;Prognose;Limburg (PV);2037;1093.7
309;Totaal;Prognose;Limburg (PV);2038;1091.0
310;Totaal;Prognose;Limburg (PV);2039;1088.2
311;Totaal;Prognose;Limburg (PV);2040;1085.2
312;Totaal;Prognose;Oost-Groningen (CR);2017;151.8
313;Totaal;Prognose;Oost-Groningen (CR);2018;153.1
314;Totaal;Prognose;Oost-Groningen (CR);2019;151.8
315;Totaal;Prognose;Oost-Groningen (CR);2020;150.4
316;Totaal;Prognose;Oost-Groningen (CR);2021;149.3
317;Totaal;Prognose;Oost-Groningen (CR);2022;148.2
318;Totaal;Prognose;Oost-Groningen (CR);2023;147.1
319;Totaal;Prognose;Oost-Groningen (CR);2024;146.3
320;Totaal;Prognose;Oost-Groningen (CR);2025;145.5
321;Totaal;Prognose;Oost-Groningen (CR);2026;144.8
322;Totaal;Prognose;Oost-Groningen (CR);2027;144.0
323;Totaal;Prognose;Oost-Groningen (CR);2028;143.3
324;Totaal;Prognose;Oost-Groningen (CR);2029;142.6
325;Totaal;Prognose;Oost-Groningen (CR);2030;141.8
326;Totaal;Prognose;Oost-Groningen (CR);2031;141.2
327;Totaal;Prognose;Oost-Groningen (CR);2032;140.8
328;Totaal;Prognose;Oost-Groningen (CR);2033;140.6
329;Totaal;Prognose;Oost-Groningen (CR);2034;140.5
330;Totaal;Prognose;Oost-Groningen (CR);2035;140.4
331;Totaal;Prognose;Oost-Groningen (CR);2036;140.4
332;Totaal;Prognose;Oost-Groningen (CR);2037;139.7
333;Totaal;Prognose;Oost-Groningen (CR);2038;138.6
334;Totaal;Prognose;Oost-Groningen (CR);2039;137.3
335;Totaal;Prognose;Oost-Groningen (CR);2040;136.0
336;Totaal;Prognose;Delfzijl en omgeving (CR);2017;47.0
337;Totaal;Prognose;Delfzijl en omgeving (CR);2018;46.7
338;Totaal;Prognose;Delfzijl en omgeving (CR);2019;46.3
339;Totaal;Prognose;Delfzijl en omgeving (CR);2020;45.9
340;Totaal;Prognose;Delfzijl en omgeving (CR);2021;45.6
341;Totaal;Prognose;Delfzijl en omgeving (CR);2022;45.2
342;Totaal;Prognose;Delfzijl en omgeving (CR);2023;44.8
343;Totaal;Prognose;Delfzijl en omgeving (CR);2024;44.4
344;Totaal;Prognose;Delfzijl en omgeving (CR);2025;44.1
345;Totaal;Prognose;Delfzijl en omgeving (CR);2026;43.7
346;Totaal;Prognose;Delfzijl en omgeving (CR);2027;43.4
347;Totaal;Prognose;Delfzijl en omgeving (CR);2028;43.1
348;Totaal;Prognose;Delfzijl en omgeving (CR);2029;42.8
349;Totaal;Prognose;Delfzijl en omgeving (CR);2030;42.6
350;Totaal;Prognose;Delfzijl en omgeving (CR);2031;42.3
351;Totaal;Prognose;Delfzijl en omgeving (CR);2032;42.0
352;Totaal;Prognose;Delfzijl en omgeving (CR);2033;41.7
353;Totaal;Prognose;Delfzijl en omgeving (CR);2034;41.3
354;Totaal;Prognose;Delfzijl en omgeving (CR);2035;40.9
355;Totaal;Prognose;Delfzijl en omgeving (CR);2036;40.5
356;Totaal;Prognose;Delfzijl en omgeving (CR);2037;40.1
357;Totaal;Prognose;Delfzijl en omgeving (CR);2038;39.7
358;Totaal;Prognose;Delfzijl en omgeving (CR);2039;39.4
359;Totaal;Prognose;Delfzijl en omgeving (CR);2040;39.1
360;Totaal;Prognose;Overig Groningen (CR);2017;392.2
361;Totaal;Prognose;Overig Groningen (CR);2018;395.3
362;Totaal;Prognose;Overig Groningen (CR);2019;397.5
363;Totaal;Prognose;Overig Groningen (CR);2020;399.0
364;Totaal;Prognose;Overig Groningen (CR);2021;400.5
365;Totaal;Prognose;Overig Groningen (CR);2022;402.1
366;Totaal;Prognose;Overig Groningen (CR);2023;403.4
367;Totaal;Prognose;Overig Groningen (CR);2024;404.5
368;Totaal;Prognose;Overig Groningen (CR);2025;405.0
369;Totaal;Prognose;Overig Groningen (CR);2026;405.4
370;Totaal;Prognose;Overig Groningen (CR);2027;405.4
371;Totaal;Prognose;Overig Groningen (CR);2028;405.1
372;Totaal;Prognose;Overig Groningen (CR);2029;404.6
373;Totaal;Prognose;Overig Groningen (CR);2030;404.0
374;Totaal;Prognose;Overig Groningen (CR);2031;403.4
375;Totaal;Prognose;Overig Groningen (CR);2032;402.4
376;Totaal;Prognose;Overig Groningen (CR);2033;401.2
377;Totaal;Prognose;Overig Groningen (CR);2034;399.9
378;Totaal;Prognose;Overig Groningen (CR);2035;398.7
379;Totaal;Prognose;Overig Groningen (CR);2036;397.8
380;Totaal;Prognose;Overig Groningen (CR);2037;397.8
381;Totaal;Prognose;Overig Groningen (CR);2038;398.6
382;Totaal;Prognose;Overig Groningen (CR);2039;399.5
383;Totaal;Prognose;Overig Groningen (CR);2040;400.5
384;Totaal;Prognose;Noord-Friesland (CR);2017;326.3
385;Totaal;Prognose;Noord-Friesland (CR);2018;327.0
386;Totaal;Prognose;Noord-Friesland (CR);2019;327.3
387;Totaal;Prognose;Noord-Friesland (CR);2020;327.5
388;Totaal;Prognose;Noord-Friesland (CR);2021;327.8
389;Totaal;Prognose;Noord-Friesland (CR);2022;328.0
390;Totaal;Prognose;Noord-Friesland (CR);2023;328.1
391;Totaal;Prognose;Noord-Friesland (CR);2024;328.1
392;Totaal;Prognose;Noord-Friesland (CR);2025;328.1
393;Totaal;Prognose;Noord-Friesland (CR);2026;328.1
394;Totaal;Prognose;Noord-Friesland (CR);2027;328.0
395;Totaal;Prognose;Noord-Friesland (CR);2028;328.0
396;Totaal;Prognose;Noord-Friesland (CR);2029;327.9
397;Totaal;Prognose;Noord-Friesland (CR);2030;328.0
398;Totaal;Prognose;Noord-Friesland (CR);2031;328.1
399;Totaal;Prognose;Noord-Friesland (CR);2032;328.1
400;Totaal;Prognose;Noord-Friesland (CR);2033;328.2
401;Totaal;Prognose;Noord-Friesland (CR);2034;328.3
402;Totaal;Prognose;Noord-Friesland (CR);2035;328.3
403;Totaal;Prognose;Noord-Friesland (CR);2036;328.2
404;Totaal;Prognose;Noord-Friesland (CR);2037;327.9
405;Totaal;Prognose;Noord-Friesland (CR);2038;327.5
406;Totaal;Prognose;Noord-Friesland (CR);2039;327.0
407;Totaal;Prognose;Noord-Friesland (CR);2040;326.6
408;Totaal;Prognose;Zuidwest-Friesland (CR);2017;135.0
409;Totaal;Prognose;Zuidwest-Friesland (CR);2018;134.9
410;Totaal;Prognose;Zuidwest-Friesland (CR);2019;134.8
411;Totaal;Prognose;Zuidwest-Friesland (CR);2020;134.7
412;Totaal;Prognose;Zuidwest-Friesland (CR);2021;134.6
413;Totaal;Prognose;Zuidwest-Friesland (CR);2022;134.6
414;Totaal;Prognose;Zuidwest-Friesland (CR);2023;134.6
415;Totaal;Prognose;Zuidwest-Friesland (CR);2024;134.6
416;Totaal;Prognose;Zuidwest-Friesland (CR);2025;134.6
417;Totaal;Prognose;Zuidwest-Friesland (CR);2026;134.6
418;Totaal;Prognose;Zuidwest-Friesland (CR);2027;134.6
419;Totaal;Prognose;Zuidwest-Friesland (CR);2028;134.6
420;Totaal;Prognose;Zuidwest-Friesland (CR);2029;134.6
421;Totaal;Prognose;Zuidwest-Friesland (CR);2030;134.6
422;Totaal;Prognose;Zuidwest-Friesland (CR);2031;134.5
423;Totaal;Prognose;Zuidwest-Friesland (CR);2032;134.5
424;Totaal;Prognose;Zuidwest-Friesland (CR);2033;134.5
425;Totaal;Prognose;Zuidwest-Friesland (CR);2034;134.5
426;Totaal;Prognose;Zuidwest-Friesland (CR);2035;134.4
427;Totaal;Prognose;Zuidwest-Friesland (CR);2036;134.3
428;Totaal;Prognose;Zuidwest-Friesland (CR);2037;134.2
429;Totaal;Prognose;Zuidwest-Friesland (CR);2038;134.1
430;Totaal;Prognose;Zuidwest-Friesland (CR);2039;134.0
431;Totaal;Prognose;Zuidwest-Friesland (CR);2040;133.9
432;Totaal;Prognose;Zuidoost-Friesland (CR);2017;186.7
433;Totaal;Prognose;Zuidoost-Friesland (CR);2018;187.0
434;Totaal;Prognose;Zuidoost-Friesland (CR);2019;187.6
435;Totaal;Prognose;Zuidoost-Friesland (CR);2020;188.1
436;Totaal;Prognose;Zuidoost-Friesland (CR);2021;188.2
437;Totaal;Prognose;Zuidoost-Friesland (CR);2022;188.4
438;Totaal;Prognose;Zuidoost-Friesland (CR);2023;188.5
439;Totaal;Prognose;Zuidoost-Friesland (CR);2024;188.5
440;Totaal;Prognose;Zuidoost-Friesland (CR);2025;188.6
441;Totaal;Prognose;Zuidoost-Friesland (CR);2026;188.8
442;Totaal;Prognose;Zuidoost-Friesland (CR);2027;188.9
443;Totaal;Prognose;Zuidoost-Friesland (CR);2028;189.3
444;Totaal;Prognose;Zuidoost-Friesland (CR);2029;189.5
445;Totaal;Prognose;Zuidoost-Friesland (CR);2030;189.8
446;Totaal;Prognose;Zuidoost-Friesland (CR);2031;189.9
447;Totaal;Prognose;Zuidoost-Friesland (CR);2032;190.3
448;Totaal;Prognose;Zuidoost-Friesland (CR);2033;190.4
449;Totaal;Prognose;Zuidoost-Friesland (CR);2034;190.5
450;Totaal;Prognose;Zuidoost-Friesland (CR);2035;190.5
451;Totaal;Prognose;Zuidoost-Friesland (CR);2036;190.5
452;Totaal;Prognose;Zuidoost-Friesland (CR);2037;190.1
453;Totaal;Prognose;Zuidoost-Friesland (CR);2038;189.4
454;Totaal;Prognose;Zuidoost-Friesland (CR);2039;188.6
455;Totaal;Prognose;Zuidoost-Friesland (CR);2040;187.7
456;Totaal;Prognose;Noord-Drenthe (CR);2017;190.6
457;Totaal;Prognose;Noord-Drenthe (CR);2018;190.8
458;Totaal;Prognose;Noord-Drenthe (CR);2019;190.7
459;Totaal;Prognose;Noord-Drenthe (CR);2020;190.6
460;Totaal;Prognose;Noord-Drenthe (CR);2021;190.5
461;Totaal;Prognose;Noord-Drenthe (CR);2022;190.4
462;Totaal;Prognose;Noord-Drenthe (CR);2023;190.4
463;Totaal;Prognose;Noord-Drenthe (CR);2024;190.4
464;Totaal;Prognose;Noord-Drenthe (CR);2025;190.5
