ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
29;Noord-Nederland (LD);"9e-10e 10%-groep; meer dan 42 600 euro";106.3;15.0
30;Oost-Nederland (LD);Totaal particulier huishouden;1372.0;100.0
31;Oost-Nederland (LD);"1e 10%-groep; minder dan 13 100 euro";123.6;9.0
32;Oost-Nederland (LD);"2e 10%-groep; 13 100 tot 16 500 euro";133.3;10.0
33;Oost-Nederland (LD);"3e 10%-groep; 16 500 tot 19 700 euro";133.3;10.0
34;Oost-Nederland (LD);"4e 10%-groep; 19 700 tot 23 200 euro";132.5;10.0
35;Oost-Nederland (LD);"5e 10%-groep; 23 200 tot 27 300 euro";141.1;10.0
36;Oost-Nederland (LD);"6e 10%-groep; 27 300 tot 31 600 euro";147.6;11.0
37;Oost-Nederland (LD);"7e 10%-groep; 31 600 tot 36 300 euro";147.1;11.0
38;Oost-Nederland (LD);"8e 10%-groep; 36 300 tot 42 600 euro";143.5;10.0
39;Oost-Nederland (LD);"9e 10%-groep; 42 600 tot 53 100 euro";140.5;10.0
40;Oost-Nederland (LD);"10e 10%-groep; meer dan 53 100  euro";129.5;9.0
41;Oost-Nederland (LD);"1e 10%-groep; minder dan 13 100 euro";123.6;9.0
42;Oost-Nederland (LD);"2e-4e 10%-groep; 13 100 tot 23 200 euro";399.2;29.0
43;Oost-Nederland (LD);"5e-8e 10%-groep; 23 200 tot 42 600 euro";579.3;42.0
44;Oost-Nederland (LD);"9e-10e 10%-groep; meer dan 42 600 euro";270.0;20.0
45;West-Nederland (LD);Totaal particulier huishouden;3250.9;100.0
46;West-Nederland (LD);"1e 10%-groep; minder dan 13 100 euro";343.9;11.0
47;West-Nederland (LD);"2e 10%-groep; 13 100 tot 16 500 euro";321.7;10.0
48;West-Nederland (LD);"3e 10%-groep; 16 500 tot 19 700 euro";324.9;10.0
49;West-Nederland (LD);"4e 10%-groep; 19 700 tot 23 200 euro";324.0;10.0
50;West-Nederland (LD);"5e 10%-groep; 23 200 tot 27 300 euro";315.9;10.0
51;West-Nederland (LD);"6e 10%-groep; 27 300 tot 31 600 euro";303.6;9.0
52;West-Nederland (LD);"7e 10%-groep; 31 600 tot 36 300 euro";306.2;9.0
53;West-Nederland (LD);"8e 10%-groep; 36 300 tot 42 600 euro";317.6;10.0
54;West-Nederland (LD);"9e 10%-groep; 42 600 tot 53 100 euro";330.2;10.0
55;West-Nederland (LD);"10e 10%-groep; meer dan 53 100  euro";362.9;11.0
56;West-Nederland (LD);"1e 10%-groep; minder dan 13 100 euro";343.9;11.0
57;West-Nederland (LD);"2e-4e 10%-groep; 13 100 tot 23 200 euro";970.6;30.0
58;West-Nederland (LD);"5e-8e 10%-groep; 23 200 tot 42 600 euro";1243.2;38.0
59;West-Nederland (LD);"9e-10e 10%-groep; meer dan 42 600 euro";693.1;21.0
60;Zuid-Nederland (LD);Totaal particulier huishouden;1458.3;100.0
61;Zuid-Nederland (LD);"1e 10%-groep; minder dan 13 100 euro";133.4;9.0
62;Zuid-Nederland (LD);"2e 10%-groep; 13 100 tot 16 500 euro";143.6;10.0
63;Zuid-Nederland (LD);"3e 10%-groep; 16 500 tot 19 700 euro";144.1;10.0
64;Zuid-Nederland (LD);"4e 10%-groep; 19 700 tot 23 200 euro";147.4;10.0
65;Zuid-Nederland (LD);"5e 10%-groep; 23 200 tot 27 300 euro";146.3;10.0
66;Zuid-Nederland (LD);"6e 10%-groep; 27 300 tot 31 600 euro";151.3;10.0
67;Zuid-Nederland (LD);"7e 10%-groep; 31 600 tot 36 300 euro";153.0;10.0
68;Zuid-Nederland (LD);"8e 10%-groep; 36 300 tot 42 600 euro";151.4;10.0
69;Zuid-Nederland (LD);"9e 10%-groep; 42 600 tot 53 100 euro";149.2;10.0
70;Zuid-Nederland (LD);"10e 10%-groep; meer dan 53 100  euro";138.5;9.0
71;Zuid-Nederland (LD);"1e 10%-groep; minder dan 13 100 euro";133.4;9.0
72;Zuid-Nederland (LD);"2e-4e 10%-groep; 13 100 tot 23 200 euro";435.1;30.0
73;Zuid-Nederland (LD);"5e-8e 10%-groep; 23 200 tot 42 600 euro";602.1;41.0
74;Zuid-Nederland (LD);"9e-10e 10%-groep; meer dan 42 600 euro";287.7;20.0
75;Groningen (PV);Totaal particulier huishouden;239.7;100.0
76;Groningen (PV);"1e 10%-groep; minder dan 13 100 euro";30.0;13.0
77;Groningen (PV);"2e 10%-groep; 13 100 tot 16 500 euro";29.8;12.0
78;Groningen (PV);"3e 10%-groep; 16 500 tot 19 700 euro";27.7;12.0
79;Groningen (PV);"4e 10%-groep; 19 700 tot 23 200 euro";26.6;11.0
80;Groningen (PV);"5e 10%-groep; 23 200 tot 27 300 euro";25.1;10.0
81;Groningen (PV);"6e 10%-groep; 27 300 tot 31 600 euro";24.3;10.0
82;Groningen (PV);"7e 10%-groep; 31 600 tot 36 300 euro";22.8;10.0
83;Groningen (PV);"8e 10%-groep; 36 300 tot 42 600 euro";20.3;8.0
84;Groningen (PV);"9e 10%-groep; 42 600 tot 53 100 euro";18.5;8.0
85;Groningen (PV);"10e 10%-groep; meer dan 53 100  euro";14.6;6.0
86;Groningen (PV);"1e 10%-groep; minder dan 13 100 euro";30.0;13.0
87;Groningen (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";84.1;35.0
88;Groningen (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";92.6;39.0
89;Groningen (PV);"9e-10e 10%-groep; meer dan 42 600 euro";33.1;14.0
90;Friesland (PV);Totaal particulier huishouden;264.3;100.0
91;Friesland (PV);"1e 10%-groep; minder dan 13 100 euro";29.3;11.0
92;Friesland (PV);"2e 10%-groep; 13 100 tot 16 500 euro";29.2;11.0
93;Friesland (PV);"3e 10%-groep; 16 500 tot 19 700 euro";28.2;11.0
94;Friesland (PV);"4e 10%-groep; 19 700 tot 23 200 euro";27.3;10.0
95;Friesland (PV);"5e 10%-groep; 23 200 tot 27 300 euro";28.6;11.0
96;Friesland (PV);"6e 10%-groep; 27 300 tot 31 600 euro";29.6;11.0
97;Friesland (PV);"7e 10%-groep; 31 600 tot 36 300 euro";27.4;10.0
98;Friesland (PV);"8e 10%-groep; 36 300 tot 42 600 euro";25.2;10.0
99;Friesland (PV);"9e 10%-groep; 42 600 tot 53 100 euro";21.8;8.0
100;Friesland (PV);"10e 10%-groep; meer dan 53 100  euro";17.6;7.0
101;Friesland (PV);"1e 10%-groep; minder dan 13 100 euro";29.3;11.0
102;Friesland (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";84.7;32.0
103;Friesland (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";110.8;42.0
104;Friesland (PV);"9e-10e 10%-groep; meer dan 42 600 euro";39.4;15.0
105;Drenthe (PV);Totaal particulier huishouden;199.9;100.0
106;Drenthe (PV);"1e 10%-groep; minder dan 13 100 euro";18.3;9.0
107;Drenthe (PV);"2e 10%-groep; 13 100 tot 16 500 euro";20.8;10.0
108;Drenthe (PV);"3e 10%-groep; 16 500 tot 19 700 euro";20.3;10.0
109;Drenthe (PV);"4e 10%-groep; 19 700 tot 23 200 euro";20.7;10.0
110;Drenthe (PV);"5e 10%-groep; 23 200 tot 27 300 euro";21.6;11.0
111;Drenthe (PV);"6e 10%-groep; 27 300 tot 31 600 euro";22.0;11.0
112;Drenthe (PV);"7e 10%-groep; 31 600 tot 36 300 euro";21.9;11.0
113;Drenthe (PV);"8e 10%-groep; 36 300 tot 42 600 euro";20.5;10.0
114;Drenthe (PV);"9e 10%-groep; 42 600 tot 53 100 euro";18.3;9.0
115;Drenthe (PV);"10e 10%-groep; meer dan 53 100  euro";15.4;8.0
116;Drenthe (PV);"1e 10%-groep; minder dan 13 100 euro";18.3;9.0
117;Drenthe (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";61.9;31.0
118;Drenthe (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";86.1;43.0
119;Drenthe (PV);"9e-10e 10%-groep; meer dan 42 600 euro";33.7;17.0
120;Overijssel (PV);Totaal particulier huishouden;440.0;100.0
121;Overijssel (PV);"1e 10%-groep; minder dan 13 100 euro";40.1;9.0
122;Overijssel (PV);"2e 10%-groep; 13 100 tot 16 500 euro";45.4;10.0
123;Overijssel (PV);"3e 10%-groep; 16 500 tot 19 700 euro";44.7;10.0
124;Overijssel (PV);"4e 10%-groep; 19 700 tot 23 200 euro";43.8;10.0
125;Overijssel (PV);"5e 10%-groep; 23 200 tot 27 300 euro";46.7;11.0
126;Overijssel (PV);"6e 10%-groep; 27 300 tot 31 600 euro";48.7;11.0
127;Overijssel (PV);"7e 10%-groep; 31 600 tot 36 300 euro";47.1;11.0
128;Overijssel (PV);"8e 10%-groep; 36 300 tot 42 600 euro";44.8;10.0
129;Overijssel (PV);"9e 10%-groep; 42 600 tot 53 100 euro";42.3;10.0
130;Overijssel (PV);"10e 10%-groep; meer dan 53 100  euro";36.6;8.0
131;Overijssel (PV);"1e 10%-groep; minder dan 13 100 euro";40.1;9.0
132;Overijssel (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";133.8;30.0
133;Overijssel (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";187.3;43.0
134;Overijssel (PV);"9e-10e 10%-groep; meer dan 42 600 euro";78.9;18.0
135;Flevoland (PV);Totaal particulier huishouden;143.5;100.0
136;Flevoland (PV);"1e 10%-groep; minder dan 13 100 euro";12.7;9.0
137;Flevoland (PV);"2e 10%-groep; 13 100 tot 16 500 euro";12.3;9.0
138;Flevoland (PV);"3e 10%-groep; 16 500 tot 19 700 euro";12.9;9.0
139;Flevoland (PV);"4e 10%-groep; 19 700 tot 23 200 euro";13.1;9.0
140;Flevoland (PV);"5e 10%-groep; 23 200 tot 27 300 euro";15.1;11.0
141;Flevoland (PV);"6e 10%-groep; 27 300 tot 31 600 euro";15.5;11.0
142;Flevoland (PV);"7e 10%-groep; 31 600 tot 36 300 euro";16.0;11.0
143;Flevoland (PV);"8e 10%-groep; 36 300 tot 42 600 euro";16.3;11.0
144;Flevoland (PV);"9e 10%-groep; 42 600 tot 53 100 euro";16.0;11.0
145;Flevoland (PV);"10e 10%-groep; meer dan 53 100  euro";13.6;9.0
146;Flevoland (PV);"1e 10%-groep; minder dan 13 100 euro";12.7;9.0
147;Flevoland (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";38.4;27.0
148;Flevoland (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";62.9;44.0
149;Flevoland (PV);"9e-10e 10%-groep; meer dan 42 600 euro";29.6;21.0
150;Gelderland (PV);Totaal particulier huishouden;788.5;100.0
151;Gelderland (PV);"1e 10%-groep; minder dan 13 100 euro";70.8;9.0
152;Gelderland (PV);"2e 10%-groep; 13 100 tot 16 500 euro";75.6;10.0
153;Gelderland (PV);"3e 10%-groep; 16 500 tot 19 700 euro";75.8;10.0
154;Gelderland (PV);"4e 10%-groep; 19 700 tot 23 200 euro";75.6;10.0
155;Gelderland (PV);"5e 10%-groep; 23 200 tot 27 300 euro";79.3;10.0
156;Gelderland (PV);"6e 10%-groep; 27 300 tot 31 600 euro";83.4;11.0
157;Gelderland (PV);"7e 10%-groep; 31 600 tot 36 300 euro";84.1;11.0
158;Gelderland (PV);"8e 10%-groep; 36 300 tot 42 600 euro";82.3;10.0
159;Gelderland (PV);"9e 10%-groep; 42 600 tot 53 100 euro";82.1;10.0
160;Gelderland (PV);"10e 10%-groep; meer dan 53 100  euro";79.4;10.0
161;Gelderland (PV);"1e 10%-groep; minder dan 13 100 euro";70.8;9.0
162;Gelderland (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";227.0;29.0
163;Gelderland (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";329.1;42.0
164;Gelderland (PV);"9e-10e 10%-groep; meer dan 42 600 euro";161.5;20.0
165;Utrecht (PV);Totaal particulier huishouden;482.5;100.0
166;Utrecht (PV);"1e 10%-groep; minder dan 13 100 euro";39.9;8.0
167;Utrecht (PV);"2e 10%-groep; 13 100 tot 16 500 euro";41.7;9.0
168;Utrecht (PV);"3e 10%-groep; 16 500 tot 19 700 euro";43.4;9.0
169;Utrecht (PV);"4e 10%-groep; 19 700 tot 23 200 euro";45.5;9.0
170;Utrecht (PV);"5e 10%-groep; 23 200 tot 27 300 euro";45.4;9.0
171;Utrecht (PV);"6e 10%-groep; 27 300 tot 31 600 euro";45.2;9.0
172;Utrecht (PV);"7e 10%-groep; 31 600 tot 36 300 euro";48.0;10.0
173;Utrecht (PV);"8e 10%-groep; 36 300 tot 42 600 euro";51.2;11.0
174;Utrecht (PV);"9e 10%-groep; 42 600 tot 53 100 euro";56.1;12.0
175;Utrecht (PV);"10e 10%-groep; meer dan 53 100  euro";66.2;14.0
176;Utrecht (PV);"1e 10%-groep; minder dan 13 100 euro";39.9;8.0
177;Utrecht (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";130.7;27.0
178;Utrecht (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";189.7;39.0
179;Utrecht (PV);"9e-10e 10%-groep; meer dan 42 600 euro";122.2;25.0
180;Noord-Holland (PV);Totaal particulier huishouden;1147.7;100.0
181;Noord-Holland (PV);"1e 10%-groep; minder dan 13 100 euro";134.6;12.0
182;Noord-Holland (PV);"2e 10%-groep; 13 100 tot 16 500 euro";113.0;10.0
183;Noord-Holland (PV);"3e 10%-groep; 16 500 tot 19 700 euro";116.3;10.0
184;Noord-Holland (PV);"4e 10%-groep; 19 700 tot 23 200 euro";115.0;10.0
185;Noord-Holland (PV);"5e 10%-groep; 23 200 tot 27 300 euro";112.4;10.0
186;Noord-Holland (PV);"6e 10%-groep; 27 300 tot 31 600 euro";104.8;9.0
187;Noord-Holland (PV);"7e 10%-groep; 31 600 tot 36 300 euro";104.2;9.0
188;Noord-Holland (PV);"8e 10%-groep; 36 300 tot 42 600 euro";107.5;9.0
189;Noord-Holland (PV);"9e 10%-groep; 42 600 tot 53 100 euro";111.4;10.0
190;Noord-Holland (PV);"10e 10%-groep; meer dan 53 100  euro";128.5;11.0
191;Noord-Holland (PV);"1e 10%-groep; minder dan 13 100 euro";134.6;12.0
192;Noord-Holland (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";344.4;30.0
193;Noord-Holland (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";428.9;37.0
194;Noord-Holland (PV);"9e-10e 10%-groep; meer dan 42 600 euro";239.8;21.0
195;Zuid-Holland (PV);Totaal particulier huishouden;1460.3;100.0
196;Zuid-Holland (PV);"1e 10%-groep; minder dan 13 100 euro";153.8;11.0
197;Zuid-Holland (PV);"2e 10%-groep; 13 100 tot 16 500 euro";149.9;10.0
198;Zuid-Holland (PV);"3e 10%-groep; 16 500 tot 19 700 euro";148.7;10.0
199;Zuid-Holland (PV);"4e 10%-groep; 19 700 tot 23 200 euro";147.0;10.0
200;Zuid-Holland (PV);"5e 10%-groep; 23 200 tot 27 300 euro";141.4;10.0
201;Zuid-Holland (PV);"6e 10%-groep; 27 300 tot 31 600 euro";136.7;9.0
202;Zuid-Holland (PV);"7e 10%-groep; 31 600 tot 36 300 euro";137.4;9.0
203;Zuid-Holland (PV);"8e 10%-groep; 36 300 tot 42 600 euro";142.7;10.0
204;Zuid-Holland (PV);"9e 10%-groep; 42 600 tot 53 100 euro";147.5;10.0
205;Zuid-Holland (PV);"10e 10%-groep; meer dan 53 100  euro";155.3;11.0
206;Zuid-Holland (PV);"1e 10%-groep; minder dan 13 100 euro";153.8;11.0
207;Zuid-Holland (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";445.6;31.0
208;Zuid-Holland (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";558.2;38.0
209;Zuid-Holland (PV);"9e-10e 10%-groep; meer dan 42 600 euro";302.7;21.0
210;Zeeland (PV);Totaal particulier huishouden;160.4;100.0
211;Zeeland (PV);"1e 10%-groep; minder dan 13 100 euro";15.7;10.0
212;Zeeland (PV);"2e 10%-groep; 13 100 tot 16 500 euro";17.1;11.0
213;Zeeland (PV);"3e 10%-groep; 16 500 tot 19 700 euro";16.5;10.0
214;Zeeland (PV);"4e 10%-groep; 19 700 tot 23 200 euro";16.4;10.0
215;Zeeland (PV);"5e 10%-groep; 23 200 tot 27 300 euro";16.7;10.0
216;Zeeland (PV);"6e 10%-groep; 27 300 tot 31 600 euro";16.9;11.0
217;Zeeland (PV);"7e 10%-groep; 31 600 tot 36 300 euro";16.7;10.0
218;Zeeland (PV);"8e 10%-groep; 36 300 tot 42 600 euro";16.2;10.0
219;Zeeland (PV);"9e 10%-groep; 42 600 tot 53 100 euro";15.2;10.0
220;Zeeland (PV);"10e 10%-groep; meer dan 53 100  euro";13.1;8.0
221;Zeeland (PV);"1e 10%-groep; minder dan 13 100 euro";15.7;10.0
222;Zeeland (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";49.9;31.0
223;Zeeland (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";66.5;41.0
224;Zeeland (PV);"9e-10e 10%-groep; meer dan 42 600 euro";28.3;18.0
225;Noord-Brabant (PV);Totaal particulier huishouden;982.8;100.0
226;Noord-Brabant (PV);"1e 10%-groep; minder dan 13 100 euro";84.9;9.0
227;Noord-Brabant (PV);"2e 10%-groep; 13 100 tot 16 500 euro";92.4;9.0
228;Noord-Brabant (PV);"3e 10%-groep; 16 500 tot 19 700 euro";93.7;10.0
229;Noord-Brabant (PV);"4e 10%-groep; 19 700 tot 23 200 euro";96.5;10.0
230;Noord-Brabant (PV);"5e 10%-groep; 23 200 tot 27 300 euro";96.4;10.0
231;Noord-Brabant (PV);"6e 10%-groep; 27 300 tot 31 600 euro";101.3;10.0
232;Noord-Brabant (PV);"7e 10%-groep; 31 600 tot 36 300 euro";104.2;11.0
233;Noord-Brabant (PV);"8e 10%-groep; 36 300 tot 42 600 euro";104.7;11.0
234;Noord-Brabant (PV);"9e 10%-groep; 42 600 tot 53 100 euro";106.1;11.0
235;Noord-Brabant (PV);"10e 10%-groep; meer dan 53 100  euro";102.6;10.0
236;Noord-Brabant (PV);"1e 10%-groep; minder dan 13 100 euro";84.9;9.0
237;Noord-Brabant (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";282.5;29.0
238;Noord-Brabant (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";406.6;41.0
239;Noord-Brabant (PV);"9e-10e 10%-groep; meer dan 42 600 euro";208.8;21.0
240;Limburg (PV);Totaal particulier huishouden;475.5;100.0
241;Limburg (PV);"1e 10%-groep; minder dan 13 100 euro";48.6;10.0
242;Limburg (PV);"2e 10%-groep; 13 100 tot 16 500 euro";51.3;11.0
243;Limburg (PV);"3e 10%-groep; 16 500 tot 19 700 euro";50.4;11.0
244;Limburg (PV);"4e 10%-groep; 19 700 tot 23 200 euro";50.9;11.0
245;Limburg (PV);"5e 10%-groep; 23 200 tot 27 300 euro";49.9;10.0
246;Limburg (PV);"6e 10%-groep; 27 300 tot 31 600 euro";50.1;11.0
247;Limburg (PV);"7e 10%-groep; 31 600 tot 36 300 euro";48.8;10.0
248;Limburg (PV);"8e 10%-groep; 36 300 tot 42 600 euro";46.7;10.0
249;Limburg (PV);"9e 10%-groep; 42 600 tot 53 100 euro";43.1;9.0
250;Limburg (PV);"10e 10%-groep; meer dan 53 100  euro";35.8;8.0
251;Limburg (PV);"1e 10%-groep; minder dan 13 100 euro";48.6;10.0
252;Limburg (PV);"2e-4e 10%-groep; 13 100 tot 23 200 euro";152.5;32.0
253;Limburg (PV);"5e-8e 10%-groep; 23 200 tot 42 600 euro";195.5;41.0
254;Limburg (PV);"9e-10e 10%-groep; meer dan 42 600 euro";78.9;17.0
255;Oost-Groningen (CR);Totaal particulier huishouden;65.1;100.0
256;Oost-Groningen (CR);"1e 10%-groep; minder dan 13 100 euro";7.4;11.0
257;Oost-Groningen (CR);"2e 10%-groep; 13 100 tot 16 500 euro";8.6;13.0
258;Oost-Groningen (CR);"3e 10%-groep; 16 500 tot 19 700 euro";7.4;11.0
259;Oost-Groningen (CR);"4e 10%-groep; 19 700 tot 23 200 euro";7.5;12.0
260;Oost-Groningen (CR);"5e 10%-groep; 23 200 tot 27 300 euro";7.3;11.0
261;Oost-Groningen (CR);"6e 10%-groep; 27 300 tot 31 600 euro";7.2;11.0
262;Oost-Groningen (CR);"7e 10%-groep; 31 600 tot 36 300 euro";6.6;10.0
263;Oost-Groningen (CR);"8e 10%-groep; 36 300 tot 42 600 euro";5.3;8.0
264;Oost-Groningen (CR);"9e 10%-groep; 42 600 tot 53 100 euro";4.5;7.0
265;Oost-Groningen (CR);"10e 10%-groep; meer dan 53 100  euro";3.3;5.0
266;Oost-Groningen (CR);"1e 10%-groep; minder dan 13 100 euro";7.4;11.0
267;Oost-Groningen (CR);"2e-4e 10%-groep; 13 100 tot 23 200 euro";23.5;36.0
268;Oost-Groningen (CR);"5e-8e 10%-groep; 23 200 tot 42 600 euro";26.4;40.0
269;Oost-Groningen (CR);"9e-10e 10%-groep; meer dan 42 600 euro";7.8;12.0
270;Delfzijl en omgeving (CR);Totaal particulier huishouden;21.3;100.0
271;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 13 100 euro";2.2;11.0
272;Delfzijl en omgeving (CR);"2e 10%-groep; 13 100 tot 16 500 euro";2.4;11.0
273;Delfzijl en omgeving (CR);"3e 10%-groep; 16 500 tot 19 700 euro";2.3;11.0
274;Delfzijl en omgeving (CR);"4e 10%-groep; 19 700 tot 23 200 euro";2.6;12.0
275;Delfzijl en omgeving (CR);"5e 10%-groep; 23 200 tot 27 300 euro";2.3;11.0
276;Delfzijl en omgeving (CR);"6e 10%-groep; 27 300 tot 31 600 euro";2.5;12.0
277;Delfzijl en omgeving (CR);"7e 10%-groep; 31 600 tot 36 300 euro";2.1;10.0
278;Delfzijl en omgeving (CR);"8e 10%-groep; 36 300 tot 42 600 euro";1.9;9.0
279;Delfzijl en omgeving (CR);"9e 10%-groep; 42 600 tot 53 100 euro";1.7;8.0
280;Delfzijl en omgeving (CR);"10e 10%-groep; meer dan 53 100  euro";1.2;6.0
281;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 13 100 euro";2.2;11.0
282;Delfzijl en omgeving (CR);"2e-4e 10%-groep; 13 100 tot 23 200 euro";7.3;34.0
283;Delfzijl en omgeving (CR);"5e-8e 10%-groep; 23 200 tot 42 600 euro";8.8;41.0
284;Delfzijl en omgeving (CR);"9e-10e 10%-groep; meer dan 42 600 euro";2.9;14.0
285;Overig Groningen (CR);Totaal particulier huishouden;153.3;100.0
286;Overig Groningen (CR);"1e 10%-groep; minder dan 13 100 euro";20.3;13.0
287;Overig Groningen (CR);"2e 10%-groep; 13 100 tot 16 500 euro";18.9;12.0
288;Overig Groningen (CR);"3e 10%-groep; 16 500 tot 19 700 euro";17.9;12.0
289;Overig Groningen (CR);"4e 10%-groep; 19 700 tot 23 200 euro";16.5;11.0
290;Overig Groningen (CR);"5e 10%-groep; 23 200 tot 27 300 euro";15.5;10.0
291;Overig Groningen (CR);"6e 10%-groep; 27 300 tot 31 600 euro";14.6;10.0
292;Overig Groningen (CR);"7e 10%-groep; 31 600 tot 36 300 euro";14.2;9.0
293;Overig Groningen (CR);"8e 10%-groep; 36 300 tot 42 600 euro";13.1;9.0
294;Overig Groningen (CR);"9e 10%-groep; 42 600 tot 53 100 euro";12.3;8.0
295;Overig Groningen (CR);"10e 10%-groep; meer dan 53 100  euro";10.1;7.0
296;Overig Groningen (CR);"1e 10%-groep; minder dan 13 100 euro";20.3;13.0
297;Overig Groningen (CR);"2e-4e 10%-groep; 13 100 tot 23 200 euro";53.3;35.0
298;Overig Groningen (CR);"5e-8e 10%-groep; 23 200 tot 42 600 euro";57.4;37.0
299;Overig Groningen (CR);"9e-10e 10%-groep; meer dan 42 600 euro";22.4;15.0
300;Noord-Friesland (CR);Totaal particulier huishouden;136.0;100.0
301;Noord-Friesland (CR);"1e 10%-groep; minder dan 13 100 euro";15.9;12.0
302;Noord-Friesland (CR);"2e 10%-groep; 13 100 tot 16 500 euro";15.2;11.0
303;Noord-Friesland (CR);"3e 10%-groep; 16 500 tot 19 700 euro";14.5;11.0
304;Noord-Friesland (CR);"4e 10%-groep; 19 700 tot 23 200 euro";14.0;10.0
305;Noord-Friesland (CR);"5e 10%-groep; 23 200 tot 27 300 euro";15.1;11.0
306;Noord-Friesland (CR);"6e 10%-groep; 27 300 tot 31 600 euro";15.2;11.0
307;Noord-Friesland (CR);"7e 10%-groep; 31 600 tot 36 300 euro";14.0;10.0
308;Noord-Friesland (CR);"8e 10%-groep; 36 300 tot 42 600 euro";12.9;9.0
309;Noord-Friesland (CR);"9e 10%-groep; 42 600 tot 53 100 euro";10.8;8.0
310;Noord-Friesland (CR);"10e 10%-groep; meer dan 53 100  euro";8.3;6.0
311;Noord-Friesland (CR);"1e 10%-groep; minder dan 13 100 euro";15.9;12.0
312;Noord-Friesland (CR);"2e-4e 10%-groep; 13 100 tot 23 200 euro";43.7;32.0
313;Noord-Friesland (CR);"5e-8e 10%-groep; 23 200 tot 42 600 euro";57.2;42.0
